DZ21,catholic_bg_pct,proj_unity_pct,provenance
N20000070,31.4,36.8,modelled
N20000071,37.8,40.5,modelled
N20000072,26.1,33.6,modelled
N20000073,16.5,28.0,modelled
N20000074,13.9,26.4,modelled
N20000075,33.4,37.9,modelled
N20000076,44.1,44.3,modelled
N20000077,25.6,33.3,modelled
N20000078,17.4,28.5,modelled
N20000079,6.4,22.0,modelled
N20000080,24.7,32.8,modelled
N20000081,27.1,34.2,modelled
N20000082,9.0,23.5,modelled
N20000083,32.0,37.1,modelled
N20000084,39.2,41.4,modelled
N20000085,26.0,33.6,modelled
N20000086,3.5,20.3,modelled
N20000087,4.6,20.9,modelled
N20000088,3.2,20.1,modelled
N20000089,7.5,22.6,modelled
N20000090,6.2,21.9,modelled
N20000091,2.3,19.6,modelled
N20000092,6.9,22.3,modelled
N20000093,3.0,20.0,modelled
N20000094,5.7,21.6,modelled
N20000096,3.7,20.4,modelled
N20000097,4.8,21.1,modelled
N20000100,4.2,20.7,modelled
N20000101,3.0,20.0,modelled
N20000102,7.1,22.4,modelled
N20000103,7.2,22.5,modelled
N20000104,4.5,20.9,modelled
N20000105,7.5,22.6,modelled
N20000106,7.0,22.4,modelled
N20000107,12.0,25.3,modelled
N20000108,7.0,22.4,modelled
N20000109,4.0,20.6,modelled
N20000110,3.6,20.3,modelled
N20000111,3.6,20.3,modelled
N20000112,6.9,22.3,modelled
N20000113,5.5,21.5,modelled
N20000114,3.8,20.5,modelled
N20000115,5.7,21.6,modelled
N20000116,7.5,22.6,modelled
N20000117,3.4,20.2,modelled
N20000118,3.3,20.2,modelled
N20000119,2.6,19.8,modelled
N20000120,2.6,19.8,modelled
N20000121,6.9,22.3,modelled
N20000122,4.3,20.8,modelled
N20000123,6.1,21.8,modelled
N20000124,10.1,24.2,modelled
N20000125,6.6,22.1,modelled
N20000126,16.6,28.0,modelled
N20000127,4.3,20.8,modelled
N20000128,14.8,27.0,modelled
N20000129,6.2,21.9,modelled
N20000130,7.8,22.8,modelled
N20000131,7.2,22.5,modelled
N20000132,23.4,32.0,modelled
N20000133,13.9,26.4,modelled
N20000134,23.9,32.3,modelled
N20000135,16.3,27.8,modelled
N20000136,9.1,23.6,modelled
N20000137,6.5,22.1,modelled
N20000138,4.8,21.1,modelled
N20000139,8.0,22.9,modelled
N20000140,31.0,36.5,modelled
N20000141,18.4,29.1,modelled
N20000143,21.3,30.8,modelled
N20000144,14.0,26.5,modelled
N20000145,6.2,21.9,modelled
N20000146,5.4,21.4,modelled
N20000149,20.6,30.4,modelled
N20000150,2.4,19.6,modelled
N20000151,12.2,25.4,modelled
N20000152,26.1,33.6,modelled
N20000153,2.4,19.6,modelled
N20000154,4.0,20.6,modelled
N20000156,14.3,26.7,modelled
N20000157,17.0,28.3,modelled
N20000158,18.8,29.3,modelled
N20000159,2.9,19.9,modelled
N20000160,26.9,34.1,modelled
N20000161,26.0,33.6,modelled
N20000162,19.6,29.8,modelled
N20000163,19.1,29.5,modelled
N20000164,29.3,35.5,modelled
N20000165,8.8,23.4,modelled
N20000166,23.6,32.2,modelled
N20000167,23.6,32.2,modelled
N20000168,6.2,21.9,modelled
N20000169,58.3,52.7,modelled
N20000170,7.9,22.9,modelled
N20000171,14.6,26.8,modelled
N20000172,41.2,42.6,modelled
N20000173,44.1,44.3,modelled
N20000174,2.1,19.5,modelled
N20000175,22.7,31.6,modelled
N20000176,9.5,23.8,modelled
N20000177,51.0,48.3,modelled
N20000178,53.5,49.8,modelled
N20000179,14.0,26.5,modelled
N20000180,2.3,19.6,modelled
N20000181,6.4,22.0,modelled
N20000182,3.9,20.5,modelled
N20000183,5.7,21.6,modelled
N20000184,3.7,20.4,modelled
N20000185,10.2,24.2,modelled
N20000186,30.0,35.9,modelled
N20000187,3.0,20.0,modelled
N20000188,21.6,31.0,modelled
N20000189,2.0,19.4,modelled
N20000190,6.9,22.3,modelled
N20000191,6.6,22.1,modelled
N20000193,4.3,20.8,modelled
N20000194,3.9,20.5,modelled
N20000196,6.1,21.8,modelled
N20000197,7.9,22.9,modelled
N20000198,5.8,21.6,modelled
N20000200,6.8,22.2,modelled
N20000201,40.3,42.0,modelled
N20000203,35.4,39.1,modelled
N20000204,33.2,37.8,modelled
N20000205,21.1,30.7,modelled
N20000206,22.7,31.6,modelled
N20000207,87.6,70.0,modelled
N20000208,79.0,64.9,modelled
N20000209,86.1,69.1,modelled
N20000210,85.5,68.7,modelled
N20000211,29.8,35.8,modelled
N20000212,5.8,21.6,modelled
N20000214,10.6,24.5,modelled
N20000215,26.8,34.0,modelled
N20000216,13.5,26.2,modelled
N20000217,17.6,28.6,modelled
N20000218,17.0,28.3,modelled
N20000219,45.6,45.2,modelled
N20000220,19.7,29.9,modelled
N20000221,16.9,28.2,modelled
N20000222,20.2,30.2,modelled
N20000223,27.4,34.4,modelled
N20000224,36.8,40.0,modelled
N20000225,12.2,25.4,modelled
N20000226,27.4,34.4,modelled
N20000227,32.9,37.7,modelled
N20000228,16.5,28.0,modelled
N20000229,12.7,25.7,modelled
N20000230,31.2,36.6,modelled
N20000231,44.6,44.6,modelled
N20000232,51.2,48.5,modelled
N20000233,53.9,50.1,modelled
N20000234,55.6,51.1,modelled
N20000235,44.6,44.6,modelled
N20000236,37.0,40.1,modelled
N20000237,31.1,36.6,modelled
N20000238,67.7,58.2,modelled
N20000239,42.5,43.3,modelled
N20000240,57.1,52.0,modelled
N20000241,28.9,35.3,modelled
N20000242,23.8,32.3,modelled
N20000243,72.5,61.1,modelled
N20000244,76.4,63.4,modelled
N20000245,88.9,70.7,modelled
N20000246,77.4,63.9,modelled
N20000247,67.9,58.3,modelled
N20000249,82.8,67.1,modelled
N20000250,85.0,68.4,modelled
N20000251,85.0,68.4,modelled
N20000252,82.3,66.8,modelled
N20000254,80.0,65.5,modelled
N20000255,83.6,67.6,modelled
N20000256,81.9,66.6,modelled
N20000257,16.7,28.1,modelled
N20000258,13.6,26.3,modelled
N20000259,12.2,25.4,modelled
N20000260,16.8,28.1,modelled
N20000261,9.0,23.5,modelled
N20000262,14.2,26.6,modelled
N20000263,18.0,28.9,modelled
N20000264,28.3,34.9,modelled
N20000265,35.6,39.2,modelled
N20000266,17.4,28.5,modelled
N20000267,61.0,54.3,modelled
N20000268,29.7,35.8,modelled
N20000270,68.4,58.6,modelled
N20000271,57.3,52.1,modelled
N20000272,65.9,57.2,modelled
N20000273,79.2,65.0,modelled
N20000274,11.0,24.7,modelled
N20000275,61.7,54.7,modelled
N20000276,68.3,58.6,modelled
N20000277,88.6,70.6,modelled
N20000278,17.0,28.3,modelled
N20000279,24.0,32.4,modelled
N20000280,15.4,27.3,modelled
N20000282,54.5,50.4,modelled
N20000283,75.4,62.8,modelled
N20000284,79.8,65.4,modelled
N20000285,34.5,38.6,modelled
N20000286,86.1,69.1,modelled
N20000287,89.1,70.9,modelled
N20000288,63.4,55.7,modelled
N20000289,74.4,62.2,modelled
N20000290,70.9,60.1,modelled
N20000291,67.9,58.3,modelled
N20000292,87.0,69.6,modelled
N20000293,59.8,53.5,modelled
N20000294,88.9,70.7,modelled
N20000295,62.5,55.1,modelled
N20000296,54.6,50.5,modelled
N20000297,87.6,70.0,modelled
N20000298,90.3,71.6,modelled
N20000299,68.5,58.7,modelled
N20000300,84.9,68.4,modelled
N20000301,76.3,63.3,modelled
N20000303,92.3,72.8,modelled
N20000304,60.7,54.1,modelled
N20000305,24.3,32.6,modelled
N20000306,51.9,48.9,modelled
N20000307,50.3,47.9,modelled
N20000308,50.3,47.9,modelled
N20000310,59.5,53.4,modelled
N20000311,62.4,55.1,modelled
N20000312,78.5,64.6,modelled
N20000313,71.1,60.2,modelled
N20000314,25.5,33.3,modelled
N20000315,43.9,44.2,modelled
N20000316,82.9,67.2,modelled
N20000317,86.7,69.4,modelled
N20000318,87.7,70.0,modelled
N20000319,71.1,60.2,modelled
N20000320,27.6,34.5,modelled
N20000321,92.7,73.0,modelled
N20000322,91.4,72.2,modelled
N20000323,75.7,62.9,modelled
N20000324,48.1,46.6,modelled
N20000325,47.9,46.5,modelled
N20000326,9.4,23.8,modelled
N20000328,52.2,49.1,modelled
N20000329,88.5,70.5,modelled
N20000330,84.2,68.0,modelled
N20000331,84.7,68.3,modelled
N20000332,58.6,52.8,modelled
N20000334,53.5,49.8,modelled
N20000335,83.7,67.7,modelled
N20000336,65.8,57.1,modelled
N20000337,67.4,58.0,modelled
N20000338,25.7,33.4,modelled
N20000339,65.2,56.7,modelled
N20000340,32.4,37.4,modelled
N20000341,71.7,60.6,modelled
N20000342,87.8,70.1,modelled
N20000343,54.3,50.3,modelled
N20000344,55.7,51.1,modelled
N20000346,65.5,56.9,modelled
N20000348,89.1,70.9,modelled
N20000350,91.4,72.2,modelled
N20000351,87.0,69.6,modelled
N20000352,83.9,67.8,modelled
N20000353,84.9,68.4,modelled
N20000354,78.6,64.7,modelled
N20000355,94.3,73.9,modelled
N20000356,53.2,49.6,modelled
N20000357,6.5,22.1,modelled
N20000358,36.9,40.0,modelled
N20000360,47.9,46.5,modelled
N20000361,63.2,55.6,modelled
N20000362,20.3,30.2,modelled
N20000364,33.6,38.1,modelled
N20000366,23.9,32.3,modelled
N20000367,40.9,42.4,modelled
N20000368,15.6,27.4,modelled
N20000371,90.1,71.5,modelled
N20000372,89.6,71.2,modelled
N20000373,92.7,73.0,modelled
N20000375,85.7,68.9,modelled
N20000377,30.5,36.2,modelled
N20000378,94.0,73.8,modelled
N20000379,79.6,65.2,modelled
N20000380,72.0,60.8,modelled
N20000381,84.2,68.0,modelled
N20000382,75.1,62.6,modelled
N20000383,29.0,35.3,modelled
N20000384,11.1,24.8,modelled
N20000385,12.9,25.8,modelled
N20000386,78.3,64.5,modelled
N20000387,11.8,25.2,modelled
N20000388,11.3,24.9,modelled
N20000389,17.1,28.3,modelled
N20000390,17.8,28.7,modelled
N20000392,9.3,23.7,modelled
N20000393,25.8,33.5,modelled
N20000395,42.4,43.3,modelled
N20000396,10.6,24.5,modelled
N20000397,3.9,20.5,modelled
N20000398,31.7,36.9,modelled
N20000400,42.5,43.3,modelled
N20000401,69.2,59.1,modelled
N20000402,16.8,28.1,modelled
N20000403,40.7,42.3,modelled
N20000404,17.7,28.7,modelled
N20000405,29.0,35.3,modelled
N20000407,14.5,26.8,modelled
N20000408,20.5,30.3,modelled
N20000409,5.7,21.6,modelled
N20000410,16.4,27.9,modelled
N20000411,37.1,40.1,modelled
N20000412,20.0,30.0,modelled
N20000413,23.6,32.2,modelled
N20000414,19.0,29.4,modelled
N20000415,19.2,29.6,modelled
N20000416,33.3,37.9,modelled
N20000417,8.5,23.2,modelled
N20000418,38.1,40.7,modelled
N20000419,23.4,32.0,modelled
N20000420,18.0,28.9,modelled
N20000422,77.6,64.1,modelled
N20000423,93.0,73.2,modelled
N20000424,82.4,66.9,modelled
N20000425,78.7,64.7,modelled
N20000426,95.8,74.8,modelled
N20000427,92.9,73.1,modelled
N20000428,91.7,72.4,modelled
N20000429,91.5,72.3,modelled
N20000430,22.6,31.6,modelled
N20000431,90.7,71.8,modelled
N20000432,92.4,72.8,modelled
N20000433,61.5,54.6,modelled
N20000434,54.8,50.6,modelled
N20000435,75.7,62.9,modelled
N20000436,60.3,53.8,modelled
N20000437,55.6,51.1,modelled
N20000438,51.7,48.8,modelled
N20000439,91.5,72.3,modelled
N20000440,20.5,30.3,modelled
N20000441,70.2,59.7,modelled
N20000442,76.5,63.4,modelled
N20000443,37.1,40.1,modelled
N20000444,53.6,49.9,modelled
N20000445,65.9,57.2,modelled
N20000446,33.6,38.1,modelled
N20000447,42.8,43.5,modelled
N20000448,84.5,68.1,modelled
N20000449,79.4,65.1,modelled
N20000450,8.6,23.3,modelled
N20000451,26.1,33.6,modelled
N20000452,82.6,67.0,modelled
N20000453,81.3,66.3,modelled
N20000454,80.1,65.5,modelled
N20000455,22.8,31.7,modelled
N20000456,14.2,26.6,modelled
N20000457,14.0,26.5,modelled
N20000458,41.4,42.7,modelled
N20000459,18.4,29.1,modelled
N20000460,18.8,29.3,modelled
N20000461,16.7,28.1,modelled
N20000462,8.8,23.4,modelled
N20000463,7.3,22.5,modelled
N20000464,14.0,26.5,modelled
N20000465,47.2,46.1,modelled
N20000466,8.2,23.1,modelled
N20000467,47.2,46.1,modelled
N20000468,17.2,28.4,modelled
N20000469,10.4,24.4,modelled
N20000470,8.7,23.4,modelled
N20000472,12.8,25.8,modelled
N20000473,30.7,36.4,modelled
N20000474,15.6,27.4,modelled
N20000475,9.4,23.8,modelled
N20000476,79.7,65.3,modelled
N20000477,89.4,71.0,modelled
N20000478,80.6,65.8,modelled
N20000481,91.9,72.5,modelled
N20000482,59.9,53.6,modelled
N20000483,93.8,73.6,modelled
N20000484,93.0,73.2,modelled
N20000488,54.8,50.6,modelled
N20000489,96.6,75.3,modelled
N20000490,94.9,74.3,modelled
N20000492,96.6,75.3,modelled
N20000493,95.0,74.3,modelled
N20000494,95.6,74.7,modelled
N20000495,94.9,74.3,modelled
N20000496,87.5,69.9,modelled
N20000498,68.3,58.6,modelled
N20000500,82.0,66.7,modelled
N20000501,24.0,32.4,modelled
N20000502,31.6,36.9,modelled
N20000503,94.4,74.0,modelled
N20000504,76.8,63.6,modelled
N20000505,86.9,69.6,modelled
N20000506,78.6,64.7,modelled
N20000507,29.8,35.8,modelled
N20000508,85.0,68.4,modelled
N20000509,82.1,66.7,modelled
N20000510,12.3,25.5,modelled
N20000512,73.1,61.4,modelled
N20000513,36.5,39.8,modelled
N20000514,22.6,31.6,modelled
N20000515,36.9,40.0,modelled
N20000516,86.6,69.4,modelled
N20000517,7.0,22.4,modelled
N20000518,6.0,21.8,modelled
N20000519,14.1,26.5,modelled
N20000520,7.0,22.4,modelled
N20000521,32.8,37.6,modelled
N20000522,92.2,72.7,modelled
N20000523,13.6,26.3,modelled
N20000524,75.7,62.9,modelled
N20000526,18.2,29.0,modelled
N20000527,31.0,36.5,modelled
N20000528,93.5,73.5,modelled
N20000529,18.8,29.3,modelled
N20000530,92.7,73.0,modelled
N20000531,8.5,23.2,modelled
N20000532,87.4,69.9,modelled
N20000533,12.3,25.5,modelled
N20000534,23.0,31.8,modelled
N20000535,80.2,65.6,modelled
N20000536,82.9,67.2,modelled
N20000537,8.0,22.9,modelled
N20000538,90.1,71.5,modelled
N20000539,14.3,26.7,modelled
N20000540,20.7,30.4,modelled
N20000542,13.8,26.4,modelled
N20000543,94.4,74.0,modelled
N20000544,9.6,23.9,modelled
N20000545,7.0,22.4,modelled
N20000546,18.3,29.0,modelled
N20000547,13.4,26.1,modelled
N20000548,12.2,25.4,modelled
N20000549,8.2,23.1,modelled
N20000550,18.6,29.2,modelled
N20000551,9.2,23.7,modelled
N20000552,8.7,23.4,modelled
N20000553,11.9,25.2,modelled
N20000554,11.4,25.0,modelled
N20000555,5.1,21.2,modelled
N20000556,12.7,25.7,modelled
N20000557,6.1,21.8,modelled
N20000558,9.9,24.1,modelled
N20000559,5.9,21.7,modelled
N20000560,19.4,29.7,modelled
N20000561,7.9,22.9,modelled
N20000562,8.6,23.3,modelled
N20000563,26.4,33.8,modelled
N20000564,9.2,23.7,modelled
N20000565,20.6,30.4,modelled
N20000566,14.3,26.7,modelled
N20000567,5.4,21.4,modelled
N20000568,16.5,28.0,modelled
N20000569,19.7,29.9,modelled
N20000570,24.6,32.7,modelled
N20000571,19.0,29.4,modelled
N20000572,5.9,21.7,modelled
N20000573,18.6,29.2,modelled
N20000574,15.5,27.4,modelled
N20000575,15.4,27.3,modelled
N20000577,12.1,25.4,modelled
N20000578,18.3,29.0,modelled
N20000579,10.9,24.7,modelled
N20000580,17.9,28.8,modelled
N20000581,6.7,22.2,modelled
N20000582,12.2,25.4,modelled
N20000583,13.3,26.1,modelled
N20000584,12.2,25.4,modelled
N20000585,18.2,29.0,modelled
N20000586,10.9,24.7,modelled
N20000587,11.0,24.7,modelled
N20000589,5.8,21.6,modelled
N20000590,26.7,34.0,modelled
N20000591,19.2,29.6,modelled
N20000592,41.4,42.7,modelled
N20000593,24.0,32.4,modelled
N20000594,24.8,32.9,modelled
N20000595,38.3,40.8,modelled
N20000597,60.8,54.1,modelled
N20000598,53.9,50.1,modelled
N20000599,22.8,31.7,modelled
N20000600,65.0,56.6,modelled
N20000601,39.2,41.4,modelled
N20000602,36.4,39.7,modelled
N20000603,18.5,29.1,modelled
N20000604,21.9,31.2,modelled
N20000605,64.3,56.2,modelled
N20000606,48.8,47.0,modelled
N20000608,29.2,35.5,modelled
N20000609,36.3,39.7,modelled
N20000610,29.1,35.4,modelled
N20000611,33.8,38.2,modelled
N20000612,36.7,39.9,modelled
N20000613,32.6,37.5,modelled
N20000614,24.2,32.5,modelled
N20000615,46.1,45.5,modelled
N20000616,38.4,40.9,modelled
N20000617,35.1,39.0,modelled
N20000618,39.6,41.6,modelled
N20000619,60.6,54.0,modelled
N20000620,39.1,41.3,modelled
N20000621,50.8,48.2,modelled
N20000622,50.5,48.1,modelled
N20000623,30.5,36.2,modelled
N20000624,45.2,44.9,modelled
N20000625,51.1,48.4,modelled
N20000627,41.0,42.4,modelled
N20000628,19.2,29.6,modelled
N20000629,23.9,32.3,modelled
N20000630,36.4,39.7,modelled
N20000631,37.5,40.4,modelled
N20000632,40.7,42.3,modelled
N20000633,22.9,31.7,modelled
N20000634,13.4,26.1,modelled
N20000635,36.9,40.0,modelled
N20000636,27.7,34.6,modelled
N20000637,25.8,33.5,modelled
N20000638,24.2,32.5,modelled
N20000639,27.8,34.6,modelled
N20000641,38.9,41.2,modelled
N20000642,52.0,48.9,modelled
N20000643,38.8,41.1,modelled
N20000645,45.3,45.0,modelled
N20000646,57.0,51.9,modelled
N20000647,54.7,50.5,modelled
N20000648,17.2,28.4,modelled
N20000649,35.7,39.3,modelled
N20000650,18.5,29.1,modelled
N20000651,64.6,56.4,modelled
N20000652,41.9,43.0,modelled
N20000653,33.7,38.1,modelled
N20000654,69.9,59.5,modelled
N20000655,6.1,21.8,modelled
N20000656,17.4,28.5,modelled
N20000657,22.9,31.7,modelled
N20000658,25.3,33.2,modelled
N20000659,49.2,47.3,modelled
N20000660,33.0,37.7,modelled
N20000661,43.5,43.9,modelled
N20000663,38.6,41.0,modelled
N20000664,5.9,21.7,modelled
N20000665,11.1,24.8,modelled
N20000666,4.5,20.9,modelled
N20000667,14.5,26.8,modelled
N20000668,10.6,24.5,modelled
N20000669,8.2,23.1,modelled
N20000670,7.8,22.8,modelled
N20000671,8.1,23.0,modelled
N20000672,9.2,23.7,modelled
N20000674,17.9,28.8,modelled
N20000675,4.3,20.8,modelled
N20000677,4.1,20.6,modelled
N20000678,8.6,23.3,modelled
N20000679,9.0,23.5,modelled
N20000680,9.9,24.1,modelled
N20000681,11.4,25.0,modelled
N20000682,13.1,26.0,modelled
N20000684,14.9,27.0,modelled
N20000685,16.0,27.7,modelled
N20000686,12.6,25.7,modelled
N20000687,9.2,23.7,modelled
N20000688,20.4,30.3,modelled
N20000689,12.1,25.4,modelled
N20000690,8.9,23.5,modelled
N20000691,6.8,22.2,modelled
N20000692,29.1,35.4,modelled
N20000693,12.4,25.5,modelled
N20000694,17.4,28.5,modelled
N20000695,12.4,25.5,modelled
N20000696,33.6,38.1,modelled
N20000697,10.9,24.7,modelled
N20000698,26.3,33.8,modelled
N20000699,34.0,38.3,modelled
N20000700,15.2,27.2,modelled
N20000701,76.3,63.3,modelled
N20000702,79.4,65.1,modelled
N20000703,10.3,24.3,modelled
N20000705,63.6,55.8,modelled
N20000706,92.5,72.9,modelled
N20000707,91.0,72.0,modelled
N20000708,32.0,37.1,modelled
N20000709,71.3,60.3,modelled
N20000710,79.0,64.9,modelled
N20000711,5.2,21.3,modelled
N20000712,78.7,64.7,modelled
N20000713,47.9,46.5,modelled
N20000714,7.8,22.8,modelled
N20000715,94.0,73.8,modelled
N20000716,12.3,25.5,modelled
N20000717,3.6,20.3,modelled
N20000718,7.8,22.8,modelled
N20000719,90.8,71.9,modelled
N20000720,4.8,21.1,modelled
N20000721,28.0,34.8,modelled
N20000722,16.3,27.8,modelled
N20000723,9.0,23.5,modelled
N20000725,84.6,68.2,modelled
N20000726,48.7,47.0,modelled
N20000727,9.3,23.7,modelled
N20000728,11.0,24.7,modelled
N20000729,8.1,23.0,modelled
N20000730,13.5,26.2,modelled
N20000731,70.8,60.0,modelled
N20000732,85.8,68.9,modelled
N20000733,73.6,61.7,modelled
N20000734,89.6,71.2,modelled
N20000735,91.2,72.1,modelled
N20000736,9.6,23.9,modelled
N20000737,12.3,25.5,modelled
N20000738,78.4,64.5,modelled
N20000739,9.4,23.8,modelled
N20000740,86.8,69.5,modelled
N20000741,87.5,69.9,modelled
N20000742,16.8,28.1,modelled
N20000743,76.2,63.2,modelled
N20000744,23.8,32.3,modelled
N20000745,75.5,62.8,modelled
N20000746,87.3,69.8,modelled
N20000747,81.4,66.3,modelled
N20000748,91.3,72.2,modelled
N20000749,80.4,65.7,modelled
N20000750,85.0,68.4,modelled
N20000751,90.9,71.9,modelled
N20000752,92.8,73.0,modelled
N20000753,93.1,73.2,modelled
N20000754,76.9,63.7,modelled
N20000755,92.2,72.7,modelled
N20000756,87.5,69.9,modelled
N20000757,71.6,60.5,modelled
N20000758,93.3,73.3,modelled
N20000759,62.8,55.3,modelled
N20000760,88.5,70.5,modelled
N20000761,92.2,72.7,modelled
N20000762,91.0,72.0,modelled
N20000763,64.7,56.4,modelled
N20000764,68.6,58.7,modelled
N20000765,88.3,70.4,modelled
N20000766,82.4,66.9,modelled
N20000767,80.0,65.5,modelled
N20000769,70.9,60.1,modelled
N20000770,72.8,61.2,modelled
N20000771,85.4,68.7,modelled
N20000772,68.5,58.7,modelled
N20000774,75.7,62.9,modelled
N20000775,78.6,64.7,modelled
N20000776,6.8,22.2,modelled
N20000779,85.7,68.9,modelled
N20000780,83.2,67.4,modelled
N20000781,93.0,73.2,modelled
N20000782,84.7,68.3,modelled
N20000783,85.9,69.0,modelled
N20000784,93.5,73.5,modelled
N20000785,92.4,72.8,modelled
N20000786,64.8,56.5,modelled
N20000787,88.0,70.2,modelled
N20000788,84.1,67.9,modelled
N20000789,71.0,60.2,modelled
N20000790,10.7,24.5,modelled
N20000791,57.2,52.0,modelled
N20000792,82.9,67.2,modelled
N20000793,78.2,64.4,modelled
N20000794,84.3,68.0,modelled
N20000795,25.0,33.0,modelled
N20000796,78.5,64.6,modelled
N20000797,56.7,51.7,modelled
N20000798,7.6,22.7,modelled
N20000799,82.1,66.7,modelled
N20000800,14.0,26.5,modelled
N20000801,10.0,24.1,modelled
N20000802,88.4,70.4,modelled
N20000804,64.8,56.5,modelled
N20000805,17.8,28.7,modelled
N20000806,7.0,22.4,modelled
N20000807,76.4,63.4,modelled
N20000808,83.5,67.6,modelled
N20000809,40.1,41.9,modelled
N20000810,81.1,66.1,modelled
N20000811,7.2,22.5,modelled
N20000812,87.8,70.1,modelled
N20000814,69.3,59.2,modelled
N20000815,86.3,69.2,modelled
N20000816,72.5,61.1,modelled
N20000817,60.3,53.8,modelled
N20000818,81.1,66.1,modelled
N20000819,46.8,45.9,modelled
N20000820,4.4,20.8,modelled
N20000821,29.7,35.8,modelled
N20000822,82.5,67.0,modelled
N20000823,34.6,38.7,modelled
N20000824,76.2,63.2,modelled
N20000825,51.3,48.5,modelled
N20000826,41.7,42.9,modelled
N20000827,77.1,63.8,modelled
N20000828,16.7,28.1,modelled
N20000829,11.5,25.0,modelled
N20000830,59.7,53.5,modelled
N20000831,86.3,69.2,modelled
N20000832,43.4,43.9,modelled
N20000833,76.2,63.2,modelled
N20000834,11.3,24.9,modelled
N20000835,13.0,25.9,modelled
N20000836,74.8,62.4,modelled
N20000837,7.0,22.4,modelled
N20000838,74.9,62.5,modelled
N20000840,80.2,65.6,modelled
N20000841,55.1,50.8,modelled
N20000842,26.5,33.9,modelled
N20000843,71.3,60.3,modelled
N20000844,5.9,21.7,modelled
N20000845,17.8,28.7,modelled
N20000846,86.1,69.1,modelled
N20000847,9.2,23.7,modelled
N20000848,64.3,56.2,modelled
N20000849,72.2,60.9,modelled
N20000850,13.0,25.9,modelled
N20000851,15.8,27.6,modelled
N20000852,10.2,24.2,modelled
N20000853,13.3,26.1,modelled
N20000854,34.3,38.5,modelled
N20000855,46.5,45.7,modelled
N20000856,4.7,21.0,modelled
N20000857,33.8,38.2,modelled
N20000858,7.8,22.8,modelled
N20000859,17.4,28.5,modelled
N20000860,4.5,20.9,modelled
N20000861,10.7,24.5,modelled
N20000862,14.1,26.5,modelled
N20000863,11.5,25.0,modelled
N20000864,16.0,27.7,modelled
N20000865,9.2,23.7,modelled
N20000866,14.6,26.8,modelled
N20000867,11.4,25.0,modelled
N20000868,12.2,25.4,modelled
N20000869,11.6,25.1,modelled
N20000870,7.1,22.4,modelled
N20000871,11.9,25.2,modelled
N20000872,23.1,31.9,modelled
N20000873,8.2,23.1,modelled
N20000874,5.4,21.4,modelled
N20000875,23.4,32.0,modelled
N20000876,16.1,27.7,modelled
N20000877,6.5,22.1,modelled
N20000878,33.3,37.9,modelled
N20000879,17.3,28.4,modelled
N20000881,15.2,27.2,modelled
N20000882,26.6,33.9,modelled
N20000883,14.3,26.7,modelled
N20000884,15.9,27.6,modelled
N20000885,22.2,31.3,modelled
N20000886,68.0,58.4,modelled
N20000887,94.4,74.0,modelled
N20000888,19.5,29.7,modelled
N20000890,21.1,30.7,modelled
N20000891,17.6,28.6,modelled
N20000892,7.1,22.4,modelled
N20000893,16.5,28.0,modelled
N20000894,60.7,54.1,modelled
N20000895,18.8,29.3,modelled
N20000896,86.1,69.1,modelled
