id,year,topic,geography_level,confidence,title
local_archive_2011:nested:Census_2011_Complete_census-2011-detailed-characteristics-tables-statistical-geographies_1_zip::SUPER_OUTPUT_AREAS_DC6116NIDESC0_CSV,2011,source_table_or_report,super_output_area,medium,DC6116NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-detailed-characteristics-tables-statistical-geographies_1_zip::SUPER_OUTPUT_AREAS_DC6116NIMETA0_CSV,2011,source_table_or_report,super_output_area,medium,DC6116NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-detailed-characteristics-tables-statistical-geographies_1_zip::SUPER_OUTPUT_AREAS_DC6202NIDATA0_CSV,2011,source_table_or_report,super_output_area,medium,DC6202NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-detailed-characteristics-tables-statistical-geographies_1_zip::SUPER_OUTPUT_AREAS_DC6202NIDESC0_CSV,2011,source_table_or_report,super_output_area,medium,DC6202NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-detailed-characteristics-tables-statistical-geographies_1_zip::SUPER_OUTPUT_AREAS_DC6202NIMETA0_CSV,2011,source_table_or_report,super_output_area,medium,DC6202NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-detailed-characteristics-tables-statistical-geographies_1_zip::SUPER_OUTPUT_AREAS_DC6301NIDATA0_CSV,2011,source_table_or_report,super_output_area,medium,DC6301NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-detailed-characteristics-tables-statistical-geographies_1_zip::SUPER_OUTPUT_AREAS_DC6301NIDESC0_CSV,2011,source_table_or_report,super_output_area,medium,DC6301NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-detailed-characteristics-tables-statistical-geographies_1_zip::SUPER_OUTPUT_AREAS_DC6301NIMETA0_CSV,2011,source_table_or_report,super_output_area,medium,DC6301NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-detailed-characteristics-tables-statistical-geographies_1_zip::SUPER_OUTPUT_AREAS_DC6302NIDATA0_CSV,2011,source_table_or_report,super_output_area,medium,DC6302NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-detailed-characteristics-tables-statistical-geographies_1_zip::SUPER_OUTPUT_AREAS_DC6302NIDESC0_CSV,2011,source_table_or_report,super_output_area,medium,DC6302NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-detailed-characteristics-tables-statistical-geographies_1_zip::SUPER_OUTPUT_AREAS_DC6302NIMETA0_CSV,2011,source_table_or_report,super_output_area,medium,DC6302NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-detailed-characteristics-tables-statistical-geographies_1_zip::SUPER_OUTPUT_AREAS_DC6401NIDATA0_CSV,2011,source_table_or_report,super_output_area,medium,DC6401NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-detailed-characteristics-tables-statistical-geographies_1_zip::SUPER_OUTPUT_AREAS_DC6401NIDESC0_CSV,2011,source_table_or_report,super_output_area,medium,DC6401NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-detailed-characteristics-tables-statistical-geographies_1_zip::SUPER_OUTPUT_AREAS_DC6401NIMETA0_CSV,2011,source_table_or_report,super_output_area,medium,DC6401NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-detailed-characteristics-tables-statistical-geographies_1_zip::SUPER_OUTPUT_AREAS_DC6402NIDATA0_CSV,2011,source_table_or_report,super_output_area,medium,DC6402NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-detailed-characteristics-tables-statistical-geographies_1_zip::SUPER_OUTPUT_AREAS_DC6402NIDESC0_CSV,2011,source_table_or_report,super_output_area,medium,DC6402NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-detailed-characteristics-tables-statistical-geographies_1_zip::SUPER_OUTPUT_AREAS_DC6402NIMETA0_CSV,2011,source_table_or_report,super_output_area,medium,DC6402NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-detailed-characteristics-tables-statistical-geographies_1_zip::SUPER_OUTPUT_AREAS_DC6403NIDATA0_CSV,2011,source_table_or_report,super_output_area,medium,DC6403NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-detailed-characteristics-tables-statistical-geographies_1_zip::SUPER_OUTPUT_AREAS_DC6403NIDESC0_CSV,2011,source_table_or_report,super_output_area,medium,DC6403NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-detailed-characteristics-tables-statistical-geographies_1_zip::SUPER_OUTPUT_AREAS_DC6403NIMETA0_CSV,2011,source_table_or_report,super_output_area,medium,DC6403NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-detailed-characteristics-tables-statistical-geographies_1_zip::SUPER_OUTPUT_AREAS_DC6506NIDATA0_CSV,2011,source_table_or_report,super_output_area,medium,DC6506NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-detailed-characteristics-tables-statistical-geographies_1_zip::SUPER_OUTPUT_AREAS_DC6506NIDESC0_CSV,2011,source_table_or_report,super_output_area,medium,DC6506NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-detailed-characteristics-tables-statistical-geographies_1_zip::SUPER_OUTPUT_AREAS_DC6506NIMETA0_CSV,2011,source_table_or_report,super_output_area,medium,DC6506NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-detailed-characteristics-tables-statistical-geographies_1_zip::SUPER_OUTPUT_AREAS_DC6607NIDATA0_CSV,2011,source_table_or_report,super_output_area,medium,DC6607NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-detailed-characteristics-tables-statistical-geographies_1_zip::SUPER_OUTPUT_AREAS_DC6607NIDESC0_CSV,2011,source_table_or_report,super_output_area,medium,DC6607NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-detailed-characteristics-tables-statistical-geographies_1_zip::SUPER_OUTPUT_AREAS_DC6607NIMETA0_CSV,2011,source_table_or_report,super_output_area,medium,DC6607NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::KS_Table_Outlines_KS_table_layouts_xlsx,2011,source_table_or_report,unknown,medium,KS table layouts
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::All_Geographies_Code_Files_Assembly_Areas__AA_csv,2011,source_table_or_report,assembly_area,medium,Assembly Areas (AA)
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::All_Geographies_Code_Files_District_Council__LGD_csv,2011,source_table_or_report,lgd,medium,District Council (LGD)
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::All_Geographies_Code_Files_Education__ELB_csv,2011,qualification,education_board,medium,Education (ELB)
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::All_Geographies_Code_Files_Electoral_Ward__WARD_csv,2011,source_table_or_report,ward,medium,Electoral Ward (WARD)
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::All_Geographies_Code_Files_European__NUTS3_csv,2011,source_table_or_report,nuts3,medium,European (NUTS3)
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::All_Geographies_Code_Files_Health__HSCT_csv,2011,health_disability,health_trust,medium,Health (HSCT)
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::All_Geographies_Code_Files_NI_HIERARCHY_csv,2011,source_table_or_report,unknown,medium,NI HIERARCHY
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::All_Geographies_Code_Files_Northern_Ireland__COUNTRY_csv,2011,country_of_birth,country,medium,Northern Ireland (COUNTRY)
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::All_Geographies_Code_Files_Small_Areas__SA_csv,2011,source_table_or_report,small_area,medium,Small Areas (SA)
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::All_Geographies_Code_Files_SOA_AA_HIERARCHY_csv,2011,source_table_or_report,unknown,medium,SOA AA HIERARCHY
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::All_Geographies_Code_Files_Super_Output_Areas__SOA_csv,2011,source_table_or_report,super_output_area,medium,Super Output Areas (SOA)
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS101NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS101NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS101NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS101NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS101NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS101NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS102NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS102NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS102NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS102NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS102NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS102NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS103NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS103NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS103NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS103NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS103NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS103NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS104NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS104NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS104NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS104NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS104NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS104NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS105NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS105NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS105NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS105NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS105NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS105NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS106NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS106NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS106NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS106NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS106NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS106NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS107NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS107NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS107NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS107NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS107NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS107NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS201NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS201NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS201NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS201NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS201NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS201NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS202NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS202NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS202NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS202NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS202NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS202NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS203NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS203NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS203NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS203NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS203NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS203NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS204NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS204NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS204NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS204NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS204NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS204NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS205NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS205NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS205NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS205NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS205NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS205NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS206NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS206NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS206NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS206NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS206NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS206NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS207NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS207NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS207NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS207NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS207NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS207NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS208NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS208NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS208NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS208NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS208NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS208NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS209NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS209NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS209NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS209NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS209NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS209NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS210NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS210NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS210NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS210NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS210NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS210NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS211NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS211NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS211NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS211NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS211NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS211NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS212NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS212NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS212NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS212NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS212NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS212NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS301NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS301NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS301NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS301NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS301NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS301NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS302NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS302NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS302NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS302NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS302NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS302NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS401NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS401NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS401NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS401NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS401NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS401NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS402NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS402NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS402NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS402NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS402NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS402NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS403NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS403NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS403NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS403NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS403NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS403NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS404NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS404NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS404NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS404NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS404NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS404NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS405NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS405NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS405NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS405NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS405NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS405NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS406NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS406NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS406NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS406NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS406NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS406NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS407NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS407NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS407NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS407NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS407NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS407NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS501NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS501NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS501NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS501NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS501NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS501NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS601NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS601NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS601NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS601NIDESC0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS601NIMETA0_CSV,2011,source_table_or_report,assembly_area,medium,KS601NIMETA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS602NIDATA0_CSV,2011,source_table_or_report,assembly_area,medium,KS602NIDATA0
local_archive_2011:nested:Census_2011_Complete_census-2011-key-statistics-tables-administrative-geographies_2_zip::ASSEMBLY_AREAS_KS602NIDESC0_CSV,2011,source_table_or_report,assembly_area,medium,KS602NIDESC0
