type,file_name,url,publication_title,publication_slug
xlsx,TABLES-11-LGD-2015.xlsx,https://www.nisra.gov.uk/files/nisra/publications/TABLES-11-LGD-2015.xlsx,Archive Northern Ireland local government district tourism statistics publications,/publications/archive-northern-ireland-local-government-district-tourism-statistics-publications
xlsx,TABLES-11-LGD-2016.XLSX,https://www.nisra.gov.uk/files/nisra/publications/TABLES-11-LGD-2016.XLSX,Archive Northern Ireland local government district tourism statistics publications,/publications/archive-northern-ireland-local-government-district-tourism-statistics-publications
pdf,Tourism%20statistics%20publication%20-%20Local%20Government%20District%20Publication%202018%20-%20main%20report.pdf,https://www.nisra.gov.uk/files/nisra/publications/Tourism%20statistics%20publication%20-%20Local%20Government%20District%20Publication%202018%20-%20main%20report.pdf,Archive Northern Ireland local government district tourism statistics publications,/publications/archive-northern-ireland-local-government-district-tourism-statistics-publications
pdf,Tourism%20statistics%20publication%20-%20Local%20Government%20District%20Publication%202019.pdf,https://www.nisra.gov.uk/files/nisra/publications/Tourism%20statistics%20publication%20-%20Local%20Government%20District%20Publication%202019.pdf,Archive Northern Ireland local government district tourism statistics publications,/publications/archive-northern-ireland-local-government-district-tourism-statistics-publications
xlsx,Tourism%20statistics%20publication%20-%20Local%20Government%20District%20Tourism%20Statistics%202018%20-%20Additional%20Tables.xlsx,https://www.nisra.gov.uk/files/nisra/publications/Tourism%20statistics%20publication%20-%20Local%20Government%20District%20Tourism%20Statistics%202018%20-%20Additional%20Tables.xlsx,Archive Northern Ireland local government district tourism statistics publications,/publications/archive-northern-ireland-local-government-district-tourism-statistics-publications
xlsx,Tourism%20statistics%20publication%20-%20Local%20Government%20District%20Tourism%20Statistics%202019%20TABLES.xlsx,https://www.nisra.gov.uk/files/nisra/publications/Tourism%20statistics%20publication%20-%20Local%20Government%20District%20Tourism%20Statistics%202019%20TABLES.xlsx,Archive Northern Ireland local government district tourism statistics publications,/publications/archive-northern-ireland-local-government-district-tourism-statistics-publications
pdf,Tourism-Statistics-by-Local-Government-District-2011-2012_0.pdf,https://www.nisra.gov.uk/files/nisra/publications/Tourism-Statistics-by-Local-Government-District-2011-2012_0.pdf,Archive Northern Ireland local government district tourism statistics publications,/publications/archive-northern-ireland-local-government-district-tourism-statistics-publications
pdf,local_government_district_publication_2014_0.pdf,https://www.nisra.gov.uk/files/nisra/publications/local_government_district_publication_2014_0.pdf,Archive Northern Ireland local government district tourism statistics publications,/publications/archive-northern-ireland-local-government-district-tourism-statistics-publications
xlsx,tables-11lgd-2011-2013.xlsx,https://www.nisra.gov.uk/files/nisra/publications/tables-11lgd-2011-2013.xlsx,Archive Northern Ireland local government district tourism statistics publications,/publications/archive-northern-ireland-local-government-district-tourism-statistics-publications
xlsx,tables-26lgd-2011-2013_2.xlsx,https://www.nisra.gov.uk/files/nisra/publications/tables-26lgd-2011-2013_2.xlsx,Archive Northern Ireland local government district tourism statistics publications,/publications/archive-northern-ireland-local-government-district-tourism-statistics-publications
xlsx,tables-9kda-2011-2013_1.xlsx,https://www.nisra.gov.uk/files/nisra/publications/tables-9kda-2011-2013_1.xlsx,Archive Northern Ireland local government district tourism statistics publications,/publications/archive-northern-ireland-local-government-district-tourism-statistics-publications
xlsx,tables_11_lgd_2014_.xlsx,https://www.nisra.gov.uk/files/nisra/publications/tables_11_lgd_2014_.xlsx,Archive Northern Ireland local government district tourism statistics publications,/publications/archive-northern-ireland-local-government-district-tourism-statistics-publications
xlsx,2014-Annual-Hotel-GH-BB-Occupancy-Survey-Additional-Tables.xlsx,https://www.nisra.gov.uk/files/nisra/publications/2014-Annual-Hotel-GH-BB-Occupancy-Survey-Additional-Tables.xlsx,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
xlsx,2015-Annual-Hotel-GH-BB-Occupancy-Survey-Additional-Tables.xlsx,https://www.nisra.gov.uk/files/nisra/publications/2015-Annual-Hotel-GH-BB-Occupancy-Survey-Additional-Tables.xlsx,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
xlsx,2016-Annual-GHBB-Occupancy-Survey-Additional-Tables.XLSX,https://www.nisra.gov.uk/files/nisra/publications/2016-Annual-GHBB-Occupancy-Survey-Additional-Tables.XLSX,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
xlsx,2016-Annual-Hotel-Occupancy-Survey-Additional-Tables.XLSX,https://www.nisra.gov.uk/files/nisra/publications/2016-Annual-Hotel-Occupancy-Survey-Additional-Tables.XLSX,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
xlsx,2020-Occupancy%20Survey%20-Hotel-Tables_0.xlsx,https://www.nisra.gov.uk/files/nisra/publications/2020-Occupancy%20Survey%20-Hotel-Tables_0.xlsx,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
xlsx,2020-Occupancy%20Survey-GHBBGA-Tables_0.xlsx,https://www.nisra.gov.uk/files/nisra/publications/2020-Occupancy%20Survey-GHBBGA-Tables_0.xlsx,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
xlsx,2021%20Hotel%20publication%20final%20%286%29.xlsx,https://www.nisra.gov.uk/files/nisra/publications/2021%20Hotel%20publication%20final%20%286%29.xlsx,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
xlsx,2021%20small%20accommodation%20publication%20final_0.xlsx,https://www.nisra.gov.uk/files/nisra/publications/2021%20small%20accommodation%20publication%20final_0.xlsx,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
xlsx,2022%20Hotel%20publication_0.xlsx,https://www.nisra.gov.uk/files/nisra/publications/2022%20Hotel%20publication_0.xlsx,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
xlsx,2022%20small%20accommodation%20publication_0.xlsx,https://www.nisra.gov.uk/files/nisra/publications/2022%20small%20accommodation%20publication_0.xlsx,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
pdf,Annual%20GHBBGA%20Occupancy%20survey%202019%20report.pdf,https://www.nisra.gov.uk/files/nisra/publications/Annual%20GHBBGA%20Occupancy%20survey%202019%20report.pdf,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
pdf,Annual%20Hotel%20Occupancy%20Survey%202019%20Report.pdf,https://www.nisra.gov.uk/files/nisra/publications/Annual%20Hotel%20Occupancy%20Survey%202019%20Report.pdf,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
xlsx,Annual-GHBB-Occupancy-2017-Additional-Tables_0.XLSX,https://www.nisra.gov.uk/files/nisra/publications/Annual-GHBB-Occupancy-2017-Additional-Tables_0.XLSX,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
xlsx,Annual-Hotel-Occupancy-Additional-Tables-2017_0.XLSX,https://www.nisra.gov.uk/files/nisra/publications/Annual-Hotel-Occupancy-Additional-Tables-2017_0.XLSX,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
pdf,Annual-Hotel-Occupancy-Survey-2017_1.pdf,https://www.nisra.gov.uk/files/nisra/publications/Annual-Hotel-Occupancy-Survey-2017_1.pdf,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
pdf,Annual-Occupancy-Survey-2013.pdf,https://www.nisra.gov.uk/files/nisra/publications/Annual-Occupancy-Survey-2013.pdf,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
pdf,Annual-Occupancy-survey-2012.pdf,https://www.nisra.gov.uk/files/nisra/publications/Annual-Occupancy-survey-2012.pdf,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
pdf,Annual-occupancy-survey-2011.pdf,https://www.nisra.gov.uk/files/nisra/publications/Annual-occupancy-survey-2011.pdf,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
xlsx,NI%20tourism%20publication%20-%20Annual%20GH%20BB%20and%20GA%20Occupancy%202019%20~%20Additional%20Tables.xlsx,https://www.nisra.gov.uk/files/nisra/publications/NI%20tourism%20publication%20-%20Annual%20GH%20BB%20and%20GA%20Occupancy%202019%20~%20Additional%20Tables.xlsx,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
xlsx,NI%20tourism%20publication%20-%20Annual%20GH%20BB%20and%20GA%20Occupancy%20Survey%202018%20-%20Additional%20Tables.xlsx,https://www.nisra.gov.uk/files/nisra/publications/NI%20tourism%20publication%20-%20Annual%20GH%20BB%20and%20GA%20Occupancy%20Survey%202018%20-%20Additional%20Tables.xlsx,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
pdf,NI%20tourism%20publication%20-%20Annual%20GH%20BB%20and%20GA%20Occupancy%20Survey%202018%20Report.pdf,https://www.nisra.gov.uk/files/nisra/publications/NI%20tourism%20publication%20-%20Annual%20GH%20BB%20and%20GA%20Occupancy%20Survey%202018%20Report.pdf,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
xlsx,NI%20tourism%20publication%20-%20Annual%20Hotel%20Occupancy%20Survey%202018%20-%20Additional%20Tables.xlsx,https://www.nisra.gov.uk/files/nisra/publications/NI%20tourism%20publication%20-%20Annual%20Hotel%20Occupancy%20Survey%202018%20-%20Additional%20Tables.xlsx,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
pdf,NI%20tourism%20publication%20-%20Annual%20Hotel%20Occupancy%20Survey%202018%20Report.pdf,https://www.nisra.gov.uk/files/nisra/publications/NI%20tourism%20publication%20-%20Annual%20Hotel%20Occupancy%20Survey%202018%20Report.pdf,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
xlsx,NI%20tourism%20publication%20-%20Annual%20Hotel%20Occupancy%20Survey%20~%20Additional%20Tables%202019.xlsx,https://www.nisra.gov.uk/files/nisra/publications/NI%20tourism%20publication%20-%20Annual%20Hotel%20Occupancy%20Survey%20~%20Additional%20Tables%202019.xlsx,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
pdf,Northern-Ireland-Annual-Hotel-Occupancy-Survey-2016_0.pdf,https://www.nisra.gov.uk/files/nisra/publications/Northern-Ireland-Annual-Hotel-Occupancy-Survey-2016_0.pdf,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
pdf,Northern-Ireland-Annual-Occupancy-Survey-2014.pdf,https://www.nisra.gov.uk/files/nisra/publications/Northern-Ireland-Annual-Occupancy-Survey-2014.pdf,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
pdf,Northern-Ireland-Annual-Occupancy-Survey-2015_2.pdf,https://www.nisra.gov.uk/files/nisra/publications/Northern-Ireland-Annual-Occupancy-Survey-2015_2.pdf,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
pdf,Northern-Ireland-GHBB-Occupancy-Survey-2016_0.pdf,https://www.nisra.gov.uk/files/nisra/publications/Northern-Ireland-GHBB-Occupancy-Survey-2016_0.pdf,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
pdf,Northern-Ireland-GHBB-Occupancy-Survey-2017_0.pdf,https://www.nisra.gov.uk/files/nisra/publications/Northern-Ireland-GHBB-Occupancy-Survey-2017_0.pdf,Archive Northern Ireland occupancy survey publications,/publications/archive-northern-ireland-occupancy-survey-publications
pdf,Annual-Self-Catering-2013-publication.pdf,https://www.nisra.gov.uk/files/nisra/publications/Annual-Self-Catering-2013-publication.pdf,Archive Northern Ireland self catering occupancy publications,/publications/archive-northern-ireland-self-catering-occupancy-publications
pdf,Annual-self-catering-publication-2011.pdf,https://www.nisra.gov.uk/files/nisra/publications/Annual-self-catering-publication-2011.pdf,Archive Northern Ireland self catering occupancy publications,/publications/archive-northern-ireland-self-catering-occupancy-publications
xlsx,NI%20Selfcatering%20Annual%202022_0.xlsx,https://www.nisra.gov.uk/files/nisra/publications/NI%20Selfcatering%20Annual%202022_0.xlsx,Archive Northern Ireland self catering occupancy publications,/publications/archive-northern-ireland-self-catering-occupancy-publications
xlsx,NI%20tourism%20publication%20-%20Self-catering%20Occupancy%20Survey%202018%20-%20Additional%20Tables.xlsx,https://www.nisra.gov.uk/files/nisra/publications/NI%20tourism%20publication%20-%20Self-catering%20Occupancy%20Survey%202018%20-%20Additional%20Tables.xlsx,Archive Northern Ireland self catering occupancy publications,/publications/archive-northern-ireland-self-catering-occupancy-publications
pdf,NI%20tourism%20publication%20-%20Self-catering%20Occupancy%20Survey%202018%20Report.pdf,https://www.nisra.gov.uk/files/nisra/publications/NI%20tourism%20publication%20-%20Self-catering%20Occupancy%20Survey%202018%20Report.pdf,Archive Northern Ireland self catering occupancy publications,/publications/archive-northern-ireland-self-catering-occupancy-publications
xlsx,NI-Self-catering-Occupancy-Annual-2021.xlsx,https://www.nisra.gov.uk/files/nisra/publications/NI-Self-catering-Occupancy-Annual-2021.xlsx,Archive Northern Ireland self catering occupancy publications,/publications/archive-northern-ireland-self-catering-occupancy-publications
xlsx,NI-Self-catering-Occupancy-Survey-2018-Additional-Tables%20%281%29.XLSX,https://www.nisra.gov.uk/files/nisra/publications/NI-Self-catering-Occupancy-Survey-2018-Additional-Tables%20%281%29.XLSX,Archive Northern Ireland self catering occupancy publications,/publications/archive-northern-ireland-self-catering-occupancy-publications
xlsx,NI-Self-catering-Occupancy-Survey-2019-Additional-Tables.XLSX,https://www.nisra.gov.uk/files/nisra/publications/NI-Self-catering-Occupancy-Survey-2019-Additional-Tables.XLSX,Archive Northern Ireland self catering occupancy publications,/publications/archive-northern-ireland-self-catering-occupancy-publications
xlsx,NI-Self-catering-Occupancy-Survey-2019-Additional-Tables.xlsx,https://www.nisra.gov.uk/files/nisra/publications/NI-Self-catering-Occupancy-Survey-2019-Additional-Tables.xlsx,Archive Northern Ireland self catering occupancy publications,/publications/archive-northern-ireland-self-catering-occupancy-publications
xlsx,NI-Self-catering-Occupancy-Survey-2020-Tables.xlsx,https://www.nisra.gov.uk/files/nisra/publications/NI-Self-catering-Occupancy-Survey-2020-Tables.xlsx,Archive Northern Ireland self catering occupancy publications,/publications/archive-northern-ireland-self-catering-occupancy-publications
pdf,Northern-Ireland-Hotel%2C-Bed-%26-Breakfast%2C-Guesthouse-and-Self-Catering-Occupancy-Survey-2012.pdf,https://www.nisra.gov.uk/files/nisra/publications/Northern-Ireland-Hotel%2C-Bed-%26-Breakfast%2C-Guesthouse-and-Self-Catering-Occupancy-Survey-2012.pdf,Archive Northern Ireland self catering occupancy publications,/publications/archive-northern-ireland-self-catering-occupancy-publications
pdf,Self%20catering%20Occupancy%20Survey%202019%20report.pdf,https://www.nisra.gov.uk/files/nisra/publications/Self%20catering%20Occupancy%20Survey%202019%20report.pdf,Archive Northern Ireland self catering occupancy publications,/publications/archive-northern-ireland-self-catering-occupancy-publications
pdf,Self-Catering-report-2014.pdf,https://www.nisra.gov.uk/files/nisra/publications/Self-Catering-report-2014.pdf,Archive Northern Ireland self catering occupancy publications,/publications/archive-northern-ireland-self-catering-occupancy-publications
pdf,Self-catering-Occupancy-Survey-2019-report_0.pdf,https://www.nisra.gov.uk/files/nisra/publications/Self-catering-Occupancy-Survey-2019-report_0.pdf,Archive Northern Ireland self catering occupancy publications,/publications/archive-northern-ireland-self-catering-occupancy-publications
pdf,Self-catering-report-2015_0.pdf,https://www.nisra.gov.uk/files/nisra/publications/Self-catering-report-2015_0.pdf,Archive Northern Ireland self catering occupancy publications,/publications/archive-northern-ireland-self-catering-occupancy-publications
pdf,Self-catering-report-2016_0.pdf,https://www.nisra.gov.uk/files/nisra/publications/Self-catering-report-2016_0.pdf,Archive Northern Ireland self catering occupancy publications,/publications/archive-northern-ireland-self-catering-occupancy-publications
pdf,Self-catering-report-2017_0.pdf,https://www.nisra.gov.uk/files/nisra/publications/Self-catering-report-2017_0.pdf,Archive Northern Ireland self catering occupancy publications,/publications/archive-northern-ireland-self-catering-occupancy-publications
xlsx,Self-catering-tables-2011-to-2014.xlsx,https://www.nisra.gov.uk/files/nisra/publications/Self-catering-tables-2011-to-2014.xlsx,Archive Northern Ireland self catering occupancy publications,/publications/archive-northern-ireland-self-catering-occupancy-publications
xlsx,Self-catering-tables-additional-tables-2017_0.XLSX,https://www.nisra.gov.uk/files/nisra/publications/Self-catering-tables-additional-tables-2017_0.XLSX,Archive Northern Ireland self catering occupancy publications,/publications/archive-northern-ireland-self-catering-occupancy-publications
xlsx,Self-catering-tables-for-online-2011-to-2016.XLSX,https://www.nisra.gov.uk/files/nisra/publications/Self-catering-tables-for-online-2011-to-2016.XLSX,Archive Northern Ireland self catering occupancy publications,/publications/archive-northern-ireland-self-catering-occupancy-publications
xlsx,Self-catering-tables-for-online-2015.xlsx,https://www.nisra.gov.uk/files/nisra/publications/Self-catering-tables-for-online-2015.xlsx,Archive Northern Ireland self catering occupancy publications,/publications/archive-northern-ireland-self-catering-occupancy-publications
pdf,Annual-NI-Visitor-Attraction-Survey-2018_0.pdf,https://www.nisra.gov.uk/files/nisra/publications/Annual-NI-Visitor-Attraction-Survey-2018_0.pdf,Archive Northern Ireland visitor attraction survey publications,/publications/archive-northern-ireland-visitor-attraction-survey-publications
xlsx,NI%20tourism%20publication%20-%20Visitor%20Attraction%20Survey%202018%20-%20Additional%20Tables.xlsx,https://www.nisra.gov.uk/files/nisra/publications/NI%20tourism%20publication%20-%20Visitor%20Attraction%20Survey%202018%20-%20Additional%20Tables.xlsx,Archive Northern Ireland visitor attraction survey publications,/publications/archive-northern-ireland-visitor-attraction-survey-publications
pdf,NI%20tourism%20publication%20-%20Visitor%20Attraction%20Survey%202018%20Report.pdf,https://www.nisra.gov.uk/files/nisra/publications/NI%20tourism%20publication%20-%20Visitor%20Attraction%20Survey%202018%20Report.pdf,Archive Northern Ireland visitor attraction survey publications,/publications/archive-northern-ireland-visitor-attraction-survey-publications
xlsx,NI%20tourism%20publication%20-%20Visitor%20Attraction%20Survey%202019%20-%20Additional%20Tables%20-%20revised%20August%202021.xlsx,https://www.nisra.gov.uk/files/nisra/publications/NI%20tourism%20publication%20-%20Visitor%20Attraction%20Survey%202019%20-%20Additional%20Tables%20-%20revised%20August%202021.xlsx,Archive Northern Ireland visitor attraction survey publications,/publications/archive-northern-ireland-visitor-attraction-survey-publications
pdf,NI%20tourism%20publication%20-%20Visitor%20Attraction%20Survey%202019%20Report%20Revised%20August%202021.pdf,https://www.nisra.gov.uk/files/nisra/publications/NI%20tourism%20publication%20-%20Visitor%20Attraction%20Survey%202019%20Report%20Revised%20August%202021.pdf,Archive Northern Ireland visitor attraction survey publications,/publications/archive-northern-ireland-visitor-attraction-survey-publications
pdf,Northern-Ireland-Visitor-Attraction-Survey-2014.pdf,https://www.nisra.gov.uk/files/nisra/publications/Northern-Ireland-Visitor-Attraction-Survey-2014.pdf,Archive Northern Ireland visitor attraction survey publications,/publications/archive-northern-ireland-visitor-attraction-survey-publications
pdf,Northern-Ireland-Visitor-Attraction-Survey-2015_1.pdf,https://www.nisra.gov.uk/files/nisra/publications/Northern-Ireland-Visitor-Attraction-Survey-2015_1.pdf,Archive Northern Ireland visitor attraction survey publications,/publications/archive-northern-ireland-visitor-attraction-survey-publications
pdf,Northern-Ireland-Visitor-Attraction-Survey-2016_0.pdf,https://www.nisra.gov.uk/files/nisra/publications/Northern-Ireland-Visitor-Attraction-Survey-2016_0.pdf,Archive Northern Ireland visitor attraction survey publications,/publications/archive-northern-ireland-visitor-attraction-survey-publications
pdf,Northern-Ireland-Visitor-Attraction-Survey-2017_0.pdf,https://www.nisra.gov.uk/files/nisra/publications/Northern-Ireland-Visitor-Attraction-Survey-2017_0.pdf,Archive Northern Ireland visitor attraction survey publications,/publications/archive-northern-ireland-visitor-attraction-survey-publications
xlsx,Visitor%20Attraction%20Survey%202016%20Additional%20Tables%20and%20Charts%20%28Online%29.XLSX,https://www.nisra.gov.uk/files/nisra/publications/Visitor%20Attraction%20Survey%202016%20Additional%20Tables%20and%20Charts%20%28Online%29.XLSX,Archive Northern Ireland visitor attraction survey publications,/publications/archive-northern-ireland-visitor-attraction-survey-publications
xlsx,Visitor%20Attraction%20Survey%202021.xlsx,https://www.nisra.gov.uk/files/nisra/publications/Visitor%20Attraction%20Survey%202021.xlsx,Archive Northern Ireland visitor attraction survey publications,/publications/archive-northern-ireland-visitor-attraction-survey-publications
xlsx,Visitor%20Attraction%20Survey%202022%20Publication_0_0.xlsx,https://www.nisra.gov.uk/files/nisra/publications/Visitor%20Attraction%20Survey%202022%20Publication_0_0.xlsx,Archive Northern Ireland visitor attraction survey publications,/publications/archive-northern-ireland-visitor-attraction-survey-publications
pdf,Visitor-Attraction-Survey-2011.pdf,https://www.nisra.gov.uk/files/nisra/publications/Visitor-Attraction-Survey-2011.pdf,Archive Northern Ireland visitor attraction survey publications,/publications/archive-northern-ireland-visitor-attraction-survey-publications
pdf,Visitor-Attraction-Survey-2012.pdf,https://www.nisra.gov.uk/files/nisra/publications/Visitor-Attraction-Survey-2012.pdf,Archive Northern Ireland visitor attraction survey publications,/publications/archive-northern-ireland-visitor-attraction-survey-publications
pdf,Visitor-Attraction-Survey-2013.pdf,https://www.nisra.gov.uk/files/nisra/publications/Visitor-Attraction-Survey-2013.pdf,Archive Northern Ireland visitor attraction survey publications,/publications/archive-northern-ireland-visitor-attraction-survey-publications
xlsx,Visitor-Attraction-Survey-2014-Additional-Tables.xlsx,https://www.nisra.gov.uk/files/nisra/publications/Visitor-Attraction-Survey-2014-Additional-Tables.xlsx,Archive Northern Ireland visitor attraction survey publications,/publications/archive-northern-ireland-visitor-attraction-survey-publications
xlsx,Visitor-Attraction-Survey-2015-Additional-Tables_0.xlsx,https://www.nisra.gov.uk/files/nisra/publications/Visitor-Attraction-Survey-2015-Additional-Tables_0.xlsx,Archive Northern Ireland visitor attraction survey publications,/publications/archive-northern-ireland-visitor-attraction-survey-publications
xlsx,Visitor-Attraction-Survey-2017-Additional-Tables_0.XLSX,https://www.nisra.gov.uk/files/nisra/publications/Visitor-Attraction-Survey-2017-Additional-Tables_0.XLSX,Archive Northern Ireland visitor attraction survey publications,/publications/archive-northern-ireland-visitor-attraction-survey-publications
xlsx,Visitor-Attraction-Survey-2018-Additional-Tables%20%281%29.XLSX,https://www.nisra.gov.uk/files/nisra/publications/Visitor-Attraction-Survey-2018-Additional-Tables%20%281%29.XLSX,Archive Northern Ireland visitor attraction survey publications,/publications/archive-northern-ireland-visitor-attraction-survey-publications
ods,Visitor-Attraction-Survey-2020.ods,https://www.nisra.gov.uk/files/nisra/publications/Visitor-Attraction-Survey-2020.ods,Archive Northern Ireland visitor attraction survey publications,/publications/archive-northern-ireland-visitor-attraction-survey-publications
pdf,2019-Local-Unit-Publication.pdf,https://www.nisra.gov.uk/files/nisra/publications/2019-Local-Unit-Publication.pdf,Archive publications - ABI,/publications/archive-publications-abi
pdf,ABI%202011%20LU%20PUBLICATION%20-%20FINAL.PDF,https://www.nisra.gov.uk/files/nisra/publications/ABI%202011%20LU%20PUBLICATION%20-%20FINAL.PDF,Archive publications - ABI,/publications/archive-publications-abi
pdf,ABI%202011%20RU%20PUBLICATION%20-%20FINAL.PDF,https://www.nisra.gov.uk/files/nisra/publications/ABI%202011%20RU%20PUBLICATION%20-%20FINAL.PDF,Archive publications - ABI,/publications/archive-publications-abi
pdf,ABI%202012%20LU%20PUBLICATION%20-%20FINAL.pdf,https://www.nisra.gov.uk/files/nisra/publications/ABI%202012%20LU%20PUBLICATION%20-%20FINAL.pdf,Archive publications - ABI,/publications/archive-publications-abi
pdf,ABI%202012%20RU%20PUBLICATION%20-%20FINAL.PDF,https://www.nisra.gov.uk/files/nisra/publications/ABI%202012%20RU%20PUBLICATION%20-%20FINAL.PDF,Archive publications - ABI,/publications/archive-publications-abi
pdf,ABI%202013%20LU%20PUBLICATION%20-%20FINAL.PDF,https://www.nisra.gov.uk/files/nisra/publications/ABI%202013%20LU%20PUBLICATION%20-%20FINAL.PDF,Archive publications - ABI,/publications/archive-publications-abi
pdf,ABI%202013%20RU%20PUBLICATION%20-%20FINAL.PDF,https://www.nisra.gov.uk/files/nisra/publications/ABI%202013%20RU%20PUBLICATION%20-%20FINAL.PDF,Archive publications - ABI,/publications/archive-publications-abi
pdf,ABI%202014%20LU%20PUBLICATION%20-%20FINAL.PDF,https://www.nisra.gov.uk/files/nisra/publications/ABI%202014%20LU%20PUBLICATION%20-%20FINAL.PDF,Archive publications - ABI,/publications/archive-publications-abi
pdf,ABI%202014%20RU%20PUBLICATION%20-%20FINAL.PDF,https://www.nisra.gov.uk/files/nisra/publications/ABI%202014%20RU%20PUBLICATION%20-%20FINAL.PDF,Archive publications - ABI,/publications/archive-publications-abi
pdf,ABI-Local-Unit-Publication-2020.pdf,https://www.nisra.gov.uk/files/nisra/publications/ABI-Local-Unit-Publication-2020.pdf,Archive publications - ABI,/publications/archive-publications-abi
pdf,NI-Annual-Business-Inquiry-Reporting-Unit-2019.pdf,https://www.nisra.gov.uk/files/nisra/publications/NI-Annual-Business-Inquiry-Reporting-Unit-2019.pdf,Archive publications - ABI,/publications/archive-publications-abi
pdf,NI-Annual-Business-Inquiry-Reporting-Unit-2020.pdf,https://www.nisra.gov.uk/files/nisra/publications/NI-Annual-Business-Inquiry-Reporting-Unit-2020.pdf,Archive publications - ABI,/publications/archive-publications-abi
pdf,NI-Annual-Business-Inquiry-Reporting-Unit-2021.pdf,https://www.nisra.gov.uk/files/nisra/publications/NI-Annual-Business-Inquiry-Reporting-Unit-2021.pdf,Archive publications - ABI,/publications/archive-publications-abi
pdf,NI-Annual-Business-Inquiry-Reporting-Unit-2022.pdf,https://www.nisra.gov.uk/files/nisra/publications/NI-Annual-Business-Inquiry-Reporting-Unit-2022.pdf,Archive publications - ABI,/publications/archive-publications-abi
xlsx,NIABI-Total-Purchases-of-Water-and-Energy.xlsx,https://www.nisra.gov.uk/files/nisra/publications/NIABI-Total-Purchases-of-Water-and-Energy.xlsx,Archive publications - ABI,/publications/archive-publications-abi
pdf,abi-2006-publication.pdf,https://www.nisra.gov.uk/files/nisra/publications/abi-2006-publication.pdf,Archive publications - ABI,/publications/archive-publications-abi
pdf,abi-2007-publication.pdf,https://www.nisra.gov.uk/files/nisra/publications/abi-2007-publication.pdf,Archive publications - ABI,/publications/archive-publications-abi
pdf,abi-2008-sic07.pdf,https://www.nisra.gov.uk/files/nisra/publications/abi-2008-sic07.pdf,Archive publications - ABI,/publications/archive-publications-abi
pdf,abi-2008-statistical-bulletin_dec09.pdf,https://www.nisra.gov.uk/files/nisra/publications/abi-2008-statistical-bulletin_dec09.pdf,Archive publications - ABI,/publications/archive-publications-abi
xls,abi-2009-subregional-results.xls,https://www.nisra.gov.uk/files/nisra/publications/abi-2009-subregional-results.xls,Archive publications - ABI,/publications/archive-publications-abi
pdf,abi-2017-RU-publication-final.pdf,https://www.nisra.gov.uk/files/nisra/publications/abi-2017-RU-publication-final.pdf,Archive publications - ABI,/publications/archive-publications-abi
pdf,abi-2017-lu-publication-final.pdf,https://www.nisra.gov.uk/files/nisra/publications/abi-2017-lu-publication-final.pdf,Archive publications - ABI,/publications/archive-publications-abi
pdf,abi-2018-RU-Publication-final.PDF,https://www.nisra.gov.uk/files/nisra/publications/abi-2018-RU-Publication-final.PDF,Archive publications - ABI,/publications/archive-publications-abi
