SA2011,Label,Population,Catholic_bg,Protestant_bg,Other_None_bg,Proj_UI_decided_pct,provenance
N00001357,New Lodge_2,155,94.8,3.2,2.0,82.4,modelled
N00001358,New Lodge_3,344,88.7,2.9,8.4,79.7,modelled
N00001359,New Lodge_3,294,90.8,8.2,1.0,79.1,modelled
N00001360,New Lodge_3,276,84.4,7.6,8.0,76.4,modelled
N00001361,New Lodge_3,295,89.5,7.8,2.7,78.7,modelled
N00001362,New Lodge_3,293,92.8,6.5,0.7,80.5,modelled
N00001363,Orangefield_1,263,5.7,78.3,16.0,19.3,modelled
N00001364,Orangefield_1,539,19.9,67.3,12.8,29.1,modelled
N00001365,Orangefield_1,387,16.8,71.3,11.9,26.5,modelled
N00001366,Orangefield_1,252,15.5,68.7,15.8,26.7,modelled
N00001367,Orangefield_1,353,11.3,73.1,15.6,23.4,modelled
N00001368,Orangefield_2,295,7.8,83.7,8.5,18.7,modelled
N00001369,Orangefield_2,365,11.5,79.5,9.0,21.6,modelled
N00001370,Orangefield_2,369,8.4,78.9,12.7,20.4,modelled
N00001371,Orangefield_2,313,13.1,74.4,12.5,23.9,modelled
N00001372,Orangefield_2,584,8.2,80.3,11.5,19.9,modelled
N00001373,Orangefield_3,293,7.5,79.2,13.3,19.9,modelled
N00001374,Orangefield_3,297,4.4,84.5,11.1,16.9,modelled
N00001375,Orangefield_3,338,8.0,82.8,9.2,19.0,modelled
N00001376,Orangefield_3,191,8.9,75.4,15.7,21.7,modelled
N00001377,Orangefield_3,276,7.6,82.2,10.2,19.0,modelled
N00001378,Orangefield_3,258,13.2,75.2,11.6,23.7,modelled
N00001379,Orangefield_3,246,13.8,77.2,9.0,23.4,modelled
N00001380,Ravenhill_1,381,60.1,29.4,10.5,58.8,modelled
N00001381,Ravenhill_1,395,50.1,33.2,16.7,53.1,modelled
N00001382,Ravenhill_1,316,52.5,36.4,11.1,53.2,modelled
N00001383,Ravenhill_1,344,51.5,39.8,8.7,51.7,modelled
N00001384,Ravenhill_1,287,26.1,59.2,14.7,34.3,modelled
N00001385,Ravenhill_1,359,62.7,29.0,8.3,60.1,modelled
N00001386,Ravenhill_2,532,31.2,51.7,17.1,38.9,modelled
N00001387,Ravenhill_2,263,31.9,47.5,20.6,40.5,modelled
N00001388,Ravenhill_2,270,10.7,78.5,10.8,21.6,modelled
N00001389,Ravenhill_2,188,36.2,48.9,14.9,42.0,modelled
N00001390,Ravenhill_2,287,29.6,59.6,10.8,35.8,modelled
N00001391,Ravenhill_2,286,25.9,62.6,11.5,33.2,modelled
N00001392,Ravenhill_3,263,36.5,51.3,12.2,41.5,modelled
N00001393,Ravenhill_3,269,55.4,32.3,12.3,55.8,modelled
N00001394,Ravenhill_3,284,34.5,48.6,16.9,41.3,modelled
N00001395,Ravenhill_3,277,23.8,58.8,17.4,33.4,modelled
N00001396,Ravenhill_3,607,48.4,37.6,14.0,51.0,modelled
N00001397,Ravenhill_3,183,23.0,67.2,9.8,30.6,modelled
N00001398,Ravenhill_3,250,29.6,54.4,16.0,37.4,modelled
N00001399,Rosetta_1,889,61.4,30.3,8.3,59.1,modelled
N00001400,Rosetta_1,330,53.9,35.5,10.6,54.1,modelled
N00001401,Rosetta_1,851,37.8,43.0,19.2,44.5,modelled
N00001402,Rosetta_1,652,64.9,25.6,9.5,62.1,modelled
N00001403,Rosetta_1,377,69.8,16.7,13.5,67.0,modelled
N00001404,Rosetta_2,706,62.0,26.5,11.5,60.5,modelled
N00001405,Rosetta_2,235,23.4,68.5,8.1,30.3,modelled
N00001406,Rosetta_2,216,32.4,56.9,10.7,37.9,modelled
N00001407,Rosetta_2,256,71.1,16.4,12.5,67.7,modelled
N00001408,Rosetta_2,467,64.0,28.7,7.3,60.8,modelled
N00001409,Rosetta_3,292,70.5,18.5,11.0,66.8,modelled
N00001410,Rosetta_3,294,74.1,21.4,4.5,67.6,modelled
N00001411,Rosetta_3,280,76.1,18.2,5.7,69.4,modelled
N00001412,Rosetta_3,164,56.7,37.2,6.1,54.9,modelled
N00001413,Rosetta_3,277,63.9,28.5,7.6,60.8,modelled
N00001414,Rosetta_3,278,68.3,25.5,6.2,63.7,modelled
N00001415,Shaftesbury_1,275,96.0,2.5,1.5,83.2,modelled
N00001416,Shaftesbury_1,947,48.4,16.4,35.2,57.3,modelled
N00001417,Shaftesbury_1,277,15.5,78.0,6.5,23.9,modelled
N00001418,Shaftesbury_1,662,65.7,19.8,14.5,64.2,modelled
N00001419,Shaftesbury_1,248,66.9,20.6,12.5,64.5,modelled
N00001420,Shaftesbury_2,243,13.6,65.4,21.0,26.8,modelled
N00001421,Shaftesbury_2,1333,32.0,48.7,19.3,40.2,modelled
N00001422,Shaftesbury_2,200,13.5,67.0,19.5,26.3,modelled
N00001423,Shaftesbury_2,445,80.0,9.7,10.3,73.7,modelled
N00001424,Shaftesbury_2,223,14.8,67.7,17.5,26.6,modelled
N00001425,Shaftesbury_2,267,5.6,79.8,14.6,18.8,modelled
N00001426,Shaftesbury_3,229,5.2,83.4,11.4,17.6,modelled
N00001427,Shaftesbury_3,251,4.4,86.5,9.1,16.3,modelled
N00001428,Shaftesbury_3,279,6.1,88.9,5.0,16.4,modelled
N00001429,Shaftesbury_3,1073,21.0,58.2,20.8,32.3,modelled
N00001430,Shaftesbury_3,262,9.5,85.9,4.6,18.8,modelled
N00001431,Shankill_1,326,2.1,90.5,7.4,14.1,modelled
N00001432,Shankill_1,281,4.6,89.3,6.1,15.6,modelled
N00001433,Shankill_1,254,3.1,84.6,12.3,16.3,modelled
N00001434,Shankill_1,302,4.0,91.4,4.6,14.7,modelled
N00001435,Shankill_1,233,3.0,91.4,5.6,14.2,modelled
N00001436,Shankill_1,301,24.3,69.1,6.6,30.6,modelled
N00001437,Shankill_2,201,10.4,74.1,15.5,22.7,modelled
N00001438,Shankill_2,291,5.8,86.6,7.6,16.9,modelled
N00001439,Shankill_2,270,14.8,75.2,10.0,24.4,modelled
N00001440,Shankill_2,251,2.8,91.6,5.6,14.0,modelled
N00001441,Shankill_2,282,10.3,83.3,6.4,20.0,modelled
N00001442,Shankill_2,347,11.5,81.0,7.5,21.2,modelled
N00001443,Shankill_2,209,6.2,86.1,7.7,17.2,modelled
N00001444,Shankill_2,268,4.9,88.4,6.7,16.0,modelled
N00001445,Stormont_1,371,5.7,85.4,8.9,17.2,modelled
N00001446,Stormont_1,304,6.9,83.6,9.5,18.3,modelled
N00001447,Stormont_1,315,5.7,87.3,7.0,16.7,modelled
N00001448,Stormont_1,350,11.1,82.9,6.0,20.4,modelled
N00001449,Stormont_1,323,11.8,76.2,12.0,22.7,modelled
N00001450,Stormont_1,263,7.6,82.9,9.5,18.8,modelled
N00001451,Stormont_2,248,18.5,71.8,9.7,27.1,modelled
N00001452,Stormont_2,324,13.9,75.3,10.8,24.0,modelled
N00001453,Stormont_2,372,10.5,85.2,4.3,19.5,modelled
N00001454,Stormont_2,319,7.5,80.3,12.2,19.6,modelled
N00001455,Stormont_2,261,15.3,67.8,16.9,26.8,modelled
N00001456,Stormont_3,334,11.7,78.1,10.2,22.1,modelled
N00001457,Stormont_3,318,14.2,74.5,11.3,24.4,modelled
N00001458,Stormont_3,376,17.3,68.4,14.3,27.6,modelled
N00001459,Stormont_3,471,20.0,62.4,17.6,30.6,modelled
N00001460,Stormont_3,599,20.7,62.6,16.7,30.9,modelled
N00001461,Stranmillis_1,317,49.2,40.1,10.7,50.6,modelled
N00001462,Stranmillis_1,357,47.9,39.5,12.6,50.2,modelled
N00001463,Stranmillis_1,385,53.0,39.2,7.8,52.6,modelled
N00001464,Stranmillis_1,345,46.7,38.0,15.3,50.1,modelled
N00001465,Stranmillis_1,422,53.8,37.4,8.8,53.5,modelled
N00001466,Stranmillis_2,280,45.4,40.7,13.9,48.7,modelled
N00001467,Stranmillis_2,1504,48.4,34.2,17.4,52.0,modelled
N00001468,Stranmillis_3,283,44.2,38.9,16.9,48.7,modelled
N00001469,Stranmillis_3,246,45.1,38.6,16.3,49.2,modelled
N00001470,Stranmillis_3,348,47.4,37.9,14.7,50.4,modelled
N00001471,Stranmillis_3,493,45.6,36.9,17.5,49.9,modelled
N00001472,Stranmillis_3,891,40.9,49.2,9.9,44.1,modelled
N00001473,Stranmillis_4,426,44.8,34.7,20.5,50.2,modelled
N00001474,Stranmillis_4,347,52.2,36.3,11.5,53.1,modelled
N00001475,Stranmillis_4,302,44.0,41.4,14.6,47.8,modelled
N00001476,Stranmillis_4,277,50.5,36.1,13.4,52.4,modelled
N00001477,Stranmillis_4,271,43.2,45.8,11.0,46.2,modelled
N00001478,Stranmillis_4,301,47.8,34.6,17.6,51.6,modelled
N00001479,Stranmillis_4,344,52.3,36.9,10.8,53.0,modelled
N00001480,Sydenham_1,477,6.3,75.3,18.4,20.5,modelled
N00001481,Sydenham_1,229,6.6,83.4,10.0,18.2,modelled
N00001482,Sydenham_1,307,8.1,77.9,14.0,20.5,modelled
N00001483,Sydenham_1,254,15.4,67.7,16.9,26.9,modelled
N00001484,Sydenham_1,213,14.1,73.2,12.7,24.7,modelled
N00001485,Sydenham_2,248,13.7,70.2,16.1,25.4,modelled
N00001486,Sydenham_2,358,7.5,76.8,15.7,20.6,modelled
N00001487,Sydenham_2,298,6.4,82.2,11.4,18.5,modelled
N00001488,Sydenham_2,277,9.0,77.6,13.4,21.0,modelled
N00001489,Sydenham_2,293,6.8,79.9,13.3,19.4,modelled
N00001490,Sydenham_2,196,8.2,80.1,11.7,19.9,modelled
N00001491,Sydenham_3,250,9.2,80.0,10.8,20.4,modelled
N00001492,Sydenham_3,226,9.3,78.3,12.4,21.0,modelled
N00001493,Sydenham_3,260,10.0,77.7,12.3,21.5,modelled
N00001494,Sydenham_3,198,15.2,78.3,6.5,23.7,modelled
N00001495,Sydenham_3,288,11.5,70.5,18.0,24.3,modelled
N00001496,Sydenham_3,266,13.2,67.3,19.5,26.0,modelled
N00001497,Sydenham_3,236,14.8,72.5,12.7,25.2,modelled
N00001498,The Mount_1,460,18.9,58.5,22.6,31.3,modelled
N00001499,The Mount_1,335,13.1,69.3,17.6,25.4,modelled
N00001500,The Mount_1,214,20.1,61.7,18.2,30.9,modelled
N00001501,The Mount_1,497,9.9,76.7,13.4,21.7,modelled
N00001502,The Mount_1,409,13.4,74.1,12.5,24.1,modelled
N00001503,The Mount_1,204,7.4,81.4,11.2,19.2,modelled
N00001504,The Mount_1,272,5.5,84.9,9.6,17.3,modelled
N00001505,The Mount_1,473,28.1,53.7,18.2,36.9,modelled
N00001506,The Mount_2,239,16.3,70.7,13.0,26.4,modelled
N00001507,The Mount_2,254,2.8,81.9,15.3,16.9,modelled
N00001508,The Mount_2,466,18.0,60.7,21.3,30.2,modelled
N00001509,The Mount_2,385,14.5,75.6,9.9,24.2,modelled
N00001510,The Mount_2,215,15.3,67.9,16.8,26.8,modelled
N00001511,The Mount_2,638,22.3,67.2,10.5,30.2,modelled
N00001512,The Mount_2,294,21.4,55.1,23.5,33.4,modelled
N00001513,The Mount_2,236,15.7,69.5,14.8,26.5,modelled
N00001514,Upper Malone_1,249,22.1,65.1,12.8,30.8,modelled
N00001515,Upper Malone_1,351,48.1,46.4,5.5,48.2,modelled
N00001516,Upper Malone_1,275,31.3,60.7,8.0,36.3,modelled
N00001517,Upper Malone_1,359,54.0,37.9,8.1,53.5,modelled
N00001518,Upper Malone_1,436,57.8,30.7,11.5,57.3,modelled
N00001519,Upper Malone_2,298,17.1,77.2,5.7,24.9,modelled
N00001520,Upper Malone_2,265,3.8,86.0,10.2,16.2,modelled
N00001521,Upper Malone_2,249,10.8,81.1,8.1,20.8,modelled
N00001522,Upper Malone_2,278,11.5,78.4,10.1,22.0,modelled
N00001523,Upper Malone_2,211,9.5,77.3,13.2,21.4,modelled
N00001524,Upper Malone_2,253,6.7,82.2,11.1,18.6,modelled
N00001525,Upper Malone_3,239,9.2,78.2,12.6,21.0,modelled
N00001526,Upper Malone_3,219,7.3,80.4,12.3,19.4,modelled
N00001527,Upper Malone_3,243,38.3,51.4,10.3,42.3,modelled
N00001528,Upper Malone_3,244,49.2,36.9,13.9,51.6,modelled
N00001529,Upper Malone_3,286,25.2,60.5,14.3,33.5,modelled
N00001530,Upper Malone_3,386,48.2,37.6,14.2,50.9,modelled
N00001531,Upper Springfield_1,320,91.9,6.9,1.2,80.0,modelled
N00001532,Upper Springfield_1,435,95.2,3.2,1.6,82.6,modelled
N00001533,Upper Springfield_1,636,94.2,5.0,0.8,81.6,modelled
N00001534,Upper Springfield_1,321,94.4,4.7,0.9,81.8,modelled
N00001535,Upper Springfield_2,385,87.0,9.1,3.9,77.1,modelled
N00001536,Upper Springfield_2,401,88.5,6.0,5.5,78.7,modelled
N00001537,Upper Springfield_2,356,95.5,3.1,1.4,82.8,modelled
N00001538,Upper Springfield_2,386,97.2,2.8,0.0,83.7,modelled
N00001539,Upper Springfield_2,346,95.1,4.0,0.9,82.3,modelled
N00001540,Upper Springfield_3,408,90.0,6.6,3.4,79.2,modelled
N00001541,Upper Springfield_3,286,95.8,2.8,1.4,83.0,modelled
N00001542,Upper Springfield_3,324,97.2,1.5,1.3,84.0,modelled
N00001543,Upper Springfield_3,366,93.7,3.3,3.0,81.9,modelled
N00001544,Upper Springfield_3,280,95.0,3.9,1.1,82.3,modelled
N00001545,Water Works_1,352,87.5,4.3,8.2,78.8,modelled
N00001546,Water Works_1,352,86.6,8.8,4.6,77.0,modelled
N00001547,Water Works_1,316,89.2,6.0,4.8,79.0,modelled
N00001548,Water Works_1,317,87.7,7.6,4.7,77.9,modelled
N00001549,Water Works_1,376,92.6,4.5,2.9,81.1,modelled
N00001550,Water Works_1,213,84.0,11.7,4.3,75.0,modelled
N00001551,Water Works_1,388,78.1,14.4,7.5,71.5,modelled
N00001552,Water Works_2,376,92.3,5.6,2.1,80.6,modelled
N00001553,Water Works_2,264,83.3,8.0,8.7,75.8,modelled
N00001554,Water Works_2,326,90.8,4.9,4.3,80.1,modelled
N00001555,Water Works_2,272,92.3,7.7,0.0,80.0,modelled
N00001556,Water Works_2,211,93.4,5.2,1.4,81.2,modelled
N00001557,Water Works_2,268,94.8,2.2,3.0,82.7,modelled
N00001558,Water Works_3,247,81.4,9.3,9.3,74.5,modelled
N00001559,Water Works_3,328,87.2,7.3,5.5,77.7,modelled
N00001560,Water Works_3,266,84.2,7.5,8.3,76.3,modelled
N00001561,Water Works_3,218,88.1,5.0,6.9,78.8,modelled
N00001562,Water Works_3,215,78.6,14.0,7.4,71.8,modelled
N00001563,Water Works_3,172,89.0,4.7,6.3,79.3,modelled
N00001564,Water Works_3,352,89.5,4.0,6.5,79.8,modelled
N00001565,Whiterock_1,351,94.0,4.0,2.0,81.8,modelled
N00001566,Whiterock_1,387,93.8,4.4,1.8,81.6,modelled
N00001567,Whiterock_1,251,89.6,6.4,4.0,79.1,modelled
N00001568,Whiterock_1,297,93.9,4.0,2.1,81.8,modelled
N00001569,Whiterock_1,329,86.0,8.8,5.2,76.8,modelled
N00001570,Whiterock_2,1119,95.2,2.8,2.0,82.7,modelled
N00001571,Whiterock_2,493,92.3,4.3,3.4,81.0,modelled
N00001572,Whiterock_2,355,96.9,3.1,0.0,83.4,modelled
N00001573,Whiterock_2,444,92.8,5.4,1.8,80.9,modelled
N00001574,Whiterock_3,310,94.5,4.8,0.7,81.8,modelled
N00001575,Whiterock_3,317,90.5,7.3,2.2,79.3,modelled
N00001576,Whiterock_3,365,91.2,5.2,3.6,80.2,modelled
N00001577,Whiterock_3,364,95.1,4.7,0.2,82.1,modelled
N00001578,Whiterock_3,312,92.0,6.7,1.3,80.1,modelled
N00001579,Windsor_1,317,44.8,39.7,15.5,48.7,modelled
N00001580,Windsor_1,328,54.3,30.5,15.2,55.8,modelled
N00001581,Windsor_1,306,50.3,42.5,7.2,50.4,modelled
N00001582,Windsor_1,293,58.7,35.8,5.5,56.2,modelled
N00001583,Windsor_1,234,56.4,31.6,12.0,56.4,modelled
N00001584,Windsor_1,184,48.4,37.5,14.1,51.0,modelled
N00001585,Windsor_2,444,45.5,32.7,21.8,51.1,modelled
N00001586,Windsor_2,254,42.1,33.1,24.8,49.4,modelled
N00001587,Windsor_2,333,49.8,30.6,19.6,53.7,modelled
N00001588,Windsor_2,290,42.4,41.7,15.9,47.0,modelled
N00001589,Windsor_2,318,38.7,51.3,10.0,42.5,modelled
N00001590,Windsor_2,356,44.9,39.3,15.8,48.9,modelled
N00001591,Windsor_2,275,44.4,30.9,24.7,51.1,modelled
N00001592,Windsor_3,305,29.8,48.5,21.7,39.2,modelled
N00001593,Windsor_3,518,33.4,47.1,19.5,41.3,modelled
N00001594,Windsor_3,364,28.6,48.6,22.8,38.6,modelled
N00001595,Windsor_3,289,37.4,43.9,18.7,44.1,modelled
N00001596,Windsor_3,395,34.9,48.4,16.7,41.6,modelled
N00001597,Windsor_3,271,37.6,36.2,26.2,46.4,modelled
N00001598,Windsor_4,381,40.4,42.0,17.6,46.0,modelled
N00001599,Windsor_4,445,35.3,48.1,16.6,41.9,modelled
N00001600,Windsor_4,317,38.2,40.7,21.1,45.4,modelled
N00001601,Windsor_4,277,38.6,44.0,17.4,44.6,modelled
N00001602,Windsor_4,342,37.7,42.4,19.9,44.7,modelled
N00001603,Windsor_4,305,44.3,38.4,17.3,48.9,modelled
N00001604,Woodstock_1,276,17.8,62.0,20.2,29.7,modelled
N00001605,Woodstock_1,283,16.3,70.3,13.4,26.6,modelled
N00001606,Woodstock_1,197,22.3,59.9,17.8,32.4,modelled
N00001607,Woodstock_1,262,19.1,65.6,15.3,29.2,modelled
N00001608,Woodstock_1,238,24.8,64.3,10.9,32.2,modelled
N00001609,Woodstock_1,243,17.7,60.5,21.8,30.1,modelled
N00001610,Woodstock_2,220,25.5,54.1,20.4,35.6,modelled
N00001611,Woodstock_2,292,13.0,72.6,14.4,24.4,modelled
N00001612,Woodstock_2,295,13.2,74.6,12.2,23.9,modelled
N00001613,Woodstock_2,691,16.6,66.7,16.7,27.8,modelled
N00001614,Woodstock_2,245,17.6,59.6,22.8,30.3,modelled
N00001615,Woodstock_2,318,27.7,52.8,19.5,37.0,modelled
N00001616,Woodstock_3,299,15.4,64.5,20.1,27.9,modelled
N00001617,Woodstock_3,258,37.6,50.0,12.4,42.3,modelled
N00001618,Woodstock_3,236,21.6,59.7,18.7,32.1,modelled
N00001619,Woodstock_3,278,8.3,77.0,14.7,20.9,modelled
N00001620,Woodstock_3,333,23.1,53.5,23.4,34.7,modelled
N00001621,Woodstock_3,241,16.2,66.0,17.8,27.8,modelled
N00001622,Woodstock_3,240,21.7,61.2,17.1,31.7,modelled
N00001623,Woodvale_1,287,9.8,81.2,9.0,20.3,modelled
N00001624,Woodvale_1,150,3.3,89.3,7.4,15.0,modelled
N00001625,Woodvale_1,253,11.9,76.3,11.8,22.8,modelled
N00001626,Woodvale_1,236,10.6,84.3,5.1,19.8,modelled
N00001627,Woodvale_1,179,5.0,83.2,11.8,17.6,modelled
N00001628,Woodvale_1,248,7.7,84.7,7.6,18.3,modelled
N00001629,Woodvale_2,303,4.3,91.1,4.6,14.9,modelled
N00001630,Woodvale_2,214,7.0,86.9,6.1,17.4,modelled
N00001631,Woodvale_2,226,1.8,91.2,7.0,13.7,modelled
N00001632,Woodvale_2,244,2.5,92.2,5.3,13.7,modelled
N00001633,Woodvale_2,183,7.1,88.5,4.4,16.9,modelled
N00001634,Woodvale_2,229,9.2,83.0,7.8,19.5,modelled
N00001635,Woodvale_3,300,2.3,88.3,9.4,14.8,modelled
N00001636,Woodvale_3,170,2.9,90.6,6.5,14.4,modelled
N00001637,Woodvale_3,220,9.1,86.8,4.1,18.4,modelled
N00001638,Woodvale_3,252,6.3,87.7,6.0,16.8,modelled
N00001639,Woodvale_3,180,5.0,87.8,7.2,16.2,modelled
N00001640,Woodvale_3,214,0.5,94.9,4.6,12.0,modelled
N00001641,Blackhead,250,14.4,74.8,10.8,24.4,modelled
N00001642,Blackhead,299,7.4,86.3,6.3,17.7,modelled
N00001643,Blackhead,595,19.3,63.5,17.2,30.0,modelled
N00001644,Blackhead,329,13.7,71.1,15.2,25.1,modelled
N00001645,Blackhead,234,12.0,76.1,11.9,22.9,modelled
N00001646,Blackhead,352,17.0,69.0,14.0,27.3,modelled
N00001647,Bluefield_1,294,4.8,90.1,5.1,15.4,modelled
N00001648,Bluefield_1,316,9.5,79.7,10.8,20.7,modelled
N00001649,Bluefield_1,443,8.4,83.3,8.3,19.1,modelled
N00001650,Bluefield_1,305,6.2,73.4,20.4,21.0,modelled
N00001651,Bluefield_2,383,5.7,83.0,11.3,17.9,modelled
N00001652,Bluefield_2,396,4.3,88.4,7.3,15.7,modelled
N00001653,Bluefield_2,440,5.2,87.0,7.8,16.5,modelled
N00001654,Bluefield_2,385,8.8,77.4,13.8,21.0,modelled
N00001655,Boneybefore,386,13.2,75.1,11.7,23.7,modelled
N00001656,Boneybefore,234,12.4,85.0,2.6,20.4,modelled
N00001657,Boneybefore,292,15.1,79.5,5.4,23.3,modelled
N00001658,Boneybefore,209,14.4,75.6,10.0,24.1,modelled
N00001659,Boneybefore,248,2.8,92.3,4.9,13.8,modelled
N00001660,Boneybefore,294,7.8,85.0,7.2,18.3,modelled
N00001661,Burleigh Hill_1,373,9.4,83.1,7.5,19.6,modelled
N00001662,Burleigh Hill_1,325,9.2,82.2,8.6,19.8,modelled
N00001663,Burleigh Hill_1,316,8.5,82.0,9.5,19.5,modelled
N00001664,Burleigh Hill_1,325,9.2,76.9,13.9,21.3,modelled
N00001665,Burleigh Hill_1,370,8.6,77.0,14.4,21.0,modelled
N00001666,Burleigh Hill_2,340,5.0,89.7,5.3,15.6,modelled
N00001667,Burleigh Hill_2,301,4.3,89.4,6.3,15.4,modelled
N00001668,Burleigh Hill_2,391,4.1,88.7,7.2,15.5,modelled
N00001669,Burleigh Hill_2,326,4.6,84.4,11.0,17.0,modelled
N00001670,Clipperstown,263,2.7,80.6,16.7,17.3,modelled
N00001671,Clipperstown,302,4.3,82.1,13.6,17.6,modelled
N00001672,Clipperstown,368,7.9,75.8,16.3,21.1,modelled
N00001673,Clipperstown,447,6.9,84.1,9.0,18.2,modelled
N00001674,Clipperstown,248,7.3,80.6,12.1,19.4,modelled
N00001675,Clipperstown,279,8.6,82.1,9.3,19.5,modelled
N00001676,Clipperstown,264,1.9,86.4,11.7,15.2,modelled
N00001677,Eden_1,552,5.8,87.7,6.5,16.6,modelled
N00001678,Eden_1,435,3.4,85.1,11.5,16.3,modelled
N00001679,Eden_1,404,10.9,77.5,11.6,21.9,modelled
N00001680,Eden_1,540,6.1,81.7,12.2,18.5,modelled
N00001681,Eden_1,300,5.3,84.3,10.4,17.4,modelled
N00001682,Eden_2,324,13.3,75.6,11.1,23.6,modelled
N00001683,Eden_2,388,10.3,79.1,10.6,21.2,modelled
N00001684,Eden_2,930,6.7,82.3,11.0,18.6,modelled
N00001685,Eden_2,337,4.2,84.6,11.2,16.8,modelled
N00001686,Eden_2,279,9.3,76.3,14.4,21.6,modelled
N00001687,Eden_2,308,2.9,89.9,7.2,14.6,modelled
N00001688,Gortalee,361,5.3,86.1,8.6,16.8,modelled
N00001689,Gortalee,246,11.4,72.8,15.8,23.6,modelled
N00001690,Gortalee,352,9.9,81.0,9.1,20.5,modelled
N00001691,Gortalee,280,3.6,84.3,12.1,16.6,modelled
N00001692,Gortalee,254,3.9,79.9,16.2,18.0,modelled
N00001693,Greenisland,311,13.8,74.9,11.3,24.0,modelled
N00001694,Greenisland,293,9.6,83.3,7.1,19.6,modelled
N00001695,Greenisland,414,16.4,72.7,10.9,25.9,modelled
N00001696,Greenisland,379,12.1,76.3,11.6,22.9,modelled
N00001697,Greenisland,298,9.1,77.9,13.0,21.0,modelled
N00001698,Greenisland,269,17.8,68.0,14.2,27.9,modelled
N00001699,Greenisland,395,27.6,64.1,8.3,33.6,modelled
N00001700,Greenisland,260,10.4,78.8,10.8,21.3,modelled
N00001701,Killycrot,198,24.7,58.6,16.7,33.9,modelled
N00001702,Killycrot,338,17.8,70.4,11.8,27.2,modelled
N00001703,Killycrot,1033,14.0,71.8,14.2,25.1,modelled
N00001704,Killycrot,829,13.6,76.6,9.8,23.5,modelled
N00001705,Killycrot,222,16.2,72.1,11.7,26.0,modelled
N00001706,Knockagh,465,8.4,82.4,9.2,19.3,modelled
N00001707,Knockagh,395,8.9,79.0,12.1,20.6,modelled
N00001708,Knockagh,674,12.0,75.4,12.6,23.1,modelled
N00001709,Knockagh,252,11.9,76.6,11.5,22.7,modelled
N00001710,Knockagh,341,11.1,82.7,6.2,20.5,modelled
N00001711,Knockagh,362,10.5,76.2,13.3,22.2,modelled
N00001712,Love Lane,387,6.2,82.4,11.4,18.3,modelled
N00001713,Love Lane,207,13.5,79.7,6.8,22.5,modelled
N00001714,Love Lane,536,4.5,77.6,17.9,19.0,modelled
N00001715,Love Lane,287,3.5,84.0,12.5,16.6,modelled
N00001716,Milebush,303,9.9,76.6,13.5,21.8,modelled
N00001717,Milebush,352,4.0,89.2,6.8,15.3,modelled
N00001718,Milebush,288,8.0,83.0,9.0,19.0,modelled
N00001719,Milebush,320,2.2,70.0,27.8,20.2,modelled
N00001720,Milebush,289,3.1,80.6,16.3,17.5,modelled
N00001721,Northland,279,3.2,84.2,12.6,16.4,modelled
N00001722,Northland,335,4.5,79.1,16.4,18.5,modelled
N00001723,Northland,289,7.6,83.0,9.4,18.8,modelled
N00001724,Northland,244,5.3,76.6,18.1,19.7,modelled
N00001725,Northland,260,4.6,85.8,9.6,16.6,modelled
N00001726,Sunnylands,263,14.4,74.9,10.7,24.3,modelled
N00001727,Sunnylands,222,9.0,83.3,7.7,19.4,modelled
N00001728,Sunnylands,292,4.8,80.1,15.1,18.4,modelled
N00001729,Sunnylands,312,9.3,81.1,9.6,20.1,modelled
N00001730,Sunnylands,214,11.2,80.4,8.4,21.2,modelled
N00001731,Sunnylands,227,9.7,76.7,13.6,21.6,modelled
N00001732,Victoria,1089,9.6,81.0,9.4,20.3,modelled
N00001733,Victoria,282,14.5,69.9,15.6,25.9,modelled
N00001734,Victoria,287,5.9,84.3,9.8,17.6,modelled
N00001735,Victoria,268,4.9,86.6,8.5,16.5,modelled
N00001736,Victoria,352,11.1,83.2,5.7,20.3,modelled
N00001737,Victoria,352,13.4,69.6,17.0,25.4,modelled
N00001738,Whitehead,317,22.4,61.8,15.8,31.9,modelled
N00001739,Whitehead,352,15.3,72.2,12.5,25.5,modelled
N00001740,Whitehead,694,17.9,73.6,8.5,26.3,modelled
N00001741,Whitehead,284,16.2,69.7,14.1,26.7,modelled
N00001742,Whitehead,229,24.9,54.6,20.5,35.2,modelled
N00001743,Whitehead,283,22.3,62.9,14.8,31.5,modelled
N00001744,Woodburn,325,6.2,86.8,7.0,17.0,modelled
N00001745,Woodburn,336,4.5,83.0,12.5,17.4,modelled
N00001746,Woodburn,295,6.8,86.8,6.4,17.3,modelled
N00001747,Woodburn,742,8.1,82.1,9.8,19.3,modelled
N00001748,Woodburn,456,5.0,86.8,8.2,16.5,modelled
N00001749,Woodburn,325,3.7,91.1,5.2,14.6,modelled
N00001750,Ballyhanwood_1,256,3.5,84.8,11.7,16.4,modelled
N00001751,Ballyhanwood_1,318,3.5,85.8,10.7,16.1,modelled
N00001752,Ballyhanwood_1,299,4.0,87.0,9.0,16.0,modelled
N00001753,Ballyhanwood_1,321,6.9,77.3,15.8,20.2,modelled
N00001754,Ballyhanwood_1,356,9.3,83.1,7.6,19.6,modelled
N00001755,Ballyhanwood_2,380,3.4,92.4,4.2,14.1,modelled
N00001756,Ballyhanwood_2,326,1.8,88.7,9.5,14.5,modelled
N00001757,Ballyhanwood_2,243,8.2,82.3,9.5,19.3,modelled
