DZ21,Label,Population,Catholic_bg,Protestant_bg,Other_None_bg,Proj_UI_decided_pct,provenance
N20002384,Lisburn_North_B3,493,16.8,60.0,23.1,26.7,modelled
N20002385,Lisburn_North_D2,618,72.0,19.7,8.3,67.4,modelled
N20002386,Lisburn_North_C3,639,7.7,70.0,22.4,18.6,modelled
N20002387,Lisburn_North_C4,627,35.9,43.5,20.6,41.8,modelled
N20002388,Lisburn_North_C5,580,6.6,70.2,23.3,18.0,modelled
N20002389,Lisburn_North_D3,565,63.7,24.6,11.7,61.7,modelled
N20002390,Lisburn_North_E1,588,51.7,43.9,4.4,48.7,modelled
N20002391,Lisburn_North_E2,258,49.2,41.1,9.7,48.7,modelled
N20002392,Lisburn_North_E3,770,64.4,28.7,6.9,60.4,modelled
N20002393,Lisburn_North_F1,572,33.7,54.5,11.7,36.4,modelled
N20002394,Lisburn_North_F2,467,16.1,65.7,18.2,24.0,modelled
N20002395,Lisburn_North_E4,396,70.2,21.2,8.6,66.0,modelled
N20002396,Lisburn_North_F3,350,32.3,55.7,12.0,35.3,modelled
N20002397,Lisburn_North_F4,476,30.5,52.5,17.0,35.7,modelled
N20002398,Lisburn_North_F5,455,40.2,38.7,21.1,45.6,modelled
N20002399,Lisburn_North_G1,707,39.9,49.8,10.3,41.0,modelled
N20002400,Lisburn_North_F6,304,24.7,60.9,14.5,29.8,modelled
N20002401,Lisburn_North_H1,401,27.9,58.9,13.2,32.1,modelled
N20002402,Lisburn_North_F7,412,28.9,47.8,23.3,36.9,modelled
N20002403,Lisburn_North_D4,403,22.1,62.5,15.4,28.0,modelled
N20002404,Lisburn_North_G2,1045,17.7,47.3,35.0,32.2,modelled
N20002405,Lisburn_North_H2,514,26.8,51.0,22.2,34.7,modelled
N20002406,Lisburn_North_H3,564,40.1,49.6,10.3,41.2,modelled
N20002407,Lisburn_North_J1,251,12.0,66.9,21.1,21.7,modelled
N20002408,Lisburn_North_G3,565,25.7,62.3,12.0,29.7,modelled
N20002409,Lisburn_North_J2,412,15.5,64.1,20.4,24.5,modelled
N20002410,Lisburn_North_H4,398,20.1,63.3,16.6,26.8,modelled
N20002411,Lisburn_North_J3,590,26.8,53.2,20.0,33.8,modelled
N20002412,Lisburn_North_G4,475,33.3,49.1,17.7,38.4,modelled
N20002413,Lisburn_North_H5,303,23.1,60.7,16.2,29.2,modelled
N20002414,Lisburn_North_J4,532,21.8,55.3,22.9,30.8,modelled
N20002415,Lisburn_North_J5,442,20.6,62.9,16.5,27.2,modelled
N20002416,Lisburn_North_G5,412,16.0,66.3,17.7,23.8,modelled
N20002417,Lisburn_North_G6,514,18.1,71.6,10.3,22.6,modelled
N20002418,Lisburn_North_K1,424,25.5,53.8,20.8,33.0,modelled
N20002419,Lisburn_North_K2,276,30.4,51.4,18.1,36.2,modelled
N20002420,Lisburn_North_K3,475,22.9,58.7,18.3,29.9,modelled
N20002421,Lisburn_North_K4,276,28.3,52.9,18.8,34.6,modelled
N20002422,Lisburn_North_K5,269,24.5,58.0,17.5,30.9,modelled
N20002423,Lisburn_North_K6,502,24.3,55.4,20.3,31.8,modelled
N20002424,Downshire_East_A1,532,30.8,56.8,12.4,34.2,modelled
N20002425,Downshire_East_A2,622,24.9,65.6,9.5,28.0,modelled
N20002426,Downshire_East_A3,460,20.9,66.7,12.4,25.8,modelled
N20002427,Downshire_East_A4,518,24.9,64.7,10.4,28.4,modelled
N20002428,Downshire_East_B1,234,15.4,73.9,10.7,20.4,modelled
N20002429,Downshire_East_B2,572,5.2,63.3,31.5,20.2,modelled
N20002430,Downshire_East_A5,429,28.9,57.3,13.8,33.1,modelled
N20002431,Downshire_East_B3,437,8.7,65.7,25.6,20.8,modelled
N20002432,Downshire_East_B4,484,12.4,63.8,23.8,23.2,modelled
N20002433,Downshire_East_A6,434,19.8,68.9,11.3,24.4,modelled
N20002434,Downshire_East_A7,267,6.0,80.9,13.1,13.5,modelled
N20002435,Downshire_East_C1,671,19.2,64.7,16.1,25.9,modelled
N20002436,Downshire_East_C2,450,18.7,72.2,9.1,22.6,modelled
N20002437,Downshire_East_C3,709,22.7,64.6,12.7,27.4,modelled
N20002438,Downshire_East_D1,476,10.7,80.7,8.6,15.7,modelled
N20002439,Downshire_East_D2,765,18.7,73.5,7.8,22.1,modelled
N20002440,Downshire_East_E1,644,7.5,83.7,8.9,13.0,modelled
N20002441,Downshire_East_E2,618,14.6,76.1,9.4,19.2,modelled
N20002442,Downshire_East_D3,547,11.5,76.1,12.4,17.9,modelled
N20002443,Downshire_East_E3,412,9.0,79.4,11.7,15.4,modelled
N20002444,Downshire_East_E4,576,11.5,79.7,8.9,16.4,modelled
N20002445,Downshire_East_D4,583,12.7,75.3,12.0,18.7,modelled
N20002446,Downshire_East_E5,603,5.8,85.1,9.1,11.7,modelled
N20002447,Downshire_East_F1,582,9.5,80.9,9.6,15.0,modelled
N20002448,Downshire_East_E6,485,14.2,72.8,13.0,20.4,modelled
N20002449,Downshire_East_F2,549,6.6,86.2,7.3,11.6,modelled
N20002450,Downshire_East_F3,532,13.9,75.0,11.1,19.4,modelled
N20002451,Downshire_East_G1,593,5.9,87.2,6.9,10.9,modelled
N20002452,Downshire_East_F4,505,13.3,76.2,10.5,18.6,modelled
N20002453,Downshire_East_G2,456,17.5,70.6,11.8,22.7,modelled
N20002454,Downshire_East_G3,621,19.3,66.0,14.7,25.4,modelled
N20002455,Downshire_East_G4,375,25.3,61.9,12.8,29.7,modelled
N20002456,Castlereagh_South_A1,667,57.6,30.9,11.5,56.5,modelled
N20002457,Castlereagh_South_A2,493,49.1,34.9,16.0,51.1,modelled
N20002458,Castlereagh_South_B1,569,55.0,34.4,10.5,53.9,modelled
N20002459,Castlereagh_South_A3,492,45.5,40.7,13.8,47.2,modelled
N20002460,Castlereagh_South_B2,247,42.5,33.6,23.9,48.7,modelled
N20002461,Castlereagh_South_C1,726,41.9,39.8,18.3,45.9,modelled
N20002462,Castlereagh_South_C2,480,26.2,54.8,19.0,33.0,modelled
N20002463,Castlereagh_South_A4,452,54.2,31.6,14.2,54.7,modelled
N20002464,Castlereagh_South_B3,436,42.9,41.3,15.8,45.8,modelled
N20002465,Castlereagh_South_B4,425,50.4,37.9,11.8,50.5,modelled
N20002466,Castlereagh_South_C3,239,46.0,39.7,14.2,47.8,modelled
N20002467,Castlereagh_South_B5,657,44.3,42.3,13.4,46.0,modelled
N20002468,Castlereagh_South_A5,558,47.7,36.6,15.8,49.8,modelled
N20002469,Castlereagh_South_B6,367,50.7,33.8,15.5,52.3,modelled
N20002470,Castlereagh_South_C4,673,51.6,36.1,12.3,51.7,modelled
N20002471,Castlereagh_South_B7,412,49.8,35.9,14.3,51.0,modelled
N20002472,Castlereagh_South_E1,466,46.8,42.5,10.7,47.0,modelled
N20002473,Castlereagh_South_D1,445,56.2,35.1,8.8,54.2,modelled
N20002474,Castlereagh_South_D2,714,47.5,39.1,13.4,48.7,modelled
N20002475,Castlereagh_South_D3,466,45.7,44.2,10.1,45.9,modelled
N20002476,Castlereagh_South_E2,692,56.2,30.5,13.3,56.0,modelled
N20002477,Castlereagh_South_D4,409,43.0,44.5,12.5,44.6,modelled
N20002478,Castlereagh_South_D5,794,57.7,29.6,12.7,57.1,modelled
N20002479,Castlereagh_South_E3,336,61.6,21.1,17.3,62.2,modelled
N20002480,Castlereagh_South_E4,613,55.3,25.9,18.8,57.5,modelled
N20002481,Castlereagh_South_F1,730,36.6,47.5,15.9,40.5,modelled
N20002482,Castlereagh_South_E5,699,61.7,20.7,17.6,62.4,modelled
N20002483,Castlereagh_South_E6,810,57.4,33.6,9.0,55.3,modelled
N20002484,Castlereagh_South_F2,840,48.8,38.1,13.1,49.7,modelled
N20002485,Castlereagh_South_J1,405,75.1,16.3,8.6,70.1,modelled
N20002486,Castlereagh_South_J2,268,59.7,34.3,6.0,56.1,modelled
N20002487,Castlereagh_South_J3,735,70.5,22.6,6.9,65.6,modelled
N20002488,Castlereagh_South_J4,557,61.6,30.9,7.5,58.3,modelled
N20002489,Castlereagh_South_G1,338,49.4,41.7,8.9,48.5,modelled
N20002490,Castlereagh_South_G2,630,43.2,46.8,10.0,43.7,modelled
N20002491,Castlereagh_South_G3,556,45.9,44.1,10.1,46.0,modelled
N20002492,Castlereagh_South_H1,349,21.8,60.5,17.8,28.7,modelled
N20002493,Castlereagh_South_H2,354,17.5,65.0,17.5,25.0,modelled
N20002494,Castlereagh_South_H3,416,59.6,26.7,13.7,59.1,modelled
N20002495,Castlereagh_South_G4,664,68.4,23.3,8.3,64.3,modelled
N20002496,Castlereagh_South_H4,735,53.2,34.7,12.1,53.0,modelled
N20002497,Castlereagh_South_H5,473,62.6,27.7,9.7,60.0,modelled
N20002498,Castlereagh_South_J5,402,18.9,68.9,12.2,24.0,modelled
N20002499,Castlereagh_South_J6,688,40.8,49.6,9.6,41.6,modelled
N20002500,Castlereagh_East_A1,918,5.1,82.8,12.1,12.3,modelled
N20002501,Castlereagh_East_A2,503,5.6,82.9,11.5,12.5,modelled
N20002502,Castlereagh_East_C1,414,10.6,76.1,13.3,17.5,modelled
N20002503,Castlereagh_East_C2,567,10.1,72.3,17.6,18.7,modelled
N20002504,Castlereagh_East_C3,303,12.2,65.3,22.4,22.5,modelled
N20002505,Castlereagh_East_B1,531,7.5,73.3,19.2,17.2,modelled
N20002506,Castlereagh_East_C4,325,8.6,71.1,20.3,18.6,modelled
N20002507,Castlereagh_East_C5,227,8.4,79.7,11.9,15.0,modelled
N20002508,Castlereagh_East_D1,520,19.6,61.2,19.2,27.4,modelled
N20002509,Castlereagh_East_B2,562,9.4,69.2,21.4,19.7,modelled
N20002510,Castlereagh_East_E1,342,1.2,78.1,20.8,12.4,modelled
N20002511,Castlereagh_East_A3,502,2.4,75.9,21.7,13.9,modelled
N20002512,Castlereagh_East_E2,471,9.6,67.5,22.9,20.4,modelled
N20002513,Castlereagh_East_B3,359,6.4,71.3,22.3,17.5,modelled
N20002514,Castlereagh_East_A4,598,5.7,67.9,26.4,18.5,modelled
N20002515,Castlereagh_East_B4,561,8.6,68.6,22.8,19.5,modelled
N20002516,Castlereagh_East_D2,584,17.3,67.1,15.6,24.0,modelled
N20002517,Castlereagh_East_E3,309,4.2,70.9,24.9,16.7,modelled
N20002518,Castlereagh_East_B5,463,10.8,68.3,21.0,20.7,modelled
N20002519,Castlereagh_East_D3,300,8.3,76.0,15.7,16.5,modelled
N20002520,Castlereagh_East_C6,539,9.1,76.1,14.8,16.8,modelled
N20002521,Castlereagh_East_F1,488,4.9,72.1,23.0,16.5,modelled
N20002522,Castlereagh_East_F2,370,1.4,77.3,21.4,12.8,modelled
N20002523,Castlereagh_East_F3,361,4.2,73.7,22.2,15.5,modelled
N20002524,Castlereagh_East_D4,525,11.0,70.5,18.5,19.9,modelled
N20002525,Castlereagh_East_E4,367,7.4,75.7,16.9,16.1,modelled
N20002526,Castlereagh_East_H1,566,15.0,63.1,21.9,24.6,modelled
N20002527,Castlereagh_East_F4,634,4.9,72.6,22.6,16.3,modelled
N20002528,Castlereagh_East_H2,343,12.5,58.6,28.9,25.3,modelled
N20002529,Castlereagh_East_F5,349,3.2,76.5,20.3,14.0,modelled
N20002530,Castlereagh_East_E5,462,2.8,81.0,16.2,12.0,modelled
N20002531,Castlereagh_East_G1,325,10.2,73.2,16.6,18.4,modelled
N20002532,Castlereagh_East_G2,464,10.1,71.6,18.3,19.1,modelled
N20002533,Castlereagh_East_H3,338,5.0,77.2,17.8,14.5,modelled
N20002534,Castlereagh_East_G3,540,9.1,69.8,21.1,19.3,modelled
N20002535,Castlereagh_East_H4,362,6.6,78.7,14.6,14.6,modelled
N20002536,Castlereagh_East_G4,564,8.5,77.8,13.7,15.8,modelled
N20002537,Castlereagh_East_G5,330,4.2,83.0,12.7,11.8,modelled
N20002538,Castlereagh_East_H5,435,10.1,71.0,18.9,19.3,modelled
N20002539,Castlereagh_East_H6,416,10.3,70.0,19.7,19.8,modelled
N20002540,Castlereagh_East_J1,431,7.0,81.4,11.6,13.7,modelled
N20002541,Castlereagh_East_J2,462,7.6,77.7,14.7,15.5,modelled
N20002542,Castlereagh_East_J3,368,6.0,79.9,14.1,13.9,modelled
N20002543,Castlereagh_East_J4,267,11.2,77.2,11.6,17.3,modelled
N20002544,Castlereagh_East_K1,383,4.2,77.8,18.0,13.9,modelled
N20002545,Castlereagh_East_K2,600,4.5,86.5,9.0,10.6,modelled
N20002546,Castlereagh_East_K3,611,5.2,85.9,8.8,11.1,modelled
N20002547,Castlereagh_East_J5,634,17.0,73.3,9.6,21.4,modelled
N20002548,Bannside_A1,650,22.0,71.8,6.2,24.2,modelled
N20002549,Bannside_A2,560,5.2,84.3,10.5,11.7,modelled
N20002550,Bannside_C1,592,16.6,78.9,4.6,19.0,modelled
N20002551,Bannside_A3,422,6.9,84.6,8.5,12.4,modelled
N20002552,Bannside_C2,459,38.8,56.0,5.2,38.1,modelled
N20002553,Bannside_C3,434,40.3,53.2,6.5,39.9,modelled
N20002554,Bannside_B1,354,2.8,81.9,15.3,11.6,modelled
N20002555,Bannside_B2,511,5.1,85.7,9.2,11.1,modelled
N20002556,Bannside_B3,506,3.2,78.5,18.4,13.2,modelled
N20002557,Bannside_B4,571,1.2,91.6,7.2,7.1,modelled
N20002558,Bannside_B5,340,3.2,83.5,13.2,11.2,modelled
N20002559,Bannside_B6,378,5.8,80.4,13.8,13.6,modelled
N20002560,Bannside_D1,386,43.0,47.7,9.3,43.3,modelled
N20002561,Bannside_D2,431,68.9,25.8,5.3,63.6,modelled
N20002562,Bannside_D3,553,53.0,39.1,8.0,51.2,modelled
N20002563,Bannside_C4,741,9.6,83.8,6.6,13.9,modelled
N20002564,Bannside_A4,664,8.0,84.3,7.7,13.0,modelled
N20002565,Bannside_E1,287,8.7,82.2,9.1,14.1,modelled
N20002566,Bannside_E2,391,6.1,78.5,15.3,14.5,modelled
N20002567,Bannside_E3,561,2.9,83.4,13.7,11.1,modelled
N20002568,Bannside_E4,331,10.0,78.2,11.8,16.3,modelled
N20002569,Bannside_E5,369,12.5,81.6,6.0,16.1,modelled
N20002570,Bannside_E6,422,18.7,74.9,6.4,21.6,modelled
N20002571,Bannside_F1,498,3.0,91.6,5.4,7.9,modelled
N20002572,Bannside_F2,549,3.5,88.2,8.4,9.4,modelled
N20002573,Bannside_E7,489,5.3,88.1,6.5,10.3,modelled
N20002574,Bannside_F3,651,5.7,88.0,6.3,10.5,modelled
N20002575,Bannside_F4,178,3.4,88.8,7.9,9.1,modelled
N20002576,Bannside_G1,567,2.8,88.2,9.0,9.1,modelled
N20002577,Bannside_H1,586,56.8,39.8,3.4,52.6,modelled
N20002578,Bannside_G2,533,6.9,80.5,12.6,14.1,modelled
N20002579,Bannside_G3,558,4.5,83.9,11.6,11.6,modelled
N20002580,Bannside_H2,543,19.0,75.7,5.3,21.3,modelled
N20002581,Bannside_J1,632,29.6,64.6,5.9,30.5,modelled
N20002582,Bannside_J2,626,8.6,81.9,9.4,14.2,modelled
N20002583,Bannside_H3,614,66.0,28.5,5.5,61.2,modelled
N20002584,Bannside_J3,687,25.2,67.2,7.6,27.5,modelled
N20002585,Bannside_H4,607,88.3,9.4,2.3,78.8,modelled
N20002586,Bannside_J4,607,20.9,70.2,8.9,24.4,modelled
N20002587,Ballymena_A1,334,55.7,26.3,18.0,57.5,modelled
N20002588,Ballymena_A2,568,61.1,24.5,14.4,60.6,modelled
N20002589,Ballymena_A3,507,71.8,19.3,8.9,67.5,modelled
N20002590,Ballymena_D1,467,67.9,22.7,9.4,64.4,modelled
N20002591,Ballymena_B1,366,38.3,54.9,6.8,38.3,modelled
N20002592,Ballymena_C1,441,53.3,36.1,10.7,52.5,modelled
N20002593,Ballymena_D2,655,66.9,23.8,9.3,63.5,modelled
N20002594,Ballymena_A4,509,52.8,33.4,13.8,53.4,modelled
N20002595,Ballymena_B2,580,29.3,58.6,12.1,32.8,modelled
N20002596,Ballymena_C2,332,49.1,34.0,16.9,51.4,modelled
N20002597,Ballymena_B3,393,38.9,49.9,11.2,40.6,modelled
N20002598,Ballymena_D3,388,76.3,17.5,6.2,70.2,modelled
N20002599,Ballymena_B4,411,28.2,63.5,8.3,30.3,modelled
N20002600,Ballymena_B5,561,14.6,77.0,8.4,18.9,modelled
N20002601,Ballymena_C3,460,45.0,40.0,15.0,47.2,modelled
N20002602,Ballymena_C4,485,64.1,26.2,9.7,61.3,modelled
N20002603,Ballymena_B6,607,22.6,69.0,8.4,25.6,modelled
N20002604,Ballymena_D4,697,62.8,26.8,10.3,60.5,modelled
N20002605,Ballymena_C5,554,54.0,37.7,8.3,52.1,modelled
N20002606,Ballymena_E1,737,30.4,57.4,12.2,33.8,modelled
N20002607,Ballymena_F1,308,15.6,73.1,11.4,20.9,modelled
N20002608,Ballymena_C6,210,43.8,40.5,15.7,46.5,modelled
N20002609,Ballymena_F2,404,17.8,72.8,9.4,22.0,modelled
N20002610,Ballymena_F3,364,22.8,64.0,13.2,27.7,modelled
N20002611,Ballymena_E2,556,40.3,45.3,14.4,43.0,modelled
N20002612,Ballymena_D5,505,62.0,29.3,8.7,59.1,modelled
N20002613,Ballymena_E3,753,28.7,52.5,18.9,35.0,modelled
N20002614,Ballymena_G1,404,40.3,50.5,9.2,41.0,modelled
N20002615,Ballymena_E4,559,25.0,56.7,18.2,31.6,modelled
N20002616,Ballymena_G2,348,33.9,46.3,19.8,39.8,modelled
N20002617,Ballymena_G3,786,25.8,52.2,22.0,33.8,modelled
N20002618,Ballymena_F4,413,17.7,75.3,7.0,20.9,modelled
N20002619,Ballymena_H1,573,8.0,72.9,19.0,17.6,modelled
N20002620,Ballymena_G4,546,20.3,61.2,18.5,27.8,modelled
N20002621,Ballymena_F5,429,14.2,79.0,6.8,17.9,modelled
N20002622,Ballymena_H2,440,5.9,74.3,19.8,16.1,modelled
N20002623,Ballymena_F6,348,11.2,78.4,10.3,16.8,modelled
N20002624,Ballymena_F7,444,25.5,63.7,10.8,29.0,modelled
N20002625,Ballymena_J1,342,9.4,74.6,16.1,17.5,modelled
N20002626,Ballymena_H3,366,1.4,81.7,16.9,11.1,modelled
N20002627,Ballymena_J2,228,8.8,76.3,14.9,16.5,modelled
N20002628,Ballymena_G5,537,17.7,63.1,19.2,25.8,modelled
N20002629,Ballymena_J3,604,6.8,78.8,14.4,14.7,modelled
N20002630,Ballymena_K1,327,20.2,70.0,9.8,24.1,modelled
N20002631,Ballymena_H4,394,7.9,79.7,12.4,14.8,modelled
N20002632,Ballymena_H5,461,10.4,78.3,11.3,16.5,modelled
N20002633,Ballymena_K2,487,17.9,70.6,11.5,22.9,modelled
N20002634,Ballymena_K3,469,17.7,64.6,17.7,25.2,modelled
N20002635,Ballymena_K4,406,13.1,78.8,8.1,17.4,modelled
N20002636,Ballymena_K5,280,11.1,76.1,12.9,17.7,modelled
N20002637,Ballymena_K6,556,11.3,77.7,11.0,17.1,modelled
N20002638,Ballymena_K7,393,18.1,69.0,13.0,23.6,modelled
N20002639,Braid_A1,679,41.1,54.2,4.7,39.8,modelled
N20002640,Braid_A2,714,89.1,6.2,4.8,80.4,modelled
N20002641,Braid_A3,486,90.3,6.8,2.9,80.7,modelled
N20002642,Braid_B1,585,62.1,32.6,5.3,57.8,modelled
N20002643,Braid_C1,518,51.0,44.8,4.2,48.0,modelled
N20002644,Braid_A4,351,3.1,87.7,9.1,9.4,modelled
N20002645,Braid_A5,678,6.5,86.0,7.5,11.7,modelled
N20002646,Braid_C2,738,42.3,54.7,3.0,40.1,modelled
N20002647,Braid_C3,724,9.9,82.9,7.2,14.4,modelled
N20002648,Braid_B2,687,4.9,86.0,9.0,10.9,modelled
N20002649,Braid_B3,405,26.2,67.4,6.4,27.9,modelled
N20002650,Braid_C4,406,10.8,81.3,7.9,15.5,modelled
N20002651,Braid_B4,449,7.6,84.2,8.2,12.9,modelled
N20002652,Braid_D1,604,7.9,79.8,12.3,14.8,modelled
N20002653,Braid_C5,524,6.7,85.9,7.4,11.8,modelled
N20002654,Braid_E1,672,2.5,87.6,9.8,9.2,modelled
N20002655,Braid_C6,557,45.8,43.4,10.8,46.2,modelled
N20002656,Braid_D2,491,5.1,89.2,5.7,9.7,modelled
N20002657,Braid_E2,283,4.6,84.8,10.6,11.3,modelled
N20002658,Braid_H1,607,28.3,64.6,7.1,30.0,modelled
N20002659,Braid_D3,278,6.8,77.3,15.8,15.3,modelled
N20002660,Braid_E3,411,4.9,90.8,4.4,9.0,modelled
N20002661,Braid_E4,360,6.7,80.3,13.1,14.0,modelled
N20002662,Braid_F1,658,8.1,84.5,7.4,12.9,modelled
N20002663,Braid_H2,748,20.7,70.3,9.0,24.3,modelled
N20002664,Braid_F2,583,20.2,72.6,7.2,23.2,modelled
N20002665,Braid_G1,268,4.5,77.6,17.9,14.1,modelled
N20002666,Braid_G2,498,13.9,71.5,14.7,20.7,modelled
N20002667,Braid_J1,350,13.1,72.6,14.3,20.0,modelled
N20002668,Braid_F3,571,12.3,79.7,8.1,16.7,modelled
N20002669,Braid_G3,493,7.9,73.8,18.3,17.2,modelled
N20002670,Braid_J2,556,7.2,83.3,9.5,13.1,modelled
N20002671,Braid_G4,679,8.5,69.5,21.9,19.2,modelled
N20002672,Braid_J3,213,9.4,76.1,14.6,16.9,modelled
N20002673,Braid_G5,444,2.5,73.0,24.5,15.1,modelled
N20002674,Braid_H3,434,20.0,74.0,6.0,22.5,modelled
N20002675,Braid_H4,319,6.9,88.4,4.7,10.9,modelled
N20002676,Braid_H5,679,9.9,80.1,10.0,15.5,modelled
N20002677,Braid_F4,568,7.6,86.1,6.3,12.1,modelled
N20002678,Braid_H6,640,5.5,81.4,13.1,13.0,modelled
N20002679,Braid_F5,443,2.9,86.9,10.2,9.7,modelled
N20002680,Braid_K1,415,4.6,80.7,14.7,12.9,modelled
N20002681,Braid_K2,606,5.9,79.9,14.2,13.9,modelled
N20002682,Braid_K3,658,5.3,79.9,14.7,13.6,modelled
N20002683,Braid_K4,441,4.5,81.2,14.3,12.7,modelled
N20002684,Braid_F6,359,8.1,85.0,7.0,12.8,modelled
N20002685,Coast_Road_B1,355,59.7,34.9,5.4,55.8,modelled
N20002686,Coast_Road_A1,422,81.3,16.8,1.9,72.7,modelled
N20002687,Coast_Road_A2,596,87.4,8.6,4.0,78.7,modelled
N20002688,Coast_Road_A3,455,85.1,11.6,3.3,76.4,modelled
N20002689,Coast_Road_B2,473,40.4,50.3,9.3,41.0,modelled
N20002690,Coast_Road_B3,417,52.0,41.7,6.2,49.7,modelled
N20002691,Coast_Road_C1,644,46.0,45.0,9.0,45.6,modelled
N20002692,Coast_Road_C2,472,33.1,60.2,6.8,33.8,modelled
N20002693,Coast_Road_C3,343,22.2,70.8,7.0,24.7,modelled
N20002694,Coast_Road_C4,430,29.8,60.5,9.8,32.2,modelled
N20002695,Coast_Road_D1,460,26.7,65.9,7.4,28.7,modelled
N20002696,Coast_Road_D2,420,34.5,56.9,8.6,35.8,modelled
N20002697,Coast_Road_D3,446,34.3,59.9,5.8,34.5,modelled
N20002698,Coast_Road_D4,449,42.8,42.3,14.9,45.3,modelled
N20002699,Coast_Road_F1,522,24.7,65.5,9.8,28.0,modelled
N20002700,Coast_Road_F2,418,27.5,64.1,8.4,29.8,modelled
N20002701,Coast_Road_D5,371,35.3,51.5,13.2,38.3,modelled
N20002702,Coast_Road_E1,303,17.8,66.3,15.8,24.6,modelled
N20002703,Coast_Road_E2,249,26.5,63.5,10.0,29.6,modelled
N20002704,Coast_Road_E3,309,15.2,70.9,13.9,21.6,modelled
N20002705,Coast_Road_F3,400,20.8,62.3,17.0,27.5,modelled
N20002706,Coast_Road_F4,293,28.0,60.1,11.9,31.6,modelled
N20002707,Coast_Road_G1,403,14.9,67.2,17.9,22.9,modelled
N20002708,Coast_Road_E4,351,17.4,67.0,15.7,24.1,modelled
N20002709,Coast_Road_G2,714,7.3,76.6,16.1,15.8,modelled
N20002710,Coast_Road_H1,534,17.2,64.8,18.0,24.9,modelled
N20002711,Coast_Road_H2,386,26.2,60.6,13.2,30.6,modelled
N20002712,Coast_Road_H3,303,20.1,65.7,14.2,25.9,modelled
N20002713,Coast_Road_J1,452,21.0,70.1,8.8,24.5,modelled
N20002714,Coast_Road_G3,413,17.7,69.7,12.6,23.1,modelled
N20002715,Coast_Road_E5,507,32.7,59.0,8.3,34.2,modelled
N20002716,Coast_Road_F5,772,22.9,57.5,19.6,30.4,modelled
N20002717,Coast_Road_E6,291,35.4,49.5,15.1,39.2,modelled
N20002718,Coast_Road_G4,441,35.1,51.0,13.8,38.4,modelled
N20002719,Coast_Road_H4,435,15.4,66.0,18.6,23.6,modelled
N20002720,Coast_Road_J2,410,44.1,45.1,10.7,44.8,modelled
N20002721,Coast_Road_J3,201,44.3,46.3,9.5,44.4,modelled
N20002722,Coast_Road_J4,410,17.1,72.2,10.7,21.9,modelled
N20002723,Coast_Road_H5,424,13.0,63.2,23.8,23.7,modelled
N20002724,Coast_Road_J5,316,27.5,56.0,16.5,33.0,modelled
N20002725,Larne_Lough_A1,268,18.7,69.0,12.3,23.9,modelled
N20002726,Larne_Lough_A2,544,28.9,62.5,8.6,31.0,modelled
N20002727,Larne_Lough_B1,429,32.2,50.8,17.0,37.2,modelled
N20002728,Larne_Lough_A3,414,28.5,61.1,10.4,31.4,modelled
N20002729,Larne_Lough_B2,151,25.8,69.5,4.6,26.9,modelled
N20002730,Larne_Lough_C1,441,19.5,66.7,13.8,25.2,modelled
N20002731,Larne_Lough_C2,578,19.9,61.9,18.2,27.3,modelled
N20002732,Larne_Lough_B3,419,20.3,68.0,11.7,25.0,modelled
N20002733,Larne_Lough_C3,439,29.4,55.4,15.3,34.1,modelled
N20002734,Larne_Lough_B4,284,16.9,68.0,15.1,23.5,modelled
N20002735,Larne_Lough_B5,512,21.5,64.1,14.5,27.1,modelled
N20002736,Larne_Lough_B6,388,16.0,76.3,7.7,19.8,modelled
N20002737,Larne_Lough_C4,566,26.0,58.0,16.1,31.6,modelled
N20002738,Larne_Lough_C5,423,21.7,56.0,22.2,30.5,modelled
N20002739,Larne_Lough_E1,618,6.8,77.5,15.7,15.2,modelled
N20002740,Larne_Lough_C6,601,10.3,74.2,15.5,18.1,modelled
N20002741,Larne_Lough_F1,472,3.8,84.3,11.9,11.1,modelled
N20002742,Larne_Lough_D1,846,8.9,81.3,9.8,14.6,modelled
N20002743,Larne_Lough_E2,881,3.9,79.8,16.3,13.0,modelled
N20002744,Larne_Lough_D2,786,6.9,81.2,12.0,13.7,modelled
N20002745,Larne_Lough_F2,525,4.6,78.9,16.6,13.7,modelled
N20002746,Larne_Lough_D3,667,2.7,87.1,10.2,9.5,modelled
N20002747,Larne_Lough_F3,606,4.5,82.0,13.5,12.3,modelled
N20002748,Larne_Lough_F4,459,6.3,69.7,24.0,18.1,modelled
N20002749,Larne_Lough_G1,364,6.0,77.7,16.2,14.8,modelled
N20002750,Larne_Lough_G2,363,4.1,79.9,16.0,13.0,modelled
N20002751,Larne_Lough_E3,568,6.0,81.3,12.7,13.3,modelled
N20002752,Larne_Lough_G3,330,3.6,79.4,17.0,13.0,modelled
N20002753,Larne_Lough_G4,431,4.9,81.4,13.7,12.8,modelled
N20002754,Larne_Lough_H1,296,13.9,57.4,28.7,26.4,modelled
N20002755,Larne_Lough_J1,498,12.4,76.3,11.2,18.2,modelled
N20002756,Larne_Lough_H2,384,13.5,63.3,23.2,23.9,modelled
N20002757,Larne_Lough_J2,489,16.8,62.6,20.7,25.6,modelled
N20002758,Larne_Lough_F5,414,11.8,73.7,14.5,19.0,modelled
N20002759,Larne_Lough_H3,220,14.5,64.5,20.9,23.8,modelled
N20002760,Larne_Lough_H4,465,17.8,57.6,24.5,28.1,modelled
