election_key,date,body,constituency,absent_party,absent_party_contested,winner,parties_present
local-government-local-government-districts__1989-05-17,1989-05-17,local-government,Shantallow,UUP,91/98,SDLP,Independent | SDLP | Sinn Féin
local-government-local-government-districts__1989-05-17,1989-05-17,local-government,Shore Road,SDLP,69/98,UUP,Alliance | DUP | Independent | Labour '87 | UUP
local-government-local-government-districts__1989-05-17,1989-05-17,local-government,Torrent,DUP,83/98,SDLP,Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__1989-05-17,1989-05-17,local-government,Upper Falls,UUP,91/98,Sinn Féin,Alliance | Communist Party of Ireland | DUP | SDLP | Sinn Féin | Workers Party
local-government-local-government-districts__1989-05-17,1989-05-17,local-government,Victoria,SDLP,69/98,UUP,Alliance | DUP | Independent | UUP | Workers Party
local-government-local-government-districts__1989-05-17,1989-05-17,local-government,lg89-NaM-Crotlieve,DUP,83/98,SDLP,Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__1989-05-17,1989-05-17,local-government,lg89-NaM-Newry-Town,DUP,83/98,SDLP,Independent | SDLP | Sinn Féin | UUP | Workers Party
local-government-local-government-districts__1989-05-17,1989-05-17,local-government,lg89-NaM-Slieve-Gullion,DUP,83/98,SDLP,Independent | SDLP | Sinn Féin
local-government-local-government-districts__1989-05-17,1989-05-17,local-government,lg89-NaM-Slieve-Gullion,UUP,91/98,SDLP,Independent | SDLP | Sinn Féin
local-government-local-government-districts__1989-05-17,1989-05-17,local-government,lg89-NoD-Abbey,SDLP,69/98,Ulster Popular Unionist Party,Alliance | Conservative | DUP | UUP | Ulster Popular Unionist Party
local-government-local-government-districts__1989-05-17,1989-05-17,local-government,lg89-NoD-Ballyholme-and-Groomsport,SDLP,69/98,Conservative,Alliance | Conservative | DUP | Independent | UUP
local-government-local-government-districts__1989-05-17,1989-05-17,local-government,lg89-NoD-Bangor-West,SDLP,69/98,UUP,Alliance | Conservative | DUP | Independent | PUP | UUP
local-government-local-government-districts__1989-05-17,1989-05-17,local-government,lg89-NoD-Holywood,SDLP,69/98,UUP,Alliance | Conservative | DUP | Independent | UUP
house-of-commons-of-the-united-kingdom__1992-04-09,1992-04-09,house-of-commons-of-the-united-kingdom,Belfast East,SDLP,13/17,DUP,Alliance | Conservative | DUP | Natural Law | Sinn Féin | UUP | Workers' Party
house-of-commons-of-the-united-kingdom__1992-04-09,1992-04-09,house-of-commons-of-the-united-kingdom,Belfast West,Alliance,16/17,SDLP,Natural Law | SDLP | Sinn Féin | UUP | Workers' Party
house-of-commons-of-the-united-kingdom__1992-04-09,1992-04-09,house-of-commons-of-the-united-kingdom,Belfast West,Conservative,11/17,SDLP,Natural Law | SDLP | Sinn Féin | UUP | Workers' Party
house-of-commons-of-the-united-kingdom__1992-04-09,1992-04-09,house-of-commons-of-the-united-kingdom,East Antrim,SDLP,13/17,UUP,Alliance | Conservative | DUP | Natural Law | UUP
house-of-commons-of-the-united-kingdom__1992-04-09,1992-04-09,house-of-commons-of-the-united-kingdom,East Antrim,Sinn Féin,14/17,UUP,Alliance | Conservative | DUP | Natural Law | UUP
house-of-commons-of-the-united-kingdom__1992-04-09,1992-04-09,house-of-commons-of-the-united-kingdom,Fermanagh and South Tyrone,Conservative,11/17,UUP,Alliance | Democratic Left | Independent Nationalist | SDLP | Sinn Féin | UUP
house-of-commons-of-the-united-kingdom__1992-04-09,1992-04-09,house-of-commons-of-the-united-kingdom,Foyle,Conservative,11/17,SDLP,Alliance | DUP | Natural Law | SDLP | Sinn Féin | Workers' Party
house-of-commons-of-the-united-kingdom__1992-04-09,1992-04-09,house-of-commons-of-the-united-kingdom,Foyle,UUP,14/17,SDLP,Alliance | DUP | Natural Law | SDLP | Sinn Féin | Workers' Party
house-of-commons-of-the-united-kingdom__1992-04-09,1992-04-09,house-of-commons-of-the-united-kingdom,Mid Ulster,Conservative,11/17,DUP,Alliance | DUP | Independent | Labour and Trade Union Group | Natural Law | SDLP | Sinn Féin | Workers' Party
house-of-commons-of-the-united-kingdom__1992-04-09,1992-04-09,house-of-commons-of-the-united-kingdom,Mid Ulster,UUP,14/17,DUP,Alliance | DUP | Independent | Labour and Trade Union Group | Natural Law | SDLP | Sinn Féin | Workers' Party
house-of-commons-of-the-united-kingdom__1992-04-09,1992-04-09,house-of-commons-of-the-united-kingdom,Newry and Armagh,Conservative,11/17,SDLP,Alliance | SDLP | Sinn Féin | UUP
house-of-commons-of-the-united-kingdom__1992-04-09,1992-04-09,house-of-commons-of-the-united-kingdom,North Down,SDLP,13/17,Ulster Popular Unionist Party,Alliance | Conservative | DUP | Natural Law | Ulster Popular Unionist Party
house-of-commons-of-the-united-kingdom__1992-04-09,1992-04-09,house-of-commons-of-the-united-kingdom,North Down,Sinn Féin,14/17,Ulster Popular Unionist Party,Alliance | Conservative | DUP | Natural Law | Ulster Popular Unionist Party
house-of-commons-of-the-united-kingdom__1992-04-09,1992-04-09,house-of-commons-of-the-united-kingdom,North Down,UUP,14/17,Ulster Popular Unionist Party,Alliance | Conservative | DUP | Natural Law | Ulster Popular Unionist Party
house-of-commons-of-the-united-kingdom__1992-04-09,1992-04-09,house-of-commons-of-the-united-kingdom,South Antrim,Conservative,11/17,UUP,Alliance | Independent | SDLP | Sinn Féin | UUP
house-of-commons-of-the-united-kingdom__1992-04-09,1992-04-09,house-of-commons-of-the-united-kingdom,Strangford,SDLP,13/17,UUP,Alliance | Conservative | DUP | Natural Law | UUP
house-of-commons-of-the-united-kingdom__1992-04-09,1992-04-09,house-of-commons-of-the-united-kingdom,Strangford,Sinn Féin,14/17,UUP,Alliance | Conservative | DUP | Natural Law | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Ards East,SDLP,69/101,UUP,Alliance | Conservative | DUP | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Ards West,SDLP,69/101,UUP,Alliance | Conservative | DUP | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Ballyclare,SDLP,69/101,UUP,Alliance | DUP | Independent | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Ballymoney Town,SDLP,69/101,DUP,Alliance | DUP | Independent | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Benbradagh,DUP,89/101,UUP,SDLP | Sinn Féin | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Braid,SDLP,69/101,UUP,DUP | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Carrick Castle,SDLP,69/101,Alliance,Alliance | DUP | Independent | PUP | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Castlereagh Central,SDLP,69/101,DUP,Alliance | Conservative | DUP | Independent | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Castlereagh East,SDLP,69/101,DUP,Alliance | Conservative | DUP | Independent | UUP | Ulster Popular Unionist Party
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Castlereagh South,SDLP,69/101,UUP,Alliance | Conservative | DUP | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Castlereagh West,SDLP,69/101,UUP,Alliance | Conservative | DUP | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Cityside,DUP,89/101,SDLP,Independent | SDLP | Sinn Féin | Workers Party
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Cityside,UUP,95/101,SDLP,Independent | SDLP | Sinn Féin | Workers Party
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Coast Road,SDLP,69/101,UUP,Alliance | DUP | Independent | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Coleraine East,SDLP,69/101,UUP,Alliance | DUP | Independent | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Court,SDLP,69/101,UUP,Alliance | DUP | Independent | PUP | UUP | Workers Party
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Crossmore,DUP,89/101,SDLP,SDLP | Sinn Féin | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Downpatrick,DUP,89/101,SDLP,Alliance | Independent | SDLP | Sinn Féin | UUP | Workers Party
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Downshire,SDLP,69/101,UUP,Alliance | Conservative | DUP | UUP | Ulster Democratic Party
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Giant's Causeway,SDLP,69/101,Independent,DUP | Independent | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Glens,UUP,95/101,Independent,DUP | Independent | SDLP | Sinn Féin
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Kilroot,SDLP,69/101,Alliance,Alliance | Conservative | DUP | Independent | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Knockagh Monument,SDLP,69/101,Alliance,Alliance | Conservative | DUP | Independent | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Larne Town,SDLP,69/101,UUP,Alliance | DUP | Independent | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Lisburn Town North,SDLP,69/101,UUP,Alliance | Conservative | DUP | Independent | UUP | Ulster Democratic Party | Workers Party
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Lisburn Town South,SDLP,69/101,UUP,Alliance | Conservative | DUP | UUP | Ulster Democratic Party | Workers Party
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Lough,SDLP,69/101,UUP,Conservative | DUP | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Lower Falls,DUP,89/101,Sinn Féin,Alliance | Democratic Left (Ireland) | SDLP | Sinn Féin | Workers Party
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Lower Falls,UUP,95/101,Sinn Féin,Alliance | Democratic Left (Ireland) | SDLP | Sinn Féin | Workers Party
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Macedon,SDLP,69/101,DUP,Alliance | DUP | Independent | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Mourne,DUP,89/101,SDLP,Democratic Left (Ireland) | Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Newtownards,SDLP,69/101,UUP,Alliance | Conservative | DUP | Independent | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Northland corrected,DUP,89/101,SDLP,Alliance | Independent | SDLP | Sinn Féin | UUP | Workers Party
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Peninsula,SDLP,69/101,Alliance,Alliance | DUP | Independent | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Pottinger,SDLP,69/101,DUP,Alliance | Conservative | DUP | Green / Ecology | Independent | Sinn Féin | UUP | Workers Party
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Shantallow,UUP,95/101,SDLP,DUP | Independent | SDLP | Sinn Féin | Workers Party
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Skerries,SDLP,69/101,UUP,Alliance | Conservative | DUP | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Torrent,DUP,89/101,Sinn Féin,Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,University,SDLP,69/101,UUP,Alliance | DUP | Independent | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Upper Falls,UUP,95/101,Sinn Féin,Alliance | DUP | Independent | SDLP | Sinn Féin | Workers Party
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,Victoria,SDLP,69/101,UUP,Alliance | Conservative | DUP | Green / Ecology | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,lg93-NaM-Crotlieve,DUP,89/101,SDLP,Independent | SDLP | Sinn Féin | UUP | Workers Party
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,lg93-NaM-Fews,DUP,89/101,SDLP,SDLP | Sinn Féin | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,lg93-NaM-Newry-Town,DUP,89/101,SDLP,Independent | SDLP | Sinn Féin | UUP | Workers Party
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,lg93-NaM-Slieve-Gullion,DUP,89/101,SDLP,SDLP | Sinn Féin
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,lg93-NaM-Slieve-Gullion,UUP,95/101,SDLP,SDLP | Sinn Féin
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,lg93-NoD-Abbey,SDLP,69/101,Ulster Popular Unionist Party,Alliance | Conservative | DUP | Independent | UUP | Ulster Popular Unionist Party
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,lg93-NoD-Ballyholme-&-Groomsport,SDLP,69/101,Independent,Alliance | Conservative | DUP | Independent | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,lg93-NoD-Bangor-West,SDLP,69/101,Alliance,Alliance | Conservative | DUP | Independent | UUP
local-government-local-government-districts__1993-05-19,1993-05-19,local-government,lg93-NoD-Holywood,SDLP,69/101,Independent,Alliance | Conservative | DUP | Independent | UUP
northern-ireland-forum-for-political-dialogue__1996-05-30,1996-05-30,northern-ireland-forum-for-political-dialogue,Belfast North,Conservative,17/19,DUP,Alliance | DUP | Democratic Left | Green | Independent (Alan Chambers) | Independent (Oliver McMuIlan) | Labour Coalition | NI Women's Coalition | Natural Law | PUP | SDLP | Sinn Féin | UKUP | UUP | Ulster Democratic Party | Ulster Independence Movement | Ulster's Independent Voice | Workers' Party
northern-ireland-forum-for-political-dialogue__1996-05-30,1996-05-30,northern-ireland-forum-for-political-dialogue,Belfast West,UKUP,17/19,Sinn Féin,Alliance | Communist Party of Ireland | Conservative | DUP | Democratic Left | Green | Independent (Alan Chambers) | Independent (Thomas O'Brien) | Labour Coalition | NI Women's Coalition | Natural Law | PUP | SDLP | Sinn Féin | UUP | Ulster Democratic Party | Ulster Independence Movement | Ulster's Independent Voice | Workers' Party
northern-ireland-forum-for-political-dialogue__1996-05-30,1996-05-30,northern-ireland-forum-for-political-dialogue,South Down,UKUP,17/19,SDLP,Alliance | Conservative | DUP | Democratic Left | Democratic Partnership | Green | Independent (Alan Chambers) | Labour Coalition | NI Women's Coalition | Natural Law | PUP | SDLP | Sinn Féin | UUP | Ulster Democratic Party | Ulster Independence Movement | Workers' Party
northern-ireland-forum-for-political-dialogue__1996-05-30,1996-05-30,northern-ireland-forum-for-political-dialogue,Upper Bann,Conservative,17/19,UUP,Alliance | DUP | Democratic Left | Democratic Partnership | Green | Independent (Alan Chambers) | Labour Coalition | NI Women's Coalition | Natural Law | PUP | SDLP | Sinn Féin | UKUP | UUP | Ulster Democratic Party | Ulster Independence Movement | Workers' Party
