id,title,sourceSlugOrId,provider,organisation,confidence,readiness
census-09723-f1056,Percentage of Usual Residents that Moved within the State in the Previous Year,F1056,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09724-vac08,Percentage of Vacant Dwellings,VAC08,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09725-vac09,Percentage of Vacant Dwellings,VAC09,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09726-vac10,Percentage of Vacant Dwellings,VAC10,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09727-vac11,Percentage of Vacant Dwellings,VAC11,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09728-vac21,Percentage of Vacant Dwellings by BER Group,VAC21,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-09729-vac20,Percentage of Vacant Dwellings by Dwelling Type,VAC20,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09730-vac19,Percentage of Vacant Dwellings by Urban-Rural,VAC19,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-09731-vac22,Percentage of Vacant Dwellings by Year of Construction,VAC22,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09732-emp06,Percentage of women on maternity benefit with no income from employer,EMP06,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09736-hap04,Percentage of Working HAP Tenants,HAP04,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09738-hap19,Percentage of Working HAP Tenants,HAP19,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09739-nta115,Percentage persons who cycled more than they did pre COVID-19,NTA115,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09741-nta110,Percentage persons who walked more than they did pre COVID-19,NTA110,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09743-hap02,Percentage Working and Median Income and P25 and P75 of HAP Households,HAP02,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09744-hap17,Percentage Working and Median Income and P25 and P75 of HAP Households,HAP17,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09746-vsa31,Period Life Expectancy,VSA31,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09753-sap2011t6t5cty,Permanent  Private Households,SAP2011T6T5CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09754-sap2011t6t6cty,Permanent  Private Households,SAP2011T6T6CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09755-sap2011t6t7cty,Permanent  Private Households,SAP2011T6T7CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09763-sap2011t6t5dc07,Permanent  Private Households,SAP2011T6T5DC07,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09764-sap2011t6t6dc07,Permanent  Private Households,SAP2011T6T6DC07,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09765-sap2011t6t7dc07,Permanent  Private Households,SAP2011T6T7DC07,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09766-sap2011t6t5dc13,Permanent  Private Households,SAP2011T6T5DC13,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09767-sap2011t6t6dc13,Permanent  Private Households,SAP2011T6T6DC13,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09768-sap2011t6t7dc13,Permanent  Private Households,SAP2011T6T7DC13,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09773-sap2011t6t5prov,Permanent  Private Households,SAP2011T6T5PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09774-sap2011t6t6prov,Permanent  Private Households,SAP2011T6T6PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09775-sap2011t6t7prov,Permanent  Private Households,SAP2011T6T7PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09776-sap2011t6t5sa,Permanent  Private Households,SAP2011T6T5SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09777-sap2011t6t6sa,Permanent  Private Households,SAP2011T6T6SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09778-sap2011t6t7sa,Permanent  Private Households,SAP2011T6T7SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09779-sap2011t6t3cty,Permanent  Private Households and Persons in Permanent  Private Households,SAP2011T6T3CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09780-sap2011t6t4cty,Permanent  Private Households and Persons in Permanent  Private Households,SAP2011T6T4CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09781-sap2011t6t3lea08,Permanent  Private Households and Persons in Permanent  Private Households,SAP2011T6T3LEA08,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09783-sap2011t6t3clt,Permanent  Private Households and Persons in Permanent  Private Households,SAP2011T6T3CLT,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09785-sap2011t6t3gael,Permanent  Private Households and Persons in Permanent  Private Households,SAP2011T6T3GAEL,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09787-sap2011t6t3dc07,Permanent  Private Households and Persons in Permanent  Private Households,SAP2011T6T3DC07,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09788-sap2011t6t4dc07,Permanent  Private Households and Persons in Permanent  Private Households,SAP2011T6T4DC07,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09789-sap2011t6t3dc13,Permanent  Private Households and Persons in Permanent  Private Households,SAP2011T6T3DC13,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09790-sap2011t6t4dc13,Permanent  Private Households and Persons in Permanent  Private Households,SAP2011T6T4DC13,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09791-sap2011t6t3dioc,Permanent  Private Households and Persons in Permanent  Private Households,SAP2011T6T3DIOC,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09793-sap2011t6t3dp,Permanent  Private Households and Persons in Permanent  Private Households,SAP2011T6T3DP,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09795-sap2011t6t3prov,Permanent  Private Households and Persons in Permanent  Private Households,SAP2011T6T3PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09796-sap2011t6t4prov,Permanent  Private Households and Persons in Permanent  Private Households,SAP2011T6T4PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09797-sap2011t6t3sa,Permanent  Private Households and Persons in Permanent  Private Households,SAP2011T6T3SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09798-sap2011t6t4sa,Permanent  Private Households and Persons in Permanent  Private Households,SAP2011T6T4SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09802-cd402,Permanent Housing Units by Occupancy Status,CD402,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-09803-cdr46,Permanent Housing Units by Occupancy Status,CDR46,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-09804-cdd45,Permanent Housing Units by Occupancy Status,CDD45,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-09805-c0674,Permanent Housing Units by Occupancy Status and Vacancy Rate,C0674,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09806-cd462,Permanent Housing Units by Occupancy Status and Vacancy Rate,CD462,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09807-cd463,Permanent Housing Units by Occupancy Status and Vacancy Rate,CD463,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09808-e1068,Permanent Housing Units by Occupancy Status and Vacancy Rate 2011 to 2016,E1068,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09809-e1069,Permanent Housing Units by Occupancy Status and Vacancy Rate 2011 to 2016,E1069,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09810-e1070,Permanent Housing Units by Occupancy Status and Vacancy Rate 2016,E1070,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09811-cna05,Permanent Private Dwellings,CNA05,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09812-sap2016t6t5cty,Permanent private households,SAP2016T6T5CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09813-sap2016t6t6cty,Permanent private households,SAP2016T6T6CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09814-sap2016t6t7cty,Permanent private households,SAP2016T6T7CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09815-sap2016t6t5prov,Permanent private households,SAP2016T6T5PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09816-sap2016t6t6prov,Permanent private households,SAP2016T6T6PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09817-sap2016t6t7prov,Permanent private households,SAP2016T6T7PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09818-sap2016t6t5ed,Permanent private households,SAP2016T6T5ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09819-sap2016t6t6ed,Permanent private households,SAP2016T6T6ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09820-sap2016t6t7ed,Permanent private households,SAP2016T6T7ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09824-sap2016t6t5con13,Permanent Private Households,SAP2016T6T5CON13,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09825-sap2016t6t6con13,Permanent Private Households,SAP2016T6T6CON13,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09826-sap2016t6t7con13,Permanent Private Households,SAP2016T6T7CON13,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09827-sap2016t6t5nuts,Permanent Private Households,SAP2016T6T5NUTS,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09828-sap2016t6t6nuts,Permanent Private Households,SAP2016T6T6NUTS,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09829-sap2016t6t7nuts,Permanent Private Households,SAP2016T6T7NUTS,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09833-sap2016t6t5sa,Permanent Private Households,SAP2016T6T5SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09834-sap2016t6t6sa,Permanent Private Households,SAP2016T6T6SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09835-sap2016t6t7sa,Permanent Private Households,SAP2016T6T7SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09842-sap2016t6t5con17,Permanent private households,SAP2016T6T5CON17,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09843-sap2016t6t6con17,Permanent private households,SAP2016T6T6CON17,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09844-sap2016t6t7con17,Permanent private households,SAP2016T6T7CON17,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09845-sap2016t6t5set,Permanent private households,SAP2016T6T5SET,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09846-sap2016t6t6set,Permanent private households,SAP2016T6T6SET,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09847-sap2016t6t7set,Permanent private households,SAP2016T6T7SET,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09848-sap2011t6t5ed,Permanent private households,SAP2011T6T5ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09849-sap2011t6t7ed,Permanent Private Households,SAP2011T6T7ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09850-sap2011t6t6ed,Permanent private households,SAP2011T6T6ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09851-fy035,Permanent Private Households,FY035,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09852-fy036,Permanent Private Households,FY036,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09853-fy039,Permanent Private Households,FY039,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09854-fy040,Permanent Private Households,FY040,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09855-fy037,Permanent Private Households,FY037,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09856-fy041,Permanent Private Households,FY041,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09857-fy042,Permanent Private Households,FY042,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09858-fy043,Permanent Private Households,FY043,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09859-fy091,Permanent Private Households,FY091,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09860-fy038,Permanent Private Households,FY038,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09861-fy034a,Permanent Private Households,FY034A,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09862-fy034b,Permanent Private Households,FY034B,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09863-fy102,Permanent Private Households,FY102,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09864-fy103,Permanent Private Households,FY103,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09865-sap2022t6t2prov,Permanent Private Households,SAP2022T6T2PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09866-sap2022t6t5prov,Permanent private households,SAP2022T6T5PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09867-sap2022t6t6prov,Permanent private households,SAP2022T6T6PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09868-sap2022t6t7prov,Permanent private households,SAP2022T6T7PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09869-f2013,Permanent Private Households,F2013,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09870-f2026,Permanent Private Households,F2026,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09871-sap2022t6t5cty,Permanent private households,SAP2022T6T5CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09872-sap2022t6t6cty,Permanent private households,SAP2022T6T6CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09873-sap2022t6t7cty,Permanent private households,SAP2022T6T7CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09874-sap2022t6t2cty,Permanent Private Households,SAP2022T6T2CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09875-sap2022t6t2sa,Permanent Private Households,SAP2022T6T2SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09876-sap2022t6t5sa,Permanent private households,SAP2022T6T5SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09877-sap2022t6t6sa,Permanent private households,SAP2022T6T6SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09878-sap2022t6t7sa,Permanent private households,SAP2022T6T7SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09879-sap2022t6t2town22,Permanent Private Households,SAP2022T6T2TOWN22,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09880-sap2022t6t5town22,Permanent private households,SAP2022T6T5TOWN22,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09881-sap2022t6t6town22,Permanent private households,SAP2022T6T6TOWN22,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09882-sap2022t6t7town22,Permanent private households,SAP2022T6T7TOWN22,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09891-sap2022t6t2nuts,Permanent Private Households,SAP2022T6T2NUTS,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09892-sap2022t6t5nuts,Permanent private households,SAP2022T6T5NUTS,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09893-sap2022t6t6nuts,Permanent private households,SAP2022T6T6NUTS,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09894-sap2022t6t7nuts,Permanent private households,SAP2022T6T7NUTS,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09895-tnlia06,Permanent Private Households,TNLIA06,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09896-sap2022t6t2ed,Permanent Private Households,SAP2022T6T2ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09897-sap2022t6t5ed,Permanent private households,SAP2022T6T5ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09898-sap2022t6t6ed,Permanent private households,SAP2022T6T6ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09899-sap2022t6t7ed,Permanent private households,SAP2022T6T7ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09900-sap2016t6t2cty,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2016T6T2CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09901-sap2016t6t3cty,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2016T6T3CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09902-sap2016t6t4cty,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2016T6T4CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09903-sap2016t6t2prov,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2016T6T2PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09904-sap2016t6t3prov,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2016T6T3PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09905-sap2016t6t4prov,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2016T6T4PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09906-sap2016t6t2ed,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2016T6T2ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09907-sap2016t6t3ed,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2016T6T3ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09908-sap2016t6t4ed,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2016T6T4ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09910-sap2016t6t3lpt,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2016T6T3LPT,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09912-sap2016t6t3con13,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2016T6T3CON13,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09913-sap2016t6t4con13,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2016T6T4CON13,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09914-sap2016t6t2nuts,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2016T6T2NUTS,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09915-sap2016t6t3nuts,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2016T6T3NUTS,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09916-sap2016t6t4nuts,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2016T6T4NUTS,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09918-sap2016t6t3gael,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2016T6T3GAEL,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09920-sap2016t6t2sa,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2016T6T2SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09921-sap2016t6t3sa,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2016T6T3SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09922-sap2016t6t4sa,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2016T6T4SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09924-sap2016t6t3lea19,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2016T6T3LEA19,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09927-sap2016t6t3lea14,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2016T6T3LEA14,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09929-sap2016t6t2con17,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2016T6T2CON17,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09930-sap2016t6t4con17,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2016T6T4CON17,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09931-sap2016t6t2set,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2016T6T2SET,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09932-sap2016t6t3set,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2016T6T3SET,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09933-sap2016t6t4set,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2016T6T4SET,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09934-sap2011t6t2ed,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2011T6T2ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09935-sap2016t6t3con17,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2016T6T3CON17,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09936-sap2011t6t4ed,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2011T6T4ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09937-sap2011t6t3ed,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2011T6T3ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09938-sap2022t6t3prov,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2022T6T3PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09939-sap2022t6t4prov,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2022T6T4PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09940-sap2022t6t3cty,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2022T6T3CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09941-sap2022t6t4cty,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2022T6T4CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09942-sap2022t6t3sa,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2022T6T3SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09943-sap2022t6t4sa,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2022T6T4SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09944-sap2022t6t9cty,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2022T6T9CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09945-sap2022t6t3town22,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2022T6T3TOWN22,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09946-sap2022t6t4town22,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2022T6T4TOWN22,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09947-sap2022t6t9town22,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2022T6T9TOWN22,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09948-sap2022t6t3lea22,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2022T6T3LEA22,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09951-sap2022t6t3lpt,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2022T6T3LPT,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09954-sap2022t6t9sa,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2022T6T9SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09955-sap2022t6t3nuts,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2022T6T3NUTS,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09956-sap2022t6t4nuts,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2022T6T4NUTS,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09957-sap2022t6t9nuts,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2022T6T9NUTS,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09958-sap2022t6t9prov,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2022T6T9PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09959-sap2022t6t3ed,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2022T6T3ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09960-sap2022t6t4ed,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2022T6T4ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09961-sap2022t6t9ed,Permanent Private Households and Number of Persons in Permanent Private Households,SAP2022T6T9ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09962-sap2016t6t2con13,Permanent Private Households by Year Built,SAP2016T6T2CON13,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-09966-qnq03,Person aged 15 years and over in Employment,QNQ03,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09967-qlf05,Person aged 15 years and over in Employment,QLF05,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09972-prsa02,Personal Retirement Savings Accounts,PRSA02,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09975-prsa05,Personal Retirement Savings Accounts,PRSA05,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09977-prsa10,Personal Retirement Savings Accounts Contributions for PAYE Workers,PRSA10,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09979-prsa07,Personal Retirement Savings Accounts for PAYE Workers,PRSA07,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09981-prsa13,Personal Retirement Savings Accounts for the Self Employed,PRSA13,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09982-prsa15,Personal Retirement Savings Accounts for the Self Employed,PRSA15,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09984-his68,Persons achieving National Physical Activity Guidelines,HIS68,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
