code,label,pop,C,P,O,UI_v2,prov
N00003925,,289,19.4,67.8,12.8,28.4,modelled
N00003926,,305,43.3,49.2,7.5,44.8,modelled
N00003927,,312,26.3,63.5,10.2,32.8,modelled
N00003928,,462,31.8,58.2,10.0,36.9,modelled
N00003929,,261,38.3,56.3,5.4,40.3,modelled
N00003930,,318,23.3,68.9,7.8,29.7,modelled
N00003931,,214,6.5,85.0,8.5,17.2,modelled
N00003932,,347,6.6,81.8,11.6,21.0,modelled
N00003933,,841,3.8,89.7,6.5,17.1,modelled
N00003934,,337,5.6,87.5,6.9,18.6,modelled
N00003935,,353,4.0,89.2,6.8,17.4,modelled
N00003936,,938,3.2,89.2,7.6,17.0,modelled
N00003937,,331,4.8,89.7,5.5,17.6,modelled
N00003938,,259,7.3,84.9,7.8,20.2,modelled
N00003939,,386,7.8,86.5,5.7,19.9,modelled
N00003940,,317,3.5,90.2,6.3,16.8,modelled
N00003941,,379,4.7,89.7,5.6,17.5,modelled
N00003942,,468,4.9,83.5,11.6,19.7,modelled
N00003943,,657,5.5,86.1,8.4,19.1,modelled
N00003944,,390,4.6,87.9,7.5,18.1,modelled
N00003945,,333,5.1,90.1,4.8,17.5,modelled
N00003946,,446,4.5,87.9,7.6,18.0,modelled
N00003947,,620,3.9,88.5,7.6,17.6,modelled
N00003948,,323,16.4,75.9,7.7,27.1,modelled
N00003949,,316,18.0,72.2,9.8,29.0,modelled
N00003950,,315,30.5,57.5,12.0,39.2,modelled
N00003951,,265,21.5,69.4,9.1,31.4,modelled
N00003952,,267,15.4,79.0,5.6,25.6,modelled
N00003953,,277,16.2,75.8,8.0,27.0,modelled
N00003954,,223,7.2,83.9,8.9,20.5,modelled
N00003955,,263,19.4,71.1,9.5,29.9,modelled
N00003956,,310,22.6,65.2,12.2,33.3,modelled
N00003957,,221,5.9,83.7,10.4,20.0,modelled
N00003958,,531,4.7,81.9,13.4,20.1,modelled
N00003959,,264,10.6,78.0,11.4,23.9,modelled
N00003960,,260,7.7,84.2,8.1,20.6,modelled
N00003961,,286,8.0,87.8,4.2,19.5,modelled
N00003962,,676,27.5,66.3,6.2,35.0,modelled
N00003963,,296,15.9,77.4,6.7,26.4,modelled
N00003964,,349,3.7,81.9,14.4,17.1,modelled
N00003965,,381,7.9,80.6,11.5,19.3,modelled
N00003966,,301,2.3,81.4,16.3,16.7,modelled
N00003967,,405,33.6,56.5,9.9,38.2,modelled
N00003968,,282,6.4,86.5,7.1,16.7,modelled
N00003969,,260,5.4,85.8,8.8,16.5,modelled
N00003970,,330,3.6,81.8,14.6,17.1,modelled
N00003971,,311,6.1,84.2,9.7,17.3,modelled
N00003972,,327,0.3,93.0,6.7,11.9,modelled
N00003973,,345,70.4,26.4,3.2,63.9,modelled
N00003974,,633,83.3,11.5,5.2,74.3,modelled
N00003975,,372,73.7,19.4,6.9,67.6,modelled
N00003976,,347,72.6,20.7,6.7,66.7,modelled
N00003977,,284,76.4,18.3,5.3,69.1,modelled
N00003978,,370,78.9,17.0,4.1,70.6,modelled
N00003979,,349,80.2,16.3,3.5,71.4,modelled
N00003980,,378,68.0,29.1,2.9,62.0,modelled
N00003981,,270,1.1,88.1,10.8,13.9,modelled
N00003982,,211,16.1,71.6,12.3,25.8,modelled
N00003983,,265,7.2,79.2,13.6,19.5,modelled
N00003984,,363,3.9,87.9,8.2,15.2,modelled
N00003985,,298,2.3,82.2,15.5,16.4,modelled
N00003986,,247,1.6,88.3,10.1,14.1,modelled
N00003987,,304,2.6,80.6,16.8,17.0,modelled
N00003988,,288,2.8,90.3,6.9,13.9,modelled
N00003989,,163,3.1,87.1,9.8,15.1,modelled
N00003990,,420,1.9,92.4,5.7,15.4,modelled
N00003991,,295,1.4,88.5,10.1,16.5,modelled
N00003992,,379,1.8,92.9,5.3,15.2,modelled
N00003993,,393,4.8,80.4,14.8,20.7,modelled
N00003994,,353,3.1,87.0,9.9,17.7,modelled
N00003995,,395,3.8,87.6,8.6,17.8,modelled
N00003996,,340,2.4,86.8,10.8,17.5,modelled
N00003997,,364,2.7,92.6,4.7,15.7,modelled
N00003998,,347,2.6,89.0,8.4,16.9,modelled
N00003999,,388,5.2,86.1,8.7,18.9,modelled
N00004000,,311,2.3,85.5,12.2,15.3,modelled
N00004001,,332,3.0,77.1,19.9,18.4,modelled
N00004002,,275,4.4,84.0,11.6,16.7,modelled
N00004003,,414,2.4,88.2,9.4,14.4,modelled
N00004004,,234,2.1,88.0,9.9,14.4,modelled
N00004005,,203,3.4,88.7,7.9,14.7,modelled
N00004006,,224,4.9,82.6,12.5,17.4,modelled
N00004007,,269,0.7,85.5,13.8,14.6,modelled
N00004008,,474,74.1,21.9,4.0,66.9,modelled
N00004009,,326,68.7,22.1,9.2,64.6,modelled
N00004010,,379,85.8,11.3,2.9,75.4,modelled
N00004011,,482,75.3,17.0,7.7,69.1,modelled
N00004012,,315,46.3,45.7,8.0,47.2,modelled
N00004013,,331,66.8,27.8,5.4,61.9,modelled
N00004014,,335,45.7,47.5,6.8,46.4,modelled
N00004015,,299,51.5,37.1,11.4,52.3,modelled
N00004016,,375,41.6,47.7,10.7,44.6,modelled
N00004017,,305,57.0,34.4,8.6,55.5,modelled
N00004018,,296,60.1,35.8,4.1,56.4,modelled
N00004019,,310,68.1,25.8,6.1,63.1,modelled
N00004020,,425,80.9,16.5,2.6,71.6,modelled
N00004021,,332,55.4,35.5,9.1,54.5,modelled
N00004022,,294,9.9,78.6,11.5,20.8,modelled
N00004023,,247,27.1,68.4,4.5,31.5,modelled
N00004024,,307,7.8,77.2,15.0,20.4,modelled
N00004025,,449,19.4,67.7,12.9,28.5,modelled
N00004026,,327,17.4,74.3,8.3,28.0,modelled
N00004027,,305,9.8,83.9,6.3,21.6,modelled
N00004028,,307,5.5,87.3,7.2,18.7,modelled
N00004029,,283,4.9,88.0,7.1,18.2,modelled
N00004030,,281,7.5,83.3,9.2,20.8,modelled
N00004031,,261,5.7,82.4,11.9,20.4,modelled
N00004032,,233,13.7,74.7,11.6,26.3,modelled
N00004033,,269,5.6,84.0,10.4,19.8,modelled
N00004034,,237,29.5,61.2,9.3,34.9,modelled
N00004035,,288,29.9,60.1,10.0,35.5,modelled
N00004036,,261,11.5,73.9,14.6,23.1,modelled
N00004037,,307,62.5,30.0,7.5,59.3,modelled
N00004038,,255,17.6,74.1,8.3,25.6,modelled
N00004039,,285,34.0,59.3,6.7,37.5,modelled
N00004040,,300,38.3,54.3,7.4,41.0,modelled
N00004041,,304,28.3,66.4,5.3,32.7,modelled
N00004042,,586,4.9,89.6,5.5,17.7,modelled
N00004043,,357,2.8,89.9,7.3,16.7,modelled
N00004044,,290,2.4,89.3,8.3,16.8,modelled
N00004045,,347,2.3,86.7,11.0,17.6,modelled
N00004046,,292,5.1,84.6,10.3,19.5,modelled
N00004047,,1081,15.6,72.6,11.8,27.9,modelled
N00004048,,474,22.8,64.1,13.1,33.8,modelled
N00004049,,492,13.6,76.2,10.2,25.9,modelled
N00004050,,984,21.0,65.8,13.2,32.5,modelled
N00004051,,992,21.5,65.2,13.3,32.9,modelled
N00004052,,330,15.8,75.2,9.0,27.1,modelled
N00004053,,300,9.3,84.0,6.7,21.4,modelled
N00004054,,483,17.0,74.9,8.1,27.7,modelled
N00004055,,235,8.9,79.1,12.0,22.8,modelled
N00004056,,427,23.7,67.2,9.1,33.1,modelled
N00004057,,382,16.5,78.5,5.0,26.2,modelled
N00004058,,1248,36.7,53.7,9.6,43.1,modelled
N00004059,,1463,59.7,31.5,8.8,60.2,modelled
N00004060,,1223,78.3,16.0,5.7,73.3,modelled
N00004061,,640,87.3,8.6,4.1,79.6,modelled
N00004062,,493,41.6,47.5,10.9,47.2,modelled
N00004063,,832,22.8,67.7,9.5,32.5,modelled
N00004064,,612,30.4,59.2,10.4,38.6,modelled
N00004065,,260,3.5,84.6,11.9,18.8,modelled
N00004066,,245,2.4,91.8,5.8,15.9,modelled
N00004067,,259,5.8,77.2,17.0,22.2,modelled
N00004068,,289,4.8,85.8,9.4,18.9,modelled
N00004069,,251,4.0,82.9,13.1,19.6,modelled
N00004070,,213,0.9,88.3,10.8,16.5,modelled
N00004071,,282,3.2,83.7,13.1,19.0,modelled
N00004072,,341,8.8,76.5,14.7,23.7,modelled
N00004073,,1068,19.3,66.4,14.3,31.6,modelled
N00004074,,335,13.1,71.9,15.0,27.1,modelled
N00004075,,427,11.0,83.4,5.6,22.3,modelled
N00004076,,319,7.5,80.9,11.6,21.6,modelled
N00004077,,359,15.6,76.0,8.4,26.7,modelled
N00004078,,309,12.6,77.0,10.4,25.1,modelled
N00004079,,282,3.2,89.0,7.8,17.1,modelled
N00004080,,306,5.9,82.0,12.1,20.6,modelled
N00004081,,299,6.0,85.6,8.4,19.4,modelled
N00004082,,376,4.8,77.1,18.1,21.8,modelled
N00004083,,308,2.3,83.1,14.6,18.7,modelled
N00004084,,317,17.7,75.7,6.6,27.8,modelled
N00004085,,919,33.9,54.4,11.7,41.7,modelled
N00004086,,231,52.8,35.9,11.3,55.9,modelled
N00004087,,783,36.5,44.2,19.3,46.3,modelled
N00004088,,407,19.9,73.0,7.1,29.6,modelled
N00004089,,303,16.5,71.0,12.5,28.8,modelled
N00004090,,990,37.5,44.7,17.8,46.5,modelled
N00004091,,944,33.2,46.5,20.3,44.1,modelled
N00004092,,277,19.9,65.7,14.4,29.4,modelled
N00004093,,373,26.8,62.5,10.7,33.3,modelled
N00004094,,563,86.5,11.2,2.3,75.8,modelled
N00004095,,355,86.5,13.5,0,75.0,modelled
N00004096,,246,6.1,85.8,8.1,16.8,modelled
N00004097,,539,71.2,20.6,8.2,66.1,modelled
N00004098,,278,4.0,84.2,11.8,16.4,modelled
N00004099,,544,25.2,63.2,11.6,32.4,modelled
N00004100,,319,85.6,11.6,2.8,75.3,modelled
N00004101,,207,14.5,72.9,12.6,24.7,modelled
N00004102,,347,4.6,85.9,9.5,16.1,modelled
N00004103,,182,2.7,89.0,8.3,14.3,modelled
N00004104,,191,8.9,79.1,12.0,20.2,modelled
N00004105,,193,6.2,86.0,7.8,16.8,modelled
N00004106,,217,6.0,83.4,10.6,17.6,modelled
N00004107,,207,4.8,84.5,10.7,16.7,modelled
N00004108,,268,3.0,86.2,10.8,15.4,modelled
N00004109,,259,1.2,87.6,11.2,14.1,modelled
N00004110,,313,11.8,72.8,15.4,31.6,modelled
N00004111,,341,12.3,78.6,9.1,29.9,modelled
N00004112,,413,7.0,84.3,8.7,25.8,modelled
N00004113,,663,9.2,81.4,9.4,27.7,modelled
N00004114,,305,13.1,74.1,12.8,31.7,modelled
N00004115,,404,9.9,76.7,13.4,29.5,modelled
N00004116,,706,6.4,83.3,10.3,25.8,modelled
N00004117,,515,10.9,79.0,10.1,29.2,modelled
N00004118,,300,6.3,81.3,12.4,26.5,modelled
N00004119,,326,11.7,77.9,10.4,29.9,modelled
N00004120,,259,15.1,71.0,13.9,33.6,modelled
N00004121,,370,7.6,79.2,13.2,27.7,modelled
N00004122,,379,9.2,77.6,13.2,28.9,modelled
N00004123,,351,12.3,78.6,9.1,29.9,modelled
N00004124,,308,14.0,71.8,14.2,32.9,modelled
N00004125,,354,14.1,75.7,10.2,31.6,modelled
N00004126,,292,8.9,76.0,15.1,29.3,modelled
N00004127,,324,13.6,71.9,14.5,32.7,modelled
N00004128,,425,10.1,79.8,10.1,28.6,modelled
N00004129,,308,6.5,82.1,11.4,26.3,modelled
N00004130,,290,11.7,75.5,12.8,30.7,modelled
N00004131,,289,7.6,81.3,11.1,27.0,modelled
N00004132,,328,8.5,81.7,9.8,27.3,modelled
N00004133,,312,6.7,74.0,19.3,29.1,modelled
N00004134,,317,11.0,80.4,8.6,28.7,modelled
N00004135,,345,6.4,76.5,17.1,28.1,modelled
N00004136,,402,6.5,79.1,14.4,27.3,modelled
N00004137,,376,12.2,76.9,10.9,30.4,modelled
N00004138,,352,10.5,76.4,13.1,29.9,modelled
N00004139,,686,11.5,79.2,9.3,29.4,modelled
N00004140,,410,13.9,70.5,15.6,33.3,modelled
N00004141,,296,8.4,83.1,8.5,26.7,modelled
N00004142,,356,9.6,79.8,10.6,28.4,modelled
N00004143,,327,12.2,75.5,12.3,30.9,modelled
N00004144,,590,10.7,80.3,9.0,28.7,modelled
N00004145,,305,9.5,80.3,10.2,28.1,modelled
N00004146,,360,13.1,70.8,16.1,32.8,modelled
N00004147,,352,9.1,74.4,16.5,29.9,modelled
N00004148,,215,9.8,82.8,7.4,27.4,modelled
N00004149,,276,8.3,80.8,10.9,27.5,modelled
N00004150,,499,13.2,66.5,20.3,34.3,modelled
N00004151,,273,11.0,75.1,13.9,30.5,modelled
N00004152,,237,13.1,73.4,13.5,32.0,modelled
N00004153,,352,8.5,80.7,10.8,27.6,modelled
N00004154,,253,9.1,77.5,13.4,28.9,modelled
N00004155,,290,7.6,78.3,14.1,28.0,modelled
N00004156,,232,11.6,73.3,15.1,31.4,modelled
N00004157,,473,9.3,76.7,14.0,29.3,modelled
N00004158,,418,12.0,75.6,12.4,30.8,modelled
N00004159,,130,12.3,67.7,20.0,33.5,modelled
N00004160,,202,8.9,69.3,21.8,31.6,modelled
N00004161,,299,7.0,69.2,23.8,30.8,modelled
N00004162,,202,6.9,76.2,16.9,28.4,modelled
N00004163,,388,10.8,75.8,13.4,30.2,modelled
N00004164,,407,10.3,74.7,15.0,30.4,modelled
N00004165,,424,8.0,75.7,16.3,29.0,modelled
N00004166,,252,9.1,81.7,9.2,27.5,modelled
N00004167,,379,6.1,72.0,21.9,29.5,modelled
N00004168,,204,5.9,79.4,14.7,26.9,modelled
N00004169,,313,10.9,76.4,12.7,30.0,modelled
N00004170,,292,10.6,72.3,17.1,31.3,modelled
N00004171,,309,10.0,83.5,6.5,27.3,modelled
N00004172,,247,3.6,84.6,11.8,24.2,modelled
N00004173,,259,14.3,71.4,14.3,33.1,modelled
N00004174,,273,12.1,73.6,14.3,31.5,modelled
N00004175,,280,6.4,80.0,13.6,26.9,modelled
N00004176,,406,9.4,82.8,7.8,27.3,modelled
N00004177,,156,14.7,75.6,9.7,31.9,modelled
N00004178,,310,15.2,67.1,17.7,35.0,modelled
N00004179,,344,37.8,51.2,11.0,49.8,modelled
N00004180,,273,34.1,57.5,8.4,46.2,modelled
N00004181,,267,36.3,52.4,11.3,48.8,modelled
N00004182,,341,46.3,44.6,9.1,55.7,modelled
N00004183,,98,19.4,76.5,4.1,33.6,modelled
N00004184,,260,36.5,57.3,6.2,47.3,modelled
N00004185,,702,17.0,77.9,5.1,32.1,modelled
N00004186,,305,18.7,69.2,12.1,35.7,modelled
N00004187,,382,10.2,84.0,5.8,27.2,modelled
N00004188,,289,13.1,78.2,8.7,30.4,modelled
N00004189,,212,9.9,76.9,13.2,29.4,modelled
N00004190,,486,7.2,85.4,7.4,25.5,modelled
N00004191,,598,10.5,77.3,12.2,29.6,modelled
N00004192,,295,9.5,79.0,11.5,28.6,modelled
N00004193,,290,15.5,68.6,15.9,34.6,modelled
N00004194,,265,6.0,86.4,7.6,24.6,modelled
N00004195,,276,4.0,77.9,18.1,26.6,modelled
N00004196,,1009,12.2,76.5,11.3,30.6,modelled
N00004197,,245,4.5,73.5,22.0,28.3,modelled
N00004198,,247,5.3,78.1,16.6,27.1,modelled
N00004199,,798,11.7,73.4,14.9,31.4,modelled
N00004200,,395,9.1,76.7,14.2,29.2,modelled
N00004201,,327,13.1,71.6,15.3,32.6,modelled
N00004202,,342,8.8,70.8,20.4,31.0,modelled
N00004203,,373,6.4,80.7,12.9,26.7,modelled
N00004204,,314,10.2,78.0,11.8,29.2,modelled
N00004205,,285,7.0,77.2,15.8,28.1,modelled
N00004206,,283,2.5,82.0,15.5,24.6,modelled
N00004207,,331,6.3,81.9,11.8,26.3,modelled
N00004208,,484,5.2,79.8,15.0,26.5,modelled
N00004209,,648,6.8,82.7,10.5,26.2,modelled
N00004210,,312,4.8,84.9,10.3,24.6,modelled
N00004211,,674,9.8,74.8,15.4,30.1,modelled
N00004212,,1948,9.5,74.7,15.8,30.0,modelled
N00004213,,321,10.6,73.5,15.9,30.9,modelled
N00004214,,280,11.1,61.8,27.1,35.0,modelled
N00004215,,324,4.6,69.8,25.6,29.6,modelled
N00004216,,420,8.8,72.6,18.6,30.4,modelled
N00004217,,247,8.5,76.5,15.0,29.0,modelled
N00004218,,274,6.9,71.2,21.9,30.1,modelled
N00004219,,318,15.1,67.9,17.0,34.7,modelled
N00004220,,298,16.8,73.2,10.0,33.6,modelled
N00004221,,325,11.7,77.5,10.8,30.0,modelled
N00004222,,335,15.2,74.3,10.5,32.6,modelled
N00004223,,261,8.8,78.5,12.7,28.4,modelled
N00004224,,302,10.3,77.8,11.9,29.3,modelled
N00004225,,270,16.3,76.7,7.0,32.2,modelled
N00004226,,431,19.3,65.9,14.8,37.1,modelled
N00004227,,265,10.6,81.1,8.3,28.3,modelled
N00004228,,732,13.8,69.7,16.5,33.5,modelled
N00004229,,326,12.0,75.8,12.2,30.7,modelled
N00004230,,286,11.5,77.6,10.9,29.9,modelled
N00004231,,306,11.1,78.8,10.1,29.3,modelled
N00004232,,246,12.6,78.9,8.5,29.9,modelled
N00004233,,347,8.4,81.8,9.8,27.2,modelled
N00004234,,262,8.8,82.4,8.8,27.1,modelled
N00004235,,294,16.3,74.5,9.2,33.0,modelled
N00004236,,309,16.2,68.3,15.5,35.0,modelled
N00004237,,278,23.4,68.0,8.6,38.1,modelled
N00004238,,346,24.9,57.2,17.9,42.4,modelled
N00004239,,272,20.2,69.5,10.3,36.3,modelled
N00004240,,340,25.0,67.4,7.6,39.0,modelled
N00004241,,274,28.8,63.5,7.7,41.9,modelled
N00004242,,364,18.7,73.4,7.9,34.3,modelled
N00004243,,279,2.2,82.8,15.0,24.2,modelled
N00004244,,194,6.2,78.4,15.4,27.4,modelled
N00004245,,334,11.1,78.1,10.8,29.6,modelled
N00004246,,322,13.4,75.5,11.1,31.4,modelled
N00004247,,315,10.8,84.1,5.1,27.4,modelled
N00004248,,236,4.2,75.0,20.8,27.7,modelled
N00004249,,258,13.2,77.5,9.3,30.6,modelled
N00004250,,244,1.6,82.0,16.4,24.2,modelled
N00004251,,267,3.7,82.0,14.3,25.1,modelled
N00004252,,302,7.0,82.5,10.5,26.4,modelled
N00004253,,293,8.2,79.9,11.9,27.7,modelled
N00004254,,284,9.9,82.7,7.4,27.5,modelled
N00004255,,219,5.5,90.9,3.6,22.9,modelled
N00004256,,860,6.3,82.7,11.0,26.0,modelled
N00004257,,226,4.9,85.4,9.7,24.5,modelled
N00004258,,308,13.0,77.6,9.4,30.5,modelled
N00004259,,199,8.0,81.9,10.1,27.0,modelled
N00004260,,314,7.0,85.4,7.6,25.4,modelled
N00004261,,233,25.8,55.8,18.4,43.2,modelled
N00004262,,281,34.5,47.7,17.8,49.6,modelled
N00004263,,226,28.3,53.1,18.6,45.2,modelled
N00004264,,533,25.0,55.9,19.1,42.9,modelled
N00004265,,222,15.8,62.6,21.6,36.7,modelled
N00004266,,324,14.8,68.5,16.7,34.3,modelled
N00004267,,562,20.1,61.9,18.0,38.8,modelled
N00004268,,324,11.7,67.9,20.4,33.2,modelled
N00004269,,317,17.7,60.3,22.0,38.3,modelled
N00004270,,461,22.8,54.2,23.0,42.5,modelled
N00004271,,291,25.8,57.4,16.8,42.7,modelled
N00004272,,252,42.1,40.9,17.0,55.1,modelled
N00004273,,397,27.2,65.5,7.3,40.6,modelled
N00004274,,296,30.7,53.7,15.6,46.0,modelled
N00004275,,277,36.8,48.7,14.5,50.3,modelled
N00004276,,458,25.1,60.9,14.0,41.2,modelled
N00004277,,309,25.2,64.1,10.7,40.2,modelled
N00004278,,271,21.4,60.5,18.1,39.8,modelled
N00004279,,325,17.5,75.1,7.4,33.3,modelled
N00004280,,318,23.0,63.8,13.2,39.4,modelled
N00004281,,424,21.7,67.0,11.3,37.8,modelled
N00004282,,229,23.1,62.4,14.5,39.9,modelled
N00004283,,340,30.3,57.9,11.8,44.4,modelled
N00004284,,364,26.9,64.8,8.3,40.7,modelled
N00004285,,358,23.7,66.8,9.5,38.7,modelled
N00004286,,317,14.2,77.0,8.8,31.2,modelled
N00004287,,615,20.8,67.8,11.4,37.1,modelled
N00004288,,220,28.2,60.0,11.8,42.8,modelled
N00004289,,220,27.3,57.3,15.4,43.4,modelled
N00004290,,583,24.2,66.4,9.4,39.0,modelled
N00004291,,343,10.2,79.9,9.9,28.6,modelled
N00004292,,204,16.7,66.2,17.1,35.9,modelled
N00004293,,236,30.1,57.6,12.3,44.4,modelled
N00004294,,1013,10.4,52.8,36.8,37.7,modelled
N00004295,,271,13.3,76.4,10.3,31.1,modelled
N00004296,,348,11.8,77.3,10.9,30.1,modelled
N00004297,,329,21.0,66.0,13.0,37.8,modelled
N00004298,,391,24.0,64.5,11.5,39.6,modelled
N00004299,,540,26.1,62.0,11.9,41.3,modelled
N00004300,,175,13.7,81.7,4.6,29.5,modelled
N00004301,,362,14.4,71.5,14.1,33.2,modelled
N00004302,,430,13.7,79.1,7.2,30.3,modelled
N00004303,,270,11.5,80.7,7.8,28.9,modelled
N00004304,,308,11.7,82.5,5.8,28.3,modelled
N00004305,,253,10.7,75.9,13.4,30.1,modelled
N00004306,,390,15.9,66.7,17.4,35.4,modelled
N00004307,,254,14.6,70.1,15.3,33.7,modelled
N00004308,,262,14.9,70.6,14.5,33.7,modelled
N00004309,,235,6.4,84.7,8.9,25.4,modelled
N00004310,,243,13.6,76.5,9.9,31.2,modelled
N00004311,,215,17.2,65.1,17.7,36.5,modelled
N00004312,,304,11.8,72.4,15.8,31.8,modelled
N00004313,,323,12.1,77.4,10.5,30.2,modelled
N00004314,,616,17.0,70.9,12.1,34.5,modelled
N00004315,,240,14.2,70.8,15.0,33.3,modelled
N00004316,,285,17.2,66.7,16.1,35.9,modelled
N00004317,,269,14.5,70.3,15.2,33.6,modelled
N00004318,,256,14.1,74.2,11.7,32.1,modelled
N00004319,,285,21.1,67.4,11.5,37.4,modelled
N00004320,,362,18.2,61.6,20.2,38.1,modelled
N00004321,,650,11.1,82.8,6.1,28.0,modelled
N00004322,,324,11.7,75.6,12.7,30.6,modelled
N00004323,,362,10.2,80.1,9.7,28.5,modelled
N00004324,,247,19.4,70.9,9.7,35.5,modelled
N00004325,,271,15.9,69.7,14.4,34.4,modelled
N00004326,,287,14.6,70.0,15.4,33.7,modelled
N00004327,,274,10.9,80.3,8.8,28.7,modelled
N00004328,,290,13.8,78.6,7.6,30.5,modelled
N00004329,,274,7.3,80.3,12.4,27.2,modelled
N00004330,,290,10.3,75.5,14.2,30.1,modelled
N00004331,,299,21.4,60.9,17.7,39.7,modelled
N00004332,,331,14.2,71.9,13.9,32.9,modelled
N00004333,,257,8.6,73.9,17.5,29.9,modelled
N00004334,,231,9.1,72.3,18.6,30.6,modelled
N00004335,,220,10.0,81.4,8.6,28.0,modelled
N00004336,,318,13.5,59.1,27.4,36.9,modelled
N00004337,,249,9.6,69.1,21.3,31.9,modelled
N00004338,,369,52.0,45.5,2.5,53.6,modelled
N00004339,,539,40.1,57.0,2.9,44.7,modelled
N00004340,,440,36.4,61.6,2.0,41.6,modelled
N00004341,,433,24.5,73.2,2.3,32.7,modelled
N00004342,,727,59.6,37.4,3.0,59.5,modelled
N00004343,,269,65.8,29.7,4.5,64.7,modelled
N00004344,,273,65.2,31.5,3.3,63.9,modelled
N00004345,,438,49.1,46.1,4.8,52.2,modelled
N00004346,,378,40.7,54.2,5.1,45.9,modelled
N00004347,,459,63.8,31.2,5.0,63.4,modelled
N00004348,,214,10.7,81.8,7.5,24.0,modelled
N00004349,,252,87.3,11.5,1.2,79.9,modelled
N00004350,,1152,63.5,33.5,3.0,62.5,modelled
N00004351,,539,74.4,24.5,1.1,70.1,modelled
N00004352,,607,78.4,18.0,3.6,74.0,modelled
N00004353,,492,63.4,32.9,3.7,62.7,modelled
N00004354,,387,44.4,54.5,1.1,47.4,modelled
N00004355,,353,90.7,6.2,3.1,83.1,modelled
N00004356,,286,94.1,3.1,2.8,85.6,modelled
N00004357,,1457,79.5,16.6,3.9,74.9,modelled
N00004358,,298,96.3,3.0,0.7,86.6,modelled
N00004359,,1095,78.5,17.2,4.3,74.3,modelled
N00004360,,494,51.0,45.1,3.9,53.3,modelled
N00004361,,505,76.6,18.8,4.6,73.0,modelled
N00004362,,676,65.2,29.9,4.9,64.4,modelled
N00004363,,472,86.9,12.1,1.0,79.6,modelled
N00004364,,418,70.3,25.4,4.3,68.1,modelled
N00004365,,548,83.4,14.4,2.2,77.3,modelled
N00004366,,268,92.9,4.9,2.2,84.5,modelled
N00004367,,688,76.7,20.6,2.7,72.4,modelled
N00004368,,494,66.8,31.2,2.0,64.7,modelled
N00004369,,403,67.0,31.3,1.7,64.7,modelled
N00004370,,601,93.8,5.3,0.9,84.7,modelled
N00004371,,442,74.7,25.1,0.2,70.0,modelled
N00004372,,486,82.7,16.5,0.8,76.3,modelled
N00004373,,490,96.1,3.5,0.4,86.3,modelled
N00004374,,469,72.3,24.3,3.4,69.3,modelled
N00004375,,849,72.0,26.3,1.7,68.5,modelled
N00004376,,448,48.0,51.3,0.7,50.0,modelled
N00004377,,465,81.3,18.3,0.4,75.1,modelled
N00004378,,211,55.0,31.3,13.7,59.6,modelled
N00004379,,267,12.7,84.6,2.7,23.9,modelled
N00004380,,310,16.8,81.9,1.3,26.6,modelled
N00004381,,292,12.0,83.6,4.4,24.0,modelled
N00004382,,438,42.5,53.0,4.5,47.1,modelled
N00004383,,275,12.4,84.0,3.6,24.0,modelled
N00004384,,251,12.0,80.9,7.1,24.9,modelled
N00004385,,271,18.5,77.1,4.4,28.9,modelled
N00004386,,438,29.7,69.9,0.4,36.0,modelled
N00004387,,348,14.7,83.9,1.4,25.0,modelled
N00004388,,427,47.1,50.4,2.5,49.9,modelled
N00004389,,490,61.8,37.1,1.1,60.6,modelled
N00004390,,439,63.8,34.6,1.6,62.3,modelled
N00004391,,497,68.4,30.8,0.8,65.5,modelled
N00004392,,352,61.9,35.8,2.3,61.0,modelled
N00004393,,314,73.9,25.8,0.3,69.5,modelled
N00004394,,205,69.8,27.8,2.4,67.1,modelled
N00004395,,232,88.4,11.2,0.4,80.5,modelled
N00004396,,446,75.1,22.6,2.3,71.0,modelled
N00004397,,342,76.6,21.1,2.3,72.2,modelled
N00004398,,539,40.8,57.0,2.2,45.0,modelled
N00004399,,672,56.1,41.5,2.4,56.7,modelled
N00004400,,531,40.7,58.2,1.1,44.6,modelled
N00004401,,752,64.2,33.0,2.8,63.0,modelled
N00004402,,1134,94.2,4.5,1.3,85.2,modelled
N00004403,,354,88.7,10.7,0.6,80.8,modelled
N00004404,,709,80.1,17.3,2.6,74.9,modelled
N00004405,,636,93.1,5.3,1.6,84.4,modelled
N00004406,,421,89.3,8.3,2.4,81.8,modelled
N00004407,,344,86.3,12.2,1.5,79.3,modelled
N00004408,,317,77.0,21.5,1.5,72.2,modelled
N00004409,,450,89.6,9.1,1.3,81.7,modelled
N00004410,,656,89.6,7.6,2.8,82.2,modelled
N00004411,,476,89.7,7.1,3.2,82.4,modelled
N00004412,,432,91.9,5.8,2.3,83.8,modelled
N00004413,,210,53.3,43.8,2.9,54.7,modelled
N00004414,,154,59.1,35.1,5.8,60.1,modelled
N00004415,,1041,88.6,10.4,1.0,80.8,modelled
N00004416,,628,68.0,26.1,5.9,66.9,modelled
N00004417,,506,65.4,33.8,0.8,63.2,modelled
N00004418,,517,74.5,25.1,0.4,70.0,modelled
N00004419,,468,77.8,21.8,0.4,72.5,modelled
N00004420,,527,64.7,34.3,1.0,62.7,modelled
N00004421,,374,31.6,65.5,2.9,38.3,modelled
N00004422,,493,93.5,5.1,1.4,84.7,modelled
