,DUP,Sinn Féin,UUP,SDLP,Alliance,TUV,Green,PBP,Aontú,Independent,Other
AIRPORT,7.3901485405124205,11.33258460265464,16.599427850847132,6.348574406469525,4.056993865572809,0.8662689327069634,0.44544502318590357,8.452222928583136e-07,8.396189210788005e-07,6.366289665821402,2.1588254678904466
ANTRIM,9.201522630577625,5.707516242203343,10.851517460605919,6.228011276897922,6.374708308586956,3.0625236839394865,0.32906668567591657,5.198808085636921e-07,5.619347631855121e-07,5.003311993860706,4.055161154426022
ARDS PENINSULA,13.550058077615873,2.994342067964255,14.763585332232635,6.3874586767852115,6.71119715470576,1.7051419145925482,1.1272621923112005,0.029615239793309107,0.03304409730050925,4.328664140113313,4.963141557768827
ARMAGH,3.121286723363934,13.127410610924388,7.488416779728263,8.629789870224553,2.4091641130624204,0.2999061995868366,0.23645728717404776,0.13069344481756023,1.7756694503845447,2.897424063804201,1.2470815250726186
BALLYARNETT,1.7400398946766296,16.29825831196832,6.443276872577712,9.861789826087874,5.9290361547716754,1.8893448309372617e-06,9.869969483675782e-07,2.9090175821949567,3.602180547147689,3.4267870845710324,8.950669845023988
BALLYCLARE,12.31936115940025,0.31899108692437406,13.53440830768653,0.01228323756500797,3.330392913158415,4.32553690756669,0.4043032908308865,4.796380379141647e-07,5.077344847058946e-07,14.157961853512814,3.443447276920214
BALLYMENA,9.296016578970413,4.084241772720736,9.612946942412272,7.125994387594336,4.446601834282758,6.650092033869123,0.07405397815661083,0.03064037656069759,0.029272923539957297,6.222677255478384,2.0236302500452523
BALLYMONEY,10.918781780488148,8.72228987179549,6.141399653518999,5.520111960184828,4.597963985854427,5.487815677210228,0.12535384028835342,0.08164723075412095,0.08212935698513106,15.991657051479502,0.909966815991032
BALMORAL,7.616430511610223,7.694467707361137,14.853696244010353,9.677266777284354,5.310992749667256,0.04303101305600805,1.6593253528504293,0.63707798581664,0.01944052354181491,1.6914701207359697,4.422241331060464
BANBRIDGE,7.935910223245824,7.436751541526209,8.728284882754238,5.521045498715469,3.449541913887501,1.5450542035215349,0.14787963942517143,0.10011084161990953,0.11647823533597473,7.776020522715839,1.6276640756301477
BANGOR CENTRAL,11.844674894906527,3.3335421341560325e-06,12.015658251500179,0.02605094908405172,7.229607560468535,1.8279579308415923,4.355427371734512,5.879270739105354e-07,6.859953021123151e-07,6.612521563057857,13.135454143712067
BANGOR EAST AND DONAGHADEE,11.344724330585503,0.2836651045558644,12.710653410537455,1.20354667106783,6.2478719587350104,1.4380360771970706,2.7749323235206464,0.0719647297263055,0.06342433432992445,6.91145984957781,5.446970979514573
BANGOR WEST,10.43905247628134,0.33139401087647163,12.013256118695502,2.1279240985222407,6.892867093625594,2.74851191280279,5.237660042750386,6.085504708181042e-07,7.186714375499354e-07,7.2751636832451,10.146620227445188
BANN,9.565546760033373,9.333960016022669,12.052893608017305,8.567191018712663,2.1808832170830716,2.661533322892316,0.3096522429893973,5.307747682786709e-07,1.130904295311902,6.613320923631818,2.175233498846171
BANNSIDE,13.839173380994477,6.017421571168974,8.115392748839852,5.730570080943294,3.289532627854389,14.673036901430686,0.2303587671573513,0.17763078930737702,0.18432063965342943,10.431940396429445,0.7826395449397913
BENBRADAGH,5.3673986690373185,21.496939727779896,13.76476309778936,15.827128810445668,3.435384261199599,5.665968891666497,9.294725348649806e-07,6.989906790327392e-07,2.872095370010564,4.494238969483196,4.248577179864998
BLACK MOUNTAIN,0.42183347102865537,30.083429177890228,1.9966870107686454,17.362933721224675,4.974614999990724,1.1417556175698214e-06,0.39393758267794016,5.356126104924448,1.6212667063435167,2.291091867893764,11.431388513177323
BOTANIC,5.575299344433605,7.439747295692444,13.204747953309383,6.128889256480157,4.712128931950608,1.602200422819806,4.669271349546267,1.2609641747694458,0.14581454881817854,2.675320190502318,4.170549936679811
BRAID,11.067753238089628,4.616689817132375,12.13219389308612,5.3587214669690555,3.3589928191350458,8.06645885499442,0.19446447655254623,0.11490798296133446,0.1404009049354608,9.844643491674104,2.9507919341846574
CARNTOGHER,4.22872477289276,22.861512579348602,8.268699264657961,9.508886123717618,0.8079496845576879,2.395493005393564,9.179950446169988e-07,6.592717542513474e-07,2.466800255650194,5.344688643051921,7.90914082926563
CARRICK CASTLE,12.17300720911228,3.6504967890656935e-06,9.172832448955644,2.8695635957147075e-06,5.391202070980997,2.3191740962328615,0.579466186311644,6.21304478055279e-07,5.557404538747688e-07,9.71133231031099,4.289149237640538
CASTLE,9.17907400008889,12.02241501829581,15.361180487057286,5.328340425754558,4.1498481691173925,1.637405417632038e-06,2.844114104612142,0.6937791023159777,6.816743612679992e-07,6.338264979630904,3.4734590613772345
CASTLEREAGH EAST,15.965480624301996,0.08754511469743592,13.895413259914466,0.2912716940850312,6.695379380214847,3.7590883340071626,1.8538012023473205,5.24834921809685e-07,5.094005130887744e-07,5.145447958668517,4.84794690563094
CASTLEREAGH SOUTH,8.451819114171506,6.362334320368761,15.408780693512059,11.016745943767756,5.786918924100639,1.725689869453338,2.453619834265219,0.17298632656038912,7.608261572709998e-07,3.9271896314605903,2.3097056870958013
CAUSEWAY,11.464652954328605,2.6038164970261155,12.51863980638899,2.5725553396710334,3.544244366120824,3.7199569289463983,1.2812207300222431,0.0295644688495391,0.031877010634841454,4.707731636632801,2.199358226826315
CLOGHER VALLEY,8.782934272582182,13.001432363045659,10.856203094306663,4.38314458263338,1.2132604333203787,0.3457383982579789,6.425128179065613e-07,6.261982822538896e-07,6.965855822291439e-07,7.3513672067941345,5.131788451664758
COAST ROAD,8.781879537209315,6.790881790163708,10.086813563138588,4.9835583529699665,8.844390542807478,4.264293551332553,0.5271598337469332,0.111109684596678,0.11131597055739438,7.813840809149671,5.030592810434285
COLERAINE,10.397894345688211,3.5874716829353046,13.989985546937,4.566268551013672,2.53630766352731,1.7283461628725483,1.543228456903736e-06,0.8903939465354156,7.045927887376367e-07,9.70903953312993,6.954793865129047
COLLIN,5.38606969092078,27.175427634545247,12.158700135131006,7.5244348081146075,8.583552865470168,0.2912898703066707,0.6704889263881224,3.943258990405543,1.7020543021566688,1.4545092204407886,4.548131875160438
COMBER,14.686620321972173,3.157987433684112e-06,12.31721348531072,3.304567549767375e-06,4.395685074457751,3.781871630434319,1.625800164436049,5.780799248406837e-07,6.149729916755383e-07,9.300950138758516,6.160297281159006
COOKSTOWN,7.197289417843199,16.49325473617618,10.484999770452458,7.426440983280015,2.7002853624067416,2.826751352776683,0.022880073126771948,0.023003217249008626,0.024755936159521125,3.1240482219149937,4.040196651368182
COURT,13.39311319211158,10.998986054938227,13.733562801026558,3.8158572148481804,2.3347328957858435,2.756419639123256,0.40423875257624153,1.7849175344625945,6.636928993977423e-07,4.212846376663848,7.551413200381416
CRAIGAVON,7.097137984096911,10.837765151446522,8.545815966119644,5.778375601774181,3.6469320350877115,0.6216840068750155,7.716951887971873e-07,5.253903163051613e-07,0.6334670873947771,3.057363866122685,6.5466761710475705
