contest,scale,year,area,party,n_cand,share,seats,lag_n,lag_share,exp_quotas,lag_exp_quotas
local,dea,2019,Crotlieve,PBP,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2023,Crotlieve,PBP,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2014,Crotlieve,SDLP,4,43.42629482071713,6,,,3.039840637450199,
local,dea,2019,Crotlieve,SDLP,3,26.994773519163765,6,4.0,43.42629482071713,1.8896341463414634,3.039840637450199
local,dea,2023,Crotlieve,SDLP,3,17.738984601311177,6,3.0,26.994773519163765,1.2417289220917824,1.8896341463414634
local,dea,2014,Crotlieve,Sinn Féin,3,34.53876800490346,6,,,2.417713760343242,
local,dea,2019,Crotlieve,Sinn Féin,4,29.843205574912893,6,3.0,34.53876800490346,2.0890243902439023,2.417713760343242
local,dea,2023,Crotlieve,Sinn Féin,4,45.67769477054429,6,4.0,29.843205574912893,3.1974386339381002,2.0890243902439023
local,dea,2014,Crotlieve,TUV,0,0.0,6,,,0.0,
local,dea,2019,Crotlieve,TUV,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2023,Crotlieve,TUV,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2014,Crotlieve,UUP,1,9.531106343855347,6,,,0.6671774440698743,
local,dea,2019,Crotlieve,UUP,1,6.2020905923344944,6,1.0,9.531106343855347,0.43414634146341463,0.6671774440698743
local,dea,2023,Crotlieve,UUP,1,3.4151547491995733,6,1.0,6.2020905923344944,0.23906083244397014,0.43414634146341463
local,dea,2014,Cusher,Alliance,0,0.0,5,,,0.0,
local,dea,2019,Cusher,Alliance,1,4.032469232783451,5,0.0,0.0,0.24194815396700706,0.0
local,dea,2023,Cusher,Alliance,1,4.837921485583971,5,1.0,4.032469232783451,0.29027528913503825,0.24194815396700706
local,dea,2014,Cusher,Aontú,0,0.0,5,,,0.0,
local,dea,2019,Cusher,Aontú,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Cusher,Aontú,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Cusher,DUP,2,22.01467645096731,5,,,1.3208805870580387,
local,dea,2019,Cusher,DUP,2,30.226062669110586,5,2.0,22.01467645096731,1.813563760146635,1.3208805870580387
local,dea,2023,Cusher,DUP,2,26.812184394852583,5,2.0,30.226062669110586,1.6087310636911551,1.813563760146635
local,dea,2014,Cusher,Green,0,0.0,5,,,0.0,
local,dea,2019,Cusher,Green,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Cusher,Green,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Cusher,Independent,1,18.364624035071,5,,,1.1018774421042599,
local,dea,2019,Cusher,Independent,2,19.638648860958366,5,1.0,18.364624035071,1.1783189316575018,1.1018774421042599
local,dea,2023,Cusher,Independent,1,16.769832220231308,5,2.0,19.638648860958366,1.0061899332138784,1.1783189316575018
local,dea,2014,Cusher,Other,0,0.0,5,,,0.0,
local,dea,2019,Cusher,Other,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Cusher,Other,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Cusher,PBP,0,0.0,5,,,0.0,
local,dea,2019,Cusher,PBP,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Cusher,PBP,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Cusher,SDLP,1,11.436195558944059,5,,,0.6861717335366435,
local,dea,2019,Cusher,SDLP,1,7.864187832765994,5,1.0,11.436195558944059,0.47185126996595966,0.6861717335366435
local,dea,2023,Cusher,SDLP,1,4.707607102133898,5,1.0,7.864187832765994,0.28245642612803384,0.47185126996595966
local,dea,2014,Cusher,Sinn Féin,1,9.74935671399981,5,,,0.5849614028399885,
local,dea,2019,Cusher,Sinn Féin,1,13.258270053242558,5,1.0,9.74935671399981,0.7954962031945536,0.5849614028399885
local,dea,2023,Cusher,Sinn Féin,1,17.7309007981756,5,1.0,13.258270053242558,1.063854047890536,0.7954962031945536
local,dea,2014,Cusher,TUV,0,0.0,5,,,0.0,
local,dea,2019,Cusher,TUV,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Cusher,TUV,1,16.590649942987458,5,0.0,0.0,0.9954389965792475,0.0
local,dea,2014,Cusher,UUP,2,38.43514724101782,5,,,2.306108834461069,
local,dea,2019,Cusher,UUP,2,24.98036135113904,5,2.0,38.43514724101782,1.4988216810683426,2.306108834461069
local,dea,2023,Cusher,UUP,2,12.550904056035185,5,2.0,24.98036135113904,0.753054243362111,1.4988216810683426
local,dea,2014,Derg,Alliance,0,0.0,5,,,0.0,
local,dea,2019,Derg,Alliance,1,1.8740629685157422,5,0.0,0.0,0.11244377811094453,0.0
local,dea,2023,Derg,Alliance,1,2.0704175927009008,5,1.0,1.8740629685157422,0.12422505556205404,0.11244377811094453
local,dea,2014,Derg,Aontú,0,0.0,5,,,0.0,
local,dea,2019,Derg,Aontú,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Derg,Aontú,1,1.1580301789683003,5,0.0,0.0,0.06948181073809802,0.0
local,dea,2014,Derg,DUP,2,21.26512361914782,5,,,1.2759074171488691,
local,dea,2019,Derg,DUP,2,23.25087456271864,5,2.0,21.26512361914782,1.3950524737631185,1.2759074171488691
local,dea,2023,Derg,DUP,1,19.52275119897064,5,2.0,23.25087456271864,1.1713650719382382,1.3950524737631185
local,dea,2014,Derg,Green,0,0.0,5,,,0.0,
local,dea,2019,Derg,Green,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Derg,Green,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Derg,Independent,0,0.0,5,,,0.0,
local,dea,2019,Derg,Independent,1,9.182908545727136,5,0.0,0.0,0.5509745127436281,0.0
local,dea,2023,Derg,Independent,1,5.930518189261902,5,1.0,9.182908545727136,0.3558310913557141,0.5509745127436281
local,dea,2014,Derg,Other,0,0.0,5,,,0.0,
local,dea,2019,Derg,Other,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Derg,Other,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Derg,PBP,0,0.0,5,,,0.0,
local,dea,2019,Derg,PBP,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Derg,PBP,1,1.3100947479237337,5,0.0,0.0,0.07860568487542402,0.0
local,dea,2014,Derg,SDLP,2,10.862703840084166,5,,,0.6517622304050499,
local,dea,2019,Derg,SDLP,1,12.893553223388306,5,2.0,10.862703840084166,0.7736131934032983,0.6517622304050499
local,dea,2023,Derg,SDLP,1,8.457129488829104,5,1.0,12.893553223388306,0.5074277693297462,0.7736131934032983
local,dea,2014,Derg,Sinn Féin,3,42.46449237243556,5,,,2.5478695423461333,
local,dea,2019,Derg,Sinn Féin,3,36.969015492253874,5,3.0,42.46449237243556,2.2181409295352323,2.5478695423461333
local,dea,2023,Derg,Sinn Féin,3,45.44391156860451,5,3.0,36.969015492253874,2.726634694116271,2.2181409295352323
local,dea,2014,Derg,TUV,1,6.851657022619674,5,,,0.4110994213571804,
local,dea,2019,Derg,TUV,0,0.0,5,1.0,6.851657022619674,0.0,0.4110994213571804
local,dea,2023,Derg,TUV,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Derg,UUP,1,18.556023145712782,5,,,1.113361388742767,
local,dea,2019,Derg,UUP,1,15.829585207396303,5,1.0,18.556023145712782,0.9497751124437781,1.113361388742767
local,dea,2023,Derg,UUP,1,16.107147034740905,5,1.0,15.829585207396303,0.9664288220844542,0.9497751124437781
local,dea,2014,Downpatrick,Alliance,0,0.0,5,,,0.0,
local,dea,2019,Downpatrick,Alliance,1,5.075798592311857,5,0.0,0.0,0.3045479155387114,0.0
local,dea,2023,Downpatrick,Alliance,1,13.75260002447082,5,1.0,5.075798592311857,0.8251560014682491,0.3045479155387114
local,dea,2014,Downpatrick,Aontú,0,0.0,5,,,0.0,
local,dea,2019,Downpatrick,Aontú,1,6.429344883595019,5,0.0,0.0,0.38576069301570115,0.0
local,dea,2023,Downpatrick,Aontú,0,0.0,5,1.0,6.429344883595019,0.0,0.38576069301570115
local,dea,2014,Downpatrick,DUP,1,2.210623272950568,5,,,0.1326373963770341,
local,dea,2019,Downpatrick,DUP,1,2.0167839740119113,5,1.0,2.210623272950568,0.12100703844071468,0.1326373963770341
local,dea,2023,Downpatrick,DUP,1,3.2668542762755415,5,1.0,2.0167839740119113,0.19601125657653248,0.12100703844071468
local,dea,2014,Downpatrick,Green,0,0.0,5,,,0.0,
local,dea,2019,Downpatrick,Green,1,1.7325392528424473,5,0.0,0.0,0.10395235517054684,0.0
local,dea,2023,Downpatrick,Green,1,1.431542885109507,5,1.0,1.7325392528424473,0.08589257310657042,0.10395235517054684
local,dea,2014,Downpatrick,Independent,1,12.879950875038379,5,,,0.7727970525023028,
local,dea,2019,Downpatrick,Independent,1,14.239306984298864,5,1.0,12.879950875038379,0.8543584190579319,0.7727970525023028
local,dea,2023,Downpatrick,Independent,1,4.943105346873853,5,1.0,14.239306984298864,0.2965863208124312,0.8543584190579319
local,dea,2014,Downpatrick,Other,0,0.0,5,,,0.0,
local,dea,2019,Downpatrick,Other,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Downpatrick,Other,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Downpatrick,PBP,0,0.0,5,,,0.0,
local,dea,2019,Downpatrick,PBP,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Downpatrick,PBP,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Downpatrick,SDLP,3,50.90574147988947,5,,,3.0543444887933684,
local,dea,2019,Downpatrick,SDLP,3,40.59285327558202,5,3.0,50.90574147988947,2.435571196534921,3.0543444887933684
local,dea,2023,Downpatrick,SDLP,3,30.71087727884498,5,3.0,40.59285327558202,1.8426526367306988,2.435571196534921
local,dea,2014,Downpatrick,Sinn Féin,2,28.27755603315935,5,,,1.6966533619895607,
local,dea,2019,Downpatrick,Sinn Féin,2,25.24363833243097,5,2.0,28.27755603315935,1.514618299945858,1.6966533619895607
local,dea,2023,Downpatrick,Sinn Féin,3,43.44793833353726,5,2.0,25.24363833243097,2.6068763000122357,1.514618299945858
local,dea,2014,Downpatrick,TUV,0,0.0,5,,,0.0,
local,dea,2019,Downpatrick,TUV,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Downpatrick,TUV,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Downpatrick,UUP,1,5.726128338962235,5,,,0.34356770033773415,
local,dea,2019,Downpatrick,UUP,1,4.669734704926909,5,1.0,5.726128338962235,0.28018408229561453,0.34356770033773415
local,dea,2023,Downpatrick,UUP,1,2.447081854888046,5,1.0,4.669734704926909,0.14682491129328276,0.28018408229561453
local,dea,2014,Downshire East,Alliance,1,11.524349566377586,5,,,0.6914609739826552,
local,dea,2019,Downshire East,Alliance,1,21.344129554655872,5,1.0,11.524349566377586,1.2806477732793524,0.6914609739826552
local,dea,2023,Downshire East,Alliance,2,30.326911850554584,5,1.0,21.344129554655872,1.8196147110332752,1.2806477732793524
local,dea,2014,Downshire East,Aontú,0,0.0,5,,,0.0,
local,dea,2019,Downshire East,Aontú,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Downshire East,Aontú,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Downshire East,DUP,4,47.198132088058706,5,,,2.8318879252835223,
local,dea,2019,Downshire East,DUP,3,44.68016194331984,5,4.0,47.198132088058706,2.6808097165991907,2.8318879252835223
local,dea,2023,Downshire East,DUP,2,41.710449503794514,5,3.0,44.68016194331984,2.502626970227671,2.6808097165991907
local,dea,2014,Downshire East,Green,0,0.0,5,,,0.0,
local,dea,2019,Downshire East,Green,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Downshire East,Green,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Downshire East,Independent,0,0.0,5,,,0.0,
local,dea,2019,Downshire East,Independent,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Downshire East,Independent,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Downshire East,Other,3,14.943295530353568,5,,,0.8965977318212142,
local,dea,2019,Downshire East,Other,0,0.0,5,3.0,14.943295530353568,0.0,0.8965977318212142
local,dea,2023,Downshire East,Other,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Downshire East,PBP,0,0.0,5,,,0.0,
local,dea,2019,Downshire East,PBP,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Downshire East,PBP,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Downshire East,SDLP,0,0.0,5,,,0.0,
local,dea,2019,Downshire East,SDLP,1,6.834008097165992,5,0.0,0.0,0.4100404858299595,0.0
local,dea,2023,Downshire East,SDLP,1,4.553415061295972,5,1.0,6.834008097165992,0.27320490367775835,0.4100404858299595
local,dea,2014,Downshire East,Sinn Féin,0,0.0,5,,,0.0,
local,dea,2019,Downshire East,Sinn Féin,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Downshire East,Sinn Féin,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Downshire East,TUV,1,6.887925283522348,5,,,0.41327551701134085,
local,dea,2019,Downshire East,TUV,0,0.0,5,1.0,6.887925283522348,0.0,0.41327551701134085
local,dea,2023,Downshire East,TUV,1,5.779334500875657,5,0.0,0.0,0.34676007005253945,0.0
local,dea,2014,Downshire East,UUP,2,19.44629753168779,5,,,1.1667778519012675,
local,dea,2019,Downshire East,UUP,2,27.141700404858298,5,2.0,19.44629753168779,1.6285020242914978,1.1667778519012675
local,dea,2023,Downshire East,UUP,2,17.629889083479277,5,2.0,27.141700404858298,1.0577933450087567,1.6285020242914978
local,dea,2014,Downshire West,Alliance,1,8.541233541233542,5,,,0.5124740124740125,
local,dea,2019,Downshire West,Alliance,1,25.922361244786654,5,1.0,8.541233541233542,1.555341674687199,0.5124740124740125
local,dea,2023,Downshire West,Alliance,2,36.620699261735616,5,1.0,25.922361244786654,2.197241955704137,1.555341674687199
local,dea,2014,Downshire West,Aontú,0,0.0,5,,,0.0,
local,dea,2019,Downshire West,Aontú,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Downshire West,Aontú,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Downshire West,DUP,3,34.563409563409564,5,,,2.073804573804574,
local,dea,2019,Downshire West,DUP,3,37.35964068014116,5,3.0,34.563409563409564,2.24157844080847,2.073804573804574
local,dea,2023,Downshire West,DUP,3,40.18665552305335,5,3.0,37.35964068014116,2.411199331383201,2.24157844080847
local,dea,2014,Downshire West,Green,1,2.0616770616770617,5,,,0.12370062370062371,
local,dea,2019,Downshire West,Green,1,3.6894449791466153,5,1.0,2.0616770616770617,0.22136669874879694,0.12370062370062371
local,dea,2023,Downshire West,Green,1,1.7272600640757765,5,1.0,3.6894449791466153,0.10363560384454658,0.22136669874879694
local,dea,2014,Downshire West,Independent,0,0.0,5,,,0.0,
local,dea,2019,Downshire West,Independent,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Downshire West,Independent,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Downshire West,Other,4,17.602217602217603,5,,,1.0561330561330562,
local,dea,2019,Downshire West,Other,1,2.710940006416426,5,4.0,17.602217602217603,0.16265640038498558,1.0561330561330562
local,dea,2023,Downshire West,Other,0,0.0,5,1.0,2.710940006416426,0.0,0.16265640038498558
local,dea,2014,Downshire West,PBP,0,0.0,5,,,0.0,
local,dea,2019,Downshire West,PBP,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Downshire West,PBP,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Downshire West,SDLP,1,4.002079002079002,5,,,0.2401247401247401,
local,dea,2019,Downshire West,SDLP,1,4.94064805903112,5,1.0,4.002079002079002,0.2964388835418672,0.2401247401247401
local,dea,2023,Downshire West,SDLP,0,0.0,5,1.0,4.94064805903112,0.0,0.2964388835418672
local,dea,2014,Downshire West,Sinn Féin,0,0.0,5,,,0.0,
local,dea,2019,Downshire West,Sinn Féin,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Downshire West,Sinn Féin,1,4.206714027023263,5,0.0,0.0,0.25240284162139576,0.0
local,dea,2014,Downshire West,TUV,1,5.803880803880804,5,,,0.3482328482328482,
local,dea,2019,Downshire West,TUV,0,0.0,5,1.0,5.803880803880804,0.0,0.3482328482328482
local,dea,2023,Downshire West,TUV,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Downshire West,UUP,2,27.425502425502426,5,,,1.6455301455301454,
local,dea,2019,Downshire West,UUP,2,25.376965030478022,5,2.0,27.425502425502426,1.5226179018286814,1.6455301455301454
local,dea,2023,Downshire West,UUP,2,17.258671124111995,5,2.0,25.376965030478022,1.0355202674467197,1.5226179018286814
local,dea,2014,Dungannon,Alliance,1,3.14397517204156,6,,,0.22007826204290917,
local,dea,2019,Dungannon,Alliance,1,5.196527610320714,6,1.0,3.14397517204156,0.36375693272244997,0.22007826204290917
local,dea,2023,Dungannon,Alliance,1,4.901144640998959,6,1.0,5.196527610320714,0.34308012486992717,0.36375693272244997
local,dea,2014,Dungannon,Aontú,0,0.0,6,,,0.0,
local,dea,2019,Dungannon,Aontú,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2023,Dungannon,Aontú,1,1.5192507804370448,6,0.0,0.0,0.10634755463059314,0.0
local,dea,2014,Dungannon,DUP,2,20.793415193631088,6,,,1.455539063554176,
local,dea,2019,Dungannon,DUP,2,31.83023872679045,6,2.0,20.793415193631088,2.228116710875332,1.455539063554176
local,dea,2023,Dungannon,DUP,2,28.63683662851197,6,2.0,31.83023872679045,2.004578563995838,2.228116710875332
local,dea,2014,Dungannon,Green,0,0.0,6,,,0.0,
local,dea,2019,Dungannon,Green,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2023,Dungannon,Green,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2014,Dungannon,Independent,1,19.673458372689247,6,,,1.3771420860882473,
local,dea,2019,Dungannon,Independent,2,21.208102242585,6,1.0,19.673458372689247,1.48456715698095,1.3771420860882473
local,dea,2023,Dungannon,Independent,2,18.813735691987514,6,2.0,21.208102242585,1.316961498439126,1.48456715698095
local,dea,2014,Dungannon,Other,0,0.0,6,,,0.0,
local,dea,2019,Dungannon,Other,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2023,Dungannon,Other,1,2.7887617065556713,6,0.0,0.0,0.195213319458897,0.0
local,dea,2014,Dungannon,PBP,0,0.0,6,,,0.0,
local,dea,2019,Dungannon,PBP,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2023,Dungannon,PBP,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2014,Dungannon,SDLP,1,9.13506949129672,6,,,0.6394548643907705,
local,dea,2019,Dungannon,SDLP,1,8.56040511212925,6,1.0,9.13506949129672,0.5992283578490475,0.6394548643907705
local,dea,2023,Dungannon,SDLP,1,6.253902185223725,6,1.0,8.56040511212925,0.4377731529656608,0.5992283578490475
local,dea,2014,Dungannon,Sinn Féin,2,20.267170422345163,6,,,1.4187019295641614,
local,dea,2019,Dungannon,Sinn Féin,2,20.653484446587896,6,2.0,20.267170422345163,1.4457439112611528,1.4187019295641614
local,dea,2023,Dungannon,Sinn Féin,2,28.491155046826222,6,2.0,20.653484446587896,1.9943808532778353,1.4457439112611528
local,dea,2014,Dungannon,TUV,1,6.692754014303063,6,,,0.4684927810012144,
local,dea,2019,Dungannon,TUV,0,0.0,6,1.0,6.692754014303063,0.0,0.4684927810012144
local,dea,2023,Dungannon,TUV,1,3.1113423517169614,6,0.0,0.0,0.2177939646201873,0.0
local,dea,2014,Dungannon,UUP,2,20.29415733369316,6,,,1.4205910133585211,
local,dea,2019,Dungannon,UUP,2,12.55124186158669,6,2.0,20.29415733369316,0.8785869303110683,1.4205910133585211
local,dea,2023,Dungannon,UUP,1,5.483870967741935,6,2.0,12.55124186158669,0.38387096774193546,0.8785869303110683
local,dea,2014,Dunsilly,Alliance,1,8.18576678917474,5,,,0.4911460073504844,
local,dea,2019,Dunsilly,Alliance,1,15.182683451028554,5,1.0,8.18576678917474,0.9109610070617132,0.4911460073504844
local,dea,2023,Dunsilly,Alliance,1,12.248457204185673,5,1.0,15.182683451028554,0.7349074322511404,0.9109610070617132
local,dea,2014,Dunsilly,Aontú,0,0.0,5,,,0.0,
local,dea,2019,Dunsilly,Aontú,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Dunsilly,Aontú,1,3.2599946337536894,5,0.0,0.0,0.19559967802522138,0.0
local,dea,2014,Dunsilly,DUP,2,29.702639492148347,5,,,1.7821583695289007,
local,dea,2019,Dunsilly,DUP,2,28.738102548357386,5,2.0,29.702639492148347,1.724286152901443,1.7821583695289007
local,dea,2023,Dunsilly,DUP,2,22.565065736517305,5,2.0,28.738102548357386,1.353903944191038,1.724286152901443
local,dea,2014,Dunsilly,Green,0,0.0,5,,,0.0,
local,dea,2019,Dunsilly,Green,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Dunsilly,Green,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Dunsilly,Independent,0,0.0,5,,,0.0,
local,dea,2019,Dunsilly,Independent,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Dunsilly,Independent,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Dunsilly,Other,0,0.0,5,,,0.0,
local,dea,2019,Dunsilly,Other,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Dunsilly,Other,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Dunsilly,PBP,0,0.0,5,,,0.0,
local,dea,2019,Dunsilly,PBP,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Dunsilly,PBP,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Dunsilly,SDLP,2,18.827263615101906,5,,,1.1296358169061143,
local,dea,2019,Dunsilly,SDLP,1,13.847098556954252,5,2.0,18.827263615101906,0.8308259134172552,1.1296358169061143
local,dea,2023,Dunsilly,SDLP,1,9.712905822377246,5,1.0,13.847098556954252,0.5827743493426348,0.8308259134172552
local,dea,2014,Dunsilly,Sinn Féin,2,24.724356832609423,5,,,1.4834614099565653,
local,dea,2019,Dunsilly,Sinn Féin,2,24.808105618667486,5,2.0,24.724356832609423,1.4884863371200492,1.4834614099565653
local,dea,2023,Dunsilly,Sinn Féin,2,34.93426348269386,5,2.0,24.808105618667486,2.0960558089616312,1.4884863371200492
local,dea,2014,Dunsilly,TUV,0,0.0,5,,,0.0,
local,dea,2019,Dunsilly,TUV,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Dunsilly,TUV,1,5.9699490206600485,5,0.0,0.0,0.3581969412396029,0.0
local,dea,2014,Dunsilly,UUP,1,18.559973270965585,5,,,1.1135983962579352,
local,dea,2019,Dunsilly,UUP,2,17.424009824992325,5,1.0,18.559973270965585,1.0454405894995396,1.1135983962579352
local,dea,2023,Dunsilly,UUP,1,11.309364099812182,5,2.0,17.424009824992325,0.6785618459887308,1.0454405894995396
local,dea,2014,Enniskillen,Alliance,1,2.1968235119489385,6,,,0.1537776458364257,
local,dea,2019,Enniskillen,Alliance,1,4.290657439446367,6,1.0,2.1968235119489385,0.30034602076124567,0.1537776458364257
local,dea,2023,Enniskillen,Alliance,1,10.148514851485148,6,1.0,4.290657439446367,0.7103960396039604,0.30034602076124567
local,dea,2014,Enniskillen,Aontú,0,0.0,6,,,0.0,
local,dea,2019,Enniskillen,Aontú,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2023,Enniskillen,Aontú,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2014,Enniskillen,DUP,2,19.01439810004453,6,,,1.3310078670031171,
local,dea,2019,Enniskillen,DUP,2,20.775086505190313,6,2.0,19.01439810004453,1.454256055363322,1.3310078670031171
local,dea,2023,Enniskillen,DUP,2,19.098488796248045,6,2.0,20.775086505190313,1.3368942157373633,1.454256055363322
local,dea,2014,Enniskillen,Green,1,1.05388154965118,6,,,0.07377170847558259,
local,dea,2019,Enniskillen,Green,1,1.8823529411764706,6,1.0,1.05388154965118,0.13176470588235292,0.07377170847558259
local,dea,2023,Enniskillen,Green,0,0.0,6,1.0,1.8823529411764706,0.0,0.13176470588235292
local,dea,2014,Enniskillen,Independent,2,12.88407302953837,6,,,0.901885112067686,
local,dea,2019,Enniskillen,Independent,0,0.0,6,2.0,12.88407302953837,0.0,0.901885112067686
local,dea,2023,Enniskillen,Independent,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2014,Enniskillen,Other,0,0.0,6,,,0.0,
local,dea,2019,Enniskillen,Other,1,9.965397923875432,6,0.0,0.0,0.6975778546712803,0.0
local,dea,2023,Enniskillen,Other,1,6.565919749869724,6,1.0,9.965397923875432,0.4596143824908807,0.6975778546712803
local,dea,2014,Enniskillen,PBP,0,0.0,6,,,0.0,
local,dea,2019,Enniskillen,PBP,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2023,Enniskillen,PBP,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2014,Enniskillen,SDLP,1,9.514620751076146,6,,,0.6660234525753301,
local,dea,2019,Enniskillen,SDLP,1,13.217993079584774,6,1.0,9.514620751076146,0.9252595155709342,0.6660234525753301
local,dea,2023,Enniskillen,SDLP,1,7.021886399166233,6,1.0,13.217993079584774,0.4915320479416363,0.9252595155709342
local,dea,2014,Enniskillen,Sinn Féin,2,21.70105388154965,6,,,1.5190737717084755,
local,dea,2019,Enniskillen,Sinn Féin,2,23.62629757785467,6,2.0,21.70105388154965,1.653840830449827,1.5190737717084755
local,dea,2023,Enniskillen,Sinn Féin,3,34.523189161021364,6,2.0,23.62629757785467,2.416623241271495,1.653840830449827
local,dea,2014,Enniskillen,TUV,1,9.440403740537331,6,,,0.6608282618376131,
local,dea,2019,Enniskillen,TUV,1,6.809688581314879,6,1.0,9.440403740537331,0.47667820069204153,0.6608282618376131
local,dea,2023,Enniskillen,TUV,1,6.631057842626368,6,1.0,6.809688581314879,0.46417404898384573,0.47667820069204153
local,dea,2014,Enniskillen,UUP,3,24.194745435653854,6,,,1.6936321804957697,
local,dea,2019,Enniskillen,UUP,2,19.432525951557093,6,3.0,24.194745435653854,1.3602768166089965,1.6936321804957697
local,dea,2023,Enniskillen,UUP,2,16.010943199583117,6,2.0,19.432525951557093,1.1207660239708181,1.3602768166089965
local,dea,2014,Erne East,Alliance,0,0.0,6,,,0.0,
local,dea,2019,Erne East,Alliance,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2023,Erne East,Alliance,1,2.606746874262798,6,0.0,0.0,0.18247228119839587,0.0
local,dea,2014,Erne East,Aontú,0,0.0,6,,,0.0,
local,dea,2019,Erne East,Aontú,1,2.057710501419111,6,0.0,0.0,0.14403973509933776,0.0
local,dea,2023,Erne East,Aontú,0,0.0,6,1.0,2.057710501419111,0.0,0.14403973509933776
local,dea,2014,Erne East,DUP,1,15.86856851757514,6,,,1.1107997962302598,
local,dea,2019,Erne East,DUP,1,16.343424787133397,6,1.0,15.86856851757514,1.1440397350993379,1.1107997962302598
local,dea,2023,Erne East,DUP,1,16.631280962491154,6,1.0,16.343424787133397,1.1641896673743808,1.1440397350993379
local,dea,2014,Erne East,Green,0,0.0,6,,,0.0,
local,dea,2019,Erne East,Green,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2023,Erne East,Green,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2014,Erne East,Independent,0,0.0,6,,,0.0,
local,dea,2019,Erne East,Independent,2,17.62062440870388,6,0.0,0.0,1.2334437086092715,0.0
