dz,con,adults,green,alliance,nonvoter,gap_yield,tilt,p_alli,p_green,yield_flat,yield_refined
N20002474,BELFAST SOUTH,568.344,9.539265838363118,200.26269717731896,205.377747336626,94.13717562850438,0.11310509492817812,0.12213283555811032,0.1380887063799597,94.13717562850438,97.5208583641085
N20000162,EAST ANTRIM,595.408,23.27142248770321,228.94345316300547,241.54397128465712,112.32686894329332,-0.434466572788842,0.0835705593774729,0.09209211203088895,112.32686894329332,96.61608735973583
N20000279,SOUTH ANTRIM,1061.068,0.0001254907500611,3.1350983864178514e-08,430.41165109811567,96.33765832087973,-0.625130516019124,0.07207220869866633,0.0774618620269202,96.33765832087973,96.33764532356997
N20002461,BELFAST SOUTH,577.8960000000001,45.36733492137101,170.8065489547649,208.8294741826197,97.44814207484048,-0.04308499530124254,0.11105726440733261,0.1257820941387086,97.44814207484048,96.09302808335983
N20001080,BELFAST SOUTH,1166.936,0.2922592888267586,0.4817509303551511,421.6859630188988,94.57006705828236,0.24202681688818475,0.13132103975762957,0.14780777052072114,94.57006705828236,94.59750823435112
N20001184,BELFAST SOUTH,591.428,52.62190436330469,89.90056986469438,213.71942054777745,81.95399228259026,0.5903836241808409,0.15593568627992013,0.17127093216587305,81.95399228259026,93.89873513338455
N20002268,LAGAN VALLEY,856.4960000000001,5.637500932055743,128.07087923943752,320.59005889997803,102.4411718860967,-0.4858458844577534,0.07999018449733335,0.08733576445692712,102.4411718860967,93.23015710683559
N20001169,BELFAST SOUTH,419.492,68.27127881557824,134.70632356672937,151.58833731989063,82.31760363395807,0.3410321672262537,0.1384057065800883,0.15501746518503567,82.31760363395807,92.38424850650614
N20002476,BELFAST SOUTH,551.628,10.589304181944478,173.47653746232837,199.337225356137,86.94361173957356,0.18939711664482303,0.12756506648862798,0.14388640992903956,86.94361173957356,91.92340228507013
N20001177,BELFAST SOUTH,385.264,83.5459041475545,134.38920826425093,139.2196494550798,83.4248934327831,0.2553818587862578,0.13227525254982261,0.14879290229734116,83.4248934327831,91.57588480592837
N20001178,BELFAST SOUTH,430.636,79.16139751457314,139.8026782564493,155.61535197354996,87.19682879031669,0.12925997408983955,0.12328188840163976,0.13932775895548763,87.19682879031669,91.35990958601391
N20003469,STRANGFORD,573.916,22.998793182588088,213.79504565983305,242.5408344754504,109.02246678828794,-0.5303613505641986,0.07731320531159235,0.08395066354456929,109.02246678828794,91.20700660204591
N20000219,SOUTH ANTRIM,574.712,8.650372708230359,164.20917172997534,233.12619061728395,91.89038975501468,-0.039532612320739464,0.11130848792312571,0.1260687601247201,91.89038975501468,90.91670212067339
N20002392,LAGAN VALLEY,612.9200000000001,3.469742488120789,133.36649784236673,229.41853657340437,82.6827665510101,0.36433406986037326,0.14007678113193103,0.15668345282295976,82.6827665510101,89.80039927986533
N20001061,BELFAST SOUTH,459.292,46.01508550716906,133.37565094172132,165.9705325115311,79.4803866038386,0.3885904437878652,0.14181777669716578,0.15840545096707034,79.4803866038386,89.55679635218942
N20001077,BELFAST SOUTH,503.072,29.090782261217758,164.48493774889562,181.7909472223356,85.74645037901024,0.10220882516844824,0.12135818451323166,0.13724947944276042,85.74645037901024,88.59824679124353
N20001035,BELFAST SOUTH,451.3320000000001,38.00191316891345,139.63644911489607,163.094093473203,78.19415505352015,0.404856379925632,0.1429861024675448,0.15955327333061814,78.19415505352015,88.56361766617206
N20001231,LAGAN VALLEY,440.1880000000001,9.573415566601662,191.22559150502295,164.76422172089949,82.99322813627589,0.13995564084033194,0.12404300408553003,0.14014470768422885,82.99322813627589,87.00235517347865
N20001172,BELFAST SOUTH,807.94,13.27120004190573,74.86375495531607,291.95856239030167,85.86325356812785,0.08627924354773814,0.12022623670849979,0.13601747906898035,85.86325356812785,86.9595312741039
N20002743,EAST ANTRIM,701.2760000000001,4.629485985135214,146.4232518776025,284.49229772965634,98.28922692346548,-0.629677027811494,0.07182227328293857,0.07714832288526384,98.28922692346548,85.42419216895075
N20002406,LAGAN VALLEY,448.148,31.12259748956875,183.9393811568013,167.74368323483978,87.56722112641127,-0.06947673204616012,0.10919183464931033,0.12364221932236312,87.56722112641127,85.41100858206185
N20003391,SOUTH DOWN,469.64,5.677991329013666,170.96778832174357,162.57413987578232,76.87307315916709,0.3100802670996364,0.13618815922444563,0.1527865221421983,76.87307315916709,84.69105349231978
N20002484,BELFAST SOUTH,668.64,21.21541400035555,107.50238960114328,241.62087921956,84.09826368810297,0.02762127752981635,0.11606352850875228,0.13142783385255624,84.09826368810297,84.61201275631703
N20001185,BELFAST SOUTH,404.368,55.83317423393126,136.5809865596452,146.1231031470672,78.30722632109497,0.21718214728248986,0.12954710018958016,0.14596445702887026,78.30722632109497,84.39291355617688
N20003268,SOUTH DOWN,453.72,5.982560149451555,178.39110248246024,157.06315208338293,77.41238475368348,0.2647142267615806,0.1329423153571204,0.1494789431335399,77.41238475368348,84.3749152901841
N20001024,BELFAST SOUTH,460.884,27.947854752746885,133.40214532704823,166.5458203191967,74.94527792554317,0.38048635824436544,0.1412359407079206,0.15783150882885988,74.94527792554317,83.78186296970989
N20002768,EAST ANTRIM,665.456,1.450142940607022,162.25397796576735,269.9609090828521,97.8277073875393,-0.6640772432334617,0.06993560287491639,0.07476927997807109,97.8277073875393,83.33597522767371
N20001226,BELFAST SOUTH,337.504,143.7722809759618,67.70470990616914,121.96101522511124,79.91068763690744,0.10311962987442169,0.1214229251180566,0.13731973776944845,79.91068763690744,83.22548505810765
N20000621,UPPER BANN,637.596,1.0882339784325934,132.11017965980966,245.1641225685416,85.30478216559999,-0.13364321668553264,0.1046636378719828,0.1183637921007058,85.30478216559999,82.78615914868928
N20002061,FERMANAGH AND SOUTH TYRONE,698.888,17.893694438178144,125.85762002611966,223.21790408165847,83.30950291543078,-0.03528016602431067,0.11160926116794423,0.12641149519895317,83.30950291543078,82.5798194595302
N20000614,SOUTH DOWN,622.472,5.263432039217922,187.42481024789765,215.4796226828165,92.3632819928558,-0.36891857053414684,0.08814765817662218,0.09804157626038695,92.3632819928558,82.30428261417815
N20002487,BELFAST SOUTH,585.0600000000001,9.255355259202744,113.73645739167574,211.418269317115,75.66943508170921,0.37459987382882776,0.14081342343663025,0.15741375348096834,75.66943508170921,82.26613696231121
N20002774,EAST ANTRIM,606.552,1.5242795850230877,182.46145757226748,246.06484775255177,97.10989646491232,-0.6336172716343079,0.07160577658140627,0.07687642629458458,97.10989646491232,81.44083756618693
N20002762,EAST ANTRIM,502.276,22.927637690623243,185.76390089351463,203.7623608029661,93.92735321736376,-0.43114728616445525,0.08380208623349533,0.09239655182185648,93.92735321736376,80.97913403028086
N20002495,BELFAST SOUTH,528.544,12.417018387988684,126.4004101032722,190.9955521449855,74.80556980754594,0.2983405792664259,0.1353477077413074,0.15193492257134586,74.80556980754594,80.73907596307023
N20002456,BELFAST SOUTH,530.932,14.25484325150804,128.91476066399247,191.85848385648396,76.04755471849523,0.18953253873371256,0.12757472203173384,0.14389658095906133,76.04755471849523,79.93803007537406
N20000261,SOUTH ANTRIM,710.8280000000001,13.239987403838429,93.95577233996508,288.3402883950618,89.40236040814267,-0.6463672670528182,0.07090592935415192,0.07599554670343242,89.40236040814267,79.87466237047482
N20001042,BELFAST SOUTH,379.692,90.70492744139769,88.93882129538567,137.20614212825012,74.4522865477888,0.19406515981382919,0.12789792292947533,0.1442367659760472,74.4522865477888,79.62655185057591
N20000041,SOUTH ANTRIM,741.076,2.379389030106577,65.37022460040755,300.6100879012346,82.8178956408864,-0.37677528252871445,0.08759848255689545,0.09733534338216718,82.8178956408864,79.2004306664753
N20002467,BELFAST SOUTH,522.972,22.19843795766485,134.0874943484445,188.98204481815583,78.63743163051869,0.01301778038296208,0.11502852191572,0.13027204969534978,78.63743163051869,78.93067483823525
N20002775,EAST ANTRIM,612.124,2.310851822705033,168.57908671837606,248.3252859864991,94.65101847663996,-0.7106119062981446,0.06739576360302704,0.07153204935566733,94.65101847663996,78.63546545152964
N20002825,EAST ANTRIM,574.712,4.597362886175944,154.56506623036043,233.1480578442813,88.64677684314961,-0.44723144285289895,0.08268043533180999,0.0909181506549421,88.64677684314961,78.57974523865659
N20000211,SOUTH ANTRIM,488.744,1.2821867710771964,184.18306569419408,198.254128862898,86.73889832922987,-0.31302160593356976,0.09205917263627712,0.10301308833810507,86.73889832922987,78.55021568027561
N20001215,BELFAST SOUTH,522.972,12.98383327231845,223.88336150894776,188.98204481815583,96.74824816104667,-0.5677303763895943,0.07523944639461295,0.08140262402405597,96.74824816104667,78.10278679841866
N20001221,BELFAST SOUTH,352.62800000000004,49.9553292559128,149.352193744748,127.42624939793464,75.5176491928095,0.08546943823911751,0.12016870941060166,0.1359546856149045,75.5176491928095,77.99964168965954
N20000238,BELFAST NORTH,464.864,31.82845153644745,106.25551546996336,182.5946984340576,73.34527541979497,0.21893429782528567,0.12967215461625695,0.1460949118853897,73.34527541979497,77.7262843976892
N20003236,SOUTH DOWN,620.0840000000001,4.937552958973701,89.16130934803763,214.65297451395665,69.66904543512646,0.5764754588527532,0.1549976958461648,0.17049683915333463,69.66904543512646,77.36833946827733
N20003397,SOUTH DOWN,564.364,7.584460908345497,127.69278662754148,195.36451724055877,74.8293044051423,0.12703233256351046,0.12312340320541769,0.13915726961879404,74.8293044051423,77.28260473452833
N20002289,SOUTH ANTRIM,719.5840000000001,4.286895712302421,40.06687483259752,291.8920724626381,75.58506701904685,0.2527802157514082,0.13208933063894449,0.14860130496580234,75.58506701904685,77.19213360496258
N20000796,BELFAST NORTH,567.548,34.968008500948464,50.90371875925344,222.92811641007376,70.55248436925974,0.5370041378069623,0.15233368759084634,0.168275063031293,70.55248436925974,77.17445798346131
N20000260,SOUTH ANTRIM,518.9920000000001,8.083545376299732,174.92052830327953,210.5239283690709,89.129356831959,-0.4688197856185797,0.0811759363753451,0.088921123648612,89.129356831959,76.95715050237143
N20002490,BELFAST SOUTH,500.684,95.23951008335972,60.491793387136575,180.9280155108372,78.91851102476849,-0.08286067481093659,0.10824649017436963,0.12255015089388326,78.91851102476849,76.93580462790726
N20002425,LAGAN VALLEY,495.112,7.820527716437898,176.2206702548536,185.32250616708765,83.71733082316523,-0.29284030443860715,0.09347329287505358,0.10478550090095536,83.71733082316523,76.06293620504343
N20003273,SOUTH DOWN,465.66,14.268559135927406,130.56227513525167,161.19639292768247,69.5640885752575,0.30556720242254837,0.13586502466158226,0.15245949861897484,69.5640885752575,75.90850727284977
N20001518,EAST LONDONDERRY,682.9680000000001,4.798481986224956,100.2979145518136,267.71476900725065,84.05126104420958,-0.5623027774155691,0.07554006593090691,0.0817735624750625,84.05126104420958,75.85951733964535
N20002288,SOUTH ANTRIM,710.8280000000001,3.34677718494179,30.83638706418466,288.3402883950618,72.44057155693419,0.6985659747842546,0.1632192114459286,0.17714115280780118,72.44057155693419,75.79014499474579
N20003317,SOUTH DOWN,680.58,1.5331019221420337,93.2174767513338,235.5947281250744,74.40207423624327,0.09787384229678579,0.12105007965733262,0.13691481249287835,74.40207423624327,75.72016871758888
N20001059,BELFAST SOUTH,358.20000000000005,24.91341478241191,176.53318318088478,129.4397567247643,75.69867476265051,-0.0064872587322876004,0.11364695710056882,0.1287200425319612,75.69867476265051,75.51070532478876
N20002424,LAGAN VALLEY,424.268,10.354002059945543,183.81372014628076,158.80529869301884,80.16974053647849,-0.16880559516534255,0.10218658878940211,0.11542484171776869,80.16974053647849,75.50168046622625
N20000143,EAST ANTRIM,497.5,7.722783638637416,155.02333447846038,201.82484231672552,82.54822885490555,-0.30484988452655887,0.09263165094883292,0.1037321901841717,82.54822885490555,75.49612876004667
N20003324,SOUTH DOWN,675.008,1.3441125965211302,80.05070317163003,233.66588239773455,70.91667310811921,0.31706672488480847,0.13668849047960213,0.1532918989691088,70.91667310811921,74.59676951968515
N20001085,BELFAST SOUTH,441.78,54.3306983671294,111.03425387870058,159.64236662720927,75.11475791882049,-0.03296435214832432,0.11177307644085234,0.12659794929628831,75.11475791882049,74.30981675219752
N20000493,UPPER BANN,472.028,39.43798544827229,60.39019018965125,181.5010295669728,64.60030430280605,0.6223922583549003,0.15809301334475878,0.17303538907938232,64.60030430280605,73.36764778124302
N20002481,BELFAST SOUTH,582.672,10.462680879289453,113.39270204674602,210.55533760561656,75.70990155322764,-0.15167079434406527,0.10339328355146905,0.11686116870484169,75.70990155322764,73.02135932162614
N20000482,UPPER BANN,618.4920000000001,3.5080127693176566,76.16610190760767,237.8183810683606,71.51891106910384,0.12277878669455873,0.1228208201055624,0.13883140490702697,71.51891106910384,72.91371783739383
N20003399,SOUTH DOWN,489.54,2.8733901963054387,112.2085468907776,169.46287461628157,64.28043261670608,0.516503398283599,0.15094888125778735,0.16710634928199472,64.28043261670608,72.76615123915559
N20002691,EAST ANTRIM,512.624,6.578465855200352,120.18220659806371,207.960317523154,75.67454708720766,-0.17904106076700488,0.1014661177386993,0.11456305013269509,75.67454708720766,72.44321675695545
N20003156,SOUTH DOWN,504.664,5.756271598731495,101.67911629771304,174.698313019061,63.79446532611036,0.5644001544252485,0.15418301972318024,0.16982107150976103,63.79446532611036,72.41160829313799
N20003259,SOUTH DOWN,430.636,13.194704975592888,127.6306144647066,149.0722197844038,65.90376852564134,0.3151066021095497,0.13654810484902719,0.15315021713315938,65.90376852564134,72.26332613828703
N20003321,SOUTH DOWN,581.08,1.2554956405105,100.11460987866354,201.1510544225781,68.19491913434743,0.27575834702329993,0.13373201712714622,0.1502883234073346,68.19491913434743,72.1774098059092
N20000133,EAST ANTRIM,589.0400000000001,1.467098822566806,113.53962252014324,238.96061330300304,79.77616095355387,-0.5065986593642431,0.07863676944514628,0.08556382537356456,79.77616095355387,71.59360845548004
N20000397,UPPER BANN,569.936,11.738930580336731,162.9435495774863,219.1479547554005,89.27116977808609,-0.7744898498625502,0.06393224884261778,0.0670523653869987,89.27116977808609,71.46010801118206
N20002372,LAGAN VALLEY,549.24,17.592503471858837,136.25613918688887,205.5828444618818,81.65752941394872,-0.4649918239928646,0.08144262528329242,0.0892762964926289,81.65752941394872,71.35023518013364
N20001481,EAST LONDONDERRY,811.9200000000001,0.0020722888327329,0.2741553569774254,318.2623128058225,71.29870928950045,0.09944327126127853,0.12116161989336499,0.13703602659329261,71.29870928950045,71.30261009119964
N20002802,EAST ANTRIM,726.748,0.8272640672876495,38.20910056338644,294.82572965627264,74.92350335982225,-0.7091213852996687,0.06747689655188134,0.0716360795421522,74.92350335982225,71.26486146906745
N20003207,SOUTH DOWN,479.988,2.977297193014029,104.36080147885328,166.15628194084192,61.776230964210825,0.6240422993989998,0.15820417079518112,0.17312570826585658,61.776230964210825,71.24173622392314
N20003256,SOUTH DOWN,372.528,49.11301182626774,77.93127870343167,128.957114342146,59.34341994377229,0.6630472185050659,0.1608302976448085,0.17524278927169556,59.34341994377229,71.14487111684147
N20000571,LAGAN VALLEY,493.52,3.4466023422104346,174.99783731894738,184.7266138642996,82.17433968916626,-0.44631663995204396,0.08274421341010867,0.0910024521046067,82.17433968916626,70.93416644163524
N20000428,UPPER BANN,679.784,2.5077758018603147,37.4498045712672,261.38596838144133,67.69988001762864,0.5558426866598642,0.15360551183499946,0.16934008181970572,67.69988001762864,70.85948931553754
N20000816,BELFAST NORTH,487.948,52.55981808692727,33.980028960064736,191.66190092478996,64.23910460596265,0.5019732128762765,0.14996689748750922,0.16627179872320694,64.23910460596265,70.56924366370471
N20001074,BELFAST SOUTH,354.22,18.715361877124398,182.5468900859378,128.00153720560024,75.14712802257695,-0.19074505163787886,0.10064259599589269,0.11357410645869996,75.14712802257695,69.6453103852069
N20001053,BELFAST SOUTH,596.2040000000001,37.18060455472656,74.80559943673315,215.44528397077437,74.90423919304848,-0.3203645139813582,0.09154489792754732,0.10236525987754001,74.90423919304848,69.53055655562935
N20000267,SOUTH ANTRIM,643.168,1.113366464046205,41.98311900645977,260.89468423651726,68.26405807996242,0.18059865489803065,0.1269378388854434,0.1432246881605262,68.26405807996242,69.37261600376333
N20003319,SOUTH DOWN,793.6120000000001,0.4468554387930575,25.7707462987102,274.7227414511101,67.48700114422745,0.3454034279520357,0.13871908202059566,0.15533087483055016,67.48700114422745,68.77889813179497
N20000149,EAST ANTRIM,489.54,18.139208372420185,121.51525206775436,198.59564483965792,76.87085909878448,-0.41188821609027243,0.085145976840237,0.09415625310256977,76.87085909878448,68.55992022411583
N20000134,EAST ANTRIM,538.096,3.225668389913904,102.57657594519917,218.29374944977036,73.10300374269929,-0.3220635540182237,0.09142592129115211,0.10221513732182692,73.10300374269929,68.27571299325442
N20003274,SOUTH DOWN,557.2,16.91638988634119,78.43704105363497,192.884572733979,65.44550612100326,0.20552499546636044,0.1287153042225344,0.14509475990804607,65.44550612100326,68.27377451213394
N20000043,SOUTH ANTRIM,652.72,1.486758468969844,48.54466755785715,264.76935776478234,70.72525459842669,-0.3632957039824396,0.08854078345099414,0.09854587369861965,70.72525459842669,68.15184914906781
N20003328,SOUTH DOWN,620.0840000000001,1.644509177161033,78.24255390265336,214.65297451395665,66.32607864428,0.160526829044434,0.1255076840890305,0.14170842138824763,66.32607864428,68.15123518179128
N20002823,EAST ANTRIM,549.24,3.149175737913783,120.1296155304455,222.81462591766496,78.1009518761218,-0.6025728227118142,0.07331429412554835,0.07901444751095721,78.1009518761218,67.98396242333222
N20000121,SOUTH ANTRIM,561.1800000000001,3.786020967619155,111.13155346860916,227.63706978557508,77.2914798794784,-0.6195831120552311,0.07237735108812,0.077844145496115,77.2914798794784,67.62751155597311
N20000173,BELFAST NORTH,508.644,13.4916831833216,98.0583287449651,199.79111695096373,70.58400271218466,-0.19589406987746888,0.10028040586008256,0.11313784312667338,70.58400271218466,67.43808723367714
N20003270,SOUTH DOWN,413.92,28.171688300025448,103.43914412991822,143.2856826023844,62.958955499604905,0.2229436743130603,0.12995834094229555,0.14639316509244127,62.958955499604905,67.2050079666813
N20002836,EAST ANTRIM,451.3320000000001,2.161234931123809,145.2903641584731,183.09549694973344,74.69739459950887,-0.3683011678953036,0.08819082036980305,0.09809699548169369,74.69739459950887,67.03223769766967
N20001459,EAST LONDONDERRY,694.1120000000001,1.7157805813089362,30.36444569231623,272.08307526144824,68.27249877720712,-0.2799489919844547,0.09437712294893433,0.10591151046137524,68.27249877720712,66.9943207635774
N20000841,BELFAST NORTH,710.032,5.024970105537693,12.62484316927535,278.89464212873185,66.60404812810083,0.14488974024625256,0.12439421737575146,0.14052067430149978,66.60404812810083,66.97721086961575
N20000090,SOUTH ANTRIM,639.984,1.2395089327079551,58.709182387878855,259.60312639376224,71.82467768870737,-0.6100939125734749,0.07289978899500875,0.07849735463066318,71.82467768870737,66.86048529370886
N20000132,EAST ANTRIM,482.376,2.919216624272508,124.95350655535296,195.68936711029707,73.07102893493479,-0.3469851111208138,0.08968158526247322,0.10000337982831509,73.07102893493479,66.79642832360584
N20003392,SOUTH DOWN,547.648,2.732082968839181,100.24730557047592,189.57798005853937,66.01649904582746,0.05178796179758643,0.11777748983376625,0.13332891611350994,66.01649904582746,66.77489982250992
N20000264,SOUTH ANTRIM,543.668,3.418396783813378,88.37643101641275,220.5335016504224,70.41348205105177,-0.2825791948240648,0.09419268204427919,0.10568215994849016,70.41348205105177,66.7326424232959
N20000004,SOUTH ANTRIM,527.748,2.239974085087334,88.41626597432116,214.0757124366472,68.67255484215293,-0.1660623032827104,0.10237973235751699,0.11565533324966745,68.67255484215293,66.53806062504025
N20000140,EAST ANTRIM,572.3240000000001,1.1516381847966886,65.87027359552023,232.1792986011611,67.29803203393115,-0.09727689755018382,0.10722873230049393,0.12136862751851105,67.29803203393115,66.37384701044343
N20000536,UPPER BANN,677.3960000000001,1.8434973639907877,24.05809038787313,260.4677506939188,64.2664999884428,0.5116547369465705,0.15062124198702326,0.1668284389527666,64.2664999884428,66.16205543255266
N20003371,SOUTH DOWN,535.7080000000001,2.6454615357101727,148.39932561037864,185.44473921423983,76.05788254106477,-0.46561595113114995,0.08139914074829158,0.08921841910388048,76.05788254106477,66.13868973218771
N20002804,EAST ANTRIM,494.316,11.527028524992664,143.5699559888622,200.5331633258985,80.6286107100826,-0.6976878529237613,0.06809973451353765,0.0724333259059356,80.6286107100826,66.10871295765651
N20003405,SOUTH DOWN,459.292,3.105128662601261,97.15793509894092,158.99199781072272,58.56192836175606,0.5202339129274691,0.15120093347654567,0.16731977993896982,58.56192836175606,66.00649640193673
N20000244,BELFAST NORTH,550.832,14.143413501256084,44.42052916277278,216.36221115816411,62.220684775927616,0.4384511407863152,0.14540124023276033,0.16190652280153595,62.220684775927616,65.92506479589886
N20002789,EAST ANTRIM,405.96,33.07137164434375,150.26112893355514,164.68907133044803,79.70142097714631,-0.5192803402028132,0.0779299362364391,0.08470359880931579,79.70142097714631,65.88402258448203
N20002808,EAST ANTRIM,521.38,3.1768578638440874,141.11417260277074,211.51243474792835,80.36731717518373,-0.7760621172905752,0.06384733127895094,0.06694157530918479,80.36731717518373,65.78698780181011
N20000092,SOUTH ANTRIM,638.392,0.6272290909456723,55.48512489566601,258.9573474723847,70.78610546633463,-0.6805355138688473,0.06903570134002726,0.07362684975268148,70.78610546633463,65.71484318474165
N20003240,SOUTH DOWN,565.956,7.700957864099308,59.16234357753105,195.91561601979868,59.343248882490926,0.6487437809542075,0.15986760790262938,0.17447041559941376,59.343248882490926,65.45461204144542
N20000451,UPPER BANN,574.712,4.3717916454060175,99.65029473637392,220.9843901304457,73.3336701850815,-0.5468306379507772,0.07639810516561829,0.08282938233500779,73.3336701850815,65.41262306277967
N20003214,SOUTH DOWN,743.464,0.7900247442734672,25.77336058359161,257.363129905052,63.69075347548683,0.4241689376568183,0.14437413518365197,0.1609089314871674,63.69075347548683,65.30100124262893
N20003160,SOUTH DOWN,362.976,10.532999507927943,103.73370846341464,125.65052166670633,54.51980607364523,0.6581510069061576,0.16050080264000985,0.17497891287041464,54.51980607364523,65.1087360224759
N20000610,UPPER BANN,432.228,7.103203699739531,156.07164083347297,166.19740144159562,74.65294697182613,-0.4170551718979831,0.0847853394973737,0.09368526872470699,74.65294697182613,64.99552357599835
N20000158,EAST ANTRIM,474.416,16.282060278908208,100.95950461744268,192.46016963322947,70.3264675831245,-0.33024610775974605,0.090853030898048,0.10149096333971791,70.3264675831245,64.72764544977817
N20003228,SOUTH DOWN,448.148,4.932982442586427,84.68195776416488,155.13430635604314,55.32375117659735,0.7190117252931324,0.16459327018796896,0.17822140878923115,55.32375117659735,64.35768901422124
N20000609,UPPER BANN,503.072,2.702750809797779,94.69103066343264,193.4378595047669,65.60484904871313,-0.09055303348211446,0.10770335987861578,0.12192037798300333,65.60484904871313,64.35268571746553
N20002809,EAST ANTRIM,511.828,3.940874514232149,128.03437468796494,207.63739777544723,76.71248322170764,-0.710112163073618,0.06742296432093757,0.07156693121063669,76.71248322170764,64.30378335741905
N20000580,UPPER BANN,633.616,1.5056855218786998,58.95749285062371,243.63375975600388,68.37577429972885,-0.49366642766393704,0.07944577396522055,0.08660447970655681,68.37577429972885,64.16038958449212
N20001542,EAST LONDONDERRY,702.072,0.8769948322703561,9.332119620960247,275.20329401444644,63.95423831382236,0.1403075541587159,0.12406805153425728,0.14017154155701314,63.95423831382236,64.15934443305748
N20003421,SOUTH DOWN,553.22,1.0365239004818831,69.68196937128346,191.5068257858792,59.03456934136363,0.47269868806245247,0.1478662834521659,0.16428166218505885,59.03456934136363,63.812135085355905
N20000128,EAST ANTRIM,557.996,0.6224373137098079,82.28220298273871,226.36674314243933,69.60565263866272,-0.5276661771632817,0.07746313340499685,0.08413390638778533,69.60565263866272,63.5193351562602
N20002726,EAST ANTRIM,433.024,12.832237263937516,136.45688754864346,175.66834275247788,73.77727030665946,-0.48240890079549487,0.08022949001990852,0.0876565344690312,73.77727030665946,63.46465994444678
N20001949,EAST LONDONDERRY,672.62,1.0836052298890808,13.724742349345595,263.6584846283529,62.42605739745363,0.3090622756432525,0.13611526670565685,0.1527127956211492,62.42605739745363,63.08106714259857
N20000649,UPPER BANN,618.4920000000001,3.375523074838207,46.19201773473023,237.8183810683606,64.64419907936612,-0.22808685446009397,0.09801740240737013,0.1103936060118428,64.64419907936612,63.03062246337109
N20000561,UPPER BANN,617.696,2.3010596610907443,66.47912128940752,237.51230850585304,68.92774512794341,-0.653647630351376,0.07050679011285159,0.07549182470425926,68.92774512794341,62.883481026188484
N20000521,UPPER BANN,537.3000000000001,3.679718911139641,80.07700703919225,206.59897969259129,65.4680749250024,-0.2193852960440946,0.0986288286768211,0.1111382002760559,65.4680749250024,62.85608839697679
N20000640,UPPER BANN,575.508,4.154800071862694,59.95457545700449,221.2904626929533,64.2870231978925,-0.1624763842464758,0.10263222989208473,0.11595631442796575,64.2870231978925,62.800811431262986
N20000115,SOUTH ANTRIM,578.692,1.1237324046440087,74.23544875205258,234.74063792072772,69.77315449901432,-0.7062095644634163,0.06763543626207853,0.0718392434287911,69.77315449901432,62.74457591263634
