cy,poll,gap,e_DUP,e_Sinn Féin,e_UUP,e_SDLP,e_Alliance,e_TUV,e_Green,e_PBP,e_Aontú,e_Independent,e_Other
assembly2016,2017-01,8,-3.307714997417495,1.0759380426080796,1.3247602670261518,0.35151668222825627,1.901433401626524,0.8251878055971713,1.1637156410411436,0.7177737363276608,0.0,-3.262212774047477,-0.7903978049900231
assembly2017,2017-02,1,-1.7603499249982875,-2.6149524159265027,1.0390425922583297,0.25474813740562396,0.3478847027629257,1.8452114052395392,1.0936818060163196,0.6447732209656236,0.0,-1.7934434188332098,0.9434038951096395
assembly2022,2022-04,1,-4.32861945056219,-5.023414860322244,1.8269386808855916,1.9311464008345887,0.47490437000115904,0.3741741045554656,2.095166338240408,0.8642633592210502,-0.4810478729569956,-2.9343920250376723,5.200880955140837
westminster2017,2017-09,3,-0.5249426730779874,1.7804803134463008,-0.6348086353959737,-2.3494005361875736,0.6010594939437341,0.8757758916043585,0.7923018095600876,0.8215546062051616,0.0,-2.0267599789702566,0.6647397088721418
westminster2019,2020-10,10,-9.276258635915745,0.6451771811449696,0.047694499575220206,-2.0940924884258667,-1.8910044283470118,7.446808510638298,2.941688038856445,1.185773424299444,-0.16440176707834686,0.8527001120633679,0.3059155531892259
westminster2024,2024-08,1,-3.953243742306114,2.0371450553959782,-0.013646901928600741,-3.2083104226508006,0.37243024210094333,2.6170527287648744,1.6054123922855972,0.6679831760361099,0.4226241280262617,-3.0265182601559295,2.479071604431679
local2023,2023-04,1,1.7976894276289386,-1.96051609579807,0.09601404802245028,-1.71911064964055,-0.314364746868641,3.0825978646254644,0.29738826442799793,-0.08110210975218757,1.091681054084618,-4.6141690243251325,2.3238919675951077
