dz,con,adults,green,alliance,nonvoter,gap_yield
N20000475,UPPER BANN,515.808,1.119840453939792,66.4385427576861,198.33502050488758,59.8442457893935
N20000482,UPPER BANN,618.4920000000001,3.5080127693176566,76.16610190760767,237.8183810683606,71.51891106910384
N20000483,UPPER BANN,542.8720000000001,2.3435818893148963,44.465779776061616,208.74148763014406,57.47533355304863
N20000490,UPPER BANN,625.6560000000001,0.7968339504968752,5.659176205220705,240.57303413092848,55.344129116178046
N20000493,UPPER BANN,472.028,39.43798544827229,60.39019018965125,181.50102956697276,64.60030430280605
N20000507,UPPER BANN,525.36,2.689660431588742,54.51045922238504,202.0078912549781,58.34995075040487
N20000510,UPPER BANN,492.72400000000005,0.8286421033115583,55.883243275300266,189.45891619216886,55.373415723627666
N20000518,UPPER BANN,364.56800000000004,1.5465902372741125,104.97385341234856,140.18123362845452,55.732426098372066
N20000521,UPPER BANN,537.3000000000001,3.6797189111396413,80.07700703919225,206.59897969259126,65.4680749250024
N20000536,UPPER BANN,677.3960000000001,1.8434973639907875,24.058090387873126,260.46775069391873,64.2664999884428
N20000549,UPPER BANN,507.848,6.353805842204033,83.06879201800776,195.27429487981217,64.30725475073064
N20000551,UPPER BANN,496.704,10.54281195102619,116.92437231065738,190.98927900470656,72.1571787971786
N20000552,UPPER BANN,496.704,2.6261814612311776,95.51043355420875,190.98927900470656,65.22399823816517
N20000553,UPPER BANN,565.956,1.0106726257499306,56.65645019057563,217.61759194286276,61.89958551241234
N20000558,UPPER BANN,569.14,1.1062516812285228,73.84823028678497,218.84188219289294,66.12170173979499
N20000561,UPPER BANN,617.696,2.3010596610907443,66.47912128940752,237.51230850585304,68.92774512794341
N20000569,UPPER BANN,544.464,2.4547895966935203,40.52620410583401,209.35363275515914,56.74203113762805
N20000571,LAGAN VALLEY,493.52000000000004,3.4466023422104346,174.99783731894738,184.7266138642996,82.17433968916626
N20000572,UPPER BANN,583.4680000000001,0.3542636125998723,28.5703199727799,224.35118831802873,56.827467529654406
N20000580,UPPER BANN,633.616,1.5056855218786998,58.95749285062371,243.63375975600388,68.37577429972885
N20000592,SOUTH DOWN,520.5840000000001,0.3756960862493439,33.888113925858,180.20930081146042,48.16646174604031
N20000595,UPPER BANN,488.744,5.2508362517771685,56.126777702347475,187.92855337963115,56.22948205145144
N20000609,UPPER BANN,503.072,2.702750809797779,94.69103066343264,193.4378595047669,65.60484904871313
N20000610,UPPER BANN,432.228,7.103203699739531,156.07164083347297,166.19740144159562,74.65294697182613
N20000614,SOUTH DOWN,622.472,5.263432039217922,187.42481024789763,215.47962268281654,92.36328199285579
N20000621,UPPER BANN,637.596,1.0882339784325934,132.11017965980966,245.1641225685416,85.30478216559999
N20000638,UPPER BANN,382.87600000000003,1.8818205101608831,124.67697320527375,147.220902566128,61.89124280020337
N20000640,UPPER BANN,575.508,4.154800071862694,59.95457545700449,221.2904626929533,64.2870231978925
N20000641,UPPER BANN,581.08,4.441721339997485,58.09635120339053,223.43297063050608,64.4166651843085
N20000643,UPPER BANN,418.696,0.9917101902155511,86.65902435716363,160.9941678789674,56.06781776646468
N20000645,SOUTH DOWN,522.972,0.9978249816436695,55.14536949098833,181.03594898032028,53.36346794564268
N20000648,SOUTH DOWN,481.58000000000004,0.8403871092247627,67.396243091651,166.7073807200819,52.91146287654995
N20000649,UPPER BANN,618.4920000000001,3.375523074838207,46.19201773473023,237.8183810683606,64.64419907936612
N20000651,SOUTH DOWN,606.552,0.25119453864352304,7.718060034640737,209.96863489041715,48.82287650401172
N20000653,SOUTH DOWN,547.648,0.3433257646960084,30.668325238201675,189.57798005853937,49.52025885896816
N20000657,SOUTH DOWN,531.7280000000001,1.1167919923042653,72.45219402394994,184.06699226614,58.022283563177226
N20000661,SOUTH DOWN,448.944,0.6137228798833754,56.69733718168225,155.4098557456631,47.88256179755659
N20000711,BELFAST NORTH,608.144,0.6308858637373835,33.251102309966015,238.8738863075685,61.217749119657555
N20000796,BELFAST NORTH,567.548,34.968008500948464,50.90371875925344,222.92811641007376,70.55248436925974
N20000816,BELFAST NORTH,487.94800000000004,52.55981808692727,33.980028960064736,191.66190092478993,64.23910460596265
N20000817,BELFAST NORTH,596.2040000000001,119.28076539319052,49.86892959217269,234.18395398477597,94.62839359496172
N20000841,BELFAST NORTH,710.032,5.024970105537693,12.62484316927535,278.89464212873185,66.60404812810083
N20000855,BELFAST NORTH,1192.4080000000001,0.004029517694415826,0.03051582396424027,468.36790796955194,104.84125578580279
N20001024,BELFAST SOUTH,460.884,27.947854752746885,133.40214532704823,166.5458203191967,74.94527792554317
N20001035,BELFAST SOUTH,451.33200000000005,38.00191316891345,139.63644911489607,163.094093473203,78.19415505352015
N20001042,BELFAST SOUTH,379.692,90.70492744139767,88.93882129538567,137.20614212825012,74.4522865477888
N20001053,BELFAST SOUTH,596.2040000000001,37.180604554726564,74.80559943673315,215.44528397077434,74.90423919304848
N20001059,BELFAST SOUTH,358.20000000000005,24.91341478241191,176.53318318088478,129.4397567247643,75.69867476265051
N20001061,BELFAST SOUTH,459.29200000000003,46.01508550716906,133.37565094172132,165.9705325115311,79.4803866038386
N20001063,BELFAST SOUTH,503.86800000000005,73.38173858583617,182.48491415103047,182.07859112616842,101.36674220819114
N20001066,BELFAST SOUTH,496.704,79.39185015629127,175.1973632947451,179.48979599167313,100.67765005955343
N20001070,BELFAST SOUTH,531.7280000000001,90.01152515488569,160.86506653132116,192.14612776031677,102.98457903012562
N20001074,BELFAST SOUTH,354.22,18.715361877124394,182.5468900859378,128.00153720560024,75.14712802257695
N20001076,BELFAST SOUTH,486.35600000000005,59.76538121899954,174.35543876999142,175.7504252418466,94.57559787532722
N20001077,BELFAST SOUTH,503.072,29.090782261217754,164.48493774889562,181.7909472223356,85.74645037901024
N20001080,BELFAST SOUTH,1166.9360000000001,0.2922592888267586,0.4817509303551511,421.6859630188988,94.57006705828236
N20001085,BELFAST SOUTH,441.78000000000003,54.3306983671294,111.03425387870058,159.64236662720927,75.11475791882049
N20001121,BELFAST SOUTH,502.276,64.67548054336721,160.1731869813504,181.5033033185028,93.89581150143599
N20001162,BELFAST SOUTH,1710.604,0.002681442700898254,0.0040360413543426765,618.1467493367077,138.3593703299002
N20001166,BELFAST SOUTH,438.596,40.68324240461156,181.68167231518638,158.49179101187804,87.45234629018162
N20001167,BELFAST SOUTH,533.32,54.06652977604462,202.8961597043809,192.72141556798238,103.41450574791764
N20001169,BELFAST SOUTH,419.492,68.27127881557824,134.70632356672937,151.58833731989063,82.31760363395807
N20001172,BELFAST SOUTH,807.94,13.27120004190573,74.86375495531607,291.95856239030167,85.86325356812785
N20001177,BELFAST SOUTH,385.264,83.5459041475545,134.38920826425093,139.2196494550798,83.4248934327831
N20001178,BELFAST SOUTH,430.636,79.16139751457314,139.8026782564493,155.61535197354996,87.19682879031669
N20001184,BELFAST SOUTH,591.428,52.62190436330469,89.90056986469438,213.71942054777745,81.95399228259026
N20001185,BELFAST SOUTH,404.368,55.83317423393126,136.5809865596452,146.1231031470672,78.30722632109497
N20001195,BELFAST SOUTH,542.8720000000001,68.54781819733383,152.94440581735213,196.1731424139761,96.53051453756126
N20001215,BELFAST SOUTH,522.972,12.98383327231845,223.88336150894776,188.98204481815583,96.74824816104669
N20001221,BELFAST SOUTH,352.62800000000004,49.9553292559128,149.352193744748,127.42624939793463,75.5176491928095
N20001226,BELFAST SOUTH,337.504,143.7722809759618,67.70470990616914,121.96101522511124,79.91068763690744
N20001230,BELFAST SOUTH,497.5,130.5189376835425,97.79579825765231,179.77743989550595,96.29306435273308
N20001231,LAGAN VALLEY,440.18800000000005,9.573415566601662,191.22559150502298,164.76422172089949,82.99322813627589
N20001459,EAST LONDONDERRY,694.1120000000001,1.7157805813089362,30.36444569231623,272.08307526144824,68.27249877720712
N20001466,EAST LONDONDERRY,637.596,1.1061019761652813,9.798723250029898,249.92952211516055,58.46299622637024
N20001479,EAST LONDONDERRY,558.792,0.46687551344795497,4.398200085299483,219.0393564604778,50.151260149530344
N20001481,EAST LONDONDERRY,811.9200000000001,0.002072288832732971,0.27415535697742544,318.2623128058225,71.29870928950045
N20001482,EAST LONDONDERRY,568.344,2.100397622100895,36.98164905627147,222.7836189640757,58.84750702597758
N20001484,EAST LONDONDERRY,583.4680000000001,5.778241340579107,37.54990857165474,228.71203459477243,61.25475795736826
N20001489,EAST LONDONDERRY,534.116,3.277704432064242,36.099849605720046,209.36667832618318,55.94750332295443
N20001491,EAST LONDONDERRY,535.7080000000001,0.5954475251826582,27.978385483337753,209.99072207678287,53.54046448757273
N20001508,EAST LONDONDERRY,581.08,0.7212935580658797,33.24568149849331,227.77596896887295,58.75586973304336
N20001514,EAST LONDONDERRY,572.3240000000001,11.517935684123529,30.15965803769584,224.34372834057487,60.074030331663224
N20001518,EAST LONDONDERRY,682.9680000000001,4.798481986224956,100.29791455181359,267.71476900725065,84.05126104420958
N20001520,EAST LONDONDERRY,517.4,2.4825777682694867,44.407367714872706,202.81421894488685,56.17124900202058
N20001527,EAST LONDONDERRY,526.1560000000001,1.6218077225038627,39.72824044274764,206.24645957318495,55.64915269048481
N20001528,EAST LONDONDERRY,528.544,1.7550618093622734,26.641283578813667,207.1825251990844,52.906502176708976
N20001530,EAST LONDONDERRY,595.408,3.2007101409158953,41.14561409959108,233.3923627242698,62.4566998202166
N20001539,EAST LONDONDERRY,584.264,1.6105781192952906,40.98032511939211,229.02405647007222,61.03022643662516
N20001542,EAST LONDONDERRY,702.072,0.8769948322703561,9.332119620960249,275.20329401444644,63.95423831382236
N20001543,EAST LONDONDERRY,565.1600000000001,1.0572126420771462,12.60735734609171,221.53553146287643,52.73599190774045
N20001547,EAST LONDONDERRY,616.104,0.6216968058971062,13.555996209836751,241.50493148206527,57.30959877873814
N20001548,EAST LONDONDERRY,576.304,0.19151078800730267,1.8438558284500304,225.90383771707394,51.033605849773565
N20001553,EAST LONDONDERRY,605.7560000000001,0.26238392149355755,3.249204240010043,237.44864710316756,53.956679870620746
N20001555,EAST LONDONDERRY,394.81600000000003,4.10361315862967,89.56547223965434,154.76285014871365,56.140718518863935
N20001557,EAST LONDONDERRY,491.928,0.5179497770190431,32.368214079278715,192.8295189352924,50.68111221878792
N20001558,EAST LONDONDERRY,430.636,4.080835330179122,53.84255917435557,168.80383453720583,51.12515588425464
N20001587,EAST LONDONDERRY,564.364,0.6134152849120263,24.06025645052463,221.2235095875766,55.16513980557856
N20001589,EAST LONDONDERRY,500.684,2.5437782241626423,76.57025226558241,196.26175956359052,62.060431129612155
N20001591,EAST LONDONDERRY,474.416,6.490180437723738,72.5588944892365,185.96503767869623,59.86035153558921
N20001596,EAST LONDONDERRY,483.968,3.212266100566787,58.98929480130071,189.70930018229416,56.754404966979074
N20001604,EAST LONDONDERRY,429.04400000000004,5.652690548800101,54.86633274191396,168.1797907866062,51.62540096647505
N20001613,EAST LONDONDERRY,449.74,3.40783566548444,68.61616276186035,176.29235954440165,55.99885854142181
N20001615,EAST LONDONDERRY,530.1360000000001,1.5171180471520165,45.81517339245172,207.80656894968408,57.360402649533114
N20001616,EAST LONDONDERRY,445.76000000000005,12.24516477516139,55.51496184674684,174.73225016790252,54.94402880722245
N20001618,EAST LONDONDERRY,394.81600000000003,1.9512677349735048,81.56904805152944,154.76285014871365,53.75950636837362
N20001623,EAST LONDONDERRY,376.50800000000004,3.2951709502084787,81.47597267194632,147.58634701681768,52.47933707873951
N20001627,EAST LONDONDERRY,508.644,3.0185204887553954,37.4708095382646,199.38197831658877,53.95853873365634
N20001634,EAST LONDONDERRY,493.52000000000004,3.657498769280149,99.31024922811709,193.45356268589208,66.9093062692945
N20001644,EAST LONDONDERRY,570.7320000000001,0.4051141439416024,4.939879002951688,223.7196845899752,51.30649688514619
N20001927,EAST LONDONDERRY,634.412,1.0924568053276895,22.704224908739366,248.68143461396127,61.12531338986207
N20001946,EAST LONDONDERRY,670.2320000000001,0.42769436518139875,9.824044895565589,262.7224190024535,61.15681591083312
N20001949,EAST LONDONDERRY,672.62,1.0836052298890808,13.724742349345595,263.6584846283529,62.42605739745363
N20002038,FERMANAGH AND SOUTH TYRONE,661.476,1.1046649417962557,4.4184166597225865,211.26888188138744,48.58148638338354
N20002039,FERMANAGH AND SOUTH TYRONE,555.6080000000001,1.3209754550627397,38.51165586355783,177.4556913997695,48.8496120853947
N20002061,FERMANAGH AND SOUTH TYRONE,698.888,17.893694438178144,125.85762002611966,223.21790408165847,83.30950291543078
N20002065,FERMANAGH AND SOUTH TYRONE,575.508,2.670295484737858,69.52491941441998,183.81155427225409,57.69860962175041
N20002066,FERMANAGH AND SOUTH TYRONE,753.812,6.290592263740581,10.304582751383885,240.7600856097159,57.86613387123302
N20002069,FERMANAGH AND SOUTH TYRONE,640.7800000000001,0.4656236977609074,15.137527936252129,204.65878449400353,49.38303144514303
N20002098,FERMANAGH AND SOUTH TYRONE,510.23600000000005,23.504987091080153,30.590540873285935,162.96432405050467,49.532360882731425
N20002145,FERMANAGH AND SOUTH TYRONE,461.68,4.549433987383979,73.83336619380856,147.45601864164226,51.03022133062507
N20002268,LAGAN VALLEY,856.4960000000001,5.637500932055743,128.07087923943752,320.59005889997803,102.4411718860967
N20002288,SOUTH ANTRIM,710.8280000000001,3.34677718494179,30.83638706418466,288.3402883950618,72.44057155693419
N20002289,SOUTH ANTRIM,719.5840000000001,4.286895712302421,40.06687483259752,291.8920724626381,75.58506701904685
N20002372,LAGAN VALLEY,549.24,17.592503471858837,136.25613918688887,205.5828444618818,81.65752941394872
N20002392,LAGAN VALLEY,612.9200000000001,3.469742488120789,133.36649784236673,229.41853657340434,82.6827665510101
N20002406,LAGAN VALLEY,448.148,31.12259748956875,183.93938115680132,167.74368323483978,87.56722112641127
N20002424,LAGAN VALLEY,424.26800000000003,10.354002059945545,183.81372014628073,158.80529869301884,80.16974053647849
N20002425,LAGAN VALLEY,495.112,7.820527716437898,176.2206702548536,185.32250616708765,83.71733082316523
N20002456,BELFAST SOUTH,530.932,14.254843251508039,128.91476066399247,191.85848385648393,76.04755471849523
N20002461,BELFAST SOUTH,577.8960000000001,45.36733492137101,170.8065489547649,208.82947418261972,97.44814207484049
N20002467,BELFAST SOUTH,522.972,22.19843795766485,134.0874943484445,188.98204481815583,78.63743163051869
N20002474,BELFAST SOUTH,568.344,9.539265838363118,200.26269717731896,205.37774733662602,94.13717562850438
N20002476,BELFAST SOUTH,551.628,10.589304181944478,173.47653746232837,199.337225356137,86.94361173957356
N20002478,BELFAST SOUTH,632.024,33.25900093514024,168.0859718051853,228.38925964325074,98.07557783497069
N20002481,BELFAST SOUTH,582.672,10.462680879289453,113.39270204674602,210.55533760561656,75.70990155322764
N20002483,BELFAST SOUTH,647.148,19.815806894681256,184.3613474519119,233.85449381607413,99.538366832494
N20002484,BELFAST SOUTH,668.64,21.21541400035555,107.50238960114328,241.62087921955998,84.09826368810297
N20002487,BELFAST SOUTH,585.0600000000001,9.255355259202744,113.73645739167574,211.418269317115,75.66943508170921
N20002490,BELFAST SOUTH,500.684,95.23951008335973,60.491793387136575,180.92801551083718,78.91851102476849
N20002495,BELFAST SOUTH,528.544,12.417018387988685,126.40041010327221,190.9955521449855,74.80556980754594
N20002691,EAST ANTRIM,512.624,6.578465855200352,120.18220659806371,207.96031752315398,75.67454708720766
N20002726,EAST ANTRIM,433.024,12.832237263937516,136.45688754864346,175.66834275247788,73.77727030665946
N20002739,EAST ANTRIM,489.54,8.352136840957959,105.67581340068888,198.59564483965792,70.7263888179259
N20002743,EAST ANTRIM,701.2760000000001,4.629485985135214,146.4232518776025,284.49229772965634,98.28922692346549
N20002755,EAST ANTRIM,394.02000000000004,14.837894773976402,127.98270044731383,159.84527511484663,68.82013938931397
N20002761,EAST ANTRIM,444.964,12.78199927390355,109.39420589131872,180.5121389680793,68.6724083233736
N20002762,EAST ANTRIM,502.276,22.927637690623243,185.76390089351466,203.7623608029661,93.92735321736376
N20002768,EAST ANTRIM,665.456,1.450142940607022,162.25397796576735,269.9609090828521,97.8277073875393
N20002774,EAST ANTRIM,606.552,1.5242795850230875,182.46145757226748,246.06484775255177,97.10989646491231
N20002775,EAST ANTRIM,612.124,2.310851822705033,168.57908671837606,248.3252859864991,94.65101847663996
N20002789,EAST ANTRIM,405.96000000000004,33.07137164434375,150.26112893355514,164.68907133044803,79.70142097714631
N20002800,EAST ANTRIM,409.144,30.25423979988284,135.36614746333805,165.98075032127508,75.86315229847283
N20002802,EAST ANTRIM,726.748,0.8272640672876495,38.209100563386436,294.82572965627264,74.92350335982225
N20002804,EAST ANTRIM,494.31600000000003,11.527028524992664,143.5699559888622,200.5331633258985,80.6286107100826
N20002808,EAST ANTRIM,521.38,3.1768578638440874,141.11417260277074,211.51243474792835,80.36731717518373
N20002809,EAST ANTRIM,511.82800000000003,3.9408745142321493,128.03437468796494,207.63739777544723,76.71248322170764
N20002823,EAST ANTRIM,549.24,3.149175737913783,120.1296155304455,222.81462591766498,78.1009518761218
N20002825,EAST ANTRIM,574.712,4.597362886175944,154.56506623036043,233.1480578442813,88.64677684314961
N20002832,EAST ANTRIM,425.86,1.7415969384550394,140.25378417843532,172.76206502311706,71.12661919477418
N20002836,EAST ANTRIM,451.33200000000005,2.161234931123809,145.2903641584731,183.09549694973342,74.69739459950887
N20003050,FERMANAGH AND SOUTH TYRONE,683.764,1.9731006405647131,22.892096646439065,218.38744829857018,54.615208713903804
N20003056,FERMANAGH AND SOUTH TYRONE,631.2280000000001,1.1692249060494244,42.46375802008924,201.6079703152109,55.11823358722796
N20003062,FERMANAGH AND SOUTH TYRONE,809.532,0.7307109869534214,4.941210094521696,258.55650165267275,59.18836948046665
N20003065,FERMANAGH AND SOUTH TYRONE,651.924,0.8223495866345816,9.719456688106401,208.21806770259485,49.03542600060342
N20003066,FERMANAGH AND SOUTH TYRONE,479.192,1.2986889521747462,75.38924376551432,153.0491779694287,51.796955889117825
N20003073,FERMANAGH AND SOUTH TYRONE,611.328,0.9895547010574183,15.181113807409627,195.2521074427263,47.422935517103824
N20003089,FERMANAGH AND SOUTH TYRONE,636.004,1.6265098550761257,18.76653824511913,203.1333774046072,50.16985039737102
N20003155,SOUTH DOWN,586.652,0.5058504882904536,4.652166004490547,203.0799001499179,46.6471397625425
N20003156,SOUTH DOWN,504.66400000000004,5.7562715987314945,101.67911629771305,174.698313019061,63.79446532611036
N20003160,SOUTH DOWN,362.976,10.532999507927943,103.73370846341463,125.65052166670633,54.51980607364523
N20003207,SOUTH DOWN,479.988,2.977297193014029,104.36080147885328,166.15628194084192,61.776230964210825
N20003213,SOUTH DOWN,667.048,0.47011797405059463,21.405419024888893,230.91038850153487,56.69041575266305
N20003214,SOUTH DOWN,743.464,0.7900247442734672,25.77336058359161,257.363129905052,63.69075347548683
N20003215,SOUTH DOWN,561.1800000000001,0.9215334060486284,48.17743114415244,194.2623196820789,54.71399157070945
N20003216,SOUTH DOWN,585.0600000000001,0.4200343692173733,22.4844414290206,202.52880137067797,50.571159625329436
N20003218,SOUTH DOWN,517.4,0.9118728103920557,33.21516800787805,179.1071032529805,47.90477373205923
N20003221,SOUTH DOWN,671.028,0.23113588880049768,5.935854013002722,232.28813544963472,53.4066702854891
N20003225,SOUTH DOWN,604.96,0.2724805103538906,18.963015972696322,209.4175361111772,51.271269548127364
N20003226,SOUTH DOWN,589.836,0.6031738086797889,30.727295491285325,204.18209770839778,52.869672409032184
N20003227,SOUTH DOWN,608.144,0.07962481273332023,2.732249387850534,210.51973366965709,47.764055396236145
N20003228,SOUTH DOWN,448.148,4.932982442586427,84.68195776416488,155.13430635604314,55.32375117659735
N20003230,SOUTH DOWN,547.648,0.9103644342818008,26.8113923711068,189.57798005853937,48.786622863536365
N20003233,SOUTH DOWN,490.336,2.6476702939848775,48.137167321294385,169.73842400590152,49.661862352221064
N20003236,SOUTH DOWN,620.0840000000001,4.937552958973701,89.16130934803763,214.65297451395665,69.66904543512646
N20003240,SOUTH DOWN,565.956,7.700957864099308,59.16234357753105,195.91561601979868,59.343248882490926
N20003244,SOUTH DOWN,483.968,1.0985413955662242,34.13848500072924,167.53402888894178,45.57337226721817
N20003256,SOUTH DOWN,372.528,49.11301182626774,77.93127870343167,128.95711434214599,59.34341994377229
N20003257,SOUTH DOWN,565.956,1.1053587447146007,52.9617018471526,195.91561601979868,56.223388984597115
N20003259,SOUTH DOWN,430.636,13.194704975592888,127.63061446470661,149.07221978440379,65.90376852564134
N20003268,SOUTH DOWN,453.72,5.982560149451555,178.39110248246024,157.06315208338293,77.41238475368348
N20003270,SOUTH DOWN,413.92,28.171688300025448,103.43914412991822,143.2856826023844,62.958955499604905
N20003272,SOUTH DOWN,489.54,0.7898245119867312,57.334618810570625,169.46287461628157,51.21895640231422
N20003273,SOUTH DOWN,465.66,14.268559135927406,130.56227513525167,161.19639292768247,69.5640885752575
N20003274,SOUTH DOWN,557.2,16.91638988634119,78.43704105363497,192.884572733979,65.44550612100326
N20003275,SOUTH DOWN,381.284,1.8981579203922754,70.80554152007824,131.98815762796565,46.1918253036242
N20003277,SOUTH DOWN,351.036,2.7307044721956015,124.99619993820728,121.51728082240678,56.430352104822774
N20003278,SOUTH DOWN,403.572,50.10476820660012,76.7024764005017,139.7035405373248,61.72467272993649
N20003282,SOUTH DOWN,593.816,0.7947282895961427,36.09846439147407,205.55984465649763,54.45332991906983
N20003288,SOUTH DOWN,539.688,0.46147508378386326,37.955020586796124,186.82248616233966,50.59696074989724
N20003290,SOUTH DOWN,544.464,0.4347455853523835,43.21776228606058,188.47578250005952,52.161128250897654
N20003292,SOUTH DOWN,600.98,0.2768454841743588,37.340602300117474,208.03978916307736,55.15801986193482
N20003293,SOUTH DOWN,645.556,0.35729447059576275,26.801737970422458,223.4705549817957,56.22752878338156
N20003297,SOUTH DOWN,508.644,0.5701047108006518,33.95571514797043,176.07605996716083,47.307009170863225
N20003299,SOUTH DOWN,518.9920000000001,1.651381644788748,34.38273704304115,179.6582020322205,48.485722679539755
N20003300,SOUTH DOWN,558.792,0.463403575221382,67.30876674941352,193.43567151321895,58.77656452530328
N20003304,SOUTH DOWN,689.336,0.3521536421994513,2.2591495683325475,238.62577141089403,54.01741187501132
N20003310,SOUTH DOWN,460.088,1.2835701362620129,46.5200927930495,159.26754720034268,46.596578236275285
N20003311,SOUTH DOWN,499.09200000000004,0.8187024277019919,106.14130297631067,172.7694672917212,63.104829707977714
N20003313,SOUTH DOWN,460.884,0.9570681419722074,101.2578348034745,159.54309658996263,59.06570915218833
