DZ2021_cd,nat_2001,nat_2023,pop,change,label,dea
N20000095,0.0,2.9416327677235525,260.32676521828614,2.9416327677235525,Ballyclare_C1,BALLYCLARE
N20000096,0.0,1.0724086475590033,37.839271294201836,1.0724086475590033,Ballyclare_A3,BALLYCLARE
N20000097,0.0,1.2512640612201005,443.3436695724965,1.2512640612201005,Ballyclare_B5,BALLYCLARE
N20000098,0.0,1.1957002392882217,107.69855521737004,1.1957002392882217,Ballyclare_D1,BALLYCLARE
N20000099,3.169063911133186e-05,1.0372863956283318,1372.6674547463076,1.0372547049892205,Ballyclare_A4,BALLYCLARE
N20000100,0.0,1.3088439496441382,1343.055339098508,1.3088439496441382,Ballyclare_F4,BALLYCLARE
N20000101,0.0,0.8647262014402421,276.9433677880526,0.8647262014402421,Ballyclare_D2,BALLYCLARE
N20000102,0.0,1.1734249378963337,293.0506438755169,1.1734249378963337,Ballyclare_D3,BALLYCLARE
N20000103,0.0,3.362969871320323,322.38972017296345,3.362969871320323,Ballyclare_C2,BALLYCLARE
N20000104,0.0,2.6117003643121475,375.28897136438303,2.6117003643121475,Ballyclare_C3,BALLYCLARE
N20000105,0.0,1.8998973617432457,336.8984316968749,1.8998973617432457,Ballyclare_C4,BALLYCLARE
N20000106,0.0,1.3198257060775318,266.09621954708547,1.3198257060775318,Ballyclare_D4,BALLYCLARE
N20000107,0.0,3.413244945823999,286.32943286541416,3.413244945823999,Ballyclare_D5,BALLYCLARE
N20000108,0.0,2.89634021788754,570.1204045602124,2.89634021788754,Ballyclare_C5,BALLYCLARE
N20000109,0.0,0.8672217228632394,399.3908536005708,0.8672217228632394,Ballyclare_E1,BALLYCLARE
N20000110,0.0,1.2510071093160906,412.6481603280547,1.2510071093160906,Ballyclare_E2,BALLYCLARE
N20000111,0.0,1.1500139351361618,592.238361797148,1.1500139351361618,Ballyclare_E3,BALLYCLARE
N20000112,0.0,2.2083074425114355,184.59043798812192,2.2083074425114355,Ballyclare_C6,BALLYCLARE
N20000113,0.0,1.5992114613822082,223.7775823321587,1.5992114613822082,Ballyclare_D6,BALLYCLARE
N20000114,0.0,0.9964080744794452,421.65661722220807,0.9964080744794452,Ballyclare_E4,BALLYCLARE
N20000115,0.0,0.9774875646408115,475.0412249687874,0.9774875646408115,Ballyclare_E5,BALLYCLARE
N20000116,0.0,1.4824233071488484,125.2734048658575,1.4824233071488484,Ballyclare_G1,BALLYCLARE
N20000117,0.0,0.7254529150399164,169.3731899694178,0.7254529150399164,Ballyclare_G2,BALLYCLARE
N20000118,0.0,1.4869057945371928,47.29028982958616,1.4869057945371928,Ballyclare_G3,BALLYCLARE
N20000119,0.0,1.1143193323762666,48.43542629672986,1.1143193323762666,Ballyclare_G4,BALLYCLARE
N20000120,0.0,0.8681675638432189,674.4683390893076,0.8681675638432189,Ballyclare_H1,BALLYCLARE
N20000121,0.0,1.4466117830844205,693.3702724046432,1.4466117830844205,Ballyclare_F5,BALLYCLARE
N20000122,0.0007408766804174509,0.9383260047331372,1547.0025408067058,0.9375851280527198,Ballyclare_H2,BALLYCLARE
N20000123,0.0,0.8533609164595369,53.255886705671834,0.8533609164595369,Ballyclare_H3,BALLYCLARE
N20000124,0.000841469333146013,3.111814277236558,488.38925585993644,3.110972807903412,Three_Mile_Water_A1,THREE MILE WATER
N20000125,0.0,2.60342809979455,454.3366785948991,2.60342809979455,Three_Mile_Water_B1,THREE MILE WATER
N20000126,0.0,2.0966618580675216,479.907111589166,2.0966618580675216,Three_Mile_Water_C1,THREE MILE WATER
N20000127,0.0,4.6470613318004075,139.9714436404596,4.6470613318004075,Three_Mile_Water_A2,THREE MILE WATER
N20000128,0.0,2.742970061685915,620.1851532957751,2.742970061685915,Three_Mile_Water_C2,THREE MILE WATER
N20000129,6.579758579593441e-06,6.986528855237091,1164.9250186714344,6.986522275478511,Three_Mile_Water_A3,THREE MILE WATER
N20000130,0.0,4.0070318887505225,515.0314278210683,4.0070318887505225,Three_Mile_Water_D1,THREE MILE WATER
N20000131,0.0,6.98095395102544,159.60122616353942,6.98095395102544,Three_Mile_Water_A4,THREE MILE WATER
N20000132,0.0,1.387696613970877,502.9236223757937,1.387696613970877,Three_Mile_Water_E1,THREE MILE WATER
N20000133,0.0,2.919709822578143,825.3279078478149,2.919709822578143,Three_Mile_Water_C3,THREE MILE WATER
N20000134,0.0,3.395308389573213,564.1530691613225,3.395308389573213,Three_Mile_Water_E2,THREE MILE WATER
N20000135,0.0,5.192898618163544,719.1421851816594,5.192898618163544,Three_Mile_Water_D2,THREE MILE WATER
N20000136,0.0,2.931451802185118,506.0069573455024,2.931451802185118,Three_Mile_Water_D3,THREE MILE WATER
N20000137,0.0,2.676993655332598,342.6977973775077,2.676993655332598,Three_Mile_Water_B2,THREE MILE WATER
N20000138,0.0,4.41045665995453,527.7279361205098,4.41045665995453,Three_Mile_Water_K1,THREE MILE WATER
N20000139,0.0,3.1659428816912123,924.5409500766539,3.1659428816912123,Three_Mile_Water_B3,THREE MILE WATER
N20000140,0.0,4.155034958312298,924.3022260128588,4.155034958312298,Three_Mile_Water_G1,THREE MILE WATER
N20000141,0.0003417520238951934,2.2544107955364994,90.00314207604778,2.254069043512604,Three_Mile_Water_A5,THREE MILE WATER
N20000142,0.0,6.958925189468634,267.9693627776903,6.958925189468634,Three_Mile_Water_F1,THREE MILE WATER
N20000143,0.0,3.1566742917479096,676.8950836655144,3.1566742917479096,Three_Mile_Water_E3,THREE MILE WATER
N20000144,0.0,2.6259556532476114,383.12628801269875,2.6259556532476114,Three_Mile_Water_D4,THREE MILE WATER
N20000145,0.0,8.226638364125675,291.1415044815403,8.226638364125675,Three_Mile_Water_F2,THREE MILE WATER
N20000146,0.0,6.3294911755091015,366.92659937709846,6.3294911755091015,Three_Mile_Water_J1,THREE MILE WATER
N20000147,0.0,4.728171117672654,455.72583913694695,4.728171117672654,Three_Mile_Water_F3,THREE MILE WATER
N20000148,0.0,4.9018245569049705,426.7951948273668,4.9018245569049705,Three_Mile_Water_H1,THREE MILE WATER
N20000149,0.0,3.0457020181203687,498.7676887975831,3.0457020181203687,Three_Mile_Water_E4,THREE MILE WATER
N20000150,0.0,8.072643279263623,203.97947060278952,8.072643279263623,Three_Mile_Water_J2,THREE MILE WATER
N20000151,0.0,3.963396738674848,697.3077391900853,3.963396738674848,Three_Mile_Water_H2,THREE MILE WATER
N20000152,0.0,3.067984377280707,318.3425731935785,3.067984377280707,Three_Mile_Water_G2,THREE MILE WATER
N20000153,0.0,6.711029443582557,563.5190906033095,6.711029443582557,Three_Mile_Water_K2,THREE MILE WATER
N20000154,1.3033363798488558e-06,6.127671464517385,728.3749303587191,6.127670161181005,Three_Mile_Water_F4,THREE MILE WATER
N20000155,0.0,5.976225901046663,296.8443433464474,5.976225901046663,Three_Mile_Water_J3,THREE MILE WATER
N20000156,6.855107734257282e-06,3.193038955580376,825.5199266716695,3.193032100472642,Three_Mile_Water_H3,THREE MILE WATER
N20000157,0.010310780293457633,4.584457070858689,634.7950164582974,4.574146290565231,Three_Mile_Water_H4,THREE MILE WATER
N20000158,0.0,2.2348213595779356,420.58263228432384,2.2348213595779356,Three_Mile_Water_G3,THREE MILE WATER
N20000159,0.0,5.684126330423838,385.67264452136897,5.684126330423838,Three_Mile_Water_J4,THREE MILE WATER
N20000160,0.0,5.438420100634103,180.05124609415765,5.438420100634103,Three_Mile_Water_G4,THREE MILE WATER
N20000161,0.00014077826583052238,4.2597391370721205,729.2135554019853,4.25959835880629,Three_Mile_Water_K3,THREE MILE WATER
N20000162,0.0,3.728290037006073,896.728755550106,3.728290037006073,Three_Mile_Water_G5,THREE MILE WATER
N20000163,0.0005991497283400816,3.8672045445540872,176.81891941136527,3.866605394825747,Three_Mile_Water_K4,THREE MILE WATER
N20000164,1.0098229246290396,4.850713313753467,432.42042926131296,3.840890389124427,Macedon_A1,MACEDON
N20000165,1.043521270531375,2.569553820008989,842.1429731929674,1.5260325494776141,Macedon_A2,MACEDON
N20000166,0.0,4.694578259483184,313.7740729896584,4.694578259483184,Macedon_B1,MACEDON
N20000167,0.0,4.3506556581724425,308.92226040366245,4.3506556581724425,Macedon_B2,MACEDON
N20000168,0.7008750140919605,4.481425259355178,568.4361843400937,3.7805502452632176,Macedon_C1,MACEDON
N20000169,0.0,67.28515382686348,472.31858089960167,67.28515382686348,Macedon_B3,MACEDON
N20000170,0.7528290136447537,3.0179110196015273,303.73528652719244,2.2650820059567733,Macedon_C2,MACEDON
N20000171,0.0019933663375540315,5.0151337757865555,393.8261881237229,5.013140409449002,Macedon_C3,MACEDON
N20000172,0.0,12.845451252751877,323.45298791457117,12.845451252751877,Macedon_B4,MACEDON
N20000173,18.540765814589548,19.0688046497745,697.296689240433,0.528038835184951,Macedon_A3,MACEDON
N20000174,1.5258760349790836,7.72853717013248,478.295153940362,6.202661135153396,Macedon_D1,MACEDON
N20000175,0.9084049059425591,8.683292016323936,415.12210163865564,7.774887110381377,Macedon_C4,MACEDON
N20000176,0.8116949742804503,2.501789944599591,378.24754354588583,1.6900949703191408,Macedon_C5,MACEDON
N20000177,2.473555724559517,30.20099279218306,274.35705705644546,27.727437067623544,Macedon_B5,MACEDON
N20000178,14.09025267522001,51.33306322401675,228.985917452785,37.24281054879674,Macedon_E1,MACEDON
N20000179,1.8703775827252238,6.087877953283332,766.0438358172544,4.217500370558108,Macedon_E2,MACEDON
N20000180,1.4077588877596494,5.6916290273520564,426.20157004883816,4.283870139592407,Macedon_D2,MACEDON
N20000181,3.74753217332776,9.379146210551662,451.7301206405568,5.631614037223902,Macedon_F1,MACEDON
N20000182,3.735546099992887,8.865374785060899,599.2591717714065,5.129828685068012,Macedon_D3,MACEDON
N20000183,2.938096293328817,7.229678325984255,596.1524566937677,4.291582032655438,Macedon_F2,MACEDON
N20000184,4.014199664442772,5.8831385564897,344.9974793072863,1.8689388920469279,Macedon_F3,MACEDON
N20000185,1.0944664735038185,6.021317195549536,255.4967182934453,4.926850722045717,Macedon_E3,MACEDON
N20000186,11.026789073720217,23.43882317792224,255.8786944076718,12.412034104202025,Macedon_H1,MACEDON
N20000187,4.948332267725564,11.076675802381523,358.13994670559686,6.128343534655959,Macedon_F4,MACEDON
N20000188,4.758392223328318,5.875312530929967,415.52539371905317,1.1169203076016485,Macedon_H2,MACEDON
N20000189,4.8932413015585405,10.450623670953634,439.23413757488953,5.557382369395094,Macedon_J1,MACEDON
N20000190,6.32842484801769,7.896069193073213,233.26198593623874,1.5676443450555233,Macedon_G1,MACEDON
N20000191,1.796229434254745,6.844838411627169,400.1084079990714,5.0486089773724245,Macedon_E4,MACEDON
N20000192,5.844152147401146,12.769320039745713,624.4587707452289,6.925167892344567,Macedon_G2,MACEDON
N20000193,11.27240402680289,13.432994901879816,187.63052960801448,2.1605908750769256,Macedon_G3,MACEDON
N20000194,7.397234662664638,12.611796906121747,464.07125193331535,5.214562243457109,Macedon_K1,MACEDON
N20000195,6.281151370058954,13.181688110423673,560.8403820654206,6.9005367403647195,Macedon_G4,MACEDON
N20000196,5.308512226192706,13.538448537537867,101.51670840740812,8.229936311345162,Macedon_J2,MACEDON
N20000197,5.276266644311177,9.562852101502092,131.92154031591681,4.286585457190914,Macedon_K2,MACEDON
N20000198,1.940986679737511,13.211921859706768,278.02997878765484,11.270935179969257,Macedon_K3,MACEDON
N20000199,5.599567016053405,8.251719782238995,442.4525135367876,2.6521527661855897,Macedon_G5,MACEDON
N20000200,2.554062527571814,6.070560617527,575.8005279298586,3.516498089955186,Macedon_K4,MACEDON
N20000201,45.5237689134821,33.98260641501874,834.9267637961276,-11.541162498463358,Macedon_J3,MACEDON
N20000202,4.18046145637619,8.948849285813957,252.5225691644223,4.768387829437766,Macedon_K5,MACEDON
N20000203,2.4731866662820203,16.459352026812052,163.27662175730242,13.986165360530032,Macedon_J4,MACEDON
N20000204,4.37830136524544,17.578937312842623,249.95488578356867,13.200635947597183,Macedon_J5,MACEDON
N20000205,6.540816669369994,23.590472587891025,319.97947415507196,17.049655918521033,Macedon_H3,MACEDON
N20000206,3.7182984589788908,11.085249143738123,285.26658473219624,7.366950684759232,Macedon_H4,MACEDON
N20000207,83.66076154028327,94.28456399773513,221.34708873315796,10.623802457451859,Macedon_L1,MACEDON
N20000208,39.45217241123211,89.1959346850081,680.4633285648258,49.743762273775985,Macedon_L2,MACEDON
N20000209,67.13603572683645,84.51080663096407,309.80443685999245,17.374770904127615,Macedon_L3,MACEDON
N20000210,85.06571565384098,94.73163844440575,396.8783477746756,9.665922790564764,Macedon_L4,MACEDON
N20000211,8.502698182420026,14.484011536879358,44.832139408494356,5.981313354459331,Glengormley_Urban_C1,GLENGORMLEY URBAN
N20000212,0.0,13.628937490363679,301.57203477033084,13.628937490363679,Glengormley_Urban_A1,GLENGORMLEY URBAN
N20000213,0.08809446365761105,12.41615490139997,831.8678640471584,12.328060437742359,Glengormley_Urban_A2,GLENGORMLEY URBAN
N20000214,0.0,10.407057222776807,304.0624254635707,10.407057222776807,Glengormley_Urban_B1,GLENGORMLEY URBAN
N20000215,20.349176089992035,10.564869680506883,258.14139949134824,-9.784306409485152,Glengormley_Urban_C2,GLENGORMLEY URBAN
N20000216,0.0669198918001367,9.724075818550883,241.99754269446467,9.657155926750747,Glengormley_Urban_B2,GLENGORMLEY URBAN
N20000217,15.931433965180402,10.132535949425256,354.04244969631276,-5.798898015755146,Glengormley_Urban_A3,GLENGORMLEY URBAN
N20000218,6.075522544036723,11.27272442715053,663.1157500455292,5.197201883113808,Glengormley_Urban_B3,GLENGORMLEY URBAN
N20000219,21.921893176837077,22.02660412217093,585.2579337548682,0.10471094533385283,Glengormley_Urban_C3,GLENGORMLEY URBAN
N20000220,7.8297835782451815,18.55991546655037,444.7008505377654,10.730131888305188,Glengormley_Urban_B4,GLENGORMLEY URBAN
N20000221,9.568571956326013,9.917978549959209,661.0231857683783,0.34940659363319604,Glengormley_Urban_D1,GLENGORMLEY URBAN
N20000222,12.28441520090973,14.46019337440197,525.7007998410901,2.1757781734922386,Glengormley_Urban_E1,GLENGORMLEY URBAN
N20000223,16.171141447847486,16.308308054912636,496.6162946698304,0.13716660706515071,Glengormley_Urban_D2,GLENGORMLEY URBAN
N20000224,27.043857942867195,30.242465773445527,607.6053976512211,3.1986078305783323,Glengormley_Urban_B5,GLENGORMLEY URBAN
N20000225,18.589259242090964,10.574479075855535,223.27819983293745,-8.014780166235429,Glengormley_Urban_E2,GLENGORMLEY URBAN
N20000226,13.257907220066157,15.677705802651799,728.2459325677376,2.419798582585642,Glengormley_Urban_D3,GLENGORMLEY URBAN
N20000227,26.17716292249358,16.567718391957957,396.4063233221104,-9.609444530535622,Glengormley_Urban_C4,GLENGORMLEY URBAN
N20000228,22.278535806103555,13.563791098814683,745.9254778365531,-8.714744707288872,Glengormley_Urban_E3,GLENGORMLEY URBAN
N20000229,23.739550281317403,20.00768633216134,454.24045537939264,-3.731863949156061,Glengormley_Urban_E4,GLENGORMLEY URBAN
N20000230,30.534377445844072,24.81148907099013,717.2390696430462,-5.722888374853941,Glengormley_Urban_D4,GLENGORMLEY URBAN
N20000231,34.834848316489555,27.549982472425754,648.8673028247468,-7.284865844063802,Glengormley_Urban_F1,GLENGORMLEY URBAN
N20000232,19.667338531099464,42.333393861602886,369.0213799543411,22.666055330503422,Glengormley_Urban_G1,GLENGORMLEY URBAN
N20000233,40.26312672126146,48.32594580409475,417.08373830381,8.062819082833293,Glengormley_Urban_F2,GLENGORMLEY URBAN
N20000234,42.1889995233605,53.544773533783854,404.42317945170174,11.355774010423353,Glengormley_Urban_G2,GLENGORMLEY URBAN
N20000235,19.84596559907256,40.791548093918884,222.41364401519604,20.945582494846324,Glengormley_Urban_G3,GLENGORMLEY URBAN
N20000236,26.129513309852193,42.83097654308458,411.9031787218302,16.70146323323239,Glengormley_Urban_H1,GLENGORMLEY URBAN
N20000237,28.011483455784575,31.688220134679653,549.2087830241379,3.676736678895079,Glengormley_Urban_H2,GLENGORMLEY URBAN
N20000238,55.54963335016443,63.61650007922598,630.0922794547533,8.066866729061552,Glengormley_Urban_F3,GLENGORMLEY URBAN
N20000239,27.160701382009876,36.94383028108238,636.5440048996434,9.783128899072501,Glengormley_Urban_G4,GLENGORMLEY URBAN
N20000240,50.89999044086952,52.13383064318278,301.39266149247226,1.2338402023132602,Glengormley_Urban_F4,GLENGORMLEY URBAN
N20000241,15.140858107382968,20.40910135139308,263.0253795093335,5.268243244010112,Glengormley_Urban_G5,GLENGORMLEY URBAN
N20000242,15.750862000888397,18.712423723238402,354.62652721824014,2.9615617223500053,Glengormley_Urban_H3,GLENGORMLEY URBAN
N20000243,69.28652278253892,73.01344094645654,329.88785935647184,3.7269181639176168,Glengormley_Urban_J1,GLENGORMLEY URBAN
N20000244,68.12750729272591,81.45619056507185,690.1167076081682,13.328683272345941,Glengormley_Urban_J2,GLENGORMLEY URBAN
N20000245,78.92488077840807,88.66080584934332,411.0129062721593,9.735925070935252,Glengormley_Urban_J3,GLENGORMLEY URBAN
N20000246,63.071944520697414,80.44844151336513,620.044625219826,17.37649699266771,Glengormley_Urban_K1,GLENGORMLEY URBAN
N20000247,44.00779003156627,74.41959280713421,398.306462619714,30.411802775567935,Glengormley_Urban_K2,GLENGORMLEY URBAN
N20000248,39.72694510746459,22.99830080479746,451.22620424454647,-16.728644302667128,Glengormley_Urban_L1,GLENGORMLEY URBAN
N20000249,79.69046766285899,89.75560178834706,391.95838910782487,10.065134125488072,Glengormley_Urban_J4,GLENGORMLEY URBAN
N20000250,79.56343792879095,86.6837872555105,328.88545219120726,7.120349326719548,Glengormley_Urban_J5,GLENGORMLEY URBAN
