SA2011,nat_2001,nat_2023,nat_2001_on2021demog,pop,change,swing_political,swing_demographic,label,dea
N00000019,10.949322191225,16.38265897136106,9.369693540152312,306.9999094905223,5.4333367801360595,7.012965431208748,-1.5796286510726887,Antrim_K3,ANTRIM
N00000020,10.391241957988052,14.979923675162253,7.9908026151586435,251.9998886570862,4.5886817171742,6.989121060003609,-2.400439342829409,Antrim_K5,ANTRIM
N00000021,7.2021121270631605,14.002175908180837,6.333946333330689,278.9999222246189,6.800063781117676,7.668229574850147,-0.8681657937324712,Antrim_F5,ANTRIM
N00000022,8.703739599068752,12.029681773867512,6.8590397295034045,269.99989160863265,3.32594217479876,5.170642044364108,-1.844699869565348,Antrim_K4,ANTRIM
N00000023,10.550098607677107,13.52639383745584,8.668942444796356,236.99991615120632,2.9762952297787333,4.857451392659485,-1.8811561628807514,Antrim_J5,ANTRIM
N00000024,6.06728189277455,14.997682469645824,5.671191717581877,359.99998602886126,8.930400576871275,9.326490752063947,-0.396090175192672,Airport_G2,AIRPORT
N00000025,5.236264428978243,18.87828362123458,7.255421835032642,358.99998673357834,13.642019192256337,11.622861786201938,2.019157406054399,Airport_G2,AIRPORT
N00000026,6.435137948279062,28.8424259002486,11.45713812243564,362.9999873033843,22.407287951969536,17.38528777781296,5.022000174156577,Airport_G4,AIRPORT
N00000027,31.326149977943054,69.68608988222763,49.03747713994977,366.9999896792852,38.35993990428458,20.648612742277862,17.711327162006718,Airport_G4,AIRPORT
N00000028,66.38323275471966,89.55671140480736,66.82500320686121,342.99994295780056,23.173478650087702,22.731708197946148,0.4417704521415544,Airport_G4,AIRPORT
N00000029,4.333882427570522,9.56920528569822,3.6811508138058286,400.99999125425194,5.235322858127699,5.888054471892392,-0.6527316137646935,Airport_C1,AIRPORT
N00000030,4.292924128420416,22.066968150118583,8.575704235566363,369.9999937578209,17.774044021698167,13.49126391455222,4.282780107145946,Airport_C4,AIRPORT
N00000031,93.35218218485443,87.83267278976072,85.08564372899409,523.9999954780377,-5.519509395093706,2.7470290607666357,-8.266538455860342,Dunsilly_F6,DUNSILLY
N00000032,44.76785760864162,64.59946922181271,61.54169453532159,402.9999784058347,19.83161161317109,3.057774686491122,16.77383692667997,Dunsilly_F6,DUNSILLY
N00000033,60.46274107124027,70.45111774849622,67.6347768659519,416.9999897099999,9.988376677255943,2.81634088254431,7.172035794711633,Dunsilly_F4,DUNSILLY
N00000034,23.30142250767299,37.006777979551494,35.54701520041888,437.99995583846567,13.705355471878505,1.4597627791326104,12.245592692745895,Dunsilly_F4,DUNSILLY
