contest,scale,year,area,total_new,nat_pct_new,uni_pct_new,oth_pct_new,nat_pct_old,uni_pct_old,oth_pct_old,remain_pct,total_old
local,dea,2014,Waterside,8832.0,41.700634057971016,54.291213768115945,4.008152173913044,41.700634057971016,54.291213768115945,4.008152173913044,,8832.0
local,dea,2014,West Tyrone,7460.0,59.879356568364614,36.90348525469169,3.2171581769436997,59.87935656836461,36.90348525469169,3.2171581769437,,7460.0
local,dea,2019,Airport,7052.0,38.6415201361316,44.04424276800908,17.31423709585933,38.6415201361316,44.04424276800908,17.31423709585933,,7052.0
local,dea,2019,Antrim,6432.0,20.304726368159205,47.8544776119403,31.8407960199005,20.304726368159205,47.8544776119403,31.8407960199005,,6432.0
local,dea,2019,Ards Peninsula,7837.0,23.184892178129385,62.128365445961464,14.68674237590915,23.184892178129385,62.12836544596146,14.68674237590915,,7837.0
local,dea,2019,Armagh,12723.0,68.27006209227383,26.21237129607797,5.5175666116481965,68.27006209227383,26.21237129607797,5.5175666116481965,,12723.0
local,dea,2019,Ballyarnett,9575.0,81.14882506527415,0.0,18.851174934725847,81.14882506527415,0.0,18.851174934725847,,9575.0
local,dea,2019,Ballyclare,6758.0,0.0,64.27937259544244,35.72062740455756,0.0,64.27937259544244,35.72062740455756,,6758.0
local,dea,2019,Ballymena,6936.0,19.73760092272203,51.57151095732411,28.690888119953865,19.73760092272203,51.57151095732411,28.690888119953865,,6936.0
local,dea,2019,Ballymoney,8751.0,23.52873957262027,65.56964918295051,10.901611244429208,23.52873957262027,65.56964918295051,10.901611244429208,,8751.0
local,dea,2019,Balmoral,9210.0,36.93811074918567,35.39630836047774,27.665580890336592,36.93811074918567,35.39630836047774,27.665580890336592,,9210.0
local,dea,2019,Banbridge,12138.0,24.90525622013511,63.35475366617235,11.739990113692535,24.90525622013511,63.35475366617235,11.739990113692537,,12138.0
local,dea,2019,Bangor Central,7357.0,0.0,49.53105885551176,50.46894114448824,0.0,49.53105885551176,50.46894114448824,,7357.0
local,dea,2019,Bangor East and Donaghadee,7598.0,0.0,63.10871281916294,36.89128718083706,0.0,63.10871281916294,36.89128718083706,,7598.0
local,dea,2019,Bangor West,5709.0,1.2436503765983535,49.658434051497636,49.09791557190401,1.2436503765983535,49.65843405149764,49.09791557190401,,5709.0
local,dea,2019,Bann,7275.0,28.714776632302407,64.5360824742268,6.74914089347079,28.714776632302407,64.5360824742268,6.74914089347079,,7275.0
local,dea,2019,Bannside,8073.0,12.027746810355506,78.68202650811347,9.29022668153103,12.027746810355506,78.68202650811347,9.29022668153103,,8073.0
local,dea,2019,Benbradagh,7049.0,68.52035749751738,26.769754575117037,4.709887927365584,68.52035749751738,26.76975457511704,4.709887927365584,,7049.0
local,dea,2019,Black Mountain,14053.0,80.89375933964278,0.0,19.10624066035722,80.89375933964278,0.0,19.10624066035722,,14053.0
local,dea,2019,Botanic,9505.0,27.880063124671224,26.985796948974222,45.13413992635455,27.880063124671224,26.985796948974222,45.13413992635455,,9505.0
local,dea,2019,Braid,8840.0,7.138009049773756,79.06108597285068,13.800904977375566,7.138009049773756,79.06108597285068,13.800904977375566,,8840.0
local,dea,2019,Carntogher,7947.0,75.82735623505725,22.436139423681894,1.7365043412608532,75.82735623505725,22.43613942368189,1.7365043412608532,,7947.0
local,dea,2019,Carrick Castle,5653.0,0.0,61.96709711657527,38.03290288342473,0.0,61.96709711657527,38.03290288342473,,5653.0
local,dea,2019,Castle,11300.0,36.4070796460177,34.15929203539823,29.43362831858407,36.4070796460177,34.15929203539823,29.43362831858407,,11300.0
local,dea,2019,Castlereagh East,6982.0,0.0,69.2351761672873,30.76482383271269,0.0,69.2351761672873,30.76482383271269,,6982.0
local,dea,2019,Castlereagh South,9077.0,27.619257463919798,31.067533325988762,41.31320921009144,27.6192574639198,31.06753332598876,41.31320921009144,,9077.0
local,dea,2019,Causeway,8131.0,9.383839626122247,64.85057188537695,25.7655884885008,9.383839626122247,64.85057188537695,25.7655884885008,,8131.0
local,dea,2019,Clogher Valley,9095.0,49.26882902693788,50.73117097306212,0.0,49.26882902693788,50.73117097306212,0.0,,9095.0
local,dea,2019,Coast Road,5616.0,15.544871794871796,54.5940170940171,29.86111111111111,15.544871794871796,54.5940170940171,29.86111111111111,,5616.0
local,dea,2019,Coleraine,7131.0,19.632590099565277,70.10236993409059,10.265039966344132,19.63259009956528,70.10236993409059,10.265039966344132,,7131.0
local,dea,2019,Collin,12102.0,77.78879524045612,3.6274995868451496,18.58370517269873,77.78879524045612,3.6274995868451496,18.58370517269873,,12102.0
local,dea,2019,Comber,6527.0,0.0,69.95556917419948,30.04443082580052,0.0,69.95556917419948,30.04443082580052,,6527.0
local,dea,2019,Cookstown,9241.0,56.89860404718104,43.10139595281896,0.0,56.89860404718104,43.10139595281896,0.0,,9241.0
local,dea,2019,Court,11311.0,29.23702590398727,58.05852709751569,12.704446998497039,29.23702590398727,58.05852709751569,12.70444699849704,,11311.0
local,dea,2019,Craigavon,9675.0,46.997416020671835,45.77777777777778,7.224806201550388,46.99741602067184,45.77777777777778,7.224806201550388,,9675.0
local,dea,2019,Crotlieve,11480.0,56.83797909407666,9.433797909407666,33.728222996515676,56.83797909407666,9.433797909407666,33.72822299651568,,11480.0
local,dea,2019,Cusher,11457.0,21.122457886008554,55.20642402024963,23.671118093741818,21.122457886008554,55.20642402024963,23.671118093741818,,11457.0
local,dea,2019,Derg,8004.0,49.862568715642176,39.08045977011494,11.056971514242878,49.862568715642176,39.08045977011494,11.056971514242878,,8004.0
local,dea,2019,Downpatrick,7388.0,72.26583649160801,6.686518678938819,21.047644829453166,72.26583649160801,6.686518678938819,21.04764482945317,,7388.0
local,dea,2019,Downshire East,6175.0,6.834008097165992,71.82186234817814,21.344129554655872,6.834008097165992,71.82186234817814,21.344129554655872,,6175.0
local,dea,2019,Downshire West,6234.0,4.94064805903112,65.44754571703561,29.611806223933268,4.94064805903112,65.44754571703561,29.611806223933268,,6234.0
local,dea,2019,Dungannon,8294.0,29.213889558717145,44.38148058837714,26.404629852905714,29.213889558717145,44.38148058837714,26.40462985290572,,8294.0
local,dea,2019,Dunsilly,6514.0,38.65520417562174,46.16211237334971,15.182683451028554,38.65520417562174,46.16211237334971,15.182683451028554,,6514.0
local,dea,2019,Enniskillen,7225.0,36.844290657439444,47.017301038062286,16.13840830449827,36.84429065743944,47.017301038062286,16.13840830449827,,7225.0
local,dea,2019,Erne East,8456.0,50.047303689687794,32.33207190160832,17.62062440870388,50.047303689687794,32.33207190160832,17.62062440870388,,8456.0
local,dea,2019,Erne North,6849.0,39.93283691049788,53.745072273324574,6.322090816177544,39.93283691049788,53.745072273324574,6.322090816177544,,6849.0
local,dea,2019,Erne West,7385.0,51.916046039268785,25.457007447528774,22.626946513202437,51.91604603926879,25.45700744752877,22.62694651320244,,7385.0
local,dea,2019,Faughan,7143.0,40.97718045639087,37.7992440151197,21.22357552848943,40.97718045639087,37.7992440151197,21.22357552848943,,7143.0
local,dea,2019,Foyleside,7358.0,71.40527317205762,0.0,28.594726827942377,71.40527317205762,0.0,28.594726827942377,,7358.0
local,dea,2019,Glengormley Urban,7939.0,33.97153293865726,44.79153545786623,21.23693160347651,33.97153293865726,44.79153545786623,21.23693160347651,,7939.0
local,dea,2019,Holywood and Clandeboye,6837.0,0.0,42.12373848179026,57.87626151820974,0.0,42.12373848179026,57.87626151820974,,6837.0
local,dea,2019,Killultagh,7515.0,22.4750499001996,55.82168995342648,21.703260146373918,22.4750499001996,55.82168995342648,21.70326014637392,,7515.0
local,dea,2019,Knockagh,5703.0,0.0,65.4392425039453,34.560757496054705,0.0,65.4392425039453,34.560757496054705,,5703.0
local,dea,2019,Lagan River,8884.0,6.708689779378658,80.04277352543899,13.24853669518235,6.708689779378658,80.04277352543899,13.24853669518235,,8884.0
local,dea,2019,Larne Lough,5986.0,0.0,66.0541262946876,33.945873705312394,0.0,66.0541262946876,33.945873705312394,,5986.0
local,dea,2019,Limavady,5565.0,33.9622641509434,56.02875112309074,10.008984725965858,33.9622641509434,56.02875112309074,10.008984725965858,,5565.0
local,dea,2019,Lisburn North,7323.0,20.565342072920934,59.183394783558654,20.251263143520415,20.56534207292093,59.183394783558654,20.25126314352041,,7323.0
local,dea,2019,Lisburn South,6962.0,9.322033898305085,66.18787704682562,24.49008905486929,9.322033898305085,66.18787704682562,24.49008905486929,,6962.0
local,dea,2019,Lisnasharragh,11066.0,14.521959154165913,41.0717513103199,44.40628953551419,14.521959154165913,41.0717513103199,44.40628953551419,,11066.0
local,dea,2019,Lurgan,12046.0,53.254192262991864,35.77951187116055,10.966295865847584,53.25419226299186,35.77951187116055,10.966295865847584,,12046.0
local,dea,2019,Macedon,6258.0,12.224352828379674,64.28571428571429,23.48993288590604,12.224352828379674,64.28571428571429,23.48993288590604,,6258.0
local,dea,2019,Magherafelt,7560.0,54.801587301587304,45.198412698412696,0.0,54.8015873015873,45.198412698412696,0.0,,7560.0
local,dea,2019,Mid Tyrone,8088.0,61.510880316518296,23.615232443125617,14.873887240356083,61.510880316518296,23.615232443125617,14.873887240356083,,8088.0
local,dea,2019,Moyola,7873.0,63.749523688555826,32.46538803505652,3.785088276387654,63.74952368855583,32.46538803505652,3.785088276387654,,7873.0
local,dea,2019,Newry,9900.0,66.08080808080808,3.4444444444444446,30.474747474747474,66.08080808080808,3.4444444444444446,30.47474747474748,,9900.0
local,dea,2019,Newtownards,8341.0,0.0,49.634336410502335,50.365663589497665,0.0,49.634336410502335,50.36566358949767,,8341.0
local,dea,2019,Oldpark,11327.0,63.30890791913128,27.2622936346782,9.428798446190518,63.30890791913128,27.2622936346782,9.428798446190518,,11327.0
local,dea,2019,Omagh,6363.0,42.33851956624234,26.999842841427,30.66163759233066,42.33851956624234,26.999842841427,30.66163759233066,,6363.0
local,dea,2019,Ormiston,13285.0,0.42905532555513737,47.993978170869404,51.57696650357546,0.4290553255551373,47.99397817086941,51.57696650357546,,13285.0
local,dea,2019,Portadown,11223.0,27.03376993673706,65.51724137931035,7.448988683952598,27.03376993673706,65.51724137931035,7.448988683952598,,11223.0
local,dea,2019,Rowallane,7766.0,24.877671903167656,48.403296420293586,26.71903167653876,24.877671903167656,48.40329642029359,26.71903167653876,,7766.0
local,dea,2019,Slieve Croob,8179.0,62.905000611321675,26.543587235603376,10.551412153074947,62.90500061132168,26.543587235603376,10.551412153074947,,8179.0
local,dea,2019,Slieve Gullion,12522.0,84.32359048075388,12.793483469094394,2.882926050151733,84.32359048075388,12.793483469094394,2.882926050151733,,12522.0
local,dea,2019,Sperrin,10881.0,46.006800845510526,23.75700762797537,30.23619152651411,46.006800845510526,23.75700762797537,30.23619152651411,,10881.0
local,dea,2019,The Glens,6736.0,57.42280285035629,23.767814726840854,18.80938242280285,57.42280285035629,23.767814726840854,18.80938242280285,,6736.0
local,dea,2019,The Moor,7748.0,59.02168301497161,1.9101703665462055,39.06814661848219,59.02168301497161,1.910170366546205,39.06814661848219,,7748.0
local,dea,2019,The Mournes,12104.0,52.172835426305355,28.081625908790482,19.745538664904164,52.17283542630536,28.08162590879048,19.745538664904164,,12104.0
local,dea,2019,Three Mile Water,7036.0,0.0,70.90676520750426,29.093234792495736,0.0,70.90676520750426,29.093234792495736,,7036.0
local,dea,2019,Titanic,9468.0,11.639205745669624,54.43599493029151,33.924799324038865,11.639205745669624,54.43599493029151,33.924799324038865,,9468.0
local,dea,2019,Torrent,9098.0,62.167509342712684,21.070564959331723,16.761925697955594,62.16750934271269,21.070564959331723,16.761925697955594,,9098.0
local,dea,2019,Waterside,9956.0,40.48814785054239,44.777018883085574,14.734833266372037,40.48814785054239,44.77701888308557,14.734833266372036,,9956.0
local,dea,2019,West Tyrone,7547.0,59.83834636279316,34.99403736584073,5.167616271366105,59.83834636279316,34.99403736584073,5.167616271366105,,7547.0
local,dea,2023,Airport,8016.0,47.043413173652695,36.20259481037924,16.753992015968063,47.043413173652695,36.20259481037924,16.753992015968063,,8016.0
local,dea,2023,Antrim,7126.0,27.33651417344934,50.561324726354194,22.102161100196465,27.33651417344934,50.561324726354194,22.102161100196465,,7126.0
local,dea,2023,Ards Peninsula,9184.0,24.21602787456446,59.200783972125436,16.583188153310104,24.21602787456446,59.20078397212544,16.583188153310104,,9184.0
local,dea,2023,Armagh,13584.0,71.5032391048292,23.939929328621908,4.556831566548881,71.5032391048292,23.939929328621908,4.556831566548881,,13584.0
local,dea,2023,Ballyarnett,9740.0,88.05954825462013,0.0,11.940451745379876,88.05954825462013,0.0,11.940451745379876,,9740.0
local,dea,2023,Ballyclare,7184.0,1.1971046770601337,70.7683741648107,28.034521158129177,1.1971046770601337,70.7683741648107,28.034521158129177,,7184.0
local,dea,2023,Ballymena,7296.0,23.72532894736842,49.95888157894737,26.31578947368421,23.72532894736842,49.95888157894737,26.31578947368421,,7296.0
local,dea,2023,Ballymoney,9971.0,28.081436164878145,61.53846153846154,10.380102296660315,28.081436164878145,61.53846153846154,10.380102296660317,,9971.0
local,dea,2023,Balmoral,10229.0,43.044285853944665,28.1650210186724,28.79069312738293,43.044285853944665,28.1650210186724,28.79069312738293,,10229.0
local,dea,2023,Banbridge,13671.0,30.224562943456952,55.4312047399605,14.344232316582547,30.224562943456952,55.4312047399605,14.344232316582548,,13671.0
local,dea,2023,Bangor Central,8450.0,0.0,37.680473372781066,62.319526627218934,0.0,37.680473372781066,62.31952662721893,,8450.0
local,dea,2023,Bangor East and Donaghadee,8496.0,0.0,58.96892655367232,41.03107344632768,0.0,58.96892655367232,41.03107344632768,,8496.0
local,dea,2023,Bangor West,6505.0,4.565718677940046,46.16448885472713,49.26979246733282,4.565718677940046,46.16448885472713,49.26979246733282,,6505.0
local,dea,2023,Bann,7917.0,33.447012757357584,49.298976885183784,17.254010357458633,33.447012757357584,49.29897688518378,17.254010357458633,,7917.0
local,dea,2023,Bannside,8780.0,17.11845102505695,74.13439635535308,8.747152619589977,17.11845102505695,74.13439635535308,8.747152619589977,,8780.0
local,dea,2023,Benbradagh,7853.0,70.71182987393352,23.315930217751177,5.972239908315293,70.71182987393352,23.315930217751177,5.972239908315293,,7853.0
local,dea,2023,Black Mountain,15971.0,90.29490952351136,0.0,9.705090476488635,90.29490952351136,0.0,9.705090476488635,,15971.0
local,dea,2023,Botanic,10593.0,42.962333616539226,26.10214292457283,30.935523458887946,42.962333616539226,26.10214292457283,30.935523458887943,,10593.0
local,dea,2023,Braid,9463.0,13.758850258903097,75.50459685089295,10.736552890203953,13.758850258903095,75.50459685089295,10.736552890203953,,9463.0
local,dea,2023,Carntogher,8830.0,80.30577576443942,19.69422423556059,0.0,80.30577576443942,19.69422423556059,0.0,,8830.0
local,dea,2023,Carrick Castle,6254.0,0.0,72.1298369043812,27.870163095618803,0.0,72.1298369043812,27.870163095618803,,6254.0
local,dea,2023,Castle,12300.0,46.17886178861789,32.51219512195122,21.308943089430894,46.17886178861789,32.51219512195122,21.30894308943089,,12300.0
local,dea,2023,Castlereagh East,7867.0,0.0,66.73446040422016,33.26553959577984,0.0,66.73446040422016,33.26553959577984,,7867.0
local,dea,2023,Castlereagh South,10185.0,38.213058419243985,22.51350024545901,39.27344133529701,38.21305841924399,22.51350024545901,39.27344133529701,,10185.0
local,dea,2023,Causeway,8811.0,13.222108727726706,60.2769265690614,26.500964703211896,13.222108727726706,60.2769265690614,26.500964703211896,,8811.0
local,dea,2023,Clogher Valley,10731.0,45.53163731245923,41.785481315813996,12.682881371726772,45.53163731245923,41.785481315814,12.682881371726772,,10731.0
local,dea,2023,Coast Road,5877.0,20.0782712268164,51.76110260336907,28.16062616981453,20.0782712268164,51.76110260336907,28.16062616981453,,5877.0
local,dea,2023,Coleraine,7392.0,16.057900432900432,61.70183982683983,22.24025974025974,16.057900432900432,61.70183982683983,22.24025974025974,,7392.0
local,dea,2023,Collin,13962.0,82.47385761352241,0.0,17.52614238647758,82.47385761352241,0.0,17.52614238647758,,13962.0
local,dea,2023,Comber,7286.0,0.0,63.40927806752676,36.59072193247324,0.0,63.40927806752676,36.59072193247324,,7286.0
local,dea,2023,Cookstown,10288.0,57.46500777604977,37.98600311041991,4.548989113530326,57.46500777604977,37.98600311041991,4.548989113530326,,10288.0
local,dea,2023,Court,12023.0,34.076353655493634,58.745737336771185,7.177909007735174,34.076353655493634,58.74573733677119,7.177909007735174,,12023.0
local,dea,2023,Craigavon,10687.0,45.09216805464583,41.88266117713109,13.025170768223076,45.09216805464583,41.88266117713109,13.025170768223076,,10687.0
local,dea,2023,Crotlieve,13118.0,63.416679371855466,7.989022716877573,28.59429791126696,63.416679371855466,7.989022716877573,28.59429791126696,,13118.0
local,dea,2023,Cusher,12278.0,22.438507900309496,55.95373839387523,21.60775370581528,22.438507900309496,55.95373839387523,21.60775370581528,,12278.0
local,dea,2023,Derg,8549.0,55.05907123640192,35.62989823371154,9.311030529886537,55.05907123640192,35.62989823371154,9.311030529886535,,8549.0
local,dea,2023,Downpatrick,8173.0,74.15881561238223,5.713936131163587,20.127248256454177,74.15881561238223,5.713936131163587,20.127248256454177,,8173.0
local,dea,2023,Downshire East,6852.0,4.553415061295972,65.11967308814944,30.326911850554584,4.553415061295972,65.11967308814944,30.326911850554584,,6852.0
local,dea,2023,Downshire West,7179.0,4.206714027023263,57.445326647165345,38.347959325811395,4.206714027023263,57.44532664716535,38.3479593258114,,7179.0
local,dea,2023,Dungannon,9610.0,36.26430801248699,37.232049947970864,26.503642039542143,36.26430801248699,37.232049947970864,26.503642039542143,,9610.0
local,dea,2023,Dunsilly,7454.0,47.907163938824795,39.844378856989536,12.248457204185673,47.9071639388248,39.844378856989536,12.248457204185671,,7454.0
local,dea,2023,Enniskillen,7676.0,41.5450755601876,41.74048983845753,16.71443460135487,41.5450755601876,41.74048983845753,16.71443460135487,,7676.0
local,dea,2023,Erne East,8478.0,58.197688133993864,29.782967681056853,12.019344184949281,58.19768813399386,29.782967681056853,12.01934418494928,,8478.0
local,dea,2023,Erne North,7100.0,45.014084507042256,49.943661971830984,5.042253521126761,45.014084507042256,49.94366197183098,5.042253521126761,,7100.0
local,dea,2023,Erne West,7586.0,65.1990508832059,24.835222778803058,9.965726337991036,65.1990508832059,24.835222778803058,9.965726337991036,,7586.0
local,dea,2023,Faughan,8095.0,48.0296479308215,36.10870907967882,15.86164298949969,48.0296479308215,36.10870907967882,15.86164298949969,,8095.0
local,dea,2023,Foyleside,7163.0,82.61901437944995,0.0,17.38098562055005,82.61901437944995,0.0,17.38098562055005,,7163.0
local,dea,2023,Glengormley Urban,8765.0,41.73416999429549,37.47860810039931,20.78722190530519,41.73416999429549,37.47860810039931,20.78722190530519,,8765.0
local,dea,2023,Holywood and Clandeboye,7728.0,6.97463768115942,37.31884057971015,55.70652173913044,6.97463768115942,37.31884057971015,55.70652173913044,,7728.0
local,dea,2023,Killultagh,8381.0,27.705524400429542,49.146879847273595,23.147595752296862,27.705524400429542,49.1468798472736,23.147595752296866,,8381.0
local,dea,2023,Knockagh,6486.0,0.0,56.244218316373725,43.755781683626275,0.0,56.244218316373725,43.75578168362628,,6486.0
local,dea,2023,Lagan River,10000.0,7.22,75.16,17.62,7.22,75.16,17.62,,10000.0
local,dea,2023,Larne Lough,6405.0,0.0,64.09055425448868,35.90944574551132,0.0,64.09055425448868,35.90944574551132,,6405.0
local,dea,2023,Limavady,6031.0,39.72807162991212,41.36959044934505,18.902337920742827,39.72807162991212,41.36959044934505,18.902337920742827,,6031.0
local,dea,2023,Lisburn North,8444.0,25.746091899573663,40.11132164850782,34.142586451918525,25.746091899573663,40.11132164850782,34.142586451918525,,8444.0
local,dea,2023,Lisburn South,7496.0,12.873532550693703,63.31376734258271,23.812700106723586,12.873532550693705,63.31376734258271,23.812700106723582,,7496.0
local,dea,2023,Lisnasharragh,11975.0,23.473903966597078,36.167014613778704,40.35908141962422,23.47390396659708,36.167014613778704,40.35908141962422,,11975.0
local,dea,2023,Lurgan,14078.0,55.63290240090922,31.03423781787186,13.332859781218923,55.63290240090922,31.03423781787186,13.332859781218923,,14078.0
local,dea,2023,Macedon,7118.0,18.62882832256252,57.0665917392526,24.304579938184883,18.62882832256252,57.0665917392526,24.304579938184883,,7118.0
local,dea,2023,Magherafelt,8257.0,53.421339469540996,40.78963303863389,5.789027491825118,53.421339469541,40.78963303863389,5.789027491825118,,8257.0
local,dea,2023,Mid Tyrone,8542.0,68.5787871692812,20.416764223835166,11.004448606883633,68.5787871692812,20.41676422383517,11.004448606883631,,8542.0
local,dea,2023,Moyola,9156.0,68.09742245522062,29.204892966360855,2.6976845784185235,68.09742245522062,29.20489296636085,2.6976845784185235,,9156.0
local,dea,2023,Newry,10451.0,87.33135585111472,2.7270117692086884,9.941632379676586,87.33135585111472,2.7270117692086884,9.941632379676586,,10451.0
local,dea,2023,Newtownards,9285.0,0.0,52.364028002154015,47.635971997845985,0.0,52.364028002154015,47.63597199784599,,9285.0
local,dea,2023,Oldpark,12366.0,52.886948083454634,22.456736212194727,24.65631570435064,52.88694808345464,22.456736212194727,24.65631570435064,,12366.0
local,dea,2023,Omagh,6636.0,52.938517179023506,24.51778179626281,22.543701024713684,52.93851717902351,24.51778179626281,22.543701024713684,,6636.0
local,dea,2023,Ormiston,14292.0,1.9591379792891128,45.9487825356843,52.09207948502659,1.9591379792891128,45.9487825356843,52.09207948502659,,14292.0
local,dea,2023,Portadown,12202.0,30.609736108834618,61.842320930994916,7.547942960170464,30.609736108834618,61.84232093099492,7.547942960170464,,12202.0
local,dea,2023,Rowallane,8034.0,27.196913119243217,47.0873786407767,25.715708239980085,27.196913119243217,47.0873786407767,25.715708239980085,,8034.0
local,dea,2023,Slieve Croob,8911.0,61.99079789024801,23.63371114353047,14.375490966221523,61.99079789024801,23.63371114353047,14.375490966221523,,8911.0
local,dea,2023,Slieve Gullion,14691.0,86.90354638894561,10.598325505411477,2.4981281056429108,86.90354638894561,10.598325505411475,2.4981281056429108,,14691.0
local,dea,2023,Sperrin,11812.0,53.20860142228243,22.409414155096513,24.381984422621063,53.20860142228243,22.40941415509652,24.381984422621063,,11812.0
local,dea,2023,The Glens,7699.0,70.58059488245226,19.898688141317056,9.520716976230679,70.58059488245226,19.898688141317056,9.52071697623068,,7699.0
local,dea,2023,The Moor,7397.0,64.95876706773016,0.0,35.04123293226984,64.95876706773016,0.0,35.04123293226984,,7397.0
local,dea,2023,The Mournes,13369.0,54.7909342508789,36.05355673573192,9.155509013389183,54.7909342508789,36.05355673573192,9.155509013389183,,13369.0
local,dea,2023,Three Mile Water,7802.0,4.165598564470648,66.82901820046142,29.00538323506793,4.165598564470648,66.82901820046142,29.00538323506793,,7802.0
local,dea,2023,Titanic,9954.0,14.195298372513562,51.175406871609404,34.629294755877034,14.195298372513562,51.17540687160941,34.629294755877034,,9954.0
local,dea,2023,Torrent,10633.0,60.64139941690962,17.71842377503997,21.64017680805041,60.64139941690962,17.71842377503997,21.64017680805041,,10633.0
local,dea,2023,Waterside,10913.0,46.229267845688625,43.36112892880051,10.409603225510859,46.22926784568863,43.36112892880051,10.40960322551086,,10913.0
local,dea,2023,West Tyrone,8301.0,65.00421635947477,29.490422840621612,5.5053607999036265,65.00421635947477,29.49042284062161,5.5053607999036265,,8301.0
