year,date,body,byelection,contest,area,council,name,party,tier,votes,valid,seats,share,quotas,elected
1993,1993-05-19,Local,False,1993 Northern Ireland local elections,Peninsula,Ards,James McMullan,Independent,A,656.0,4773.0,5,13.743976534674209,0.8246385920804525,True
1993,1993-05-19,Local,False,1993 Northern Ireland local elections,Pottinger,Belfast,Colin Ballentine,Independent,A,271.0,10907.0,6,2.4846428898872284,0.17392500229210597,False
1993,1993-05-19,Local,False,1993 Northern Ireland local elections,Pottinger,Belfast,Samuel Walker,Independent,A,133.0,10907.0,6,1.2194003850738058,0.08535802695516641,False
1993,1993-05-19,Local,False,1993 Northern Ireland local elections,Shantallow,Derry,Robert Lindsay,Independent,A,295.0,6470.0,5,4.559505409582689,0.27357032457496133,False
1993,1993-05-19,Local,False,1993 Northern Ireland local elections,Torrent,Dungannon,Jim Canning,Independent,A,1095.0,6886.0,6,15.901829799593378,1.1131280859715365,True
1993,1993-05-19,Local,False,1993 Northern Ireland local elections,University,Newtownabbey,Fraser Agnew,Independent,A,1169.0,6409.0,7,18.23997503510688,1.4591980028085505,True
1993,1993-05-19,Local,False,1993 Northern Ireland local elections,Upper Falls,Belfast,Cormac Boomer,Independent,A,378.0,13301.0,5,2.8418915870987145,0.17051349522592285,False
1993,1993-05-19,Local,False,1993 Northern Ireland local elections,Upper Falls,Belfast,Billy Lynn,Independent,A,144.0,13301.0,5,1.082625366513796,0.06495752199082776,False
1993,1993-05-19,Local,False,1993 Northern Ireland local elections,Waterside,Derry,James Guy,Independent,A,617.0,9112.0,7,6.771290605794556,0.5417032484635645,True
1993,1993-05-19,Local,False,1993 Northern Ireland local elections,Waterside,Derry,David Nicholl,Independent,A,141.0,9112.0,7,1.5474100087796312,0.12379280070237049,False
1993,1993-05-19,Local,False,1993 Northern Ireland local elections,Waterside,Derry,William Anderson,Independent,A,139.0,9112.0,7,1.525460930640913,0.12203687445127304,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Antrim Line,Newtownabbey,Arthur Templeton,Independent,A,442.0,6875.0,7,6.429090909090909,0.5143272727272727,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Antrim Town,Antrim,Maurice Lynn,Independent,A,124.0,4179.0,7,2.9672170375687963,0.23737736300550372,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Antrim Town,Antrim,Samuel Greer,Independent,A,111.0,4179.0,7,2.656137832017229,0.21249102656137833,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Ballinderry,Cookstown,Francis Rocks,Independent,A,53.0,6968.0,6,0.7606199770378875,0.05324339839265213,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Ballycastle,Moyle,Seamus Blaney,Independent,A,551.0,1908.0,5,28.87840670859539,1.7327044025157232,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Ballycastle,Moyle,Christopher McCaughan,Independent,A,221.0,1908.0,5,11.582809224318659,0.6949685534591196,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Ballyclare,Newtownabbey,Samuel Cameron,Independent,A,262.0,4303.0,5,6.088775273065303,0.36532651638391817,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Ballyclare,Newtownabbey,Leslie Porter,Independent,A,95.0,4303.0,5,2.2077620264931443,0.13246572158958866,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Ballymena North,Ballymena,Samuel Henry,Independent,A,728.0,5789.0,7,12.575574365175333,1.0060459492140266,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Ballymena North,Ballymena,Herbert Park,Independent,A,235.0,5789.0,7,4.059423043703576,0.32475384349628605,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Ballymena South,Ballymena,Agnes McLeister,Independent,A,184.0,5506.0,7,3.341808935706502,0.26734471485652017,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Ballymena South,Ballymena,Samuel Balmer,Independent,A,86.0,5506.0,7,1.5619324373410826,0.1249545949872866,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Ballymoney Town,Ballymoney,Robert McComb,Independent,A,433.0,2754.0,5,15.722585330428467,0.9433551198257081,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Ballymoney Town,Ballymoney,Bill Williamson,Independent,A,261.0,2754.0,5,9.477124183006536,0.5686274509803921,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Ballymoney Town,Ballymoney,Colin McVicker,Independent,A,233.0,2754.0,5,8.460421205519244,0.5076252723311546,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Banbridge Town,Banbridge,James Walsh,Independent,A,809.0,5136.0,6,15.751557632398754,1.1026090342679127,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Carrick Castle,Carrickfergus,William Hamilton,Independent,A,494.0,2758.0,5,17.91153009427121,1.0746918056562726,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Carrick Castle,Carrickfergus,Nicholas Wady,Independent,A,233.0,2758.0,5,8.448150833937635,0.5068890500362582,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Castlereagh East,Castlereagh,William Abraham,Independent,A,607.0,6048.0,7,10.036375661375661,0.8029100529100529,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Castlereagh East,Castlereagh,David Brown,Independent,A,115.0,6048.0,7,1.9014550264550265,0.15211640211640212,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Castlereagh West,Castlereagh,Ernest Harper,Independent,A,267.0,4809.0,5,5.552089831565814,0.3331253898939488,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Coast Road,Larne,William Cunning,Independent,A,502.0,3083.0,5,16.28284138825819,0.9769704832954915,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Coast Road,Larne,Norman McCann,Independent,A,73.0,3083.0,5,2.367823548491729,0.14206941290950373,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Coleraine East,Coleraine,David Gilmour,Independent,A,283.0,3441.0,5,8.224353385643708,0.49346120313862246,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Coleraine East,Coleraine,Martin Hunter,Independent,A,201.0,3441.0,5,5.841325196163906,0.35047951176983433,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Coleraine East,Coleraine,Trevor Cooke,Independent,A,125.0,3441.0,5,3.6326649229875034,0.2179598953792502,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Court,Belfast,Joseph Coggle,Independent,A,407.0,9350.0,5,4.352941176470588,0.2611764705882353,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Dromore,Banbridge,Robert Hill,Independent,A,286.0,4721.0,5,6.058038551154416,0.36348231306926493,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Drum Manor,Cookstown,Samuel Parke,Independent,A,741.0,5411.0,5,13.694326372204769,0.8216595823322861,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Dunmurray Cross,Lisburn,Hugh Lewsley,Independent,A,502.0,8837.0,7,5.680660857757157,0.4544528686205726,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Enniskillen,Fermanagh,Davy Kettyles,Independent,A,581.0,7812.0,7,7.437275985663082,0.5949820788530465,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Erne East,Fermanagh,Tony McPhillips,Independent,A,909.0,8182.0,6,11.109753116597409,0.7776827181618187,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Erne West,Fermanagh,Patrick McCaffrey,Independent,A,1250.0,6767.0,5,18.471996453376683,1.108319787202601,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Giant's Causeway,Moyle,Price McConaghy,Independent,A,484.0,1679.0,5,28.82668254913639,1.7296009529481833,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Giant's Causeway,Moyle,Thomas Palmer,Independent,A,22.0,1679.0,5,1.3103037522334724,0.07861822513400835,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Glenelly,Strabane,John Gallagher,Independent,A,114.0,5915.0,5,1.9273034657650043,0.11563820794590025,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Glens,Moyle,Oliver McMullan,Independent,A,711.0,2488.0,5,28.577170418006432,1.714630225080386,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Glens,Moyle,Randal McDonnell,Independent,A,223.0,2488.0,5,8.963022508038586,0.5377813504823152,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Kilroot,Carrickfergus,James Brown,Independent,A,908.0,4261.0,6,21.309551748415863,1.4916686223891105,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Kilroot,Carrickfergus,Samuel Crowe,Independent,A,553.0,4261.0,6,12.978174137526402,0.9084721896268482,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Kilroot,Carrickfergus,Norman Dixon,Independent,A,127.0,4261.0,6,2.9805210044590473,0.20863647031213334,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Knockagh Monument,Carrickfergus,Charles Johnston,Independent,A,457.0,3764.0,6,12.141339001062699,0.8498937300743888,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Knockveagh,Banbridge,Malachy McCartan,Independent,A,692.0,6198.0,6,11.164891900613101,0.7815424330429172,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Laganbank,Belfast,Vincent McKenna,Independent,A,12.0,9176.0,5,0.13077593722755013,0.007846556233653008,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Larne Town,Larne,John Nixon,Independent,A,698.0,3289.0,5,21.2222560048647,1.273335360291882,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Larne Town,Larne,Lindsay Mason,Independent,A,462.0,3289.0,5,14.046822742474916,0.842809364548495,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Larne Town,Larne,Roy Craig,Independent,A,352.0,3289.0,5,10.702341137123746,0.6421404682274248,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,lg97-NaM-Crotlieve,Newry and Mourne,Anthony Williamson,Independent,A,861.0,8460.0,7,10.177304964539006,0.8141843971631205,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,lg97-NaM-Crotlieve,Newry and Mourne,Ciaran Mussen,Independent,A,752.0,8460.0,7,8.88888888888889,0.7111111111111111,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,lg97-NaM-Mournes,Newry and Mourne,Cecil Atkinson,Independent,A,102.0,6900.0,5,1.4782608695652173,0.08869565217391305,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,lg97-NaM-Newry-Town,Newry and Mourne,Jack Patterson,Independent,A,1030.0,8091.0,7,12.730194042763564,1.0184155234210852,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,lg97-NaM-Newry-Town,Newry and Mourne,Eugene Markey,Independent,A,929.0,8091.0,7,11.481893461871215,0.9185514769496972,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,lg97-NoD-Abbey,North Down,Cecil Braniff,Independent,A,165.0,3933.0,6,4.195270785659802,0.29366895499618617,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,lg97-NoD-Abbey,North Down,William Gordon,Independent,A,115.0,3933.0,6,2.9239766081871346,0.2046783625730994,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,lg97-NoD-Ballyholme-and-Groomsport,North Down,Alan Chambers,Independent,A,1218.0,5641.0,7,21.591916326892395,1.7273533061513917,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,lg97-NoD-Ballyholme-and-Groomsport,North Down,Austen Lennon,Independent,A,739.0,5641.0,7,13.100514093245879,1.0480411274596704,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,lg97-NoD-Bangor-West,North Down,Brian Wilson,Independent,A,1090.0,5364.0,7,20.320656226696496,1.6256524981357197,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,lg97-NoD-Bangor-West,North Down,Ian Sinclair,Independent,A,227.0,5364.0,7,4.2319164802386275,0.3385533184190902,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,lg97-NoD-Bangor-West,North Down,Robert Mooney,Independent,A,15.0,5364.0,7,0.2796420581655481,0.02237136465324385,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,lg97-NoD-Holywood,North Down,Dennis Ogborn,Independent,A,545.0,3869.0,5,14.08632721633497,0.8451796329800981,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,lg97-NoD-Holywood,North Down,James White,Independent,A,279.0,3869.0,5,7.211165675885241,0.4326699405531145,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,lg97-NoD-Holywood,North Down,Bobby Irvine,Independent,A,240.0,3869.0,5,6.203153269578703,0.3721891961747222,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Lisburn Town North,Lisburn,Ronnie Crawford,Independent,A,810.0,7113.0,7,11.387600168705188,0.911008013496415,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Lisburn Town North,Lisburn,Anne Blake,Independent,A,258.0,7113.0,7,3.627161535217208,0.2901729228173766,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Macedon,Newtownabbey,Andrew Beattie,Independent,A,595.0,5212.0,6,11.415963161933998,0.7991174213353799,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Macedon,Newtownabbey,George Reynolds,Independent,A,169.0,5212.0,6,3.2425172678434384,0.22697620874904068,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Magherafelt Town,Magherafelt,Harry Hutchinson,Independent,A,73.0,7133.0,6,1.0234123089864013,0.07163886162904809,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Mid Tyrone,Omagh,Brian McGrath,Independent,A,554.0,8200.0,7,6.7560975609756095,0.5404878048780488,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Mourne,Strabane,James O'Kane,Independent,A,801.0,7144.0,6,11.212206047032474,0.7848544232922731,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Moyola,Magherafelt,James Mulholland,Independent,A,250.0,6241.0,5,4.00576830636116,0.24034609838166962,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Newtownards,Ards,Wilbert Magill,Independent,A,914.0,4710.0,6,19.40552016985138,1.3583864118895965,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Newtownards,Ards,Nancy Orr,Independent,A,337.0,4710.0,6,7.154989384288747,0.5008492569002123,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Newtownards,Ards,Bobby McBride,Independent,A,326.0,4710.0,6,6.921443736730361,0.48450106157112527,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Northland,Derry,Alexander Simpson,Independent,A,532.0,9776.0,7,5.44189852700491,0.4353518821603928,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Portadown,Craigavon,Breandán Mac Cionnaith,Independent,A,1493.0,8073.0,7,18.4937445807011,1.4794995664560882,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Portadown,Craigavon,Joe Duffy,Independent,A,412.0,8073.0,7,5.103431190387712,0.408274495231017,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Rowallane,Down,William Walker,Independent,A,521.0,5369.0,5,9.703855466567331,0.5822313279940399,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Rural,Derry,David Hawthorne,Independent,A,48.0,7828.0,6,0.6131834440470108,0.04292284108329075,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Skerries,Coleraine,Christine Alexander,Independent,A,784.0,4417.0,5,17.74960380348653,1.0649762282091917,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Skerries,Coleraine,Thomas Mackay,Independent,A,46.0,4417.0,5,1.0414308354086483,0.062485850124518905,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Torrent,Dungannon,Jim Canning,Independent,A,1183.0,7249.0,6,16.319492343771554,1.1423644640640087,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,University,Newtownabbey,Fraser Agnew,Independent,A,878.0,6646.0,7,13.21095395726753,1.0568763165814024,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,University,Newtownabbey,George Herron,Independent,A,633.0,6646.0,7,9.524526030695155,0.7619620824556124,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,University,Newtownabbey,Jack McDonald,Independent,A,86.0,6646.0,7,1.2940114354498946,0.10352091483599157,False
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Victoria,Belfast,Alan Crowe,Independent,A,519.0,12822.0,7,4.047730463266261,0.3238184370613009,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Waterside,Derry,James Guy,Independent,A,671.0,9152.0,7,7.331730769230769,0.5865384615384616,True
1997,1997-05-21,Local,False,1997 Northern Ireland local elections,Waterside,Derry,Gerald Toland,Independent,A,22.0,9152.0,7,0.2403846153846154,0.019230769230769232,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Antrim Line,Newtownabbey,James Beckett,Independent,A,228.0,10467.0,7,2.178274577242763,0.17426196617942102,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Antrim Southeast,Antrim,Michael McGivern,Independent,A,393.0,8060.0,7,4.875930521091812,0.39007444168734495,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Armagh City,Armagh,John Nixon,Independent,A,646.0,7438.0,6,8.685130411400914,0.607959128798064,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Ballycastle,Moyle,Liam McBride,Independent,A,202.0,2434.0,5,8.299096138044371,0.4979457682826623,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Ballycastle,Moyle,Seamus Blaney,Independent,A,197.0,2434.0,5,8.0936729663106,0.48562037797863594,True
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Ballycastle,Moyle,Christopher McCaughan,Independent,A,189.0,2434.0,5,7.764995891536565,0.4658997534921939,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Ballycastle,Moyle,Anna Edwards,Independent,A,40.0,2434.0,5,1.6433853738701725,0.09860312243221035,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Ballyclare,Newtownabbey,Sharon Parkes,Independent,A,247.0,7548.0,5,3.2723900370959194,0.19634340222575516,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Ballymena North,Ballymena,James Henry,Independent,A,1060.0,7742.0,7,13.691552570395247,1.0953242056316197,True
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Ballymena North,Ballymena,William Wright,Independent,A,553.0,7742.0,7,7.142857142857143,0.5714285714285715,True
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Ballymena North,Ballymena,Audrey Wales,Independent,A,263.0,7742.0,7,3.397055024541462,0.27176440196331697,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Ballymena South,Ballymena,David Warwick,Independent,A,241.0,7010.0,7,3.4379457917261056,0.27503566333808843,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Ballymoney Town,Ballymoney,Jim Wright,Independent,A,376.0,3733.0,5,10.07232788641843,0.6043396731851058,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Ballymoney Town,Ballymoney,Jeffrey Balmer,Independent,A,125.0,3733.0,5,3.34851326011251,0.2009107956067506,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Ballymoney Town,Ballymoney,Anne Logan,Independent,A,119.0,3733.0,5,3.1877846236271097,0.19126707741762658,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Banbridge Town,Banbridge,Frank Downey,Independent,A,448.0,7054.0,6,6.351006521122767,0.44457045647859367,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Bann,Coleraine,Robert Bolton,Independent,A,514.0,7383.0,6,6.961939590952188,0.4873357713666532,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Bann,Coleraine,Reginald McAuley,Independent,A,512.0,7383.0,6,6.934850331843424,0.4854395232290397,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Carrick Castle,Carrickfergus,William Hamilton,Independent,A,552.0,3583.0,5,15.40608428691041,0.9243650572146245,True
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Carrick Castle,Carrickfergus,William Cameron,Independent,A,303.0,3583.0,5,8.456600614010606,0.5073960368406364,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Carrick Castle,Carrickfergus,Nicholas Wady,Independent,A,134.0,3583.0,5,3.739882779793469,0.22439296678760814,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Castle,Belfast,David Mahood,Independent,A,178.0,3583.0,6,4.967903991068937,0.3477532793748256,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Castle,Belfast,Alexander Blair,Independent,A,109.0,3583.0,6,3.042143455205135,0.21295004186435945,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Castlereagh Central,Castlereagh,Alan Carson,Independent,A,219.0,6701.0,6,3.268168930010446,0.22877182510073124,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Castlereagh East,Castlereagh,Francis Gallagher,Independent,A,650.0,9159.0,7,7.096844633693634,0.5677475706954908,True
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Castlereagh East,Castlereagh,William Abraham,Independent,A,245.0,9159.0,7,2.6749645157768316,0.21399716126214652,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Cityside,Derry,Shauna Deery,Independent,A,228.0,6627.0,5,3.440470801267542,0.2064282480760525,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Coast Road,Larne,William Cunning,Independent,A,379.0,4305.0,5,8.803716608594657,0.5282229965156795,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Coleraine East,Coleraine,Thomas Houston,Independent,A,319.0,4753.0,5,6.711550599621292,0.40269303597727757,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Coleraine East,Coleraine,Alistair Crawford,Independent,A,149.0,4753.0,5,3.1348621922996003,0.188091731537976,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Coleraine East,Coleraine,Robert Hunter,Independent,A,126.0,4753.0,5,2.6509572901325478,0.15905743740795286,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Court,Belfast,Frank McCoubrey,Independent,A,1732.0,9752.0,5,17.760459392945037,1.0656275635767023,True
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Craigavon Central,Craigavon,David Calvert,Independent,A,761.0,10633.0,7,7.156964168155741,0.5725571334524593,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Craigavon Central,Craigavon,Alan Evans,Independent,A,96.0,10633.0,7,0.9028496191103169,0.07222796952882535,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Cusher,Armagh,Derrick Mathews,Independent,A,186.0,8588.0,6,2.1658127619934793,0.15160689333954355,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Downpatrick,Down,Raymond Blaney,Independent,A,835.0,8428.0,7,9.907451352634077,0.7925961082107261,True
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Downpatrick,Down,Patrick O'Connor,Independent,A,173.0,8428.0,7,2.0526815377313716,0.16421452301850972,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Downpatrick,Down,Helen Honeyman,Independent,A,101.0,8428.0,7,1.1983863312766967,0.09587090650213574,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Downshire,Lisburn,William Bleakes,Independent,A,609.0,8483.0,5,7.179064010373689,0.4307438406224213,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Drum Manor,Cookstown,Samuel Parke,Independent,A,689.0,5649.0,5,12.196848999822977,0.7318109399893786,True
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Dungannon Town,Dungannon,Gerry Cullen,Independent,A,549.0,6439.0,6,8.526168659729771,0.596831806181084,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Dunmurry Cross,Lisburn,Malachy McAnespie,Independent,A,218.0,11591.0,7,1.880769562591666,0.1504615650073333,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Enniskillen,Fermanagh,Davy Kettyles,Independent,A,861.0,9540.0,7,9.025157232704403,0.7220125786163523,True
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Erne East,Fermanagh,Michael McPhillips,Independent,A,559.0,8678.0,6,6.441576400092187,0.45091034800645313,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Giant's Causeway,Moyle,Price McConaghy,Independent,A,367.0,2067.0,5,17.755200774068697,1.065312046444122,True
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Giant's Causeway,Moyle,Thomas Palmer,Independent,A,22.0,2067.0,5,1.0643444605708756,0.06386066763425254,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Glens,Moyle,Oliver McMullan,Independent,A,671.0,2750.0,5,24.4,1.4639999999999997,True
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Glens,Moyle,Randal McDonnell,Independent,A,316.0,2750.0,5,11.49090909090909,0.6894545454545454,True
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Glens,Moyle,James McCarry,Independent,A,279.0,2750.0,5,10.145454545454545,0.6087272727272727,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Glens,Moyle,James McAuley,Independent,A,77.0,2750.0,5,2.8,0.16799999999999998,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Killultagh,Lisburn,Gordon Ross,Independent,A,332.0,8859.0,5,3.7476013094028673,0.22485607856417203,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Kilroot,Carrickfergus,James Brown,Independent,A,1275.0,6184.0,6,20.61772315653299,1.4432406209573094,True
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Kilroot,Carrickfergus,Samuel Crowe,Independent,A,470.0,6184.0,6,7.60025873221216,0.5320181112548512,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Knockiveagh,Banbridge,Malachy McCartan,Independent,A,768.0,7385.0,6,10.399458361543669,0.7279620853080568,True
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Laganbank,Belfast,Andrew Frew,Independent,A,141.0,10832.0,5,1.301698670605613,0.07810192023633679,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Laganbank,Belfast,Barbara Muldoon,Independent,A,128.0,10832.0,5,1.1816838995568686,0.07090103397341212,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Larne Town,Larne,Roy Craig,Independent,A,390.0,4435.0,5,8.793686583990981,0.5276211950394588,True
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Larne Town,Larne,Lindsay Mason,Independent,A,389.0,4435.0,5,8.771138669673055,0.5262683201803833,True
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Larne Town,Larne,William Adams,Independent,A,327.0,4435.0,5,7.373167981961669,0.44239007891770016,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,Larne Town,Larne,John Anderson,Independent,A,292.0,4435.0,5,6.5839909808342725,0.39503945885005637,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,lg01-NaM-Crotlieve,Newry and Mourne,Ciaran Mussen,Independent,A,834.0,11291.0,7,7.386413958019662,0.590913116641573,False
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,lg01-NaM-Crotlieve,Newry and Mourne,Anthony Williamson,Independent,A,751.0,11291.0,7,6.651315206801877,0.5321052165441502,True
2001,2001-06-07,Local,False,2001 Northern Ireland local elections,lg01-NaM-Newry-Town,Newry and Mourne,Jack Patterson,Independent,A,1150.0,9531.0,7,12.065890252859091,0.9652712202287274,True
