DZ2021_cd,nat_2001,nat_2023,nat_2001_on2021demog,pop,change,swing_political,swing_demographic,label,dea
N20000001,5.123749604322307,6.689252717564965,7.002403111938251,499.9572232017664,1.5655031132426585,-0.3131503943732854,1.8786535076159439,Dunsilly_A1,DUNSILLY
N20000002,0.0014096818034445141,6.089014537860752,0.0,332.8364693674041,6.0876048560573075,6.089014537860752,-0.0014096818034445846,Dunsilly_B1,DUNSILLY
N20000003,8.573007267073109,9.834794958907564,9.745239589817661,376.8037135956134,1.2617876918344546,0.08955536908990247,1.1722323227445521,Dunsilly_A2,DUNSILLY
N20000004,51.49299625075512,30.236245228999216,32.07421368823527,510.98066645899934,-21.256751021755903,-1.837968459236052,-19.41878256251985,Dunsilly_A3,DUNSILLY
N20000005,4.107139582499511,6.527836717175868,3.2628802086759965,449.8922252313223,2.420697134676357,3.2649565084998713,-0.8442593738235145,Dunsilly_B2,DUNSILLY
N20000006,32.38187359109942,40.705731665641466,37.75980522402401,332.70118555302673,8.323858074542045,2.945926441617459,5.377931632924586,Dunsilly_A4,DUNSILLY
N20000007,80.71112510581402,92.90910044151205,89.11954264237521,830.9555336778105,12.197975335698032,3.789557799136844,8.408417536561188,Dunsilly_C1,DUNSILLY
N20000008,37.232991259357455,51.18143275075862,47.63770931684171,1582.9166081532155,13.948441491401162,3.5437234339169095,10.404718057484253,Dunsilly_A5,DUNSILLY
N20000009,8.134784387509109,15.3040810853969,15.575408536190363,227.06058436711794,7.169296697887791,-0.27132745079346243,7.440624148681254,Dunsilly_A6,DUNSILLY
N20000010,5.918283549034477,5.840901629293825,2.992056362697195,443.8501740427582,-0.07738191974065245,2.8488452665966295,-2.926227186337282,Dunsilly_B3,DUNSILLY
N20000011,19.154509459531535,24.376632111930974,22.338639384700272,254.32815061013653,5.222122652399438,2.0379927272307015,3.1841299251687367,Dunsilly_D1,DUNSILLY
N20000012,14.776442812244936,14.651499466051792,15.486922899583853,227.97143496990174,-0.12494334619314351,-0.8354234335320605,0.710480087338917,Dunsilly_D2,DUNSILLY
N20000013,24.171750561781735,19.826006433080625,19.98622495236168,613.9302083898162,-4.34574412870111,-0.1602185192810559,-4.185525609420054,Dunsilly_F1,DUNSILLY
N20000014,23.640778204190184,33.476443423486245,32.29771093243442,170.44638773312764,9.835665219296061,1.178732491051825,8.656932728244236,Dunsilly_D3,DUNSILLY
N20000015,83.36707287125746,95.16938670471936,87.81808702499842,195.7511518452206,11.802313833461895,7.351299679720938,4.451014153740957,Dunsilly_C2,DUNSILLY
N20000016,50.59516363462249,58.23765873347709,56.82556938998958,370.648943615326,7.642495098854603,1.4120893434875086,6.230405755367094,Dunsilly_E1,DUNSILLY
N20000017,83.89444284675932,91.30445014866287,87.07435356028597,376.56514874818816,7.410007301903548,4.230096588376895,3.1799107135266524,Dunsilly_E2,DUNSILLY
N20000018,84.34957047151367,86.88590037417714,83.31059916496544,65.18484940171405,2.536329902663468,3.575301209211702,-1.038971306548234,Dunsilly_E3,DUNSILLY
N20000019,45.86873354804755,63.58848942186769,56.93030661557379,145.96846097817937,17.71975587382014,6.658182806293901,11.06157306752624,Dunsilly_D4,DUNSILLY
N20000020,55.106969242772486,62.102168025062454,54.68278793322892,392.19509280069235,6.995198782289968,7.419380091833531,-0.42418130954356315,Dunsilly_D5,DUNSILLY
N20000021,80.05994125442282,66.0752512723265,66.4519653103732,33.1842414566088,-13.984689982096327,-0.3767140380466998,-13.607975944049628,Dunsilly_E4,DUNSILLY
N20000022,90.97519828257171,93.69544353296877,91.58897619047104,15.755975432153011,2.7202452503970562,2.106467342497723,0.6137779078993333,Dunsilly_C3,DUNSILLY
N20000023,47.353318654530334,60.42833650907873,57.163350658434325,194.94329271498822,13.075017854548399,3.2649858506444076,9.810032003903991,Dunsilly_D6,DUNSILLY
N20000024,86.13680817498052,89.22927488147508,84.47291793009612,605.9150670797378,3.0924667064945623,4.756356951378962,-1.6638902448843993,Dunsilly_C4,DUNSILLY
N20000025,29.420795550709393,34.24133874379883,34.9328064013301,14.287191848165792,4.820543193089435,-0.6914676575312697,5.512010850620705,Dunsilly_F2,DUNSILLY
N20000026,5.891744622593727,6.014951493412967,3.0179492876492233,684.4825400178435,0.12320687081924042,2.997002205763744,-2.8737953349445036,Dunsilly_B4,DUNSILLY
N20000027,24.51572595467166,25.099747307137736,27.69250029236012,20.653391859987906,0.5840213524660776,-2.5927529852223827,3.1767743376884603,Dunsilly_F3,DUNSILLY
N20000028,43.48607188398487,58.04652874595498,55.62187960537443,751.0740088722481,14.56045686197011,2.4246491405805486,12.135807721389561,Dunsilly_F4,DUNSILLY
N20000029,68.30899986496692,54.89198399006717,52.28506801631622,1000.5655683601966,-13.417015874899754,2.606915973750951,-16.023931848650705,Dunsilly_F5,DUNSILLY
N20000030,6.594837615910154,9.513923074437875,5.885264233879717,600.7124546885125,2.9190854585277206,3.628658840558158,-0.7095733820304373,Dunsilly_B5,DUNSILLY
N20000031,10.06991475283969,6.940500749730222,4.578612122312709,44.86934343700307,-3.129414003109468,2.361888627417513,-5.491302630526981,Dunsilly_B6,DUNSILLY
