SA2011,nat_2001,nat_2023,pop,change,label,dea
N00000021,7.236769470861772,13.81828828987934,278.9999222246189,6.581518819017569,Antrim_F5,ANTRIM
N00000022,9.378263490356069,11.84880131509281,269.99989160863265,2.4705378247367413,Antrim_K4,ANTRIM
N00000023,12.767419436518207,13.416058004832564,236.99991615120632,0.6486385683143574,Antrim_J5,ANTRIM
N00000024,5.888690640297477,14.819662445948044,359.99998602886126,8.930971805650568,Airport_G2,AIRPORT
N00000025,5.060947386157259,18.69893321271846,358.99998673357834,13.637985826561202,Airport_G2,AIRPORT
N00000026,6.263940040369964,28.78352286779458,362.9999873033843,22.519582827424617,Airport_G4,AIRPORT
N00000027,32.08995519193606,69.86745909729486,366.9999896792852,37.77750390535879,Airport_G4,AIRPORT
N00000028,68.53985357326512,89.83059880337315,342.99994295780056,21.29074523010803,Airport_G4,AIRPORT
N00000029,4.125239479005791,9.370282351134511,400.99999125425194,5.24504287212872,Airport_C1,AIRPORT
N00000030,4.098632609493248,21.94444097338,369.9999937578209,17.845808363886754,Airport_C4,AIRPORT
N00000031,95.58726017781801,88.05519422686099,523.9999954780377,-7.532065950957019,Dunsilly_F6,DUNSILLY
N00000032,47.85269107383572,64.74950750917955,402.9999784058347,16.89681643534383,Dunsilly_F6,DUNSILLY
N00000033,64.85528140450371,70.6284690691918,416.9999897099999,5.773187664688081,Dunsilly_F4,DUNSILLY
N00000034,24.800139658859486,36.838655308695515,437.99995583846567,12.038515649836029,Dunsilly_F4,DUNSILLY
N00000035,78.10387008950048,60.59140066986408,317.9998936884037,-17.512469419636396,Dunsilly_D5,DUNSILLY
N00000036,53.559112778099404,60.93860813578252,358.99992707425656,7.379495357683119,Dunsilly_F4,DUNSILLY
N00000037,58.93855687326009,90.13218173700895,280.9999416784771,31.19362486374886,Airport_F4,AIRPORT
N00000038,82.59936774241004,82.68048047856055,416.9999885328699,0.08111273615051573,Airport_F4,AIRPORT
N00000039,79.95691223344865,91.7496722021427,1190.999800214999,11.792759968694057,Airport_F4,AIRPORT
N00000040,73.88709949578208,87.46934054324392,300.999943997389,13.582241047461835,Airport_J2,AIRPORT
N00000041,78.74809952880314,92.72751119178722,349.9998953010815,13.979411662984077,Airport_J4,AIRPORT
N00000042,45.88454312650343,85.84865732294314,328.9998919904572,39.96411419643971,Airport_J3,AIRPORT
N00000043,70.51147778973693,91.16990424187297,703.9999217362526,20.65842645213604,Airport_F4,AIRPORT
N00000044,61.86638656108308,87.30235897092777,281.99995229373775,25.435972409844688,Airport_G4,AIRPORT
N00000045,7.87918098631636,39.942027382366696,365.99998711553144,32.06284639605033,Dunsilly_A6,DUNSILLY
N00000046,7.186991498602793,16.215587122631295,360.99998911596646,9.028595624028501,Dunsilly_A2,DUNSILLY
N00000047,13.740920872542228,24.325036548449603,364.9999790284832,10.584115675907375,Dunsilly_A5,DUNSILLY
N00000048,18.79624770313511,26.72917124310124,313.9999414798236,7.932923539966133,Dunsilly_A5,DUNSILLY
N00000049,28.553188526581547,23.317654860343286,300.9999240407832,-5.235533666238261,Dunsilly_D1,DUNSILLY
N00000050,12.872563230854238,24.24614219720746,320.99992880665997,11.37357896635322,Dunsilly_D2,DUNSILLY
N00000051,81.68307555897293,66.13716156924808,331.99993460014247,-15.545913989724852,Antrim_F1,ANTRIM
N00000052,49.39767036791217,34.5870366935792,322.9999836005572,-14.81063367433297,Antrim_F2,ANTRIM
N00000053,46.40441416148565,41.144120789688905,278.99995245237176,-5.260293371796742,Antrim_F2,ANTRIM
N00000054,6.584850585686233,19.27255311418919,326.9999044773376,12.687702528502957,Antrim_F2,ANTRIM
N00000055,6.363945423143882,19.564191969953924,310.99995629451917,13.200246546810043,Antrim_F2,ANTRIM
N00000056,8.488764192905519,14.093452403971096,302.9998933745242,5.604688211065577,Antrim_F4,ANTRIM
N00000057,31.988210873150553,22.3785075614419,280.9998903629138,-9.609703311708653,Antrim_H1,ANTRIM
N00000058,27.17744292437737,25.394294365418023,297.99987619025717,-1.783148558959347,Antrim_H2,ANTRIM
N00000059,37.96293944419346,18.90245714022168,273.9998828961756,-19.060482303971778,Antrim_D4,ANTRIM
N00000060,30.727800586607454,25.729517703011016,275.9999010122242,-4.998282883596438,Antrim_H3,ANTRIM
N00000061,13.544427978603668,22.207886180565023,280.9999575011003,8.663458201961355,Antrim_L2,ANTRIM
N00000062,16.743089244099373,18.57663889825333,314.9999531862979,1.8335496541539555,Antrim_L2,ANTRIM
N00000063,26.686777691232592,16.755662402639278,365.99992030074054,-9.931115288593315,Antrim_D4,ANTRIM
N00000064,63.81696806534066,44.58566900413948,311.99991206671734,-19.231299061201177,Antrim_K2,ANTRIM
N00000065,12.603804484406032,21.336465202081857,438.9999046373551,8.732660717675826,Antrim_J2,ANTRIM
N00000066,15.286333214917772,21.56206986296673,316.9999388913971,6.275736648048959,Antrim_J4,ANTRIM
N00000067,55.54541348884048,50.28913226530831,357.99988734264105,-5.25628122353217,Antrim_K1,ANTRIM
N00000068,12.19976482490923,17.65158192989361,383.99992619639255,5.451817104984379,Antrim_J5,ANTRIM
N00000069,57.16610283006814,36.830276175004485,310.99992242088683,-20.335826655063656,Antrim_K2,ANTRIM
N00000070,18.787365217996708,28.36116983499407,261.99996130789674,9.57380461699736,Antrim_C2,ANTRIM
N00000071,32.507755724433636,39.5700537619795,319.9999553061387,7.062298037545865,Antrim_G3,ANTRIM
N00000072,20.186285363646622,21.981563691572596,732.9999618111515,1.795278327925974,Antrim_L4,ANTRIM
N00000073,31.891723869082828,44.44360844513825,489.9999107137664,12.551884576055425,Antrim_G3,ANTRIM
N00000074,24.21431514690093,22.567237670308057,375.9999783065111,-1.647077476592873,Dunsilly_F1,DUNSILLY
N00000075,21.616491119205442,25.648347848662386,289.99995666261,4.031856729456944,Antrim_C2,ANTRIM
N00000076,16.139421805076694,28.909259515589213,298.99992579603094,12.769837710512519,Antrim_C3,ANTRIM
N00000077,26.35150026129316,44.34138779515684,294.99993445958523,17.98988753386368,Antrim_G1,ANTRIM
N00000078,17.878604226809724,33.145138871088534,321.99990024500806,15.26653464427881,Antrim_A1,ANTRIM
N00000079,4.088992654363841,6.46294603264254,388.9999902347491,2.3739533782786992,Dunsilly_B3,DUNSILLY
N00000080,4.178789980772296,6.466074777283736,387.9999807099058,2.2872847965114396,Dunsilly_B4,DUNSILLY
N00000081,11.848138759424902,6.827675046380204,333.99997383874324,-5.020463713044698,Dunsilly_B4,DUNSILLY
N00000082,5.162984640967839,8.945105735050806,378.9999904404643,3.7821210940829673,Dunsilly_B5,DUNSILLY
N00000083,4.806600953697675,6.299970574392747,392.99999116570507,1.4933696206950717,Dunsilly_A1,DUNSILLY
N00000084,3.4799702535190082,6.2142871032210945,367.99998752353616,2.734316849702086,Dunsilly_B2,DUNSILLY
N00000085,70.2063592890535,61.30000698640965,316.9999574865942,-8.906352302643846,Dunsilly_F5,DUNSILLY
N00000086,85.19847076800868,76.4765240540348,439.99994487815417,-8.721946713973878,Dunsilly_F5,DUNSILLY
N00000087,62.34209006968374,53.11011386356575,789.9999842957982,-9.231976206117992,Dunsilly_F5,DUNSILLY
N00000088,31.854891295184643,53.53307404170223,229.9999609054773,21.678182746517585,Dunsilly_E1,DUNSILLY
N00000089,86.99093220526768,81.69107366908504,406.9999612858445,-5.29985853618264,Dunsilly_F5,DUNSILLY
N00000090,89.38663600257205,86.57477988712029,409.99988342984847,-2.8118561154517607,Dunsilly_E2,DUNSILLY
N00000091,74.78762925647766,73.69872067750865,338.9999678315739,-1.0889085789690114,Dunsilly_A5,DUNSILLY
N00000092,5.002493631499908,11.612418846862377,372.99998714277564,6.60992521536247,Dunsilly_A1,DUNSILLY
N00000093,37.67468142394981,39.53376573987485,438.99997781492556,1.8590843159250454,Dunsilly_F1,DUNSILLY
N00000094,50.86762606929738,31.621615628976276,453.99997922016075,-19.246010440321104,Dunsilly_A3,DUNSILLY
N00000095,65.75310713213338,38.797844895261335,394.9999911640508,-26.955262236872045,Dunsilly_A3,DUNSILLY
N00000096,8.842601151065102,21.093129923617333,432.9999884183714,12.250528772552231,Dunsilly_F1,DUNSILLY
N00000097,23.14929536551269,22.82992220164238,402.99990219783126,-0.3193731638703099,Antrim_C1,ANTRIM
N00000098,14.873189031579427,21.58605571622639,386.9999726285788,6.712866684646963,Antrim_B2,ANTRIM
N00000099,74.59944908886197,32.948514103670256,294.9999591341575,-41.65093498519172,Antrim_D3,ANTRIM
N00000100,63.89056250720359,63.76637928244102,333.99989156880275,-0.12418322476256805,Antrim_G1,ANTRIM
N00000101,27.53939195839354,40.59258139123864,362.99990544959945,13.053189432845098,Antrim_A3,ANTRIM
N00000102,16.445156914608326,38.54734740063126,356.9998842572438,22.102190486022934,Antrim_A3,ANTRIM
N00000103,41.27882376863712,36.84696154412816,402.9999736012729,-4.431862224508954,Antrim_B1,ANTRIM
N00000104,32.61711646920349,43.70117097084543,333.9999106185717,11.084054501641944,Antrim_A1,ANTRIM
N00000105,14.902240427510629,11.286759758778222,332.9998702078072,-3.615480668732406,Antrim_D4,ANTRIM
N00000106,29.393143288497342,15.493609259001737,216.9999173007452,-13.899534029495605,Antrim_E1,ANTRIM
N00000107,24.99251610996329,16.36699680575817,278.9999461169418,-8.62551930420512,Antrim_E1,ANTRIM
N00000108,14.742507557482291,17.161233416451612,243.99990976145384,2.418725858969321,Antrim_D3,ANTRIM
N00000109,20.603056091042248,17.555711840109026,321.99992441372297,-3.0473442509332216,Antrim_D2,ANTRIM
N00000110,14.773694004083845,17.525980486626533,266.999892400551,2.7522864825426883,Antrim_E1,ANTRIM
N00000111,12.480213934522624,26.07138620559105,390.99988874847736,13.591172271068427,Antrim_J3,ANTRIM
N00000112,24.56129194944748,24.965687096565635,453.9998851288064,0.40439514711815505,Antrim_E4,ANTRIM
N00000113,38.90749026960012,35.28449930900082,338.99992721529566,-3.622990960599296,Antrim_F3,ANTRIM
N00000114,12.78581210734368,20.620427891276332,350.9998758462306,7.834615783932652,Antrim_J2,ANTRIM
N00000115,40.75849842816529,39.664292388072894,329.9999255546605,-1.094206040092395,Antrim_E2,ANTRIM
N00000116,33.78829254438366,31.655140152592132,322.9999112455547,-2.1331523917915263,Antrim_E2,ANTRIM
N00000117,60.817190982001236,31.298234235773727,216.9999396294749,-29.51895674622751,Antrim_E2,ANTRIM
N00000118,6.049417629543203,14.555683468209967,325.9999772333119,8.506265838666764,Airport_B1,AIRPORT
N00000119,4.997638474404203,9.063905500046353,335.99995038824244,4.06626702564215,Airport_A3,AIRPORT
N00000120,5.622168163715919,10.777652838505764,349.99999103108144,5.155484674789845,Airport_C1,AIRPORT
N00000121,6.54480835736781,13.358798447160694,301.9999605412526,6.813990089792885,Airport_B1,AIRPORT
N00000122,6.2755621089485025,10.709657323789989,354.99998811052745,4.434095214841486,Airport_B1,AIRPORT
N00000123,10.920857806785945,10.154917481131223,360.9999648101984,-0.7659403256547215,Airport_B1,AIRPORT
N00000124,7.947418427660743,11.072818144732956,356.99998487591904,3.125399717072213,Airport_B1,AIRPORT
N00000125,89.5695558765643,92.43142800491697,416.9999867210448,2.8618721283526725,Dunsilly_C1,DUNSILLY
N00000126,92.1825893381183,94.08502056841024,462.999984531686,1.9024312302919384,Dunsilly_C1,DUNSILLY
N00000127,95.1954139577087,91.95963634340819,369.99998388355925,-3.2357776143005026,Dunsilly_C4,DUNSILLY
N00000128,94.28779532338056,90.24476378719382,953.003286771288,-4.043031536186746,Dunsilly_F7,DUNSILLY
N00000129,98.82289509367979,95.37179024496255,361.9999532458553,-3.451104848717236,Dunsilly_C2,DUNSILLY
N00000130,0.0,0.0,427.99994965651064,0.0,Comber_F2,COMBER
N00000131,0.0,0.0001108750373416767,434.99998271214605,0.0001108750373416767,Comber_E3,COMBER
N00000132,0.00042257659614705606,0.0009437716285132162,395.00315759435193,0.0005211950323661602,Comber_H2,COMBER
N00000133,0.0,0.0,341.999972237319,0.0,Comber_H2,COMBER
N00000134,0.0,0.0,343.99992008941086,0.0,Comber_E2,COMBER
N00000135,0.0,0.0,350.9999720661483,0.0,Comber_E2,COMBER
N00000136,0.0,0.0,393.9999113369771,0.0,Comber_H2,COMBER
N00000137,0.0,0.0,337.9999140267706,0.0,Comber_G2,COMBER
N00000138,0.0,0.0,373.9999070496431,0.0,Comber_G5,COMBER
N00000139,0.0,0.0,303.99997301076735,0.0,Newtownards_N3,NEWTOWNARDS
N00000140,0.0,0.0,408.9999647940942,0.0,Newtownards_N3,NEWTOWNARDS
N00000141,0.0,0.0,442.99976291530436,0.0,Newtownards_P1,NEWTOWNARDS
N00000142,0.0,0.0,236.99991026994928,0.0,Newtownards_P2,NEWTOWNARDS
N00000143,0.0,0.0,213.99993687867843,0.0,Newtownards_P4,NEWTOWNARDS
N00000144,0.0,0.0,226.999945189902,0.0,Newtownards_P4,NEWTOWNARDS
N00000145,0.0,0.0,159.9999463356873,0.0,Newtownards_P4,NEWTOWNARDS
N00000146,0.0,0.0,279.9999901852779,0.0,Newtownards_N2,NEWTOWNARDS
N00000147,0.0,0.0,211.99992146189692,0.0,Newtownards_P1,NEWTOWNARDS
N00000148,1.564086056377976,9.02388800984648,308.9999776836795,7.459801953468505,Ards_Peninsula_F2,ARDS PENINSULA
N00000149,1.4650755069578378,8.899639739217436,275.99996942134186,7.434564232259598,Ards_Peninsula_D6,ARDS PENINSULA
N00000150,0.9121658902649147,7.809751995977264,320.9999624011306,6.897586105712349,Ards_Peninsula_D6,ARDS PENINSULA
N00000151,1.5700168573732611,8.481839436763215,317.9998895621635,6.911822579389954,Ards_Peninsula_E4,ARDS PENINSULA
N00000152,3.128077286486259,9.539112716167008,293.9999292225035,6.411035429680749,Ards_Peninsula_D6,ARDS PENINSULA
N00000153,2.157689229216288,10.760468872845896,262.99992801541606,8.602779643629608,Ards_Peninsula_F1,ARDS PENINSULA
N00000154,1.3189088932327666,8.184148709351634,289.9999358338136,6.8652398161188675,Ards_Peninsula_D7,ARDS PENINSULA
N00000155,1.670176319895207,9.714182437183442,319.999987468364,8.044006117288236,Ards_Peninsula_D6,ARDS PENINSULA
N00000156,1.2458726486085634,8.108955601944992,302.9999778582975,6.863082953336428,Ards_Peninsula_D5,ARDS PENINSULA
N00000157,2.919318224818457,21.311896226593387,350.99999260067796,18.39257800177493,Ards_Peninsula_F2,ARDS PENINSULA
N00000158,1.2389808233087445,13.134328564609966,304.9999919326001,11.895347741301222,Ards_Peninsula_F2,ARDS PENINSULA
N00000159,0.0,0.0,254.99994959077563,0.0,Newtownards_L2,NEWTOWNARDS
N00000160,0.0,0.0,293.99992551914227,0.0,Newtownards_L2,NEWTOWNARDS
N00000161,0.0,0.0,389.99994320809355,0.0,Newtownards_N2,NEWTOWNARDS
N00000162,0.0,0.0,282.9999242552187,0.0,Newtownards_E2,NEWTOWNARDS
N00000163,0.0,0.0,228.99993659118047,0.0,Newtownards_L1,NEWTOWNARDS
N00000164,0.0,0.0003807068947327574,278.9999912712153,0.0003807068947327574,Newtownards_A2,NEWTOWNARDS
N00000165,0.0,0.0,294.9999864560654,0.0,Newtownards_N2,NEWTOWNARDS
N00000166,0.0,0.0,302.9999451825737,0.0,Newtownards_E1,NEWTOWNARDS
N00000167,0.0,0.0,307.9999735438708,0.0,Newtownards_A2,NEWTOWNARDS
N00000168,0.0,0.0,316.9999278903015,0.0,Newtownards_E2,NEWTOWNARDS
N00000169,1.175009038968722,9.677003821429231,659.9999824269337,8.501994782460509,Ards_Peninsula_D5,ARDS PENINSULA
N00000170,0.7881089027849054,7.932142645399005,324.9999807607947,7.144033742614099,Ards_Peninsula_D5,ARDS PENINSULA
N00000171,1.1959109454696264,8.40795050616245,346.9999878435854,7.212039560692824,Ards_Peninsula_D5,ARDS PENINSULA
N00000172,1.3289428510021157,7.867836701019085,622.9999852354091,6.5388938500169695,Ards_Peninsula_C3,ARDS PENINSULA
N00000173,1.6358134929275336,7.3143005688019755,341.99999267447316,5.6784870758744415,Ards_Peninsula_C5,ARDS PENINSULA
N00000174,2.2370081193645293,7.279697209765765,332.9999458957051,5.042689090401236,Ards_Peninsula_D1,ARDS PENINSULA
N00000175,1.0617240207286502,6.852731852059577,329.9999839499398,5.791007831330926,Ards_Peninsula_D4,ARDS PENINSULA
N00000176,0.0,0.0,539.9998886514802,0.0,Newtownards_L4,NEWTOWNARDS
N00000177,0.0,0.0,282.9999854481914,0.0,Newtownards_R4,NEWTOWNARDS
N00000178,0.0,0.0,659.9998455574286,0.0,Newtownards_K1,NEWTOWNARDS
N00000179,0.0,0.0,676.9998799082389,0.0,Newtownards_J4,NEWTOWNARDS
N00000180,0.0,0.0,262.9998717138453,0.0,Newtownards_R2,NEWTOWNARDS
N00000181,0.0,0.0,211.99994994868388,0.0,Newtownards_R1,NEWTOWNARDS
N00000182,0.0,0.0,258.99991363410845,0.0,Comber_B4,COMBER
N00000183,0.0,0.0,258.99992942951485,0.0,Comber_A3,COMBER
N00000184,0.0,0.0,257.9999436782769,0.0,Comber_B1,COMBER
N00000185,0.0,0.0,239.99993890826408,0.0,Comber_B6,COMBER
N00000186,0.0,0.0,223.9999551007484,0.0,Comber_B6,COMBER
N00000187,0.0,0.0,240.99997251132896,0.0,Comber_C7,COMBER
N00000188,0.0,0.0,370.99993286265635,0.0,Comber_B6,COMBER
N00000189,0.0,0.0,327.999985728081,0.0,Comber_E1,COMBER
N00000190,0.0,0.0,342.99990565714313,0.0,Comber_C6,COMBER
N00000191,0.0,0.0,329.9999134294825,0.0,Comber_C5,COMBER
N00000192,0.0,0.0,343.9998834149959,0.0,Comber_C4,COMBER
N00000193,0.0,0.0,301.99993294276845,0.0,Comber_B1,COMBER
N00000194,0.0,0.0,299.99989846641523,0.0,Comber_C5,COMBER
N00000195,0.0,0.0,270.99990829264635,0.0,Comber_B2,COMBER
N00000196,0.0,0.0,249.9998644093262,0.0,Comber_C4,COMBER
N00000197,0.0,0.0,343.9998902869434,0.0,Comber_C3,COMBER
N00000198,0.0,0.0,289.99998106127845,0.0,Comber_E1,COMBER
N00000199,0.0,0.0,377.99997194000196,0.0,Comber_E1,COMBER
N00000200,0.0,0.0,351.9998806740277,0.0,Comber_C2,COMBER
N00000201,0.0,0.0,306.9999363361319,0.0,Comber_E1,COMBER
N00000202,0.0,0.0,355.9999199926523,0.0,Comber_E1,COMBER
N00000203,0.0,0.0,315.99998794509014,0.0,Comber_E1,COMBER
N00000204,0.0,0.0,374.9999319646968,0.0,Comber_A1,COMBER
N00000205,0.0,0.0,332.9999623800765,0.0,Comber_E2,COMBER
N00000206,0.0,0.0,269.9999444043193,0.0,Comber_D2,COMBER
N00000207,0.0,0.0,271.9999010033697,0.0,Comber_D1,COMBER
N00000208,0.0,0.0,330.9999198811154,0.0,Comber_E2,COMBER
N00000209,0.0,0.0,384.9999623505435,0.0,Comber_E2,COMBER
N00000210,4.077762824435031,0.0,382.9999080155308,-4.077762824435031,Bangor_East_and_Donaghadee_J2,BANGOR EAST AND DONAGHADEE
N00000211,9.697314475497619,0.0,522.9999062901421,-9.697314475497619,Bangor_East_and_Donaghadee_J3,BANGOR EAST AND DONAGHADEE
N00000212,4.364386769813306,0.0,285.9999035568056,-4.364386769813306,Bangor_East_and_Donaghadee_J5,BANGOR EAST AND DONAGHADEE
N00000213,3.580423043606053,0.0,241.99992634128873,-3.580423043606053,Bangor_East_and_Donaghadee_J3,BANGOR EAST AND DONAGHADEE
N00000214,2.3897499693739084,0.0,297.9998785732886,-2.3897499693739084,Bangor_East_and_Donaghadee_C4,BANGOR EAST AND DONAGHADEE
N00000215,3.280425778531211,1.0824120126716468e-05,311.9999876622082,-3.2804149544110843,Bangor_East_and_Donaghadee_E4,BANGOR EAST AND DONAGHADEE
N00000216,4.626058802949609,0.00035170790068370463,388.99999136679844,-4.6257070950489245,Bangor_East_and_Donaghadee_E3,BANGOR EAST AND DONAGHADEE
N00000217,3.5216309577989993,0.0,394.9999436342851,-3.5216309577989993,Bangor_East_and_Donaghadee_E2,BANGOR EAST AND DONAGHADEE
N00000218,3.177893699724695,0.0,313.99995548269493,-3.177893699724695,Bangor_East_and_Donaghadee_E2,BANGOR EAST AND DONAGHADEE
N00000219,20.380231074372247,0.0,268.9998769940506,-20.380231074372247,Bangor_East_and_Donaghadee_E4,BANGOR EAST AND DONAGHADEE
N00000220,18.39488028712287,0.0,354.9998603175031,-18.39488028712287,Bangor_East_and_Donaghadee_J6,BANGOR EAST AND DONAGHADEE
N00000221,24.383330541014427,0.0,309.9999044453856,-24.383330541014427,Bangor_East_and_Donaghadee_J7,BANGOR EAST AND DONAGHADEE
N00000222,2.107696840615931,0.0003871683670390121,316.99997755522367,-2.107309672248892,Bangor_East_and_Donaghadee_E4,BANGOR EAST AND DONAGHADEE
N00000223,6.121944072437314,0.0,334.9999049469475,-6.121944072437314,Bangor_East_and_Donaghadee_K4,BANGOR EAST AND DONAGHADEE
N00000224,6.874667151061327,0.0,242.99991580242457,-6.874667151061327,Bangor_East_and_Donaghadee_J4,BANGOR EAST AND DONAGHADEE
N00000225,2.2279887335421136,0.0,209.99989182160766,-2.2279887335421136,Bangor_East_and_Donaghadee_K1,BANGOR EAST AND DONAGHADEE
N00000226,3.7009747182122608,0.0,263.9999326580908,-3.7009747182122608,Bangor_East_and_Donaghadee_K1,BANGOR EAST AND DONAGHADEE
N00000227,12.532394289444703,0.0,205.9999598777972,-12.532394289444703,Bangor_East_and_Donaghadee_K3,BANGOR EAST AND DONAGHADEE
N00000228,3.145806105611629,0.0,327.99992223487885,-3.145806105611629,Bangor_East_and_Donaghadee_K2,BANGOR EAST AND DONAGHADEE
N00000229,5.587163450833262,0.0,404.999871153542,-5.587163450833262,Bangor_East_and_Donaghadee_K3,BANGOR EAST AND DONAGHADEE
N00000230,0.0,0.0,308.9998496790464,0.0,Newtownards_F3,NEWTOWNARDS
N00000231,0.0,0.0,340.9998722296885,0.0,Newtownards_F3,NEWTOWNARDS
N00000232,0.0,0.0,286.9999044704615,0.0,Newtownards_F4,NEWTOWNARDS
N00000233,0.0,0.0,255.99990884838758,0.0,Newtownards_F3,NEWTOWNARDS
N00000234,0.0,0.0,241.99986355401867,0.0,Newtownards_J1,NEWTOWNARDS
N00000235,0.0,0.0,335.99990805944884,0.0,Newtownards_A1,NEWTOWNARDS
N00000236,0.0,0.0,321.99991259636505,0.0,Newtownards_C1,NEWTOWNARDS
N00000237,0.0,1.5765448686463474e-05,392.99998152355704,1.5765448686463474e-05,Newtownards_A1,NEWTOWNARDS
N00000238,0.0,0.0,310.9999820966662,0.0,Newtownards_A2,NEWTOWNARDS
N00000239,33.23596033729498,0.0,307.9999117925088,-33.23596033729498,Newtownards_Q1,NEWTOWNARDS
N00000240,23.93505884917788,0.08444059650079651,365.9999325496499,-23.850618252677084,Ards_Peninsula_C4,ARDS PENINSULA
N00000241,2.6198797622628387,0.0,402.9999422891596,-2.6198797622628387,Newtownards_Q4,NEWTOWNARDS
N00000242,2.0177987566506084,2.044814360410278,373.99997730087574,0.027015603759669826,Ards_Peninsula_C4,ARDS PENINSULA
N00000243,5.940886071696564,0.0,280.9998835317496,-5.940886071696564,Newtownards_G4,NEWTOWNARDS
N00000244,10.865904448406404,0.0,293.9998904456522,-10.865904448406404,Newtownards_K2,NEWTOWNARDS
N00000245,3.424768643383229,0.0,296.99989497780604,-3.424768643383229,Newtownards_G4,NEWTOWNARDS
N00000246,10.716442461147498,0.0,303.99989240713904,-10.716442461147498,Newtownards_R3,NEWTOWNARDS
N00000247,2.1773191596734867,0.0,336.9998955046242,-2.1773191596734867,Newtownards_Q3,NEWTOWNARDS
N00000248,2.432956206439224,0.0,341.9998939558521,-2.432956206439224,Newtownards_G4,NEWTOWNARDS
N00000249,2.026014996328732,0.0,401.9999237032669,-2.026014996328732,Newtownards_H3,NEWTOWNARDS
N00000250,3.2537050581437983,0.0,330.99988304189327,-3.2537050581437983,Newtownards_Q1,NEWTOWNARDS
N00000251,2.175456851017145,0.0,372.9998897502784,-2.175456851017145,Newtownards_H3,NEWTOWNARDS
N00000252,0.0,0.0,313.99997614918635,0.0,Comber_F5,COMBER
N00000253,0.0,0.0,392.99998890747077,0.0,Comber_F3,COMBER
N00000254,0.0,0.0,360.9999858705344,0.0,Comber_F5,COMBER
N00000255,0.00010029211235671217,0.0029779466781808023,360.00099877910435,0.00287765456582409,Comber_H4,COMBER
N00000256,0.0,0.0,650.9999742258765,0.0,Comber_F6,COMBER
N00000257,0.0,0.0,378.9999099748792,0.0,Comber_F6,COMBER
N00000258,0.0,0.00023638646542266335,343.9999848353463,0.00023638646542266335,Comber_H4,COMBER
N00000259,33.49128371899689,56.41138585524474,397.99998621131544,22.92010213624785,Ards_Peninsula_L2,ARDS PENINSULA
N00000260,6.523189668031458,32.49235664576805,350.9999845263658,25.96916697773659,Ards_Peninsula_L1,ARDS PENINSULA
N00000261,16.740592615943708,51.615690924334785,405.9999876696325,34.875098308391074,Ards_Peninsula_L3,ARDS PENINSULA
N00000262,17.88882107890657,44.182007234524995,334.999984057942,26.293186155618425,Ards_Peninsula_H3,ARDS PENINSULA
N00000263,21.034783513642317,48.58468808616952,304.99997647102316,27.549904572527204,Ards_Peninsula_F3,ARDS PENINSULA
N00000264,34.21567566235706,50.320610039395554,410.9999773213039,16.104934377038497,Ards_Peninsula_H1,ARDS PENINSULA
N00000265,19.108090837102285,67.04571595869974,366.9999458328395,47.93762512159746,Ards_Peninsula_F4,ARDS PENINSULA
N00000266,17.019679343139785,61.332002564000284,357.9999171441125,44.3123232208605,Ards_Peninsula_H1,ARDS PENINSULA
N00000267,0.0,0.0,403.999978698918,0.0,Comber_F2,COMBER
