SA2011,nat_2001,nat_2023,pop,change,label,dea
N00000575,4.146075878064697,20.75163812809051,364.9999915681495,16.605562250025812,Braid_A1,BRAID
N00000576,91.90990906086925,42.657010707562854,337.9999900381414,-49.2528983533064,Braid_A1,BRAID
N00000577,69.66444566034224,68.32237734601978,409.9999930088658,-1.3420683143224608,Braid_A1,BRAID
N00000578,89.38019952933035,79.40037026990348,431.99999003437057,-9.979829259426879,Braid_B1,BRAID
N00000579,88.85211074091389,58.20195446573739,386.99997837720457,-30.6501562751765,Braid_C1,BRAID
N00000580,7.165327979969238,33.502204890303496,347.99998449841127,26.336876910334258,Braid_C1,BRAID
N00000581,28.930493539431644,29.925675434142427,417.9999913296502,0.9951818947107824,Braid_C2,BRAID
N00000582,4.132537129194642,4.96620245946387,341.9999919304253,0.8336653302692278,Braid_F5,BRAID
N00000583,9.381035115240072,7.295910958736795,329.9999880381918,-2.0851241565032774,Braid_H3,BRAID
N00000584,5.737328043547669,5.061270941746428,368.9999879834855,-0.6760571018012413,Braid_H5,BRAID
N00000585,5.230865654783184,4.440468022769476,365.9999962125633,-0.7903976320137076,Braid_F3,BRAID
N00000586,9.12564975611561,5.92172546057465,397.9999911917698,-3.2039242955409604,Braid_F5,BRAID
N00000587,11.976053759625097,5.3427957814868385,379.9999810708206,-6.633257978138259,Braid_H5,BRAID
N00000588,4.5620387677296055,6.246870184844249,356.9999816066827,1.6848314171146432,Braid_H2,BRAID
N00000589,78.46795227102842,57.693656782735395,468.99998821539225,-20.774295488293028,Bannside_H4,BANNSIDE
N00000590,4.808848402118812,7.4247554309943204,375.9999897416451,2.615907028875508,Bannside_J2,BANNSIDE
N00000591,29.80640234544941,27.342861901978203,366.9999908179931,-2.4635404434712065,Bannside_H2,BANNSIDE
N00000592,13.766629290189853,23.396705871482865,317.99998520299283,9.630076581293013,Bannside_J3,BANNSIDE
N00000593,78.51676514867255,67.69746033548857,459.9999887934658,-10.819304813183976,Bannside_H3,BANNSIDE
N00000594,5.496764498731118,12.113333215058596,354.99998861668945,6.616568716327477,Bannside_J2,BANNSIDE
N00000595,19.509678237928206,14.32762445455091,385.99998807160637,-5.182053783377295,Bannside_J4,BANNSIDE
N00000596,2.7713760196298587,5.896873111361228,370.9999799234602,3.1254970917313694,Braid_J3,BRAID
N00000597,10.079604122359733,15.511651355918437,249.99988249956226,5.432047233558704,Ballymena_J1,BALLYMENA
N00000598,3.5662169341250016,13.450698328910667,209.99997051348151,9.884481394785665,Ballymena_G5,BALLYMENA
N00000599,17.100996392195157,23.10640649382399,218.99994016437026,6.005410101628833,Ballymena_G4,BALLYMENA
N00000600,2.5597612203554063,6.319955734845786,314.9998919109968,3.76019451449038,Braid_J2,BRAID
N00000601,1.5235950390964408,7.860317017594268,329.99993453252125,6.336721978497827,Braid_J3,BRAID
N00000602,2.3201434971518866,6.5438249326689695,257.9999436443834,4.223681435517083,Braid_J2,BRAID
N00000603,5.477760482486638,4.0198330566558225,338.999979616299,-1.4579274258308157,Braid_F6,BRAID
N00000604,4.024030904676204,3.994433046392465,361.99996162570585,-0.029597858283739065,Braid_F6,BRAID
N00000605,5.5657903079982445,4.4784987152643865,332.999971441114,-1.087291592733858,Braid_F4,BRAID
N00000606,2.677090646951101,3.3245986682828326,306.9999549040882,0.6475080213317317,Braid_K3,BRAID
N00000607,13.29542142700109,5.648709052849801,322.999880690977,-7.646712374151289,Braid_K1,BRAID
N00000608,4.026450305543021,3.199379851516691,359.9999906519141,-0.8270704540263298,Braid_H6,BRAID
N00000609,3.7160108158025307,4.623752476725173,338.99998281896745,0.9077416609226421,Braid_F6,BRAID
N00000610,3.3699844306370372,4.648433056977694,374.9999771267295,1.2784486263406571,Braid_F6,BRAID
N00000611,4.468038200054622,4.0187337931291465,325.9999889641482,-0.44930440692547524,Braid_H6,BRAID
N00000612,6.294710839468593,11.304019809615372,573.9998669577857,5.00930897014678,Ballymena_J3,BALLYMENA
N00000613,14.71217610080004,10.723163845058512,256.9998990527236,-3.989012255741528,Ballymena_J3,BALLYMENA
N00000614,15.88813761984042,8.615534055534518,249.99987441741155,-7.272603564305902,Ballymena_H4,BALLYMENA
N00000615,13.207491354019279,11.876882475155751,156.9999628556771,-1.3306088788635275,Ballymena_D5,BALLYMENA
N00000616,6.75590410622136,7.2081309631392365,318.9998714257068,0.4522268569178767,Ballymena_H3,BALLYMENA
N00000617,10.965081721691929,8.795502188038931,296.9999165386347,-2.169579533652998,Ballymena_H4,BALLYMENA
N00000618,14.39013240485425,25.702827456427972,617.9998884172376,11.312695051573723,Ballymena_E3,BALLYMENA
N00000619,21.543652954655364,22.106342857540874,395.9999523244303,0.5626899028855092,Ballymena_B1,BALLYMENA
N00000620,11.342363043899418,23.551326329473362,376.9999230010668,12.208963285573944,Ballymena_B3,BALLYMENA
N00000621,16.470354564280175,21.852708305286654,300.99993442843027,5.3823537410064795,Ballymena_B3,BALLYMENA
N00000622,27.65683958148344,27.807229497613225,360.99990461857624,0.15038991612978592,Ballymena_E1,BALLYMENA
N00000623,39.49139639369253,36.03101657731239,388.9999800643636,-3.46037981638014,Bannside_C4,BANNSIDE
N00000624,4.784913279132135,14.827990651557025,385.9999820455793,10.04307737242489,Bannside_C4,BANNSIDE
N00000625,63.03774326588588,77.57033535518809,257.99995946350214,14.532592089302213,Bannside_H1,BANNSIDE
N00000626,27.457029705578336,42.47809658850692,420.9999863348301,15.021066882928586,Bannside_H1,BANNSIDE
N00000627,17.284530866079006,32.63948833885083,357.9999898971269,15.354957472771826,Bannside_C2,BANNSIDE
N00000628,12.98711032169248,26.278990390748525,399.99998130482703,13.291880069056045,Bannside_C3,BANNSIDE
N00000629,27.688684872658122,65.7933812557259,357.9999664232196,38.10469638306778,Bannside_C2,BANNSIDE
N00000630,57.60202937463185,37.86047749129107,329.9999365857951,-19.741551883340776,Bannside_D1,BANNSIDE
N00000631,5.042077769009136,5.664096063124405,335.9999925328683,0.6220182941152688,Braid_F1,BRAID
N00000632,8.323735230276348,6.4253283380875725,349.9999869263779,-1.8984068921887758,Braid_F2,BRAID
N00000633,6.144677307755172,5.769672105995773,323.99998849361475,-0.3750052017593992,Braid_H2,BRAID
N00000634,4.510358007726491,19.15570842457579,363.99999446142084,14.645350416849297,Braid_B1,BRAID
N00000635,13.964881995841615,15.485938035489621,396.99999358700904,1.5210560396480055,Braid_F1,BRAID
N00000636,9.05293106642823,31.379210586565556,325.99999572812067,22.326279520137327,Braid_B1,BRAID
N00000637,26.592306381527422,41.47259043114218,810.9998388735822,14.880284049614758,Ballymena_C1,BALLYMENA
N00000638,32.02527677855618,56.84713004096798,383.99983767880093,24.8218532624118,Ballymena_D2,BALLYMENA
N00000639,69.80964198463757,60.92920459772624,421.9999168679793,-8.880437386911325,Ballymena_D4,BALLYMENA
N00000640,83.35216005462202,65.51358445272867,396.9999738053107,-17.838575601893353,Ballymena_D5,BALLYMENA
N00000641,63.37073570516674,56.01269819172713,368.9999187861501,-7.358037513439605,Ballymena_D3,BALLYMENA
N00000642,19.46885518944235,52.53652235541888,422.99982643203515,33.06766716597653,Ballymena_D2,BALLYMENA
N00000643,82.50065236598944,84.44090728211293,411.9999937448266,1.940254916123493,The_Glens_F3,THE GLENS
N00000644,94.92070777730035,81.95730633828668,409.9999791523476,-12.963401439013666,The_Glens_F2,THE GLENS
N00000645,82.21817342926118,91.02296765475535,449.99998640684146,8.804794225494163,The_Glens_F5,THE GLENS
N00000646,78.8627132119975,87.5145963452418,403.9999947245395,8.651883133244297,The_Glens_F5,THE GLENS
N00000647,17.69176109104594,8.891129577134121,601.9999572783304,-8.800631513911819,Causeway_L3,CAUSEWAY
N00000648,3.977988137306659,5.909737615830015,338.99998975886837,1.9317494785233564,Causeway_J3,CAUSEWAY
N00000649,4.848656464604996,5.962109930927531,376.9999935015578,1.113453466322535,Causeway_J5,CAUSEWAY
N00000650,4.955488667663895,4.746731787459883,292.9999838282475,-0.20875688020401206,Causeway_K4,CAUSEWAY
N00000651,35.74058584448878,16.713039140126902,275.9999244411668,-19.027546704361875,Ballymoney_E3,BALLYMONEY
N00000652,6.023879836173572,9.019859825694232,333.9999323303129,2.9959799895206594,Ballymoney_B4,BALLYMONEY
N00000653,6.371105046372552,9.442569139115541,309.99995209908235,3.071464092742989,Ballymoney_B4,BALLYMONEY
N00000654,29.328301286759856,13.765998157738604,272.9999402263974,-15.562303129021252,Ballymoney_B5,BALLYMONEY
N00000655,8.20559624188037,10.658393877848173,304.9999531917254,2.452797635967803,Ballymoney_E2,BALLYMONEY
N00000656,18.98669158084707,10.03996636987095,298.9999246625254,-8.946725210976119,Ballymoney_E1,BALLYMONEY
N00000657,24.935907937291766,39.23416768749178,790.9999700395377,14.29825975020001,Ballymoney_J2,BALLYMONEY
N00000658,65.09276226081403,71.0409360461358,420.99999220233974,5.948173785321771,Ballymoney_H6,BALLYMONEY
N00000659,18.057083100583526,43.39038523531784,371.99998661907404,25.33330213473431,Ballymoney_G1,BALLYMONEY
N00000660,43.62806865848274,36.280859665148185,332.9999366850371,-7.347208993334554,Ballymoney_G1,BALLYMONEY
N00000661,6.07960358629539,6.702029769547159,365.99999070089547,0.6224261832517692,Ballymoney_A1,BALLYMONEY
N00000662,5.52126072832403,6.072689728708086,356.99997451488696,0.5514290003840561,Causeway_L7,CAUSEWAY
N00000663,4.05823834819125,7.398748578536682,396.9999863904754,3.3405102303454317,Ballymoney_H1,BALLYMONEY
N00000664,6.943243053079609,6.680266300796472,346.9999893302655,-0.2629767522831372,Causeway_L3,CAUSEWAY
N00000665,94.18825023407027,75.25129076695866,377.9999864412151,-18.936959467111606,Ballymoney_G2,BALLYMONEY
N00000666,26.993954413975064,32.80509400894949,339.99998846415986,5.811139594974424,Ballymoney_H4,BALLYMONEY
N00000667,96.3016562088542,87.97627292243845,435.9999807225106,-8.325383286415743,Ballymoney_G2,BALLYMONEY
N00000668,98.60268427776445,92.07330919661463,341.9999464803259,-6.529375081149823,Ballymoney_H2,BALLYMONEY
N00000669,95.5279584521625,85.5294376912294,387.99998036495845,-9.99852076093309,Ballymoney_H5,BALLYMONEY
N00000670,6.110059050018605,10.460880575940468,320.9999672213184,4.350821525921863,Ballymoney_E5,BALLYMONEY
N00000671,8.072394035544166,10.394297675742138,308.99992261412024,2.321903640197972,Ballymoney_E5,BALLYMONEY
N00000672,16.2821235748611,16.322358716072795,348.9999371092899,0.04023514121169569,Ballymoney_F1,BALLYMONEY
N00000673,8.892051715501438,11.49856447909138,712.9999058397651,2.606512763589942,Ballymoney_H1,BALLYMONEY
N00000674,6.534393405906588,10.435246374718393,332.9999430899502,3.9008529688118045,Ballymoney_C2,BALLYMONEY
N00000675,6.120747214722607,7.381818804656208,372.99989622524004,1.261071589933601,Ballymoney_C1,BALLYMONEY
N00000676,8.283554707860137,13.557051042901307,720.9999178602138,5.27349633504117,Ballymoney_C4,BALLYMONEY
N00000677,13.192002314914639,24.58223844035457,295.9999413845794,11.39023612543993,Ballymoney_D3,BALLYMONEY
N00000678,37.6947662985172,40.58439093770314,435.9999921723581,2.8896246391859393,Ballymoney_H4,BALLYMONEY
N00000679,12.074563133697682,17.31910565248937,443.9999881997757,5.244542518791688,Ballymoney_K3,BALLYMONEY
N00000680,91.47177599869126,85.69180006177842,392.9999730816037,-5.779975936912834,Ballymoney_K5,BALLYMONEY
N00000681,10.22722709525926,11.66731670034838,380.99998854062085,1.4400896050891205,Ballymoney_K1,BALLYMONEY
N00000682,78.03252246109295,62.403554143144916,447.9999834922286,-15.628968317948036,Ballymoney_K6,BALLYMONEY
N00000683,11.478497043894807,29.86795194817457,345.99999202988886,18.389454904279766,Ballymoney_L3,BALLYMONEY
N00000684,66.9342955876464,79.48439854101731,333.9999798295785,12.55010295337091,Ballymoney_K6,BALLYMONEY
N00000685,83.43612119754033,90.1675405703114,333.9999389915723,6.731419372771072,Ballymoney_K5,BALLYMONEY
N00000686,23.310285758009694,43.45289584420527,420.9999867005714,20.142610086195578,Ballymoney_G1,BALLYMONEY
N00000687,7.921527364478983,11.013019065732589,375.9999834751766,3.091491701253606,Causeway_L6,CAUSEWAY
N00000688,53.99827845218876,46.88899876343517,379.9999893067818,-7.109279688753588,Ballymoney_G1,BALLYMONEY
N00000689,9.537959693565622,26.29156057192944,333.99999040088005,16.75360087836382,Ballymoney_G2,BALLYMONEY
N00000690,14.415776720530207,11.242986460694274,309.9998806007274,-3.172790259835933,Ballymoney_B3,BALLYMONEY
N00000691,24.382375496991198,12.607930447612146,352.9997879698577,-11.774445049379052,Ballymoney_D1,BALLYMONEY
N00000692,25.199377198297658,13.082030624530782,260.9998898029456,-12.117346573766875,Ballymoney_D1,BALLYMONEY
N00000693,11.32768019566538,13.807391395347816,321.99989973571314,2.479711199682436,Ballymoney_B5,BALLYMONEY
N00000694,16.440366987694745,16.04370093511465,286.9999645617301,-0.3966660525800947,Ballymoney_B1,BALLYMONEY
N00000695,4.143059033668071,11.67598910275952,339.99993499573856,7.5329300690914485,Ballymoney_B2,BALLYMONEY
N00000696,26.07001210998847,27.011814709450455,205.9999575512488,0.9418025994619867,Ballymoney_D5,BALLYMONEY
N00000697,7.313344126421133,11.307487020457938,364.99997236129917,3.9941428940368047,Ballymoney_A4,BALLYMONEY
N00000698,11.950273745071073,8.986101891910103,385.99996091571734,-2.9641718531609698,Ballymoney_A4,BALLYMONEY
N00000699,18.014829656388027,24.625182711938105,237.99994419011264,6.610353055550078,Ballymoney_D4,BALLYMONEY
N00000700,63.64475258540793,34.62087396628717,303.99994333564837,-29.023878619120758,Ballymoney_D5,BALLYMONEY
N00000701,21.316782112783695,11.45647867312317,214.9999710059637,-9.860303439660525,Ballymoney_A2,BALLYMONEY
N00000702,9.301289897637453,11.31798817535248,304.99998217757764,2.0166982777150277,Ballymoney_A4,BALLYMONEY
N00000703,9.43330706121585,7.671175100511022,364.99998213620665,-1.7621319607048278,Ballymoney_A1,BALLYMONEY
N00000704,7.802492248522299,8.238021243699821,700.9999676858788,0.4355289951775223,Ballymoney_A2,BALLYMONEY
N00000705,11.440993481740279,9.214339890188636,377.9999732213542,-2.226653591551642,Ballymoney_K1,BALLYMONEY
N00000706,19.892026575477324,26.656835419671935,347.9999871744661,6.7648088441946115,The_Glens_F1,THE GLENS
N00000707,9.012410533441056,11.117672350833452,329.99997853965834,2.105261817392396,The_Glens_F1,THE GLENS
N00000708,10.631966562610623,36.85645281266745,380.9999904464142,26.224486250056827,The_Glens_F1,THE GLENS
N00000709,4.78207621537862,12.066691106506422,387.999987239774,7.284614891127802,The_Glens_D4,THE GLENS
N00000710,8.015304382273634,8.4389559543755,340.99998691003043,0.4236515721018659,Ballymoney_K1,BALLYMONEY
N00000711,8.307463991799075,7.212847609489693,275.99998409862036,-1.0946163823093817,Ballymoney_A2,BALLYMONEY
N00000712,18.2658057236294,14.881066828711404,318.9999924742877,-3.3847388949179944,Ballymoney_K4,BALLYMONEY
N00000713,55.696496438119766,28.7560477541714,396.999985722408,-26.940448683948365,Ballymoney_K4,BALLYMONEY
N00000714,28.735258634323298,33.397914098248314,383.9999870533202,4.662655463925017,Ballymoney_K4,BALLYMONEY
N00000715,9.5749262190887,22.439444488197616,369.9999385591017,12.864518269108915,Banbridge_E2,BANBRIDGE
N00000716,8.042103168823234,12.700522316630934,1057.9998602893409,4.658419147807701,Banbridge_J4,BANBRIDGE
N00000717,16.748695095380295,18.358241433976897,303.99996049938386,1.6095463385966013,Banbridge_J1,BANBRIDGE
N00000718,14.478745541640656,19.432910296959033,1093.9999595098461,4.954164755318377,Banbridge_L3,BANBRIDGE
N00000719,10.967321598685047,16.826217509776697,370.99995348129346,5.8588959110916505,Banbridge_L1,BANBRIDGE
N00000720,17.36795410281151,15.779878837349383,422.9999659120594,-1.5880752654621269,Banbridge_L1,BANBRIDGE
N00000721,49.21680764021227,56.44983828269157,408.00055615720385,7.2330306424793065,Slieve_Croob_E3,SLIEVE CROOB
N00000722,10.220898173306754,17.403236335549586,359.9999851452171,7.182338162242832,Banbridge_P3,BANBRIDGE
N00000723,86.064230523511,87.89072771904216,429.0004678673178,1.8264971955311609,Slieve_Croob_E4,SLIEVE CROOB
N00000724,46.26883759051228,23.260341460299504,408.00341786190796,-23.008496130212773,Slieve_Croob_C2,SLIEVE CROOB
N00000725,40.13283199946501,42.31742766985638,382.99998335280543,2.184595670391367,Slieve_Croob_E1,SLIEVE CROOB
N00000726,55.021925320639035,66.53327429897242,367.0005679036823,11.51134897833338,Slieve_Croob_E2,SLIEVE CROOB
N00000727,54.82247510577663,45.141376564361785,346.99987311760617,-9.681098541414848,Banbridge_G3,BANBRIDGE
N00000728,15.230469700747447,28.643834478017762,301.99995720447737,13.413364777270315,Banbridge_F4,BANBRIDGE
N00000729,6.558325983515148,10.526060703110302,352.9999190267264,3.9677347195951533,Banbridge_H4,BANBRIDGE
N00000730,6.231473184405908,11.616900562830962,345.99994452371936,5.385427378425054,Banbridge_F4,BANBRIDGE
N00000731,28.747296598758805,54.26045568780369,275.9999528895545,25.513159089044887,Banbridge_D7,BANBRIDGE
N00000732,17.02114378740979,39.44385873470904,338.999929671011,22.422714947299248,Banbridge_H2,BANBRIDGE
N00000733,9.480381031823997,24.479748487530134,351.99992098168,14.999367455706137,Banbridge_H3,BANBRIDGE
N00000734,23.078480589552395,38.53298333567115,377.9999204914914,15.454502746118752,Banbridge_G3,BANBRIDGE
N00000735,15.96112359131049,12.840130391308472,369.99998768925,-3.120993200002017,Banbridge_L1,BANBRIDGE
N00000736,67.68962076106156,29.45719921825318,339.9999825479605,-38.23242154280838,Banbridge_L2,BANBRIDGE
N00000737,6.844194540039794,17.107745352093787,388.999982361544,10.263550812053992,Banbridge_L3,BANBRIDGE
N00000738,59.59514979938523,33.055182068220866,360.99998807790007,-26.539967731164367,Banbridge_L2,BANBRIDGE
N00000739,19.94209627609229,19.68030475056069,391.99998977571505,-0.26179152553159923,Banbridge_L4,BANBRIDGE
N00000740,16.58376919840306,16.2624324121961,372.9999897972642,-0.3213367862069596,Banbridge_L4,BANBRIDGE
N00000741,11.984448710617743,6.6286316401912355,308.9999866374091,-5.355817070426507,Lagan_River_K1,LAGAN RIVER
N00000742,11.06032832775012,9.075019031388642,294.9999098494008,-1.9853092963614785,Lagan_River_D1,LAGAN RIVER
N00000743,22.271869973180944,12.929585961836,297.9999276450642,-9.342284011344944,Lagan_River_F1,LAGAN RIVER
N00000744,12.650939615066271,12.054629224340484,291.9999471492232,-0.5963103907257867,Lagan_River_F3,LAGAN RIVER
N00000745,8.354801970441176,8.676233123379847,329.9999550578937,0.3214311529386702,Lagan_River_D1,LAGAN RIVER
N00000746,45.11058507258741,16.29622252282421,519.9998929506578,-28.814362549763203,Lagan_River_F3,LAGAN RIVER
N00000747,23.48528770816905,11.574324079474053,293.9999469069922,-11.910963628694997,Lagan_River_D3,LAGAN RIVER
N00000748,6.5514062802998385,6.9098685097435295,323.9999521766724,0.358462229443691,Lagan_River_H3,LAGAN RIVER
N00000749,10.364130785011092,7.079735249687623,358.9998665318805,-3.284395535323469,Lagan_River_F4,LAGAN RIVER
N00000750,9.78683054925476,6.561775159746106,335.9999182172544,-3.225055389508653,Lagan_River_F3,LAGAN RIVER
N00000751,12.024116361838981,6.661072393590978,270.9999513437621,-5.363043968248003,Lagan_River_K3,LAGAN RIVER
N00000752,11.374568955996498,5.5239167778542635,260.9999271212521,-5.8506521781422345,Lagan_River_H1,LAGAN RIVER
N00000753,11.840063660277742,6.969653126285954,379.9999891971805,-4.870410533991788,Lagan_River_K1,LAGAN RIVER
N00000754,17.098867816897055,5.280041915884704,309.99997194455733,-11.818825901012351,Lagan_River_K3,LAGAN RIVER
N00000755,7.9212497404035105,6.786005751705722,373.9999131435082,-1.1352439886977885,Lagan_River_F5,LAGAN RIVER
N00000756,13.765829849373501,6.235060855497134,299.9999840554344,-7.530768993876367,Lagan_River_K3,LAGAN RIVER
N00000757,6.841156032880661,4.295058453743111,348.9999137020517,-2.54609757913755,Lagan_River_H1,LAGAN RIVER
N00000758,61.23124382677435,61.47831883763016,368.9998994708473,0.2470750108558093,Banbridge_D6,BANBRIDGE
N00000759,21.054218946232997,31.026091357230353,345.999897360981,9.971872410997356,Banbridge_H1,BANBRIDGE
N00000760,39.47247882472282,34.93623607172217,306.9998952649815,-4.53624275300065,Banbridge_D3,BANBRIDGE
N00000761,36.61474143172511,39.75354702346191,354.99985341079145,3.138805591736805,Banbridge_D5,BANBRIDGE
N00000762,50.21879424454988,48.73848803222793,219.9999163499128,-1.4803062123219561,Banbridge_G1,BANBRIDGE
N00000763,34.34261624180955,49.200478349741076,383.99990803727536,14.857862107931524,Banbridge_D2,BANBRIDGE
N00000764,19.92537196131596,31.163829872279607,251.99997702784495,11.238457910963646,Banbridge_F1,BANBRIDGE
N00000765,59.05158609264026,48.87600472803841,329.9999133156767,-10.175581364601847,Banbridge_D5,BANBRIDGE
N00000766,29.7608465566292,37.35475845025293,883.9998551140936,7.59391189362373,Banbridge_K1,BANBRIDGE
N00000767,11.35780716289701,11.163737835199917,343.9999447315551,-0.19406932769709329,Banbridge_K2,BANBRIDGE
N00000768,16.389433326151135,16.973016060874,294.9998456064299,0.5835827347228637,Banbridge_G4,BANBRIDGE
N00000769,14.861735822850562,17.673453831929823,434.99990090470874,2.811718009079261,Banbridge_K3,BANBRIDGE
N00000770,15.437422924904839,22.064507626140156,393.9999527496616,6.627084701235317,Banbridge_F4,BANBRIDGE
N00000771,37.12242352089591,27.946620114930354,261.99992925799705,-9.175803405965553,Banbridge_G2,BANBRIDGE
N00000772,11.407228428069425,18.138613638099084,386.9999887087391,6.731385210029659,Banbridge_F3,BANBRIDGE
N00000773,29.179037665710297,33.01748294156354,368.9999735590305,3.838445275853246,Banbridge_A2,BANBRIDGE
N00000774,37.06850122241545,44.15029255780115,967.999915500433,7.081791335385702,Banbridge_A2,BANBRIDGE
N00000775,11.478546405344893,32.57984490072262,308.9999852766884,21.101298495377726,Banbridge_A2,BANBRIDGE
N00000776,95.61587270060437,49.658220201591654,321.99993049308057,-45.95765249901272,Banbridge_B2,BANBRIDGE
N00000777,8.93846318343088,6.66389330234528,671.9999802515281,-2.2745698810855997,Lagan_River_K4,LAGAN RIVER
N00000778,18.874976932028854,20.877845806451614,382.99999159423294,2.0028688744227594,Slieve_Croob_E1,SLIEVE CROOB
N00000779,13.697133455135372,5.8426633688254315,379.99998030391384,-7.854470086309941,Lagan_River_N2,LAGAN RIVER
N00000780,8.870919673365098,5.290082085402275,371.9999855347323,-3.5808375879628223,Lagan_River_K2,LAGAN RIVER
N00000781,6.857933610680195,4.653642212198689,329.9999414282609,-2.204291398481506,Lagan_River_K2,LAGAN RIVER
N00000782,5.292424827682693,9.149583107218863,346.9999878531723,3.8571582795361703,Lagan_River_N1,LAGAN RIVER
N00000783,55.54598694594901,25.67681306143277,481.9999780107396,-29.86917388451624,Lagan_River_N4,LAGAN RIVER
N00000784,13.746033570236024,31.53412730335747,349.99998869468106,17.788093733121443,Lagan_River_N5,LAGAN RIVER
N00000785,6.354721468931069,17.046427795871427,310.9999913150772,10.69170632694036,Banbridge_P3,BANBRIDGE
N00000786,7.734433937831554,17.233154135430606,271.99998816781545,9.498720197599052,Banbridge_P4,BANBRIDGE
N00000787,10.704187830063065,16.39636468080357,313.9999913497706,5.692176850740504,Banbridge_L5,BANBRIDGE
N00000788,49.56688197855158,21.6112476118265,335.9999904089488,-27.95563436672508,Lagan_River_N4,LAGAN RIVER
N00000789,64.46742553616005,58.50930925107904,664.9999687652667,-5.958116285081012,Banbridge_A2,BANBRIDGE
N00000790,44.41961208075907,38.59709129141816,407.99998252202585,-5.822520789340913,Banbridge_F1,BANBRIDGE
N00000791,40.8701759409359,34.815503559625135,349.9999840981754,-6.054672381310766,Banbridge_A2,BANBRIDGE
N00000792,8.1208643945096,9.960357461035322,369.0004122475233,1.8394930665257228,Lagan_River_J3,LAGAN RIVER
N00000793,53.7096300386505,35.77536016717056,408.9999848956565,-17.93426987147994,Banbridge_F2,BANBRIDGE
N00000794,26.63384248985438,32.97504113513777,446.9999846406469,6.3411986452833915,Banbridge_F4,BANBRIDGE
N00000795,10.392083473017165,37.346824323062634,415.9999901017471,26.954740850045468,Banbridge_N4,BANBRIDGE
N00000796,61.08324699688329,54.6401886878801,335.9999784430036,-6.443058309003192,Banbridge_N3,BANBRIDGE
N00000797,32.33530517312372,53.43135306695337,370.9999419869268,21.09604789382965,Banbridge_N3,BANBRIDGE
N00000798,24.71024849310405,25.757927045377272,418.9999888009205,1.0476785522732222,Banbridge_N3,BANBRIDGE
N00000799,10.456424860672996,17.984594841699607,319.9999873864689,7.528169981026611,Banbridge_F3,BANBRIDGE
N00000800,15.47594436619838,7.951886873144012,352.9999911413474,-7.524057493054368,Lagan_River_K1,LAGAN RIVER
N00000801,6.9472806755115055,4.770290436105223,372.000610592453,-2.1769902394062823,Lagan_River_J2,LAGAN RIVER
N00000802,8.296466820497288,6.2010714397123285,287.99997838700546,-2.09539538078496,Lagan_River_J2,LAGAN RIVER
N00000803,7.8751097827270655,5.20271767266234,340.99997842441184,-2.6723921100647257,Lagan_River_J2,LAGAN RIVER
N00000804,7.691601675017497,5.8338222419094725,357.9999871895581,-1.8577794331080248,Lagan_River_K4,LAGAN RIVER
N00000805,14.877262376489886,6.6915787224836745,366.99999052033337,-8.185683654006212,Lagan_River_J3,LAGAN RIVER
N00000806,68.90405622120933,47.90392362046611,325.9999738759049,-21.00013260074322,Banbridge_L5,BANBRIDGE
N00000807,15.19664230814131,47.938955288957004,350.99997134738277,32.7423129808157,Banbridge_L5,BANBRIDGE
N00000808,26.028789580384135,45.100268281502885,264.99991445455925,19.07147870111875,Banbridge_Q2,BANBRIDGE
N00000809,40.58576557074661,42.76445820282099,366.9999385667263,2.1786926320743802,Banbridge_Q2,BANBRIDGE
N00000810,23.232339567335927,30.68700111900092,353.99998117506885,7.454661551664994,Banbridge_P5,BANBRIDGE
N00000811,35.126065160088004,45.38016200186573,302.9999262791104,10.254096841777724,Banbridge_Q4,BANBRIDGE
N00000812,46.152381133004766,46.50538574774672,339.9999139988826,0.35300461474195544,Banbridge_P5,BANBRIDGE
N00000813,8.67448734311788,14.785895081515884,289.99998362540373,6.111407738398004,Banbridge_L1,BANBRIDGE
N00000814,14.591119466382985,10.617809761255483,313.9999190586093,-3.9733097051275017,Banbridge_C1,BANBRIDGE
N00000815,8.321486393612531,12.649140748046205,400.99997694567253,4.327654354433674,Banbridge_L1,BANBRIDGE
N00000816,22.385381206324595,23.56048987900646,523.9999151998586,1.1751086726818656,Banbridge_C4,BANBRIDGE
N00000817,10.610173415117137,10.785555664174456,313.99993662047893,0.17538224905731958,Banbridge_L1,BANBRIDGE
N00000818,21.500732943400852,19.999310910725555,337.9999303462631,-1.501422032675297,Banbridge_C4,BANBRIDGE
N00000819,20.124514754075324,32.455744565377,248.99994052865097,12.331229811301679,Banbridge_E6,BANBRIDGE
N00000820,26.97840092547051,29.2277896724828,302.99994030717346,2.24938874701229,Banbridge_E5,BANBRIDGE
N00000821,42.33091112905855,44.900040117981206,299.9998957271868,2.5691289889226567,Banbridge_E1,BANBRIDGE
N00000822,56.521572636813644,41.643825719489854,240.99995149853387,-14.87774691732379,Banbridge_E5,BANBRIDGE
N00000823,25.663079006988646,23.424787335447157,374.9999472547878,-2.2382916715414893,Banbridge_C2,BANBRIDGE
N00000824,25.061343601104596,39.49240672549421,271.999946500575,14.431063124389617,Banbridge_E5,BANBRIDGE
N00000825,99.81243139063616,98.61069221838623,430.99991107483976,-1.2017391722499298,Black_Mountain_R5,BLACK MOUNTAIN
N00000826,99.73028235453444,99.312830581812,358.999916161285,-0.41745177272244405,Collin_A2,COLLIN
