order,contest,area,pid,name,y,prior_share,prior_elected,was_party,ex_party_here,prior_same_area,n_prior,n_ind,has_prior,pred
2016.0,assembly,Belfast South,97296,Ruth Patterson,1.2934673093156877,11.888746362982198,0,1,1,1,1,1,1,12.87995087015725
2016.0,assembly,East Londonderry,93507,Claire Sugden,9.50609029332248,0.0,0,0,0,0,0,2,0,4.9666264348496805
2016.0,assembly,East Londonderry,33883,Victor Christie,0.17733073635861507,0.0,0,0,0,0,0,2,0,4.9666264348496805
2016.0,assembly,Foyle,86960,Anne McCloskey,8.588987960304268,0.0,0,0,0,0,0,3,0,5.839219628749989
2016.0,assembly,Foyle,84453,Maurice Devenney,2.954511107752758,0.0,0,0,0,0,0,3,0,5.839219628749989
2016.0,assembly,Foyle,97004,Kathleen Bradley,2.2719258475643542,0.0,0,0,0,0,0,3,0,5.839219628749989
2016.0,assembly,Lagan Valley,14950,Jonny Orr,2.1027977247574188,1.8997361477572559,0,0,0,1,1,1,1,10.740401906356428
2016.0,assembly,Newry and Armagh,99348,Paul Berry,3.4852771665094835,0.0,0,0,0,0,0,2,0,4.9666264348496805
2016.0,assembly,Newry and Armagh,5320,Martin McAllister,1.9700303887666353,0.0,0,0,0,0,0,2,0,4.9666264348496805
2016.0,assembly,North Down,41413,Brian Wilson,4.39045580067641,0.0,0,0,0,0,0,1,0,6.760682478587492
2016.0,assembly,South Antrim,57494,David McMaster,1.3747758517632995,0.0,0,0,0,0,0,1,0,6.760682478587492
2016.0,assembly,South Down,64012,John McCallister,2.814363968350578,10.56655322820304,1,1,1,1,1,1,1,12.87995087015725
2016.0,assembly,Strangford,74853,Jimmy Menagh,5.637427617267686,0.0,0,0,0,0,0,2,0,4.9666264348496805
2016.0,assembly,Strangford,80601,Rab McCartney,0.3278286712215448,0.0,0,0,0,0,0,2,0,4.9666264348496805
2016.0,assembly,Upper Bann,1166,Stephen McCarroll,0.0722321936698332,0.0,0,0,0,0,0,1,0,6.760682478587492
2016.0,assembly,West Tyrone,65441,Josephine Deehan,4.5814115282537555,0.0,0,0,0,0,0,5,0,5.839219628749989
2016.0,assembly,West Tyrone,66418,Sorcha McAnespy,2.1335257285681157,0.0,0,0,0,0,0,5,0,5.839219628749989
2016.0,assembly,West Tyrone,16975,Patsy Kelly,1.7032131722023243,0.0,0,0,0,0,0,5,0,5.839219628749989
2016.0,assembly,West Tyrone,79633,Corey French,0.31951351490633617,0.0,0,0,0,0,0,5,0,5.839219628749989
2016.0,assembly,West Tyrone,56488,Susan-Anne White,0.21902136102450462,0.4294510270605888,0,0,0,1,1,5,1,5.839219628749989
2017.0,assembly,Belfast East,3126,Jordy McKeag,0.2081423297073618,0.0,0,0,0,0,0,1,0,6.267465858989417
2017.0,assembly,Belfast North,14647,Adam Millar,0.15908981343103698,0.0,0,0,0,0,0,1,0,6.267465858989417
2017.0,assembly,East Antrim,29760,Ricky Best,0.28324070115433947,0.0,0,0,0,0,0,1,0,6.267465858989417
2017.0,assembly,East Londonderry,93507,Claire Sugden,11.745038569006281,9.50609029332248,1,0,0,1,1,2,1,1.5898738770882872
2017.0,assembly,East Londonderry,24097,Gerry Mullan,2.875361211281733,9.491554987063578,1,1,1,1,2,2,1,1.5981737217176033
2017.0,assembly,Foyle,14746,Arthur McGuinness,0.09861932938856016,0.0,0,0,0,0,0,1,0,6.267465858989417
2017.0,assembly,Lagan Valley,14950,Jonny Orr,1.8993099469702013,2.1027977247574188,0,0,0,1,2,2,1,1.08083975742838
2017.0,assembly,Lagan Valley,36377,Keith Gray,0.16863032239455059,0.0,0,0,0,0,0,2,0,4.622409144444531
2017.0,assembly,Mid Ulster,44529,Hugh McCloy,0.4972019807560691,2.1830689316299314,0,0,0,1,1,1,1,2.102806757737866
2017.0,assembly,North Antrim,63791,Monica Digney,0.904478729155404,0.0,0,0,0,0,0,2,0,4.622409144444531
2017.0,assembly,North Antrim,22342,Adam McBride,0.2349565434357716,0.0,0,0,0,0,0,2,0,4.622409144444531
2017.0,assembly,North Down,44574,Melanie Kennedy,3.30162431436975,0.0,0,0,0,0,0,3,0,5.592401381019079
2017.0,assembly,North Down,18126,Chris Carter,0.24377964439969263,0.0,0,0,0,0,0,3,0,5.592401381019079
2017.0,assembly,North Down,17371,Gavan Reynolds,0.08214314104772251,0.0,0,0,0,0,0,3,0,5.592401381019079
2017.0,assembly,South Antrim,57494,David McMaster,1.1878896655960702,1.3747758517632995,0,0,0,1,1,1,1,1.6863766729907126
2017.0,assembly,South Down,19176,Patrick Clarke,0.3886718354622563,0.0,0,0,0,0,0,1,0,6.267465858989417
2017.0,assembly,Strangford,74853,Jimmy Menagh,4.194920716771948,5.637427617267686,0,0,0,1,1,2,1,1.0849740064313793
2017.0,assembly,Strangford,39317,Jonathan Bell,3.8133298955781876,10.3955390790159,1,1,1,1,3,2,1,1.5981737217176033
2017.0,assembly,West Tyrone,66418,Sorcha McAnespy,1.9492385786802031,2.1335257285681157,0,0,0,1,1,4,1,1.7913120736374728
2017.0,assembly,West Tyrone,79633,Corey French,0.22109419063733785,0.31951351490633617,0,0,0,1,1,4,1,1.2275156017122584
2017.0,assembly,West Tyrone,62838,Roisin McMackin,0.19176536943034406,0.0,0,0,0,0,0,4,0,5.592401381019079
2017.0,assembly,West Tyrone,56488,Susan-Anne White,0.09249858996051889,0.21902136102450462,0,0,0,1,2,4,1,1.2275156017122584
2017.5,westminster,Belfast East,40278,Bobby Beck,0.12590347400326415,0.0,0,0,0,0,0,1,0,5.54835208779345
2017.5,westminster,Lagan Valley,14950,Jonny Orr,0.4941459288607933,1.8993099469702013,0,0,0,1,3,1,1,2.094868641434415
2017.5,westminster,North Down,5439,Sylvia Hermon,41.20964654842414,49.20855704231229,1,0,0,1,1,2,1,10.449132351249043
2017.5,westminster,North Down,17371,Gavan Reynolds,0.09442388669133597,0.08214314104772251,0,0,0,1,1,2,1,1.28852145243666
2019.0,local,Antrim,3904083579,Adrian Cochrane-Watson,5.581467661691542,13.224393530997304,1,1,1,1,1,1,1,2.6039702602285018
2019.0,local,Armagh,2025733911,Pol Oh-Again,0.2200738819460819,0.0,0,0,0,0,0,1,0,5.4217332494859845
2019.0,local,Ballyarnett,2904597533,Warren Robinson,6.673629242819843,0.0,0,0,0,0,0,1,0,5.4217332494859845
2019.0,local,Ballyclare,545194325,Michael Stewart,17.490381769754364,0.0,0,0,0,0,0,2,0,4.324102621206439
2019.0,local,Ballyclare,613577180,David Arthurs,6.762355726546316,0.0,0,0,0,0,0,2,0,4.324102621206439
2019.0,local,Ballymena,2706792624,James Henry,12.57208765859285,15.847908745247148,1,0,0,1,1,3,1,9.899334099601493
2019.0,local,Ballymena,1417331770,Rodney Quigley,6.242791234140715,2.67680608365019,0,0,0,1,1,3,1,4.377347561540629
2019.0,local,Ballymena,2655336994,Conal Stewart,1.5426758938869665,0.0,0,0,0,0,0,3,0,4.860013907991215
2019.0,local,Ballymoney,2243351984,Ian Stevenson,2.513998400182836,7.19049351279253,1,1,1,1,1,1,1,2.9810894034429616
2019.0,local,Bangor Central,1062634645,Ray McKimm,6.837025961669158,0.0,0,0,0,0,0,4,0,0.22575458223853032
2019.0,local,Bangor Central,4072193164,Noelle Robinson,5.749626206334104,0.0,0,0,0,0,0,4,0,0.22575458223853032
2019.0,local,Bangor Central,3981253860,Maria Lourenço,4.9204838928911245,0.0,0,0,0,0,0,4,0,0.22575458223853032
2019.0,local,Bangor Central,3522911590,Gavan Reynolds,0.4485523990757102,0.0,0,0,0,0,0,4,0,0.22575458223853032
2019.0,local,Bangor East and Donaghadee,3540951047,Tom Smith,10.068439062911292,7.903579254930606,1,1,1,1,1,1,1,2.9810894034429616
2019.0,local,Botanic,1007484523,Declan Boyle,6.407154129405576,0.0,0,0,0,0,0,1,0,5.4217332494859845
2019.0,local,Braid,3077369038,Marian Maguire,4.1968325791855206,7.254752851711027,0,1,1,0,1,2,1,8.617332381796219
2019.0,local,Braid,4270498463,Roni Browne,1.6515837104072397,0.0,0,0,0,0,0,2,0,4.324102621206439
2019.0,local,Carntogher,2109678433,James Armour,1.7365043412608532,0.0,0,0,0,0,0,1,0,5.4217332494859845
2019.0,local,Carrick Castle,1392676644,Noel Jordan,7.624270298956306,12.860576923076923,1,1,1,1,1,2,1,5.445826810754072
2019.0,local,Carrick Castle,917397462,Nicholas Wady,4.3162922342119225,0.0,0,0,0,0,0,2,0,4.324102621206439
2019.0,local,Castle,167116203,Patrick Convery,3.336283185840708,0.0,0,0,0,0,0,2,0,4.324102621206439
2019.0,local,Castle,3709492653,Cathal Mullaghan,0.672566371681416,5.237284930988845,0,1,1,1,1,2,1,2.0321392940764453
2019.0,local,Castlereagh South,87910,Geraldine Rice,2.610994822077779,0.0,0,0,0,0,0,1,0,5.4217332494859845
2019.0,local,Causeway,2884223396,David Alexander,6.788832861886607,3.5767310028343906,0,1,0,1,1,1,1,3.272486786510315
2019.0,local,Coast Road,2575476852,Martin Wilson,8.190883190883191,7.7251624883936865,0,1,0,1,1,1,1,4.6333175801660555
2019.0,local,Comber,2167280418,John Sloan,1.1184311322200091,0.0,0,0,0,0,0,1,0,5.4217332494859845
2019.0,local,Court,2757776026,Jolene Bunting,3.1031739015118025,0.0,0,0,0,0,0,1,0,5.4217332494859845
2019.0,local,Crotlieve,2506446820,Jarlath Tinnelly,12.29965156794425,7.559505567473695,1,0,0,1,1,3,1,6.996109954198934
2019.0,local,Crotlieve,3313454220,Mark Gibbons,10.357142857142858,8.764940239043824,0,1,1,1,1,3,1,2.5801378862452378
2019.0,local,Crotlieve,3622376849,Jim Boylan,6.86411149825784,0.0,0,0,0,0,0,3,0,4.860013907991215
2019.0,local,Cusher,3649837792,Paul Berry,17.53513136074016,18.364624035071,1,0,0,1,1,2,1,9.707342481484325
2019.0,local,Cusher,3281698821,Paul Bowbanks,2.1035175002182074,0.0,0,0,0,0,0,2,0,4.324102621206439
2019.0,local,Derg,3281950227,Andy Patton,9.182908545727136,0.0,0,0,0,0,0,1,0,5.4217332494859845
2019.0,local,Downpatrick,210432448,(politician),14.239306984298864,0.0,0,0,0,0,0,1,0,5.4217332494859845
2019.0,local,Dungannon,2280762844,Barry Monteith,17.048468772606704,19.673458372689247,1,0,0,1,1,2,1,9.707342481484325
2019.0,local,Dungannon,1231392668,Niall Bowen,4.1596334699782975,0.0,0,0,0,0,0,2,0,4.324102621206439
2019.0,local,Erne East,1959028906,John McCluskey,15.2081362346263,0.0,0,0,0,0,0,2,0,4.324102621206439
2019.0,local,Erne East,2302081327,Caroline Wheeler,2.412488174077578,0.0,0,0,0,0,0,2,0,4.324102621206439
2019.0,local,Erne West,2822598219,Bernice Swift,15.693974272173325,17.261302903365593,1,0,0,1,1,2,1,9.707342481484325
2019.0,local,Erne West,4283619799,Trevor Armstrong,6.9329722410291135,0.0,0,0,0,0,0,2,0,4.324102621206439
2019.0,local,Faughan,634667608,Paul Thomas Hughes,10.261794764104717,0.0,0,0,0,0,0,1,0,5.4217332494859845
2019.0,local,Foyleside,397082136,Sean Carr,11.171513998369122,0.0,0,0,0,0,0,1,0,5.4217332494859845
2019.0,local,Killultagh,1717244638,Stuart Brown,1.4238190286094479,0.0,0,0,0,0,0,1,0,5.4217332494859845
2019.0,local,Knockagh,2157818148,Bobby Hadden,13.992635455023672,0.0,0,0,0,0,0,1,0,5.4217332494859845
2019.0,local,Lagan River,1723110570,Sammy Ogle,2.4425934263845113,0.0,0,0,0,0,0,1,0,5.4217332494859845
2019.0,local,Lisburn South,1813463374,Jonny Orr,7.6702097098534905,0.4987908101571947,0,0,0,0,1,1,1,7.727995114147002
2019.0,local,Lisnasharragh,892514497,Kate Mullan,1.8434845472618833,0.0,0,0,0,0,0,1,0,5.4217332494859845
2019.0,local,Macedon,45466384,Stafford Ward,5.480984340044743,0.0,0,0,0,0,0,1,0,5.4217332494859845
2019.0,local,Mid Tyrone,4194828538,Emmet McAleer,11.090504451038576,0.0,0,0,0,0,0,1,0,5.4217332494859845
2019.0,local,Newry,279145609,Gavin Malone,23.19191919191919,0.0,0,0,0,0,0,1,0,5.4217332494859845
2019.0,local,Newtownards,2966279344,Jimmy Menagh,25.632418175278744,0.0,0,0,0,0,0,2,0,4.324102621206439
2019.0,local,Newtownards,2733607747,Ben King,0.28773528353914396,0.0,0,0,0,0,0,2,0,4.324102621206439
2019.0,local,Omagh,65441,Josephine Deehan,11.441144114411442,4.5814115282537555,0,0,0,0,1,4,1,8.658918848078642
2019.0,local,Omagh,66418,Sorcha McAnespy,3.048876316203049,1.9492385786802031,0,0,0,0,2,4,1,7.220677960677946
2019.0,local,Omagh,2152263802,Joanne Donnelly,2.0116297344020118,0.0,0,0,0,0,0,4,0,0.22575458223853032
2019.0,local,Omagh,443710134,Will Convey,0.6757818639006757,0.0,0,0,0,0,0,4,0,0.22575458223853032
2019.0,local,Portadown,83170,David Jones,2.3701327630758264,2.3464518670927634,0,1,1,0,1,1,1,9.63207643827656
2019.0,local,Rowallane,1273365878,Martyn Todd,6.142158125160958,0.0,0,0,0,0,0,1,0,5.4217332494859845
2019.0,local,Sperrin,1435123797,Paul Gallagher,10.164506938700487,9.702380952380953,1,0,0,1,1,5,1,10.641921361484654
2019.0,local,Sperrin,2454110883,Raymond Barr,8.455105229298777,0.0,0,0,0,0,0,5,0,2.1798421610960768
2019.0,local,Sperrin,16975,Patsy Kelly,5.468247403731275,1.7032131722023243,0,0,0,0,1,5,1,7.25966492534288
2019.0,local,Sperrin,3825741675,Pauline McHenry,1.1763624666850474,0.0,0,0,0,0,0,5,0,2.1798421610960768
2019.0,local,Sperrin,775243812,Corey French,0.955794504181601,0.0,0,0,0,0,0,5,0,2.1798421610960768
2019.0,local,The Glens,757544721,Ambrose Laverty,18.80938242280285,9.665484815785417,0,0,0,1,1,1,1,5.087252210113287
2019.0,local,The Moor,3376287690,Gary Donnelly,17.73360867320599,16.831971995332555,1,0,0,1,1,2,1,9.707342481484325
2019.0,local,The Moor,15049320,Emmet Doyle,6.401652039235932,9.859976662777129,0,1,1,1,1,2,1,5.5392905524657605
2019.0,local,The Mournes,4241803821,(politician),11.954725710508923,18.068077276908923,1,1,0,1,1,1,1,6.304602541788671
2019.0,local,Three Mile Water,1027248750,Gary Grattan,3.16941444002274,5.5858310626703,0,1,0,1,1,1,1,3.6390720652696236
2019.0,local,Titanic,2467288327,Karl Bennett,4.731727925644275,0.0,0,0,0,0,0,1,0,5.4217332494859845
2019.0,local,Torrent,620997562,Dan Kerr,16.761925697955594,0.0,0,0,0,0,0,1,0,5.4217332494859845
2019.5,westminster,Fermanagh and South Tyrone,24954,Caroline Wheeler,1.4794531342342698,0.0,0,0,0,0,0,1,0,6.050903041475635
2019.5,westminster,Mid Ulster,67662,Conor Rafferty,1.5463917525773196,0.0,0,0,0,0,0,1,0,6.050903041475635
2019.5,westminster,North Antrim,62375,Thomas Palmer,0.5584436221652176,0.136015462810509,0,0,0,1,1,1,1,0.8712717326384641
2022.0,assembly,Belfast North,29379,Stafford Ward,1.0624198839811414,0.0,0,0,0,0,0,1,0,5.905323703303007
2022.0,assembly,Belfast South,87007,Elly Odhiambo,0.22796028803954152,0.0,0,0,0,0,0,1,0,5.905323703303007
2022.0,assembly,Belfast West,75734,Gerard Burns,0.43972150971051666,0.0,0,0,0,0,0,3,0,4.8053921371977175
2022.0,assembly,Belfast West,35983,Tony Mallon,0.2954378893367534,0.0,0,0,0,0,0,3,0,4.8053921371977175
2022.0,assembly,Belfast West,88362,Declan Hill,0.05954562110663247,0.0,0,0,0,0,0,3,0,4.8053921371977175
2022.0,assembly,East Londonderry,93507,Claire Sugden,8.974301172227232,11.745038569006281,1,0,0,1,2,4,1,8.610807526416163
2022.0,assembly,East Londonderry,89162,Stephanie Quigley,3.3881875563570785,10.779917133804533,0,1,1,1,2,4,1,4.594271625353208
2022.0,assembly,East Londonderry,90248,Niall Murphy,0.4080252479711452,0.0,0,0,0,0,0,4,0,2.991710142536415
2022.0,assembly,East Londonderry,37823,Billy Stewart,0.1848512173128945,0.0,0,0,0,0,0,4,0,2.991710142536415
2022.0,assembly,Fermanagh and South Tyrone,38854,Emma DeSouza,0.46331615280129507,0.0,0,0,0,0,0,2,0,5.036172430254854
2022.0,assembly,Fermanagh and South Tyrone,23463,Derek Backhouse,0.23817055244403923,0.0,0,0,0,0,0,2,0,5.036172430254854
2022.0,assembly,Foyle,86960,Anne McCloskey,1.8222942983953567,4.310198540641439,0,1,1,1,2,1,1,2.034900348561102
2022.0,assembly,Lagan Valley,46589,Gary Hynds,1.4402445476456411,2.1032925889219247,0,1,0,1,2,1,1,1.8986683143750123
2022.0,assembly,Mid Ulster,57903,Patrick Haughey,1.6966859486544525,0.0,0,0,0,0,0,1,0,5.905323703303007
2022.0,assembly,Newry and Armagh,100003,Gavin Malone,5.361388492629577,0.0,0,0,0,0,0,1,0,5.905323703303007
2022.0,assembly,North Antrim,26791,Laird Shingleton,0.13037294563843235,0.0,0,0,0,0,0,1,0,5.905323703303007
2022.0,assembly,North Down,92771,Alex Easton,22.921208346309562,37.86629923972148,0,1,1,1,6,3,1,39.20684233052717
2022.0,assembly,North Down,3243,Ray McKimm,1.4469491890855952,0.0,0,0,0,0,0,3,0,4.8053921371977175
2022.0,assembly,North Down,18126,Chris Carter,0.17248400929497162,0.24377964439969263,0,0,0,1,1,3,1,1.2922411809756855
2022.0,assembly,South Antrim,2587,Andrew Moran,0.5728528948749344,0.0,0,0,0,0,0,1,0,5.905323703303007
2022.0,assembly,South Down,19176,Patrick Clarke,0.24384917746396856,0.3886718354622563,0,0,0,1,1,1,1,1.7074758609736853
2022.0,assembly,Strangford,78685,Ben King,0.28875565887678944,0.0,0,0,0,0,0,1,0,5.905323703303007
