contest,scale,year,area,party,votes,share_pct,seats_won,seats_total,stood,valid_poll,electorate,turnout_pct
westminster,constituency,2019,Belfast North,PBP,0.0,0.0,0,1,False,49037.0,72225,68.43
westminster,constituency,2019,Belfast North,Aontú,0.0,0.0,0,1,False,49037.0,72225,68.43
westminster,constituency,2019,Belfast North,Independent,0.0,0.0,0,1,False,49037.0,72225,68.43
westminster,constituency,2019,Belfast North,Other,0.0,0.0,0,1,False,49037.0,72225,68.43
westminster,constituency,2019,Belfast South,DUP,11678.0,24.662105085318466,0,1,True,47352.0,69984,67.91
westminster,constituency,2019,Belfast South,Sinn Féin,0.0,0.0,0,1,False,47352.0,69984,67.91
westminster,constituency,2019,Belfast South,UUP,1259.0,2.658810609900321,0,1,True,47352.0,69984,67.91
westminster,constituency,2019,Belfast South,SDLP,27079.0,57.18660246663288,1,1,True,47352.0,69984,67.91
westminster,constituency,2019,Belfast South,Alliance,6786.0,14.330968068930563,0,1,True,47352.0,69984,67.91
westminster,constituency,2019,Belfast South,TUV,0.0,0.0,0,1,False,47352.0,69984,67.91
westminster,constituency,2019,Belfast South,Green,0.0,0.0,0,1,False,47352.0,69984,67.91
westminster,constituency,2019,Belfast South,PBP,0.0,0.0,0,1,False,47352.0,69984,67.91
westminster,constituency,2019,Belfast South,Aontú,550.0,1.1615137692177733,0,1,True,47352.0,69984,67.91
westminster,constituency,2019,Belfast South,Independent,0.0,0.0,0,1,False,47352.0,69984,67.91
westminster,constituency,2019,Belfast South,Other,0.0,0.0,0,1,False,47352.0,69984,67.91
westminster,constituency,2019,Belfast West,DUP,5220.0,13.45985250889588,0,1,True,38782.0,65644,59.39
westminster,constituency,2019,Belfast West,Sinn Féin,20866.0,53.803310814295294,1,1,True,38782.0,65644,59.39
westminster,constituency,2019,Belfast West,UUP,0.0,0.0,0,1,False,38782.0,65644,59.39
westminster,constituency,2019,Belfast West,SDLP,2985.0,7.696869681811149,0,1,True,38782.0,65644,59.39
westminster,constituency,2019,Belfast West,Alliance,1882.0,4.852766747460162,0,1,True,38782.0,65644,59.39
westminster,constituency,2019,Belfast West,TUV,0.0,0.0,0,1,False,38782.0,65644,59.39
westminster,constituency,2019,Belfast West,Green,0.0,0.0,0,1,False,38782.0,65644,59.39
westminster,constituency,2019,Belfast West,PBP,6194.0,15.971326904233923,0,1,True,38782.0,65644,59.39
westminster,constituency,2019,Belfast West,Aontú,1635.0,4.215873343303595,0,1,True,38782.0,65644,59.39
westminster,constituency,2019,Belfast West,Independent,0.0,0.0,0,1,False,38782.0,65644,59.39
westminster,constituency,2019,Belfast West,Other,0.0,0.0,0,1,False,38782.0,65644,59.39
westminster,constituency,2019,East Antrim,DUP,16871.0,45.27790451141944,1,1,True,37261.0,64830,57.74
westminster,constituency,2019,East Antrim,Sinn Féin,2120.0,5.6895950189205875,0,1,True,37261.0,64830,57.74
westminster,constituency,2019,East Antrim,UUP,5475.0,14.693647513485951,0,1,True,37261.0,64830,57.74
westminster,constituency,2019,East Antrim,SDLP,902.0,2.4207616542765895,0,1,True,37261.0,64830,57.74
westminster,constituency,2019,East Antrim,Alliance,10165.0,27.28053460723008,0,1,True,37261.0,64830,57.74
westminster,constituency,2019,East Antrim,TUV,0.0,0.0,0,1,False,37261.0,64830,57.74
westminster,constituency,2019,East Antrim,Green,685.0,1.8383832962078313,0,1,True,37261.0,64830,57.74
westminster,constituency,2019,East Antrim,PBP,0.0,0.0,0,1,False,37261.0,64830,57.74
westminster,constituency,2019,East Antrim,Aontú,0.0,0.0,0,1,False,37261.0,64830,57.74
westminster,constituency,2019,East Antrim,Independent,0.0,0.0,0,1,False,37261.0,64830,57.74
westminster,constituency,2019,East Antrim,Other,1043.0,2.7991733984595153,0,1,True,37261.0,64830,57.74
westminster,constituency,2019,East Londonderry,DUP,15765.0,40.1124624701033,1,1,True,39302.0,69246,57.04
westminster,constituency,2019,East Londonderry,Sinn Féin,6128.0,15.592081827896799,0,1,True,39302.0,69246,57.04
westminster,constituency,2019,East Londonderry,UUP,3599.0,9.157294794158059,0,1,True,39302.0,69246,57.04
westminster,constituency,2019,East Londonderry,SDLP,6158.0,15.668413821179584,0,1,True,39302.0,69246,57.04
westminster,constituency,2019,East Londonderry,Alliance,5921.0,15.065391074245586,0,1,True,39302.0,69246,57.04
westminster,constituency,2019,East Londonderry,TUV,0.0,0.0,0,1,False,39302.0,69246,57.04
westminster,constituency,2019,East Londonderry,Green,0.0,0.0,0,1,False,39302.0,69246,57.04
westminster,constituency,2019,East Londonderry,PBP,0.0,0.0,0,1,False,39302.0,69246,57.04
westminster,constituency,2019,East Londonderry,Aontú,1731.0,4.404356012416671,0,1,True,39302.0,69246,57.04
westminster,constituency,2019,East Londonderry,Independent,0.0,0.0,0,1,False,39302.0,69246,57.04
westminster,constituency,2019,East Londonderry,Other,0.0,0.0,0,1,False,39302.0,69246,57.04
westminster,constituency,2019,Fermanagh and South Tyrone,DUP,0.0,0.0,0,1,False,50762.0,72848,70.13
westminster,constituency,2019,Fermanagh and South Tyrone,Sinn Féin,21986.0,43.31192624404082,1,1,True,50762.0,72848,70.13
westminster,constituency,2019,Fermanagh and South Tyrone,UUP,21929.0,43.19963752413223,0,1,True,50762.0,72848,70.13
westminster,constituency,2019,Fermanagh and South Tyrone,SDLP,3446.0,6.788542610614239,0,1,True,50762.0,72848,70.13
westminster,constituency,2019,Fermanagh and South Tyrone,Alliance,2650.0,5.220440486978449,0,1,True,50762.0,72848,70.13
westminster,constituency,2019,Fermanagh and South Tyrone,TUV,0.0,0.0,0,1,False,50762.0,72848,70.13
westminster,constituency,2019,Fermanagh and South Tyrone,Green,0.0,0.0,0,1,False,50762.0,72848,70.13
westminster,constituency,2019,Fermanagh and South Tyrone,PBP,0.0,0.0,0,1,False,50762.0,72848,70.13
westminster,constituency,2019,Fermanagh and South Tyrone,Aontú,0.0,0.0,0,1,False,50762.0,72848,70.13
westminster,constituency,2019,Fermanagh and South Tyrone,Independent,751.0,1.4794531342342698,0,1,True,50762.0,72848,70.13
westminster,constituency,2019,Fermanagh and South Tyrone,Other,0.0,0.0,0,1,False,50762.0,72848,70.13
westminster,constituency,2019,Foyle,DUP,4773.0,10.124300016969286,0,1,True,47144.0,74346,63.72
westminster,constituency,2019,Foyle,Sinn Féin,9771.0,20.725861191243848,0,1,True,47144.0,74346,63.72
westminster,constituency,2019,Foyle,UUP,1088.0,2.3078228406584085,0,1,True,47144.0,74346,63.72
westminster,constituency,2019,Foyle,SDLP,26881.0,57.018920753436284,1,1,True,47144.0,74346,63.72
westminster,constituency,2019,Foyle,Alliance,1267.0,2.687510605803496,0,1,True,47144.0,74346,63.72
westminster,constituency,2019,Foyle,TUV,0.0,0.0,0,1,False,47144.0,74346,63.72
westminster,constituency,2019,Foyle,Green,0.0,0.0,0,1,False,47144.0,74346,63.72
westminster,constituency,2019,Foyle,PBP,1332.0,2.8253860512472424,0,1,True,47144.0,74346,63.72
westminster,constituency,2019,Foyle,Aontú,2032.0,4.310198540641439,0,1,True,47144.0,74346,63.72
westminster,constituency,2019,Foyle,Independent,0.0,0.0,0,1,False,47144.0,74346,63.72
westminster,constituency,2019,Foyle,Other,0.0,0.0,0,1,False,47144.0,74346,63.72
westminster,constituency,2019,Lagan Valley,DUP,19586.0,43.136218478141174,1,1,True,45405.0,75735,60.2
westminster,constituency,2019,Lagan Valley,Sinn Féin,1098.0,2.4182358771060457,0,1,True,45405.0,75735,60.2
westminster,constituency,2019,Lagan Valley,UUP,8606.0,18.953859707080717,0,1,True,45405.0,75735,60.2
westminster,constituency,2019,Lagan Valley,SDLP,1758.0,3.8718202841096794,0,1,True,45405.0,75735,60.2
westminster,constituency,2019,Lagan Valley,Alliance,13087.0,28.822816870388724,0,1,True,45405.0,75735,60.2
westminster,constituency,2019,Lagan Valley,TUV,0.0,0.0,0,1,False,45405.0,75735,60.2
westminster,constituency,2019,Lagan Valley,Green,0.0,0.0,0,1,False,45405.0,75735,60.2
westminster,constituency,2019,Lagan Valley,PBP,0.0,0.0,0,1,False,45405.0,75735,60.2
westminster,constituency,2019,Lagan Valley,Aontú,0.0,0.0,0,1,False,45405.0,75735,60.2
westminster,constituency,2019,Lagan Valley,Independent,0.0,0.0,0,1,False,45405.0,75735,60.2
westminster,constituency,2019,Lagan Valley,Other,1270.0,2.7970487831736595,0,1,True,45405.0,75735,60.2
westminster,constituency,2019,Mid Ulster,DUP,10936.0,24.509188704616765,0,1,True,44620.0,70449,63.83
westminster,constituency,2019,Mid Ulster,Sinn Féin,20473.0,45.883012102196325,1,1,True,44620.0,70449,63.83
westminster,constituency,2019,Mid Ulster,UUP,2611.0,5.851636037651278,0,1,True,44620.0,70449,63.83
westminster,constituency,2019,Mid Ulster,SDLP,6384.0,14.307485432541462,0,1,True,44620.0,70449,63.83
westminster,constituency,2019,Mid Ulster,Alliance,3526.0,7.9022859704168535,0,1,True,44620.0,70449,63.83
westminster,constituency,2019,Mid Ulster,TUV,0.0,0.0,0,1,False,44620.0,70449,63.83
westminster,constituency,2019,Mid Ulster,Green,0.0,0.0,0,1,False,44620.0,70449,63.83
westminster,constituency,2019,Mid Ulster,PBP,0.0,0.0,0,1,False,44620.0,70449,63.83
westminster,constituency,2019,Mid Ulster,Aontú,0.0,0.0,0,1,False,44620.0,70449,63.83
westminster,constituency,2019,Mid Ulster,Independent,690.0,1.5463917525773196,0,1,True,44620.0,70449,63.83
westminster,constituency,2019,Mid Ulster,Other,0.0,0.0,0,1,False,44620.0,70449,63.83
westminster,constituency,2019,Newry and Armagh,DUP,11000.0,21.662498276846726,0,1,True,50779.0,81226,62.94
westminster,constituency,2019,Newry and Armagh,Sinn Féin,20287.0,39.95155477658087,1,1,True,50779.0,81226,62.94
westminster,constituency,2019,Newry and Armagh,UUP,4204.0,8.279012977805786,0,1,True,50779.0,81226,62.94
westminster,constituency,2019,Newry and Armagh,SDLP,9449.0,18.60808601981134,0,1,True,50779.0,81226,62.94
westminster,constituency,2019,Newry and Armagh,Alliance,4211.0,8.292798203981961,0,1,True,50779.0,81226,62.94
westminster,constituency,2019,Newry and Armagh,TUV,0.0,0.0,0,1,False,50779.0,81226,62.94
westminster,constituency,2019,Newry and Armagh,Green,0.0,0.0,0,1,False,50779.0,81226,62.94
westminster,constituency,2019,Newry and Armagh,PBP,0.0,0.0,0,1,False,50779.0,81226,62.94
westminster,constituency,2019,Newry and Armagh,Aontú,1628.0,3.2060497449733156,0,1,True,50779.0,81226,62.94
westminster,constituency,2019,Newry and Armagh,Independent,0.0,0.0,0,1,False,50779.0,81226,62.94
westminster,constituency,2019,Newry and Armagh,Other,0.0,0.0,0,1,False,50779.0,81226,62.94
westminster,constituency,2019,North Antrim,DUP,20860.0,47.3542030827904,1,1,True,44051.0,77134,57.5
westminster,constituency,2019,North Antrim,Sinn Féin,5632.0,12.785180813148397,0,1,True,44051.0,77134,57.5
westminster,constituency,2019,North Antrim,UUP,8139.0,18.47631154797848,0,1,True,44051.0,77134,57.5
westminster,constituency,2019,North Antrim,SDLP,2943.0,6.680892601757054,0,1,True,44051.0,77134,57.5
westminster,constituency,2019,North Antrim,Alliance,6231.0,14.14496833216045,0,1,True,44051.0,77134,57.5
westminster,constituency,2019,North Antrim,TUV,0.0,0.0,0,1,False,44051.0,77134,57.5
westminster,constituency,2019,North Antrim,Green,0.0,0.0,0,1,False,44051.0,77134,57.5
westminster,constituency,2019,North Antrim,PBP,0.0,0.0,0,1,False,44051.0,77134,57.5
westminster,constituency,2019,North Antrim,Aontú,0.0,0.0,0,1,False,44051.0,77134,57.5
westminster,constituency,2019,North Antrim,Independent,246.0,0.5584436221652176,0,1,True,44051.0,77134,57.5
westminster,constituency,2019,North Antrim,Other,0.0,0.0,0,1,False,44051.0,77134,57.5
westminster,constituency,2019,North Down,DUP,15390.0,37.86629923972148,0,1,True,40643.0,67099,60.83
westminster,constituency,2019,North Down,Sinn Féin,0.0,0.0,0,1,False,40643.0,67099,60.83
westminster,constituency,2019,North Down,UUP,4936.0,12.144772777600078,0,1,True,40643.0,67099,60.83
westminster,constituency,2019,North Down,SDLP,0.0,0.0,0,1,False,40643.0,67099,60.83
westminster,constituency,2019,North Down,Alliance,18358.0,45.16890977536107,1,1,True,40643.0,67099,60.83
westminster,constituency,2019,North Down,TUV,0.0,0.0,0,1,False,40643.0,67099,60.83
westminster,constituency,2019,North Down,Green,0.0,0.0,0,1,False,40643.0,67099,60.83
westminster,constituency,2019,North Down,PBP,0.0,0.0,0,1,False,40643.0,67099,60.83
westminster,constituency,2019,North Down,Aontú,0.0,0.0,0,1,False,40643.0,67099,60.83
westminster,constituency,2019,North Down,Independent,0.0,0.0,0,1,False,40643.0,67099,60.83
westminster,constituency,2019,North Down,Other,1959.0,4.820018207317373,0,1,True,40643.0,67099,60.83
westminster,constituency,2019,South Antrim,DUP,15149.0,35.25154744729371,1,1,True,42974.0,71711,60.23
westminster,constituency,2019,South Antrim,Sinn Féin,4887.0,11.37199236747801,0,1,True,42974.0,71711,60.23
westminster,constituency,2019,South Antrim,UUP,12460.0,28.99427560850747,0,1,True,42974.0,71711,60.23
westminster,constituency,2019,South Antrim,SDLP,2288.0,5.324149485735561,0,1,True,42974.0,71711,60.23
westminster,constituency,2019,South Antrim,Alliance,8190.0,19.058035090985246,0,1,True,42974.0,71711,60.23
westminster,constituency,2019,South Antrim,TUV,0.0,0.0,0,1,False,42974.0,71711,60.23
westminster,constituency,2019,South Antrim,Green,0.0,0.0,0,1,False,42974.0,71711,60.23
westminster,constituency,2019,South Antrim,PBP,0.0,0.0,0,1,False,42974.0,71711,60.23
westminster,constituency,2019,South Antrim,Aontú,0.0,0.0,0,1,False,42974.0,71711,60.23
westminster,constituency,2019,South Antrim,Independent,0.0,0.0,0,1,False,42974.0,71711,60.23
westminster,constituency,2019,South Antrim,Other,0.0,0.0,0,1,False,42974.0,71711,60.23
westminster,constituency,2019,South Down,DUP,7619.0,15.31087978778988,0,1,True,49762.0,79175,63.11
westminster,constituency,2019,South Down,Sinn Féin,16137.0,32.42835898878663,1,1,True,49762.0,79175,63.11
westminster,constituency,2019,South Down,UUP,3307.0,6.645633214099112,0,1,True,49762.0,79175,63.11
westminster,constituency,2019,South Down,SDLP,14517.0,29.17286282705679,0,1,True,49762.0,79175,63.11
westminster,constituency,2019,South Down,Alliance,6916.0,13.898155218841687,0,1,True,49762.0,79175,63.11
westminster,constituency,2019,South Down,TUV,0.0,0.0,0,1,False,49762.0,79175,63.11
westminster,constituency,2019,South Down,Green,0.0,0.0,0,1,False,49762.0,79175,63.11
westminster,constituency,2019,South Down,PBP,0.0,0.0,0,1,False,49762.0,79175,63.11
westminster,constituency,2019,South Down,Aontú,1266.0,2.5441099634259072,0,1,True,49762.0,79175,63.11
westminster,constituency,2019,South Down,Independent,0.0,0.0,0,1,False,49762.0,79175,63.11
westminster,constituency,2019,South Down,Other,0.0,0.0,0,1,False,49762.0,79175,63.11
westminster,constituency,2019,Strangford,DUP,17705.0,47.23222622382286,1,1,True,37485.0,66928,56.27
westminster,constituency,2019,Strangford,Sinn Féin,555.0,1.480592236894758,0,1,True,37485.0,66928,56.27
westminster,constituency,2019,Strangford,UUP,4023.0,10.732292917166866,0,1,True,37485.0,66928,56.27
westminster,constituency,2019,Strangford,SDLP,1994.0,5.319461117780445,0,1,True,37485.0,66928,56.27
westminster,constituency,2019,Strangford,Alliance,10634.0,28.368680805655597,0,1,True,37485.0,66928,56.27
westminster,constituency,2019,Strangford,TUV,0.0,0.0,0,1,False,37485.0,66928,56.27
westminster,constituency,2019,Strangford,Green,790.0,2.107509670534881,0,1,True,37485.0,66928,56.27
westminster,constituency,2019,Strangford,PBP,0.0,0.0,0,1,False,37485.0,66928,56.27
westminster,constituency,2019,Strangford,Aontú,0.0,0.0,0,1,False,37485.0,66928,56.27
westminster,constituency,2019,Strangford,Independent,0.0,0.0,0,1,False,37485.0,66928,56.27
westminster,constituency,2019,Strangford,Other,1784.0,4.759237028144591,0,1,True,37485.0,66928,56.27
westminster,constituency,2019,Upper Bann,DUP,20501.0,40.96513138175642,1,1,True,50045.0,82887,60.74
westminster,constituency,2019,Upper Bann,Sinn Féin,12291.0,24.559896093515835,0,1,True,50045.0,82887,60.74
westminster,constituency,2019,Upper Bann,UUP,6197.0,12.3828554301129,0,1,True,50045.0,82887,60.74
westminster,constituency,2019,Upper Bann,SDLP,4623.0,9.237686082525727,0,1,True,50045.0,82887,60.74
westminster,constituency,2019,Upper Bann,Alliance,6433.0,12.854431012089119,0,1,True,50045.0,82887,60.74
westminster,constituency,2019,Upper Bann,TUV,0.0,0.0,0,1,False,50045.0,82887,60.74
westminster,constituency,2019,Upper Bann,Green,0.0,0.0,0,1,False,50045.0,82887,60.74
westminster,constituency,2019,Upper Bann,PBP,0.0,0.0,0,1,False,50045.0,82887,60.74
westminster,constituency,2019,Upper Bann,Aontú,0.0,0.0,0,1,False,50045.0,82887,60.74
westminster,constituency,2019,Upper Bann,Independent,0.0,0.0,0,1,False,50045.0,82887,60.74
westminster,constituency,2019,Upper Bann,Other,0.0,0.0,0,1,False,50045.0,82887,60.74
westminster,constituency,2019,West Tyrone,DUP,9066.0,22.01233428835041,0,1,True,41186.0,66259,62.44
westminster,constituency,2019,West Tyrone,Sinn Féin,16544.0,40.168989462438695,1,1,True,41186.0,66259,62.44
westminster,constituency,2019,West Tyrone,UUP,2774.0,6.735298402369737,0,1,True,41186.0,66259,62.44
westminster,constituency,2019,West Tyrone,SDLP,7330.0,17.79730976545428,0,1,True,41186.0,66259,62.44
westminster,constituency,2019,West Tyrone,Alliance,3979.0,9.661049871315496,0,1,True,41186.0,66259,62.44
westminster,constituency,2019,West Tyrone,TUV,0.0,0.0,0,1,False,41186.0,66259,62.44
westminster,constituency,2019,West Tyrone,Green,521.0,1.2649929587723985,0,1,True,41186.0,66259,62.44
westminster,constituency,2019,West Tyrone,PBP,0.0,0.0,0,1,False,41186.0,66259,62.44
westminster,constituency,2019,West Tyrone,Aontú,972.0,2.360025251298985,0,1,True,41186.0,66259,62.44
westminster,constituency,2019,West Tyrone,Independent,0.0,0.0,0,1,False,41186.0,66259,62.44
westminster,constituency,2019,West Tyrone,Other,0.0,0.0,0,1,False,41186.0,66259,62.44
westminster,constituency,2024,Belfast East,DUP,19894.0,46.58361822694703,1,1,True,42706.0,72917,58.82
westminster,constituency,2024,Belfast East,Sinn Féin,0.0,0.0,0,1,False,42706.0,72917,58.82
westminster,constituency,2024,Belfast East,UUP,1818.0,4.257013066079708,0,1,True,42706.0,72917,58.82
westminster,constituency,2024,Belfast East,SDLP,619.0,1.4494450428511216,0,1,True,42706.0,72917,58.82
westminster,constituency,2024,Belfast East,Alliance,17218.0,40.31751978644687,0,1,True,42706.0,72917,58.82
westminster,constituency,2024,Belfast East,TUV,1918.0,4.491172200627546,0,1,True,42706.0,72917,58.82
westminster,constituency,2024,Belfast East,Green,1077.0,2.5218938790802228,0,1,True,42706.0,72917,58.82
westminster,constituency,2024,Belfast East,PBP,0.0,0.0,0,1,False,42706.0,72917,58.82
westminster,constituency,2024,Belfast East,Aontú,0.0,0.0,0,1,False,42706.0,72917,58.82
westminster,constituency,2024,Belfast East,Independent,162.0,0.3793377979674987,0,1,True,42706.0,72917,58.82
westminster,constituency,2024,Belfast East,Other,0.0,0.0,0,1,False,42706.0,72917,58.82
westminster,constituency,2024,Belfast North,DUP,12062.0,29.818055967566497,0,1,True,40452.0,74240,54.88
westminster,constituency,2024,Belfast North,Sinn Féin,17674.0,43.69128844062098,1,1,True,40452.0,74240,54.88
westminster,constituency,2024,Belfast North,UUP,0.0,0.0,0,1,False,40452.0,74240,54.88
westminster,constituency,2024,Belfast North,SDLP,1413.0,3.4930287748442597,0,1,True,40452.0,74240,54.88
westminster,constituency,2024,Belfast North,Alliance,4274.0,10.565608622565016,0,1,True,40452.0,74240,54.88
westminster,constituency,2024,Belfast North,TUV,2877.0,7.112132898249778,0,1,True,40452.0,74240,54.88
westminster,constituency,2024,Belfast North,Green,1206.0,2.981311183625037,0,1,True,40452.0,74240,54.88
westminster,constituency,2024,Belfast North,PBP,946.0,2.3385741125284287,0,1,True,40452.0,74240,54.88
westminster,constituency,2024,Belfast North,Aontú,0.0,0.0,0,1,False,40452.0,74240,54.88
westminster,constituency,2024,Belfast North,Independent,0.0,0.0,0,1,False,40452.0,74240,54.88
westminster,constituency,2024,Belfast North,Other,0.0,0.0,0,1,False,40452.0,74240,54.88
westminster,constituency,2024,Belfast South and Mid Down,DUP,6859.0,15.771079073831368,0,1,True,43491.0,74749,58.54
westminster,constituency,2024,Belfast South and Mid Down,Sinn Féin,0.0,0.0,0,1,False,43491.0,74749,58.54
westminster,constituency,2024,Belfast South and Mid Down,UUP,2653.0,6.100112666988572,0,1,True,43491.0,74749,58.54
westminster,constituency,2024,Belfast South and Mid Down,SDLP,21345.0,49.07911981789336,1,1,True,43491.0,74749,58.54
westminster,constituency,2024,Belfast South and Mid Down,Alliance,8839.0,20.323745142673197,0,1,True,43491.0,74749,58.54
westminster,constituency,2024,Belfast South and Mid Down,TUV,2218.0,5.099905727621807,0,1,True,43491.0,74749,58.54
westminster,constituency,2024,Belfast South and Mid Down,Green,1577.0,3.6260375709916994,0,1,True,43491.0,74749,58.54
westminster,constituency,2024,Belfast South and Mid Down,PBP,0.0,0.0,0,1,False,43491.0,74749,58.54
westminster,constituency,2024,Belfast South and Mid Down,Aontú,0.0,0.0,0,1,False,43491.0,74749,58.54
westminster,constituency,2024,Belfast South and Mid Down,Independent,0.0,0.0,0,1,False,43491.0,74749,58.54
westminster,constituency,2024,Belfast South and Mid Down,Other,0.0,0.0,0,1,False,43491.0,74749,58.54
westminster,constituency,2024,Belfast West,DUP,4304.0,10.829580051833027,0,1,True,39743.0,75346,53.09
westminster,constituency,2024,Belfast West,Sinn Féin,21009.0,52.862139244646855,1,1,True,39743.0,75346,53.09
westminster,constituency,2024,Belfast West,UUP,461.0,1.1599526960722644,0,1,True,39743.0,75346,53.09
westminster,constituency,2024,Belfast West,SDLP,4318.0,10.864806380997912,0,1,True,39743.0,75346,53.09
westminster,constituency,2024,Belfast West,Alliance,1077.0,2.709911179327177,0,1,True,39743.0,75346,53.09
westminster,constituency,2024,Belfast West,TUV,2010.0,5.057494401529829,0,1,True,39743.0,75346,53.09
westminster,constituency,2024,Belfast West,Green,451.0,1.1347910323830612,0,1,True,39743.0,75346,53.09
westminster,constituency,2024,Belfast West,PBP,5048.0,12.70160783030974,0,1,True,39743.0,75346,53.09
westminster,constituency,2024,Belfast West,Aontú,904.0,2.2746143975039628,0,1,True,39743.0,75346,53.09
westminster,constituency,2024,Belfast West,Independent,161.0,0.4051027853961704,0,1,True,39743.0,75346,53.09
westminster,constituency,2024,Belfast West,Other,0.0,0.0,0,1,False,39743.0,75346,53.09
westminster,constituency,2024,East Antrim,DUP,11462.0,28.889729048519218,1,1,True,39675.0,73302,54.32
westminster,constituency,2024,East Antrim,Sinn Féin,2986.0,7.526149968494014,0,1,True,39675.0,73302,54.32
westminster,constituency,2024,East Antrim,UUP,9476.0,23.884057971014492,0,1,True,39675.0,73302,54.32
westminster,constituency,2024,East Antrim,SDLP,892.0,2.248267170762445,0,1,True,39675.0,73302,54.32
westminster,constituency,2024,East Antrim,Alliance,10156.0,25.59798361688721,0,1,True,39675.0,73302,54.32
westminster,constituency,2024,East Antrim,TUV,4135.0,10.422180214240706,0,1,True,39675.0,73302,54.32
westminster,constituency,2024,East Antrim,Green,568.0,1.4316320100819155,0,1,True,39675.0,73302,54.32
westminster,constituency,2024,East Antrim,PBP,0.0,0.0,0,1,False,39675.0,73302,54.32
westminster,constituency,2024,East Antrim,Aontú,0.0,0.0,0,1,False,39675.0,73302,54.32
westminster,constituency,2024,East Antrim,Independent,0.0,0.0,0,1,False,39675.0,73302,54.32
westminster,constituency,2024,East Antrim,Other,0.0,0.0,0,1,False,39675.0,73302,54.32
westminster,constituency,2024,East Londonderry,DUP,11506.0,27.87508782130484,1,1,True,41277.0,75707,54.73
westminster,constituency,2024,East Londonderry,Sinn Féin,11327.0,27.441432274632362,0,1,True,41277.0,75707,54.73
westminster,constituency,2024,East Londonderry,UUP,3412.0,8.266104610315672,0,1,True,41277.0,75707,54.73
westminster,constituency,2024,East Londonderry,SDLP,5260.0,12.743174164789108,0,1,True,41277.0,75707,54.73
westminster,constituency,2024,East Londonderry,Alliance,3734.0,9.046200062989074,0,1,True,41277.0,75707,54.73
westminster,constituency,2024,East Londonderry,TUV,4363.0,10.57005111805606,0,1,True,41277.0,75707,54.73
westminster,constituency,2024,East Londonderry,Green,445.0,1.0780822249678998,0,1,True,41277.0,75707,54.73
westminster,constituency,2024,East Londonderry,PBP,0.0,0.0,0,1,False,41277.0,75707,54.73
westminster,constituency,2024,East Londonderry,Aontú,1043.0,2.5268309227899315,0,1,True,41277.0,75707,54.73
westminster,constituency,2024,East Londonderry,Independent,0.0,0.0,0,1,False,41277.0,75707,54.73
westminster,constituency,2024,East Londonderry,Other,187.0,0.45303680015505005,0,1,True,41277.0,75707,54.73
westminster,constituency,2024,Fermanagh and South Tyrone,DUP,0.0,0.0,0,1,False,51076.0,77828,65.96
westminster,constituency,2024,Fermanagh and South Tyrone,Sinn Féin,24844.0,48.64124050434646,1,1,True,51076.0,77828,65.96
westminster,constituency,2024,Fermanagh and South Tyrone,UUP,20273.0,39.691831780092414,0,1,True,51076.0,77828,65.96
westminster,constituency,2024,Fermanagh and South Tyrone,SDLP,2386.0,4.671469966324692,0,1,True,51076.0,77828,65.96
westminster,constituency,2024,Fermanagh and South Tyrone,Alliance,2420.0,4.738037434411465,0,1,True,51076.0,77828,65.96
westminster,constituency,2024,Fermanagh and South Tyrone,TUV,0.0,0.0,0,1,False,51076.0,77828,65.96
westminster,constituency,2024,Fermanagh and South Tyrone,Green,0.0,0.0,0,1,False,51076.0,77828,65.96
westminster,constituency,2024,Fermanagh and South Tyrone,PBP,0.0,0.0,0,1,False,51076.0,77828,65.96
westminster,constituency,2024,Fermanagh and South Tyrone,Aontú,529.0,1.035711488761845,0,1,True,51076.0,77828,65.96
westminster,constituency,2024,Fermanagh and South Tyrone,Independent,0.0,0.0,0,1,False,51076.0,77828,65.96
westminster,constituency,2024,Fermanagh and South Tyrone,Other,624.0,1.2217088260631217,0,1,True,51076.0,77828,65.96
westminster,constituency,2024,Foyle,DUP,3915.0,10.20647583294228,0,1,True,38358.0,73496,52.61
westminster,constituency,2024,Foyle,Sinn Féin,11481.0,29.931174722352573,0,1,True,38358.0,73496,52.61
westminster,constituency,2024,Foyle,UUP,1422.0,3.7071797278273113,0,1,True,38358.0,73496,52.61
westminster,constituency,2024,Foyle,SDLP,15647.0,40.79201209656395,1,1,True,38358.0,73496,52.61
westminster,constituency,2024,Foyle,Alliance,1268.0,3.3056989415506544,0,1,True,38358.0,73496,52.61
westminster,constituency,2024,Foyle,TUV,0.0,0.0,0,1,False,38358.0,73496,52.61
westminster,constituency,2024,Foyle,Green,0.0,0.0,0,1,False,38358.0,73496,52.61
westminster,constituency,2024,Foyle,PBP,2444.0,6.371552218572397,0,1,True,38358.0,73496,52.61
westminster,constituency,2024,Foyle,Aontú,662.0,1.725845977371083,0,1,True,38358.0,73496,52.61
westminster,constituency,2024,Foyle,Independent,1519.0,3.9600604828197508,0,1,True,38358.0,73496,52.61
westminster,constituency,2024,Foyle,Other,0.0,0.0,0,1,False,38358.0,73496,52.61
westminster,constituency,2024,Lagan Valley,DUP,15659.0,31.90440292577576,0,1,True,49081.0,82201,59.91
westminster,constituency,2024,Lagan Valley,Sinn Féin,0.0,0.0,0,1,False,49081.0,82201,59.91
westminster,constituency,2024,Lagan Valley,UUP,11157.0,22.731810680303987,0,1,True,49081.0,82201,59.91
