OA_CODE,nat_2001,nat_2023,nat_2001_on2021demog,pop,change,swing_political,swing_demographic,label,dea
95AA040005,66.38323275471966,89.55671182779174,66.82500358798706,343.0,23.173479073072087,22.73170823980469,0.4417708332673982,Airport_G4,AIRPORT
95AA040006,4.333882427570522,9.569205293013491,3.681150802536068,401.0,5.235322865442969,5.888054490477423,-0.6527316250344537,Airport_C1,AIRPORT
95AA040007,4.292924128420416,22.066968347657802,8.57570424364395,370.0,17.774044219237386,13.491264104013853,4.282780115223533,Airport_C4,AIRPORT
95AA050001,93.35218218485443,87.83267284186951,85.08564377778983,524.0,-5.519509342984918,2.7470290640796833,-8.266538407064601,Dunsilly_F6,DUNSILLY
95AA050002,44.76785760864162,64.59946954964394,61.54169488145722,403.0,19.831611941002322,3.057774668186724,16.773837272815598,Dunsilly_F6,DUNSILLY
95AA050003,60.46274107124027,70.45111811840557,67.63477722991183,417.0,9.9883770471653,2.816340888493741,7.17203615867156,Dunsilly_F4,DUNSILLY
95AA050004,23.30142250767299,37.00677891609136,35.54701597582149,438.0,13.705356408418375,1.4597629402698757,12.245593468148499,Dunsilly_F4,DUNSILLY
95AA050005,55.52727520819677,60.42039163080899,53.45926171559277,318.0,4.8931164226122235,6.961129915216226,-2.0680134926040026,Dunsilly_D5,DUNSILLY
95AA050006,45.60141062886807,60.778301166143315,56.08070553828776,359.0,15.176890537275249,4.697595627855556,10.479294909419693,Dunsilly_F4,DUNSILLY
95AA060001,61.622457278879594,87.11817302013867,54.95886123582928,301.0,25.495715741259076,32.15931178430939,-6.663596043050312,Airport_J2,AIRPORT
95AA060002,56.3253540643935,89.87740943405873,64.74526092789718,281.0,33.55205536966523,25.132148506161556,8.419906863503677,Airport_F4,AIRPORT
95AA060003,75.95677292576153,92.50747708224814,71.24260605150651,350.0,16.550704156486617,21.26487103074163,-4.714166874255014,Airport_J4,AIRPORT
95AA060004,80.6725129017135,82.42239828056861,58.16781306826587,417.0,1.7498853788551116,24.254585212302743,-22.50469983344763,Airport_F4,AIRPORT
95AA060005,44.66264094399664,85.55607466142146,55.69940013716153,329.0,40.89343371742482,29.85667452425993,11.03675919316489,Airport_J3,AIRPORT
95AA060006,85.2332438155491,95.14828618635443,77.28671210866908,481.0,9.915042370805324,17.861574077685347,-7.946531706880023,Airport_F4,AIRPORT
95AA060007,74.23013307282811,92.45555406703032,70.23721484177808,438.0,18.22542099420221,22.218339225252237,-3.9929182310500266,Airport_F4,AIRPORT
95AA060008,71.28772853024172,91.67536010849074,70.04806293582749,433.0,20.387631578249014,21.627297172663248,-1.2396655944142339,Airport_F4,AIRPORT
95AA060009,59.43148376694178,86.99810906940732,58.6458935999191,282.0,27.56662530246554,28.352215469488222,-0.7855901670226828,Airport_G4,AIRPORT
95AA060010,61.35687156540064,89.39505205801665,63.712325404544615,271.0,28.038180492616007,25.68272665347203,2.3554538391439763,Airport_H2,AIRPORT
95AA060011,63.471063904575054,82.98502898324948,48.43355125901973,272.0,19.513965078674424,34.55147772422975,-15.037512645555324,Airport_H4,AIRPORT
95AA070001,7.519997444991573,40.00517741453641,38.60565115695001,366.0,32.48517996954484,1.3995262575864018,31.085653711958436,Dunsilly_A6,DUNSILLY
95AA070002,6.94470336550016,16.40069558840015,15.872435306028505,361.0,9.45599222289999,0.5282602823716456,8.927731940528345,Dunsilly_A2,DUNSILLY
95AA070003,13.048910931282073,24.45533623135362,23.96908170354188,365.0,11.406425300071547,0.48625452781173806,10.920170772259809,Dunsilly_A5,DUNSILLY
95AA070004,14.851121957512706,27.06227346523721,25.04085901560356,314.0,12.211151507724505,2.021414449633653,10.189737058090852,Dunsilly_A5,DUNSILLY
95AA070005,22.44227742968947,23.670723810666043,21.888692843784877,301.0,1.2284463809765747,1.782030966881166,-0.5535845859045914,Dunsilly_D1,DUNSILLY
95AA070006,12.18759119748588,24.46929897611026,24.021468371606378,321.0,12.28170777862438,0.44783060450388135,11.833877174120499,Dunsilly_D2,DUNSILLY
95AA080001,65.19038514982967,65.70287799201704,46.30414096602422,332.0,0.5124928421873705,19.398737025992816,-18.886244183805445,Antrim_F1,ANTRIM
95AA080002,40.871097455723046,34.48479966519777,24.20026248548343,323.0,-6.386297790525276,10.284537179714338,-16.670834970239614,Antrim_F2,ANTRIM
95AA080003,41.77786774865736,41.050621094182354,22.02454439686576,279.0,-0.7272466544750031,19.026076697316594,-19.753323351791597,Antrim_F2,ANTRIM
95AA080004,6.246068759481138,19.32167015916483,8.465442399366696,327.0,13.075601399683695,10.856227759798136,2.219373639885559,Antrim_F2,ANTRIM
95AA080005,6.268580861803114,19.60979920617824,8.602574645811378,311.0,13.341218344375127,11.007224560366863,2.333993784008264,Antrim_F2,ANTRIM
95AA080006,8.074862125610672,14.248031149492805,6.298179058835585,303.0,6.173169023882133,7.94985209065722,-1.776683066775087,Antrim_F4,ANTRIM
95AA090001,29.948807250893665,22.43699249709946,24.977097695409462,281.0,-7.511814753794205,-2.540105198310002,-4.971709555484203,Antrim_H1,ANTRIM
95AA090002,25.870977160690696,25.32560573282977,25.766526066511812,298.0,-0.5453714278609247,-0.4409203336820404,-0.10445109417888432,Antrim_H2,ANTRIM
95AA090003,35.72837616184097,19.011909588219037,21.092646427506025,274.0,-16.716466573621933,-2.0807368392869883,-14.635729734334944,Antrim_D4,ANTRIM
95AA090004,29.050800252490795,25.638036992242114,23.469611133160047,276.0,-3.4127632602486813,2.168425859082067,-5.581189119330748,Antrim_H3,ANTRIM
95AA090005,13.965155435920385,22.161318867494977,21.936559672113276,281.0,8.196163431574591,0.22475919538170075,7.971404236192891,Antrim_L2,ANTRIM
95AA090006,17.207779220881363,18.609108981587948,19.218206051397686,315.0,1.4013297607065844,-0.6090970698097387,2.010426830516323,Antrim_L2,ANTRIM
95AA090007,25.820447577119907,16.91306101479731,18.42114292326473,366.0,-8.907386562322596,-1.5080819084674175,-7.399304653855179,Antrim_D4,ANTRIM
95AA100001,56.71162724775448,44.52823584748563,44.504625966627906,312.0,-12.183391400268846,0.02360988085772675,-12.207001281126573,Antrim_K2,ANTRIM
95AA100002,13.107928780019616,21.425097772532016,20.5116744339373,439.0,8.3171689925124,0.9134233385947148,7.403745653917685,Antrim_J2,ANTRIM
95AA100003,15.820074786421973,21.589544679647908,19.321297649672726,317.0,5.769469893225935,2.268247029975182,3.501222863250753,Antrim_J4,ANTRIM
95AA100004,52.36414895816712,50.11688893617945,52.74133870306761,358.0,-2.247260021987671,-2.624449766888162,0.37718974490049106,Antrim_K1,ANTRIM
95AA100005,12.783321139877117,17.75999600602407,17.877714964975212,384.0,4.976674866146954,-0.1177189589511407,5.094393825098095,Antrim_J5,ANTRIM
95AA100006,48.53511205801824,36.81459241318395,38.00764052796447,311.0,-11.72051964483429,-1.1930481147805168,-10.527471530053774,Antrim_K2,ANTRIM
95AA110001,24.51572595467166,22.831672200034415,23.76848812228609,376.0,-1.6840537546372438,-0.9368159222516752,-0.7472378323855686,Dunsilly_F1,DUNSILLY
95AA110002,22.08124176589218,25.64190899484081,27.615725719005425,290.0,3.560667228948631,-1.9738167241646138,5.534483953113245,Antrim_C2,ANTRIM
95AA110003,16.779321637171016,28.948313488264986,25.563341659932387,299.0,12.16899185109397,3.384971828332599,8.784020022761371,Antrim_C3,ANTRIM
95AA110004,26.92618266870587,44.043543148437955,42.28330604550972,295.0,17.117360479732085,1.7602371029282367,15.357123376803848,Antrim_G1,ANTRIM
95AA110005,19.40482053399147,28.290299163501277,29.868950064886175,262.0,8.885478629509809,-1.578650901384897,10.464129530894706,Antrim_C2,ANTRIM
95AA110006,32.54786537040066,39.40485212848906,36.784948338429956,320.0,6.856986758088404,2.619903790059105,4.2370829680292985,Antrim_G3,ANTRIM
95AA110007,8.949541154291547,19.882094803654553,18.544086471235616,407.0,10.932553649363006,1.3380083324189371,9.59454531694407,Antrim_L4,ANTRIM
95AA110008,28.05766980697964,49.56130122909998,46.29104824157874,226.0,21.503631422120343,3.270252987521239,18.233378434599103,Antrim_G4,ANTRIM
95AA110009,34.2585862280775,40.99538326285371,37.84914059971778,264.0,6.73679703477621,3.1462426631359293,3.5905543716402804,Antrim_G3,ANTRIM
95AA110010,34.40839596719781,23.06767451737408,21.6783445462988,326.0,-11.340721449823732,1.3893299710752807,-12.730051420899013,Antrim_L4,ANTRIM
95AA110011,18.410186715655914,33.08399762427248,30.610635739928476,322.0,14.673810908616563,2.4733618843440013,12.200449024272562,Antrim_A1,ANTRIM
95AA120001,4.278821043330216,6.624325183801033,3.6513646404240667,389.0,2.3455041404708172,2.972960543376966,-0.6274564029061489,Dunsilly_B3,DUNSILLY
95AA120002,4.3752708077116536,6.627984034650842,3.897739849135746,388.0,2.2527132269391883,2.730244185515096,-0.47753095857590777,Dunsilly_B4,DUNSILLY
95AA120003,11.45321038948486,6.996521189690529,4.510010774060797,334.0,-4.456689199794332,2.4865104156297315,-6.943199615424064,Dunsilly_B4,DUNSILLY
95AA120004,5.399247325517354,9.108612205220115,5.564910451068235,379.0,3.709364879702761,3.543701754151881,0.16566312555088025,Dunsilly_B5,DUNSILLY
95AA120005,4.960569957378889,6.476984617610261,4.829457510160316,393.0,1.516414660231372,1.6475271074499442,-0.1311124472185723,Dunsilly_A1,DUNSILLY
95AA120006,3.6443258617555507,6.375029088730746,3.1899572320472247,368.0,2.730703226975195,3.185071856683521,-0.45436862970832603,Dunsilly_B2,DUNSILLY
95AA130001,19.02384921283788,53.411182238690216,50.822190954384645,230.0,34.387333025852335,2.588991284305571,31.798341741546764,Dunsilly_E1,DUNSILLY
95AA130002,83.3094172948964,81.46539230333318,78.5282116454908,407.0,-1.8440249915632307,2.937180657842376,-4.7812056494056066,Dunsilly_F5,DUNSILLY
95AA130003,86.39944783746556,86.37239711899859,82.60046490158301,410.0,-0.027050718466966828,3.771932217415582,-3.798982935882549,Dunsilly_E2,DUNSILLY
95AA130004,60.91624501971559,61.0638193934167,54.671038618649625,317.0,0.14757437370111148,6.3927807747670755,-6.245206401065964,Dunsilly_F5,DUNSILLY
95AA130005,70.32624449121715,73.51541184198437,69.85312461126155,339.0,3.189167350767221,3.662287230722825,-0.473119879955604,Dunsilly_A5,DUNSILLY
95AA130006,81.61653247008304,76.2878038757252,73.7861046828037,440.0,-5.328728594357841,2.5016991929215067,-7.830427787279348,Dunsilly_F5,DUNSILLY
95AA130007,73.96900152520257,70.6871973904247,69.66715132667106,414.0,-3.2818041347778717,1.0200460637536395,-4.301850198531511,Dunsilly_F6,DUNSILLY
95AA130008,42.764018392654556,38.37571039709488,39.11056752601356,376.0,-4.388307995559678,-0.7348571289186836,-3.653450866640995,Dunsilly_F5,DUNSILLY
95AA140001,4.942130518831464,11.811502368388178,12.114362862569545,373.0,6.869371849556714,-0.30286049418136685,7.172232343738081,Dunsilly_A1,DUNSILLY
95AA140002,35.00044654198139,39.6554343901779,37.408650339219115,439.0,4.654987848196512,2.2467840509587873,2.408203797237725,Dunsilly_F1,DUNSILLY
95AA140003,47.671013678360666,31.7850862597508,32.25485934362694,454.0,-15.885927418609867,-0.4697730838761416,-15.416154334733726,Dunsilly_A3,DUNSILLY
95AA140004,61.983874370627674,38.8386867312358,38.4368124576602,395.0,-23.14518763939187,0.4018742735756007,-23.54706191296747,Dunsilly_A3,DUNSILLY
95AA140005,8.613912379278279,21.318984500294658,19.739773947724196,433.0,12.705072121016379,1.579210552570462,11.125861568445917,Dunsilly_F1,DUNSILLY
95AA150001,26.308833132871705,40.75349993008242,50.27944381268268,363.0,14.444666797210715,-9.52594388260026,23.970610679810974,Antrim_A3,ANTRIM
95AA150002,17.020357401496543,38.67842626926227,46.58919172007966,357.0,21.658068867765724,-7.910765450817394,29.568834318583118,Antrim_A3,ANTRIM
95AA150003,23.700701232432415,22.99760716792464,22.9197427003517,403.0,-0.7030940645077735,0.0778644675729403,-0.7809585320807138,Antrim_C1,ANTRIM
95AA150004,15.41092592026412,21.69941649482403,19.511450847162788,387.0,6.2884905745599085,2.1879656476612404,4.100524926898668,Antrim_B2,ANTRIM
95AA150005,71.3092997200185,32.7887393695038,32.28440842832225,295.0,-38.5205603505147,0.50433094118155,-39.02489129169625,Antrim_D3,ANTRIM
95AA150006,61.180603613702594,63.07157457009691,62.28017729218367,334.0,1.8909709563943125,0.7913972779132337,1.0995736784810788,Antrim_G1,ANTRIM
95AA150007,37.05319264339103,36.757596021050674,37.252918865261265,403.0,-0.295596622340355,-0.49532284421059103,0.19972622187023603,Antrim_B1,ANTRIM
95AA150008,32.257129913506496,43.693023849526384,49.60652049640588,334.0,11.435893936019887,-5.913496646879494,17.34939058289938,Antrim_A1,ANTRIM
95AA160001,14.923366117985232,11.52278388507206,13.269510134069446,333.0,-3.4005822329131714,-1.7467262489973852,-1.6538559839157863,Antrim_D4,ANTRIM
95AA160002,25.440050281029478,15.633232473497818,16.24675368889457,217.0,-9.80681780753166,-0.6135212153967533,-9.193296592134907,Antrim_E1,ANTRIM
95AA160003,24.367644706256073,16.513504303680342,18.123791498843588,279.0,-7.85414040257573,-1.6102871951632451,-6.243853207412485,Antrim_E1,ANTRIM
95AA160004,14.94708445061515,17.30616634919672,15.97779511668286,244.0,2.359081898581568,1.3283712325138595,1.0307106660677086,Antrim_D3,ANTRIM
95AA160005,20.508794040267844,17.707999159875357,15.120164813309403,322.0,-2.8007948803924876,2.5878343465659537,-5.388629226958441,Antrim_D2,ANTRIM
95AA160006,14.942707103984459,17.646482161116595,16.499384654463615,267.0,2.7037750571321357,1.1470975066529796,1.5566775504791561,Antrim_E1,ANTRIM
95AA170001,13.119093660424992,26.018036003165918,23.97650721541621,391.0,12.898942342740925,2.0415287877497086,10.857413554991217,Antrim_J3,ANTRIM
95AA170002,24.757878364129198,25.114917565111984,23.84970110372102,454.0,0.3570392009827863,1.2652164613909633,-0.908177260408177,Antrim_E4,ANTRIM
95AA170003,38.323645452115926,35.26685672361981,22.934820964150994,339.0,-3.056788728496116,12.332035759468816,-15.388824487964932,Antrim_F3,ANTRIM
95AA170004,13.418312948181825,20.699893230494162,18.95591236417847,351.0,7.281580282312337,1.7439808663156917,5.537599415996645,Antrim_J2,ANTRIM
95AA170005,39.63828517951667,39.56915993280006,37.55356131828508,330.0,-0.06912524671660947,2.0155986145149853,-2.084723861231595,Antrim_E2,ANTRIM
95AA170006,32.122816404226974,31.745801495971392,33.22319651439227,323.0,-0.3770149082555818,-1.4773950184208786,1.1003801101652968,Antrim_E2,ANTRIM
95AA170007,51.310286035715265,31.413609062706207,31.508766696338817,217.0,-19.896676973009058,-0.09515763363260987,-19.801519339376448,Antrim_E2,ANTRIM
95AA180001,6.295936473140282,14.710539906220564,6.145921314642918,326.0,8.414603433080282,8.564618591577645,-0.15001515849736258,Airport_B1,AIRPORT
95AA180002,5.218912561397361,9.219538538635147,5.845372804713425,336.0,4.000625977237786,3.374165733921722,0.626460243316064,Airport_A3,AIRPORT
95AA180003,5.843603074581761,10.959016429208978,4.501602399578882,350.0,5.115413354627217,6.457414029630096,-1.342000675002879,Airport_C1,AIRPORT
95AA180004,6.644591473702237,13.521473501785227,5.788914524239643,302.0,6.87688202808299,7.732558977545584,-0.8556769494625938,Airport_B1,AIRPORT
95AA180005,6.55119687248016,10.884436372940892,4.925156331101897,355.0,4.333239500460731,5.959280041838994,-1.6260405413782628,Airport_B1,AIRPORT
95AA180006,11.174839844869902,10.313250636394196,5.764867845718308,361.0,-0.8615892084757064,4.5483827906758885,-5.409971999151595,Airport_B1,AIRPORT
95AA180007,8.227119676636065,11.271709595778342,5.572893235207428,357.0,3.044589919142277,5.6988163605709135,-2.6542264414286363,Airport_B1,AIRPORT
95AA190001,85.6761588484053,92.19716272412303,88.22690664139776,417.0,6.521003875717739,3.970256082725271,2.5507477929924676,Dunsilly_C1,DUNSILLY
95AA190002,89.74624720090834,93.8555885466968,88.44875755378239,463.0,4.109341345788451,5.406830992914408,-1.297489647125957,Dunsilly_C1,DUNSILLY
95AA190003,91.60049416261413,91.71126662809894,88.57817280025034,370.0,0.11077246548481412,3.1330938278485974,-3.0223213623637832,Dunsilly_C4,DUNSILLY
95AA190004,94.31547565752416,88.76478802678082,85.82271573418201,520.0,-5.55068763074334,2.9420722925988088,-8.492759923342149,Dunsilly_F7,DUNSILLY
95AA190005,87.7450997782222,91.57504430523375,87.11757197633573,433.0,3.8299445270115484,4.457472328898021,-0.6275278018864725,Dunsilly_C4,DUNSILLY
95AA190006,82.17531853829024,95.14012910486662,87.80162741196003,362.0,12.964810566576375,7.33850169290659,5.626308873669785,Dunsilly_C2,DUNSILLY
95BB010001,0.0,0.0,0.0,428.0,0.0,0.0,0.0,Comber_F2,COMBER
95BB010002,0.0,0.00011289657193118593,7.944431767671509e-05,435.0,0.00011289657193118593,3.345225425447085e-05,7.944431767671509e-05,Comber_E3,COMBER
95BB010003,0.0,0.0009527249160746251,0.0009618275394092947,395.0,0.0009527249160746251,-9.10262333466967e-06,0.0009618275394092947,Comber_H2,COMBER
95BB010004,0.0,0.0,0.0,344.0,0.0,0.0,0.0,Comber_E2,COMBER
95BB010005,0.0,0.0,0.0,351.0,0.0,0.0,0.0,Comber_E2,COMBER
95BB010006,0.0,0.0,0.0,394.0,0.0,0.0,0.0,Comber_H2,COMBER
95BB010007,0.0,0.0,0.0,338.0,0.0,0.0,0.0,Comber_G2,COMBER
95BB010008,0.0,0.0,0.0,342.0,0.0,0.0,0.0,Comber_H2,COMBER
95BB010009,0.0,0.0,0.0,374.0,0.0,0.0,0.0,Comber_G5,COMBER
95BB020001,0.0,0.0,0.0,304.0,0.0,0.0,0.0,Newtownards_N3,NEWTOWNARDS
95BB020002,0.0,0.0,0.0,409.0,0.0,0.0,0.0,Newtownards_N3,NEWTOWNARDS
95BB020003,0.0,0.0,0.0,279.0,0.0,0.0,0.0,Newtownards_L3,NEWTOWNARDS
95BB020004,0.0,0.0,0.0,164.0,0.0,0.0,0.0,Newtownards_P1,NEWTOWNARDS
95BB020005,0.0,0.0,0.0,237.0,0.0,0.0,0.0,Newtownards_P2,NEWTOWNARDS
95BB020006,0.0,0.0,0.0,214.0,0.0,0.0,0.0,Newtownards_P4,NEWTOWNARDS
95BB020007,0.0,0.0,0.0,227.0,0.0,0.0,0.0,Newtownards_P4,NEWTOWNARDS
95BB020008,0.0,0.0,0.0,160.0,0.0,0.0,0.0,Newtownards_P4,NEWTOWNARDS
95BB020009,0.0,0.0,6.595099259371165e-05,280.0,0.0,-6.595099259371165e-05,6.595099259371165e-05,Newtownards_N2,NEWTOWNARDS
95BB020010,0.0,0.0,0.0,212.0,0.0,0.0,0.0,Newtownards_P1,NEWTOWNARDS
95BB030001,1.9687095901052882,10.670296524882419,2.9733428321397293,263.0,8.701586934777131,7.69695369274269,1.0046332420344415,Ards_Peninsula_F1,ARDS PENINSULA
95BB030002,1.4986504350219805,8.214645942867518,2.416021824985828,290.0,6.715995507845538,5.79862411788169,0.9173713899638472,Ards_Peninsula_D7,ARDS PENINSULA
95BB030003,1.8177933809155042,9.682365204880606,2.8264940781895493,320.0,7.864571823965101,6.855871126691056,1.0087006972740449,Ards_Peninsula_D6,ARDS PENINSULA
95BB030004,1.4530553927022507,8.160048584854174,2.507232775444032,303.0,6.7069931921519235,5.652815809410142,1.0541773827417815,Ards_Peninsula_D5,ARDS PENINSULA
95BB030005,3.311185019085836,20.959621448002633,6.858110805954717,351.0,17.648436428916796,14.101510642047916,3.5469257868688793,Ards_Peninsula_F2,ARDS PENINSULA
95BB030006,1.4572641771139598,13.070373303581473,4.199344125395118,305.0,11.613109126467513,8.871029178186355,2.742079948281159,Ards_Peninsula_F2,ARDS PENINSULA
95BB030007,1.5923069194498585,9.099709955023314,2.7328163422415153,309.0,7.507403035573456,6.3668936127818,1.1405094227916566,Ards_Peninsula_F2,ARDS PENINSULA
95BB030008,1.5312420327680218,8.880119704221988,2.3701366226704406,276.0,7.348877671453966,6.509983081551548,0.8388945899024183,Ards_Peninsula_D6,ARDS PENINSULA
95BB030009,1.0604109355099784,7.828219949301819,2.231908788273294,321.0,6.76780901379184,5.596311161028526,1.1714978527633146,Ards_Peninsula_D6,ARDS PENINSULA
95BB030010,1.5862974357564563,8.525314407567278,2.451298095856321,318.0,6.939016971810821,6.074016311710956,0.8650006600998648,Ards_Peninsula_E4,ARDS PENINSULA
95BB030011,2.5510959292710162,9.414200798554015,2.3051107776208473,294.0,6.863104869282999,7.109090020933168,-0.245985151650169,Ards_Peninsula_D6,ARDS PENINSULA
95BB040001,0.0,0.0,0.0,255.0,0.0,0.0,0.0,Newtownards_L2,NEWTOWNARDS
95BB040002,0.0,0.0,0.0,294.0,0.0,0.0,0.0,Newtownards_L2,NEWTOWNARDS
95BB040003,0.0,0.00038109892586208905,0.0,279.0,0.00038109892586208905,0.00038109892586208905,0.0,Newtownards_A2,NEWTOWNARDS
95BB040004,0.0,0.0,0.0,390.0,0.0,0.0,0.0,Newtownards_N2,NEWTOWNARDS
95BB040005,0.0,0.0,0.0,295.0,0.0,0.0,0.0,Newtownards_N2,NEWTOWNARDS
95BB040006,0.0,0.0,0.0,303.0,0.0,0.0,0.0,Newtownards_E1,NEWTOWNARDS
95BB040007,0.0,0.0,0.0,283.0,0.0,0.0,0.0,Newtownards_E2,NEWTOWNARDS
95BB040008,0.0,0.0,0.0,308.0,0.0,0.0,0.0,Newtownards_A2,NEWTOWNARDS
95BB040009,0.0,0.0,0.0,317.0,0.0,0.0,0.0,Newtownards_E2,NEWTOWNARDS
95BB040010,0.0,0.0,0.0,229.0,0.0,0.0,0.0,Newtownards_L1,NEWTOWNARDS
95BB050001,2.0349966628056175,8.180403450685102,2.503477341384047,308.0,6.145406787879484,5.676926109301055,0.46848067857842857,Ards_Peninsula_C3,ARDS PENINSULA
95BB050002,1.0872637723011838,7.484894843261124,2.7585219967773447,315.0,6.39763107095994,4.726372846483779,1.6712582244761611,Ards_Peninsula_C5,ARDS PENINSULA
95BB050003,1.2621164399613471,9.754141846173038,3.488769287878649,355.0,8.492025406211692,6.2653725582943895,2.2266528479173022,Ards_Peninsula_D5,ARDS PENINSULA
95BB050004,1.8792900929357648,7.394061576514572,2.315549206380872,342.0,5.514771483578807,5.0785123701337,0.43625911344510726,Ards_Peninsula_C5,ARDS PENINSULA
95BB050005,1.8413931239740093,7.345227418985871,1.9714300286755633,333.0,5.5038342950118615,5.373797390310308,0.13003690470155327,Ards_Peninsula_D1,ARDS PENINSULA
95BB050006,1.4691452374390372,9.729238243173628,3.415947193319777,305.0,8.260093005734591,6.31329104985385,1.9468019558807406,Ards_Peninsula_D3,ARDS PENINSULA
95BB050007,0.8957918637664306,7.98637016778447,2.288607684479165,325.0,7.090578304018039,5.697762483305304,1.3928158207127348,Ards_Peninsula_D5,ARDS PENINSULA
95BB050008,1.2082730846619065,6.931360745107871,2.0537928061662787,330.0,5.723087660445964,4.877567938941592,0.8455197215043722,Ards_Peninsula_D4,ARDS PENINSULA
95BB050009,1.372775994551295,8.478923687973026,2.8200895310032914,347.0,7.106147693421731,5.658834156969735,1.447313536451996,Ards_Peninsula_D5,ARDS PENINSULA
95BB060001,0.0,0.0,0.0,245.0,0.0,0.0,0.0,Newtownards_L3,NEWTOWNARDS
95BB060002,0.0,0.0,0.36371608046096165,283.0,0.0,-0.36371608046096165,0.36371608046096165,Newtownards_R4,NEWTOWNARDS
95BB060003,0.0,0.0,0.0,295.0,0.0,0.0,0.0,Newtownards_L4,NEWTOWNARDS
95BB060004,0.0,0.0,0.0,172.0,0.0,0.0,0.0,Newtownards_J2,NEWTOWNARDS
