DZ21,label,catholic_bg_pct,proj_unity_pct,provenance
N20002441,Downshire_East_E2,14.0,26.9,modelled
N20002442,Downshire_East_D3,11.7,25.7,modelled
N20002443,Downshire_East_E3,8.5,23.1,modelled
N20002444,Downshire_East_E4,11.3,24.9,modelled
N20002445,Downshire_East_D4,12.1,25.7,modelled
N20002446,Downshire_East_E5,6.4,21.4,modelled
N20002447,Downshire_East_F1,7.3,22.1,modelled
N20002448,Downshire_East_E6,14.5,27.2,modelled
N20002449,Downshire_East_F2,7.0,21.6,modelled
N20002450,Downshire_East_F3,13.2,26.6,modelled
N20002451,Downshire_East_G1,5.1,20.1,modelled
N20002452,Downshire_East_F4,12.6,25.8,modelled
N20002453,Downshire_East_G2,19.1,30.0,modelled
N20002454,Downshire_East_G3,21.2,32.8,modelled
N20002455,Downshire_East_G4,24.8,34.5,modelled
N20002456,Castlereagh_South_A1,56.9,55.4,modelled
N20002457,Castlereagh_South_A2,51.4,52.3,modelled
N20002458,Castlereagh_South_B1,54.0,53.5,modelled
N20002459,Castlereagh_South_A3,44.5,47.5,modelled
N20002460,Castlereagh_South_B2,42.8,48.9,modelled
N20002461,Castlereagh_South_C1,40.1,45.6,modelled
N20002462,Castlereagh_South_C2,26.5,37.2,modelled
N20002463,Castlereagh_South_A4,51.7,52.5,modelled
N20002464,Castlereagh_South_B3,40.3,45.0,modelled
N20002465,Castlereagh_South_B4,48.6,50.3,modelled
N20002466,Castlereagh_South_C3,44.8,48.0,modelled
N20002467,Castlereagh_South_B5,41.8,45.5,modelled
N20002468,Castlereagh_South_A5,44.6,48.2,modelled
N20002469,Castlereagh_South_B6,49.5,52.4,modelled
N20002470,Castlereagh_South_C4,46.7,49.0,modelled
N20002471,Castlereagh_South_B7,52.0,52.8,modelled
N20002472,Castlereagh_South_E1,44.8,47.0,modelled
N20002473,Castlereagh_South_D1,52.3,51.9,modelled
N20002474,Castlereagh_South_D2,46.4,49.7,modelled
N20002475,Castlereagh_South_D3,43.1,45.9,modelled
N20002476,Castlereagh_South_E2,53.6,54.2,modelled
N20002477,Castlereagh_South_D4,39.7,44.5,modelled
N20002478,Castlereagh_South_D5,54.2,54.7,modelled
N20002479,Castlereagh_South_E3,59.2,59.2,modelled
N20002480,Castlereagh_South_E4,51.3,53.9,modelled
N20002481,Castlereagh_South_F1,35.5,42.3,modelled
N20002482,Castlereagh_South_E5,60.9,59.6,modelled
N20002483,Castlereagh_South_E6,55.7,54.7,modelled
N20002484,Castlereagh_South_F2,46.0,49.4,modelled
N20002485,Castlereagh_South_J1,76.7,68.4,modelled
N20002486,Castlereagh_South_J2,58.0,55.6,modelled
N20002487,Castlereagh_South_J3,70.5,64.6,modelled
N20002488,Castlereagh_South_J4,58.1,55.9,modelled
N20002490,Castlereagh_South_G2,39.1,42.8,modelled
N20002491,Castlereagh_South_G3,39.8,44.2,modelled
N20002492,Castlereagh_South_H1,21.1,33.0,modelled
N20002493,Castlereagh_South_H2,19.6,31.8,modelled
N20002494,Castlereagh_South_H3,57.8,57.4,modelled
N20002495,Castlereagh_South_G4,65.4,61.4,modelled
N20002496,Castlereagh_South_H4,52.3,53.3,modelled
N20002497,Castlereagh_South_H5,61.8,59.3,modelled
N20002498,Castlereagh_South_J5,19.6,31.5,modelled
N20002499,Castlereagh_South_J6,39.7,43.7,modelled
N20002500,Castlereagh_East_A1,5.1,21.7,modelled
N20002501,Castlereagh_East_A2,6.2,22.3,modelled
N20002502,Castlereagh_East_C1,9.8,25.0,modelled
N20002503,Castlereagh_East_C2,9.0,24.9,modelled
N20002504,Castlereagh_East_C3,13.8,28.2,modelled
N20002505,Castlereagh_East_B1,7.7,24.5,modelled
N20002507,Castlereagh_East_C5,7.7,23.2,modelled
N20002508,Castlereagh_East_D1,19.2,32.0,modelled
N20002509,Castlereagh_East_B2,9.9,27.4,modelled
N20002510,Castlereagh_East_E1,1.7,22.1,modelled
N20002511,Castlereagh_East_A3,2.3,22.2,modelled
N20002512,Castlereagh_East_E2,10.3,26.9,modelled
N20002513,Castlereagh_East_B3,6.3,24.3,modelled
N20002514,Castlereagh_East_A4,5.2,24.7,modelled
N20002515,Castlereagh_East_B4,9.8,26.8,modelled
N20002516,Castlereagh_East_D2,18.5,31.3,modelled
N20002517,Castlereagh_East_E3,4.3,22.5,modelled
N20002519,Castlereagh_East_D3,9.3,25.2,modelled
N20002520,Castlereagh_East_C6,9.3,24.1,modelled
N20002521,Castlereagh_East_F1,4.6,24.0,modelled
N20002522,Castlereagh_East_F2,1.3,21.2,modelled
N20002524,Castlereagh_East_D4,11.8,27.3,modelled
N20002525,Castlereagh_East_E4,6.8,23.5,modelled
N20002526,Castlereagh_East_H1,16.2,31.2,modelled
N20002527,Castlereagh_East_F4,5.6,24.6,modelled
N20002528,Castlereagh_East_H2,15.5,30.6,modelled
N20002531,Castlereagh_East_G1,9.9,25.1,modelled
N20002532,Castlereagh_East_G2,9.6,26.2,modelled
N20002534,Castlereagh_East_G3,10.1,26.1,modelled
N20002535,Castlereagh_East_H4,6.0,23.0,modelled
N20002537,Castlereagh_East_G5,5.4,20.7,modelled
N20002538,Castlereagh_East_H5,11.1,27.4,modelled
N20002539,Castlereagh_East_H6,11.1,27.0,modelled
N20002541,Castlereagh_East_J2,7.5,23.1,modelled
N20002542,Castlereagh_East_J3,6.4,21.5,modelled
N20002543,Castlereagh_East_J4,11.6,25.1,modelled
N20002544,Castlereagh_East_K1,4.1,21.7,modelled
N20002545,Castlereagh_East_K2,5.0,20.7,modelled
N20002546,Castlereagh_East_K3,5.8,21.4,modelled
N20002547,Castlereagh_East_J5,16.0,27.8,modelled
N20002549,Bannside_A2,6.0,21.9,modelled
N20002551,Bannside_A3,7.8,22.3,modelled
N20002552,Bannside_C2,35.6,40.2,modelled
N20002553,Bannside_C3,37.9,42.1,modelled
N20002554,Bannside_B1,2.5,20.7,modelled
N20002555,Bannside_B2,5.0,20.6,modelled
N20002556,Bannside_B3,3.5,22.0,modelled
N20002557,Bannside_B4,1.5,17.7,modelled
N20002558,Bannside_B5,3.4,20.8,modelled
N20002559,Bannside_B6,6.1,23.0,modelled
N20002560,Bannside_D1,37.9,42.9,modelled
N20002561,Bannside_D2,68.0,62.1,modelled
N20002562,Bannside_D3,51.2,51.7,modelled
N20002563,Bannside_C4,9.6,23.0,modelled
N20002564,Bannside_A4,7.5,21.9,modelled
N20002565,Bannside_E1,9.5,24.0,modelled
N20002567,Bannside_E3,3.7,20.9,modelled
N20002569,Bannside_E5,11.0,24.9,modelled
N20002571,Bannside_F1,3.0,18.7,modelled
N20002572,Bannside_F2,3.3,20.3,modelled
N20002573,Bannside_E7,4.6,19.5,modelled
N20002574,Bannside_F3,5.6,21.5,modelled
N20002577,Bannside_H1,53.7,52.5,modelled
N20002578,Bannside_G2,6.3,23.1,modelled
N20002579,Bannside_G3,5.6,22.1,modelled
N20002580,Bannside_H2,18.4,28.7,modelled
N20002581,Bannside_J1,28.7,35.3,modelled
N20002582,Bannside_J2,8.2,22.9,modelled
N20002583,Bannside_H3,64.7,60.3,modelled
N20002584,Bannside_J3,23.2,32.2,modelled
N20002587,Ballymena_A1,56.2,57.2,modelled
N20002588,Ballymena_A2,61.8,60.4,modelled
N20002590,Ballymena_D1,67.9,62.9,modelled
N20002591,Ballymena_B1,34.8,39.2,modelled
N20002593,Ballymena_D2,65.9,62.2,modelled
N20002594,Ballymena_A4,51.8,53.6,modelled
N20002595,Ballymena_B2,28.2,35.7,modelled
N20002596,Ballymena_C2,50.9,53.4,modelled
N20002597,Ballymena_B3,37.1,42.0,modelled
N20002598,Ballymena_D3,74.9,67.2,modelled
N20002599,Ballymena_B4,25.5,33.7,modelled
N20002600,Ballymena_B5,12.4,25.2,modelled
N20002601,Ballymena_C3,44.4,48.1,modelled
N20002602,Ballymena_C4,65.8,61.7,modelled
N20002604,Ballymena_D4,62.5,59.6,modelled
N20002605,Ballymena_C5,52.8,53.5,modelled
N20002606,Ballymena_E1,30.4,37.9,modelled
N20002607,Ballymena_F1,14.8,26.7,modelled
N20002608,Ballymena_C6,44.6,49.3,modelled
N20002610,Ballymena_F3,22.6,32.4,modelled
N20002612,Ballymena_D5,60.0,58.2,modelled
N20002613,Ballymena_E3,27.9,39.2,modelled
N20002615,Ballymena_E4,24.9,36.2,modelled
N20002616,Ballymena_G2,36.0,43.1,modelled
N20002617,Ballymena_G3,26.8,39.3,modelled
N20002618,Ballymena_F4,18.7,29.0,modelled
N20002619,Ballymena_H1,9.6,26.5,modelled
N20002620,Ballymena_G4,19.0,33.1,modelled
N20002621,Ballymena_F5,15.5,26.9,modelled
N20002622,Ballymena_H2,5.0,23.9,modelled
N20002623,Ballymena_F6,11.4,24.7,modelled
N20002624,Ballymena_F7,23.7,32.4,modelled
N20002625,Ballymena_J1,10.5,25.8,modelled
N20002626,Ballymena_H3,1.7,21.0,modelled
N20002627,Ballymena_J2,8.4,24.0,modelled
N20002628,Ballymena_G5,16.1,31.0,modelled
N20002629,Ballymena_J3,7.1,24.6,modelled
N20002631,Ballymena_H4,6.5,22.0,modelled
N20002633,Ballymena_K2,17.9,29.3,modelled
N20002634,Ballymena_K3,18.3,31.6,modelled
N20002635,Ballymena_K4,12.2,25.7,modelled
N20002637,Ballymena_K6,11.5,25.7,modelled
N20002638,Ballymena_K7,19.6,31.9,modelled
N20002639,Braid_A1,41.0,43.7,modelled
N20002640,Braid_A2,88.8,76.9,modelled
N20002641,Braid_A3,89.3,76.8,modelled
N20002642,Braid_B1,61.8,57.5,modelled
N20002643,Braid_C1,51.4,50.6,modelled
N20002645,Braid_A5,5.8,20.9,modelled
N20002646,Braid_C2,40.3,43.7,modelled
N20002647,Braid_C3,9.6,23.4,modelled
N20002648,Braid_B2,5.2,21.4,modelled
N20002649,Braid_B3,27.1,35.1,modelled
N20002650,Braid_C4,10.1,23.8,modelled
N20002651,Braid_B4,7.7,22.0,modelled
N20002652,Braid_D1,7.9,23.2,modelled
N20002653,Braid_C5,5.6,20.9,modelled
N20002654,Braid_E1,2.7,19.6,modelled
N20002655,Braid_C6,45.6,48.1,modelled
N20002656,Braid_D2,5.5,20.3,modelled
N20002658,Braid_H1,28.3,36.1,modelled
N20002660,Braid_E3,5.7,19.4,modelled
N20002661,Braid_E4,7.6,23.3,modelled
N20002662,Braid_F1,7.4,22.1,modelled
N20002663,Braid_H2,22.0,31.7,modelled
N20002664,Braid_F2,21.6,31.4,modelled
N20002665,Braid_G1,5.5,21.7,modelled
N20002666,Braid_G2,14.0,27.6,modelled
N20002667,Braid_J1,11.0,26.4,modelled
N20002668,Braid_F3,11.7,24.7,modelled
N20002669,Braid_G3,8.4,24.8,modelled
N20002670,Braid_J2,7.6,21.9,modelled
N20002671,Braid_G4,10.1,26.7,modelled
N20002672,Braid_J3,9.3,25.4,modelled
N20002673,Braid_G5,2.4,24.4,modelled
N20002675,Braid_H4,6.3,21.2,modelled
N20002676,Braid_H5,9.9,24.3,modelled
N20002677,Braid_F4,7.4,22.2,modelled
N20002678,Braid_H6,5.6,21.5,modelled
N20002679,Braid_F5,2.7,19.7,modelled
N20002680,Braid_K1,5.0,22.5,modelled
N20002681,Braid_K2,6.1,22.8,modelled
N20002682,Braid_K3,5.5,22.3,modelled
N20002683,Braid_K4,5.0,22.5,modelled
N20002686,Coast_Road_A1,83.1,72.2,modelled
N20002689,Coast_Road_B2,42.4,45.2,modelled
N20002690,Coast_Road_B3,51.1,50.8,modelled
N20002691,Coast_Road_C1,45.4,47.3,modelled
N20002692,Coast_Road_C2,31.4,37.6,modelled
N20002693,Coast_Road_C3,22.0,30.6,modelled
N20002694,Coast_Road_C4,32.7,39.2,modelled
N20002695,Coast_Road_D1,26.8,33.9,modelled
N20002696,Coast_Road_D2,33.4,38.9,modelled
N20002697,Coast_Road_D3,33.2,38.3,modelled
N20002698,Coast_Road_D4,44.0,47.8,modelled
N20002699,Coast_Road_F1,25.0,34.1,modelled
N20002700,Coast_Road_F2,27.8,35.5,modelled
N20002704,Coast_Road_E3,17.7,29.3,modelled
N20002705,Coast_Road_F3,21.8,33.7,modelled
N20002707,Coast_Road_G1,16.7,29.7,modelled
N20002708,Coast_Road_E4,18.5,30.7,modelled
N20002710,Coast_Road_H1,20.7,32.4,modelled
N20002712,Coast_Road_H3,21.0,31.9,modelled
N20002713,Coast_Road_J1,21.5,31.0,modelled
N20002715,Coast_Road_E5,33.9,39.1,modelled
N20002716,Coast_Road_F5,22.6,35.4,modelled
N20002717,Coast_Road_E6,36.5,42.2,modelled
N20002718,Coast_Road_G4,36.3,42.5,modelled
N20002719,Coast_Road_H4,14.7,30.4,modelled
N20002720,Coast_Road_J2,43.6,46.8,modelled
N20002722,Coast_Road_J4,17.0,27.7,modelled
N20002723,Coast_Road_H5,14.2,29.6,modelled
N20002724,Coast_Road_J5,26.9,36.8,modelled
N20002725,Larne_Lough_A1,18.8,30.5,modelled
N20002726,Larne_Lough_A2,30.5,36.8,modelled
N20002727,Larne_Lough_B1,31.8,41.0,modelled
N20002728,Larne_Lough_A3,27.2,35.1,modelled
N20002729,Larne_Lough_B2,26.0,32.1,modelled
N20002730,Larne_Lough_C1,20.8,32.9,modelled
N20002731,Larne_Lough_C2,21.1,33.4,modelled
N20002732,Larne_Lough_B3,21.2,32.1,modelled
N20002733,Larne_Lough_C3,28.8,37.5,modelled
N20002734,Larne_Lough_B4,14.5,28.7,modelled
N20002735,Larne_Lough_B5,20.2,32.1,modelled
N20002736,Larne_Lough_B6,14.5,26.4,modelled
N20002737,Larne_Lough_C4,26.9,36.0,modelled
N20002738,Larne_Lough_C5,24.9,36.4,modelled
N20002739,Larne_Lough_E1,6.8,22.6,modelled
N20002740,Larne_Lough_C6,9.7,25.2,modelled
N20002741,Larne_Lough_F1,4.0,20.8,modelled
N20002742,Larne_Lough_D1,10.4,24.3,modelled
N20002743,Larne_Lough_E2,4.1,21.1,modelled
N20002744,Larne_Lough_D2,6.8,22.4,modelled
N20002745,Larne_Lough_F2,5.7,22.5,modelled
N20002746,Larne_Lough_D3,3.0,19.7,modelled
N20002747,Larne_Lough_F3,5.2,22.1,modelled
N20002748,Larne_Lough_F4,7.5,25.5,modelled
N20002749,Larne_Lough_G1,6.2,22.0,modelled
N20002750,Larne_Lough_G2,4.9,22.3,modelled
N20002751,Larne_Lough_E3,5.8,21.9,modelled
N20002752,Larne_Lough_G3,3.8,21.6,modelled
N20002753,Larne_Lough_G4,4.4,21.1,modelled
N20002754,Larne_Lough_H1,14.9,31.7,modelled
N20002755,Larne_Lough_J1,11.6,24.5,modelled
N20002756,Larne_Lough_H2,13.4,29.0,modelled
N20002757,Larne_Lough_J2,16.7,30.7,modelled
N20002758,Larne_Lough_F5,13.4,26.6,modelled
N20002760,Larne_Lough_H4,20.1,34.0,modelled
N20002761,Larne_Lough_J3,17.6,29.9,modelled
N20002762,Larne_Lough_J4,19.0,30.4,modelled
N20002763,Carrick_Castle_A1,5.9,21.3,modelled
N20002764,Carrick_Castle_A2,8.3,24.5,modelled
N20002765,Carrick_Castle_A3,8.6,26.1,modelled
N20002766,Carrick_Castle_A4,6.2,22.1,modelled
N20002767,Carrick_Castle_B1,9.1,25.1,modelled
N20002768,Carrick_Castle_C1,6.0,23.0,modelled
N20002769,Carrick_Castle_A5,9.6,26.6,modelled
N20002770,Carrick_Castle_C2,8.8,25.7,modelled
N20002771,Carrick_Castle_E1,12.5,28.3,modelled
N20002772,Carrick_Castle_D1,1.5,22.7,modelled
N20002774,Carrick_Castle_E2,7.5,24.2,modelled
N20002775,Carrick_Castle_C3,6.2,22.3,modelled
N20002776,Carrick_Castle_D3,8.1,24.1,modelled
N20002777,Carrick_Castle_E3,7.7,22.3,modelled
N20002778,Carrick_Castle_B2,9.1,24.7,modelled
N20002779,Carrick_Castle_B3,8.2,25.0,modelled
N20002780,Carrick_Castle_D4,7.1,24.5,modelled
N20002781,Carrick_Castle_D5,5.4,24.0,modelled
N20002782,Carrick_Castle_E4,5.1,23.5,modelled
N20002783,Carrick_Castle_C4,5.7,20.1,modelled
N20002784,Carrick_Castle_B4,7.1,26.2,modelled
N20002785,Carrick_Castle_F1,7.0,22.5,modelled
N20002786,Carrick_Castle_E5,9.9,25.0,modelled
N20002788,Carrick_Castle_F3,7.3,22.5,modelled
N20002789,Carrick_Castle_F4,15.1,27.2,modelled
N20002790,Carrick_Castle_G1,11.3,27.9,modelled
N20002791,Carrick_Castle_F5,6.3,24.6,modelled
N20002792,Carrick_Castle_G2,11.2,25.7,modelled
N20002793,Carrick_Castle_G3,10.4,23.1,modelled
N20002794,Carrick_Castle_H1,9.9,26.3,modelled
N20002795,Carrick_Castle_G4,8.9,23.9,modelled
N20002796,Carrick_Castle_H2,13.9,31.5,modelled
N20002797,Carrick_Castle_H3,12.2,31.3,modelled
N20002798,Carrick_Castle_J1,16.5,32.7,modelled
N20002799,Carrick_Castle_J2,22.1,33.0,modelled
N20002800,Carrick_Castle_J3,13.9,26.8,modelled
N20002801,Carrick_Castle_J4,13.2,24.9,modelled
N20002802,Knockagh_A1,2.9,19.9,modelled
N20002803,Knockagh_B1,8.7,24.3,modelled
N20002804,Knockagh_B2,6.0,21.0,modelled
N20002805,Knockagh_C1,7.3,23.9,modelled
N20002806,Knockagh_C2,8.3,24.9,modelled
N20002807,Knockagh_C3,7.5,21.3,modelled
N20002808,Knockagh_B3,6.7,21.6,modelled
N20002809,Knockagh_A2,6.4,21.7,modelled
N20002810,Knockagh_C4,6.9,24.0,modelled
N20002811,Knockagh_D1,7.6,23.9,modelled
N20002812,Knockagh_F1,6.0,24.1,modelled
N20002813,Knockagh_D2,4.7,24.2,modelled
N20002814,Knockagh_C5,10.3,24.7,modelled
N20002815,Knockagh_D3,4.1,25.1,modelled
N20002816,Knockagh_D4,6.7,25.7,modelled
N20002817,Knockagh_E1,5.4,24.9,modelled
N20002818,Knockagh_E2,5.4,25.2,modelled
N20002819,Knockagh_F2,5.8,25.0,modelled
N20002820,Knockagh_F3,13.1,27.4,modelled
N20002821,Knockagh_E3,6.8,25.8,modelled
N20002822,Knockagh_F4,9.7,26.7,modelled
N20002823,Knockagh_F5,11.4,25.8,modelled
N20002824,Knockagh_F6,16.5,30.4,modelled
N20002825,Knockagh_G1,13.3,26.8,modelled
N20002826,Knockagh_G2,9.4,24.4,modelled
N20002828,Knockagh_H1,12.8,28.5,modelled
N20002829,Knockagh_H2,7.7,25.7,modelled
N20002830,Knockagh_J1,16.5,30.3,modelled
N20002831,Knockagh_H3,11.6,27.1,modelled
N20002832,Knockagh_G4,14.2,28.2,modelled
N20002833,Knockagh_H4,8.8,26.6,modelled
N20002834,Knockagh_H5,8.7,25.1,modelled
N20002835,Knockagh_J2,14.3,30.4,modelled
N20002836,Knockagh_J3,22.1,33.8,modelled
N20002837,Carntogher_B1,68.4,62.7,modelled
N20002839,Carntogher_B2,68.1,62.3,modelled
N20002840,Carntogher_A2,44.3,46.2,modelled
N20002843,Carntogher_A3,62.9,58.2,modelled
N20002846,Carntogher_A4,10.6,24.6,modelled
N20002848,Carntogher_C1,80.2,70.2,modelled
N20002850,Carntogher_E1,87.9,76.4,modelled
N20002851,Carntogher_E2,82.8,71.9,modelled
N20002852,Carntogher_E3,94.7,80.8,modelled
N20002853,Carntogher_C3,22.1,31.0,modelled
N20002855,Carntogher_F2,55.2,53.3,modelled
N20002856,Carntogher_E4,89.6,76.4,modelled
N20002857,Carntogher_F3,33.0,39.0,modelled
N20002858,Carntogher_F4,82.1,71.9,modelled
N20002859,Carntogher_C4,95.4,81.1,modelled
N20002860,Carntogher_D3,85.0,74.2,modelled
N20002861,Carntogher_C5,93.9,80.1,modelled
N20002862,Carntogher_D4,92.6,78.8,modelled
N20002863,Carntogher_D5,90.4,77.5,modelled
N20002865,Moyola_C1,92.0,78.4,modelled
N20002867,Moyola_B1,10.9,24.1,modelled
N20002869,Moyola_A2,90.8,77.9,modelled
N20002870,Moyola_A3,86.5,75.4,modelled
N20002871,Moyola_E1,54.7,53.1,modelled
N20002872,Moyola_B2,23.7,32.2,modelled
N20002874,Moyola_D2,91.6,78.5,modelled
N20002875,Moyola_D3,93.5,79.1,modelled
N20002876,Moyola_E2,30.0,36.8,modelled
N20002877,Moyola_E3,55.9,53.8,modelled
N20002878,Moyola_D4,95.0,80.6,modelled
N20002879,Moyola_E4,46.1,47.3,modelled
N20002880,Moyola_F1,54.3,54.1,modelled
N20002881,Moyola_F2,34.7,39.4,modelled
N20002882,Moyola_C3,81.8,71.4,modelled
N20002883,Moyola_F3,44.3,46.3,modelled
N20002884,Moyola_F4,53.6,53.4,modelled
N20002885,Moyola_G1,92.1,79.4,modelled
N20002886,Moyola_G2,46.9,47.9,modelled
N20002887,Moyola_C4,92.7,79.6,modelled
N20002888,Moyola_G3,92.2,78.8,modelled
N20002890,Moyola_G4,89.7,77.1,modelled
N20002891,Moyola_H2,51.0,50.4,modelled
N20002892,Moyola_H3,81.7,71.4,modelled
N20002893,Moyola_H4,77.6,68.4,modelled
N20002894,Magherafelt_A1,76.4,68.3,modelled
N20002895,Magherafelt_A2,72.5,66.1,modelled
N20002896,Magherafelt_C1,59.9,57.6,modelled
N20002897,Magherafelt_A3,62.1,59.0,modelled
N20002900,Magherafelt_C2,70.1,64.0,modelled
N20002901,Magherafelt_A5,59.6,58.2,modelled
N20002902,Magherafelt_A6,53.5,53.3,modelled
N20002903,Magherafelt_C3,66.7,61.8,modelled
N20002904,Magherafelt_B2,61.1,59.5,modelled
N20002905,Magherafelt_A7,48.6,50.4,modelled
N20002906,Magherafelt_B3,79.7,70.2,modelled
N20002907,Magherafelt_B4,33.3,40.1,modelled
N20002908,Magherafelt_B5,63.6,60.5,modelled
N20002909,Magherafelt_C4,54.3,53.3,modelled
N20002910,Magherafelt_C5,56.0,54.5,modelled
N20002911,Magherafelt_D1,61.8,58.1,modelled
N20002912,Magherafelt_C6,50.5,50.8,modelled
N20002913,Magherafelt_E1,19.3,29.5,modelled
N20002914,Magherafelt_E2,39.1,42.6,modelled
N20002915,Magherafelt_D2,35.8,40.5,modelled
N20002916,Magherafelt_G1,82.0,71.2,modelled
N20002917,Magherafelt_G2,63.0,58.4,modelled
N20002920,Magherafelt_D4,40.6,43.0,modelled
N20002922,Magherafelt_F2,46.2,47.7,modelled
N20002923,Magherafelt_F3,51.2,52.0,modelled
N20002924,Magherafelt_F4,40.7,44.4,modelled
N20002926,Magherafelt_D5,27.4,34.5,modelled
N20002927,Magherafelt_G4,82.9,72.4,modelled
N20002928,Magherafelt_E4,42.7,44.7,modelled
N20002930,Cookstown_A2,80.6,70.3,modelled
N20002931,Cookstown_A3,25.7,34.0,modelled
N20002932,Cookstown_B1,26.7,35.0,modelled
N20002933,Cookstown_E1,80.1,69.7,modelled
N20002934,Cookstown_B2,19.0,29.5,modelled
N20002935,Cookstown_B3,10.8,23.4,modelled
N20002937,Cookstown_B4,36.4,40.8,modelled
N20002938,Cookstown_C1,8.8,24.0,modelled
N20002939,Cookstown_E3,15.9,29.1,modelled
N20002940,Cookstown_C2,36.2,44.0,modelled
N20002941,Cookstown_D1,53.9,55.1,modelled
N20002942,Cookstown_G1,43.9,45.0,modelled
N20002943,Cookstown_D2,57.9,57.5,modelled
N20002945,Cookstown_C3,81.1,71.5,modelled
N20002946,Cookstown_C4,74.1,67.8,modelled
N20002947,Cookstown_C5,50.4,51.2,modelled
N20002948,Cookstown_A5,91.3,78.7,modelled
N20002949,Cookstown_D3,69.5,63.3,modelled
N20002950,Cookstown_C6,61.4,60.9,modelled
N20002953,Cookstown_D4,62.3,58.6,modelled
N20002954,Cookstown_B5,68.2,62.5,modelled
N20002956,Cookstown_F1,90.9,78.6,modelled
N20002957,Cookstown_F2,76.2,69.7,modelled
N20002958,Cookstown_B6,73.2,66.9,modelled
N20002960,Cookstown_F3,24.1,33.2,modelled
N20002961,Cookstown_H1,73.1,67.5,modelled
N20002962,Cookstown_F4,66.5,62.5,modelled
N20002964,Cookstown_H3,56.1,55.2,modelled
N20002965,Cookstown_H4,67.5,63.4,modelled
N20002967,Cookstown_J2,26.9,34.7,modelled
N20002968,Cookstown_G3,15.0,27.5,modelled
N20002969,Cookstown_G4,21.3,32.1,modelled
N20002970,Cookstown_K1,89.2,77.1,modelled
N20002971,Cookstown_J3,60.0,56.9,modelled
N20002972,Cookstown_K2,91.1,78.4,modelled
N20002973,Cookstown_J4,76.3,67.6,modelled
N20002974,Cookstown_K3,64.8,59.3,modelled
N20002979,Torrent_B1,18.3,28.4,modelled
N20002982,Torrent_D1,86.4,74.4,modelled
N20002983,Torrent_C1,73.5,66.1,modelled
N20002984,Torrent_D2,75.3,66.9,modelled
N20002986,Torrent_C2,64.5,58.9,modelled
N20002988,Torrent_B5,66.1,60.7,modelled
N20002989,Torrent_D3,88.0,75.7,modelled
N20002990,Torrent_E1,82.1,71.7,modelled
N20002991,Torrent_C3,94.8,80.6,modelled
N20002993,Torrent_C4,89.3,76.5,modelled
N20002994,Torrent_G1,20.8,31.6,modelled
N20002995,Torrent_F1,94.1,79.9,modelled
N20002997,Torrent_F2,92.9,79.6,modelled
N20002998,Torrent_E3,87.9,75.6,modelled
N20002999,Torrent_F3,89.8,77.7,modelled
N20003001,Torrent_H1,94.5,80.3,modelled
N20003002,Torrent_H2,82.9,72.9,modelled
N20003003,Torrent_H3,85.8,75.4,modelled
N20003004,Torrent_G2,38.6,42.4,modelled
N20003005,Torrent_H4,87.5,76.4,modelled
N20003006,Torrent_F4,86.9,76.8,modelled
N20003007,Torrent_E4,83.7,72.9,modelled
N20003009,Torrent_G3,82.9,72.3,modelled
N20003010,Torrent_H6,91.4,79.0,modelled
N20003012,Torrent_F5,92.6,80.5,modelled
N20003013,Torrent_F6,87.3,75.8,modelled
N20003014,Torrent_G4,91.1,78.0,modelled
N20003018,Dungannon_D1,73.3,66.6,modelled
N20003019,Dungannon_G1,56.9,54.4,modelled
N20003020,Dungannon_A1,84.5,75.8,modelled
N20003021,Dungannon_G2,77.7,68.6,modelled
N20003022,Dungannon_A2,84.6,74.8,modelled
N20003025,Dungannon_B2,88.4,76.1,modelled
N20003026,Dungannon_A3,84.6,75.4,modelled
N20003027,Dungannon_D3,38.9,44.8,modelled
N20003028,Dungannon_A4,84.0,73.8,modelled
N20003030,Dungannon_B3,86.7,75.5,modelled
N20003031,Dungannon_A6,72.2,66.1,modelled
N20003032,Dungannon_B4,83.7,75.2,modelled
N20003033,Dungannon_F1,90.4,78.6,modelled
N20003034,Dungannon_C1,73.1,66.6,modelled
N20003035,Dungannon_F2,92.6,79.0,modelled
N20003036,Dungannon_G3,47.2,48.0,modelled
N20003037,Dungannon_C2,81.4,73.5,modelled
N20003038,Dungannon_C3,65.3,63.9,modelled
N20003039,Dungannon_E1,55.4,54.7,modelled
N20003040,Dungannon_E2,44.7,47.1,modelled
N20003041,Dungannon_F3,89.7,78.4,modelled
N20003042,Dungannon_F4,81.1,72.6,modelled
N20003043,Dungannon_F5,54.5,53.1,modelled
N20003044,Dungannon_H1,53.3,53.3,modelled
N20003045,Dungannon_E3,47.7,49.1,modelled
N20003046,Dungannon_E4,57.6,56.3,modelled
N20003047,Dungannon_H2,55.1,55.4,modelled
N20003048,Dungannon_D4,18.5,30.0,modelled
N20003049,Dungannon_H3,40.2,43.9,modelled
N20003050,Dungannon_F6,52.0,52.3,modelled
N20003051,Dungannon_H4,43.7,49.2,modelled
N20003052,Dungannon_H5,10.8,24.8,modelled
N20003053,Dungannon_H6,2.5,18.7,modelled
N20003054,Dungannon_D5,40.6,43.8,modelled
N20003055,Dungannon_G4,32.2,37.8,modelled
N20003056,Dungannon_G5,40.7,43.7,modelled
N20003057,Dungannon_K1,46.0,47.5,modelled
N20003058,Dungannon_J1,75.6,67.9,modelled
