DZ21,catholic_bg_pct,proj_unity_pct,provenance
N20000358,36.9,36.4,modelled
N20000359,nan,nan,modelled
N20000360,48.5,44.5,modelled
N20000361,63.5,54.1,modelled
N20000362,nan,nan,modelled
N20000363,nan,nan,modelled
N20000364,34.0,34.9,modelled
N20000365,nan,nan,modelled
N20000366,23.6,28.0,modelled
N20000367,41.8,39.6,modelled
N20000368,nan,nan,modelled
N20000369,nan,nan,modelled
N20000370,nan,nan,modelled
N20000371,90.0,70.6,modelled
N20000372,nan,nan,modelled
N20000373,92.2,71.8,modelled
N20000374,nan,nan,modelled
N20000375,87.1,69.5,modelled
N20000376,nan,nan,modelled
N20000377,31.1,33.2,modelled
N20000378,nan,nan,modelled
N20000379,79.9,64.5,modelled
N20000380,72.0,58.9,modelled
N20000381,83.0,67.1,modelled
N20000382,nan,nan,modelled
N20000383,28.9,31.1,modelled
N20000384,11.4,20.3,modelled
N20000385,nan,nan,modelled
N20000386,nan,nan,modelled
N20000387,12.9,20.7,modelled
N20000388,11.1,20.4,modelled
N20000389,17.0,24.8,modelled
N20000390,17.7,25.1,modelled
N20000391,nan,nan,modelled
N20000392,8.8,18.1,modelled
N20000393,25.7,29.2,modelled
N20000394,nan,nan,modelled
N20000395,43.2,41.7,modelled
N20000396,10.7,20.1,modelled
N20000397,3.6,14.5,modelled
N20000398,31.9,33.9,modelled
N20000399,nan,nan,modelled
N20000400,nan,nan,modelled
N20000401,71.2,59.0,modelled
N20000402,nan,nan,modelled
N20000403,41.9,40.7,modelled
N20000404,17.1,23.8,modelled
N20000405,28.9,31.1,modelled
N20000406,nan,nan,modelled
N20000407,nan,nan,modelled
N20000408,21.1,26.6,modelled
N20000409,5.0,15.0,modelled
N20000410,15.8,23.2,modelled
N20000411,36.3,37.0,modelled
N20000412,20.2,26.1,modelled
N20000413,23.7,29.0,modelled
N20000414,18.9,25.7,modelled
N20000415,nan,nan,modelled
N20000416,33.3,34.3,modelled
N20000417,8.9,18.7,modelled
N20000418,38.1,37.3,modelled
N20000419,24.5,28.2,modelled
N20000420,18.4,24.1,modelled
N20000421,nan,nan,modelled
N20000422,77.4,62.9,modelled
N20000423,93.2,73.0,modelled
N20000424,82.6,66.2,modelled
N20000425,nan,nan,modelled
N20000426,nan,nan,modelled
N20000427,92.4,72.5,modelled
N20000428,91.7,72.0,modelled
N20000429,nan,nan,modelled
N20000430,21.4,26.7,modelled
N20000431,nan,nan,modelled
N20000432,nan,nan,modelled
N20000433,nan,nan,modelled
N20000434,55.3,49.0,modelled
N20000435,76.3,62.8,modelled
N20000436,nan,nan,modelled
N20000437,56.3,49.2,modelled
N20000438,nan,nan,modelled
N20000439,91.3,71.7,modelled
N20000440,19.7,26.0,modelled
N20000441,70.2,57.8,modelled
N20000442,nan,nan,modelled
N20000443,nan,nan,modelled
N20000444,54.0,48.8,modelled
N20000445,nan,nan,modelled
N20000446,32.9,34.5,modelled
N20000447,nan,nan,modelled
N20000448,85.5,68.6,modelled
N20000449,nan,nan,modelled
N20000450,10.5,19.2,modelled
N20000451,26.3,30.0,modelled
N20000452,82.5,66.8,modelled
N20000453,nan,nan,modelled
N20000454,nan,nan,modelled
N20000455,23.2,28.2,modelled
N20000456,14.7,22.2,modelled
N20000457,14.0,21.8,modelled
N20000458,nan,nan,modelled
N20000459,18.4,24.4,modelled
N20000460,18.8,25.6,modelled
N20000461,nan,nan,modelled
N20000462,nan,nan,modelled
N20000463,7.6,17.0,modelled
N20000464,13.4,21.3,modelled
N20000465,44.1,40.8,modelled
N20000466,8.8,18.6,modelled
N20000467,47.2,43.4,modelled
N20000468,17.6,24.3,modelled
N20000469,10.4,19.0,modelled
N20000470,nan,nan,modelled
N20000471,nan,nan,modelled
N20000472,11.8,20.6,modelled
N20000473,nan,nan,modelled
N20000474,15.5,22.7,modelled
N20000475,nan,nan,modelled
N20000476,nan,nan,modelled
N20000477,89.7,70.9,modelled
N20000478,nan,nan,modelled
N20000479,nan,nan,modelled
N20000480,nan,nan,modelled
N20000481,92.0,71.9,modelled
N20000482,60.1,51.4,modelled
N20000483,93.0,73.0,modelled
N20000484,nan,nan,modelled
N20000485,nan,nan,modelled
N20000486,nan,nan,modelled
N20000487,nan,nan,modelled
N20000488,54.5,47.8,modelled
N20000489,nan,nan,modelled
N20000490,nan,nan,modelled
N20000491,nan,nan,modelled
N20000492,nan,nan,modelled
N20000493,nan,nan,modelled
N20000494,nan,nan,modelled
N20000495,nan,nan,modelled
N20000496,nan,nan,modelled
N20000497,nan,nan,modelled
N20000498,nan,nan,modelled
N20000499,nan,nan,modelled
N20000500,81.5,65.6,modelled
N20000501,nan,nan,modelled
N20000502,nan,nan,modelled
N20000503,nan,nan,modelled
N20000504,nan,nan,modelled
N20000505,85.5,67.9,modelled
N20000506,nan,nan,modelled
N20000507,29.8,32.3,modelled
N20000508,85.9,68.2,modelled
N20000509,nan,nan,modelled
N20000510,12.2,20.8,modelled
N20000511,nan,nan,modelled
N20000512,nan,nan,modelled
N20000513,nan,nan,modelled
N20000514,22.1,27.5,modelled
N20000515,37.3,37.1,modelled
N20000516,87.1,68.5,modelled
N20000517,6.7,17.0,modelled
N20000518,nan,nan,modelled
N20000519,13.6,21.3,modelled
N20000520,7.5,17.8,modelled
N20000521,nan,nan,modelled
N20000522,nan,nan,modelled
N20000523,14.0,21.8,modelled
N20000524,76.2,61.4,modelled
N20000525,nan,nan,modelled
N20000526,nan,nan,modelled
N20000527,30.5,32.9,modelled
N20000528,nan,nan,modelled
N20000529,19.6,25.8,modelled
N20000530,nan,nan,modelled
N20000531,nan,nan,modelled
N20000532,nan,nan,modelled
N20000533,12.4,20.1,modelled
N20000534,23.2,28.4,modelled
N20000535,nan,nan,modelled
N20000536,82.9,66.5,modelled
N20000537,8.0,17.7,modelled
N20000538,nan,nan,modelled
N20000539,14.7,22.1,modelled
N20000540,nan,nan,modelled
N20000541,nan,nan,modelled
N20000542,13.7,21.6,modelled
N20000543,nan,nan,modelled
N20000544,9.5,18.8,modelled
N20000545,7.5,17.6,modelled
N20000546,18.3,24.5,modelled
N20000547,14.0,21.6,modelled
N20000548,nan,nan,modelled
N20000549,8.4,17.8,modelled
N20000550,nan,nan,modelled
N20000551,9.2,18.3,modelled
N20000552,8.5,18.3,modelled
N20000553,12.1,21.1,modelled
N20000554,nan,nan,modelled
N20000555,5.2,16.5,modelled
N20000556,nan,nan,modelled
N20000557,6.5,16.8,modelled
N20000558,9.3,19.2,modelled
N20000559,5.4,16.3,modelled
N20000560,19.3,25.1,modelled
N20000561,8.4,18.5,modelled
N20000562,8.8,18.8,modelled
N20000563,26.8,29.8,modelled
N20000564,nan,nan,modelled
N20000565,19.6,25.7,modelled
N20000566,15.3,23.0,modelled
N20000567,5.2,16.7,modelled
N20000568,17.1,24.5,modelled
N20000569,20.3,26.0,modelled
N20000570,24.5,28.7,modelled
N20000571,19.2,25.6,modelled
N20000572,nan,nan,modelled
N20000573,19.6,26.1,modelled
N20000574,15.7,22.9,modelled
N20000575,15.6,23.3,modelled
N20000576,nan,nan,modelled
N20000577,nan,nan,modelled
N20000578,18.9,24.4,modelled
N20000579,11.1,20.2,modelled
N20000580,18.6,24.8,modelled
N20000581,nan,nan,modelled
N20000582,12.8,20.9,modelled
N20000583,13.2,21.0,modelled
N20000584,nan,nan,modelled
N20000585,18.7,24.4,modelled
N20000586,11.0,19.8,modelled
N20000587,nan,nan,modelled
N20000588,nan,nan,modelled
N20000589,5.9,17.2,modelled
N20000590,25.5,29.6,modelled
N20000591,19.1,25.2,modelled
N20000592,41.8,39.6,modelled
N20000593,24.6,28.6,modelled
N20000594,24.4,28.4,modelled
N20000595,38.5,37.5,modelled
N20000596,nan,nan,modelled
N20000597,61.4,53.1,modelled
N20000598,55.1,48.1,modelled
N20000599,23.5,28.2,modelled
N20000600,64.3,55.2,modelled
N20000601,38.9,38.4,modelled
N20000602,36.8,36.5,modelled
N20000603,18.2,24.7,modelled
N20000604,nan,nan,modelled
N20000605,65.3,54.3,modelled
N20000606,48.6,43.8,modelled
N20000607,nan,nan,modelled
N20000608,29.6,31.7,modelled
N20000609,35.0,35.9,modelled
N20000610,28.9,31.0,modelled
N20000611,nan,nan,modelled
N20000612,36.5,35.7,modelled
N20000613,33.2,34.0,modelled
N20000614,24.2,28.0,modelled
N20000615,47.3,43.7,modelled
N20000616,nan,nan,modelled
N20000617,nan,nan,modelled
N20000618,nan,nan,modelled
N20000619,nan,nan,modelled
N20000620,nan,nan,modelled
N20000621,nan,nan,modelled
N20000622,51.2,46.1,modelled
N20000623,31.1,33.1,modelled
N20000624,45.3,41.3,modelled
N20000625,50.8,46.6,modelled
N20000626,nan,nan,modelled
N20000627,41.6,39.4,modelled
N20000628,19.8,25.1,modelled
N20000629,23.7,28.1,modelled
N20000630,35.4,34.8,modelled
N20000631,36.6,36.2,modelled
N20000632,39.2,38.5,modelled
N20000633,23.3,27.7,modelled
N20000634,11.5,20.9,modelled
N20000635,nan,nan,modelled
N20000636,27.4,30.6,modelled
N20000637,25.5,29.0,modelled
N20000638,24.3,28.4,modelled
N20000639,27.8,30.6,modelled
N20000640,nan,nan,modelled
N20000641,38.4,37.7,modelled
N20000642,52.1,46.3,modelled
N20000643,39.2,38.4,modelled
N20000644,nan,nan,modelled
N20000645,45.0,41.5,modelled
N20000646,57.7,49.9,modelled
N20000647,54.7,48.6,modelled
N20000648,17.7,24.0,modelled
N20000649,35.8,35.8,modelled
N20000650,18.9,25.3,modelled
N20000651,63.9,54.2,modelled
N20000652,42.5,40.4,modelled
N20000653,nan,nan,modelled
N20000654,70.3,57.9,modelled
N20000655,7.0,17.4,modelled
N20000656,nan,nan,modelled
N20000657,21.9,27.2,modelled
N20000658,24.7,29.1,modelled
N20000659,nan,nan,modelled
N20000660,32.6,33.2,modelled
N20000661,44.6,41.7,modelled
N20000662,nan,nan,modelled
N20000663,38.6,37.6,modelled
N20000664,5.9,16.4,modelled
N20000665,11.5,20.6,modelled
N20000666,4.8,15.8,modelled
N20000667,14.7,21.8,modelled
N20000668,10.9,19.6,modelled
N20000669,8.3,18.0,modelled
N20000670,8.5,18.9,modelled
N20000671,7.6,18.1,modelled
N20000672,8.8,18.1,modelled
N20000673,nan,nan,modelled
N20000674,16.9,23.1,modelled
N20000675,4.6,16.5,modelled
N20000676,nan,nan,modelled
N20000677,3.6,15.2,modelled
N20000678,nan,nan,modelled
N20000679,9.2,18.9,modelled
N20000680,nan,nan,modelled
N20000681,11.4,19.9,modelled
N20000682,nan,nan,modelled
N20000683,nan,nan,modelled
N20000684,nan,nan,modelled
N20000685,16.2,23.3,modelled
N20000686,12.9,21.8,modelled
N20000687,nan,nan,modelled
N20000688,21.0,26.0,modelled
N20000689,13.2,21.3,modelled
N20000690,nan,nan,modelled
N20000691,nan,nan,modelled
N20000692,29.2,31.8,modelled
N20000693,12.8,20.9,modelled
N20000694,17.8,24.4,modelled
N20000695,nan,nan,modelled
N20000696,33.1,34.4,modelled
N20000697,11.0,20.4,modelled
N20000698,27.6,30.6,modelled
N20000699,34.5,35.4,modelled
N20000700,nan,nan,modelled
N20000701,nan,nan,modelled
N20000702,78.3,63.6,modelled
N20000703,nan,nan,modelled
N20000704,nan,nan,modelled
N20000705,63.8,53.6,modelled
N20000706,91.9,72.1,modelled
N20000707,90.8,71.6,modelled
N20000708,nan,nan,modelled
N20000709,71.4,59.3,modelled
N20000710,79.5,64.3,modelled
N20000711,nan,nan,modelled
N20000712,78.9,64.3,modelled
N20000713,nan,nan,modelled
N20000714,nan,nan,modelled
N20000715,nan,nan,modelled
N20000716,12.5,21.1,modelled
N20000717,nan,nan,modelled
N20000718,7.6,18.7,modelled
N20000719,90.6,71.3,modelled
N20000720,4.3,15.3,modelled
N20000721,nan,nan,modelled
N20000722,15.4,23.1,modelled
N20000723,9.3,19.2,modelled
N20000724,nan,nan,modelled
N20000725,85.2,68.2,modelled
N20000726,49.0,44.6,modelled
N20000727,9.4,19.2,modelled
N20000728,12.6,20.8,modelled
N20000729,nan,nan,modelled
N20000730,13.3,21.5,modelled
N20000731,nan,nan,modelled
N20000732,86.2,68.0,modelled
N20000733,73.0,60.1,modelled
N20000734,88.4,69.8,modelled
N20000735,91.4,71.9,modelled
N20000736,9.7,19.1,modelled
N20000737,12.2,21.1,modelled
N20000738,77.9,63.2,modelled
N20000739,nan,nan,modelled
N20000740,86.7,68.8,modelled
N20000741,87.9,69.4,modelled
N20000742,nan,nan,modelled
N20000743,nan,nan,modelled
N20000744,nan,nan,modelled
N20000745,76.5,62.5,modelled
N20000746,nan,nan,modelled
N20000747,82.2,66.5,modelled
N20000748,nan,nan,modelled
N20000749,nan,nan,modelled
N20000750,84.7,67.5,modelled
N20000751,90.7,71.6,modelled
N20000752,nan,nan,modelled
N20000753,nan,nan,modelled
N20000754,nan,nan,modelled
N20000755,nan,nan,modelled
N20000756,86.4,68.6,modelled
N20000757,nan,nan,modelled
N20000758,nan,nan,modelled
N20000759,nan,nan,modelled
N20000760,88.8,70.1,modelled
N20000761,nan,nan,modelled
N20000762,91.6,71.5,modelled
N20000763,nan,nan,modelled
N20000764,67.4,56.6,modelled
N20000765,88.3,69.7,modelled
N20000766,nan,nan,modelled
N20000767,79.4,63.6,modelled
N20000768,nan,nan,modelled
N20000769,71.0,58.7,modelled
N20000770,nan,nan,modelled
N20000771,nan,nan,modelled
N20000772,67.4,57.4,modelled
N20000773,nan,nan,modelled
N20000774,nan,nan,modelled
N20000775,nan,nan,modelled
N20000776,6.7,17.6,modelled
N20000777,nan,nan,modelled
N20000778,nan,nan,modelled
N20000779,87.5,69.5,modelled
N20000780,nan,nan,modelled
N20000781,nan,nan,modelled
N20000782,nan,nan,modelled
N20000783,86.9,69.0,modelled
N20000784,nan,nan,modelled
N20000785,92.3,72.1,modelled
N20000786,65.5,55.3,modelled
N20000787,87.9,69.4,modelled
N20000788,83.6,66.7,modelled
N20000789,71.5,59.1,modelled
N20000790,10.2,19.5,modelled
N20000791,57.5,49.6,modelled
N20000792,84.0,67.1,modelled
N20000793,78.3,63.7,modelled
N20000794,84.0,67.4,modelled
N20000795,25.0,29.4,modelled
N20000796,79.1,63.3,modelled
N20000797,57.0,49.0,modelled
N20000798,8.8,18.7,modelled
N20000799,82.1,65.4,modelled
N20000800,13.9,21.8,modelled
N20000801,10.2,19.7,modelled
N20000802,88.9,69.6,modelled
N20000803,nan,nan,modelled
N20000804,nan,nan,modelled
N20000805,nan,nan,modelled
N20000806,6.1,16.9,modelled
N20000807,77.0,62.0,modelled
N20000808,82.8,65.9,modelled
N20000809,nan,nan,modelled
N20000810,80.5,64.7,modelled
N20000811,nan,nan,modelled
N20000812,88.2,69.4,modelled
N20000813,nan,nan,modelled
N20000814,nan,nan,modelled
N20000815,86.6,68.2,modelled
N20000816,72.0,58.9,modelled
N20000817,60.8,51.3,modelled
N20000818,81.1,64.9,modelled
N20000819,47.0,42.7,modelled
N20000820,4.2,15.8,modelled
N20000821,nan,nan,modelled
N20000822,82.7,65.4,modelled
N20000823,34.4,34.8,modelled
N20000824,76.1,61.8,modelled
N20000825,nan,nan,modelled
N20000826,41.0,38.9,modelled
N20000827,76.3,61.9,modelled
N20000828,16.1,22.9,modelled
N20000829,11.9,20.9,modelled
N20000830,nan,nan,modelled
N20000831,86.1,68.0,modelled
N20000832,43.1,39.8,modelled
N20000833,nan,nan,modelled
N20000834,nan,nan,modelled
N20000835,13.1,21.7,modelled
N20000836,74.2,60.4,modelled
N20000837,7.3,17.6,modelled
N20000838,nan,nan,modelled
N20000839,nan,nan,modelled
N20000840,81.7,66.1,modelled
N20000841,54.4,48.6,modelled
N20000842,nan,nan,modelled
N20000843,72.3,59.8,modelled
N20000844,5.1,16.3,modelled
N20000845,nan,nan,modelled
N20000846,nan,nan,modelled
N20000847,8.5,18.9,modelled
N20000848,nan,nan,modelled
N20000849,71.6,59.8,modelled
N20000850,14.0,22.0,modelled
N20000851,nan,nan,modelled
N20000852,10.7,20.4,modelled
N20000853,13.5,22.0,modelled
N20000854,nan,nan,modelled
N20000855,44.3,46.5,modelled
N20000856,5.2,15.9,modelled
N20000857,33.6,36.2,modelled
