DZ21,label,con,yes_raw,yes,pop
N20000716,Oldpark_C1,BELFAST NORTH,15.99,27.2,529.0
N20000568,Lagan_River_D2,LAGAN VALLEY,16.93,28.2,387.0
N20000157,Three_Mile_Water_H4,SOUTH ANTRIM,15.05,26.3,546.0
N20000805,Castle_G1,BELFAST NORTH,18.66,29.9,444.0
N20000565,Lagan_River_D1,LAGAN VALLEY,17.29,28.5,456.0
N20002750,Larne_Lough_G2,EAST ANTRIM,9.39,20.6,263.0
N20003484,Newtownards_D1,STRANGFORD,11.93,23.2,455.0
N20002553,Bannside_C3,NORTH ANTRIM,31.61,42.8,345.0
N20003766,Ards_Peninsula_J4,STRANGFORD,10.13,21.4,489.0
N20001061,Lisnasharragh_K3,BELFAST SOUTH,48.77,60.0,476.0
N20001473,Benbradagh_F4,EAST LONDONDERRY,73.13,84.4,477.0
N20001617,Causeway_J2,EAST LONDONDERRY,8.39,19.6,398.0
N20000072,Antrim_L2,SOUTH ANTRIM,20.6,31.8,447.0
N20000396,Portadown_K2,UPPER BANN,13.04,24.3,319.0
N20002111,Enniskillen_H2,FERMANAGH AND SOUTH TYRONE,37.41,48.6,377.0
N20001289,Collin_R2,BELFAST WEST,44.48,55.7,314.0
N20000613,Banbridge_E2,UPPER BANN,24.6,35.8,277.0
N20001202,Balmoral_H1,BELFAST SOUTH,53.13,64.4,316.0
N20002762,Larne_Lough_J4,EAST ANTRIM,17.81,29.0,548.0
N20001280,Collin_J4,BELFAST WEST,53.34,64.6,263.0
N20003637,Bangor_Central_B4,NORTH DOWN,17.09,28.3,386.0
N20003387,Rowallane_E5,STRANGFORD,27.08,38.3,498.0
N20001487,Limavady_C1,EAST LONDONDERRY,21.22,32.5,349.0
N20002730,Larne_Lough_C1,EAST ANTRIM,16.06,27.3,346.0
N20000152,Three_Mile_Water_G2,EAST ANTRIM,23.68,34.9,333.0
N20001872,Waterside_C5,FOYLE,44.91,56.1,477.0
N20001248,Collin_E3,BELFAST WEST,71.6,82.8,299.0
N20003394,Downpatrick_A3,SOUTH DOWN,60.03,71.3,482.0
N20002148,Erne_North_G3,FERMANAGH AND SOUTH TYRONE,33.48,44.7,527.0
N20001607,Causeway_D1,EAST LONDONDERRY,22.31,33.5,389.0
N20000174,Macedon_D1,BELFAST NORTH,8.58,19.8,485.0
N20001067,Lisnasharragh_N5,BELFAST EAST,15.32,26.6,311.0
N20002606,Ballymena_E1,NORTH ANTRIM,21.62,32.8,612.0
N20002724,Coast_Road_J5,EAST ANTRIM,18.85,30.1,279.0
N20002871,Moyola_E1,MID ULSTER,42.47,53.7,598.0
N20000651,Banbridge_P2,SOUTH DOWN,50.11,61.3,570.0
N20001089,Botanic_A5,BELFAST SOUTH,10.87,22.1,187.0
N20002755,Larne_Lough_J1,EAST ANTRIM,12.69,23.9,432.0
N20002880,Moyola_F1,MID ULSTER,40.55,51.8,418.0
N20001800,Foyleside_G4,FOYLE,63.71,74.9,338.0
N20000977,Ormiston_J1,BELFAST EAST,16.06,27.3,369.0
N20000641,Banbridge_K4,UPPER BANN,28.93,40.2,547.0
N20001912,Faughan_A4,FOYLE,60.64,71.9,447.0
N20002421,Lisburn_North_K4,LAGAN VALLEY,23.6,34.8,250.0
N20001944,Faughan_H3,EAST LONDONDERRY,54.05,65.3,416.0
N20003539,Holywood_and_Clandeboye_F1,NORTH DOWN,22.92,34.1,304.0
N20000282,Airport_F3,SOUTH ANTRIM,40.65,51.9,363.0
N20000898,Titanic_Q1,BELFAST EAST,19.69,30.9,243.0
N20002095,Enniskillen_B4,FERMANAGH AND SOUTH TYRONE,57.05,68.3,446.0
N20002520,Castlereagh_East_C6,BELFAST EAST,11.81,23.0,425.0
N20001400,Court_F3,BELFAST NORTH,15.52,26.8,211.0
N20000678,Cusher_C1,NEWRY AND ARMAGH,10.34,21.6,470.0
N20000756,Oldpark_K4,BELFAST NORTH,64.96,76.2,328.0
N20000039,Antrim_B2,SOUTH ANTRIM,21.18,32.4,437.0
N20002613,Ballymena_E3,NORTH ANTRIM,24.02,35.3,594.0
N20000162,Three_Mile_Water_G5,EAST ANTRIM,17.98,29.2,647.0
N20002516,Castlereagh_East_D2,BELFAST EAST,14.52,25.8,476.0
N20000135,Three_Mile_Water_D2,SOUTH ANTRIM,13.69,24.9,465.0
N20000924,Titanic_P4,BELFAST SOUTH,20.96,32.2,358.0
N20001684,The_Glens_G4,EAST ANTRIM,66.91,78.1,580.0
N20002086,Enniskillen_B1,FERMANAGH AND SOUTH TYRONE,53.08,64.3,596.0
N20002433,Downshire_East_A6,LAGAN VALLEY,19.43,30.7,319.0
N20000855,Castle_Q3,BELFAST NORTH,44.68,55.9,1470.0
N20000653,Banbridge_L4,SOUTH DOWN,27.92,39.2,520.0
N20002492,Castlereagh_South_H1,BELFAST SOUTH,19.16,30.4,289.0
N20000677,Cusher_B6,NEWRY AND ARMAGH,8.4,19.6,269.0
N20003577,Holywood_and_Clandeboye_L6,NORTH DOWN,18.97,30.2,333.0
N20002221,Mid_Tyrone_A1,WEST TYRONE,53.95,65.2,435.0
N20000857,Titanic_B1,BELFAST EAST,32.31,43.5,511.0
N20001549,Coleraine_B2,EAST LONDONDERRY,12.65,23.9,388.0
N20002917,Magherafelt_G2,MID ULSTER,47.9,59.1,473.0
N20001087,Botanic_C1,BELFAST SOUTH,33.81,45.0,865.0
N20001630,Causeway_G5,EAST LONDONDERRY,34.9,46.1,383.0
N20000048,Antrim_C4,SOUTH ANTRIM,30.63,41.9,487.0
N20000078,Antrim_F5,SOUTH ANTRIM,15.15,26.4,274.0
N20000264,Airport_B3,SOUTH ANTRIM,23.58,34.8,539.0
N20003295,The_Mournes_K3,SOUTH DOWN,60.67,71.9,437.0
N20002459,Castlereagh_South_A3,BELFAST SOUTH,35.25,46.5,411.0
N20001153,Botanic_Q4,BELFAST SOUTH,44.24,55.5,632.0
N20001707,Ballymoney_A3,NORTH ANTRIM,9.81,21.0,333.0
N20002071,Erne_West_C4,FERMANAGH AND SOUTH TYRONE,41.47,52.7,520.0
N20002885,Moyola_G1,MID ULSTER,70.27,81.5,558.0
N20000606,Banbridge_F2,UPPER BANN,37.69,48.9,343.0
N20003299,The_Mournes_N1,SOUTH DOWN,53.8,65.0,448.0
N20001035,Lisnasharragh_F1,BELFAST SOUTH,48.14,59.4,442.0
N20000818,Castle_L1,BELFAST NORTH,58.43,69.7,358.0
N20003034,Dungannon_C1,FERMANAGH AND SOUTH TYRONE,47.45,58.7,299.0
N20003578,Bangor_West_A1,NORTH DOWN,16.41,27.6,555.0
N20002942,Cookstown_G1,MID ULSTER,32.57,43.8,562.0
N20000866,Titanic_D2,BELFAST EAST,16.31,27.5,325.0
N20002225,Mid_Tyrone_B2,WEST TYRONE,65.84,77.1,369.0
N20000908,Titanic_S1,BELFAST EAST,20.2,31.4,361.0
N20001793,Foyleside_D6,FOYLE,63.66,74.9,262.0
N20001974,Sperrin_H1,WEST TYRONE,66.95,78.2,361.0
N20003020,Dungannon_A1,FERMANAGH AND SOUTH TYRONE,53.29,64.5,473.0
N20001285,Collin_P3,BELFAST WEST,49.68,60.9,271.0
N20000462,Craigavon_N1,UPPER BANN,11.42,22.7,405.0
N20002984,Torrent_D2,MID ULSTER,55.66,66.9,480.0
N20001182,Balmoral_A4,BELFAST SOUTH,50.21,61.4,375.0
N20001145,Botanic_P2,BELFAST SOUTH,43.16,54.4,212.0
N20003149,Slieve_Gullion_L4,NEWRY AND ARMAGH,77.88,89.1,676.0
N20000500,Lurgan_F3,UPPER BANN,57.66,68.9,323.0
N20000935,Titanic_X2,BELFAST EAST,9.4,20.6,378.0
N20003480,Newtownards_B3,STRANGFORD,11.51,22.7,405.0
N20000280,Airport_G2,SOUTH ANTRIM,18.0,29.2,523.0
N20002793,Carrick_Castle_G3,EAST ANTRIM,9.8,21.0,277.0
N20000697,Cusher_J2,NEWRY AND ARMAGH,12.2,23.4,480.0
N20001731,Ballymoney_K6,NORTH ANTRIM,42.97,54.2,523.0
N20002276,Downshire_West_G2,LAGAN VALLEY,21.0,32.2,395.0
N20001620,Causeway_F2,EAST LONDONDERRY,26.58,37.8,294.0
N20003497,Newtownards_H1,STRANGFORD,8.57,19.8,326.0
N20000933,Titanic_U3,BELFAST EAST,22.86,34.1,333.0
N20002938,Cookstown_C1,MID ULSTER,11.61,22.8,491.0
N20002199,Omagh_D4,WEST TYRONE,42.22,53.5,243.0
N20003285,The_Mournes_H2,SOUTH DOWN,20.02,31.3,353.0
N20000573,Lagan_River_F3,LAGAN VALLEY,16.23,27.5,567.0
N20000792,Castle_B3,BELFAST NORTH,56.96,68.2,345.0
N20000019,Dunsilly_D4,SOUTH ANTRIM,29.7,40.9,351.0
N20001080,Botanic_A2,BELFAST SOUTH,39.18,50.4,1429.0
N20001895,Waterside_J2,FOYLE,59.89,71.1,547.0
N20001129,Botanic_K4,BELFAST SOUTH,24.08,35.3,373.0
N20003777,Ards_Peninsula_N3,STRANGFORD,55.99,67.2,361.0
N20000084,Antrim_N5,SOUTH ANTRIM,26.96,38.2,262.0
N20001615,Causeway_E5,EAST LONDONDERRY,21.67,32.9,484.0
N20001806,Ballyarnett_C1,FOYLE,75.87,87.1,581.0
N20003380,Rowallane_F6,STRANGFORD,41.98,53.2,442.0
N20003569,Holywood_and_Clandeboye_F4,NORTH DOWN,14.55,25.8,717.0
N20000916,Titanic_Q3,BELFAST EAST,24.27,35.5,337.0
N20001071,Lisnasharragh_R1,BELFAST SOUTH,50.31,61.5,317.0
N20001326,Black_Mountain_F4,BELFAST WEST,74.81,86.0,498.0
N20003364,Rowallane_D2,STRANGFORD,33.53,44.8,305.0
N20002243,Mid_Tyrone_E4,WEST TYRONE,59.64,70.9,368.0
N20000707,Cusher_L4,NEWRY AND ARMAGH,68.15,79.4,387.0
N20000869,Titanic_D4,BELFAST EAST,14.56,25.8,320.0
N20000120,Ballyclare_H1,SOUTH ANTRIM,8.36,19.6,344.0
N20003281,The_Mournes_G1,SOUTH DOWN,43.87,55.1,486.0
N20003469,Comber_F6,STRANGFORD,13.47,24.7,626.0
N20003314,Slieve_Croob_A3,SOUTH DOWN,14.49,25.7,339.0
N20000559,Lagan_River_C2,UPPER BANN,9.38,20.6,373.0
N20000881,Titanic_G2,BELFAST EAST,15.93,27.2,405.0
N20003639,Bangor_Central_D3,NORTH DOWN,12.83,24.1,386.0
N20001494,Limavady_C3,EAST LONDONDERRY,34.61,45.8,364.0
N20003107,Slieve_Gullion_B3,NEWRY AND ARMAGH,61.17,72.4,578.0
N20002733,Larne_Lough_C3,EAST ANTRIM,18.26,29.5,317.0
N20001002,Ormiston_P3,BELFAST EAST,13.37,24.6,224.0
N20001345,Black_Mountain_L2,BELFAST WEST,74.57,85.8,379.0
N20001756,The_Moor_G2,FOYLE,59.43,70.7,309.0
N20001149,Botanic_U2,BELFAST SOUTH,35.39,46.6,582.0
N20003632,Bangor_Central_C2,NORTH DOWN,25.1,36.3,508.0
N20000554,Lagan_River_A2,UPPER BANN,11.95,23.2,348.0
N20001328,Black_Mountain_H2,BELFAST WEST,68.69,79.9,460.0
N20001033,Lisnasharragh_E1,BELFAST EAST,13.9,25.1,440.0
N20001611,Causeway_E2,EAST LONDONDERRY,18.37,29.6,467.0
N20003025,Dungannon_B2,FERMANAGH AND SOUTH TYRONE,63.0,74.2,441.0
N20002145,Erne_North_G1,FERMANAGH AND SOUTH TYRONE,28.92,40.2,473.0
N20003218,Crotlieve_D2,SOUTH DOWN,69.41,80.6,475.0
N20000044,Antrim_C2,SOUTH ANTRIM,27.14,38.4,391.0
N20002903,Magherafelt_C3,MID ULSTER,47.16,58.4,457.0
N20002486,Castlereagh_South_J2,BELFAST SOUTH,43.22,54.5,234.0
N20003694,Bangor_East_and_Donaghadee_D2,NORTH DOWN,13.15,24.4,353.0
N20001894,Waterside_K2,FOYLE,20.44,31.7,326.0
N20003686,Bangor_East_and_Donaghadee_B3,NORTH DOWN,14.55,25.8,268.0
N20001266,Collin_G5,BELFAST WEST,70.49,81.7,403.0
N20000907,Titanic_Q2,BELFAST EAST,20.33,31.6,362.0
N20003466,Comber_G5,STRANGFORD,9.66,20.9,461.0
N20000087,Ballyclare_A1,SOUTH ANTRIM,9.88,21.1,390.0
N20000372,Portadown_C2,UPPER BANN,63.92,75.2,461.0
N20001180,Balmoral_A2,BELFAST SOUTH,53.81,65.0,236.0
N20002414,Lisburn_North_J4,LAGAN VALLEY,17.81,29.0,419.0
N20000106,Ballyclare_D4,SOUTH ANTRIM,10.19,21.4,342.0
N20003151,Slieve_Gullion_K5,NEWRY AND ARMAGH,75.39,86.6,340.0
N20000597,Banbridge_A4,UPPER BANN,44.12,55.4,212.0
N20001371,Court_A2,BELFAST NORTH,28.63,39.9,384.0
N20000284,Airport_H2,SOUTH ANTRIM,60.93,72.2,477.0
N20002640,Braid_A2,NORTH ANTRIM,58.03,69.3,526.0
N20003509,Newtownards_R1,STRANGFORD,13.98,25.2,324.0
N20001162,Botanic_X1,BELFAST SOUTH,44.35,55.6,2084.0
N20002663,Braid_H2,NORTH ANTRIM,17.49,28.7,585.0
N20001576,Coleraine_G4,EAST LONDONDERRY,24.84,36.1,317.0
N20001740,The_Moor_B4,FOYLE,71.97,83.2,411.0
N20001339,Black_Mountain_K4,BELFAST WEST,74.52,85.8,595.0
N20002620,Ballymena_G4,NORTH ANTRIM,18.48,29.7,474.0
N20000285,Airport_G4,SOUTH ANTRIM,30.02,41.3,510.0
N20002532,Castlereagh_East_G2,BELFAST EAST,13.1,24.3,387.0
N20002567,Bannside_E3,NORTH ANTRIM,8.19,19.4,430.0
N20003618,Bangor_West_H6,NORTH DOWN,10.94,22.2,313.0
N20001926,Faughan_G2,FOYLE,61.59,72.8,369.0
N20000845,Castle_S3,BELFAST NORTH,16.14,27.4,271.0
N20003124,Slieve_Gullion_E5,NEWRY AND ARMAGH,74.41,85.6,551.0
N20002441,Downshire_East_E2,LAGAN VALLEY,15.56,26.8,475.0
N20002823,Knockagh_F5,EAST ANTRIM,13.14,24.4,577.0
N20000861,Titanic_C2,BELFAST EAST,13.66,24.9,352.0
N20001474,Benbradagh_F5,EAST LONDONDERRY,63.64,74.9,263.0
N20002036,Erne_East_C3,FERMANAGH AND SOUTH TYRONE,34.39,45.6,366.0
N20002417,Lisburn_North_G6,LAGAN VALLEY,15.86,27.1,446.0
N20002638,Ballymena_K7,NORTH ANTRIM,15.73,27.0,273.0
N20000183,Macedon_F2,BELFAST NORTH,9.57,20.8,352.0
N20000232,Glengormley_Urban_G1,BELFAST NORTH,36.5,47.7,247.0
N20003543,Holywood_and_Clandeboye_B3,NORTH DOWN,12.12,23.4,328.0
N20001408,Court_P1,BELFAST WEST,8.97,20.2,242.0
N20002358,Lisburn_South_E5,LAGAN VALLEY,28.67,39.9,267.0
N20000981,Ormiston_J3,BELFAST EAST,16.31,27.5,402.0
N20001992,Sperrin_K4,WEST TYRONE,49.37,60.6,313.0
N20001757,The_Moor_D4,FOYLE,72.11,83.3,430.0
N20000922,Titanic_S3,BELFAST SOUTH,14.33,25.6,339.0
N20002170,West_Tyrone_D1,WEST TYRONE,51.42,62.7,295.0
N20002971,Cookstown_J3,MID ULSTER,46.49,57.7,586.0
N20002902,Magherafelt_A6,MID ULSTER,34.97,46.2,397.0
N20003301,The_Mournes_P1,SOUTH DOWN,22.84,34.1,494.0
N20003658,Bangor_Central_J4,NORTH DOWN,9.8,21.0,335.0
N20000310,Armagh_J1,NEWRY AND ARMAGH,47.03,58.3,346.0
N20003627,Bangor_Central_E1,NORTH DOWN,15.01,26.2,370.0
N20002467,Castlereagh_South_B5,BELFAST SOUTH,33.88,45.1,535.0
N20002437,Downshire_East_C3,LAGAN VALLEY,19.9,31.1,535.0
N20001462,Benbradagh_D4,EAST LONDONDERRY,58.37,69.6,512.0
N20000361,Portadown_A4,FERMANAGH AND SOUTH TYRONE,48.5,59.7,495.0
N20001090,Botanic_C3,BELFAST SOUTH,28.55,39.8,569.0
N20001140,Botanic_S1,BELFAST SOUTH,37.09,48.3,516.0
N20002299,Killultagh_C5,LAGAN VALLEY,30.44,41.7,403.0
N20000191,Macedon_E4,BELFAST NORTH,11.38,22.6,316.0
N20002968,Cookstown_G3,MID ULSTER,15.64,26.9,314.0
N20000595,Banbridge_A2,UPPER BANN,30.19,41.4,500.0
N20002528,Castlereagh_East_H2,BELFAST EAST,15.15,26.4,241.0
N20003390,Rowallane_J4,SOUTH DOWN,48.55,59.8,288.0
N20003571,Holywood_and_Clandeboye_L2,NORTH DOWN,17.2,28.4,372.0
N20002852,Carntogher_E3,MID ULSTER,72.12,83.4,469.0
N20001864,Waterside_D3,FOYLE,20.9,32.1,297.0
N20000978,Ormiston_J2,BELFAST EAST,19.03,30.3,329.0
N20003305,The_Mournes_P3,SOUTH DOWN,15.71,26.9,267.0
N20001143,Botanic_R4,BELFAST SOUTH,45.13,56.4,518.0
N20000836,Castle_R2,BELFAST NORTH,54.68,65.9,407.0
N20003541,Holywood_and_Clandeboye_B1,NORTH DOWN,12.5,23.7,302.0
N20000220,Glengormley_Urban_B4,SOUTH ANTRIM,18.45,29.7,375.0
N20000608,Banbridge_C2,UPPER BANN,22.55,33.8,370.0
N20001017,Lisnasharragh_B1,BELFAST EAST,18.13,29.4,278.0
N20001779,Foyleside_C1,FOYLE,70.41,81.6,456.0
N20000272,Airport_E2,SOUTH ANTRIM,49.73,61.0,445.0
N20000670,Cusher_A2,NEWRY AND ARMAGH,10.68,21.9,360.0
N20001508,Limavady_G2,EAST LONDONDERRY,30.43,41.7,583.0
N20000171,Macedon_C3,EAST ANTRIM,13.61,24.8,379.0
N20002168,West_Tyrone_F2,WEST TYRONE,41.14,52.4,571.0
N20000726,Oldpark_E1,BELFAST NORTH,35.65,46.9,444.0
N20001796,Foyleside_G2,FOYLE,73.28,84.5,433.0
N20001805,Ballyarnett_A3,FOYLE,72.46,83.7,608.0
N20001655,The_Glens_A3,NORTH ANTRIM,55.33,66.6,475.0
N20001571,Coleraine_G1,EAST LONDONDERRY,21.44,32.7,177.0
N20002266,Downshire_West_C3,LAGAN VALLEY,16.65,27.9,404.0
N20002242,Mid_Tyrone_D5,WEST TYRONE,49.64,60.9,525.0
N20002824,Knockagh_F6,EAST ANTRIM,16.97,28.2,212.0
N20003554,Holywood_and_Clandeboye_G1,NORTH DOWN,13.8,25.0,953.0
N20002001,Derg_B2,WEST TYRONE,49.1,60.3,419.0
N20003697,Bangor_East_and_Donaghadee_F2,NORTH DOWN,13.07,24.3,461.0
N20002584,Bannside_J3,NORTH ANTRIM,20.24,31.5,532.0
N20003357,Rowallane_E2,STRANGFORD,42.31,53.5,401.0
N20001949,Sperrin_A2,EAST LONDONDERRY,50.83,62.1,667.0
N20000244,Glengormley_Urban_J2,BELFAST NORTH,56.0,67.2,540.0
N20000458,Craigavon_L1,UPPER BANN,31.22,42.5,330.0
N20001713,Ballymoney_A5,NORTH ANTRIM,10.33,21.6,400.0
N20002079,Erne_West_F4,FERMANAGH AND SOUTH TYRONE,69.06,80.3,527.0
N20001131,Botanic_N4,BELFAST SOUTH,59.09,70.3,551.0
N20003095,Clogher_Valley_G3,FERMANAGH AND SOUTH TYRONE,22.17,33.4,417.0
N20000263,Airport_B2,SOUTH ANTRIM,18.26,29.5,457.0
N20003663,Bangor_Central_N1,NORTH DOWN,13.32,24.5,338.0
N20003572,Holywood_and_Clandeboye_J3,NORTH DOWN,9.89,21.1,419.0
N20003089,Clogher_Valley_D5,FERMANAGH AND SOUTH TYRONE,46.66,57.9,626.0
N20001497,Limavady_D3,EAST LONDONDERRY,30.85,42.1,438.0
N20002040,Erne_East_D1,FERMANAGH AND SOUTH TYRONE,56.49,67.7,555.0
N20001021,Lisnasharragh_D1,BELFAST SOUTH,29.85,41.1,400.0
N20003705,Bangor_East_and_Donaghadee_G4,NORTH DOWN,12.51,23.7,389.0
N20000010,Dunsilly_B3,SOUTH ANTRIM,10.33,21.6,443.0
N20001361,Black_Mountain_R2,BELFAST WEST,75.09,86.3,441.0
N20003492,Newtownards_D3,STRANGFORD,11.27,22.5,566.0
N20003065,Clogher_Valley_B2,FERMANAGH AND SOUTH TYRONE,49.78,61.0,634.0
N20001952,Sperrin_C1,WEST TYRONE,13.94,25.2,424.0
N20002623,Ballymena_F6,NORTH ANTRIM,12.27,23.5,306.0
N20002348,Lisburn_South_D5,LAGAN VALLEY,17.48,28.7,328.0
N20003502,Newtownards_K1,STRANGFORD,12.12,23.4,564.0
N20003678,Bangor_Central_Q5,NORTH DOWN,14.65,25.9,353.0
N20001924,Faughan_D5,EAST LONDONDERRY,67.24,78.5,446.0
N20002139,Erne_North_F1,FERMANAGH AND SOUTH TYRONE,29.75,41.0,504.0
N20000443,Craigavon_F3,UPPER BANN,26.37,37.6,311.0
N20003656,Bangor_Central_K3,NORTH DOWN,11.78,23.0,325.0
N20003585,Bangor_West_B1,NORTH DOWN,15.38,26.6,386.0
N20000064,Antrim_J2,SOUTH ANTRIM,23.89,35.1,351.0
N20003459,Comber_F3,STRANGFORD,10.03,21.3,324.0
N20001235,Collin_A1,BELFAST WEST,70.16,81.4,278.0
N20002363,Lisburn_South_H6,LAGAN VALLEY,21.74,33.0,425.0
N20000260,Airport_A3,SOUTH ANTRIM,15.96,27.2,524.0
N20001574,Coleraine_G2,EAST LONDONDERRY,28.85,40.1,453.0
N20002283,Downshire_West_F5,LAGAN VALLEY,17.8,29.0,194.0
N20002810,Knockagh_C4,EAST ANTRIM,10.82,22.0,378.0
N20001171,Botanic_X4,BELFAST SOUTH,37.07,48.3,265.0
N20003388,Rowallane_J3,SOUTH DOWN,44.78,56.0,467.0
N20002897,Magherafelt_A3,MID ULSTER,43.6,54.8,195.0
N20003603,Bangor_West_G2,NORTH DOWN,13.73,25.0,386.0
N20001065,Lisnasharragh_L3,BELFAST SOUTH,12.0,23.2,433.0
N20001528,Bann_D3,EAST LONDONDERRY,11.19,22.4,519.0
N20000031,Dunsilly_B6,SOUTH ANTRIM,10.77,22.0,450.0
N20002183,Omagh_B1,WEST TYRONE,59.13,70.4,586.0
N20003773,Ards_Peninsula_L2,STRANGFORD,42.85,54.1,567.0
N20001165,Botanic_P4,BELFAST SOUTH,45.36,56.6,384.0
N20001176,Botanic_Z2,BELFAST SOUTH,44.23,55.5,365.0
N20000879,Titanic_E4,BELFAST EAST,19.32,30.6,243.0
N20000823,Castle_K2,BELFAST NORTH,30.3,41.5,416.0
N20002498,Castlereagh_South_J5,STRANGFORD,21.12,32.4,321.0
N20001132,Botanic_L3,BELFAST SOUTH,41.57,52.8,488.0
N20003608,Bangor_West_H2,NORTH DOWN,11.34,22.6,209.0
N20000703,Cusher_K5,NEWRY AND ARMAGH,13.87,25.1,477.0
N20002114,Enniskillen_H4,FERMANAGH AND SOUTH TYRONE,48.72,60.0,300.0
N20002851,Carntogher_E2,MID ULSTER,60.36,71.6,625.0
N20001542,Bann_G2,EAST LONDONDERRY,44.0,55.2,673.0
N20002580,Bannside_H2,NORTH ANTRIM,16.86,28.1,422.0
N20000749,Oldpark_N2,BELFAST NORTH,62.27,73.5,412.0
N20002129,Erne_North_C2,FERMANAGH AND SOUTH TYRONE,43.67,54.9,471.0
N20002248,Mid_Tyrone_E5,WEST TYRONE,71.16,82.4,611.0
N20000975,Ormiston_G3,BELFAST EAST,21.4,32.6,491.0
N20001115,Botanic_K1,BELFAST SOUTH,37.85,49.1,590.0
N20000493,Lurgan_C4,UPPER BANN,67.09,78.3,541.0
N20002464,Castlereagh_South_B3,BELFAST SOUTH,31.49,42.7,359.0
N20000143,Three_Mile_Water_E3,EAST ANTRIM,20.46,31.7,520.0
N20000175,Macedon_C4,BELFAST NORTH,17.92,29.2,350.0
N20000562,Lagan_River_C3,LAGAN VALLEY,11.79,23.0,358.0
N20002220,Omagh_G6,WEST TYRONE,49.05,60.3,370.0
N20001687,Ballymoney_B1,NORTH ANTRIM,14.36,25.6,420.0
N20001809,Ballyarnett_D2,FOYLE,68.6,79.8,412.0
N20002259,Downshire_West_B2,LAGAN VALLEY,10.04,21.3,393.0
N20003728,Bangor_East_and_Donaghadee_K5,NORTH DOWN,10.64,21.9,563.0
N20003211,Crotlieve_B1,SOUTH DOWN,64.18,75.4,469.0
N20001070,Lisnasharragh_Q2,BELFAST SOUTH,48.31,59.5,535.0
N20000684,Cusher_F3,NEWRY AND ARMAGH,14.34,25.6,303.0
N20003555,Holywood_and_Clandeboye_E3,NORTH DOWN,20.64,31.9,410.0
N20002906,Magherafelt_B3,MID ULSTER,56.2,67.4,267.0
N20001588,Coleraine_J3,EAST LONDONDERRY,20.45,31.7,302.0
N20001672,The_Glens_D4,NORTH ANTRIM,8.44,19.7,487.0
N20001058,Lisnasharragh_L2,BELFAST EAST,9.75,21.0,435.0
N20002182,Omagh_A1,WEST TYRONE,53.7,64.9,442.0
N20002264,Downshire_West_C2,LAGAN VALLEY,17.47,28.7,439.0
N20001699,Ballymoney_C4,NORTH ANTRIM,12.92,24.2,427.0
N20001956,Sperrin_F2,EAST LONDONDERRY,65.79,77.0,480.0
N20001050,Lisnasharragh_N3,BELFAST SOUTH,16.04,27.3,475.0
N20000667,Cusher_A1,NEWRY AND ARMAGH,15.5,26.7,299.0
N20000536,Lurgan_R3,UPPER BANN,59.89,71.1,659.0
N20003279,The_Mournes_D5,SOUTH DOWN,50.61,61.8,300.0
N20001626,Causeway_G3,EAST LONDONDERRY,24.83,36.1,402.0
N20000134,Three_Mile_Water_E2,EAST ANTRIM,20.97,32.2,535.0
N20002176,West_Tyrone_F4,WEST TYRONE,53.06,64.3,551.0
N20000339,Armagh_J3,NEWRY AND ARMAGH,50.85,62.1,424.0
N20002107,Enniskillen_E5,FERMANAGH AND SOUTH TYRONE,40.17,51.4,342.0
N20001840,Ballyarnett_H4,FOYLE,72.04,83.3,369.0
N20002056,Erne_East_F4,FERMANAGH AND SOUTH TYRONE,61.96,73.2,370.0
N20000953,Ormiston_C2,BELFAST EAST,12.63,23.9,482.0
N20000212,Glengormley_Urban_A1,SOUTH ANTRIM,10.26,21.5,383.0
N20001425,Court_U1,BELFAST WEST,53.47,64.7,252.0
N20001077,Lisnasharragh_R4,BELFAST SOUTH,37.44,48.7,530.0
N20002346,Lisburn_South_F1,LAGAN VALLEY,21.26,32.5,306.0
N20000767,Oldpark_N4,BELFAST NORTH,58.83,70.1,439.0
N20000918,Titanic_P3,BELFAST SOUTH,16.05,27.3,273.0
N20002698,Coast_Road_D4,EAST ANTRIM,27.92,39.1,337.0
N20002710,Coast_Road_H1,EAST ANTRIM,15.48,26.7,403.0
N20001933,Faughan_F5,FOYLE,8.35,19.6,466.0
N20001278,Collin_L3,BELFAST WEST,73.04,84.3,387.0
N20001100,Botanic_F3,BELFAST SOUTH,19.6,30.8,348.0
N20002487,Castlereagh_South_J3,BELFAST SOUTH,53.13,64.4,624.0
N20003274,The_Mournes_E3,SOUTH DOWN,46.52,57.8,591.0
N20002320,Killultagh_H1,LAGAN VALLEY,15.33,26.6,543.0
N20000711,Oldpark_A1,BELFAST NORTH,10.08,21.3,622.0
N20000055,Antrim_E3,SOUTH ANTRIM,15.33,26.6,260.0
N20001907,Waterside_P5,FOYLE,34.3,45.5,329.0
N20000030,Dunsilly_B5,SOUTH ANTRIM,13.47,24.7,402.0
N20003537,Holywood_and_Clandeboye_A1,NORTH DOWN,18.45,29.7,478.0
N20002048,Erne_East_E2,FERMANAGH AND SOUTH TYRONE,67.75,79.0,461.0
N20000558,Lagan_River_B2,UPPER BANN,11.87,23.1,514.0
N20000091,Ballyclare_A2,SOUTH ANTRIM,8.45,19.7,396.0
N20003326,Slieve_Croob_C5,SOUTH DOWN,48.18,59.4,448.0
N20000609,Banbridge_C3,UPPER BANN,30.35,41.6,481.0
