DZ2021_cd,DZ2021_nm,ward_key,cath_1991,cath_2021,cath_growth_9121,none_1991,none_2021,secular_growth,unemp_1991,socrent_1991,socrent_2021,socrent_fall,nocar_1991,llti_1991,degree_1991
N20003401,Downpatrick_C5,down|quoile,63.1,76.626,13.53,3.41,6.301,2.89,14.08,30.63,10.568999999999999,20.06,29.11,11.14,9.85
N20003406,Downpatrick_E3,down|audleysacre,81.74,76.087,-5.65,1.76,8.213,6.45,10.12,23.41,28.224,-4.81,25.7,8.47,10.68
N20003404,Downpatrick_E2,down|quoile,63.1,60.443,-2.66,3.41,8.861,5.45,14.08,30.63,23.101,7.53,29.11,11.14,9.85
N20003408,Downpatrick_E5,down|cathedral,86.92,70.076,-16.84,2.5,9.848,7.35,16.86,42.37,51.894000000000005,-9.52,40.09,10.0,4.05
N20003328,Slieve_Croob_D4,down|seaforde,51.6,69.063,17.46,2.42,4.236,1.82,10.0,9.57,1.669,7.9,13.68,10.97,7.2
N20003422,Downpatrick_H2,down|killough,52.88,76.895,24.01,2.84,3.697,0.86,8.67,19.94,1.292,18.65,27.53,8.61,4.64
N20003429,Downpatrick_K1,down|killough,52.88,74.453,21.57,2.84,3.65,0.81,8.67,19.94,2.482,17.46,27.53,8.61,4.64
N20003427,Downpatrick_J3,down|ardglass,78.94,82.39,3.45,0.73,5.031,4.3,14.31,22.03,0.0,22.03,27.12,11.28,7.32
N20003428,Downpatrick_J4,down|ardglass,78.94,88.889,9.95,0.73,3.279,2.55,14.31,22.03,13.139,8.89,27.12,11.28,7.32
N20003430,Downpatrick_K2,down|killough,52.88,86.422,33.54,2.84,4.957,2.12,8.67,19.94,13.362,6.58,27.53,8.61,4.64
N20003431,Downpatrick_K3,down|killough,52.88,86.789,33.91,2.84,6.911,4.07,8.67,19.94,7.551,12.39,27.53,8.61,4.64
N20003279,The_Mournes_D5,down|donard,51.99,61.236,9.25,4.27,15.169,10.9,12.92,3.89,10.334999999999999,-6.44,22.87,13.01,14.17
N20003277,The_Mournes_E4,down|donard,51.99,61.224,9.23,4.27,8.844,4.57,12.92,3.89,0.0,3.89,22.87,13.01,14.17
N20003272,The_Mournes_E1,down|donard,51.99,67.642,15.65,4.27,11.707,7.44,12.92,3.89,0.65,3.24,22.87,13.01,14.17
N20003275,The_Mournes_F2,down|tollymore,73.2,62.004,-11.2,1.46,4.593,3.13,19.85,16.69,0.419,16.27,20.35,11.49,6.6
N20003264,The_Mournes_C1,down|murlough,68.36,73.031,4.67,3.02,4.724,1.7,17.29,35.29,1.183,34.11,32.74,9.19,5.09
N20003263,The_Mournes_B1,down|murlough,68.36,77.626,9.27,3.02,6.809,3.79,17.29,35.29,73.334,-38.04,32.74,9.19,5.09
N20003265,The_Mournes_B2,down|murlough,68.36,81.646,13.29,3.02,3.376,0.36,17.29,35.29,35.443,-0.15,32.74,9.19,5.09
N20003267,The_Mournes_B3,down|shimna,60.77,79.412,18.64,2.64,5.637,3.0,14.21,26.54,27.872,-1.33,38.42,12.5,9.23
N20003269,The_Mournes_B4,down|shimna,60.77,80.204,19.43,2.64,7.551,4.91,14.21,26.54,28.570999999999998,-2.03,38.42,12.5,9.23
N20003270,The_Mournes_C3,down|shimna,60.77,66.346,5.58,2.64,7.308,4.67,14.21,26.54,1.533,25.01,38.42,12.5,9.23
N20003268,The_Mournes_C2,down|shimna,60.77,66.316,5.55,2.64,5.965,3.32,14.21,26.54,0.175,26.36,38.42,12.5,9.23
N20003274,The_Mournes_E3,down|donard,51.99,69.615,17.62,4.27,8.845,4.58,12.92,3.89,0.0,3.89,22.87,13.01,14.17
N20003273,The_Mournes_E2,down|donard,51.99,67.35,15.36,4.27,7.009,2.74,12.92,3.89,2.2190000000000003,1.67,22.87,13.01,14.17
N20003278,The_Mournes_D4,down|donard,51.99,48.521,-3.47,4.27,18.146,13.88,12.92,3.89,23.53,-19.64,22.87,13.01,14.17
N20003271,The_Mournes_D3,down|shimna,60.77,66.667,5.9,2.64,8.333,5.69,14.21,26.54,6.846,19.69,38.42,12.5,9.23
N20003266,The_Mournes_D2,down|murlough,68.36,68.932,0.57,3.02,5.987,2.97,17.29,35.29,6.149,29.14,32.74,9.19,5.09
N20003259,The_Mournes_A3,down|murlough,68.36,63.956,-4.4,3.02,6.47,3.45,17.29,35.29,0.37,34.92,32.74,9.19,5.09
N20003262,The_Mournes_D1,down|murlough,68.36,69.231,0.87,3.02,9.402,6.38,17.29,35.29,3.088,32.2,32.74,9.19,5.09
N20003258,The_Mournes_A2,down|tollymore,73.2,88.413,15.21,1.46,3.023,1.56,19.85,16.69,22.167,-5.48,20.35,11.49,6.6
N20003343,Slieve_Croob_G5,down|dundrum,58.59,75.24,16.65,2.42,5.272,2.85,22.29,40.99,13.898,27.09,35.09,12.19,5.99
N20003345,Slieve_Croob_J4,down|castlewellan,78.85,94.514,15.66,0.88,2.993,2.11,18.2,32.38,12.966999999999999,19.41,32.95,13.52,4.96
N20003342,Slieve_Croob_J2,down|castlewellan,78.85,93.741,14.89,0.88,2.276,1.4,18.2,32.38,12.802000000000001,19.58,32.95,13.52,4.96
N20003341,Slieve_Croob_J1,down|castlewellan,78.85,79.381,0.53,0.88,7.216,6.34,18.2,32.38,12.224,20.16,32.95,13.52,4.96
N20003337,Slieve_Croob_G4,down|dundrum,58.59,59.67,1.08,2.42,3.298,0.88,22.29,40.99,0.452,40.54,35.09,12.19,5.99
N20003339,Slieve_Croob_H2,down|dundrum,58.59,68.328,9.74,2.42,4.692,2.27,22.29,40.99,28.446,12.54,35.09,12.19,5.99
N20003340,Slieve_Croob_H3,down|dundrum,58.59,51.368,-7.22,2.42,8.0,5.58,22.29,40.99,8.0,32.99,35.09,12.19,5.99
N20003338,Slieve_Croob_H1,down|dundrum,58.59,60.719,2.13,2.42,11.48,9.06,22.29,40.99,1.521,39.47,35.09,12.19,5.99
N20003335,Slieve_Croob_F3,down|killough,52.88,78.909,26.03,2.84,5.091,2.25,8.67,19.94,3.159,16.78,27.53,8.61,4.64
N20003330,Slieve_Croob_F2,down|seaforde,51.6,43.761,-7.84,2.42,7.009,4.59,10.0,9.57,5.792,3.78,13.68,10.97,7.2
N20003329,Slieve_Croob_F1,down|seaforde,51.6,44.624,-6.98,2.42,7.527,5.11,10.0,9.57,13.082,-3.51,13.68,10.97,7.2
N20003324,Slieve_Croob_C3,down|seaforde,51.6,73.821,22.22,2.42,4.481,2.06,10.0,9.57,0.825,8.75,13.68,10.97,7.2
N20003326,Slieve_Croob_C5,down|dunmore,42.99,68.089,25.1,3.4,3.754,0.35,7.66,8.07,2.389,5.68,9.51,12.32,7.63
N20003325,Slieve_Croob_C4,down|dunmore,42.99,74.487,31.5,3.4,5.467,2.07,7.66,8.07,2.036,6.03,9.51,12.32,7.63
N20003332,Slieve_Croob_G1,down|dundrum,58.59,85.985,27.39,2.42,4.924,2.5,22.29,40.99,0.379,40.61,35.09,12.19,5.99
N20003333,Slieve_Croob_G2,down|dundrum,58.59,64.471,5.88,2.42,3.393,0.97,22.29,40.99,4.192,36.8,35.09,12.19,5.99
N20003334,Slieve_Croob_G3,down|castlewellan,78.85,79.614,0.76,0.88,4.936,4.06,18.2,32.38,0.644,31.74,32.95,13.52,4.96
N20003336,Slieve_Croob_E4,banbridge|garran,48.77,91.228,42.46,0.52,2.632,2.11,12.49,8.48,2.256,6.22,12.37,10.3,2.83
N20003327,Slieve_Croob_E2,banbridge|garran,48.77,75.0,26.23,0.52,3.613,3.09,12.49,8.48,1.59,6.89,12.37,10.3,2.83
N20003323,Slieve_Croob_E1,banbridge|garran,48.77,54.415,5.64,0.52,4.928,4.41,12.49,8.48,0.0,8.48,12.37,10.3,2.83
N20000591,Lagan_River_N3,banbridge|katesbridge,26.82,20.444,-6.38,0.52,6.0,5.48,8.56,12.36,0.0,12.36,12.36,10.49,3.38
N20000593,Lagan_River_N5,banbridge|katesbridge,26.82,25.123,-1.7,0.52,5.583,5.06,8.56,12.36,2.299,10.06,12.36,10.49,3.38
N20000650,Banbridge_P1,banbridge|garran,48.77,18.878,-29.89,0.52,9.184,8.66,12.49,8.48,2.814,5.67,12.37,10.3,2.83
N20003331,Slieve_Croob_E3,banbridge|garran,48.77,52.373,3.6,0.52,3.956,3.44,12.49,8.48,0.158,8.32,12.37,10.3,2.83
N20000655,Banbridge_P3,banbridge|katesbridge,26.82,8.028,-18.79,0.52,4.587,4.07,8.56,12.36,5.734,6.63,12.36,10.49,3.38
N20000656,Banbridge_P4,banbridge|katesbridge,26.82,18.874,-7.95,0.52,6.954,6.43,8.56,12.36,0.331,12.03,12.36,10.49,3.38
N20003261,The_Mournes_F1,newryandmourne|spelga,75.77,67.489,-8.28,0.36,3.919,3.56,19.5,21.69,0.29,21.4,22.85,11.46,3.21
N20003344,Slieve_Croob_J3,down|castlewellan,78.85,93.9,15.05,0.88,1.525,0.64,18.2,32.38,6.754,25.63,32.95,13.52,4.96
N20003346,Slieve_Croob_J5,down|castlewellan,78.85,94.118,15.27,0.88,4.482,3.6,18.2,32.38,42.978,-10.6,32.95,13.52,4.96
N20003257,The_Mournes_A1,down|tollymore,73.2,74.262,1.06,1.46,2.813,1.35,19.85,16.69,0.281,16.41,20.35,11.49,6.6
N20003260,The_Mournes_A4,down|tollymore,73.2,94.781,21.58,1.46,3.03,1.57,19.85,16.69,9.899000000000001,6.79,20.35,11.49,6.6
N20003276,The_Mournes_F3,down|tollymore,73.2,87.897,14.7,1.46,2.118,0.66,19.85,16.69,1.053,15.64,20.35,11.49,6.6
N20003280,The_Mournes_F4,newryandmourne|spelga,75.77,93.124,17.35,0.36,2.358,2.0,19.5,21.69,0.0,21.69,22.85,11.46,3.21
N20003282,The_Mournes_G2,newryandmourne|binnian,38.73,65.235,26.51,1.27,2.685,1.42,11.52,8.16,0.134,8.03,16.78,9.7,3.16
N20003281,The_Mournes_G1,newryandmourne|annalong,38.79,59.0,20.21,2.26,3.5,1.24,15.6,23.36,1.997,21.36,29.09,12.62,3.58
N20003287,The_Mournes_H4,newryandmourne|annalong,38.79,5.195,-33.6,2.26,7.05,4.79,15.6,23.36,0.558,22.8,29.09,12.62,3.58
N20003285,The_Mournes_H2,newryandmourne|annalong,38.79,25.635,-13.15,2.26,5.774,3.51,15.6,23.36,2.309,21.05,29.09,12.62,3.58
N20003284,The_Mournes_H1,newryandmourne|annalong,38.79,77.993,39.2,2.26,6.69,4.43,15.6,23.36,26.455,-3.09,29.09,12.62,3.58
N20003283,The_Mournes_J1,newryandmourne|annalong,38.79,71.591,32.8,2.26,1.461,-0.8,15.6,23.36,4.707,18.65,29.09,12.62,3.58
N20003286,The_Mournes_H3,newryandmourne|annalong,38.79,9.705,-29.08,2.26,4.852,2.59,15.6,23.36,0.421,22.94,29.09,12.62,3.58
N20003289,The_Mournes_J2,newryandmourne|binnian,38.73,57.726,19.0,1.27,3.908,2.64,11.52,8.16,1.421,6.74,16.78,9.7,3.16
N20003309,The_Mournes_K4,newryandmourne|kilkeelsouth,53.68,52.354,-1.33,0.93,3.955,3.02,17.66,32.33,3.377,28.95,29.81,13.21,4.95
N20003304,The_Mournes_N3,newryandmourne|kilkeelcentral,23.05,54.619,31.57,1.35,9.584,8.23,12.7,36.33,10.854999999999999,25.48,34.28,10.85,2.89
N20003303,The_Mournes_P2,newryandmourne|kilkeelcentral,23.05,47.867,24.82,1.35,11.848,10.5,12.7,36.33,39.524,-3.19,34.28,10.85,2.89
N20003305,The_Mournes_P3,newryandmourne|kilkeelsouth,53.68,15.692,-37.99,0.93,12.0,11.07,17.66,32.33,12.923,19.41,29.81,13.21,4.95
N20003308,The_Mournes_P6,newryandmourne|kilkeelsouth,53.68,44.204,-9.48,0.93,6.09,5.16,17.66,32.33,3.523,28.81,29.81,13.21,4.95
N20003307,The_Mournes_P5,newryandmourne|kilkeelsouth,53.68,16.402,-37.28,0.93,5.556,4.63,17.66,32.33,0.794,31.54,29.81,13.21,4.95
N20003306,The_Mournes_P4,newryandmourne|kilkeelcentral,23.05,14.123,-8.93,1.35,7.517,6.17,12.7,36.33,3.8729999999999998,32.46,34.28,10.85,2.89
N20003296,The_Mournes_J4,newryandmourne|binnian,38.73,55.635,16.9,1.27,3.357,2.09,11.52,8.16,5.288,2.87,16.78,9.7,3.16
N20003297,The_Mournes_L1,newryandmourne|binnian,38.73,39.564,0.83,1.27,8.1,6.83,11.52,8.16,4.851,3.31,16.78,9.7,3.16
N20003294,The_Mournes_J3,newryandmourne|binnian,38.73,58.25,19.52,1.27,3.777,2.51,11.52,8.16,1.205,6.96,16.78,9.7,3.16
N20003288,The_Mournes_G3,newryandmourne|binnian,38.73,35.841,-2.89,1.27,2.802,1.53,11.52,8.16,0.0,8.16,16.78,9.7,3.16
N20003292,The_Mournes_G4,newryandmourne|binnian,38.73,23.677,-15.05,1.27,3.439,2.17,11.52,8.16,0.0,8.16,16.78,9.7,3.16
N20003293,The_Mournes_G5,newryandmourne|lisnacree,61.94,42.435,-19.5,2.07,3.321,1.25,16.58,8.07,0.124,7.95,19.31,11.65,4.12
N20003298,The_Mournes_L2,newryandmourne|binnian,38.73,8.247,-30.48,1.27,5.773,4.5,11.52,8.16,0.413,7.75,16.78,9.7,3.16
N20003300,The_Mournes_L3,newryandmourne|binnian,38.73,15.1,-23.63,1.27,4.558,3.29,11.52,8.16,0.0,8.16,16.78,9.7,3.16
N20003301,The_Mournes_P1,newryandmourne|kilkeelcentral,23.05,26.93,3.88,1.35,9.434,8.08,12.7,36.33,16.467,19.86,34.28,10.85,2.89
N20003299,The_Mournes_N1,newryandmourne|kilkeelsouth,53.68,75.46,21.78,0.93,7.975,7.04,17.66,32.33,6.288,26.04,29.81,13.21,4.95
N20003302,The_Mournes_N2,newryandmourne|kilkeelsouth,53.68,89.606,35.93,0.93,3.15,2.22,17.66,32.33,29.18,3.15,29.81,13.21,4.95
N20003290,The_Mournes_K1,newryandmourne|lisnacree,61.94,65.109,3.17,2.07,3.358,1.29,16.58,8.07,0.585,7.48,19.31,11.65,4.12
N20003291,The_Mournes_K2,newryandmourne|lisnacree,61.94,64.344,2.4,2.07,2.755,0.68,16.58,8.07,0.972,7.1,19.31,11.65,4.12
N20003310,The_Mournes_K5,newryandmourne|lisnacree,61.94,49.827,-12.11,2.07,3.46,1.39,16.58,8.07,0.173,7.9,19.31,11.65,4.12
N20003255,Crotlieve_K7,newryandmourne|clonallan,81.84,73.144,-8.7,1.14,11.354,10.21,16.35,27.21,2.1790000000000003,25.03,31.2,11.4,8.32
N20003251,Crotlieve_K5,newryandmourne|seaview,79.15,83.898,4.75,1.69,7.627,5.94,18.33,31.44,44.256,-12.82,35.26,12.38,10.01
N20003249,Crotlieve_K4,newryandmourne|seaview,79.15,81.667,2.52,1.69,8.333,6.64,18.33,31.44,23.334000000000003,8.11,35.26,12.38,10.01
N20003253,Crotlieve_K6,newryandmourne|seaview,79.15,80.932,1.78,1.69,5.297,3.61,18.33,31.44,5.708,25.73,35.26,12.38,10.01
N20003250,Crotlieve_J3,newryandmourne|seaview,79.15,88.201,9.05,1.69,2.321,0.63,18.33,31.44,6.031000000000001,25.41,35.26,12.38,10.01
N20003252,Crotlieve_L3,newryandmourne|rostrevor,79.4,89.048,9.65,2.08,2.857,0.78,19.86,20.28,4.306,15.97,28.59,11.5,11.25
N20003254,Crotlieve_L4,newryandmourne|rostrevor,79.4,84.576,5.18,2.08,4.627,2.55,19.86,20.28,10.485999999999999,9.79,28.59,11.5,11.25
N20003256,Crotlieve_L5,newryandmourne|rostrevor,79.4,76.923,-2.48,2.08,5.983,3.9,19.86,20.28,1.923,18.36,28.59,11.5,11.25
N20003295,The_Mournes_K3,newryandmourne|lisnacree,61.94,80.345,18.4,2.07,5.345,3.28,16.58,8.07,0.0,8.07,19.31,11.65,4.12
N20003244,Crotlieve_L2,newryandmourne|rostrevor,79.4,93.279,13.88,2.08,2.623,0.54,19.86,20.28,18.946,1.33,28.59,11.5,11.25
N20003239,Crotlieve_L1,newryandmourne|rostrevor,79.4,90.879,11.48,2.08,4.235,2.16,19.86,20.28,6.677,13.6,28.59,11.5,11.25
N20003230,Crotlieve_G2,newryandmourne|rostrevor,79.4,94.049,14.65,2.08,0.145,-1.94,19.86,20.28,3.348,16.93,28.59,11.5,11.25
N20003232,Crotlieve_G3,newryandmourne|rostrevor,79.4,90.971,11.57,2.08,2.257,0.18,19.86,20.28,0.226,20.05,28.59,11.5,11.25
N20003225,Crotlieve_G1,newryandmourne|mayobridge,73.8,95.125,21.33,0.93,0.527,-0.4,17.74,11.3,0.0,11.3,17.17,9.75,4.03
N20003226,Crotlieve_E2,newryandmourne|mayobridge,73.8,95.676,21.88,0.93,2.162,1.23,17.74,11.3,2.8339999999999996,8.47,17.17,9.75,4.03
N20003221,Crotlieve_E1,newryandmourne|mayobridge,73.8,88.731,14.93,0.93,5.338,4.41,17.74,11.3,10.345,0.96,17.17,9.75,4.03
N20003222,Crotlieve_C3,newryandmourne|mayobridge,73.8,87.829,14.03,0.93,1.809,0.88,17.74,11.3,0.0,11.3,17.17,9.75,4.03
N20003231,Crotlieve_E3,newryandmourne|ballycrossan,84.22,94.993,10.77,0.64,2.356,1.72,16.28,12.71,2.356,10.35,16.51,7.28,6.33
N20003234,Crotlieve_G4,newryandmourne|ballycrossan,84.22,92.877,8.66,0.64,1.567,0.93,16.28,12.71,0.0,12.71,16.51,7.28,6.33
N20003235,Crotlieve_G5,newryandmourne|seaview,79.15,85.35,6.2,1.69,3.025,1.34,18.33,31.44,0.0,31.44,35.26,12.38,10.01
N20003240,Crotlieve_J2,newryandmourne|seaview,79.15,87.482,8.33,1.69,2.391,0.7,18.33,31.44,0.141,31.3,35.26,12.38,10.01
N20003246,Crotlieve_K2,newryandmourne|seaview,79.15,87.041,7.89,1.69,5.616,3.93,18.33,31.44,14.315999999999999,17.12,35.26,12.38,10.01
N20003243,Crotlieve_H4,newryandmourne|clonallan,81.84,88.316,6.48,1.14,5.498,4.36,16.35,27.21,4.274,22.94,31.2,11.4,8.32
N20003245,Crotlieve_H5,newryandmourne|clonallan,81.84,94.427,12.59,1.14,3.096,1.96,16.35,27.21,72.445,-45.23,31.2,11.4,8.32
N20003247,Crotlieve_H6,newryandmourne|clonallan,81.84,83.193,1.35,1.14,6.723,5.58,16.35,27.21,0.0,27.21,31.2,11.4,8.32
N20003248,Crotlieve_K3,newryandmourne|clonallan,81.84,84.382,2.54,1.14,4.429,3.29,16.35,27.21,29.002000000000002,-1.79,31.2,11.4,8.32
N20003242,Crotlieve_K1,newryandmourne|clonallan,81.84,77.703,-4.14,1.14,8.333,7.19,16.35,27.21,7.191,20.02,31.2,11.4,8.32
N20003241,Crotlieve_H3,newryandmourne|clonallan,81.84,83.562,1.72,1.14,6.545,5.4,16.35,27.21,8.067,19.14,31.2,11.4,8.32
N20003238,Crotlieve_H2,newryandmourne|clonallan,81.84,84.486,2.65,1.14,3.738,2.6,16.35,27.21,14.366,12.84,31.2,11.4,8.32
N20003237,Crotlieve_J1,newryandmourne|clonallan,81.84,88.036,6.2,1.14,0.536,-0.6,16.35,27.21,0.0,27.21,31.2,11.4,8.32
N20003236,Crotlieve_H1,newryandmourne|clonallan,81.84,87.724,5.88,1.14,3.964,2.82,16.35,27.21,0.0,27.21,31.2,11.4,8.32
N20003204,Newry_N3,newryandmourne|fathom,92.54,92.905,0.36,0.52,2.544,2.02,27.2,19.06,0.802,18.26,23.76,9.9,3.87
N20003205,Newry_P3,newryandmourne|forkhill,91.77,96.22,4.45,0.66,0.859,0.2,31.1,22.58,6.367999999999999,16.21,30.29,10.87,4.55
N20003202,Newry_N2,newryandmourne|fathom,92.54,92.593,0.05,0.52,2.525,2.0,27.2,19.06,2.867,16.19,23.76,9.9,3.87
N20003201,Newry_P1,newryandmourne|fathom,92.54,94.0,1.46,0.52,2.5,1.98,27.2,19.06,20.698999999999998,-1.64,23.76,9.9,3.87
N20003233,Crotlieve_F4,newryandmourne|ballycrossan,84.22,89.919,5.7,0.64,5.041,4.4,16.28,12.71,0.325,12.39,16.51,7.28,6.33
N20003229,Crotlieve_F3,newryandmourne|ballycrossan,84.22,85.584,1.36,0.64,1.095,0.45,16.28,12.71,0.0,12.71,16.51,7.28,6.33
N20003228,Crotlieve_F2,newryandmourne|ballycrossan,84.22,88.79,4.57,0.64,3.203,2.56,16.28,12.71,1.599,11.11,16.51,7.28,6.33
N20003192,Newry_J2,newryandmourne|stmarys,89.16,92.111,2.95,0.83,2.345,1.52,25.43,42.97,39.445,3.52,49.35,12.07,3.24
N20003197,Newry_J3,newryandmourne|stmarys,89.16,91.551,2.39,0.83,3.783,2.95,25.43,42.97,3.779,39.19,49.35,12.07,3.24
N20003227,Crotlieve_F1,newryandmourne|ballycrossan,84.22,96.723,12.5,0.64,0.917,0.28,16.28,12.71,1.178,11.53,16.51,7.28,6.33
N20003223,Crotlieve_C4,newryandmourne|ballycrossan,84.22,91.286,7.07,0.64,4.149,3.51,16.28,12.71,0.208,12.5,16.51,7.28,6.33
N20003169,Newry_D4,newryandmourne|windsorhill,68.6,90.695,22.1,1.47,2.49,1.02,11.98,16.94,0.0,16.94,15.7,8.71,12.63
N20003168,Newry_D3,newryandmourne|windsorhill,68.6,85.814,17.21,1.47,4.651,3.18,11.98,16.94,0.0,16.94,15.7,8.71,12.63
N20003175,Newry_G1,newryandmourne|stpatricks,85.76,88.14,2.38,1.03,2.558,1.53,25.38,51.28,25.290000000000003,25.99,58.7,13.56,4.54
N20003178,Newry_E4,newryandmourne|stpatricks,85.76,79.959,-5.8,1.03,6.748,5.72,25.38,51.28,27.664,23.62,58.7,13.56,4.54
N20003181,Newry_G3,newryandmourne|stpatricks,85.76,85.333,-0.43,1.03,7.778,6.75,25.38,51.28,6.473,44.81,58.7,13.56,4.54
N20003180,Newry_G2,newryandmourne|stpatricks,85.76,86.018,0.26,1.03,4.248,3.22,25.38,51.28,0.708,50.57,58.7,13.56,4.54
N20003187,Newry_L1,newryandmourne|stmarys,89.16,87.607,-1.55,0.83,4.274,3.44,25.43,42.97,8.12,34.85,49.35,12.07,3.24
N20003184,Newry_G4,newryandmourne|stpatricks,85.76,95.357,9.6,1.03,0.893,-0.14,25.38,51.28,5.925,45.36,58.7,13.56,4.54
N20003224,Crotlieve_C5,newryandmourne|ballycrossan,84.22,95.36,11.14,0.64,1.856,1.22,16.28,12.71,4.63,8.08,16.51,7.28,6.33
N20003189,Newry_J1,newryandmourne|stmarys,89.16,86.828,-2.33,0.83,3.64,2.81,25.43,42.97,10.208,32.76,49.35,12.07,3.24
N20003190,Newry_L2,newryandmourne|stmarys,89.16,72.598,-16.56,0.83,13.167,12.34,25.43,42.97,4.982,37.99,49.35,12.07,3.24
N20003191,Newry_K2,newryandmourne|drumalane,90.63,92.334,1.7,0.87,1.916,1.05,19.27,37.01,1.045,35.96,36.34,12.17,9.47
N20003186,Newry_H3,newryandmourne|daisyhill,88.03,93.412,5.38,1.84,2.872,1.03,32.35,65.87,26.351,39.52,56.92,12.77,2.73
N20003188,Newry_K1,newryandmourne|drumalane,90.63,93.241,2.61,0.87,2.187,1.32,19.27,37.01,3.976,33.03,36.34,12.17,9.47
N20003183,Newry_H1,newryandmourne|daisyhill,88.03,91.865,3.83,1.84,2.976,1.14,32.35,65.87,39.087999999999994,26.78,56.92,12.77,2.73
N20003185,Newry_H2,newryandmourne|drumalane,90.63,85.913,-4.72,0.87,5.556,4.69,19.27,37.01,26.337,10.67,36.34,12.17,9.47
N20003179,Newry_E5,newryandmourne|stpatricks,85.76,72.606,-13.15,1.03,9.309,8.28,25.38,51.28,13.298,37.98,58.7,13.56,4.54
