DZ2021_cd,DZ2021_nm,ward_key,ward_pop_1971,ward_pop_1981,pop_change_7181,ward_pop_density_1981,dz_density_2021,log_density_ratio_8121,ward_male_pct_1981
N20000650,Banbridge_P1,banbridge|drumadonnell,1501,1265,-15.72,29.0,77.4,0.9819,49.17
N20003331,Slieve_Croob_E3,banbridge|garran,1709,1500,-12.23,23.8,34.5,0.3714,51.27
N20000655,Banbridge_P3,banbridge|drumadonnell,1501,1265,-15.72,29.0,43.0,0.395,49.17
N20000656,Banbridge_P4,banbridge|drumadonnell,1501,1265,-15.72,29.0,28.8,-0.0054,49.17
N20003261,The_Mournes_F1,newry and mourne|spelga,1970,1999,1.47,28.9,40.3,0.3336,50.58
N20003344,Slieve_Croob_J3,down|castlewellan,2057,2321,12.83,165.8,3271.6,2.9822,50.5
N20003346,Slieve_Croob_J5,down|castlewellan,2057,2321,12.83,165.8,2955.3,2.8806,50.5
N20003257,The_Mournes_A1,down|tollymore,1924,1941,0.88,29.0,52.7,0.5968,51.42
N20003260,The_Mournes_A4,down|tollymore,1924,1941,0.88,29.0,619.0,3.0608,51.42
N20003276,The_Mournes_F3,down|tollymore,1924,1941,0.88,29.0,25.8,-0.1178,51.42
N20003280,The_Mournes_F4,newry and mourne|spelga,1970,1999,1.47,28.9,13.3,-0.7734,50.58
N20003282,The_Mournes_G2,newry and mourne|binnian,2160,1993,-7.73,31.5,15.0,-0.739,50.23
N20003281,The_Mournes_G1,newry and mourne|annalong,2155,2500,16.01,64.8,16.6,-1.3627,50.12
N20003287,The_Mournes_H4,newry and mourne|annalong,2155,2500,16.01,64.8,1169.6,2.8931,50.12
N20003285,The_Mournes_H2,newry and mourne|annalong,2155,2500,16.01,64.8,865.8,2.5924,50.12
N20003284,The_Mournes_H1,newry and mourne|annalong,2155,2500,16.01,64.8,3417.7,3.9654,50.12
N20003283,The_Mournes_J1,newry and mourne|annalong,2155,2500,16.01,64.8,226.8,1.2526,50.12
N20003286,The_Mournes_H3,newry and mourne|annalong,2155,2500,16.01,64.8,1770.6,3.3078,50.12
N20003289,The_Mournes_J2,newry and mourne|binnian,2160,1993,-7.73,31.5,136.6,1.4671,50.23
N20003309,The_Mournes_K4,newry and mourne|cranfield,2544,2630,3.38,149.6,89.4,-0.5149,49.13
N20003304,The_Mournes_N3,newry and mourne|kilkeel,2885,3840,33.1,1013.3,1351.9,0.2883,47.08
N20003303,The_Mournes_P2,newry and mourne|kilkeel,2885,3840,33.1,1013.3,1790.3,0.5692,47.08
N20003305,The_Mournes_P3,newry and mourne|kilkeel,2885,3840,33.1,1013.3,2731.1,0.9915,47.08
N20003308,The_Mournes_P6,newry and mourne|cranfield,2544,2630,3.38,149.6,1012.9,1.9126,49.13
N20003307,The_Mournes_P5,newry and mourne|kilkeel,2885,3840,33.1,1013.3,3439.5,1.2221,47.08
N20003306,The_Mournes_P4,newry and mourne|kilkeel,2885,3840,33.1,1013.3,1138.2,0.1162,47.08
N20003296,The_Mournes_J4,newry and mourne|binnian,2160,1993,-7.73,31.5,166.5,1.6652,50.23
N20003297,The_Mournes_L1,newry and mourne|binnian,2160,1993,-7.73,31.5,1116.4,3.5678,50.23
N20003294,The_Mournes_J3,newry and mourne|binnian,2160,1993,-7.73,31.5,367.8,2.4575,50.23
N20003288,The_Mournes_G3,newry and mourne|binnian,2160,1993,-7.73,31.5,77.0,0.8944,50.23
N20003292,The_Mournes_G4,newry and mourne|binnian,2160,1993,-7.73,31.5,70.5,0.8058,50.23
N20003293,The_Mournes_G5,newry and mourne|lisnacree,2046,2028,-0.88,23.6,82.3,1.2486,50.44
N20003298,The_Mournes_L2,newry and mourne|kilkeel,2885,3840,33.1,1013.3,4265.6,1.4374,47.08
N20003300,The_Mournes_L3,newry and mourne|kilkeel,2885,3840,33.1,1013.3,629.4,-0.4762,47.08
N20003301,The_Mournes_P1,newry and mourne|kilkeel,2885,3840,33.1,1013.3,2338.5,0.8363,47.08
N20003299,The_Mournes_N1,newry and mourne|cranfield,2544,2630,3.38,149.6,3006.0,3.0004,49.13
N20003302,The_Mournes_N2,newry and mourne|cranfield,2544,2630,3.38,149.6,5080.0,3.5251,49.13
N20003290,The_Mournes_K1,newry and mourne|lisnacree,2046,2028,-0.88,23.6,35.3,0.403,50.44
N20003291,The_Mournes_K2,newry and mourne|lisnacree,2046,2028,-0.88,23.6,27.0,0.1344,50.44
N20003310,The_Mournes_K5,newry and mourne|cranfield,2544,2630,3.38,149.6,64.2,-0.8455,49.13
N20003255,Crotlieve_K7,newry and mourne|seaview,2643,2746,3.9,703.9,3035.7,1.4616,51.02
N20003251,Crotlieve_K5,newry and mourne|seaview,2643,2746,3.9,703.9,5339.4,2.0262,51.02
N20003249,Crotlieve_K4,newry and mourne|seaview,2643,2746,3.9,703.9,4983.4,1.9572,51.02
N20003253,Crotlieve_K6,newry and mourne|seaview,2643,2746,3.9,703.9,3210.9,1.5177,51.02
N20003250,Crotlieve_J3,newry and mourne|seaview,2643,2746,3.9,703.9,1792.0,0.9345,51.02
N20003252,Crotlieve_L3,newry and mourne|rostrevor,2292,2663,16.19,65.8,1834.4,3.3279,49.53
N20003254,Crotlieve_L4,newry and mourne|rostrevor,2292,2663,16.19,65.8,3071.5,3.8433,49.53
N20003256,Crotlieve_L5,newry and mourne|rostrevor,2292,2663,16.19,65.8,331.6,1.6174,49.53
N20003295,The_Mournes_K3,newry and mourne|lisnacree,2046,2028,-0.88,23.6,38.4,0.4863,50.44
N20003244,Crotlieve_L2,newry and mourne|rostrevor,2292,2663,16.19,65.8,5209.9,4.3717,49.53
N20003239,Crotlieve_L1,newry and mourne|rostrevor,2292,2663,16.19,65.8,3805.1,4.0575,49.53
N20003230,Crotlieve_G2,newry and mourne|rostrevor,2292,2663,16.19,65.8,31.1,-0.7499,49.53
N20003232,Crotlieve_G3,newry and mourne|rostrevor,2292,2663,16.19,65.8,11.8,-1.7219,49.53
N20003225,Crotlieve_G1,newry and mourne|drumgath,2187,2062,-5.72,38.0,43.6,0.1363,50.1
N20003226,Crotlieve_E2,newry and mourne|ballycrossan,2404,2486,3.41,80.9,135.3,0.5142,51.45
N20003221,Crotlieve_E1,newry and mourne|drumgath,2187,2062,-5.72,38.0,3528.7,4.5311,50.1
N20003222,Crotlieve_C3,newry and mourne|ballycrossan,2404,2486,3.41,80.9,82.7,0.0225,51.45
N20003231,Crotlieve_E3,newry and mourne|clonallan,2685,2981,11.02,189.5,191.0,0.0077,49.11
N20003234,Crotlieve_G4,newry and mourne|clonallan,2685,2981,11.02,189.5,425.0,0.8078,49.11
N20003235,Crotlieve_G5,newry and mourne|seaview,2643,2746,3.9,703.9,87.6,-2.0836,51.02
N20003240,Crotlieve_J2,newry and mourne|seaview,2643,2746,3.9,703.9,1336.2,0.641,51.02
N20003246,Crotlieve_K2,newry and mourne|seaview,2643,2746,3.9,703.9,6368.6,2.2025,51.02
N20003243,Crotlieve_H4,newry and mourne|clonallan,2685,2981,11.02,189.5,4154.2,3.0875,49.11
N20003245,Crotlieve_H5,newry and mourne|clonallan,2685,2981,11.02,189.5,5070.6,3.2868,49.11
N20003247,Crotlieve_H6,newry and mourne|clonallan,2685,2981,11.02,189.5,2975.0,2.7536,49.11
N20003248,Crotlieve_K3,newry and mourne|clonallan,2685,2981,11.02,189.5,4387.8,3.1422,49.11
N20003242,Crotlieve_K1,newry and mourne|clonallan,2685,2981,11.02,189.5,462.9,0.8931,49.11
N20003241,Crotlieve_H3,newry and mourne|clonallan,2685,2981,11.02,189.5,7164.7,3.6325,49.11
N20003238,Crotlieve_H2,newry and mourne|clonallan,2685,2981,11.02,189.5,2713.9,2.6618,49.11
N20003237,Crotlieve_J1,newry and mourne|clonallan,2685,2981,11.02,189.5,932.2,1.5932,49.11
N20003236,Crotlieve_H1,newry and mourne|clonallan,2685,2981,11.02,189.5,725.9,1.343,49.11
N20003204,Newry_N3,newry and mourne|fathom,2498,2636,5.52,67.1,55.7,-0.1856,50.76
N20003205,Newry_P3,newry and mourne|forkhill,2386,2137,-10.44,46.5,101.7,0.7824,48.53
N20003202,Newry_N2,newry and mourne|fathom,2498,2636,5.52,67.1,135.6,0.7032,50.76
N20003201,Newry_P1,newry and mourne|fathom,2498,2636,5.52,67.1,3225.8,3.8728,50.76
N20003233,Crotlieve_F4,newry and mourne|ballycrossan,2404,2486,3.41,80.9,101.6,0.2274,51.45
N20003229,Crotlieve_F3,newry and mourne|ballycrossan,2404,2486,3.41,80.9,115.3,0.3542,51.45
N20003228,Crotlieve_F2,newry and mourne|ballycrossan,2404,2486,3.41,80.9,959.3,2.473,51.45
N20003192,Newry_J2,newry and mourne|st mary s,2604,2562,-1.61,1293.5,2292.3,0.5722,48.09
N20003197,Newry_J3,newry and mourne|st mary s,2604,2562,-1.61,1293.5,2133.4,0.5004,48.09
N20003227,Crotlieve_F1,newry and mourne|ballycrossan,2404,2486,3.41,80.9,164.7,0.7107,51.45
N20003223,Crotlieve_C4,newry and mourne|ballycrossan,2404,2486,3.41,80.9,202.5,0.9173,51.45
N20003169,Newry_D4,newry and mourne|windsor hill,2706,3503,29.45,694.4,3617.8,1.6506,48.64
N20003168,Newry_D3,newry and mourne|windsor hill,2706,3503,29.45,694.4,1936.9,1.0258,48.64
N20003175,Newry_G1,newry and mourne|windsor hill,2706,3503,29.45,694.4,5035.1,1.9811,48.64
N20003178,Newry_E4,newry and mourne|st patrick s,2395,2143,-10.52,1447.7,3690.6,0.9358,48.3
N20003181,Newry_G3,newry and mourne|st patrick s,2395,2143,-10.52,1447.7,5039.2,1.2473,48.3
N20003180,Newry_G2,newry and mourne|st patrick s,2395,2143,-10.52,1447.7,2230.5,0.4323,48.3
N20003187,Newry_L1,newry and mourne|st mary s,2604,2562,-1.61,1293.5,3673.5,1.0438,48.09
N20003184,Newry_G4,newry and mourne|st patrick s,2395,2143,-10.52,1447.7,747.3,-0.6613,48.3
N20003224,Crotlieve_C5,newry and mourne|ballycrossan,2404,2486,3.41,80.9,6288.2,4.3532,51.45
N20003189,Newry_J1,newry and mourne|st mary s,2604,2562,-1.61,1293.5,763.5,-0.5272,48.09
N20003190,Newry_L2,newry and mourne|st mary s,2604,2562,-1.61,1293.5,462.2,-1.029,48.09
N20003191,Newry_K2,newry and mourne|drumalane,2513,2368,-5.77,978.9,2233.5,0.8249,48.18
N20003186,Newry_H3,newry and mourne|daisy hill,2931,3177,8.39,2195.0,8397.2,1.3417,48.22
N20003188,Newry_K1,newry and mourne|drumalane,2513,2368,-5.77,978.9,3701.3,1.33,48.18
N20003183,Newry_H1,newry and mourne|daisy hill,2931,3177,8.39,2195.0,2952.5,0.2965,48.22
N20003185,Newry_H2,newry and mourne|drumalane,2513,2368,-5.77,978.9,3318.0,1.2207,48.18
N20003179,Newry_E5,newry and mourne|st patrick s,2395,2143,-10.52,1447.7,949.0,-0.4223,48.3
N20003170,Newry_E1,newry and mourne|drumgullion,3075,2874,-6.54,1691.9,7375.0,1.4722,50.42
N20003172,Newry_E2,newry and mourne|drumgullion,3075,2874,-6.54,1691.9,3373.1,0.69,50.42
N20003174,Newry_E3,newry and mourne|drumgullion,3075,2874,-6.54,1691.9,1040.3,-0.4864,50.42
N20003167,Newry_C3,newry and mourne|ballybot,3329,2646,-20.52,2287.5,8398.7,1.3006,49.58
N20003171,Newry_C4,newry and mourne|ballybot,3329,2646,-20.52,2287.5,1288.7,-0.5738,49.58
N20003176,Newry_F2,newry and mourne|daisy hill,2931,3177,8.39,2195.0,2475.5,0.1202,48.22
N20003182,Newry_F4,newry and mourne|daisy hill,2931,3177,8.39,2195.0,875.1,-0.9196,48.22
N20003177,Newry_F3,newry and mourne|daisy hill,2931,3177,8.39,2195.0,4444.4,0.7055,48.22
N20003173,Newry_F1,newry and mourne|derrymore,2657,2160,-18.71,241.7,1219.2,1.6183,49.35
N20003194,Newry_K3,newry and mourne|drumalane,2513,2368,-5.77,978.9,1047.6,0.0679,48.18
N20003196,Newry_K4,newry and mourne|drumalane,2513,2368,-5.77,978.9,4192.0,1.4545,48.18
N20003193,Newry_L3,newry and mourne|drumalane,2513,2368,-5.77,978.9,1983.0,0.7059,48.18
N20003195,Newry_L4,newry and mourne|drumalane,2513,2368,-5.77,978.9,2713.1,1.0194,48.18
N20003198,Newry_L5,newry and mourne|fathom,2498,2636,5.52,67.1,504.4,2.0172,50.76
N20003199,Newry_L6,newry and mourne|fathom,2498,2636,5.52,67.1,2146.0,3.4652,50.76
N20003200,Newry_N1,newry and mourne|fathom,2498,2636,5.52,67.1,72.3,0.0741,50.76
N20003129,Slieve_Gullion_F3,newry and mourne|camlough,2102,1941,-7.66,37.8,44.3,0.1593,50.33
N20003124,Slieve_Gullion_E5,newry and mourne|camlough,2102,1941,-7.66,37.8,925.8,3.1984,50.33
N20003130,Slieve_Gullion_F4,newry and mourne|camlough,2102,1941,-7.66,37.8,50.9,0.2971,50.33
N20003203,Newry_P2,newry and mourne|fathom,2498,2636,5.52,67.1,2031.7,3.4105,50.76
N20003206,Newry_P4,newry and mourne|fathom,2498,2636,5.52,67.1,593.3,2.1795,50.76
N20003135,Slieve_Gullion_L1,newry and mourne|forkhill,2386,2137,-10.44,46.5,81.8,0.5646,48.53
N20003138,Slieve_Gullion_F5,newry and mourne|forkhill,2386,2137,-10.44,46.5,48.4,0.0401,48.53
N20003143,Slieve_Gullion_J4,newry and mourne|forkhill,2386,2137,-10.44,46.5,2297.5,3.9001,48.53
N20003149,Slieve_Gullion_L4,newry and mourne|forkhill,2386,2137,-10.44,46.5,72.7,0.4473,48.53
N20003139,Slieve_Gullion_L2,newry and mourne|forkhill,2386,2137,-10.44,46.5,107.9,0.8417,48.53
N20003145,Slieve_Gullion_L3,newry and mourne|forkhill,2386,2137,-10.44,46.5,159.9,1.2353,48.53
N20003142,Slieve_Gullion_J3,newry and mourne|creggan,2102,1974,-6.09,38.1,78.8,0.7271,51.01
N20003141,Slieve_Gullion_G4,newry and mourne|creggan,2102,1974,-6.09,38.1,92.6,0.8876,51.01
N20003148,Slieve_Gullion_K4,newry and mourne|creggan,2102,1974,-6.09,38.1,48.3,0.2363,51.01
N20003151,Slieve_Gullion_K5,newry and mourne|creggan,2102,1974,-6.09,38.1,46.1,0.1898,51.01
N20003144,Slieve_Gullion_K3,newry and mourne|creggan,2102,1974,-6.09,38.1,149.3,1.3659,51.01
N20003140,Slieve_Gullion_H3,newry and mourne|newtownhamilton,1936,1649,-14.82,32.5,48.1,0.392,50.82
N20003146,Slieve_Gullion_N1,newry and mourne|crossmaglen,2309,1990,-13.82,72.5,4989.2,4.2314,50.4
N20003147,Slieve_Gullion_N2,newry and mourne|crossmaglen,2309,1990,-13.82,72.5,1267.3,2.8611,50.4
N20003150,Slieve_Gullion_N3,newry and mourne|crossmaglen,2309,1990,-13.82,72.5,2362.4,3.4838,50.4
N20003153,Slieve_Gullion_H5,newry and mourne|crossmaglen,2309,1990,-13.82,72.5,74.2,0.0237,50.4
N20003152,Slieve_Gullion_H4,newry and mourne|crossmaglen,2309,1990,-13.82,72.5,132.5,0.6031,50.4
N20003125,Slieve_Gullion_H1,newry and mourne|newtownhamilton,1936,1649,-14.82,32.5,31.5,-0.0305,50.82
N20003128,Slieve_Gullion_G2,newry and mourne|newtownhamilton,1936,1649,-14.82,32.5,45.5,0.3363,50.82
N20003131,Slieve_Gullion_H2,newry and mourne|newtownhamilton,1936,1649,-14.82,32.5,40.7,0.2256,50.82
N20003132,Slieve_Gullion_K1,newry and mourne|newtownhamilton,1936,1649,-14.82,32.5,144.3,1.4907,50.82
N20003137,Slieve_Gullion_K2,newry and mourne|creggan,2102,1974,-6.09,38.1,69.4,0.6,51.01
N20003133,Slieve_Gullion_G3,newry and mourne|camlough,2102,1941,-7.66,37.8,68.9,0.6003,50.33
N20003134,Slieve_Gullion_J1,newry and mourne|creggan,2102,1974,-6.09,38.1,327.6,2.1515,51.01
N20003136,Slieve_Gullion_J2,newry and mourne|creggan,2102,1974,-6.09,38.1,118.5,1.1351,51.01
N20003127,Slieve_Gullion_G1,newry and mourne|camlough,2102,1941,-7.66,37.8,38.4,0.0167,50.33
N20003126,Slieve_Gullion_F2,newry and mourne|belleek,2102,1588,-24.45,22.8,96.8,1.4456,51.95
N20003107,Slieve_Gullion_B3,newry and mourne|belleek,2102,1588,-24.45,22.8,37.8,0.5058,51.95
N20003106,Slieve_Gullion_B2,newry and mourne|belleek,2102,1588,-24.45,22.8,97.5,1.4526,51.95
N20000704,Cusher_H3,armagh|poyntz pass,2053,2007,-2.24,37.1,89.4,0.8792,49.38
N20000708,Cusher_H4,armagh|markethill,2352,2286,-2.81,56.4,58.1,0.0289,48.99
N20000706,Cusher_L3,armagh|carrigatuke,2371,2258,-4.77,37.5,59.0,0.4526,50.93
N20000709,Cusher_K6,armagh|carrigatuke,2371,2258,-4.77,37.5,22.5,-0.5119,50.93
N20003104,Slieve_Gullion_B1,newry and mourne|belleek,2102,1588,-24.45,22.8,65.6,1.0571,51.95
N20003119,Slieve_Gullion_B4,newry and mourne|newtownhamilton,1936,1649,-14.82,32.5,4030.1,4.8203,50.82
N20000710,Cusher_L5,armagh|carrigatuke,2371,2258,-4.77,37.5,52.3,0.3322,50.93
N20000355,Armagh_K6,armagh|derrynoose,1903,2050,7.72,30.4,40.9,0.2957,52.68
N20000354,Armagh_K5,armagh|derrynoose,1903,2050,7.72,30.4,39.8,0.2693,52.68
N20000705,Cusher_L2,armagh|carrigatuke,2371,2258,-4.77,37.5,207.1,1.7088,50.93
N20000350,Armagh_L3,armagh|carrigatuke,2371,2258,-4.77,37.5,1167.1,3.4379,50.93
N20000352,Armagh_L5,armagh|keady,2145,2504,16.74,2833.9,1588.6,-0.5788,49.52
N20000349,Armagh_L2,armagh|keady,2145,2504,16.74,2833.9,2676.5,-0.0571,49.52
N20000348,Armagh_L1,armagh|keady,2145,2504,16.74,2833.9,1022.6,-1.0193,49.52
N20000351,Armagh_L4,armagh|keady,2145,2504,16.74,2833.9,1902.9,-0.3983,49.52
N20000353,Armagh_K4,armagh|derrynoose,1903,2050,7.72,30.4,46.5,0.4249,52.68
N20000707,Cusher_L4,armagh|carrigatuke,2371,2258,-4.77,37.5,120.1,1.1638,50.93
N20000701,Cusher_L1,armagh|killeen,2345,2976,26.91,45.9,54.9,0.1795,51.31
N20000343,Armagh_J5,armagh|milford,2016,1736,-13.89,44.1,51.6,0.1568,52.59
N20000346,Armagh_K2,armagh|killylea,2118,2164,2.17,33.8,35.7,0.0543,49.45
N20000344,Armagh_K1,armagh|killylea,2118,2164,2.17,33.8,32.1,-0.0526,49.45
N20000345,Armagh_J6,armagh|milford,2016,1736,-13.89,44.1,64.0,0.3731,52.59
N20000338,Armagh_J2,armagh|milford,2016,1736,-13.89,44.1,28.5,-0.4362,52.59
N20000341,Armagh_J4,armagh|milford,2016,1736,-13.89,44.1,64.7,0.3839,52.59
N20000337,Armagh_H5,armagh|killeen,2345,2976,26.91,45.9,5441.2,4.7753,51.31
N20000336,Armagh_H4,armagh|killeen,2345,2976,26.91,45.9,3681.7,4.3847,51.31
N20000339,Armagh_J3,armagh|killeen,2345,2976,26.91,45.9,135.0,1.079,51.31
N20000335,Armagh_G6,armagh|killeen,2345,2976,26.91,45.9,6765.2,4.9931,51.31
N20000329,Armagh_G3,armagh|downs,2669,1792,-32.86,1165.5,2292.2,0.6764,48.38
N20000327,Armagh_F6,armagh|downs,2669,1792,-32.86,1165.5,4467.4,1.3437,48.38
N20000330,Armagh_G4,armagh|downs,2669,1792,-32.86,1165.5,3130.9,0.9882,48.38
N20000325,Armagh_G1,armagh|demesne,2460,2707,10.04,1384.4,3144.2,0.8203,47.8
N20000331,Armagh_G5,armagh|demesne,2460,2707,10.04,1384.4,330.6,-1.432,47.8
