DZ21,con,catholic_bg_pct,p_soft,soft_v11b,soft_v11c,band_v11b,band_v11c
N20002817,EAST ANTRIM,5.4,0.805,0.204,0.82,8.1,19.9
N20002818,EAST ANTRIM,5.4,0.805,0.204,0.82,8.1,19.9
N20002819,EAST ANTRIM,5.8,0.805,0.207,0.821,8.1,20.0
N20002820,EAST ANTRIM,13.1,0.805,0.269,0.835,9.0,20.3
N20002821,EAST ANTRIM,6.8,0.805,0.216,0.823,8.2,20.0
N20002822,EAST ANTRIM,9.7,0.805,0.24,0.828,8.6,20.1
N20002823,EAST ANTRIM,11.4,0.805,0.254,0.831,8.8,20.2
N20002824,EAST ANTRIM,16.5,0.805,0.297,0.841,9.5,20.4
N20002825,EAST ANTRIM,13.3,0.805,0.27,0.835,9.0,20.3
N20002826,EAST ANTRIM,9.4,0.805,0.237,0.828,8.5,20.1
N20002828,EAST ANTRIM,12.8,0.805,0.266,0.834,9.0,20.2
N20002829,EAST ANTRIM,7.7,0.805,0.223,0.824,8.3,20.0
N20002830,EAST ANTRIM,16.5,0.805,0.297,0.841,9.5,20.4
N20002831,EAST ANTRIM,11.6,0.805,0.256,0.832,8.8,20.2
N20002832,EAST ANTRIM,14.2,0.805,0.278,0.837,9.2,20.3
N20002833,EAST ANTRIM,8.8,0.805,0.232,0.827,8.5,20.1
N20002834,EAST ANTRIM,8.7,0.805,0.232,0.826,8.4,20.1
N20002835,EAST ANTRIM,14.3,0.805,0.279,0.837,9.2,20.3
N20002836,EAST ANTRIM,22.1,0.805,0.344,0.852,10.3,20.6
N20002837,MID ULSTER,68.4,1.0,0.72,0.993,17.8,23.7
N20002839,MID ULSTER,68.1,1.0,0.717,0.993,17.7,23.7
N20002840,MID ULSTER,44.3,1.0,0.506,0.987,13.3,23.6
N20002843,MID ULSTER,62.9,1.0,0.671,0.991,16.7,23.7
N20002846,MID ULSTER,10.6,1.0,0.208,0.979,8.1,23.4
N20002848,MID ULSTER,80.2,1.0,0.824,0.995,20.0,23.8
N20002850,MID ULSTER,87.9,1.0,0.893,0.997,21.5,23.8
N20002851,MID ULSTER,82.8,1.0,0.848,0.996,20.5,23.8
N20002852,MID ULSTER,94.7,1.0,0.953,0.999,22.8,23.9
N20002853,MID ULSTER,22.1,1.0,0.309,0.982,9.7,23.5
N20002855,MID ULSTER,55.2,1.0,0.603,0.99,15.3,23.6
N20002856,MID ULSTER,89.6,1.0,0.908,0.998,21.9,23.8
N20002857,MID ULSTER,33.0,1.0,0.406,0.984,11.4,23.5
N20002858,MID ULSTER,82.1,1.0,0.841,0.996,20.4,23.8
N20002859,MID ULSTER,95.4,1.0,0.959,0.999,23.0,23.9
N20002860,MID ULSTER,85.0,1.0,0.867,0.997,21.0,23.8
N20002861,MID ULSTER,93.9,1.0,0.946,0.999,22.7,23.8
N20002862,MID ULSTER,92.6,1.0,0.934,0.998,22.4,23.8
N20002863,MID ULSTER,90.4,1.0,0.915,0.998,22.0,23.8
N20002865,MID ULSTER,92.0,1.0,0.929,0.998,22.3,23.8
N20002867,MID ULSTER,10.9,1.0,0.21,0.979,8.1,23.4
N20002869,MID ULSTER,90.8,1.0,0.918,0.998,22.1,23.8
N20002870,MID ULSTER,86.5,1.0,0.88,0.997,21.3,23.8
N20002871,MID ULSTER,54.7,1.0,0.598,0.989,15.2,23.6
N20002872,MID ULSTER,23.7,1.0,0.324,0.982,9.9,23.5
N20002874,MID ULSTER,91.6,1.0,0.926,0.998,22.2,23.8
N20002875,MID ULSTER,93.5,1.0,0.942,0.998,22.6,23.8
N20002876,MID ULSTER,30.0,1.0,0.379,0.984,10.9,23.5
N20002877,MID ULSTER,55.9,1.0,0.609,0.99,15.4,23.7
N20002878,MID ULSTER,95.0,1.0,0.956,0.999,22.9,23.9
N20002879,MID ULSTER,46.1,1.0,0.522,0.987,13.7,23.6
N20002880,MID ULSTER,54.3,1.0,0.595,0.989,15.2,23.6
N20002881,MID ULSTER,34.7,1.0,0.421,0.985,11.7,23.5
N20002882,MID ULSTER,81.8,1.0,0.839,0.996,20.3,23.8
N20002883,MID ULSTER,44.3,1.0,0.506,0.987,13.3,23.6
N20002884,MID ULSTER,53.6,1.0,0.589,0.989,15.0,23.6
N20002885,MID ULSTER,92.1,1.0,0.93,0.998,22.3,23.8
N20002886,MID ULSTER,46.9,1.0,0.529,0.988,13.8,23.6
N20002887,MID ULSTER,92.7,1.0,0.935,0.998,22.5,23.8
N20002888,MID ULSTER,92.2,1.0,0.931,0.998,22.4,23.8
N20002890,MID ULSTER,89.7,1.0,0.909,0.998,21.9,23.8
N20002891,MID ULSTER,51.0,1.0,0.566,0.989,14.5,23.6
N20002892,MID ULSTER,81.7,1.0,0.838,0.996,20.3,23.8
N20002893,MID ULSTER,77.6,1.0,0.801,0.995,19.5,23.8
N20002894,MID ULSTER,76.4,1.0,0.791,0.995,19.3,23.8
N20002895,MID ULSTER,72.5,1.0,0.756,0.994,18.6,23.7
N20002896,MID ULSTER,59.9,1.0,0.645,0.991,16.2,23.7
N20002897,MID ULSTER,62.1,1.0,0.664,0.991,16.6,23.7
N20002900,MID ULSTER,70.1,1.0,0.735,0.993,18.1,23.7
N20002901,MID ULSTER,59.6,1.0,0.642,0.991,16.1,23.7
N20002902,MID ULSTER,53.5,1.0,0.588,0.989,15.0,23.6
N20002903,MID ULSTER,66.7,1.0,0.705,0.992,17.5,23.7
N20002904,MID ULSTER,61.1,1.0,0.655,0.991,16.4,23.7
N20002905,MID ULSTER,48.6,1.0,0.544,0.988,14.1,23.6
N20002906,MID ULSTER,79.7,1.0,0.82,0.995,19.9,23.8
N20002907,MID ULSTER,33.3,1.0,0.409,0.984,11.5,23.5
N20002908,MID ULSTER,63.6,1.0,0.677,0.992,16.9,23.7
N20002909,MID ULSTER,54.3,1.0,0.595,0.989,15.2,23.6
N20002910,MID ULSTER,56.0,1.0,0.61,0.99,15.5,23.7
N20002911,MID ULSTER,61.8,1.0,0.661,0.991,16.5,23.7
N20002912,MID ULSTER,50.5,1.0,0.561,0.988,14.5,23.6
N20002913,MID ULSTER,19.3,1.0,0.285,0.981,9.3,23.5
N20002914,MID ULSTER,39.1,1.0,0.46,0.986,12.4,23.6
N20002915,MID ULSTER,35.8,1.0,0.431,0.985,11.9,23.5
N20002916,MID ULSTER,82.0,1.0,0.84,0.996,20.4,23.8
N20002917,MID ULSTER,63.0,1.0,0.672,0.991,16.8,23.7
N20002920,MID ULSTER,40.6,1.0,0.473,0.986,12.7,23.6
N20002922,MID ULSTER,46.2,1.0,0.523,0.987,13.7,23.6
N20002923,MID ULSTER,51.2,1.0,0.567,0.989,14.6,23.6
N20002924,MID ULSTER,40.7,1.0,0.474,0.986,12.7,23.6
N20002926,MID ULSTER,27.4,1.0,0.356,0.983,10.5,23.5
N20002927,MID ULSTER,82.9,1.0,0.848,0.996,20.6,23.8
N20002928,MID ULSTER,42.7,1.0,0.492,0.987,13.1,23.6
N20002930,MID ULSTER,80.6,1.0,0.828,0.995,20.1,23.8
N20002931,MID ULSTER,25.7,1.0,0.341,0.983,10.2,23.5
N20002932,MID ULSTER,26.7,1.0,0.35,0.983,10.4,23.5
N20002933,MID ULSTER,80.1,1.0,0.824,0.995,20.0,23.8
N20002934,MID ULSTER,19.0,1.0,0.282,0.981,9.2,23.5
N20002935,MID ULSTER,10.8,1.0,0.209,0.979,8.1,23.4
N20002937,MID ULSTER,36.4,1.0,0.436,0.985,12.0,23.6
N20002938,MID ULSTER,8.8,1.0,0.192,0.979,7.9,23.4
N20002939,MID ULSTER,15.9,1.0,0.255,0.98,8.8,23.4
N20002940,MID ULSTER,36.2,1.0,0.434,0.985,11.9,23.6
N20002941,MID ULSTER,53.9,1.0,0.591,0.989,15.1,23.6
N20002942,MID ULSTER,43.9,1.0,0.503,0.987,13.3,23.6
N20002943,MID ULSTER,57.9,1.0,0.627,0.99,15.8,23.7
N20002945,MID ULSTER,81.1,1.0,0.832,0.996,20.2,23.8
N20002946,MID ULSTER,74.1,1.0,0.77,0.994,18.9,23.7
N20002947,MID ULSTER,50.4,1.0,0.56,0.988,14.4,23.6
N20002948,MID ULSTER,91.3,1.0,0.923,0.998,22.2,23.8
N20002949,MID ULSTER,69.5,1.0,0.73,0.993,18.0,23.7
N20002950,MID ULSTER,61.4,1.0,0.658,0.991,16.5,23.7
N20002953,MID ULSTER,62.3,1.0,0.666,0.991,16.6,23.7
N20002954,MID ULSTER,68.2,1.0,0.718,0.993,17.7,23.7
N20002956,MID ULSTER,90.9,1.0,0.919,0.998,22.1,23.8
N20002957,MID ULSTER,76.2,1.0,0.789,0.994,19.3,23.8
N20002958,MID ULSTER,73.2,1.0,0.762,0.994,18.7,23.7
N20002960,MID ULSTER,24.1,1.0,0.327,0.982,10.0,23.5
N20002961,MID ULSTER,73.1,1.0,0.762,0.994,18.7,23.7
N20002962,MID ULSTER,66.5,1.0,0.703,0.992,17.4,23.7
N20002964,MID ULSTER,56.1,1.0,0.611,0.99,15.5,23.7
N20002965,MID ULSTER,67.5,1.0,0.712,0.992,17.6,23.7
N20002967,MID ULSTER,26.9,1.0,0.352,0.983,10.4,23.5
N20002968,MID ULSTER,15.0,1.0,0.247,0.98,8.7,23.4
N20002969,MID ULSTER,21.3,1.0,0.302,0.982,9.6,23.5
N20002970,MID ULSTER,89.2,1.0,0.904,0.997,21.8,23.8
N20002971,MID ULSTER,60.0,1.0,0.645,0.991,16.2,23.7
N20002972,MID ULSTER,91.1,1.0,0.921,0.998,22.1,23.8
N20002973,MID ULSTER,76.3,1.0,0.79,0.994,19.3,23.8
N20002974,MID ULSTER,64.8,1.0,0.688,0.992,17.1,23.7
N20002979,MID ULSTER,18.3,1.0,0.276,0.981,9.1,23.5
N20002982,MID ULSTER,86.4,1.0,0.879,0.997,21.2,23.8
N20002983,MID ULSTER,73.5,1.0,0.765,0.994,18.8,23.7
N20002984,MID ULSTER,75.3,1.0,0.781,0.994,19.1,23.8
N20002986,MID ULSTER,64.5,1.0,0.685,0.992,17.0,23.7
N20002988,MID ULSTER,66.1,1.0,0.699,0.992,17.3,23.7
N20002989,MID ULSTER,88.0,1.0,0.894,0.997,21.5,23.8
N20002990,MID ULSTER,82.1,1.0,0.841,0.996,20.4,23.8
N20002991,MID ULSTER,94.8,1.0,0.954,0.999,22.9,23.9
N20002993,MID ULSTER,89.3,1.0,0.905,0.998,21.8,23.8
N20002994,MID ULSTER,20.8,1.0,0.298,0.982,9.5,23.5
N20002995,MID ULSTER,94.1,1.0,0.948,0.999,22.7,23.8
N20002997,MID ULSTER,92.9,1.0,0.937,0.998,22.5,23.8
N20002998,MID ULSTER,87.9,1.0,0.893,0.997,21.5,23.8
N20002999,MID ULSTER,89.8,1.0,0.91,0.998,21.9,23.8
N20003001,MID ULSTER,94.5,1.0,0.951,0.999,22.8,23.9
N20003002,MID ULSTER,82.9,1.0,0.848,0.996,20.6,23.8
N20003003,MID ULSTER,85.8,1.0,0.874,0.997,21.1,23.8
N20003004,MID ULSTER,38.6,1.0,0.456,0.986,12.3,23.6
N20003005,MID ULSTER,87.5,1.0,0.889,0.997,21.4,23.8
N20003006,MID ULSTER,86.9,1.0,0.884,0.997,21.3,23.8
N20003007,MID ULSTER,83.7,1.0,0.856,0.996,20.7,23.8
N20003009,MID ULSTER,82.9,1.0,0.848,0.996,20.6,23.8
N20003010,MID ULSTER,91.4,1.0,0.924,0.998,22.2,23.8
N20003012,MID ULSTER,92.6,1.0,0.934,0.998,22.4,23.8
N20003013,MID ULSTER,87.3,1.0,0.887,0.997,21.4,23.8
N20003014,MID ULSTER,91.1,1.0,0.921,0.998,22.1,23.8
N20003018,MID ULSTER,73.3,1.0,0.763,0.994,18.7,23.7
N20003019,MID ULSTER,56.9,1.0,0.618,0.99,15.6,23.7
N20003020,FERMANAGH AND SOUTH TYRONE,84.5,0.585,0.863,0.941,20.9,22.6
N20003021,FERMANAGH AND SOUTH TYRONE,77.7,0.585,0.804,0.915,19.6,22.0
N20003022,FERMANAGH AND SOUTH TYRONE,84.6,0.585,0.864,0.941,20.9,22.6
N20003025,FERMANAGH AND SOUTH TYRONE,88.4,0.585,0.898,0.956,21.6,22.9
N20003026,FERMANAGH AND SOUTH TYRONE,84.6,0.585,0.864,0.941,20.9,22.6
N20003027,FERMANAGH AND SOUTH TYRONE,38.9,0.585,0.462,0.768,12.5,18.8
N20003028,FERMANAGH AND SOUTH TYRONE,84.0,0.585,0.859,0.939,20.8,22.5
N20003030,FERMANAGH AND SOUTH TYRONE,86.7,0.585,0.883,0.949,21.3,22.8
N20003031,FERMANAGH AND SOUTH TYRONE,72.2,0.585,0.755,0.894,18.5,21.6
N20003032,FERMANAGH AND SOUTH TYRONE,83.7,0.585,0.856,0.938,20.7,22.5
N20003033,FERMANAGH AND SOUTH TYRONE,90.4,0.585,0.915,0.964,22.0,23.1
N20003034,FERMANAGH AND SOUTH TYRONE,73.1,0.585,0.763,0.898,18.7,21.6
N20003035,FERMANAGH AND SOUTH TYRONE,92.6,0.585,0.935,0.972,22.4,23.3
N20003036,FERMANAGH AND SOUTH TYRONE,47.2,0.585,0.535,0.799,13.9,19.5
N20003037,FERMANAGH AND SOUTH TYRONE,81.4,0.585,0.836,0.929,20.3,22.3
N20003038,FERMANAGH AND SOUTH TYRONE,65.3,0.585,0.694,0.868,17.2,21.0
N20003039,FERMANAGH AND SOUTH TYRONE,55.4,0.585,0.607,0.831,15.4,20.2
N20003040,FERMANAGH AND SOUTH TYRONE,44.7,0.585,0.513,0.79,13.5,19.3
N20003041,FERMANAGH AND SOUTH TYRONE,89.7,0.585,0.909,0.961,21.9,23.0
N20003042,FERMANAGH AND SOUTH TYRONE,81.1,0.585,0.833,0.928,20.2,22.3
N20003043,FERMANAGH AND SOUTH TYRONE,54.5,0.585,0.599,0.827,15.2,20.1
N20003044,FERMANAGH AND SOUTH TYRONE,53.3,0.585,0.589,0.823,15.0,20.0
N20003045,FERMANAGH AND SOUTH TYRONE,47.7,0.585,0.539,0.801,14.0,19.5
N20003046,FERMANAGH AND SOUTH TYRONE,57.6,0.585,0.626,0.839,15.8,20.3
N20003047,FERMANAGH AND SOUTH TYRONE,55.1,0.585,0.604,0.829,15.4,20.1
N20003048,FERMANAGH AND SOUTH TYRONE,18.5,0.585,0.282,0.69,9.2,17.2
N20003049,FERMANAGH AND SOUTH TYRONE,40.2,0.585,0.473,0.773,12.7,18.9
N20003050,FERMANAGH AND SOUTH TYRONE,52.0,0.585,0.577,0.818,14.8,19.9
N20003051,FERMANAGH AND SOUTH TYRONE,43.7,0.585,0.504,0.786,13.3,19.2
N20003052,FERMANAGH AND SOUTH TYRONE,10.8,0.585,0.214,0.661,8.2,16.5
N20003053,FERMANAGH AND SOUTH TYRONE,2.5,0.585,0.141,0.63,7.3,15.9
N20003054,FERMANAGH AND SOUTH TYRONE,40.6,0.585,0.477,0.774,12.8,19.0
N20003055,FERMANAGH AND SOUTH TYRONE,32.2,0.585,0.403,0.742,11.3,18.3
N20003056,FERMANAGH AND SOUTH TYRONE,40.7,0.585,0.478,0.775,12.8,19.0
N20003057,FERMANAGH AND SOUTH TYRONE,46.0,0.585,0.524,0.795,13.7,19.4
N20003058,FERMANAGH AND SOUTH TYRONE,75.6,0.585,0.785,0.907,19.2,21.8
N20003060,FERMANAGH AND SOUTH TYRONE,74.4,0.585,0.774,0.903,19.0,21.7
N20003061,FERMANAGH AND SOUTH TYRONE,84.0,0.585,0.859,0.939,20.8,22.5
N20003062,FERMANAGH AND SOUTH TYRONE,69.1,0.585,0.728,0.883,18.0,21.3
N20003063,MID ULSTER,91.5,1.0,0.925,0.998,22.2,23.8
N20003064,MID ULSTER,86.3,1.0,0.879,0.997,21.2,23.8
N20003065,FERMANAGH AND SOUTH TYRONE,62.2,0.585,0.667,0.856,16.7,20.7
N20003066,FERMANAGH AND SOUTH TYRONE,46.6,0.585,0.53,0.797,13.8,19.4
N20003068,FERMANAGH AND SOUTH TYRONE,88.1,0.585,0.895,0.955,21.6,22.9
N20003070,FERMANAGH AND SOUTH TYRONE,42.2,0.585,0.491,0.78,13.0,19.1
N20003071,FERMANAGH AND SOUTH TYRONE,54.4,0.585,0.598,0.827,15.2,20.1
N20003072,FERMANAGH AND SOUTH TYRONE,43.6,0.585,0.503,0.786,13.3,19.2
N20003073,FERMANAGH AND SOUTH TYRONE,74.8,0.585,0.778,0.904,19.0,21.8
N20003074,FERMANAGH AND SOUTH TYRONE,48.9,0.585,0.55,0.806,14.2,19.6
N20003076,FERMANAGH AND SOUTH TYRONE,83.5,0.585,0.855,0.937,20.7,22.5
N20003077,FERMANAGH AND SOUTH TYRONE,52.2,0.585,0.579,0.818,14.8,19.9
N20003079,FERMANAGH AND SOUTH TYRONE,66.4,0.585,0.704,0.872,17.4,21.1
N20003080,FERMANAGH AND SOUTH TYRONE,36.6,0.585,0.441,0.759,12.1,18.6
N20003081,FERMANAGH AND SOUTH TYRONE,47.5,0.585,0.537,0.801,14.0,19.5
N20003082,FERMANAGH AND SOUTH TYRONE,69.5,0.585,0.731,0.884,18.0,21.3
N20003083,FERMANAGH AND SOUTH TYRONE,53.8,0.585,0.593,0.824,15.1,20.0
N20003084,FERMANAGH AND SOUTH TYRONE,28.1,0.585,0.367,0.727,10.7,17.9
N20003085,FERMANAGH AND SOUTH TYRONE,48.1,0.585,0.543,0.803,14.1,19.6
N20003086,FERMANAGH AND SOUTH TYRONE,56.0,0.585,0.612,0.833,15.5,20.2
N20003087,FERMANAGH AND SOUTH TYRONE,57.5,0.585,0.626,0.839,15.8,20.3
N20003088,FERMANAGH AND SOUTH TYRONE,54.5,0.585,0.599,0.827,15.2,20.1
N20003089,FERMANAGH AND SOUTH TYRONE,61.5,0.585,0.661,0.854,16.5,20.7
N20003090,FERMANAGH AND SOUTH TYRONE,48.0,0.585,0.542,0.802,14.1,19.6
N20003091,FERMANAGH AND SOUTH TYRONE,50.1,0.585,0.56,0.81,14.4,19.7
N20003092,FERMANAGH AND SOUTH TYRONE,44.2,0.585,0.508,0.788,13.4,19.2
N20003093,FERMANAGH AND SOUTH TYRONE,44.3,0.585,0.509,0.788,13.4,19.3
N20003094,FERMANAGH AND SOUTH TYRONE,14.6,0.585,0.248,0.676,8.7,16.8
N20003095,FERMANAGH AND SOUTH TYRONE,23.6,0.585,0.327,0.71,10.0,17.6
N20003097,FERMANAGH AND SOUTH TYRONE,15.6,0.585,0.256,0.679,8.8,16.9
N20003100,FERMANAGH AND SOUTH TYRONE,40.6,0.585,0.477,0.774,12.8,19.0
N20003102,NEWRY AND ARMAGH,32.3,0.58,0.417,0.744,11.6,18.3
N20003103,NEWRY AND ARMAGH,54.9,0.58,0.612,0.829,15.5,20.1
N20003104,NEWRY AND ARMAGH,51.1,0.58,0.579,0.815,14.8,19.8
N20003105,NEWRY AND ARMAGH,35.0,0.58,0.44,0.754,12.0,18.5
N20003107,NEWRY AND ARMAGH,78.3,0.58,0.813,0.918,19.8,22.1
N20003108,NEWRY AND ARMAGH,56.9,0.58,0.629,0.837,15.9,20.3
N20003109,NEWRY AND ARMAGH,57.5,0.58,0.634,0.839,16.0,20.4
N20003110,NEWRY AND ARMAGH,71.8,0.58,0.757,0.893,18.6,21.5
N20003111,NEWRY AND ARMAGH,84.9,0.58,0.87,0.943,21.0,22.6
N20003112,NEWRY AND ARMAGH,86.2,0.58,0.881,0.948,21.3,22.7
N20003113,NEWRY AND ARMAGH,73.2,0.58,0.769,0.899,18.8,21.7
N20003114,NEWRY AND ARMAGH,87.1,0.58,0.889,0.951,21.4,22.8
N20003115,NEWRY AND ARMAGH,92.2,0.58,0.933,0.97,22.4,23.2
N20003118,NEWRY AND ARMAGH,85.3,0.58,0.873,0.944,21.1,22.7
N20003119,NEWRY AND ARMAGH,74.8,0.58,0.783,0.905,19.1,21.8
N20003120,NEWRY AND ARMAGH,88.8,0.58,0.904,0.958,21.8,22.9
N20003123,NEWRY AND ARMAGH,91.7,0.58,0.929,0.969,22.3,23.2
N20003124,NEWRY AND ARMAGH,96.4,0.58,0.969,0.986,23.2,23.6
N20003125,NEWRY AND ARMAGH,36.2,0.58,0.45,0.759,12.2,18.6
N20003126,NEWRY AND ARMAGH,91.8,0.58,0.929,0.969,22.3,23.2
N20003127,NEWRY AND ARMAGH,89.0,0.58,0.905,0.958,21.8,23.0
N20003128,NEWRY AND ARMAGH,81.1,0.58,0.837,0.929,20.3,22.3
N20003129,NEWRY AND ARMAGH,95.6,0.58,0.962,0.983,23.0,23.5
N20003131,NEWRY AND ARMAGH,92.7,0.58,0.937,0.972,22.5,23.3
N20003133,NEWRY AND ARMAGH,94.4,0.58,0.952,0.979,22.8,23.4
N20003134,NEWRY AND ARMAGH,92.0,0.58,0.931,0.97,22.4,23.2
N20003135,NEWRY AND ARMAGH,94.3,0.58,0.951,0.978,22.8,23.4
N20003136,NEWRY AND ARMAGH,89.7,0.58,0.911,0.961,21.9,23.0
N20003137,NEWRY AND ARMAGH,94.0,0.58,0.948,0.977,22.7,23.4
N20003138,NEWRY AND ARMAGH,93.9,0.58,0.947,0.977,22.7,23.4
N20003143,NEWRY AND ARMAGH,96.2,0.58,0.967,0.986,23.2,23.6
N20003147,NEWRY AND ARMAGH,90.5,0.58,0.918,0.964,22.1,23.1
N20003149,NEWRY AND ARMAGH,95.1,0.58,0.958,0.981,22.9,23.5
N20003151,NEWRY AND ARMAGH,94.4,0.58,0.952,0.979,22.8,23.4
N20003152,NEWRY AND ARMAGH,93.3,0.58,0.942,0.975,22.6,23.3
N20003153,NEWRY AND ARMAGH,95.0,0.58,0.957,0.981,22.9,23.5
N20003154,NEWRY AND ARMAGH,51.9,0.58,0.586,0.818,15.0,19.9
N20003155,SOUTH DOWN,83.8,0.785,0.863,0.967,20.9,23.1
N20003156,SOUTH DOWN,87.8,0.785,0.897,0.975,21.6,23.3
N20003157,NEWRY AND ARMAGH,94.0,0.58,0.948,0.977,22.7,23.4
N20003158,NEWRY AND ARMAGH,77.4,0.58,0.805,0.915,19.6,22.0
N20003159,NEWRY AND ARMAGH,90.1,0.58,0.915,0.963,22.0,23.1
N20003160,SOUTH DOWN,88.0,0.785,0.899,0.975,21.6,23.3
N20003161,NEWRY AND ARMAGH,78.8,0.58,0.817,0.92,19.9,22.1
N20003162,NEWRY AND ARMAGH,90.3,0.58,0.916,0.963,22.0,23.1
N20003163,NEWRY AND ARMAGH,82.6,0.58,0.85,0.934,20.6,22.4
N20003164,NEWRY AND ARMAGH,89.9,0.58,0.913,0.962,22.0,23.0
N20003165,NEWRY AND ARMAGH,89.0,0.58,0.905,0.958,21.8,23.0
N20003166,NEWRY AND ARMAGH,93.5,0.58,0.944,0.975,22.6,23.3
N20003167,NEWRY AND ARMAGH,95.1,0.58,0.958,0.981,22.9,23.5
N20003168,NEWRY AND ARMAGH,85.8,0.58,0.878,0.946,21.2,22.7
N20003169,NEWRY AND ARMAGH,90.7,0.58,0.92,0.965,22.1,23.1
N20003170,NEWRY AND ARMAGH,84.1,0.58,0.863,0.94,20.9,22.6
N20003171,NEWRY AND ARMAGH,84.0,0.58,0.862,0.939,20.9,22.5
N20003172,NEWRY AND ARMAGH,79.1,0.58,0.82,0.921,19.9,22.1
N20003173,NEWRY AND ARMAGH,91.2,0.58,0.924,0.967,22.2,23.1
N20003174,NEWRY AND ARMAGH,83.2,0.58,0.855,0.936,20.7,22.5
N20003175,NEWRY AND ARMAGH,88.1,0.58,0.897,0.955,21.6,22.9
N20003176,NEWRY AND ARMAGH,87.5,0.58,0.892,0.953,21.5,22.8
N20003177,NEWRY AND ARMAGH,89.6,0.58,0.91,0.961,21.9,23.0
N20003179,NEWRY AND ARMAGH,73.0,0.58,0.767,0.898,18.8,21.6
N20003180,NEWRY AND ARMAGH,85.8,0.58,0.878,0.946,21.2,22.7
N20003181,NEWRY AND ARMAGH,87.5,0.58,0.892,0.953,21.5,22.8
N20003182,NEWRY AND ARMAGH,90.1,0.58,0.915,0.963,22.0,23.1
N20003183,NEWRY AND ARMAGH,92.1,0.58,0.932,0.97,22.4,23.2
N20003184,NEWRY AND ARMAGH,95.5,0.58,0.961,0.983,23.0,23.5
N20003185,NEWRY AND ARMAGH,87.3,0.58,0.891,0.952,21.5,22.8
N20003187,NEWRY AND ARMAGH,88.6,0.58,0.902,0.957,21.7,22.9
N20003188,NEWRY AND ARMAGH,94.2,0.58,0.95,0.978,22.8,23.4
N20003189,NEWRY AND ARMAGH,88.1,0.58,0.897,0.955,21.6,22.9
N20003190,NEWRY AND ARMAGH,74.0,0.58,0.776,0.902,19.0,21.7
N20003191,NEWRY AND ARMAGH,93.4,0.58,0.943,0.975,22.6,23.3
N20003192,NEWRY AND ARMAGH,91.9,0.58,0.93,0.969,22.3,23.2
N20003193,NEWRY AND ARMAGH,85.5,0.58,0.875,0.945,21.1,22.7
N20003194,NEWRY AND ARMAGH,95.0,0.58,0.957,0.981,22.9,23.5
N20003195,NEWRY AND ARMAGH,89.4,0.58,0.909,0.96,21.9,23.0
N20003196,NEWRY AND ARMAGH,84.8,0.58,0.869,0.943,21.0,22.6
N20003197,NEWRY AND ARMAGH,91.6,0.58,0.928,0.968,22.3,23.2
N20003198,NEWRY AND ARMAGH,91.4,0.58,0.926,0.967,22.2,23.2
N20003199,NEWRY AND ARMAGH,89.2,0.58,0.907,0.959,21.8,23.0
N20003200,NEWRY AND ARMAGH,92.5,0.58,0.935,0.972,22.5,23.3
N20003202,NEWRY AND ARMAGH,93.4,0.58,0.943,0.975,22.6,23.3
N20003204,NEWRY AND ARMAGH,92.4,0.58,0.935,0.971,22.4,23.2
N20003205,NEWRY AND ARMAGH,96.1,0.58,0.966,0.985,23.1,23.6
N20003207,SOUTH DOWN,88.4,0.785,0.902,0.976,21.7,23.4
N20003208,SOUTH DOWN,33.3,0.785,0.436,0.862,12.0,20.9
N20003209,SOUTH DOWN,46.1,0.785,0.544,0.889,14.1,21.4
N20003210,SOUTH DOWN,68.4,0.785,0.733,0.935,18.1,22.4
N20003211,SOUTH DOWN,86.5,0.785,0.886,0.972,21.4,23.3
N20003213,SOUTH DOWN,60.6,0.785,0.667,0.919,16.7,22.1
N20003215,SOUTH DOWN,62.5,0.785,0.683,0.923,17.0,22.2
N20003216,SOUTH DOWN,81.8,0.785,0.846,0.962,20.5,23.0
N20003217,SOUTH DOWN,91.2,0.785,0.926,0.982,22.2,23.5
N20003218,SOUTH DOWN,92.2,0.785,0.934,0.984,22.4,23.5
N20003219,SOUTH DOWN,85.8,0.785,0.88,0.971,21.2,23.2
N20003221,SOUTH DOWN,88.7,0.785,0.905,0.977,21.8,23.4
N20003222,SOUTH DOWN,87.2,0.785,0.892,0.974,21.5,23.3
N20003223,SOUTH DOWN,90.9,0.785,0.923,0.981,22.2,23.5
N20003224,SOUTH DOWN,94.6,0.785,0.954,0.989,22.9,23.6
N20003225,SOUTH DOWN,94.9,0.785,0.957,0.989,22.9,23.6
N20003228,SOUTH DOWN,87.3,0.785,0.893,0.974,21.5,23.3
N20003229,SOUTH DOWN,85.3,0.785,0.876,0.97,21.2,23.2
N20003231,SOUTH DOWN,94.3,0.785,0.952,0.988,22.8,23.6
N20003232,SOUTH DOWN,90.1,0.785,0.916,0.98,22.0,23.4
N20003233,SOUTH DOWN,91.1,0.785,0.925,0.982,22.2,23.5
N20003237,SOUTH DOWN,89.0,0.785,0.907,0.977,21.8,23.4
N20003238,SOUTH DOWN,83.8,0.785,0.863,0.967,20.9,23.1
N20003239,SOUTH DOWN,90.2,0.785,0.917,0.98,22.1,23.4
N20003241,SOUTH DOWN,82.2,0.785,0.85,0.963,20.6,23.1
N20003242,SOUTH DOWN,77.4,0.785,0.809,0.953,19.7,22.8
N20003243,SOUTH DOWN,89.1,0.785,0.908,0.977,21.9,23.4
