DZ21,label,con,margin_rate,prot_pct,old65_pct,pop
N20003405,Downpatrick_D2,SOUTH DOWN,4.19,6.19,29.69,485.0
N20002183,Omagh_B1,WEST TYRONE,4.19,6.14,13.31,586.0
N20002178,West_Tyrone_G5,WEST TYRONE,4.19,12.91,23.29,395.0
N20002497,Castlereagh_South_H5,BELFAST SOUTH,4.18,30.11,11.29,372.0
N20002875,Moyola_D3,MID ULSTER,4.18,5.84,30.09,462.0
N20000789,Castle_A3,BELFAST NORTH,4.18,20.85,16.33,398.0
N20000032,Dunsilly_F6,SOUTH ANTRIM,4.18,10.6,17.19,349.0
N20000818,Castle_L1,BELFAST NORTH,4.17,12.01,22.91,358.0
N20001655,The_Glens_A3,NORTH ANTRIM,4.17,18.95,26.74,475.0
N20002291,Killultagh_A3,SOUTH ANTRIM,4.17,14.74,15.09,285.0
N20000508,Lurgan_F5,UPPER BANN,4.17,8.31,19.17,313.0
N20003430,Downpatrick_K2,SOUTH DOWN,4.16,9.4,22.79,351.0
N20003062,Dungannon_K2,FERMANAGH AND SOUTH TYRONE,4.16,27.36,20.19,753.0
N20000207,Macedon_L1,BELFAST NORTH,4.16,9.49,29.0,369.0
N20001064,Lisnasharragh_K5,BELFAST SOUTH,4.16,26.46,9.62,291.0
N20002858,Carntogher_F4,MID ULSTER,4.16,14.11,25.06,411.0
N20001158,Botanic_P3,BELFAST SOUTH,4.15,20.57,18.23,384.0
N20000478,Lurgan_A2,UPPER BANN,4.15,15.32,15.32,470.0
N20001667,The_Glens_E1,NORTH ANTRIM,4.15,7.16,29.75,363.0
N20002888,Moyola_G3,MID ULSTER,4.15,6.57,18.49,411.0
N20000330,Armagh_G4,NEWRY AND ARMAGH,4.14,12.94,38.38,456.0
N20002176,West_Tyrone_F4,WEST TYRONE,4.14,26.68,22.87,551.0
N20001081,Botanic_B1,BELFAST SOUTH,4.14,21.38,8.49,318.0
N20000299,Armagh_E1,NEWRY AND ARMAGH,4.14,29.19,25.79,442.0
N20001280,Collin_J4,BELFAST WEST,4.14,19.01,14.07,263.0
N20000825,Castle_Q1,BELFAST NORTH,4.14,21.27,0.75,268.0
N20001161,Botanic_U3,BELFAST SOUTH,4.13,29.35,9.7,402.0
N20001545,Bann_G4,EAST LONDONDERRY,4.13,21.66,20.59,374.0
N20002971,Cookstown_J3,MID ULSTER,4.13,37.03,16.89,586.0
N20000332,Armagh_H1,NEWRY AND ARMAGH,4.13,34.38,22.31,381.0
N20003411,Downpatrick_D4,SOUTH DOWN,4.12,13.24,6.45,574.0
N20002392,Lisburn_North_E3,LAGAN VALLEY,4.12,34.68,14.5,545.0
N20001971,Sperrin_F3,WEST TYRONE,4.12,25.5,22.77,549.0
N20001168,Botanic_Y1,BELFAST SOUTH,4.12,30.28,11.93,436.0
N20003283,The_Mournes_J1,SOUTH DOWN,4.12,25.94,15.69,478.0
N20003342,Slieve_Croob_J2,SOUTH DOWN,4.12,5.5,19.84,509.0
N20000244,Glengormley_Urban_J2,BELFAST NORTH,4.11,18.89,24.81,540.0
N20002917,Magherafelt_G2,MID ULSTER,4.11,35.52,16.91,473.0
N20001071,Lisnasharragh_R1,BELFAST SOUTH,4.11,24.61,19.24,317.0
N20002641,Braid_A3,NORTH ANTRIM,4.11,8.17,18.87,355.0
N20001140,Botanic_S1,BELFAST SOUTH,4.11,38.57,7.17,516.0
N20002893,Moyola_H4,MID ULSTER,4.11,21.55,21.31,413.0
N20001944,Faughan_H3,EAST LONDONDERRY,4.1,23.08,25.96,416.0
N20003086,Clogher_Valley_E6,FERMANAGH AND SOUTH TYRONE,4.1,41.18,21.48,391.0
N20002911,Magherafelt_D1,MID ULSTER,4.1,35.39,17.21,616.0
N20001990,Sperrin_K2,WEST TYRONE,4.1,34.69,21.41,640.0
N20001891,Waterside_H3,FOYLE,4.1,29.84,16.7,449.0
N20001182,Balmoral_A4,BELFAST SOUTH,4.09,31.47,23.73,375.0
N20000267,Airport_D2,SOUTH ANTRIM,4.09,31.12,4.9,572.0
N20003242,Crotlieve_K1,SOUTH DOWN,4.08,12.13,21.83,371.0
N20002308,Killultagh_E1,LAGAN VALLEY,4.08,32.2,6.78,354.0
N20001718,Ballymoney_H2,NORTH ANTRIM,4.08,5.04,20.16,258.0
N20000249,Glengormley_Urban_J4,BELFAST NORTH,4.08,14.4,22.4,250.0
N20003414,Downpatrick_H1,SOUTH DOWN,4.08,16.32,25.26,570.0
N20001660,The_Glens_A5,NORTH ANTRIM,4.07,18.02,16.82,666.0
N20001115,Botanic_K1,BELFAST SOUTH,4.07,33.9,3.39,590.0
N20002087,Enniskillen_D2,FERMANAGH AND SOUTH TYRONE,4.06,36.54,10.62,405.0
N20001137,Botanic_R2,BELFAST SOUTH,4.06,25.38,4.77,461.0
N20000311,Armagh_B3,NEWRY AND ARMAGH,4.06,30.73,16.15,384.0
N20001166,Botanic_P5,BELFAST SOUTH,4.06,15.85,15.2,467.0
N20000361,Portadown_A4,FERMANAGH AND SOUTH TYRONE,4.06,32.93,13.13,495.0
N20000792,Castle_B3,BELFAST NORTH,4.05,10.14,13.04,345.0
N20001460,Benbradagh_D2,EAST LONDONDERRY,4.05,19.17,24.92,313.0
N20003272,The_Mournes_E1,SOUTH DOWN,4.05,21.17,16.63,463.0
N20000380,Portadown_C4,UPPER BANN,4.05,20.94,28.88,277.0
N20000373,Portadown_D2,UPPER BANN,4.04,3.98,23.42,427.0
N20001474,Benbradagh_F5,EAST LONDONDERRY,4.03,7.22,25.1,263.0
N20001677,The_Glens_E4,EAST ANTRIM,4.03,4.01,33.21,274.0
N20003256,Crotlieve_L5,SOUTH DOWN,4.03,18.61,35.48,403.0
N20000725,Oldpark_D3,BELFAST NORTH,4.03,9.02,17.29,266.0
N20000343,Armagh_J5,NEWRY AND ARMAGH,4.02,42.74,24.19,496.0
N20003025,Dungannon_B2,FERMANAGH AND SOUTH TYRONE,4.02,9.98,23.36,441.0
N20003155,Newry_B1,SOUTH DOWN,4.01,11.27,10.91,559.0
N20003394,Downpatrick_A3,SOUTH DOWN,4.01,11.83,20.54,482.0
N20003257,The_Mournes_A1,SOUTH DOWN,4.01,24.3,23.08,572.0
N20002174,West_Tyrone_G4,WEST TYRONE,4.01,31.43,20.82,490.0
N20002927,Magherafelt_G4,MID ULSTER,4.01,15.31,18.62,392.0
N20003175,Newry_G1,NEWRY AND ARMAGH,4.0,8.31,32.21,385.0
N20002238,Mid_Tyrone_C3,WEST TYRONE,4.0,7.24,11.87,497.0
N20002389,Lisburn_North_D3,LAGAN VALLEY,4.0,27.64,7.04,398.0
N20003210,Crotlieve_A4,SOUTH DOWN,4.0,29.46,21.45,387.0
N20000317,Armagh_D4,NEWRY AND ARMAGH,3.99,7.57,11.04,489.0
N20000512,Lurgan_K1,UPPER BANN,3.99,10.58,14.61,397.0
N20003119,Slieve_Gullion_B4,NEWRY AND ARMAGH,3.98,21.15,24.52,208.0
N20002984,Torrent_D2,MID ULSTER,3.98,23.75,14.17,480.0
N20001872,Waterside_C5,FOYLE,3.98,28.51,11.11,477.0
N20002930,Cookstown_A2,MID ULSTER,3.98,17.86,20.86,532.0
N20002487,Castlereagh_South_J3,BELFAST SOUTH,3.98,24.04,14.58,624.0
N20003082,Clogher_Valley_E4,FERMANAGH AND SOUTH TYRONE,3.98,28.95,20.3,266.0
N20000894,Titanic_H3,BELFAST EAST,3.98,31.23,14.61,397.0
N20002221,Mid_Tyrone_A1,WEST TYRONE,3.97,25.06,22.53,435.0
N20001656,The_Glens_A4,NORTH ANTRIM,3.96,16.28,19.5,559.0
N20000346,Armagh_K2,NEWRY AND ARMAGH,3.96,31.74,23.15,501.0
N20003120,Slieve_Gullion_D5,NEWRY AND ARMAGH,3.96,7.86,22.49,369.0
N20001132,Botanic_L3,BELFAST SOUTH,3.96,24.59,8.61,488.0
N20003295,The_Mournes_K3,SOUTH DOWN,3.95,13.73,25.86,437.0
N20001851,Waterside_A2,FOYLE,3.95,26.42,16.58,386.0
N20000651,Banbridge_P2,SOUTH DOWN,3.95,30.7,18.6,570.0
N20002012,Derg_F1,WEST TYRONE,3.95,8.81,28.62,318.0
N20003018,Dungannon_D1,MID ULSTER,3.94,21.37,11.23,365.0
N20000378,Portadown_E1,UPPER BANN,3.94,2.97,16.32,337.0
N20001884,Waterside_H1,FOYLE,3.94,26.29,6.91,753.0
N20000944,Titanic_Y4,BELFAST SOUTH,3.93,25.78,0.93,322.0
N20002160,West_Tyrone_E1,WEST TYRONE,3.93,18.05,18.41,554.0
N20000536,Lurgan_R3,UPPER BANN,3.93,10.47,18.06,659.0
N20002051,Erne_East_F1,FERMANAGH AND SOUTH TYRONE,3.93,25.53,24.82,568.0
N20001789,Foyleside_F1,FOYLE,3.93,8.45,16.89,367.0
N20000336,Armagh_H4,NEWRY AND ARMAGH,3.93,30.68,18.58,339.0
N20001080,Botanic_A2,BELFAST SOUTH,3.93,13.37,0.14,1429.0
N20001920,Faughan_C4,FOYLE,3.93,34.97,11.4,386.0
N20003215,Crotlieve_C2,SOUTH DOWN,3.93,33.46,17.49,526.0
N20003009,Torrent_G3,MID ULSTER,3.93,13.5,21.66,637.0
N20001103,Botanic_H2,BELFAST SOUTH,3.92,17.79,1.23,489.0
N20000339,Armagh_J3,NEWRY AND ARMAGH,3.92,29.25,20.28,424.0
N20001949,Sperrin_A2,EAST LONDONDERRY,3.92,32.53,23.69,667.0
N20000715,Oldpark_D1,BELFAST NORTH,3.92,3.69,14.98,434.0
N20002040,Erne_East_D1,FERMANAGH AND SOUTH TYRONE,3.91,19.1,21.62,555.0
N20001135,Botanic_R1,BELFAST SOUTH,3.9,26.47,5.86,563.0
N20000794,Castle_C1,BELFAST NORTH,3.9,8.33,12.96,432.0
N20000429,Craigavon_B5,UPPER BANN,3.9,6.32,27.37,285.0
N20000816,Castle_J4,BELFAST NORTH,3.9,23.59,27.02,496.0
N20001984,Sperrin_H5,WEST TYRONE,3.89,3.79,19.78,369.0
N20000318,Armagh_D5,NEWRY AND ARMAGH,3.89,5.88,21.74,391.0
N20000841,Castle_S1,BELFAST NORTH,3.89,30.85,11.94,645.0
N20000827,Castle_J5,BELFAST NORTH,3.88,16.05,19.75,405.0
N20002289,Killultagh_B2,SOUTH ANTRIM,3.88,35.5,22.22,738.0
N20001124,Botanic_L2,BELFAST SOUTH,3.88,26.46,4.64,582.0
N20001133,Botanic_L4,BELFAST SOUTH,3.87,34.46,1.89,740.0
N20001275,Collin_J3,BELFAST WEST,3.87,26.27,18.51,335.0
N20002078,Erne_West_F3,FERMANAGH AND SOUTH TYRONE,3.87,19.61,24.86,362.0
N20002306,Killultagh_D2,LAGAN VALLEY,3.87,33.49,4.04,421.0
N20002995,Torrent_F1,MID ULSTER,3.87,4.85,19.16,454.0
N20000208,Macedon_L2,BELFAST NORTH,3.86,13.8,11.04,326.0
N20000831,Castle_N2,BELFAST NORTH,3.86,8.35,24.82,419.0
N20002894,Magherafelt_A1,MID ULSTER,3.86,20.83,13.29,504.0
N20000271,Airport_D4,SOUTH ANTRIM,3.86,35.38,6.73,342.0
N20003006,Torrent_F4,MID ULSTER,3.86,5.47,5.47,512.0
N20003243,Crotlieve_H4,SOUTH DOWN,3.86,6.0,15.56,450.0
N20000814,Castle_J2,BELFAST NORTH,3.86,20.51,14.29,273.0
N20000804,Castle_H1,BELFAST NORTH,3.85,28.97,24.14,290.0
N20000824,Castle_L3,BELFAST NORTH,3.85,15.64,20.2,505.0
N20002956,Cookstown_F1,MID ULSTER,3.85,4.38,14.1,525.0
N20000422,Craigavon_A2,UPPER BANN,3.84,20.54,17.85,633.0
N20000493,Lurgan_C4,UPPER BANN,3.84,3.51,30.31,541.0
N20000822,Castle_L2,BELFAST NORTH,3.84,8.74,33.01,206.0
N20001139,Botanic_R3,BELFAST SOUTH,3.83,26.29,4.68,620.0
N20003261,The_Mournes_F1,SOUTH DOWN,3.83,32.18,23.31,519.0
N20003065,Clogher_Valley_B2,FERMANAGH AND SOUTH TYRONE,3.83,35.17,18.77,634.0
N20003103,Slieve_Gullion_A3,NEWRY AND ARMAGH,3.83,42.23,17.74,637.0
N20000788,Castle_A2,BELFAST NORTH,3.83,10.33,20.14,571.0
N20003412,Downpatrick_F1,SOUTH DOWN,3.82,7.05,8.13,369.0
N20001430,Court_Q4,BELFAST WEST,3.82,3.73,17.43,241.0
N20000210,Macedon_L4,BELFAST NORTH,3.81,10.0,25.8,500.0
N20000743,Oldpark_J1,BELFAST NORTH,3.81,16.83,13.65,315.0
N20003113,Slieve_Gullion_D2,NEWRY AND ARMAGH,3.81,21.55,13.62,580.0
N20000272,Airport_E2,SOUTH ANTRIM,3.81,26.97,1.12,445.0
N20000372,Portadown_C2,UPPER BANN,3.81,5.86,15.4,461.0
N20001960,Sperrin_D1,WEST TYRONE,3.8,15.58,22.74,321.0
N20000283,Airport_H1,SOUTH ANTRIM,3.8,19.66,15.73,534.0
N20001989,Sperrin_F5,WEST TYRONE,3.8,24.29,18.57,560.0
N20000785,Oldpark_U4,BELFAST NORTH,3.8,4.74,22.89,380.0
N20003332,Slieve_Croob_G1,SOUTH DOWN,3.79,10.05,11.86,388.0
N20002305,Killultagh_D1,LAGAN VALLEY,3.79,37.28,5.91,389.0
N20001681,The_Glens_F4,NORTH ANTRIM,3.79,5.63,16.35,373.0
N20002385,Lisburn_North_D2,LAGAN VALLEY,3.79,23.24,22.61,482.0
N20002848,Carntogher_C1,MID ULSTER,3.78,18.54,23.45,631.0
N20000799,Castle_D2,BELFAST NORTH,3.77,16.33,27.44,441.0
N20001180,Balmoral_A2,BELFAST SOUTH,3.77,28.39,26.69,236.0
N20000838,Castle_R3,BELFAST NORTH,3.76,12.5,11.72,384.0
N20002988,Torrent_B5,MID ULSTER,3.76,31.36,24.16,389.0
N20000855,Castle_Q3,BELFAST NORTH,3.76,22.72,1.02,1470.0
N20003111,Slieve_Gullion_E1,NEWRY AND ARMAGH,3.76,13.03,27.56,468.0
N20002234,Mid_Tyrone_D2,WEST TYRONE,3.75,24.41,14.96,381.0
N20002882,Moyola_C3,MID ULSTER,3.75,16.48,22.84,613.0
N20000250,Glengormley_Urban_J5,BELFAST NORTH,3.75,12.94,15.03,286.0
N20003007,Torrent_E4,MID ULSTER,3.74,14.11,20.69,319.0
N20000802,Castle_F1,BELFAST NORTH,3.74,7.6,27.55,421.0
N20002395,Lisburn_North_E4,LAGAN VALLEY,3.74,24.83,5.44,294.0
N20001195,Balmoral_D3,BELFAST SOUTH,3.74,18.05,23.72,565.0
N20000787,Castle_A1,BELFAST NORTH,3.74,9.5,19.48,421.0
N20001152,Botanic_S3,BELFAST SOUTH,3.74,28.97,3.12,321.0
N20000833,Castle_R1,BELFAST NORTH,3.74,13.15,10.09,426.0
N20003196,Newry_K4,NEWRY AND ARMAGH,3.73,6.84,8.26,351.0
N20001756,The_Moor_G2,FOYLE,3.73,9.71,14.24,309.0
N20000807,Castle_J1,BELFAST NORTH,3.72,17.98,30.3,495.0
N20001680,The_Glens_G2,EAST ANTRIM,3.72,4.85,30.38,474.0
N20000496,Lurgan_F1,UPPER BANN,3.71,4.95,16.7,545.0
N20000431,Craigavon_E1,UPPER BANN,3.71,4.44,19.84,383.0
N20001972,Sperrin_E4,WEST TYRONE,3.7,5.35,27.04,318.0
N20000276,Airport_E5,SOUTH ANTRIM,3.7,22.14,3.31,393.0
N20000810,Castle_H2,BELFAST NORTH,3.69,14.75,19.76,339.0
N20002837,Carntogher_B1,MID ULSTER,3.69,28.72,20.61,296.0
N20000769,Oldpark_R5,BELFAST NORTH,3.69,6.77,17.23,325.0
N20001998,Derg_C1,WEST TYRONE,3.69,13.61,15.19,507.0
N20002878,Moyola_D4,MID ULSTER,3.69,3.78,22.97,344.0
N20003250,Crotlieve_J3,SOUTH DOWN,3.69,9.91,27.59,424.0
N20001926,Faughan_G2,FOYLE,3.69,14.36,29.0,369.0
N20002290,Killultagh_A2,SOUTH ANTRIM,3.69,11.2,14.21,366.0
N20002023,Derg_H3,WEST TYRONE,3.68,13.66,25.11,454.0
N20003237,Crotlieve_J1,SOUTH DOWN,3.68,10.57,27.97,454.0
N20000351,Armagh_L4,NEWRY AND ARMAGH,3.68,7.54,21.16,345.0
N20001974,Sperrin_H1,WEST TYRONE,3.67,6.09,34.07,361.0
N20000731,Oldpark_D4,BELFAST NORTH,3.66,16.9,0.99,503.0
N20003010,Torrent_H6,MID ULSTER,3.66,6.41,10.45,421.0
N20002851,Carntogher_E2,MID ULSTER,3.66,14.72,15.68,625.0
N20000796,Castle_D1,BELFAST NORTH,3.66,16.73,27.64,568.0
N20000767,Oldpark_N4,BELFAST NORTH,3.65,18.22,21.41,439.0
N20001184,Balmoral_B1,BELFAST SOUTH,3.63,18.04,17.73,643.0
N20003211,Crotlieve_B1,SOUTH DOWN,3.63,11.73,18.34,469.0
N20000840,Castle_R5,BELFAST NORTH,3.63,9.3,7.64,301.0
N20002970,Cookstown_K1,MID ULSTER,3.63,8.23,16.46,474.0
N20001684,The_Glens_G4,EAST ANTRIM,3.63,5.17,23.28,580.0
N20000424,Craigavon_A4,UPPER BANN,3.63,13.43,18.01,633.0
N20002166,West_Tyrone_G1,WEST TYRONE,3.63,17.43,10.55,218.0
N20001118,Botanic_N1,BELFAST SOUTH,3.62,11.17,8.74,412.0
N20002982,Torrent_D1,MID ULSTER,3.62,12.76,17.49,486.0
N20000256,Glengormley_Urban_L5,BELFAST NORTH,3.62,12.23,5.28,417.0
N20000432,Craigavon_E2,UPPER BANN,3.62,3.79,17.06,422.0
N20003166,Newry_C2,NEWRY AND ARMAGH,3.61,2.41,16.06,249.0
N20001062,Lisnasharragh_K4,BELFAST SOUTH,3.61,14.96,18.8,234.0
N20000793,Castle_B4,BELFAST NORTH,3.61,14.55,17.37,426.0
N20002044,Erne_East_E1,FERMANAGH AND SOUTH TYRONE,3.6,28.54,24.81,403.0
N20003110,Slieve_Gullion_C2,NEWRY AND ARMAGH,3.6,23.81,11.72,546.0
N20002377,Lisburn_North_B1,LAGAN VALLEY,3.6,27.31,10.81,509.0
N20000033,Dunsilly_F7,SOUTH ANTRIM,3.6,12.05,17.83,415.0
N20001675,The_Glens_E3,EAST ANTRIM,3.6,3.76,27.77,479.0
N20003336,Slieve_Croob_E4,SOUTH DOWN,3.59,6.43,19.97,591.0
N20000427,Craigavon_B3,UPPER BANN,3.59,4.89,20.98,491.0
N20001913,Faughan_A5,FOYLE,3.59,10.78,7.8,436.0
N20001793,Foyleside_D6,FOYLE,3.59,8.02,27.86,262.0
N20002162,West_Tyrone_E2,WEST TYRONE,3.58,16.9,19.25,426.0
N20002055,Erne_East_F3,FERMANAGH AND SOUTH TYRONE,3.58,26.0,22.5,600.0
N20001456,Benbradagh_C3,EAST LONDONDERRY,3.57,5.25,12.33,438.0
N20000732,Oldpark_E3,BELFAST NORTH,3.57,10.72,28.68,401.0
N20000733,Oldpark_E4,BELFAST NORTH,3.57,18.6,12.25,457.0
N20000477,Lurgan_B1,UPPER BANN,3.57,6.71,14.12,432.0
N20001271,Collin_H4,BELFAST WEST,3.57,11.63,23.55,361.0
N20000770,Oldpark_Q3,BELFAST NORTH,3.57,20.84,7.65,379.0
N20000780,Oldpark_S4,BELFAST NORTH,3.57,9.55,8.92,157.0
N20001143,Botanic_R4,BELFAST SOUTH,3.55,24.52,3.09,518.0
N20001445,Court_X5,BELFAST WEST,3.55,7.92,15.18,303.0
N20003182,Newry_F4,NEWRY AND ARMAGH,3.55,6.73,9.36,342.0
N20000209,Macedon_L3,BELFAST NORTH,3.55,8.01,13.54,362.0
N20000273,Airport_E3,SOUTH ANTRIM,3.55,15.07,4.79,292.0
N20001477,Benbradagh_E5,EAST LONDONDERRY,3.55,18.66,15.93,477.0
N20000543,Lurgan_R5,UPPER BANN,3.54,4.0,12.27,375.0
N20003079,Clogher_Valley_E3,FERMANAGH AND SOUTH TYRONE,3.54,29.69,17.12,549.0
N20003197,Newry_J3,NEWRY AND ARMAGH,3.54,4.68,19.55,619.0
N20000425,Craigavon_B1,UPPER BANN,3.53,11.52,5.99,217.0
N20001912,Faughan_A4,FOYLE,3.52,12.3,6.26,447.0
N20002999,Torrent_F3,MID ULSTER,3.51,3.27,22.89,367.0
N20001794,Foyleside_D7,FOYLE,3.51,12.36,11.99,267.0
N20000712,Oldpark_A2,BELFAST NORTH,3.51,16.11,5.37,298.0
N20000738,Oldpark_G3,BELFAST NORTH,3.51,8.17,13.62,367.0
N20001162,Botanic_X1,BELFAST SOUTH,3.51,24.23,4.17,2084.0
N20000301,Armagh_E2,NEWRY AND ARMAGH,3.51,20.51,16.57,507.0
N20003193,Newry_L3,NEWRY AND ARMAGH,3.51,8.52,16.54,399.0
N20003180,Newry_G2,NEWRY AND ARMAGH,3.5,8.83,17.9,419.0
N20002869,Moyola_A2,MID ULSTER,3.5,7.28,18.63,467.0
N20000481,Lurgan_B2,UPPER BANN,3.49,5.11,26.33,528.0
N20001247,Collin_D3,BELFAST WEST,3.49,6.11,31.05,409.0
N20003021,Dungannon_G2,FERMANAGH AND SOUTH TYRONE,3.49,20.56,22.34,394.0
N20000490,Lurgan_E1,UPPER BANN,3.49,3.29,16.47,607.0
N20000255,Glengormley_Urban_L4,BELFAST NORTH,3.49,11.19,11.87,438.0
N20000756,Oldpark_K4,BELFAST NORTH,3.48,7.93,14.94,328.0
N20001895,Waterside_J2,FOYLE,3.47,19.01,20.11,547.0
N20001136,Botanic_Q1,BELFAST SOUTH,3.46,30.11,2.32,475.0
N20000812,Castle_F3,BELFAST NORTH,3.46,5.56,30.56,252.0
N20003188,Newry_K1,NEWRY AND ARMAGH,3.46,2.54,23.56,433.0
N20001883,Waterside_L2,FOYLE,3.46,10.31,11.66,446.0
N20001422,Court_J4,BELFAST WEST,3.46,22.75,14.9,255.0
N20000251,Glengormley_Urban_L2,SOUTH ANTRIM,3.46,10.56,7.22,540.0
N20002839,Carntogher_B2,MID ULSTER,3.45,29.6,20.3,473.0
N20000489,Lurgan_D3,UPPER BANN,3.45,2.82,28.45,355.0
N20000528,Lurgan_R1,UPPER BANN,3.45,4.05,19.36,346.0
N20002048,Erne_East_E2,FERMANAGH AND SOUTH TYRONE,3.44,7.59,20.39,461.0
N20003157,Newry_A2,NEWRY AND ARMAGH,3.44,4.5,11.13,467.0
N20001956,Sperrin_F2,EAST LONDONDERRY,3.43,10.21,16.88,480.0
N20001734,The_Moor_A1,FOYLE,3.43,2.84,24.03,387.0
N20001197,Balmoral_D4,BELFAST SOUTH,3.42,3.54,28.61,367.0
N20001142,Botanic_Q2,BELFAST SOUTH,3.42,30.73,3.49,602.0
N20000784,Oldpark_T4,BELFAST NORTH,3.42,3.27,20.36,275.0
N20000284,Airport_H2,SOUTH ANTRIM,3.41,14.26,10.69,477.0
N20000808,Castle_D3,BELFAST NORTH,3.41,12.72,24.69,401.0
N20001719,Ballymoney_H3,NORTH ANTRIM,3.4,2.91,9.95,412.0
N20003134,Slieve_Gullion_J1,NEWRY AND ARMAGH,3.4,4.4,26.01,273.0
N20000355,Armagh_K6,NEWRY AND ARMAGH,3.39,4.67,18.92,407.0
N20000750,Oldpark_L2,BELFAST NORTH,3.39,6.65,16.97,436.0
N20000771,Oldpark_S1,BELFAST NORTH,3.39,6.92,15.27,347.0
N20001538,Bann_G1,EAST LONDONDERRY,3.39,18.4,14.93,375.0
N20002948,Cookstown_A5,MID ULSTER,3.39,6.14,20.07,603.0
N20000848,Castle_U2,BELFAST NORTH,3.38,25.61,11.59,328.0
N20003165,Newry_D2,NEWRY AND ARMAGH,3.38,8.47,21.18,425.0
N20003228,Crotlieve_F2,SOUTH DOWN,3.37,7.19,24.74,473.0
N20001157,Botanic_Q5,BELFAST SOUTH,3.37,28.64,2.22,405.0
N20000740,Oldpark_H1,BELFAST NORTH,3.37,7.16,19.83,363.0
N20000846,Castle_U1,BELFAST NORTH,3.37,5.36,15.46,317.0
N20001134,Botanic_N5,BELFAST SOUTH,3.36,21.47,7.16,517.0
N20002225,Mid_Tyrone_B2,WEST TYRONE,3.36,13.01,19.24,369.0
N20001336,Black_Mountain_J6,BELFAST WEST,3.36,3.3,39.15,212.0
N20001800,Foyleside_G4,FOYLE,3.35,7.99,16.57,338.0
N20001737,The_Moor_B2,FOYLE,3.35,4.06,28.78,271.0
N20003276,The_Mournes_F3,SOUTH DOWN,3.35,12.16,21.44,485.0
N20001847,Ballyarnett_L3,FOYLE,3.35,2.59,27.29,502.0
N20003238,Crotlieve_H2,SOUTH DOWN,3.35,9.11,12.71,417.0
N20002243,Mid_Tyrone_E4,WEST TYRONE,3.34,24.73,23.37,368.0
N20000538,Lurgan_N4,UPPER BANN,3.34,7.56,5.25,476.0
N20002223,Mid_Tyrone_A2,WEST TYRONE,3.34,4.92,18.5,427.0
N20001924,Faughan_D5,EAST LONDONDERRY,3.34,3.59,14.57,446.0
N20002056,Erne_East_F4,FERMANAGH AND SOUTH TYRONE,3.34,20.0,29.19,370.0
N20001802,Foyleside_F5,FOYLE,3.34,7.26,22.18,248.0
N20003222,Crotlieve_C3,SOUTH DOWN,3.33,10.96,14.84,438.0
N20001307,Black_Mountain_C1,BELFAST WEST,3.33,7.69,10.82,416.0
N20001283,Collin_P2,BELFAST WEST,3.33,5.46,25.26,293.0
N20001962,Sperrin_D2,WEST TYRONE,3.3,11.61,16.89,379.0
N20001153,Botanic_Q4,BELFAST SOUTH,3.3,37.82,3.01,632.0
N20000749,Oldpark_N2,BELFAST NORTH,3.29,9.47,8.74,412.0
N20001771,Foyleside_B1,FOYLE,3.29,8.43,49.63,534.0
N20001151,Botanic_Q3,BELFAST SOUTH,3.29,30.19,2.88,520.0
N20001986,Sperrin_J1,WEST TYRONE,3.28,3.39,22.64,561.0
N20000783,Oldpark_U3,BELFAST NORTH,3.28,6.49,16.33,447.0
N20003107,Slieve_Gullion_B3,NEWRY AND ARMAGH,3.28,20.24,17.13,578.0
N20003229,Crotlieve_F3,SOUTH DOWN,3.28,13.44,23.46,439.0
N20000709,Cusher_K6,NEWRY AND ARMAGH,3.27,25.46,17.34,542.0
N20001790,Foyleside_D4,FOYLE,3.27,19.03,20.54,662.0
N20001286,Collin_P4,BELFAST WEST,3.27,4.95,8.79,182.0
N20001900,Waterside_J4,FOYLE,3.27,19.05,9.77,399.0
N20000747,Oldpark_L1,BELFAST NORTH,3.27,10.03,13.07,329.0
N20000710,Cusher_L5,NEWRY AND ARMAGH,3.27,16.74,20.41,681.0
N20001192,Balmoral_D2,BELFAST SOUTH,3.26,5.75,32.41,435.0
N20001858,Waterside_C1,FOYLE,3.26,21.8,7.56,344.0
N20000277,Airport_E6,SOUTH ANTRIM,3.26,7.47,5.52,308.0
N20001966,Sperrin_D5,WEST TYRONE,3.25,8.72,29.21,493.0
N20000746,Oldpark_N1,BELFAST NORTH,3.25,5.49,12.03,474.0
N20001546,Bann_G5,EAST LONDONDERRY,3.25,5.44,21.34,239.0
N20001297,Black_Mountain_A1,BELFAST WEST,3.24,4.52,22.34,376.0
N20001803,Ballyarnett_A1,FOYLE,3.24,9.88,20.77,496.0
N20002863,Carntogher_D5,MID ULSTER,3.23,8.16,20.04,564.0
N20000707,Cusher_L4,NEWRY AND ARMAGH,3.23,7.24,16.54,387.0
N20001997,Derg_A4,WEST TYRONE,3.23,5.14,11.78,467.0
N20000294,Airport_J5,SOUTH ANTRIM,3.22,7.02,17.12,584.0
N20001892,Waterside_N3,FOYLE,3.21,6.52,19.55,353.0
N20001212,Balmoral_H4,BELFAST SOUTH,3.21,5.71,31.84,245.0
N20002874,Moyola_D2,MID ULSTER,3.21,5.08,21.36,295.0
N20001131,Botanic_N4,BELFAST SOUTH,3.2,17.97,2.54,551.0
