DZ21,DEA2014,u_open_1972,n_open_1972,u_open_1984,n_open_1984,u_open_1993,n_open_1993,u_open_2012,n_open_2012,u_open_mean,n_open_mean,n_vintages_u
N20000778,Oldpark,2.3,,3.9,13.0,62.0,8.0,27.8,5.5,24.0,8.8,4
N20000771,Oldpark,2.3,,3.9,13.0,62.0,8.0,27.8,5.5,24.0,8.8,4
N20000773,Oldpark,2.3,,3.9,13.0,62.0,8.0,27.8,5.5,24.0,8.8,4
N20000853,Castle,17.0,,28.6,100.0,4.4,66.2,11.1,18.3,15.3,61.5,4
N20000779,Oldpark,2.3,,3.9,13.0,62.0,8.0,27.8,5.5,24.0,8.8,4
N20000781,Oldpark,2.3,,3.9,13.0,62.0,8.0,27.8,5.5,24.0,8.8,4
N20000780,Oldpark,2.3,,3.9,13.0,62.0,8.0,27.8,5.5,24.0,8.8,4
N20000782,Oldpark,2.3,,3.9,13.0,62.0,8.0,27.8,5.5,24.0,8.8,4
N20000783,Oldpark,2.3,,3.9,13.0,62.0,8.0,27.8,5.5,24.0,8.8,4
N20000774,Oldpark,2.3,,3.9,13.0,62.0,8.0,27.8,5.5,24.0,8.8,4
N20000775,Oldpark,2.3,,3.9,13.0,62.0,8.0,27.8,5.5,24.0,8.8,4
N20000776,Oldpark,2.3,,11.6,100.0,37.0,,27.8,5.5,19.7,52.8,4
N20001389,Court,2.3,,11.6,100.0,37.0,,42.7,38.0,23.4,69.0,4
N20001398,Court,2.3,,11.6,100.0,37.0,,42.7,38.0,23.4,69.0,4
N20001396,Court,2.3,,11.6,100.0,37.0,,42.7,38.0,23.4,69.0,4
N20001406,Court,2.3,,11.6,100.0,37.0,,42.7,38.0,23.4,69.0,4
N20001412,Court,2.3,,11.6,100.0,37.0,,42.7,38.0,23.4,69.0,4
N20001431,Court,12.2,28.5,,,,,42.7,38.0,27.5,33.2,2
N20001433,Court,2.3,,,,,,42.7,38.0,22.5,38.0,2
N20001429,Court,12.2,28.5,,,,,42.7,38.0,27.5,33.2,2
N20001423,Court,12.2,28.5,,,,,42.7,38.0,27.5,33.2,2
N20001430,Court,2.3,,,,,,42.7,38.0,22.5,38.0,2
N20001418,Court,2.3,,11.6,100.0,,,42.7,38.0,18.9,69.0,3
N20001414,Court,2.3,,,,,,42.7,38.0,22.5,38.0,2
N20001080,Botanic,2.3,,11.6,100.0,8.4,2.3,27.1,62.5,12.3,54.9,4
N20001079,Botanic,2.3,,11.6,100.0,8.4,2.3,27.1,62.5,12.3,54.9,4
N20000855,Castle,2.3,,11.6,100.0,4.4,66.2,11.1,18.3,7.3,61.5,4
N20000785,Oldpark,2.3,,11.6,100.0,62.0,8.0,27.8,5.5,25.9,37.8,4
N20000786,Oldpark,2.3,,3.9,13.0,62.0,8.0,27.8,5.5,24.0,8.8,4
N20000784,Oldpark,2.3,,3.9,13.0,62.0,8.0,27.8,5.5,24.0,8.8,4
N20000854,Castle,2.3,,28.6,100.0,4.4,66.2,11.1,18.3,11.6,61.5,4
N20000886,Titanic,7.9,79.0,,81.4,31.4,62.1,11.0,,16.8,74.2,3
N20000894,Titanic,7.9,79.0,,81.4,31.4,62.1,11.0,,16.8,74.2,3
N20000887,Titanic,7.9,79.0,,81.4,31.4,62.1,11.0,,16.8,74.2,3
N20000885,Titanic,7.9,79.0,,81.4,31.4,62.1,11.0,,16.8,74.2,3
N20000882,Titanic,6.8,,5.1,,29.3,,11.0,,13.1,,4
N20001083,Botanic,12.2,28.5,,,8.4,2.3,27.1,62.5,15.9,31.1,3
N20001086,Botanic,12.2,28.5,,,8.4,2.3,27.1,62.5,15.9,31.1,3
N20001082,Botanic,12.2,28.5,,,8.4,2.3,27.1,62.5,15.9,31.1,3
N20001081,Botanic,12.2,28.5,,,8.4,2.3,27.1,62.5,15.9,31.1,3
N20000896,Titanic,7.9,79.0,,81.4,31.4,62.1,11.0,,16.8,74.2,3
N20000904,Titanic,7.9,79.0,,81.4,31.4,62.1,11.0,,16.8,74.2,3
N20000913,Titanic,7.9,79.0,,81.4,31.4,62.1,11.0,,16.8,74.2,3
N20000912,Titanic,7.9,79.0,,81.4,31.4,62.1,11.0,,16.8,74.2,3
N20000924,Titanic,7.9,79.0,,81.4,31.4,62.1,11.0,,16.8,74.2,3
N20000918,Titanic,7.9,79.0,,81.4,31.4,62.1,11.0,,16.8,74.2,3
N20000922,Titanic,7.9,79.0,,81.4,31.4,62.1,11.0,,16.8,74.2,3
N20000928,Titanic,7.9,79.0,,81.4,31.4,62.1,11.0,,16.8,74.2,3
N20000931,Titanic,7.9,79.0,,81.4,31.4,62.1,11.0,,16.8,74.2,3
N20000934,Titanic,7.9,79.0,,81.4,31.4,62.1,11.0,,16.8,74.2,3
N20000941,Titanic,7.9,79.0,,81.4,31.4,62.1,11.0,,16.8,74.2,3
N20000939,Titanic,7.9,79.0,,81.4,31.4,62.1,11.0,,16.8,74.2,3
N20000942,Titanic,7.9,79.0,,81.4,31.4,62.1,11.0,,16.8,74.2,3
N20001094,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001105,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001101,Botanic,12.2,28.5,,,8.4,2.3,27.1,62.5,15.9,31.1,3
N20001097,Botanic,12.2,28.5,,,8.4,2.3,27.1,62.5,15.9,31.1,3
N20001103,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001099,Botanic,12.2,28.5,,,8.4,2.3,27.1,62.5,15.9,31.1,3
N20001090,Botanic,12.2,28.5,,,8.4,2.3,27.1,62.5,15.9,31.1,3
N20001088,Botanic,12.2,28.5,,,8.4,2.3,27.1,62.5,15.9,31.1,3
N20001091,Botanic,12.2,28.5,,,8.4,2.3,27.1,62.5,15.9,31.1,3
N20001085,Botanic,12.2,28.5,,,8.4,2.3,27.1,62.5,15.9,31.1,3
N20001087,Botanic,12.2,28.5,,,8.4,2.3,27.1,62.5,15.9,31.1,3
N20001084,Botanic,12.2,28.5,,,8.4,2.3,27.1,62.5,15.9,31.1,3
N20001438,Court,12.2,28.5,,,,,42.7,38.0,27.5,33.2,2
N20001444,Court,12.2,28.5,,,,,42.7,38.0,27.5,33.2,2
N20001095,Botanic,12.2,28.5,,,8.4,2.3,27.1,62.5,15.9,31.1,3
N20001089,Botanic,12.2,28.5,,,8.4,2.3,27.1,62.5,15.9,31.1,3
N20001093,Botanic,12.2,28.5,,,8.4,2.3,27.1,62.5,15.9,31.1,3
N20001100,Botanic,12.2,28.5,,,8.4,2.3,27.1,62.5,15.9,31.1,3
N20001102,Botanic,12.2,28.5,,,8.4,2.3,27.1,62.5,15.9,31.1,3
N20001124,Botanic,8.3,100.0,15.8,,7.8,7.5,27.1,62.5,14.8,56.7,4
N20001122,Botanic,8.3,100.0,15.8,,7.8,7.5,27.1,62.5,14.8,56.7,4
N20001108,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001110,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001123,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001132,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001135,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001133,Botanic,8.3,100.0,15.8,,7.8,7.5,27.1,62.5,14.8,56.7,4
N20001139,Botanic,8.3,100.0,15.8,,7.8,7.5,27.1,62.5,14.8,56.7,4
N20001148,Botanic,8.3,100.0,15.8,,7.8,7.5,27.1,62.5,14.8,56.7,4
N20001143,Botanic,8.3,100.0,15.8,,7.8,7.5,27.1,62.5,14.8,56.7,4
N20001137,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001153,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001157,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001151,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001147,Botanic,7.9,79.0,,,8.4,2.3,27.1,62.5,14.5,47.9,3
N20001142,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001134,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001130,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001136,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001112,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001107,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001119,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001113,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001120,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001109,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001118,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001114,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001131,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001127,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001121,Botanic,7.9,79.0,,81.4,31.4,62.1,27.1,62.5,22.1,71.2,3
N20000944,Titanic,7.9,79.0,,81.4,31.4,62.1,11.0,,16.8,74.2,3
N20001024,Lisnasharragh,7.9,79.0,,81.4,31.4,62.1,23.5,24.6,20.9,61.8,3
N20001027,Lisnasharragh,7.9,79.0,,81.4,31.4,62.1,23.5,24.6,20.9,61.8,3
N20001030,Lisnasharragh,7.9,79.0,,81.4,31.4,62.1,23.5,24.6,20.9,61.8,3
N20001035,Lisnasharragh,7.9,79.0,,81.4,31.4,62.1,23.5,24.6,20.9,61.8,3
N20001037,Lisnasharragh,7.9,79.0,,81.4,31.4,62.1,23.5,24.6,20.9,61.8,3
N20001042,Lisnasharragh,7.9,79.0,,81.4,31.4,62.1,23.5,24.6,20.9,61.8,3
N20001155,Botanic,7.9,79.0,,,8.4,2.3,27.1,62.5,14.5,47.9,3
N20001145,Botanic,7.9,79.0,,,8.4,2.3,27.1,62.5,14.5,47.9,3
N20001141,Botanic,7.9,79.0,,,8.4,2.3,27.1,62.5,14.5,47.9,3
N20001138,Botanic,7.9,79.0,,,8.4,2.3,27.1,62.5,14.5,47.9,3
N20001146,Botanic,7.9,79.0,,,8.4,2.3,27.1,62.5,14.5,47.9,3
N20001150,Botanic,7.9,79.0,,,8.4,2.3,27.1,62.5,14.5,47.9,3
N20001154,Botanic,7.9,79.0,,,8.4,2.3,27.1,62.5,14.5,47.9,3
N20001160,Botanic,7.9,79.0,,,8.4,2.3,27.1,62.5,14.5,47.9,3
N20001164,Botanic,7.9,79.0,,,8.4,2.3,27.1,62.5,14.5,47.9,3
N20001062,Lisnasharragh,7.9,79.0,,,8.4,2.3,23.5,24.6,13.3,35.3,3
N20001061,Lisnasharragh,7.9,79.0,,,8.4,2.3,23.5,24.6,13.3,35.3,3
N20001166,Botanic,7.9,79.0,,,8.4,2.3,27.1,62.5,14.5,47.9,3
N20001165,Botanic,7.9,79.0,,,8.4,2.3,27.1,62.5,14.5,47.9,3
N20001159,Botanic,7.9,79.0,,,8.4,2.3,27.1,62.5,14.5,47.9,3
N20001158,Botanic,7.9,79.0,,81.4,8.4,2.3,27.1,62.5,14.5,56.3,3
N20001053,Lisnasharragh,7.9,79.0,,,8.4,2.3,23.5,24.6,13.3,35.3,3
N20001057,Lisnasharragh,7.9,79.0,,,8.4,2.3,23.5,24.6,13.3,35.3,3
N20001063,Lisnasharragh,29.0,,,,15.5,100.0,23.5,24.6,22.7,62.3,3
N20001073,Lisnasharragh,7.9,79.0,,,8.4,2.3,23.5,24.6,13.3,35.3,3
N20001071,Lisnasharragh,29.0,,,,15.5,100.0,23.5,24.6,22.7,62.3,3
N20001072,Lisnasharragh,7.9,79.0,,,8.4,2.3,23.5,24.6,13.3,35.3,3
N20001070,Lisnasharragh,7.9,79.0,,,8.4,2.3,23.5,24.6,13.3,35.3,3
N20001066,Lisnasharragh,7.9,79.0,,,8.4,2.3,23.5,24.6,13.3,35.3,3
N20001175,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001174,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001173,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001170,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001064,Lisnasharragh,7.9,79.0,,,8.4,2.3,23.5,24.6,13.3,35.3,3
N20001059,Lisnasharragh,7.9,79.0,,,8.4,2.3,23.5,24.6,13.3,35.3,3
N20001163,Botanic,7.9,79.0,,,8.4,2.3,27.1,62.5,14.5,47.9,3
N20001168,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001162,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001169,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001171,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001172,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001176,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001177,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001178,Botanic,8.3,100.0,,,8.4,2.3,27.1,62.5,14.6,54.9,3
N20001199,Balmoral,8.3,100.0,,,7.8,7.5,34.2,72.6,16.8,60.0,3
N20001217,Balmoral,8.3,100.0,,,7.8,7.5,34.2,72.6,16.8,60.0,3
N20001228,Balmoral,10.9,,0.6,,9.0,22.3,34.2,72.6,13.7,47.4,4
N20001224,Balmoral,10.9,,0.6,,9.0,22.3,34.2,72.6,13.7,47.4,4
N20001229,Balmoral,10.9,,0.6,,9.0,22.3,34.2,72.6,13.7,47.4,4
N20002477,Castlereagh South,10.9,,0.6,,9.0,22.3,3.9,37.6,6.1,30.0,4
N20001227,Balmoral,10.9,,0.6,,9.0,22.3,34.2,72.6,13.7,47.4,4
N20001225,Balmoral,10.9,,0.6,,9.0,22.3,34.2,72.6,13.7,47.4,4
N20001222,Balmoral,10.9,,0.6,,9.0,22.3,34.2,72.6,13.7,47.4,4
N20001223,Balmoral,10.9,,0.6,,9.0,22.3,34.2,72.6,13.7,47.4,4
N20002474,Castlereagh South,10.9,,0.6,,9.0,22.3,3.9,37.6,6.1,30.0,4
N20002470,Castlereagh South,10.9,,0.6,,9.0,22.3,3.9,37.6,6.1,30.0,4
N20002478,Castlereagh South,10.9,,0.6,,9.0,22.3,3.9,37.6,6.1,30.0,4
N20002473,Castlereagh South,10.9,,0.6,,9.0,22.3,3.9,37.6,6.1,30.0,4
N20002468,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002466,Castlereagh South,10.9,,0.6,,9.0,22.3,3.9,37.6,6.1,30.0,4
N20002461,Castlereagh South,10.9,,0.6,,9.0,22.3,3.9,37.6,6.1,30.0,4
N20002462,Castlereagh South,10.9,,0.6,,9.0,22.3,3.9,37.6,6.1,30.0,4
N20002463,Castlereagh South,10.9,,0.6,,9.0,22.3,3.9,37.6,6.1,30.0,4
N20001200,Balmoral,10.9,,0.6,,9.0,22.3,34.2,72.6,13.7,47.4,4
N20001187,Balmoral,7.9,79.0,,,8.4,2.3,34.2,72.6,16.8,51.3,3
N20001188,Balmoral,7.9,79.0,,,8.4,2.3,34.2,72.6,16.8,51.3,3
N20001076,Lisnasharragh,7.9,79.0,,,8.4,2.3,23.5,24.6,13.3,35.3,3
N20001078,Lisnasharragh,29.0,,,,9.0,22.3,23.5,24.6,20.5,23.5,3
N20002456,Castlereagh South,10.9,,0.6,,9.0,22.3,3.9,37.6,6.1,30.0,4
N20001077,Lisnasharragh,29.0,,,,9.0,22.3,23.5,24.6,20.5,23.5,3
N20002458,Castlereagh South,10.9,,0.6,,9.0,22.3,3.9,37.6,6.1,30.0,4
N20002457,Castlereagh South,10.9,,0.6,,9.0,22.3,3.9,37.6,6.1,30.0,4
N20002459,Castlereagh South,10.9,,0.6,,9.0,22.3,3.9,37.6,6.1,30.0,4
N20002464,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002460,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002467,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002475,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002476,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002472,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002471,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002469,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002465,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002543,Castlereagh East,10.9,,0.6,,14.4,3.4,33.3,,14.8,3.4,4
N20001067,Lisnasharragh,29.0,,,,15.5,100.0,23.5,24.6,22.7,62.3,3
N20001047,Lisnasharragh,20.4,,,,15.5,100.0,23.5,24.6,19.8,62.3,3
N20001045,Lisnasharragh,20.4,,,,15.5,100.0,23.5,24.6,19.8,62.3,3
N20001050,Lisnasharragh,29.0,,,,9.0,22.3,23.5,24.6,20.5,23.5,3
N20001049,Lisnasharragh,29.0,,,,9.0,22.3,23.5,24.6,20.5,23.5,3
N20001052,Lisnasharragh,29.0,,,,9.0,22.3,23.5,24.6,20.5,23.5,3
N20001074,Lisnasharragh,29.0,,,,9.0,22.3,23.5,24.6,20.5,23.5,3
N20001075,Lisnasharragh,29.0,,,,15.5,100.0,23.5,24.6,22.7,62.3,3
N20001069,Lisnasharragh,29.0,,,,15.5,100.0,23.5,24.6,22.7,62.3,3
N20001065,Lisnasharragh,29.0,,,,15.5,100.0,23.5,24.6,22.7,62.3,3
N20001068,Lisnasharragh,29.0,,,,15.5,100.0,23.5,24.6,22.7,62.3,3
N20001055,Lisnasharragh,29.0,,,,15.5,100.0,23.5,24.6,22.7,62.3,3
N20001058,Lisnasharragh,29.0,,,,15.5,100.0,23.5,24.6,22.7,62.3,3
N20001044,Lisnasharragh,29.0,,,,15.5,100.0,23.5,24.6,22.7,62.3,3
N20001046,Lisnasharragh,29.0,,,,15.5,100.0,23.5,24.6,22.7,62.3,3
N20001056,Lisnasharragh,29.0,,,,15.5,100.0,23.5,24.6,22.7,62.3,3
N20001054,Lisnasharragh,29.0,,,,15.5,100.0,23.5,24.6,22.7,62.3,3
N20001060,Lisnasharragh,29.0,,,,15.5,100.0,23.5,24.6,22.7,62.3,3
N20001051,Lisnasharragh,29.0,,,,15.5,100.0,23.5,24.6,22.7,62.3,3
N20001048,Lisnasharragh,29.0,,,,15.5,100.0,23.5,24.6,22.7,62.3,3
N20001043,Lisnasharragh,29.0,,,,15.5,100.0,23.5,24.6,22.7,62.3,3
N20001038,Lisnasharragh,29.0,,,,15.5,100.0,23.5,24.6,22.7,62.3,3
N20001041,Lisnasharragh,29.0,,,,15.5,100.0,23.5,24.6,22.7,62.3,3
N20001036,Lisnasharragh,7.9,79.0,,81.4,31.4,62.1,23.5,24.6,20.9,61.8,3
N20001028,Lisnasharragh,7.9,79.0,,81.4,31.4,62.1,23.5,24.6,20.9,61.8,3
N20001032,Lisnasharragh,7.9,79.0,,81.4,31.4,62.1,23.5,24.6,20.9,61.8,3
N20001026,Lisnasharragh,7.9,79.0,,81.4,31.4,62.1,23.5,24.6,20.9,61.8,3
N20001029,Lisnasharragh,7.9,79.0,,81.4,31.4,62.1,23.5,24.6,20.9,61.8,3
N20001021,Lisnasharragh,7.9,79.0,,81.4,31.4,62.1,23.5,24.6,20.9,61.8,3
N20000943,Titanic,7.9,79.0,,81.4,31.4,62.1,11.0,,16.8,74.2,3
N20001019,Lisnasharragh,7.9,79.0,,81.4,31.4,62.1,23.5,24.6,20.9,61.8,3
N20001023,Lisnasharragh,7.9,79.0,,81.4,31.4,62.1,23.5,24.6,20.9,61.8,3
N20001033,Lisnasharragh,7.9,79.0,,81.4,31.4,62.1,23.5,24.6,20.9,61.8,3
N20001025,Lisnasharragh,7.9,79.0,,81.4,31.4,62.1,23.5,24.6,20.9,61.8,3
N20001031,Lisnasharragh,7.9,79.0,,81.4,31.4,62.1,23.5,24.6,20.9,61.8,3
N20001022,Lisnasharragh,7.9,79.0,,81.4,31.4,62.1,23.5,24.6,20.9,61.8,3
N20001020,Lisnasharragh,7.9,79.0,,81.4,31.4,62.1,23.5,24.6,20.9,61.8,3
N20001040,Lisnasharragh,29.0,,,,15.5,100.0,23.5,24.6,22.7,62.3,3
N20001034,Lisnasharragh,29.0,,,,15.5,100.0,23.5,24.6,22.7,62.3,3
N20001039,Lisnasharragh,20.4,,,,15.5,100.0,23.5,24.6,19.8,62.3,3
N20001014,Ormiston,20.4,,,,15.5,100.0,4.6,,13.5,100.0,3
N20001012,Ormiston,20.4,,,,15.5,100.0,4.6,,13.5,100.0,3
N20001009,Ormiston,6.8,,5.1,,29.3,,4.6,,11.5,,4
N20001000,Ormiston,6.8,,5.1,,29.3,,4.6,,11.5,,4
N20001003,Ormiston,6.8,,5.1,,29.3,,4.6,,11.5,,4
N20001010,Ormiston,6.8,,5.1,,29.3,,4.6,,11.5,,4
N20001005,Ormiston,6.8,,5.1,,29.3,,4.6,,11.5,,4
N20001001,Ormiston,6.8,,5.1,,29.3,,4.6,,11.5,,4
N20000998,Ormiston,20.4,,,,23.9,,4.6,,16.3,,3
N20001008,Ormiston,20.4,,,,23.9,,4.6,,16.3,,3
N20001011,Ormiston,20.4,,,,15.5,100.0,4.6,,13.5,100.0,3
N20001013,Ormiston,20.4,,,,15.5,100.0,4.6,,13.5,100.0,3
N20001015,Ormiston,20.4,,,,15.5,100.0,4.6,,13.5,100.0,3
N20001016,Ormiston,20.4,,,,15.5,100.0,4.6,,13.5,100.0,3
N20001007,Ormiston,20.4,,,,23.9,,4.6,,16.3,,3
N20001006,Ormiston,20.4,,,,23.9,,4.6,,16.3,,3
N20001002,Ormiston,20.4,,,,23.9,,4.6,,16.3,,3
N20001004,Ormiston,20.4,,,,23.9,,4.6,,16.3,,3
N20000999,Ormiston,20.4,,,,23.9,,4.6,,16.3,,3
N20002531,Castlereagh East,20.4,,,,23.9,,33.3,,25.9,,3
N20002534,Castlereagh East,20.4,,,,23.9,,33.3,,25.9,,3
N20002537,Castlereagh East,20.4,,,,23.9,,33.3,,25.9,,3
N20002536,Castlereagh East,20.4,,,,23.9,,33.3,,25.9,,3
N20002532,Castlereagh East,20.4,,,,23.9,,33.3,,25.9,,3
N20002535,Castlereagh East,20.4,,,,23.9,,33.3,,25.9,,3
N20002533,Castlereagh East,20.4,,,,23.9,,33.3,,25.9,,3
N20002528,Castlereagh East,20.4,,,,23.9,,33.3,,25.9,,3
N20002538,Castlereagh East,20.4,,,,23.9,,33.3,,25.9,,3
N20002539,Castlereagh East,20.4,,,,23.9,,33.3,,25.9,,3
N20002541,Castlereagh East,20.4,,,,23.9,,33.3,,25.9,,3
N20002540,Castlereagh East,20.4,,,,23.9,,33.3,,25.9,,3
N20002542,Castlereagh East,10.9,,0.6,,14.4,3.4,33.3,,14.8,3.4,4
N20002547,Castlereagh East,10.9,,0.6,,14.4,3.4,33.3,,14.8,3.4,4
N20002544,Castlereagh East,10.9,,0.6,,14.4,3.4,33.3,,14.8,3.4,4
N20002545,Castlereagh East,10.9,,0.6,,14.4,3.4,33.3,,14.8,3.4,4
N20002546,Castlereagh East,10.9,,0.6,,14.4,3.4,33.3,,14.8,3.4,4
N20003456,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003461,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20002492,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002496,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002497,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002495,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002491,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002494,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002493,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002490,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002489,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002487,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002486,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002488,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002483,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002480,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002482,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002479,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002485,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002484,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002481,Castlereagh South,10.9,,0.6,,9.0,22.3,3.9,37.6,6.1,30.0,4
N20001232,Balmoral,10.9,,0.6,,9.0,22.3,34.2,72.6,13.7,47.4,4
N20002425,Downshire East,4.2,,8.1,,11.2,,11.7,100.0,8.8,100.0,4
N20002430,Downshire East,4.2,,8.1,,11.2,,11.7,100.0,8.8,100.0,4
N20002434,Downshire East,4.2,,8.1,,11.2,,11.7,100.0,8.8,100.0,4
N20002433,Downshire East,4.2,,8.1,,11.2,,11.7,100.0,8.8,100.0,4
N20002426,Downshire East,4.2,,8.1,,11.2,,11.7,100.0,8.8,100.0,4
N20002435,Downshire East,2.9,100.0,8.1,,13.0,58.9,11.7,100.0,8.9,86.3,4
N20002432,Downshire East,2.9,100.0,8.1,,13.0,58.9,11.7,100.0,8.9,86.3,4
N20002429,Downshire East,2.9,100.0,8.1,,13.0,58.9,11.7,100.0,8.9,86.3,4
N20002431,Downshire East,2.9,100.0,8.1,,13.0,58.9,11.7,100.0,8.9,86.3,4
N20002428,Downshire East,2.9,100.0,8.1,,13.0,58.9,11.7,100.0,8.9,86.3,4
N20002420,Lisburn North,6.2,,,,13.0,58.9,8.5,79.3,9.2,69.1,3
N20002415,Lisburn North,6.2,,,,13.0,58.9,8.5,79.3,9.2,69.1,3
N20002414,Lisburn North,6.2,,,,13.0,58.9,8.5,79.3,9.2,69.1,3
N20002411,Lisburn North,6.2,,,,13.0,58.9,8.5,79.3,9.2,69.1,3
N20002409,Lisburn North,6.2,,,,4.9,48.8,8.5,79.3,6.5,64.0,3
N20002407,Lisburn North,6.2,,,,4.9,48.8,8.5,79.3,6.5,64.0,3
