DZ21,con,catholic_bg_pct,unity,lo90,hi90
N20003578,NORTH DOWN,15.5,25.9,22.5,29.3
N20003579,NORTH DOWN,15.7,26.0,22.6,29.5
N20003580,NORTH DOWN,21.5,29.3,26.0,32.6
N20003581,NORTH DOWN,28.2,33.1,30.0,36.3
N20003582,NORTH DOWN,17.8,27.2,23.8,30.7
N20003583,NORTH DOWN,36.8,37.9,34.8,41.2
N20003585,NORTH DOWN,14.4,25.3,21.8,28.7
N20003586,NORTH DOWN,32.6,35.6,32.4,38.8
N20003587,NORTH DOWN,14.5,25.3,21.9,28.8
N20003588,NORTH DOWN,14.6,25.4,22.0,28.8
N20003589,NORTH DOWN,17.5,27.0,23.6,30.5
N20003590,NORTH DOWN,25.9,31.8,28.6,35.0
N20003591,NORTH DOWN,16.5,26.5,23.0,29.9
N20003592,NORTH DOWN,16.9,26.7,23.3,30.2
N20003593,NORTH DOWN,18.4,27.5,24.2,31.0
N20003594,NORTH DOWN,12.2,24.0,20.5,27.5
N20003595,NORTH DOWN,13.5,24.8,21.3,28.2
N20003596,NORTH DOWN,15.0,25.6,22.2,29.0
N20003597,NORTH DOWN,21.4,29.2,26.0,32.5
N20003598,NORTH DOWN,12.9,24.4,20.9,27.9
N20003599,NORTH DOWN,18.5,27.6,24.2,31.0
N20003600,NORTH DOWN,14.1,25.1,21.6,28.6
N20003601,NORTH DOWN,16.1,26.2,22.8,29.7
N20003602,NORTH DOWN,17.8,27.2,23.8,30.7
N20003603,NORTH DOWN,13.4,24.7,21.2,28.2
N20003605,NORTH DOWN,15.0,25.6,22.2,29.0
N20003606,NORTH DOWN,15.0,25.6,22.2,29.0
N20003607,NORTH DOWN,3.9,19.3,15.5,22.9
N20003608,NORTH DOWN,7.2,21.2,17.5,24.7
N20003609,NORTH DOWN,3.1,18.9,15.1,22.5
N20003610,NORTH DOWN,14.1,25.1,21.6,28.6
N20003611,NORTH DOWN,12.0,23.9,20.4,27.4
N20003613,NORTH DOWN,12.1,24.0,20.4,27.5
N20003615,NORTH DOWN,11.1,23.4,19.8,26.9
N20003616,NORTH DOWN,6.4,20.7,17.0,24.3
N20003617,NORTH DOWN,8.4,21.9,18.2,25.4
N20003618,NORTH DOWN,5.4,20.2,16.4,23.8
N20003619,NORTH DOWN,15.8,26.1,22.6,29.5
N20003620,NORTH DOWN,15.2,25.7,22.3,29.2
N20003622,NORTH DOWN,10.0,22.8,19.2,26.3
N20003623,NORTH DOWN,13.0,24.5,21.0,28.0
N20003624,NORTH DOWN,20.5,28.7,25.4,32.1
N20003625,NORTH DOWN,9.4,22.4,18.8,25.9
N20003626,NORTH DOWN,14.7,25.4,22.0,28.9
N20003627,NORTH DOWN,12.1,24.0,20.4,27.5
N20003628,NORTH DOWN,21.6,29.3,26.1,32.6
N20003629,NORTH DOWN,14.2,25.1,21.7,28.6
N20003631,NORTH DOWN,19.2,28.0,24.7,31.4
N20003632,NORTH DOWN,23.1,30.2,27.0,33.4
N20003634,NORTH DOWN,11.4,23.6,20.0,27.1
N20003635,NORTH DOWN,11.7,23.7,20.2,27.2
N20003636,NORTH DOWN,18.4,27.5,24.2,31.0
N20003637,NORTH DOWN,15.8,26.1,22.6,29.5
N20003638,NORTH DOWN,13.9,25.0,21.5,28.4
N20003639,NORTH DOWN,10.1,22.8,19.2,26.3
N20003640,NORTH DOWN,28.5,33.2,30.2,36.5
N20003641,NORTH DOWN,15.6,25.9,22.5,29.4
N20003642,NORTH DOWN,27.6,32.7,29.7,36.0
N20003643,NORTH DOWN,9.3,22.4,18.8,25.9
N20003644,NORTH DOWN,13.1,24.5,21.0,28.0
N20003645,NORTH DOWN,11.5,23.6,20.1,27.1
N20003646,NORTH DOWN,7.4,21.3,17.6,24.8
N20003647,NORTH DOWN,16.6,26.5,23.1,30.0
N20003648,NORTH DOWN,10.8,23.2,19.6,26.7
N20003649,NORTH DOWN,17.4,27.0,23.6,30.5
N20003650,NORTH DOWN,9.9,22.7,19.1,26.2
N20003652,NORTH DOWN,13.9,25.0,21.5,28.4
N20003653,NORTH DOWN,10.5,23.1,19.5,26.6
N20003654,NORTH DOWN,11.1,23.4,19.8,26.9
N20003655,NORTH DOWN,9.2,22.3,18.7,25.8
N20003656,NORTH DOWN,8.4,21.9,18.2,25.4
N20003657,NORTH DOWN,10.4,23.0,19.4,26.5
N20003658,NORTH DOWN,8.1,21.7,18.0,25.2
N20003660,NORTH DOWN,7.1,21.1,17.4,24.7
N20003661,NORTH DOWN,10.7,23.2,19.6,26.7
N20003662,NORTH DOWN,6.4,20.7,17.0,24.3
N20003663,NORTH DOWN,14.2,25.1,21.7,28.6
N20003664,NORTH DOWN,6.2,20.6,16.9,24.2
N20003665,NORTH DOWN,9.5,22.5,18.9,26.0
N20003666,NORTH DOWN,5.0,19.9,16.2,23.6
N20003667,NORTH DOWN,9.6,22.5,18.9,26.1
N20003668,NORTH DOWN,6.2,20.6,16.9,24.2
N20003669,NORTH DOWN,11.5,23.6,20.1,27.1
N20003670,NORTH DOWN,9.1,22.3,18.6,25.8
N20003671,NORTH DOWN,13.3,24.6,21.1,28.1
N20003672,NORTH DOWN,9.2,22.3,18.7,25.8
N20003673,NORTH DOWN,8.1,21.7,18.0,25.2
N20003675,NORTH DOWN,8.7,22.0,18.4,25.5
N20003676,NORTH DOWN,12.1,24.0,20.4,27.5
N20003677,NORTH DOWN,8.4,21.9,18.2,25.4
N20003678,NORTH DOWN,11.9,23.8,20.3,27.4
N20003680,NORTH DOWN,8.7,22.0,18.4,25.5
N20003682,NORTH DOWN,7.0,21.1,17.4,24.6
N20003683,NORTH DOWN,7.4,21.3,17.6,24.8
N20003684,NORTH DOWN,8.4,21.9,18.2,25.4
N20003686,NORTH DOWN,12.6,24.2,20.7,27.7
N20003687,NORTH DOWN,9.0,22.2,18.6,25.7
N20003688,NORTH DOWN,5.0,19.9,16.2,23.6
N20003689,NORTH DOWN,9.3,22.4,18.8,25.9
N20003690,NORTH DOWN,6.7,20.9,17.2,24.5
N20003691,NORTH DOWN,8.1,21.7,18.0,25.2
N20003692,NORTH DOWN,5.3,20.1,16.3,23.7
N20003694,NORTH DOWN,9.9,22.7,19.1,26.2
N20003695,NORTH DOWN,11.3,23.5,19.9,27.0
N20003696,NORTH DOWN,10.6,23.1,19.5,26.6
N20003697,NORTH DOWN,9.2,22.3,18.7,25.8
N20003698,NORTH DOWN,9.3,22.4,18.8,25.9
N20003699,NORTH DOWN,12.5,24.2,20.7,27.7
N20003700,NORTH DOWN,8.9,22.1,18.5,25.7
N20003701,NORTH DOWN,12.0,23.9,20.4,27.4
N20003703,NORTH DOWN,11.3,23.5,19.9,27.0
N20003704,NORTH DOWN,5.6,20.3,16.5,23.9
N20003705,NORTH DOWN,10.4,23.0,19.4,26.5
N20003706,NORTH DOWN,9.3,22.4,18.8,25.9
N20003707,NORTH DOWN,9.1,22.3,18.6,25.8
N20003708,NORTH DOWN,12.3,24.1,20.5,27.6
N20003709,NORTH DOWN,11.5,23.6,20.1,27.1
N20003710,NORTH DOWN,15.3,25.8,22.4,29.2
N20003711,NORTH DOWN,9.5,22.5,18.9,26.0
N20003712,NORTH DOWN,10.2,22.9,19.3,26.4
N20003714,NORTH DOWN,5.5,20.2,16.5,23.8
N20003715,NORTH DOWN,7.8,21.5,17.8,25.0
N20003716,NORTH DOWN,9.9,22.7,19.1,26.2
N20003717,NORTH DOWN,11.4,23.6,20.0,27.1
N20003718,NORTH DOWN,9.9,22.7,19.1,26.2
N20003719,NORTH DOWN,12.8,24.4,20.8,27.9
N20003720,NORTH DOWN,4.6,19.7,15.9,23.3
N20003721,NORTH DOWN,8.0,21.6,18.0,25.1
N20003723,NORTH DOWN,3.6,19.1,15.3,22.8
N20003724,NORTH DOWN,5.1,20.0,16.2,23.6
N20003725,NORTH DOWN,5.7,20.3,16.6,24.0
N20003726,NORTH DOWN,4.7,19.8,16.0,23.4
N20003728,NORTH DOWN,5.7,20.3,16.6,24.0
N20003729,NORTH DOWN,7.4,21.3,17.6,24.8
N20003730,NORTH DOWN,5.0,19.9,16.2,23.6
N20003731,STRANGFORD,6.2,20.6,16.9,24.2
N20003732,NORTH DOWN,6.1,20.6,16.8,24.2
N20003735,NORTH DOWN,2.6,18.6,14.8,22.3
N20003737,STRANGFORD,4.2,19.5,15.7,23.1
N20003738,STRANGFORD,6.0,20.5,16.8,24.1
N20003739,STRANGFORD,9.4,22.4,18.8,25.9
N20003740,STRANGFORD,4.2,19.5,15.7,23.1
N20003741,STRANGFORD,3.2,18.9,15.1,22.6
N20003742,STRANGFORD,4.6,19.7,15.9,23.3
N20003743,STRANGFORD,5.9,20.4,16.7,24.1
N20003744,STRANGFORD,10.0,22.8,19.2,26.3
N20003745,STRANGFORD,1.7,18.1,14.3,21.8
N20003746,STRANGFORD,6.6,20.8,17.1,24.4
N20003747,STRANGFORD,5.7,20.3,16.6,24.0
N20003749,STRANGFORD,5.6,20.3,16.5,23.9
N20003750,STRANGFORD,2.9,18.8,14.9,22.4
N20003751,STRANGFORD,1.2,17.8,14.0,21.6
N20003752,STRANGFORD,6.1,20.6,16.8,24.2
N20003753,STRANGFORD,6.2,20.6,16.9,24.2
N20003754,STRANGFORD,5.4,20.2,16.4,23.8
N20003755,STRANGFORD,10.6,23.1,19.5,26.6
N20003756,STRANGFORD,49.8,45.3,42.3,48.5
N20003757,STRANGFORD,7.4,21.3,17.6,24.8
N20003758,STRANGFORD,5.1,20.0,16.2,23.6
N20003759,STRANGFORD,63.5,53.1,49.9,56.6
N20003761,STRANGFORD,25.0,31.3,28.1,34.5
N20003762,STRANGFORD,4.1,19.4,15.6,23.1
N20003764,STRANGFORD,0.9,17.6,13.8,21.4
N20003766,STRANGFORD,5.1,20.0,16.2,23.6
N20003767,STRANGFORD,17.1,26.8,23.4,30.3
N20003768,STRANGFORD,5.1,20.0,16.2,23.6
N20003769,STRANGFORD,33.0,35.8,32.6,39.0
N20003770,STRANGFORD,20.5,28.7,25.4,32.1
N20003771,STRANGFORD,48.6,44.6,41.6,47.8
N20003772,STRANGFORD,31.4,34.9,31.7,38.1
N20003773,STRANGFORD,64.6,53.7,50.5,57.2
N20003774,STRANGFORD,56.7,49.2,46.1,52.6
N20003776,STRANGFORD,90.0,68.1,64.3,71.8
N20003777,STRANGFORD,88.4,67.2,63.4,70.8
N20003779,STRANGFORD,77.5,61.0,57.6,64.6
N20003780,STRANGFORD,60.3,51.2,48.1,54.7
