DZ21,label,con,yes_raw,yes,pop
N20003759,Ards_Peninsula_F4,STRANGFORD,48.32,58.0,359.0
N20003761,Ards_Peninsula_H2,STRANGFORD,24.71,34.4,520.0
N20003762,Ards_Peninsula_J1,STRANGFORD,12.48,22.2,293.0
N20003764,Ards_Peninsula_J2,STRANGFORD,8.51,18.2,325.0
N20003766,Ards_Peninsula_J4,STRANGFORD,12.05,21.7,489.0
N20003767,Ards_Peninsula_H4,STRANGFORD,20.6,30.3,323.0
N20003768,Ards_Peninsula_J5,STRANGFORD,10.98,20.7,396.0
N20003769,Ards_Peninsula_K1,STRANGFORD,28.9,38.6,348.0
N20003770,Ards_Peninsula_K2,STRANGFORD,21.43,31.1,324.0
N20003771,Ards_Peninsula_L1,STRANGFORD,39.31,49.0,605.0
N20003772,Ards_Peninsula_K3,STRANGFORD,27.22,36.9,394.0
N20003773,Ards_Peninsula_L2,STRANGFORD,49.05,58.7,567.0
N20003774,Ards_Peninsula_L3,STRANGFORD,43.63,53.3,350.0
N20003776,Ards_Peninsula_N2,STRANGFORD,64.09,73.8,370.0
N20003777,Ards_Peninsula_N3,STRANGFORD,63.33,73.0,361.0
N20003779,Ards_Peninsula_N5,STRANGFORD,55.76,65.4,399.0
N20003780,Ards_Peninsula_L4,STRANGFORD,44.92,54.6,382.0
