DZ21,label,con,yes_raw,yes,pop
N20000001,Dunsilly_A1,SOUTH ANTRIM,14.24,23.9,594.0
N20000004,Dunsilly_A3,SOUTH ANTRIM,36.08,45.8,520.0
N20000005,Dunsilly_B2,SOUTH ANTRIM,11.81,21.5,556.0
N20000006,Dunsilly_A4,SOUTH ANTRIM,29.66,39.4,357.0
N20000007,Dunsilly_C1,SOUTH ANTRIM,62.41,72.1,714.0
N20000008,Dunsilly_A5,SOUTH ANTRIM,40.87,50.6,512.0
N20000009,Dunsilly_A6,SOUTH ANTRIM,19.9,29.6,313.0
N20000010,Dunsilly_B3,SOUTH ANTRIM,11.7,21.4,443.0
N20000011,Dunsilly_D1,SOUTH ANTRIM,24.14,33.8,409.0
N20000012,Dunsilly_D2,SOUTH ANTRIM,19.91,29.6,448.0
N20000013,Dunsilly_F1,SOUTH ANTRIM,27.5,37.2,359.0
N20000015,Dunsilly_C2,SOUTH ANTRIM,64.12,73.8,451.0
N20000016,Dunsilly_E1,SOUTH ANTRIM,42.31,52.0,360.0
N20000017,Dunsilly_E2,SOUTH ANTRIM,62.57,72.3,527.0
N20000018,Dunsilly_E3,SOUTH ANTRIM,60.8,70.5,376.0
N20000019,Dunsilly_D4,SOUTH ANTRIM,36.37,46.1,351.0
N20000020,Dunsilly_D5,SOUTH ANTRIM,41.21,50.9,452.0
N20000022,Dunsilly_C3,SOUTH ANTRIM,64.0,73.7,307.0
N20000023,Dunsilly_D6,SOUTH ANTRIM,44.04,53.7,401.0
N20000025,Dunsilly_F2,SOUTH ANTRIM,36.26,45.9,263.0
N20000026,Dunsilly_B4,SOUTH ANTRIM,10.62,20.3,481.0
N20000027,Dunsilly_F3,SOUTH ANTRIM,38.71,48.4,361.0
N20000028,Dunsilly_F4,SOUTH ANTRIM,44.24,53.9,432.0
N20000030,Dunsilly_B5,SOUTH ANTRIM,15.75,25.4,402.0
N20000031,Dunsilly_B6,SOUTH ANTRIM,11.51,21.2,450.0
N20000032,Dunsilly_F6,SOUTH ANTRIM,61.23,70.9,349.0
N20000033,Dunsilly_F7,SOUTH ANTRIM,60.57,70.3,415.0
N20000034,Dunsilly_F8,SOUTH ANTRIM,61.97,71.7,335.0
N20000035,Antrim_A1,SOUTH ANTRIM,40.97,50.7,495.0
N20000036,Antrim_A2,SOUTH ANTRIM,39.88,49.6,263.0
N20000037,Antrim_A3,SOUTH ANTRIM,39.09,48.8,288.0
N20000038,Antrim_B1,SOUTH ANTRIM,33.29,43.0,491.0
N20000039,Antrim_B2,SOUTH ANTRIM,29.93,39.6,437.0
N20000040,Antrim_A4,SOUTH ANTRIM,45.99,55.7,243.0
N20000041,Antrim_C1,SOUTH ANTRIM,33.53,43.2,735.0
N20000042,Antrim_B3,SOUTH ANTRIM,34.17,43.9,473.0
N20000043,Antrim_D1,SOUTH ANTRIM,32.29,42.0,551.0
N20000044,Antrim_C2,SOUTH ANTRIM,33.15,42.8,391.0
N20000045,Antrim_C3,SOUTH ANTRIM,38.88,48.6,386.0
N20000046,Antrim_D2,SOUTH ANTRIM,21.9,31.6,446.0
N20000047,Antrim_D3,SOUTH ANTRIM,27.51,37.2,424.0
N20000048,Antrim_C4,SOUTH ANTRIM,36.8,46.5,487.0
N20000049,Antrim_G1,SOUTH ANTRIM,46.4,56.1,489.0
N20000051,Antrim_F1,SOUTH ANTRIM,53.8,63.5,371.0
N20000052,Antrim_F2,SOUTH ANTRIM,28.87,38.6,399.0
N20000053,Antrim_E2,SOUTH ANTRIM,37.02,46.7,317.0
N20000054,Antrim_D4,SOUTH ANTRIM,19.03,28.7,412.0
N20000055,Antrim_E3,SOUTH ANTRIM,19.93,29.6,260.0
N20000056,Antrim_E4,SOUTH ANTRIM,30.17,39.9,356.0
N20000057,Antrim_G2,SOUTH ANTRIM,38.78,48.5,392.0
N20000058,Antrim_H1,SOUTH ANTRIM,22.88,32.6,311.0
N20000059,Antrim_F3,SOUTH ANTRIM,44.03,53.7,332.0
N20000060,Antrim_J1,SOUTH ANTRIM,35.77,45.5,285.0
N20000061,Antrim_H2,SOUTH ANTRIM,26.7,36.4,307.0
N20000062,Antrim_H3,SOUTH ANTRIM,21.5,31.2,473.0
N20000063,Antrim_G3,SOUTH ANTRIM,34.53,44.2,316.0
N20000064,Antrim_J2,SOUTH ANTRIM,30.18,39.9,351.0
N20000065,Antrim_J3,SOUTH ANTRIM,33.9,43.6,414.0
N20000066,Antrim_K1,SOUTH ANTRIM,43.22,52.9,249.0
N20000067,Antrim_K2,SOUTH ANTRIM,39.78,49.5,365.0
N20000068,Antrim_G4,SOUTH ANTRIM,30.52,40.2,369.0
N20000069,Antrim_L1,SOUTH ANTRIM,29.71,39.4,363.0
N20000070,Antrim_J4,SOUTH ANTRIM,27.72,37.4,373.0
N20000071,Antrim_G5,SOUTH ANTRIM,33.13,42.8,266.0
N20000072,Antrim_L2,SOUTH ANTRIM,25.4,35.1,447.0
N20000073,Antrim_F4,SOUTH ANTRIM,19.1,28.8,385.0
N20000074,Antrim_K3,SOUTH ANTRIM,17.75,27.4,389.0
N20000075,Antrim_L3,SOUTH ANTRIM,30.35,40.0,328.0
N20000076,Antrim_N1,SOUTH ANTRIM,36.92,46.6,310.0
N20000077,Antrim_N2,SOUTH ANTRIM,25.23,34.9,262.0
N20000078,Antrim_F5,SOUTH ANTRIM,21.29,31.0,274.0
N20000079,Antrim_K4,SOUTH ANTRIM,14.03,23.7,293.0
N20000080,Antrim_J5,SOUTH ANTRIM,25.06,34.7,509.0
N20000081,Antrim_N3,SOUTH ANTRIM,26.46,36.2,270.0
N20000082,Antrim_K5,SOUTH ANTRIM,15.42,25.1,358.0
N20000083,Antrim_N4,SOUTH ANTRIM,29.31,39.0,240.0
N20000084,Antrim_N5,SOUTH ANTRIM,33.12,42.8,262.0
N20000085,Antrim_L4,SOUTH ANTRIM,25.6,35.3,465.0
N20000086,Ballyclare_F1,SOUTH ANTRIM,10.54,20.2,492.0
N20000087,Ballyclare_A1,SOUTH ANTRIM,10.19,19.9,390.0
N20000088,Ballyclare_F2,SOUTH ANTRIM,10.12,19.8,380.0
N20000089,Ballyclare_F3,SOUTH ANTRIM,12.49,22.2,530.0
N20000090,Ballyclare_B1,SOUTH ANTRIM,12.89,22.6,601.0
N20000091,Ballyclare_A2,SOUTH ANTRIM,10.04,19.7,396.0
N20000092,Ballyclare_B2,SOUTH ANTRIM,13.32,23.0,619.0
N20000093,Ballyclare_B3,SOUTH ANTRIM,11.45,21.1,338.0
N20000094,Ballyclare_B4,SOUTH ANTRIM,11.74,21.4,299.0
N20000096,Ballyclare_A3,SOUTH ANTRIM,11.38,21.1,464.0
N20000097,Ballyclare_B5,SOUTH ANTRIM,10.98,20.7,502.0
N20000100,Ballyclare_F4,SOUTH ANTRIM,10.35,20.0,593.0
N20000101,Ballyclare_D2,SOUTH ANTRIM,10.75,20.4,369.0
N20000102,Ballyclare_D3,SOUTH ANTRIM,13.2,22.9,363.0
N20000103,Ballyclare_C2,SOUTH ANTRIM,14.37,24.1,312.0
N20000104,Ballyclare_C3,SOUTH ANTRIM,12.75,22.4,387.0
N20000105,Ballyclare_C4,SOUTH ANTRIM,16.09,25.8,322.0
N20000106,Ballyclare_D4,SOUTH ANTRIM,11.99,21.7,342.0
N20000107,Ballyclare_D5,SOUTH ANTRIM,16.84,26.5,323.0
N20000108,Ballyclare_C5,SOUTH ANTRIM,14.81,24.5,301.0
N20000109,Ballyclare_E1,SOUTH ANTRIM,10.81,20.5,439.0
N20000110,Ballyclare_E2,SOUTH ANTRIM,10.5,20.2,507.0
N20000111,Ballyclare_E3,SOUTH ANTRIM,11.36,21.1,472.0
N20000112,Ballyclare_C6,SOUTH ANTRIM,12.94,22.6,262.0
N20000113,Ballyclare_D6,SOUTH ANTRIM,12.45,22.1,326.0
N20000114,Ballyclare_E4,SOUTH ANTRIM,11.19,20.9,368.0
N20000115,Ballyclare_E5,SOUTH ANTRIM,12.11,21.8,593.0
N20000116,Ballyclare_G1,SOUTH ANTRIM,13.94,23.6,255.0
N20000117,Ballyclare_G2,SOUTH ANTRIM,10.26,19.9,292.0
N20000118,Ballyclare_G3,SOUTH ANTRIM,10.49,20.2,334.0
N20000119,Ballyclare_G4,SOUTH ANTRIM,11.31,21.0,270.0
N20000120,Ballyclare_H1,SOUTH ANTRIM,10.44,20.1,344.0
N20000121,Ballyclare_F5,SOUTH ANTRIM,12.49,22.2,578.0
N20000122,Ballyclare_H2,SOUTH ANTRIM,10.2,19.9,551.0
N20000123,Ballyclare_H3,SOUTH ANTRIM,11.84,21.5,386.0
N20000124,Three_Mile_Water_A1,SOUTH ANTRIM,14.5,24.2,385.0
N20000125,Three_Mile_Water_B1,SOUTH ANTRIM,12.97,22.7,382.0
N20000126,Three_Mile_Water_C1,EAST ANTRIM,20.03,29.7,470.0
N20000127,Three_Mile_Water_A2,SOUTH ANTRIM,12.94,22.6,165.0
N20000128,Three_Mile_Water_C2,EAST ANTRIM,18.13,27.8,555.0
N20000129,Three_Mile_Water_A3,SOUTH ANTRIM,15.14,24.8,606.0
N20000130,Three_Mile_Water_D1,SOUTH ANTRIM,14.1,23.8,462.0
N20000131,Three_Mile_Water_A4,SOUTH ANTRIM,13.94,23.6,289.0
N20000132,Three_Mile_Water_E1,EAST ANTRIM,25.01,34.7,494.0
N20000133,Three_Mile_Water_C3,EAST ANTRIM,17.13,26.8,605.0
N20000134,Three_Mile_Water_E2,EAST ANTRIM,23.63,33.3,535.0
N20000135,Three_Mile_Water_D2,SOUTH ANTRIM,17.81,27.5,465.0
N20000136,Three_Mile_Water_D3,SOUTH ANTRIM,13.52,23.2,451.0
N20000137,Three_Mile_Water_B2,EAST ANTRIM,12.87,22.6,407.0
N20000138,Three_Mile_Water_K1,EAST ANTRIM,11.94,21.6,420.0
N20000139,Three_Mile_Water_B3,SOUTH ANTRIM,13.61,23.3,400.0
N20000140,Three_Mile_Water_G1,EAST ANTRIM,31.53,41.2,609.0
N20000141,Three_Mile_Water_A5,SOUTH ANTRIM,18.76,28.4,299.0
N20000143,Three_Mile_Water_E3,EAST ANTRIM,22.11,31.8,520.0
N20000144,Three_Mile_Water_D4,SOUTH ANTRIM,18.52,28.2,311.0
N20000145,Three_Mile_Water_F2,SOUTH ANTRIM,12.97,22.7,223.0
N20000146,Three_Mile_Water_J1,EAST ANTRIM,13.83,23.5,295.0
N20000149,Three_Mile_Water_E4,EAST ANTRIM,21.51,31.2,515.0
N20000150,Three_Mile_Water_J2,EAST ANTRIM,11.04,20.7,250.0
N20000151,Three_Mile_Water_H2,SOUTH ANTRIM,16.74,26.4,513.0
N20000152,Three_Mile_Water_G2,EAST ANTRIM,27.0,36.7,333.0
N20000153,Three_Mile_Water_K2,EAST ANTRIM,11.09,20.8,467.0
N20000154,Three_Mile_Water_F4,SOUTH ANTRIM,11.87,21.6,567.0
N20000156,Three_Mile_Water_H3,SOUTH ANTRIM,18.2,27.9,541.0
N20000157,Three_Mile_Water_H4,SOUTH ANTRIM,19.0,28.7,546.0
N20000158,Three_Mile_Water_G3,EAST ANTRIM,21.17,30.9,505.0
N20000159,Three_Mile_Water_J4,EAST ANTRIM,12.26,22.0,276.0
N20000160,Three_Mile_Water_G4,EAST ANTRIM,26.15,35.8,242.0
N20000161,Three_Mile_Water_K3,EAST ANTRIM,27.22,36.9,422.0
N20000162,Three_Mile_Water_G5,EAST ANTRIM,20.31,30.0,647.0
N20000163,Three_Mile_Water_K4,EAST ANTRIM,21.98,31.7,396.0
N20000164,Macedon_A1,BELFAST NORTH,27.21,36.9,445.0
N20000165,Macedon_A2,BELFAST NORTH,15.12,24.8,377.0
N20000166,Macedon_B1,EAST ANTRIM,23.66,33.4,330.0
N20000167,Macedon_B2,EAST ANTRIM,22.39,32.1,263.0
N20000168,Macedon_C1,BELFAST NORTH,12.41,22.1,356.0
N20000169,Macedon_B3,EAST ANTRIM,45.27,55.0,360.0
N20000170,Macedon_C2,BELFAST NORTH,15.07,24.8,365.0
N20000171,Macedon_C3,EAST ANTRIM,19.81,29.5,379.0
N20000172,Macedon_B4,EAST ANTRIM,36.74,46.4,458.0
N20000173,Macedon_A3,BELFAST NORTH,35.71,45.4,516.0
N20000174,Macedon_D1,BELFAST NORTH,11.07,20.8,485.0
N20000175,Macedon_C4,BELFAST NORTH,24.54,34.2,350.0
N20000176,Macedon_C5,BELFAST NORTH,16.26,25.9,337.0
N20000177,Macedon_B5,EAST ANTRIM,41.54,51.2,292.0
N20000178,Macedon_E1,BELFAST NORTH,42.01,51.7,315.0
N20000179,Macedon_E2,BELFAST NORTH,17.95,27.6,484.0
N20000180,Macedon_D2,BELFAST NORTH,10.65,20.3,344.0
N20000181,Macedon_F1,BELFAST NORTH,13.01,22.7,326.0
N20000182,Macedon_D3,BELFAST NORTH,12.65,22.3,482.0
N20000183,Macedon_F2,BELFAST NORTH,12.94,22.6,352.0
N20000184,Macedon_F3,BELFAST NORTH,13.09,22.8,295.0
N20000185,Macedon_E3,BELFAST NORTH,16.05,25.7,207.0
N20000186,Macedon_H1,BELFAST NORTH,27.73,37.4,189.0
N20000187,Macedon_F4,BELFAST NORTH,11.29,21.0,304.0
N20000188,Macedon_H2,BELFAST NORTH,21.25,30.9,435.0
N20000189,Macedon_J1,BELFAST NORTH,10.71,20.4,440.0
N20000190,Macedon_G1,BELFAST NORTH,13.76,23.5,273.0
N20000191,Macedon_E4,BELFAST NORTH,13.16,22.9,316.0
N20000193,Macedon_G3,BELFAST NORTH,12.38,22.1,232.0
N20000194,Macedon_K1,BELFAST NORTH,13.15,22.8,260.0
N20000196,Macedon_J2,BELFAST NORTH,11.55,21.2,181.0
N20000197,Macedon_K2,BELFAST NORTH,13.98,23.7,187.0
N20000198,Macedon_K3,BELFAST NORTH,12.09,21.8,327.0
N20000200,Macedon_K4,BELFAST NORTH,13.08,22.8,458.0
N20000201,Macedon_J3,BELFAST NORTH,33.6,43.3,471.0
N20000203,Macedon_J4,BELFAST NORTH,31.49,41.2,233.0
N20000204,Macedon_J5,BELFAST NORTH,30.19,39.9,314.0
N20000205,Macedon_H3,BELFAST NORTH,22.33,32.0,284.0
N20000206,Macedon_H4,BELFAST NORTH,23.03,32.7,259.0
N20000207,Macedon_L1,BELFAST NORTH,62.23,71.9,369.0
N20000208,Macedon_L2,BELFAST NORTH,57.95,67.6,326.0
N20000209,Macedon_L3,BELFAST NORTH,62.43,72.1,362.0
N20000210,Macedon_L4,BELFAST NORTH,61.26,71.0,500.0
N20000211,Glengormley_Urban_C1,SOUTH ANTRIM,26.28,36.0,482.0
N20000212,Glengormley_Urban_A1,SOUTH ANTRIM,14.1,23.8,383.0
N20000214,Glengormley_Urban_B1,SOUTH ANTRIM,14.44,24.1,283.0
N20000215,Glengormley_Urban_C2,SOUTH ANTRIM,25.37,35.1,387.0
N20000216,Glengormley_Urban_B2,SOUTH ANTRIM,17.14,26.8,251.0
N20000217,Glengormley_Urban_A3,SOUTH ANTRIM,20.07,29.8,503.0
N20000218,Glengormley_Urban_B3,SOUTH ANTRIM,18.98,28.7,519.0
N20000219,Glengormley_Urban_C3,SOUTH ANTRIM,37.62,47.3,600.0
N20000220,Glengormley_Urban_B4,SOUTH ANTRIM,20.27,30.0,375.0
N20000221,Glengormley_Urban_D1,SOUTH ANTRIM,19.03,28.7,432.0
N20000222,Glengormley_Urban_E1,BELFAST NORTH,21.05,30.7,402.0
N20000223,Glengormley_Urban_D2,SOUTH ANTRIM,26.17,35.9,405.0
N20000224,Glengormley_Urban_B5,SOUTH ANTRIM,30.81,40.5,401.0
N20000225,Glengormley_Urban_E2,BELFAST NORTH,19.36,29.0,256.0
N20000226,Glengormley_Urban_D3,SOUTH ANTRIM,25.89,35.6,500.0
N20000227,Glengormley_Urban_C4,BELFAST NORTH,30.01,39.7,402.0
N20000228,Glengormley_Urban_E3,BELFAST NORTH,20.0,29.7,349.0
N20000229,Glengormley_Urban_E4,BELFAST NORTH,18.27,28.0,370.0
N20000230,Glengormley_Urban_D4,BELFAST NORTH,28.41,38.1,416.0
N20000231,Glengormley_Urban_F1,BELFAST NORTH,37.02,46.7,418.0
N20000232,Glengormley_Urban_G1,BELFAST NORTH,39.32,49.0,247.0
N20000233,Glengormley_Urban_F2,BELFAST NORTH,42.58,52.3,393.0
N20000234,Glengormley_Urban_G2,BELFAST NORTH,43.01,52.7,335.0
N20000235,Glengormley_Urban_G3,BELFAST NORTH,38.13,47.8,299.0
N20000236,Glengormley_Urban_H1,BELFAST NORTH,31.93,41.6,392.0
N20000237,Glengormley_Urban_H2,BELFAST NORTH,28.51,38.2,331.0
N20000238,Glengormley_Urban_F3,BELFAST NORTH,50.65,60.3,492.0
N20000239,Glengormley_Urban_G4,BELFAST NORTH,34.48,44.2,400.0
N20000240,Glengormley_Urban_F4,BELFAST NORTH,44.5,54.2,301.0
N20000241,Glengormley_Urban_G5,BELFAST NORTH,26.96,36.6,238.0
N20000242,Glengormley_Urban_H3,BELFAST NORTH,24.36,34.1,366.0
N20000243,Glengormley_Urban_J1,BELFAST NORTH,52.77,62.5,287.0
N20000244,Glengormley_Urban_J2,BELFAST NORTH,55.29,65.0,540.0
N20000245,Glengormley_Urban_J3,BELFAST NORTH,63.71,73.4,340.0
N20000246,Glengormley_Urban_K1,BELFAST NORTH,56.1,65.8,417.0
N20000247,Glengormley_Urban_K2,BELFAST NORTH,51.64,61.3,357.0
N20000249,Glengormley_Urban_J4,BELFAST NORTH,58.24,67.9,250.0
N20000250,Glengormley_Urban_J5,BELFAST NORTH,60.51,70.2,286.0
N20000251,Glengormley_Urban_L2,SOUTH ANTRIM,60.59,70.3,540.0
N20000252,Glengormley_Urban_L3,BELFAST NORTH,59.25,68.9,381.0
N20000254,Glengormley_Urban_K4,BELFAST NORTH,57.49,67.2,431.0
N20000255,Glengormley_Urban_L4,BELFAST NORTH,60.63,70.3,438.0
N20000256,Glengormley_Urban_L5,BELFAST NORTH,59.49,69.2,417.0
N20000257,Airport_A1,SOUTH ANTRIM,18.28,28.0,263.0
N20000258,Airport_B1,SOUTH ANTRIM,16.97,26.7,434.0
N20000259,Airport_A2,SOUTH ANTRIM,16.4,26.1,519.0
N20000260,Airport_A3,SOUTH ANTRIM,18.07,27.8,524.0
N20000261,Airport_C1,SOUTH ANTRIM,14.25,23.9,705.0
N20000262,Airport_C2,SOUTH ANTRIM,17.96,27.6,540.0
N20000263,Airport_B2,SOUTH ANTRIM,20.8,30.5,457.0
N20000264,Airport_B3,SOUTH ANTRIM,27.12,36.8,539.0
N20000265,Airport_D1,SOUTH ANTRIM,30.44,40.1,428.0
N20000266,Airport_C3,SOUTH ANTRIM,18.75,28.4,299.0
N20000267,Airport_D2,SOUTH ANTRIM,47.61,57.3,572.0
N20000268,Airport_F1,SOUTH ANTRIM,28.17,37.9,562.0
N20000270,Airport_E1,SOUTH ANTRIM,51.31,61.0,246.0
N20000271,Airport_D4,SOUTH ANTRIM,44.4,54.1,342.0
N20000272,Airport_E2,SOUTH ANTRIM,47.29,57.0,445.0
N20000273,Airport_E3,SOUTH ANTRIM,57.35,67.0,292.0
N20000274,Airport_G1,SOUTH ANTRIM,14.58,24.3,429.0
N20000275,Airport_E4,SOUTH ANTRIM,45.17,54.9,343.0
N20000276,Airport_E5,SOUTH ANTRIM,49.97,59.7,393.0
N20000277,Airport_E6,SOUTH ANTRIM,64.45,74.1,308.0
N20000278,Airport_C4,SOUTH ANTRIM,17.94,27.6,429.0
N20000279,Airport_F2,SOUTH ANTRIM,30.08,39.8,1112.0
N20000280,Airport_G2,SOUTH ANTRIM,17.91,27.6,523.0
N20000282,Airport_F3,SOUTH ANTRIM,41.88,51.6,363.0
N20000283,Airport_H1,SOUTH ANTRIM,53.92,63.6,534.0
N20000284,Airport_H2,SOUTH ANTRIM,58.91,68.6,477.0
N20000285,Airport_G4,SOUTH ANTRIM,29.4,39.1,510.0
N20000286,Airport_J1,SOUTH ANTRIM,61.75,71.4,420.0
N20000287,Airport_H3,SOUTH ANTRIM,64.28,74.0,559.0
N20000288,Airport_H4,SOUTH ANTRIM,46.88,56.6,386.0
N20000289,Airport_J2,SOUTH ANTRIM,55.27,65.0,272.0
N20000290,Airport_H5,SOUTH ANTRIM,52.45,62.1,224.0
N20000291,Airport_J3,SOUTH ANTRIM,49.53,59.2,277.0
N20000292,Airport_J4,SOUTH ANTRIM,62.47,72.2,446.0
N20000293,Airport_F4,SOUTH ANTRIM,46.05,55.7,446.0
N20000294,Airport_J5,SOUTH ANTRIM,63.52,73.2,584.0
N20000295,Armagh_A1,NEWRY AND ARMAGH,46.93,56.6,548.0
N20000296,Armagh_A2,NEWRY AND ARMAGH,40.88,50.6,457.0
N20000297,Armagh_A3,NEWRY AND ARMAGH,62.65,72.3,456.0
N20000298,Armagh_A4,NEWRY AND ARMAGH,63.85,73.5,515.0
N20000299,Armagh_E1,NEWRY AND ARMAGH,50.0,59.7,442.0
N20000300,Armagh_A5,NEWRY AND ARMAGH,60.71,70.4,379.0
N20000301,Armagh_E2,NEWRY AND ARMAGH,55.16,64.9,507.0
N20000303,Armagh_C1,NEWRY AND ARMAGH,65.1,74.8,519.0
N20000304,Armagh_C2,NEWRY AND ARMAGH,45.81,55.5,403.0
N20000305,Armagh_E3,NEWRY AND ARMAGH,21.79,31.5,435.0
N20000306,Armagh_B1,NEWRY AND ARMAGH,40.79,50.5,420.0
N20000307,Armagh_B2,NEWRY AND ARMAGH,38.41,48.1,341.0
N20000308,Armagh_C3,NEWRY AND ARMAGH,42.04,51.7,335.0
N20000310,Armagh_J1,NEWRY AND ARMAGH,44.29,54.0,346.0
N20000311,Armagh_B3,NEWRY AND ARMAGH,46.09,55.8,384.0
N20000312,Armagh_D2,NEWRY AND ARMAGH,57.03,66.7,586.0
N20000313,Armagh_F1,NEWRY AND ARMAGH,54.19,63.9,381.0
N20000314,Armagh_B4,NEWRY AND ARMAGH,25.28,35.0,280.0
N20000315,Armagh_C4,NEWRY AND ARMAGH,38.18,47.9,424.0
N20000316,Armagh_D3,NEWRY AND ARMAGH,59.87,69.6,364.0
N20000317,Armagh_D4,NEWRY AND ARMAGH,62.09,71.8,489.0
N20000318,Armagh_D5,NEWRY AND ARMAGH,62.74,72.4,391.0
N20000319,Armagh_F2,NEWRY AND ARMAGH,54.47,64.2,229.0
N20000320,Armagh_F3,NEWRY AND ARMAGH,26.6,36.3,407.0
N20000321,Armagh_F4,NEWRY AND ARMAGH,64.82,74.5,255.0
N20000323,Armagh_F5,NEWRY AND ARMAGH,57.05,66.7,207.0
N20000324,Armagh_C5,NEWRY AND ARMAGH,40.31,50.0,289.0
N20000325,Armagh_G1,NEWRY AND ARMAGH,37.14,46.8,331.0
N20000326,Armagh_C6,NEWRY AND ARMAGH,15.61,25.3,429.0
N20000328,Armagh_G2,NEWRY AND ARMAGH,40.91,50.6,252.0
N20000329,Armagh_G3,NEWRY AND ARMAGH,63.45,73.1,616.0
N20000330,Armagh_G4,NEWRY AND ARMAGH,59.55,69.2,456.0
N20000331,Armagh_G5,NEWRY AND ARMAGH,61.0,70.7,401.0
N20000332,Armagh_H1,NEWRY AND ARMAGH,45.25,54.9,381.0
N20000334,Armagh_H3,NEWRY AND ARMAGH,41.79,51.5,463.0
N20000335,Armagh_G6,NEWRY AND ARMAGH,57.43,67.1,245.0
N20000336,Armagh_H4,NEWRY AND ARMAGH,47.0,56.7,339.0
N20000337,Armagh_H5,NEWRY AND ARMAGH,48.88,58.6,347.0
N20000338,Armagh_J2,NEWRY AND ARMAGH,23.57,33.3,304.0
N20000339,Armagh_J3,NEWRY AND ARMAGH,48.17,57.9,424.0
N20000340,Armagh_E4,NEWRY AND ARMAGH,27.05,36.7,433.0
N20000341,Armagh_J4,NEWRY AND ARMAGH,52.71,62.4,506.0
N20000342,Armagh_E5,NEWRY AND ARMAGH,61.7,71.4,312.0
N20000343,Armagh_J5,NEWRY AND ARMAGH,41.08,50.8,496.0
N20000344,Armagh_K1,NEWRY AND ARMAGH,41.31,51.0,449.0
N20000346,Armagh_K2,NEWRY AND ARMAGH,48.59,58.3,501.0
N20000348,Armagh_L1,NEWRY AND ARMAGH,63.03,72.7,378.0
N20000350,Armagh_L3,NEWRY AND ARMAGH,65.85,75.5,443.0
N20000351,Armagh_L4,NEWRY AND ARMAGH,62.18,71.9,345.0
N20000352,Armagh_L5,NEWRY AND ARMAGH,60.77,70.5,483.0
N20000353,Armagh_K4,NEWRY AND ARMAGH,60.84,70.5,393.0
N20000354,Armagh_K5,NEWRY AND ARMAGH,56.85,66.5,574.0
N20000355,Armagh_K6,NEWRY AND ARMAGH,65.84,75.5,407.0
N20000356,Portadown_A1,UPPER BANN,40.32,50.0,559.0
N20000357,Portadown_A2,FERMANAGH AND SOUTH TYRONE,10.7,20.4,322.0
N20000358,Portadown_B1,UPPER BANN,30.31,40.0,461.0
N20000360,Portadown_B2,UPPER BANN,36.97,46.7,312.0
N20000361,Portadown_A4,FERMANAGH AND SOUTH TYRONE,46.27,56.0,495.0
N20000362,Portadown_A5,FERMANAGH AND SOUTH TYRONE,20.02,29.7,495.0
N20000364,Portadown_B4,UPPER BANN,28.12,37.8,434.0
N20000366,Portadown_B6,UPPER BANN,21.33,31.0,366.0
N20000367,Portadown_J1,NEWRY AND ARMAGH,32.6,42.3,467.0
N20000368,Portadown_R1,UPPER BANN,20.83,30.5,474.0
N20000371,Portadown_D1,UPPER BANN,63.93,73.6,478.0
N20000372,Portadown_C2,UPPER BANN,63.66,73.3,461.0
N20000373,Portadown_D2,UPPER BANN,64.1,73.8,427.0
N20000375,Portadown_D3,UPPER BANN,62.71,72.4,220.0
N20000377,Portadown_F1,UPPER BANN,29.2,38.9,388.0
N20000378,Portadown_E1,UPPER BANN,66.45,76.1,337.0
N20000379,Portadown_D5,UPPER BANN,56.57,66.3,499.0
N20000380,Portadown_C4,UPPER BANN,53.15,62.8,277.0
N20000381,Portadown_E2,UPPER BANN,61.81,71.5,419.0
N20000382,Portadown_E3,UPPER BANN,56.36,66.0,451.0
N20000383,Portadown_R2,UPPER BANN,25.12,34.8,521.0
N20000384,Portadown_H1,UPPER BANN,16.01,25.7,533.0
N20000385,Portadown_G1,UPPER BANN,17.34,27.0,263.0
N20000386,Portadown_E4,UPPER BANN,58.14,67.8,373.0
N20000387,Portadown_G2,UPPER BANN,15.45,25.1,247.0
N20000388,Portadown_G3,UPPER BANN,17.41,27.1,295.0
N20000389,Portadown_K1,UPPER BANN,21.3,31.0,521.0
N20000390,Portadown_G4,UPPER BANN,21.84,31.5,350.0
N20000392,Portadown_H2,UPPER BANN,15.16,24.8,446.0
N20000393,Portadown_F2,UPPER BANN,26.06,35.8,401.0
N20000395,Portadown_F3,UPPER BANN,37.71,47.4,476.0
N20000396,Portadown_K2,UPPER BANN,16.28,26.0,319.0
N20000397,Portadown_H3,UPPER BANN,10.7,20.4,623.0
N20000398,Portadown_L1,UPPER BANN,29.91,39.6,364.0
N20000400,Portadown_L2,UPPER BANN,37.01,46.7,389.0
N20000401,Portadown_J3,NEWRY AND ARMAGH,51.51,61.2,495.0
N20000402,Portadown_K4,UPPER BANN,19.46,29.1,553.0
N20000403,Portadown_L3,UPPER BANN,36.59,46.3,367.0
N20000404,Portadown_N1,UPPER BANN,19.83,29.5,519.0
N20000405,Portadown_N2,UPPER BANN,26.07,35.8,377.0
N20000407,Portadown_N3,UPPER BANN,17.99,27.7,317.0
N20000408,Portadown_J4,NEWRY AND ARMAGH,21.26,31.0,272.0
N20000409,Portadown_P2,UPPER BANN,10.84,20.5,192.0
N20000410,Portadown_P3,UPPER BANN,19.86,29.5,281.0
N20000411,Portadown_L4,UPPER BANN,34.68,44.4,428.0
N20000412,Portadown_P4,UPPER BANN,20.36,30.0,429.0
