id,title,provider,licenseTitle,scope
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:province-boundaries-ungeneralised-national-administrative-boundaries-20151:00079,Province Boundaries Ungeneralised - National Administrative Boundaries - 2015,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:provinces-national-statutory-boundaries-20191:00080,Provinces - National Statutory Boundaries - 2019,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:provinces-national-statutory-boundaries-2019-generalised-20m1:00081,Provinces - National Statutory Boundaries - 2019 - Generalised 20m,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:townland-boundaries-generalised-100m-national-statutory-boundaries-20151:00082,Townland Boundaries Generalised 100m - National Statutory Boundaries - 2015,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:townland-boundaries-generalised-20m-national-statutory-boundaries-20151:00083,Townland Boundaries Generalised 20m - National Statutory Boundaries - 2015,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:townland-boundaries-generalised-50m-national-statutory-boundaries-20151:00084,Townland Boundaries Generalised 50m - National Statutory Boundaries - 2015,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:townlands-national-placenames-gazetteer1:00085,Townlands - National Placenames Gazetteer,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:townlands-national-statutory-boundaries-20191:00086,Townlands - National Statutory Boundaries - 2019,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:townlands-national-statutory-boundaries-2019-generalised-20m1:00087,Townlands - National Statutory Boundaries - 2019 - Generalised 20m,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:townlands-national-statutory-boundaries-ungeneralised-20241:00088,Townlands - National Statutory Boundaries - Ungeneralised - 2024,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:townlands-national-statutory-boundaries-ungeneralised-2026:00089,Townlands - National Statutory Boundaries - Ungeneralised 2026,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:administrative-areas1:00090,Administrative Areas,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:bottlenose-dolphin-survey-lower-river-shannon-csac-2010:00091,"Bottlenose Dolphin Survey Lower River Shannon cSAC, 2010",data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:bottlenose-dolphins-in-the-lower-river-shannon-sac-2022:00092,"Bottlenose dolphins in the Lower River Shannon SAC, 2022",data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:boundaries6:00093,Boundaries,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:burren-national-park-boundary-map:00094,Burren National Park Boundary Map,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:cdp2022-development-boundaries:00095,CDP2022 Development Boundaries,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:connemara-national-park-boundary-map:00096,Connemara National Park Boundary Map,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:county-boundaryfcc2:00097,County BoundaryFCC,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:county-development-plan-2025-2031-land-use-zoning-boundaries:00098,County Development Plan 2025-2031 - Land Use Zoning Boundaries,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:county-development-plan-2025-2031-settlement-envelope-boundaries:00099,County Development Plan 2025-2031 - Settlement Envelope Boundaries,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:county-galway-settlement-boundaries-cdp-2022-2028:00100,County Galway Settlement Boundaries CDP 2022 2028,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:2-irish-election-source-enrichment-data:dail-constituencies-2013-sdcc1:00101,Dail Constituencies 2013 SDCC,data.gov.ie,cc-zero,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:development-plan-2022-2028-boundary-plan-areas-dlr:00102,Development Plan 2022-2028 - Boundary Plan Areas DLR,data.gov.ie,cc-by,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:fingal-county-boundary2:00105,Fingal County Boundary,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:galway-transportation-and-planning-study-area:00106,Galway Transportation and Planning Study Area,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:glenveagh-national-park-boundary-map:00107,Glenveagh National Park Boundary Map,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:habitat-and-management-data-collation-and-collection-on-callows-and-floodplain-grasslands:00109,Habitat and management data collation and collection on callows and floodplain grasslands,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:high-status-objective-catchment-areas-hsoca-grant-scheme-eligible-maybe-eligible-ineligible-are1:00110,High Status Objective Catchment Areas (HSOCA) grant scheme eligible/Maybe eligible/ineligible areas,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:killarney-national-park-boundary-map:00111,Killarney National Park Boundary Map,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:municipal-district-boundaries:00112,Municipal District Boundaries,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:national-planning-applications:00113,National Planning Applications,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:national-survey-of-limestone-pavement-and-associated-habitats-in-ireland:00114,National Survey of Limestone Pavement and Associated Habitats in Ireland,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:planning-application-boundaries-roscommon6:00115,Planning Application Boundaries - Roscommon,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:planning-application-points5:00116,Planning Application Points,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:planning-application-sites5:00117,Planning Application Sites,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:planning-exemptions-local-authorities:00118,Planning Exemptions - Local Authorities,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:planning-exemptions-settlements:00119,Planning Exemptions - Settlements,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:2-irish-election-source-enrichment-data:polling-stations-for-general-election-2024-fcc3:00120,Polling Stations for General Election 2024 FCC,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:2-irish-election-source-enrichment-data:polling-stations-presidential-election-2025-fcc:00121,Polling Stations Presidential Election 2025 FCC,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:roscommon-town-lap-2024-2030-plan-boundary:00122,Roscommon Town LAP 2024-2030 Plan Boundary,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:school-warden-duty-points-fcc2:00123,School Warden Duty Points FCC,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:school-wardens-duty-points-sdcc:00124,School Wardens Duty Points SDCC,data.gov.ie,cc-by,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:settlement-boundaries-roscommon-cdp-2022-2028:00125,Settlement Boundaries - Roscommon CDP 2022-2028,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:south-dublin-county-boundary-sdcc1:00126,South Dublin County Boundary SDCC,data.gov.ie,cc-by,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:the-badger-and-habitat-survey-of-ireland-1989-1995:00127,The Badger and Habitat Survey of Ireland 1989 - 1995,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:the-monitoring-and-assessment-of-three-eu-habitats-directive-annex-i-grassland-habitats:00128,The monitoring and assessment of three EU Habitats Directive Annex I grassland habitats,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:wicklow-mountains-national-park-boundary-map:00134,Wicklow Mountains National Park Boundary Map,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:wild-nephin-national-park-boundary-map:00135,Wild Nephin National Park Boundary Map,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:an-spideal-lap-2015-to-20211:00138,An Spideal LAP 2015 to 2021,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:co-wicklow-local-electoral-areas:00139,Co. Wicklow Local Electoral Areas,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:electoral-areas-roscommon5:00140,Electoral Areas - Roscommon,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:local-electoral-areas:00144,Local Electoral Areas DLR,data.gov.ie,cc-by,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:local-electoral-areas-fcc2:00145,Local Electoral Areas FCC,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:2-irish-election-source-enrichment-data:constituency-local-election-balbriggan-2014fcc2:00146,Constituency Local Election Balbriggan 2014FCC,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:2-irish-election-source-enrichment-data:constituency-local-election-howthmalahide-2014-fcc2:00147,Constituency Local Election HowthMalahide 2014 FCC,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:2-irish-election-source-enrichment-data:constituency-local-election-swords-20144:00148,Constituency Local Election Swords 2014,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:2-irish-election-source-enrichment-data:co-wicklow-polling-districts:00150,Co. Wicklow Polling Districts,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:2-irish-election-source-enrichment-data:co-wicklow-polling-stations:00151,Co. Wicklow Polling Stations,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:2-irish-election-source-enrichment-data:galway-county-council-polling-stations:00152,Galway County Council Polling Stations,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:2-irish-election-source-enrichment-data:local-election-areas:00153,Local Election Areas,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:2-irish-election-source-enrichment-data:local-election-results-2014-roscommon5:00154,Local Election Results 2014 - Roscommon,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:2-irish-election-source-enrichment-data:local-election-results-2019-roscommon5:00155,Local Election Results 2019 - Roscommon,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:2-irish-election-source-enrichment-data:polling-districts-roscommon5:00156,Polling Districts - Roscommon,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:2-irish-election-source-enrichment-data:polling-districts-2019-sdcc:00157,Polling Districts 2019 SDCC,data.gov.ie,cc-by,medium-priority-residual
medium-priority-residual:medium-prep:2-irish-election-source-enrichment-data:polling-station-locations-2024-sdcc1:00158,Polling Station Locations 2024 SDCC,data.gov.ie,cc-by,medium-priority-residual
medium-priority-residual:medium-prep:2-irish-election-source-enrichment-data:polling-stations-roscommon5:00159,Polling Stations - Roscommon,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:2-irish-election-source-enrichment-data:wexford-polling-districts:00160,Wexford Polling Districts,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:bedrock-boundary4:00161,Bedrock boundary,Open Data NI,UK Open Government Licence (OGL),medium-priority-residual
medium-priority-residual:medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:bedrock-boundary5:00162,Bedrock boundary,Open Data NI,UK Open Government Licence (OGL),medium-priority-residual
medium-priority-residual:medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:boundary-commision-for-northern-ireland-final-recommendations:00163,Boundary Commission for Northern Ireland - Final Recommendations,Open Data NI,UK Open Government Licence (OGL),medium-priority-residual
medium-priority-residual:medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:boundary-commission-for-northern-ireland-revised-proposals:00164,Boundary Commission for Northern Ireland - Revised Proposals,Open Data NI,UK Open Government Licence (OGL),medium-priority-residual
medium-priority-residual:medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:boundary-line4:00165,Boundary Line,Open Data NI,UK Open Government Licence (OGL),medium-priority-residual
medium-priority-residual:medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:boundary-line5:00166,Boundary Line,Open Data NI,UK Open Government Licence (OGL),medium-priority-residual
medium-priority-residual:medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:causeway-coast-and-glens-borough-council-boundary1:00167,Causeway Coast and Glens Borough Council Boundary,Open Data NI,UK Open Government Licence (OGL),medium-priority-residual
medium-priority-residual:medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:causeway-coast-and-glens-district-council-boundary1:00168,Causeway Coast and Glens District Council Boundary,Open Data NI,UK Open Government Licence (OGL),medium-priority-residual
medium-priority-residual:medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:davagh-dark-skies-boundary1:00169,Davagh Dark Skies Boundary,Open Data NI,UK Open Government Licence (OGL),medium-priority-residual
medium-priority-residual:medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:osni-open-data-50k-boundaries-ni-counties:00171,OSNI Open Data - 50K Boundaries - NI Counties,Open Data NI,UK Open Government Licence (OGL),medium-priority-residual
medium-priority-residual:medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:osni-open-data-50k-boundaries-ni-outline:00172,OSNI Open Data - 50K Boundaries - NI Outline,Open Data NI,UK Open Government Licence (OGL),medium-priority-residual
medium-priority-residual:medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:osni-open-data-largescale-boundaries-ni-outline:00173,OSNI Open Data - Largescale Boundaries - NI Outline,Open Data NI,UK Open Government Licence (OGL),medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:admin-boundaries-national-250k-map-of-ireland1:00174,Admin Boundaries - National 250K Map Of Ireland,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:admin-boundary-areas-national-250k-map-of-ireland1:00175,Admin Boundary Areas - National 250K Map Of Ireland,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:boundaries-seawater-area-national-250k-map-of-ireland1:00176,Boundaries Seawater Area - National 250K Map Of Ireland,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:boundaries-seawater-line-national-1m-map-of-ireland1:00177,Boundaries Seawater Line - National 1m Map Of Ireland,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:counties-national-statutory-boundaries-2019-generalised-20m1:00178,Counties - National Statutory Boundaries - 2019 - Generalised 20m,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:counties-national-statutory-boundaries-ungeneralised-20241:00179,Counties - National Statutory Boundaries - Ungeneralised - 2024,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:counties-national-statutory-boundaries-ungeneralised-2026:00180,Counties -National Statutory Boundaries - Ungeneralised 2026,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:cso-urban-areas-national-statistical-boundaries-2022-generalised-20m1:00181,CSO Urban Areas - National Statistical Boundaries - 2022 - Generalised 20m,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:cso-urban-areas-national-statistical-boundaries-2022-ungeneralised1:00182,CSO Urban Areas - National Statistical Boundaries - 2022 - Ungeneralised,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:local-authorities-national-statutory-boundaries-ungeneralised-20241:00183,Local Authorities  - National Statutory Boundaries - Ungeneralised - 2024,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:local-authorities-national-statutory-boundaries-ungeneralised-2026:00184,Local Authorities - National Statutory Boundaries - Ungeneralised 2026,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:municipal-districts-national-statutory-boundaries-20191:00185,Municipal Districts - National Statutory Boundaries - 2019,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:municipal-districts-national-statutory-boundaries-2019-generalised-20m1:00186,Municipal Districts - National Statutory Boundaries - 2019 - Generalised 20m,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:municipal-districts-national-statutory-boundaries-ungeneralised-20241:00187,Municipal Districts - National Statutory Boundaries - Ungeneralised - 2024,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:municipal-districts-national-statutory-boundaries-ungeneralised-2026:00188,Municipal Districts - National Statutory Boundaries - Ungeneralised 2026,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:nuts2-boundaries-generalised-100m-national-statistical-boundaries-20151:00189,NUTS2 Boundaries Generalised 100m - National Statistical Boundaries - 2015,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:nuts2-boundaries-generalised-20m-national-statistical-boundaries-20151:00190,NUTS2 Boundaries Generalised 20m - National Statistical Boundaries - 2015,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:nuts2-boundaries-generalised-50m-national-statistical-boundaries-20151:00191,NUTS2 Boundaries Generalised 50m - National Statistical Boundaries - 2015,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:nuts2-boundaries-ungeneralised-national-statistical-boundaries-20151:00192,NUTS2 Boundaries Ungeneralised - National Statistical Boundaries - 2015,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:nuts3-boundaries-generalised-100m-national-statistical-boundaries-20151:00193,NUTS3 Boundaries Generalised 100m - National Statistical Boundaries - 2015,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:nuts3-boundaries-generalised-20m-national-statistical-boundaries-20151:00194,NUTS3 Boundaries Generalised 20m - National Statistical Boundaries - 2015,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:nuts3-boundaries-generalised-50m-national-statistical-boundaries-20151:00195,NUTS3 Boundaries Generalised 50m - National Statistical Boundaries - 2015,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:nuts3-boundaries-ungeneralised-national-statistical-boundaries-20151:00196,NUTS3 Boundaries Ungeneralised - National Statistical Boundaries - 2015,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:rural-areas-national-statutory-boundaries-20191:00197,Rural Areas - National Statutory Boundaries - 2019,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:rural-areas-national-statutory-boundaries-2019-generalised-20m1:00198,Rural Areas - National Statutory Boundaries - 2019 - Generalised 20m,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:rural-areas-national-statutory-boundaries-ungeneralised-20241:00199,Rural Areas - National Statutory Boundaries - Ungeneralised - 2024,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:rural-areas-national-statutory-boundaries-ungeneralised-2026:00200,Rural Areas - National Statutory Boundaries - Ungeneralised 2026,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:settlements-generalised-100m-national-statistical-boundaries-20151:00201,Settlements Generalised 100m - National Statistical Boundaries - 2015,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:settlements-generalised-20m-national-statistical-boundaries-20151:00202,Settlements Generalised 20m - National Statistical Boundaries - 2015,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:settlements-generalised-50m-national-statistical-boundaries-20151:00203,Settlements Generalised 50m - National Statistical Boundaries - 2015,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:settlements-ungeneralised-national-statistical-boundaries-20151:00204,Settlements Ungeneralised - National Statistical Boundaries - 2015,Tailte/OSI/data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:4dublin-pipeline-all:00205,4Dublin Pipeline All,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:e-estimate-and-acoustic-monitoring-of-harbour-porpoise-phocoena-phocoena-in-the-blasket-islands-csac:00206,Abundance estimate and acoustic monitoring of Harbour porpoise Phocoena phocoena in the  Blasket Islands cSAC,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:aerial-thermal-imaging-survey-for-harbour-seals-2017-to-2018:00207,"Aerial thermal imaging survey for Harbour seals, 2017 to 2018",data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
medium-priority-residual:medium-prep:5-local-authority-planning-property-open-data-layers:an-aerial-survey-of-harbour-and-grey-seals-in-ireland-part-2-galway-bay-to-carlingford-lough:00208,An aerial survey of harbour and grey seals in Ireland: Part 2: Galway Bay to Carlingford Lough,data.gov.ie,Creative Commons Attribution 4.0,medium-priority-residual
