id,title,provider,bestMatchScore,bestMatchCandidateTitle,titleJaccard,autoDecision,reason
already-on-site-review:21,Baronies - National Placenames Gazetteer,Tailte/OSI/data.gov.ie,0.57,Counties of Ireland,0.000,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.57, jaccard 0.00)"
already-on-site-review:152,Causeway Coast and Glens Borough Council Boundary,Open Data NI,0.57,Areas of Outstanding Natural Beauty (AONB),0.000,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.57, jaccard 0.00)"
already-on-site-review:264,Cork City Local Electoral Areas,data.gov.ie,0.57,District Electoral Divisions/Wards 1970 source files,0.100,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.57, jaccard 0.10)"
already-on-site-review:164,Counties - National Statutory Boundaries - Ungeneralised - 2024,Tailte/OSI/data.gov.ie,0.57,Counties of Ireland,0.200,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.57, jaccard 0.20)"
already-on-site-review:353,Development Plan 2022-2028 - Burial Grounds DLR,data.gov.ie,0.57,Dlr Development Plan 2016 2022 Zoning Objectives (DLR),0.429,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.57, jaccard 0.43)"
already-on-site-review:354,Development Plan 2022-2028 - Core Bus Corridors DLR,data.gov.ie,0.57,Dlr Development Plan 2016 2022 Zoning Objectives (DLR),0.375,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.57, jaccard 0.38)"
already-on-site-review:355,Development Plan 2022-2028 - Existing Conservation Areas DLR,data.gov.ie,0.57,Dlr Development Plan 2016 2022 Zoning Objectives (DLR),0.375,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.57, jaccard 0.38)"
already-on-site-review:359,Development Plan 2022-2028 - Proposed Education Sites DLR,data.gov.ie,0.57,Dlr Development Plan 2016 2022 Zoning Objectives (DLR),0.375,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.57, jaccard 0.38)"
already-on-site-review:361,Development Plan 2022-2028 - Record of Monuments and Place DLR,data.gov.ie,0.57,Dlr Development Plan 2016 2022 Zoning Objectives (DLR),0.375,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.57, jaccard 0.38)"
already-on-site-review:365,Development Plan 2022-2028 - Strategic Land Reserve DLR,data.gov.ie,0.57,Dlr Development Plan 2016 2022 Zoning Objectives (DLR),0.375,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.57, jaccard 0.38)"
already-on-site-review:368,Development Plan 2022-2028 - Tree Preservation Orders DLR,data.gov.ie,0.57,Tree Preservation Orders (DLR),0.667,duplicate-skip,near-identical title (jaccard 0.67) + score 0.57
already-on-site-review:398,Kildare Tree Preservation Orders 23-29,data.gov.ie,0.57,Tree Preservation Orders (DLR),0.429,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.57, jaccard 0.43)"
already-on-site-review:169,Local Authorities - National Statutory Boundaries - Ungeneralised 2026,Tailte/OSI/data.gov.ie,0.57,Counties of Ireland,0.000,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.57, jaccard 0.00)"
already-on-site-review:95,Townlands - National Statutory Boundaries - Ungeneralised 2026,Tailte/OSI/data.gov.ie,0.57,Counties of Ireland,0.000,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.57, jaccard 0.00)"
already-on-site-review:904,Tree DCC,data.gov.ie,0.57,Wifi4eu Access Points (DCC),0.200,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.57, jaccard 0.20)"
already-on-site-review:535,UNESCO Sites in Ireland,data.gov.ie,0.57,World Heritage Site,0.000,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.57, jaccard 0.00)"
already-on-site-review:223,WGS_Electoral_Wards_Final_1984,Local standalone source,0.57,Wards 1984,0.250,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.57, jaccard 0.25)"
already-on-site-review:949,OSNI OpenData - Parliamentary Constituencies 2023 - Belfast East,Open Data NI,0.57,Parliamentary Constituencies 2023,0.333,escalate,"partial title overlap (jaccard 0.33) in ""hold-context-overlap"" — signals ambiguous"
already-on-site-review:950,OSNI OpenData - Parliamentary Constituencies 2023 - Belfast North,Open Data NI,0.57,Parliamentary Constituencies 2023,0.333,escalate,"partial title overlap (jaccard 0.33) in ""hold-context-overlap"" — signals ambiguous"
already-on-site-review:952,OSNI OpenData - Parliamentary Constituencies 2023 - Belfast West,Open Data NI,0.57,Parliamentary Constituencies 2023,0.333,escalate,"partial title overlap (jaccard 0.33) in ""hold-context-overlap"" — signals ambiguous"
already-on-site-review:953,OSNI OpenData - Parliamentary Constituencies 2023 - East Antrim,Open Data NI,0.57,Parliamentary Constituencies 2023,0.333,escalate,"partial title overlap (jaccard 0.33) in ""hold-context-overlap"" — signals ambiguous"
already-on-site-review:954,OSNI OpenData - Parliamentary Constituencies 2023 - East Londonderry,Open Data NI,0.57,Parliamentary Constituencies 2023,0.333,escalate,"partial title overlap (jaccard 0.33) in ""hold-context-overlap"" — signals ambiguous"
already-on-site-review:957,OSNI OpenData - Parliamentary Constituencies 2023 - Lagan Valley,Open Data NI,0.57,Parliamentary Constituencies 2023,0.333,escalate,"partial title overlap (jaccard 0.33) in ""hold-context-overlap"" — signals ambiguous"
already-on-site-review:958,OSNI OpenData - Parliamentary Constituencies 2023 - Mid Ulster,Open Data NI,0.57,Parliamentary Constituencies 2023,0.333,escalate,"partial title overlap (jaccard 0.33) in ""hold-context-overlap"" — signals ambiguous"
already-on-site-review:959,OSNI OpenData - Parliamentary Constituencies 2023 - Newry and Armagh,Open Data NI,0.57,Parliamentary Constituencies 2023,0.333,escalate,"partial title overlap (jaccard 0.33) in ""hold-context-overlap"" — signals ambiguous"
already-on-site-review:960,OSNI OpenData - Parliamentary Constituencies 2023 - North Down,Open Data NI,0.57,Parliamentary Constituencies 2023,0.333,escalate,"partial title overlap (jaccard 0.33) in ""hold-context-overlap"" — signals ambiguous"
already-on-site-review:961,OSNI OpenData - Parliamentary Constituencies 2023 - South Antrim,Open Data NI,0.57,Parliamentary Constituencies 2023,0.333,escalate,"partial title overlap (jaccard 0.33) in ""hold-context-overlap"" — signals ambiguous"
already-on-site-review:962,OSNI OpenData - Parliamentary Constituencies 2023 - South Down,Open Data NI,0.57,Parliamentary Constituencies 2023,0.333,escalate,"partial title overlap (jaccard 0.33) in ""hold-context-overlap"" — signals ambiguous"
already-on-site-review:964,OSNI OpenData - Parliamentary Constituencies 2023 - Upper Bann,Open Data NI,0.57,Parliamentary Constituencies 2023,0.333,escalate,"partial title overlap (jaccard 0.33) in ""hold-context-overlap"" — signals ambiguous"
already-on-site-review:965,OSNI OpenData - Parliamentary Constituencies 2023 - West Tyrone,Open Data NI,0.57,Parliamentary Constituencies 2023,0.333,escalate,"partial title overlap (jaccard 0.33) in ""hold-context-overlap"" — signals ambiguous"
already-on-site-review:1015,Roadworks,Open Data NI,0.57,NI Pedestrian Crossings,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:16,Administrative Areas - National Statutory Boundaries - 2019 - Generalised 20m,Tailte/OSI/data.gov.ie,0.56,Counties of Ireland,0.000,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.56, jaccard 0.00)"
already-on-site-review:326,Bring Banks DLR,data.gov.ie,0.56,Wifi4eu Access Points (DLR),0.167,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.56, jaccard 0.17)"
already-on-site-review:339,Community Facilities DLR,data.gov.ie,0.56,Wifi4eu Access Points (DLR),0.167,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.56, jaccard 0.17)"
already-on-site-review:52,CSO Small Areas - National Statistical Boundaries - 2022 - Ungeneralised,Tailte/OSI/data.gov.ie,0.56,Small Areas 2022,0.333,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.56, jaccard 0.33)"
already-on-site-review:346,Cycle Lanes DLR,data.gov.ie,0.56,Wifi4eu Access Points (DLR),0.167,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.56, jaccard 0.17)"
already-on-site-review:375,DLR War Memorials,data.gov.ie,0.56,Wifi4eu Access Points (DLR),0.167,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.56, jaccard 0.17)"
already-on-site-review:376,DLR WW1 Hospitals,data.gov.ie,0.56,Wifi4eu Access Points (DLR),0.167,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.56, jaccard 0.17)"
already-on-site-review:389,Garda Stations DLR,data.gov.ie,0.56,Wifi4eu Access Points (DLR),0.167,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.56, jaccard 0.17)"
already-on-site-review:392,Gritting Routes DLR,data.gov.ie,0.56,Wifi4eu Access Points (DLR),0.167,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.56, jaccard 0.17)"
already-on-site-review:296,National Road Network Sinuosity Index,data.gov.ie,0.56,NI Pedestrian Crossings,0.000,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.56, jaccard 0.00)"
already-on-site-review:659,Northern Ireland Local Management Areas,Open Data NI,0.56,NIEA Local Management Areas,0.500,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.56, jaccard 0.50)"
already-on-site-review:420,Pedestrian Footfall DLR,data.gov.ie,0.56,Wifi4eu Access Points (DLR),0.167,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.56, jaccard 0.17)"
already-on-site-review:421,Places of Worship DLR,data.gov.ie,0.56,Wifi4eu Access Points (DLR),0.167,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.56, jaccard 0.17)"
already-on-site-review:87,Provinces - National Statutory Boundaries - 2019 - Generalised 20m,Tailte/OSI/data.gov.ie,0.56,Counties of Ireland,0.000,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.56, jaccard 0.00)"
already-on-site-review:119,South Dublin County Boundary SDCC,data.gov.ie,0.56,Monthly River Quality Data1 (SDCC),0.125,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.56, jaccard 0.13)"
already-on-site-review:897,tellus-geochemistry-topsoil,data.gov.ie,0.56,"Tellus Rural Soil Survey (A Soils, XRF)",0.125,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.56, jaccard 0.13)"
already-on-site-review:93,Townlands - National Statutory Boundaries - 2019 - Generalised 20m,Tailte/OSI/data.gov.ie,0.56,Baronies,0.000,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.56, jaccard 0.00)"
already-on-site-review:971,Marker Plates,data.gov.ie,0.56,TII Roadside Marker Plates,0.500,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.56, jaccard 0.50)"
already-on-site-review:987,tellus-mag-rtp-tilt-merc,Tellus airborne standalone,0.56,Tellus Magnetic ? raw airborne flight-line data,0.091,publish-new,"low title overlap (jaccard 0.09) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:988,tellus-mag-rtp-tilt-rgba,Tellus airborne standalone,0.56,Tellus Magnetic ? raw airborne flight-line data,0.091,publish-new,"low title overlap (jaccard 0.09) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:111,National Survey of Limestone Pavement and Associated Habitats in Ireland,data.gov.ie,0.55,Habitat Network ? Limestone Pavement,0.222,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.55, jaccard 0.22)"
already-on-site-review:771,Traffic Counter Locations,data.gov.ie,0.55,TII Traffic Counter Locations,0.750,duplicate-skip,near-identical title (jaccard 0.75) + score 0.55
already-on-site-review:772,WIM Sensor Locations,data.gov.ie,0.55,TII Weigh-in-Motion Sensor Locations,0.333,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.55, jaccard 0.33)"
already-on-site-review:702,Admin Areas - National 1m Map Of Ireland,Tailte/OSI/data.gov.ie,0.54,Counties of Ireland,0.143,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.54, jaccard 0.14)"
already-on-site-review:159,Admin Boundaries - National 250K Map Of Ireland,Tailte/OSI/data.gov.ie,0.54,Counties of Ireland,0.167,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.54, jaccard 0.17)"
already-on-site-review:704,Airports - National 250K Map Of Ireland,Tailte/OSI/data.gov.ie,0.54,Counties of Ireland,0.167,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.54, jaccard 0.17)"
already-on-site-review:162,Boundaries Seawater Line - National 1m Map Of Ireland,Tailte/OSI/data.gov.ie,0.54,Counties of Ireland,0.143,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.54, jaccard 0.14)"
already-on-site-review:706,Built Up Areas - National 1m Map Of Ireland,Tailte/OSI/data.gov.ie,0.54,Counties of Ireland,0.125,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.54, jaccard 0.13)"
already-on-site-review:709,Coast - National 250k Map Of Ireland,Tailte/OSI/data.gov.ie,0.54,Counties of Ireland,0.167,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.54, jaccard 0.17)"
already-on-site-review:239,Counties - National Placenames Gazetteer,Tailte/OSI/data.gov.ie,0.54,Counties of Ireland,0.200,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.54, jaccard 0.20)"
already-on-site-review:263,Heritage - National 250K Map Of Ireland,Tailte/OSI/data.gov.ie,0.54,Counties of Ireland,0.167,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.54, jaccard 0.17)"
already-on-site-review:718,High Value Dataset - Building Groups,Tailte/OSI/data.gov.ie,0.54,Counties of Ireland,0.000,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.54, jaccard 0.00)"
already-on-site-review:725,High Value Dataset - Rail Points,Tailte/OSI/data.gov.ie,0.54,Counties of Ireland,0.000,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.54, jaccard 0.00)"
already-on-site-review:728,High Value Dataset - Water Points,Tailte/OSI/data.gov.ie,0.54,Counties of Ireland,0.000,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.54, jaccard 0.00)"
already-on-site-review:730,High Value Dataset - Way GDF2,Tailte/OSI/data.gov.ie,0.54,Counties of Ireland,0.000,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.54, jaccard 0.00)"
already-on-site-review:731,High Value Dataset - Way Points,Tailte/OSI/data.gov.ie,0.54,Counties of Ireland,0.000,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.54, jaccard 0.00)"
already-on-site-review:738,Islands - National 250K Map Of Ireland,Tailte/OSI/data.gov.ie,0.54,Counties of Ireland,0.167,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.54, jaccard 0.17)"
