Geography Code,Geography Label,Measure,Response,Response Label,Breakdown Dimension,Breakdown Category,Base Type,Statistic,Unit,Value,Extraction Confidence
N92000002,Northern Ireland,QUESTION 1. NI WESTMINSTER ELECTION: The Northern Ireland (NI) Westminster Election will take place on Thursday 4th July 2024. Which political-party/candidate do you intend to vote for? - Base Results exc. Don't Knows/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,Total,Total,exc_DK,count,persons,227,0.85
N92000002,Northern Ireland,QUESTION 1. NI WESTMINSTER ELECTION: The Northern Ireland (NI) Westminster Election will take place on Thursday 4th July 2024. Which political-party/candidate do you intend to vote for? - Base Results exc. Don't Knows/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,Total,Total,exc_DK,percent,%,24.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI WESTMINSTER ELECTION: The Northern Ireland (NI) Westminster Election will take place on Thursday 4th July 2024. Which political-party/candidate do you intend to vote for? - Base Results exc. Don't Knows/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,Gender,Female,exc_DK,count,persons,103,0.85
N92000002,Northern Ireland,QUESTION 1. NI WESTMINSTER ELECTION: The Northern Ireland (NI) Westminster Election will take place on Thursday 4th July 2024. Which political-party/candidate do you intend to vote for? - Base Results exc. Don't Knows/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,Gender,Female,exc_DK,percent,%,22.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI WESTMINSTER ELECTION: The Northern Ireland (NI) Westminster Election will take place on Thursday 4th July 2024. Which political-party/candidate do you intend to vote for? - Base Results exc. Don't Knows/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,Gender,Male,exc_DK,count,persons,124,0.85
N92000002,Northern Ireland,QUESTION 1. NI WESTMINSTER ELECTION: The Northern Ireland (NI) Westminster Election will take place on Thursday 4th July 2024. Which political-party/candidate do you intend to vote for? - Base Results exc. Don't Knows/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,Gender,Male,exc_DK,percent,%,26.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI WESTMINSTER ELECTION: The Northern Ireland (NI) Westminster Election will take place on Thursday 4th July 2024. Which political-party/candidate do you intend to vote for? - Base Results exc. Don't Knows/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,Age,18-24 years age-group,exc_DK,count,persons,26,0.85
N92000002,Northern Ireland,QUESTION 1. NI WESTMINSTER ELECTION: The Northern Ireland (NI) Westminster Election will take place on Thursday 4th July 2024. Which political-party/candidate do you intend to vote for? - Base Results exc. Don't Knows/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,Age,18-24 years age-group,exc_DK,percent,%,25.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI WESTMINSTER ELECTION: The Northern Ireland (NI) Westminster Election will take place on Thursday 4th July 2024. Which political-party/candidate do you intend to vote for? - Base Results exc. Don't Knows/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,Age,25-34 years age-group,exc_DK,count,persons,42,0.85
N92000002,Northern Ireland,QUESTION 1. NI WESTMINSTER ELECTION: The Northern Ireland (NI) Westminster Election will take place on Thursday 4th July 2024. Which political-party/candidate do you intend to vote for? - Base Results exc. Don't Knows/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,Age,25-34 years age-group,exc_DK,percent,%,28.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI WESTMINSTER ELECTION: The Northern Ireland (NI) Westminster Election will take place on Thursday 4th July 2024. Which political-party/candidate do you intend to vote for? - Base Results exc. Don't Knows/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,Age,35-44 years age-group,exc_DK,count,persons,41,0.85
N92000002,Northern Ireland,QUESTION 1. NI WESTMINSTER ELECTION: The Northern Ireland (NI) Westminster Election will take place on Thursday 4th July 2024. Which political-party/candidate do you intend to vote for? - Base Results exc. Don't Knows/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,Age,35-44 years age-group,exc_DK,percent,%,23.0,0.85
