Geography Code,Geography Label,Measure,Response,Response Label,Breakdown Dimension,Breakdown Category,Base Type,Statistic,Unit,Value,Extraction Confidence
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,ALLIANCE,,Total,Total,,mean,score,55.34,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,ALLIANCE,,Total,Total,,min,score,0.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,ALLIANCE,,Total,Total,,max,score,100.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,ALLIANCE,,Total,Total,,std_dev,score,27.55,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,DUP,,Total,Total,,mean,score,32.47,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,DUP,,Total,Total,,min,score,0.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,DUP,,Total,Total,,max,score,100.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,DUP,,Total,Total,,std_dev,score,25.39,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,GREEN PARTY,,Total,Total,,mean,score,48.95,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,GREEN PARTY,,Total,Total,,min,score,0.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,GREEN PARTY,,Total,Total,,max,score,100.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,GREEN PARTY,,Total,Total,,std_dev,score,25.77,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,PEOPLE BEFORE PROFIT,,Total,Total,,mean,score,41.44,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,PEOPLE BEFORE PROFIT,,Total,Total,,min,score,0.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,PEOPLE BEFORE PROFIT,,Total,Total,,max,score,100.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,PEOPLE BEFORE PROFIT,,Total,Total,,std_dev,score,25.37,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,SDLP,,Total,Total,,mean,score,52.33,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,SDLP,,Total,Total,,min,score,0.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,SDLP,,Total,Total,,max,score,100.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,SDLP,,Total,Total,,std_dev,score,24.3,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,SINN FEIN,,Total,Total,,mean,score,44.6,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,SINN FEIN,,Total,Total,,min,score,0.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,SINN FEIN,,Total,Total,,max,score,100.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,SINN FEIN,,Total,Total,,std_dev,score,28.2,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,TUV,,Total,Total,,mean,score,36.43,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,TUV,,Total,Total,,min,score,0.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,TUV,,Total,Total,,max,score,100.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,TUV,,Total,Total,,std_dev,score,27.29,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,UUP,,Total,Total,,mean,score,47.52,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,UUP,,Total,Total,,min,score,0.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,UUP,,Total,Total,,max,score,100.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly Election 2017 campaign pe,UUP,,Total,Total,,std_dev,score,23.94,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,ALLIANCE,,Total,Total,,mean,score,39.11,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,ALLIANCE,,Total,Total,,min,score,0.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,ALLIANCE,,Total,Total,,max,score,100.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,ALLIANCE,,Total,Total,,std_dev,score,26.21,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,DUP,,Total,Total,,mean,score,43.28,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,DUP,,Total,Total,,min,score,0.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,DUP,,Total,Total,,max,score,100.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,DUP,,Total,Total,,std_dev,score,31.61,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,GREEN PARTY,,Total,Total,,mean,score,37.18,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,GREEN PARTY,,Total,Total,,min,score,0.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,GREEN PARTY,,Total,Total,,max,score,100.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,GREEN PARTY,,Total,Total,,std_dev,score,24.5,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,PEOPLE BEFORE PROFIT,,Total,Total,,mean,score,36.27,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,PEOPLE BEFORE PROFIT,,Total,Total,,min,score,0.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,PEOPLE BEFORE PROFIT,,Total,Total,,max,score,100.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,PEOPLE BEFORE PROFIT,,Total,Total,,std_dev,score,23.93,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,SDLP,,Total,Total,,mean,score,48.11,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,SDLP,,Total,Total,,min,score,0.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,SDLP,,Total,Total,,max,score,100.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,SDLP,,Total,Total,,std_dev,score,24.42,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,SINN FEIN,,Total,Total,,mean,score,30.24,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,SINN FEIN,,Total,Total,,min,score,0.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,SINN FEIN,,Total,Total,,max,score,100.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,SINN FEIN,,Total,Total,,std_dev,score,22.85,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,TUV,,Total,Total,,mean,score,50.77,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,TUV,,Total,Total,,min,score,0.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,TUV,,Total,Total,,max,score,100.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,TUV,,Total,Total,,std_dev,score,27.67,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,UUP,,Total,Total,,mean,score,48.41,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,UUP,,Total,Total,,min,score,0.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,UUP,,Total,Total,,max,score,100.0,0.95
N92000002,Northern Ireland,NI ASSEMBLY ELECTION 2017 - CAMPAIGN: QUESTION – UNIONISTS VOTERS ONLY: Taken 'in the round' - How do you rate each of the NI Political Parties performance during the NI Assembly E,UUP,,Total,Total,,std_dev,score,27.08,0.95
N92000002,Northern Ireland,"NI ASSEMBLY ELECTION TURNOUT - YOUR OWN VIEW!: QUESTION: Taken 'in the round', and based on your own discussions with family, friends, work colleagues etc., what do you think the v",Turnout in the NI Assembly Election (2nd,,Total,Total,,mean,score,55.64,0.95
N92000002,Northern Ireland,"NI ASSEMBLY ELECTION TURNOUT - YOUR OWN VIEW!: QUESTION: Taken 'in the round', and based on your own discussions with family, friends, work colleagues etc., what do you think the v",Turnout in the NI Assembly Election (2nd,,Total,Total,,min,score,33.0,0.95
N92000002,Northern Ireland,"NI ASSEMBLY ELECTION TURNOUT - YOUR OWN VIEW!: QUESTION: Taken 'in the round', and based on your own discussions with family, friends, work colleagues etc., what do you think the v",Turnout in the NI Assembly Election (2nd,,Total,Total,,max,score,80.0,0.95
N92000002,Northern Ireland,"NI ASSEMBLY ELECTION TURNOUT - YOUR OWN VIEW!: QUESTION: Taken 'in the round', and based on your own discussions with family, friends, work colleagues etc., what do you think the v",Turnout in the NI Assembly Election (2nd,,Total,Total,,std_dev,score,7.39,0.95
N92000002,Northern Ireland,NI Assembly election voting intention — first preference (excl. non-voters),Alliance,Alliance,Total,Total,exc_DK,percent,%,9.4,0.9
N92000002,Northern Ireland,NI Assembly election voting intention — first preference (excl. non-voters),DUP,DUP,Total,Total,exc_DK,percent,%,26.3,0.9
N92000002,Northern Ireland,NI Assembly election voting intention — first preference (excl. non-voters),Green,Green,Total,Total,exc_DK,percent,%,3.4,0.9
N92000002,Northern Ireland,NI Assembly election voting intention — first preference (excl. non-voters),NI Conservatives,NI Conservatives,Total,Total,exc_DK,percent,%,0.3,0.9
N92000002,Northern Ireland,NI Assembly election voting intention — first preference (excl. non-voters),Others,Others,Total,Total,exc_DK,percent,%,0.7,0.9
N92000002,Northern Ireland,NI Assembly election voting intention — first preference (excl. non-voters),PBP,PBP,Total,Total,exc_DK,percent,%,2.4,0.9
N92000002,Northern Ireland,NI Assembly election voting intention — first preference (excl. non-voters),PUP,PUP,Total,Total,exc_DK,percent,%,0.7,0.9
N92000002,Northern Ireland,NI Assembly election voting intention — first preference (excl. non-voters),SDLP,SDLP,Total,Total,exc_DK,percent,%,12.2,0.9
N92000002,Northern Ireland,NI Assembly election voting intention — first preference (excl. non-voters),Sinn Féin,Sinn Féin,Total,Total,exc_DK,percent,%,25.3,0.9
N92000002,Northern Ireland,NI Assembly election voting intention — first preference (excl. non-voters),TUV,TUV,Total,Total,exc_DK,percent,%,4.4,0.9
N92000002,Northern Ireland,NI Assembly election voting intention — first preference (excl. non-voters),UKIP,UKIP,Total,Total,exc_DK,percent,%,1.0,0.9
N92000002,Northern Ireland,NI Assembly election voting intention — first preference (excl. non-voters),UUP,UUP,Total,Total,exc_DK,percent,%,13.9,0.9
