Geography Code,Geography Label,Measure,Response,Response Label,Breakdown Dimension,Breakdown Category,Base Type,Statistic,Unit,Value,Extraction Confidence
N92000002,Northern Ireland,QUESTION 1 - NI BORDER POLL: If there was a referendum i.e. a Border poll on the constitutional position of Northern Ireland would you vote for Northern Ireland to be... [MAINPollQuestion1],Part of the UNITED KINGDOM,,Total,Total,,count,persons,1108,0.85
N92000002,Northern Ireland,QUESTION 1 - NI BORDER POLL: If there was a referendum i.e. a Border poll on the constitutional position of Northern Ireland would you vote for Northern Ireland to be... [MAINPollQuestion1],Part of the UNITED KINGDOM,,Total,Total,,percent,%,46.8,0.85
N92000002,Northern Ireland,QUESTION 1 - NI BORDER POLL: If there was a referendum i.e. a Border poll on the constitutional position of Northern Ireland would you vote for Northern Ireland to be... [MAINPollQuestion1],Part of the UNITED KINGDOM,,Gender,Female,,count,persons,531,0.85
N92000002,Northern Ireland,QUESTION 1 - NI BORDER POLL: If there was a referendum i.e. a Border poll on the constitutional position of Northern Ireland would you vote for Northern Ireland to be... [MAINPollQuestion1],Part of the UNITED KINGDOM,,Gender,Female,,percent,%,43.0,0.85
N92000002,Northern Ireland,QUESTION 1 - NI BORDER POLL: If there was a referendum i.e. a Border poll on the constitutional position of Northern Ireland would you vote for Northern Ireland to be... [MAINPollQuestion1],Part of the UNITED KINGDOM,,Gender,Male,,count,persons,578,0.85
N92000002,Northern Ireland,QUESTION 1 - NI BORDER POLL: If there was a referendum i.e. a Border poll on the constitutional position of Northern Ireland would you vote for Northern Ireland to be... [MAINPollQuestion1],Part of the UNITED KINGDOM,,Gender,Male,,percent,%,50.0,0.85
N92000002,Northern Ireland,QUESTION 1 - NI BORDER POLL: If there was a referendum i.e. a Border poll on the constitutional position of Northern Ireland would you vote for Northern Ireland to be... [MAINPollQuestion1],Part of the UNITED KINGDOM,,Age,18-24,,count,persons,127,0.85
N92000002,Northern Ireland,QUESTION 1 - NI BORDER POLL: If there was a referendum i.e. a Border poll on the constitutional position of Northern Ireland would you vote for Northern Ireland to be... [MAINPollQuestion1],Part of the UNITED KINGDOM,,Age,18-24,,percent,%,55.0,0.85
N92000002,Northern Ireland,QUESTION 1 - NI BORDER POLL: If there was a referendum i.e. a Border poll on the constitutional position of Northern Ireland would you vote for Northern Ireland to be... [MAINPollQuestion1],Part of the UNITED KINGDOM,,Age,25-44,,count,persons,332,0.85
N92000002,Northern Ireland,QUESTION 1 - NI BORDER POLL: If there was a referendum i.e. a Border poll on the constitutional position of Northern Ireland would you vote for Northern Ireland to be... [MAINPollQuestion1],Part of the UNITED KINGDOM,,Age,25-44,,percent,%,40.0,0.85
N92000002,Northern Ireland,QUESTION 1 - NI BORDER POLL: If there was a referendum i.e. a Border poll on the constitutional position of Northern Ireland would you vote for Northern Ireland to be... [MAINPollQuestion1],Part of the UNITED KINGDOM,,Age,45-64,,count,persons,401,0.85
N92000002,Northern Ireland,QUESTION 1 - NI BORDER POLL: If there was a referendum i.e. a Border poll on the constitutional position of Northern Ireland would you vote for Northern Ireland to be... [MAINPollQuestion1],Part of the UNITED KINGDOM,,Age,45-64,,percent,%,49.0,0.85
N92000002,Northern Ireland,QUESTION 1 - NI BORDER POLL: If there was a referendum i.e. a Border poll on the constitutional position of Northern Ireland would you vote for Northern Ireland to be... [MAINPollQuestion1],Part of the UNITED KINGDOM,,Age,65+,,count,persons,249,0.85
