Geography Code,Geography Label,Measure,Response,Response Label,Breakdown Dimension,Breakdown Category,Base Type,Statistic,Unit,Value,Extraction Confidence
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - Excluding Don't Know/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,Total,Total,exc_DK,count,persons,476,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - Excluding Don't Know/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,Total,Total,exc_DK,percent,%,32.4,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - Excluding Don't Know/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,Gender,Female,exc_DK,count,persons,260,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - Excluding Don't Know/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,Gender,Female,exc_DK,percent,%,37.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - Excluding Don't Know/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,Gender,Male,exc_DK,count,persons,216,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - Excluding Don't Know/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,Gender,Male,exc_DK,percent,%,29.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - Excluding Don't Know/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,Age,18-24 years age-group,exc_DK,count,persons,64,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - Excluding Don't Know/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,Age,18-24 years age-group,exc_DK,percent,%,44.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - Excluding Don't Know/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,Age,25-44 years age-group,exc_DK,count,persons,174,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - Excluding Don't Know/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,Age,25-44 years age-group,exc_DK,percent,%,34.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - Excluding Don't Know/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,Age,45-64 years age-group,exc_DK,count,persons,162,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - Excluding Don't Know/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,Age,45-64 years age-group,exc_DK,percent,%,33.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - Excluding Don't Know/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,Age,65+ years age-group,exc_DK,count,persons,75,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - Excluding Don't Know/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,Age,65+ years age-group,exc_DK,percent,%,24.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - Excluding Don't Know/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,SocialGrade,ABC1,exc_DK,count,persons,209,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - Excluding Don't Know/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,SocialGrade,ABC1,exc_DK,percent,%,36.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - Excluding Don't Know/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,SocialGrade,C2DE,exc_DK,count,persons,166,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - Excluding Don't Know/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,SocialGrade,C2DE,exc_DK,percent,%,32.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - Excluding Don't Know/Undecideds [MAINPollQuestion1ExcUndecs],Sinn Féin,,SocialGrade,Others,exc_DK,count,persons,100,0.85
