Geography Code,Geography Label,Measure,Response,Response Label,Breakdown Dimension,Breakdown Category,Base Type,Statistic,Unit,Value,Extraction Confidence
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - including Don't Knows [MAINPollQuestion1FULLRESULTS],Sinn Féin,,Total,Total,inc_DK,count,persons,590,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - including Don't Knows [MAINPollQuestion1FULLRESULTS],Sinn Féin,,Total,Total,inc_DK,percent,%,23.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - including Don't Knows [MAINPollQuestion1FULLRESULTS],Sinn Féin,,Gender,Female,inc_DK,count,persons,296,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - including Don't Knows [MAINPollQuestion1FULLRESULTS],Sinn Féin,,Gender,Female,inc_DK,percent,%,22.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - including Don't Knows [MAINPollQuestion1FULLRESULTS],Sinn Féin,,Gender,Male,inc_DK,count,persons,294,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - including Don't Knows [MAINPollQuestion1FULLRESULTS],Sinn Féin,,Gender,Male,inc_DK,percent,%,24.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - including Don't Knows [MAINPollQuestion1FULLRESULTS],Sinn Féin,,Age,18-24,inc_DK,count,persons,111,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - including Don't Knows [MAINPollQuestion1FULLRESULTS],Sinn Féin,,Age,18-24,inc_DK,percent,%,44.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - including Don't Knows [MAINPollQuestion1FULLRESULTS],Sinn Féin,,Age,25-44,inc_DK,count,persons,245,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - including Don't Knows [MAINPollQuestion1FULLRESULTS],Sinn Féin,,Age,25-44,inc_DK,percent,%,28.0,0.85
