Geography Code,Geography Label,Measure,Response,Response Label,Breakdown Dimension,Breakdown Category,Base Type,Statistic,Unit,Value,Extraction Confidence
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,Total,Total,exc_DK,count,persons,234,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,Total,Total,exc_DK,percent,%,24.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,Gender,Female,exc_DK,count,persons,108,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,Gender,Female,exc_DK,percent,%,22.27,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,Gender,Male,exc_DK,count,persons,126,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,Gender,Male,exc_DK,percent,%,24.81,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,Age,18-34 years age-group,exc_DK,count,persons,61,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,Age,18-34 years age-group,exc_DK,percent,%,22.78,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,Age,35-44 years age-group,exc_DK,count,persons,47,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,Age,35-44 years age-group,exc_DK,percent,%,27.95,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,Age,45-54 years age-group,exc_DK,count,persons,48,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,Age,45-54 years age-group,exc_DK,percent,%,27.94,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,Age,55-64 years age-group,exc_DK,count,persons,31,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,Age,55-64 years age-group,exc_DK,percent,%,18.44,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,Age,65+ years age-group,exc_DK,count,persons,47,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,Age,65+ years age-group,exc_DK,percent,%,21.57,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,SocialGrade,ABC1,exc_DK,count,persons,90,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,SocialGrade,ABC1,exc_DK,percent,%,23.87,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,SocialGrade,C2DE,exc_DK,count,persons,87,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,SocialGrade,C2DE,exc_DK,percent,%,24.67,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,SocialGrade,Others,exc_DK,count,persons,56,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,SocialGrade,Others,exc_DK,percent,%,21.64,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,Age,BELFAST,exc_DK,count,persons,41,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,Age,BELFAST,exc_DK,percent,%,18.76,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,Age,EAST,exc_DK,count,persons,28,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,Age,EAST,exc_DK,percent,%,12.05,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,Age,NORTH,exc_DK,count,persons,45,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,Age,NORTH,exc_DK,percent,%,33.2,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,Age,SOUTH,exc_DK,count,persons,63,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,Age,SOUTH,exc_DK,percent,%,26.19,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,Age,WEST,exc_DK,count,persons,57,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,Age,WEST,exc_DK,percent,%,34.53,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,PastVote,Sinn Fein,exc_DK,count,persons,211,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - MAIN Results exc. Don't Know/Undecideds [MAINPollQuestion1],Sinn Féin,,PastVote,Sinn Fein,exc_DK,percent,%,83.6,0.85
