Geography Code,Geography Label,Measure,Response,Response Label,Breakdown Dimension,Breakdown Category,Base Type,Statistic,Unit,Value,Extraction Confidence
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,Total,Total,exc_DK,count,persons,451,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,Total,Total,exc_DK,percent,%,26.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,Gender,Female,exc_DK,count,persons,225,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,Gender,Female,exc_DK,percent,%,26.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,Gender,Male,exc_DK,count,persons,226,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,Gender,Male,exc_DK,percent,%,27.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,Age,18-24,exc_DK,count,persons,64,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,Age,18-24,exc_DK,percent,%,38.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,Age,25-44,exc_DK,count,persons,173,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,Age,25-44,exc_DK,percent,%,29.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,Age,45-64,exc_DK,count,persons,148,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,Age,45-64,exc_DK,percent,%,26.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,Religion,65+,exc_DK,count,persons,66,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,Religion,65+,exc_DK,percent,%,18.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,SocialGrade,ABC1,exc_DK,count,persons,181,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,SocialGrade,ABC1,exc_DK,percent,%,27.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,SocialGrade,C2DE,exc_DK,count,persons,159,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,SocialGrade,C2DE,exc_DK,percent,%,29.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,SocialGrade,Other,exc_DK,count,persons,112,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,SocialGrade,Other,exc_DK,percent,%,22.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,Region,Belfast,exc_DK,count,persons,96,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,Region,Belfast,exc_DK,percent,%,27.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,Region,East,exc_DK,count,persons,21,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,Region,East,exc_DK,percent,%,6.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,Region,North,exc_DK,count,persons,74,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,Region,North,exc_DK,percent,%,26.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,Region,South,exc_DK,count,persons,106,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,Region,South,exc_DK,percent,%,26.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,Region,West,exc_DK,count,persons,153,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,Region,West,exc_DK,percent,%,49.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,PastVote,Alliance,exc_DK,count,persons,9,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,PastVote,Alliance,exc_DK,percent,%,6.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,PastVote,DUP,exc_DK,count,persons,4,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,PastVote,DUP,exc_DK,percent,%,1.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,PastVote,Green,exc_DK,count,persons,1,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,PastVote,Green,exc_DK,percent,%,3.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,PastVote,NI Conservatives,exc_DK,count,persons,0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,PastVote,NI Conservatives,exc_DK,percent,%,0.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: At the NI Assembly Election on 5th May which political party are you planning to vote for as FIRST PREFERENCE? - excluding Don't Knows/Not Sures (currently) PNTS CR = Prefer not to say - Can't Remember [MAINPollQuestion1ExcUndecs],SF,,PastVote,Non-Voters at 2017 NIA Election,exc_DK,count,persons,6,0.85
