Geography Code,Geography Label,Measure,Response,Response Label,Breakdown Dimension,Breakdown Category,Base Type,Statistic,Unit,Value,Extraction Confidence
N92000002,Northern Ireland,"(IEF). In view of falling school rolls, many schools in Northern Ireland are likely to be closed or merged in the coming years. Who do you think should have the main say on how this is carried out? A=Politicians and civil servants, because they have an overview of the whole education system. B= Prin",A,,Total,Total,exc_DK,percent,%,15.0,1.0
N92000002,Northern Ireland,"(IEF). In view of falling school rolls, many schools in Northern Ireland are likely to be closed or merged in the coming years. Who do you think should have the main say on how this is carried out? A=Politicians and civil servants, because they have an overview of the whole education system. B= Prin",B,,Total,Total,exc_DK,percent,%,32.8,1.0
N92000002,Northern Ireland,"(IEF). In view of falling school rolls, many schools in Northern Ireland are likely to be closed or merged in the coming years. Who do you think should have the main say on how this is carried out? A=Politicians and civil servants, because they have an overview of the whole education system. B= Prin",C,,Total,Total,exc_DK,percent,%,52.2,1.0
N92000002,Northern Ireland,"(IEF). Did you take part in the recent public consultation by the Education and Library Boards in relation to plans for post- primary schools in your area? A=Yes; B=No, I was aware of the process, but did not take part; C=No, because I wasn't aware of the process.",A,,Total,Total,inc_DK,percent,%,14.9,1.0
N92000002,Northern Ireland,"(IEF). Did you take part in the recent public consultation by the Education and Library Boards in relation to plans for post- primary schools in your area? A=Yes; B=No, I was aware of the process, but did not take part; C=No, because I wasn't aware of the process.",B,,Total,Total,inc_DK,percent,%,28.1,1.0
N92000002,Northern Ireland,"(IEF). Did you take part in the recent public consultation by the Education and Library Boards in relation to plans for post- primary schools in your area? A=Yes; B=No, I was aware of the process, but did not take part; C=No, because I wasn't aware of the process.",C,,Total,Total,inc_DK,percent,%,57.0,1.0
N92000002,Northern Ireland,"(IEF). With education budgets under pressure, if any of the following options were being considered to save money, which would you most support? A= Cutting back on maintenance in existing schools; B=Merging Catholic Maintained, State Controlled, Integrated and Irish Medium schools, if pupil numbers ",A,,Total,Total,inc_DK,percent,%,10.2,1.0
N92000002,Northern Ireland,"(IEF). With education budgets under pressure, if any of the following options were being considered to save money, which would you most support? A= Cutting back on maintenance in existing schools; B=Merging Catholic Maintained, State Controlled, Integrated and Irish Medium schools, if pupil numbers ",B,,Total,Total,inc_DK,percent,%,60.8,1.0
N92000002,Northern Ireland,"(IEF). With education budgets under pressure, if any of the following options were being considered to save money, which would you most support? A= Cutting back on maintenance in existing schools; B=Merging Catholic Maintained, State Controlled, Integrated and Irish Medium schools, if pupil numbers ",C,,Total,Total,inc_DK,percent,%,9.4,1.0
N92000002,Northern Ireland,"(IEF). With education budgets under pressure, if any of the following options were being considered to save money, which would you most support? A= Cutting back on maintenance in existing schools; B=Merging Catholic Maintained, State Controlled, Integrated and Irish Medium schools, if pupil numbers ",D,,Total,Total,inc_DK,percent,%,19.6,1.0
