Geography Code,Geography Label,Measure,Response,Response Label,Breakdown Dimension,Breakdown Category,Base Type,Statistic,Unit,Value,Extraction Confidence
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - BASE DATA RESULTS: Weighted1 [MAINPollQuestion1],Sinn Féin,,Total,Total,,count,persons,437,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - BASE DATA RESULTS: Weighted1 [MAINPollQuestion1],Sinn Féin,,Total,Total,,percent,%,22.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - BASE DATA RESULTS: Weighted1 [MAINPollQuestion1],Sinn Féin,,Gender,Female,,count,persons,210,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - BASE DATA RESULTS: Weighted1 [MAINPollQuestion1],Sinn Féin,,Gender,Female,,percent,%,21.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - BASE DATA RESULTS: Weighted1 [MAINPollQuestion1],Sinn Féin,,Gender,Male,,count,persons,227,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - BASE DATA RESULTS: Weighted1 [MAINPollQuestion1],Sinn Féin,,Gender,Male,,percent,%,23.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - BASE DATA RESULTS: Weighted1 [MAINPollQuestion1],Sinn Féin,,Age,18-24,,count,persons,43,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - BASE DATA RESULTS: Weighted1 [MAINPollQuestion1],Sinn Féin,,Age,18-24,,percent,%,22.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - BASE DATA RESULTS: Weighted1 [MAINPollQuestion1],Sinn Féin,,Age,25-44,,count,persons,207,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - BASE DATA RESULTS: Weighted1 [MAINPollQuestion1],Sinn Féin,,Age,25-44,,percent,%,30.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - BASE DATA RESULTS: Weighted1 [MAINPollQuestion1],Sinn Féin,,Age,45-64,,count,persons,137,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - BASE DATA RESULTS: Weighted1 [MAINPollQuestion1],Sinn Féin,,Age,45-64,,percent,%,21.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - BASE DATA RESULTS: Weighted1 [MAINPollQuestion1],Sinn Féin,,Religion,65+,,count,persons,49,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - BASE DATA RESULTS: Weighted1 [MAINPollQuestion1],Sinn Féin,,Religion,65+,,percent,%,12.0,0.85
N92000002,Northern Ireland,QUESTION 1. NI ASSEMBLY ELECTION: If a NI Assembly Election were to be held tomorrow which political party would you vote for as FIRST PREFERENCE? - BASE DATA RESULTS: Weighted1 [MAINPollQuestion1],Sinn Féin,,SocialGrade,ABC1,,count,persons,186,0.85
