Geography Code,Geography Label,Measure,Response,Response Label,Breakdown Dimension,Breakdown Category,Base Type,Statistic,Unit,Value,Extraction Confidence
N92000002,Northern Ireland,"QUESTION 1. NI PROTOCOL - WINDSOR FRAMEWORK: If there was a Northern Ireland (NI) referendum today on the UK-EU 'Windsor Framework' NI protocol agreement, how would you vote? [Q1WindsorFRef]",I would vote to ACCEPT the UK-EU NI Protocol agreement: the 'Windsor Framework',,Total,Total,,count,persons,702,0.85
N92000002,Northern Ireland,"QUESTION 1. NI PROTOCOL - WINDSOR FRAMEWORK: If there was a Northern Ireland (NI) referendum today on the UK-EU 'Windsor Framework' NI protocol agreement, how would you vote? [Q1WindsorFRef]",I would vote to ACCEPT the UK-EU NI Protocol agreement: the 'Windsor Framework',,Total,Total,,percent,%,67.0,0.85
N92000002,Northern Ireland,"QUESTION 1. NI PROTOCOL - WINDSOR FRAMEWORK: If there was a Northern Ireland (NI) referendum today on the UK-EU 'Windsor Framework' NI protocol agreement, how would you vote? [Q1WindsorFRef]",I would vote to ACCEPT the UK-EU NI Protocol agreement: the 'Windsor Framework',,Gender,Female,,count,persons,386,0.85
N92000002,Northern Ireland,"QUESTION 1. NI PROTOCOL - WINDSOR FRAMEWORK: If there was a Northern Ireland (NI) referendum today on the UK-EU 'Windsor Framework' NI protocol agreement, how would you vote? [Q1WindsorFRef]",I would vote to ACCEPT the UK-EU NI Protocol agreement: the 'Windsor Framework',,Gender,Female,,percent,%,72.0,0.85
N92000002,Northern Ireland,"QUESTION 1. NI PROTOCOL - WINDSOR FRAMEWORK: If there was a Northern Ireland (NI) referendum today on the UK-EU 'Windsor Framework' NI protocol agreement, how would you vote? [Q1WindsorFRef]",I would vote to ACCEPT the UK-EU NI Protocol agreement: the 'Windsor Framework',,Gender,Male,,count,persons,316,0.85
N92000002,Northern Ireland,"QUESTION 1. NI PROTOCOL - WINDSOR FRAMEWORK: If there was a Northern Ireland (NI) referendum today on the UK-EU 'Windsor Framework' NI protocol agreement, how would you vote? [Q1WindsorFRef]",I would vote to ACCEPT the UK-EU NI Protocol agreement: the 'Windsor Framework',,Gender,Male,,percent,%,61.0,0.85
N92000002,Northern Ireland,"QUESTION 1. NI PROTOCOL - WINDSOR FRAMEWORK: If there was a Northern Ireland (NI) referendum today on the UK-EU 'Windsor Framework' NI protocol agreement, how would you vote? [Q1WindsorFRef]",I would vote to ACCEPT the UK-EU NI Protocol agreement: the 'Windsor Framework',,Age,18-24 years age-group,,count,persons,85,0.85
N92000002,Northern Ireland,"QUESTION 1. NI PROTOCOL - WINDSOR FRAMEWORK: If there was a Northern Ireland (NI) referendum today on the UK-EU 'Windsor Framework' NI protocol agreement, how would you vote? [Q1WindsorFRef]",I would vote to ACCEPT the UK-EU NI Protocol agreement: the 'Windsor Framework',,Age,18-24 years age-group,,percent,%,78.0,0.85
N92000002,Northern Ireland,"QUESTION 1. NI PROTOCOL - WINDSOR FRAMEWORK: If there was a Northern Ireland (NI) referendum today on the UK-EU 'Windsor Framework' NI protocol agreement, how would you vote? [Q1WindsorFRef]",I would vote to ACCEPT the UK-EU NI Protocol agreement: the 'Windsor Framework',,Age,25-34 years age-group,,count,persons,130,0.85
N92000002,Northern Ireland,"QUESTION 1. NI PROTOCOL - WINDSOR FRAMEWORK: If there was a Northern Ireland (NI) referendum today on the UK-EU 'Windsor Framework' NI protocol agreement, how would you vote? [Q1WindsorFRef]",I would vote to ACCEPT the UK-EU NI Protocol agreement: the 'Windsor Framework',,Age,25-34 years age-group,,percent,%,76.0,0.85
N92000002,Northern Ireland,"QUESTION 1. NI PROTOCOL - WINDSOR FRAMEWORK: If there was a Northern Ireland (NI) referendum today on the UK-EU 'Windsor Framework' NI protocol agreement, how would you vote? [Q1WindsorFRef]",I would vote to ACCEPT the UK-EU NI Protocol agreement: the 'Windsor Framework',,Age,35-44 years age-group,,count,persons,105,0.85
N92000002,Northern Ireland,"QUESTION 1. NI PROTOCOL - WINDSOR FRAMEWORK: If there was a Northern Ireland (NI) referendum today on the UK-EU 'Windsor Framework' NI protocol agreement, how would you vote? [Q1WindsorFRef]",I would vote to ACCEPT the UK-EU NI Protocol agreement: the 'Windsor Framework',,Age,35-44 years age-group,,percent,%,59.0,0.85
N92000002,Northern Ireland,"QUESTION 1. NI PROTOCOL - WINDSOR FRAMEWORK: If there was a Northern Ireland (NI) referendum today on the UK-EU 'Windsor Framework' NI protocol agreement, how would you vote? [Q1WindsorFRef]",I would vote to ACCEPT the UK-EU NI Protocol agreement: the 'Windsor Framework',,Age,45-54 years age-group,,count,persons,129,0.85
N92000002,Northern Ireland,"QUESTION 1. NI PROTOCOL - WINDSOR FRAMEWORK: If there was a Northern Ireland (NI) referendum today on the UK-EU 'Windsor Framework' NI protocol agreement, how would you vote? [Q1WindsorFRef]",I would vote to ACCEPT the UK-EU NI Protocol agreement: the 'Windsor Framework',,Age,45-54 years age-group,,percent,%,72.0,0.85
N92000002,Northern Ireland,"QUESTION 1. NI PROTOCOL - WINDSOR FRAMEWORK: If there was a Northern Ireland (NI) referendum today on the UK-EU 'Windsor Framework' NI protocol agreement, how would you vote? [Q1WindsorFRef]",I would vote to ACCEPT the UK-EU NI Protocol agreement: the 'Windsor Framework',,Age,55-64 years age-group,,count,persons,100,0.85
N92000002,Northern Ireland,"QUESTION 1. NI PROTOCOL - WINDSOR FRAMEWORK: If there was a Northern Ireland (NI) referendum today on the UK-EU 'Windsor Framework' NI protocol agreement, how would you vote? [Q1WindsorFRef]",I would vote to ACCEPT the UK-EU NI Protocol agreement: the 'Windsor Framework',,Age,55-64 years age-group,,percent,%,58.0,0.85
N92000002,Northern Ireland,"QUESTION 1. NI PROTOCOL - WINDSOR FRAMEWORK: If there was a Northern Ireland (NI) referendum today on the UK-EU 'Windsor Framework' NI protocol agreement, how would you vote? [Q1WindsorFRef]",I would vote to ACCEPT the UK-EU NI Protocol agreement: the 'Windsor Framework',,Age,65+ years age-group,,count,persons,152,0.85
N92000002,Northern Ireland,"QUESTION 1. NI PROTOCOL - WINDSOR FRAMEWORK: If there was a Northern Ireland (NI) referendum today on the UK-EU 'Windsor Framework' NI protocol agreement, how would you vote? [Q1WindsorFRef]",I would vote to ACCEPT the UK-EU NI Protocol agreement: the 'Windsor Framework',,Age,65+ years age-group,,percent,%,64.0,0.85
N92000002,Northern Ireland,"QUESTION 1. NI PROTOCOL - WINDSOR FRAMEWORK: If there was a Northern Ireland (NI) referendum today on the UK-EU 'Windsor Framework' NI protocol agreement, how would you vote? [Q1WindsorFRef]",I would vote to ACCEPT the UK-EU NI Protocol agreement: the 'Windsor Framework',,SocialGrade,ABC1,,count,persons,289,0.85
