id,roiGroup,provider,organisation,category,title,cleanTitle,jurisdiction,topic,featureUnit,formats,proposedAction,proposedPlacement,runtimeDesired,runtimeConversion,confidence,bestExistingMatchType,bestExistingMatchId,bestExistingMatchTitle,bestExistingMatchScore,bestExistingMatchStillPresent,residualBlockerCount,residualBlockers,resolvedBlockers,currentProviderUrl,waybackUrl,sourcePlacement,sourceProvenanceDraft,approvalState
medium-prep:5-local-authority-planning-property-open-data-layers:1937-draft-constitution:01299,5. Local authority planning/property/open-data layers,data.gov.ie,"Department of Housing, Local Government and Heritage",tabular,1937 Draft Constitution,1937 Draft Constitution,Ireland / unspecified,source-data,features,CSV,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,55,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | needs-provider-context-review: publication policy assigned,https://data.gov.ie/dataset/1937-draft-constitution,https://web.archive.org/web/*/https://data.gov.ie/dataset/1937-draft-constitution,Browse/source/table record unless there is clear interactive map or query use.,"Department of Housing, Local Government and Heritage | 1937 Draft Constitution | formats: CSV | current URL: https://data.gov.ie/dataset/1937-draft-constitution | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:1958-third-amendment-to-the-constitution:01300,5. Local authority planning/property/open-data layers,data.gov.ie,"Department of Housing, Local Government and Heritage",tabular,1958 Third Amendment to the constitution,1958 Third Amendment to the constitution,Ireland / unspecified,source-data,features,CSV,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,55,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | needs-provider-context-review: publication policy assigned,https://data.gov.ie/dataset/1958-third-amendment-to-the-constitution,https://web.archive.org/web/*/https://data.gov.ie/dataset/1958-third-amendment-to-the-constitution,Browse/source/table record unless there is clear interactive map or query use.,"Department of Housing, Local Government and Heritage | 1958 Third Amendment to the constitution | formats: CSV | current URL: https://data.gov.ie/dataset/1958-third-amendment-to-the-constitution | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:1968fourthamendmentcsv:01301,5. Local authority planning/property/open-data layers,data.gov.ie,"Department of Housing, Local Government and Heritage",tabular,1968fourthamendment.csv,1968fourthamendment.csv,Ireland / unspecified,source-data,features,CSV,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | source-page-and-ia-viewport-decision: publication policy assigned,https://data.gov.ie/dataset/1968fourthamendmentcsv,https://web.archive.org/web/*/https://data.gov.ie/dataset/1968fourthamendmentcsv,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Department of Housing, Local Government and Heritage | 1968fourthamendment.csv | formats: CSV | current URL: https://data.gov.ie/dataset/1968fourthamendmentcsv | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:1968thirdamendmentcsv:01302,5. Local authority planning/property/open-data layers,data.gov.ie,"Department of Housing, Local Government and Heritage",tabular,1968thirdamendment.csv,1968thirdamendment.csv,Ireland / unspecified,source-data,features,CSV,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | source-page-and-ia-viewport-decision: publication policy assigned,https://data.gov.ie/dataset/1968thirdamendmentcsv,https://web.archive.org/web/*/https://data.gov.ie/dataset/1968thirdamendmentcsv,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Department of Housing, Local Government and Heritage | 1968thirdamendment.csv | formats: CSV | current URL: https://data.gov.ie/dataset/1968thirdamendmentcsv | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:1999-affordable-housing-by-area-1999-to-2013:01303,5. Local authority planning/property/open-data layers,data.gov.ie,"Department of Housing, Local Government and Heritage",tabular,1999 Affordable Housing by area 1999 to 2013,1999 Affordable Housing by area 1999 to 2013,Ireland / unspecified,planning-property,features,CSV,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,55,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | needs-provider-context-review: publication policy assigned,https://data.gov.ie/dataset/1999-affordable-housing-by-area-1999-to-2013,https://web.archive.org/web/*/https://data.gov.ie/dataset/1999-affordable-housing-by-area-1999-to-2013,Browse/source/table record unless there is clear interactive map or query use.,"Department of Housing, Local Government and Heritage | 1999 Affordable Housing by area 1999 to 2013 | formats: CSV | current URL: https://data.gov.ie/dataset/1999-affordable-housing-by-area-1999-to-2013 | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:1999-affordable-housing-by-area-2014-to-date:01304,5. Local authority planning/property/open-data layers,data.gov.ie,"Department of Housing, Local Government and Heritage",tabular,1999 Affordable Housing by area 2014 to date,1999 Affordable Housing by area 2014 to date,Ireland / unspecified,planning-property,features,CSV,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,55,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | needs-provider-context-review: publication policy assigned,https://data.gov.ie/dataset/1999-affordable-housing-by-area-2014-to-date,https://web.archive.org/web/*/https://data.gov.ie/dataset/1999-affordable-housing-by-area-2014-to-date,Browse/source/table record unless there is clear interactive map or query use.,"Department of Housing, Local Government and Heritage | 1999 Affordable Housing by area 2014 to date | formats: CSV | current URL: https://data.gov.ie/dataset/1999-affordable-housing-by-area-2014-to-date | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:1999-affordable-housing-by-year:01305,5. Local authority planning/property/open-data layers,data.gov.ie,"Department of Housing, Local Government and Heritage",tabular,1999 Affordable Housing by year,1999 Affordable Housing by year,Ireland / unspecified,planning-property,features,CSV,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | source-page-and-ia-viewport-decision: publication policy assigned,https://data.gov.ie/dataset/1999-affordable-housing-by-year,https://web.archive.org/web/*/https://data.gov.ie/dataset/1999-affordable-housing-by-year,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Department of Housing, Local Government and Heritage | 1999 Affordable Housing by year | formats: CSV | current URL: https://data.gov.ie/dataset/1999-affordable-housing-by-year | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:2015-count-of-traveller-families-in-all-categories-of-accommodation:01306,5. Local authority planning/property/open-data layers,data.gov.ie,"Department of Housing, Local Government and Heritage",tabular,2015 Count of Traveller Families in all categories of Accommodation,2015 Count of Traveller Families in all categories of Accommodation,Ireland / unspecified,source-data,features,CSV,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,55,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | needs-provider-context-review: publication policy assigned,https://data.gov.ie/dataset/2015-count-of-traveller-families-in-all-categories-of-accommodation,https://web.archive.org/web/*/https://data.gov.ie/dataset/2015-count-of-traveller-families-in-all-categories-of-accommodation,Browse/source/table record unless there is clear interactive map or query use.,"Department of Housing, Local Government and Heritage | 2015 Count of Traveller Families in all categories of Accommodation | formats: CSV | current URL: https://data.gov.ie/dataset/2015-count-of-traveller-families-in-all-categories-of-accommodation | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:2015-national-housing-development-survey:01307,5. Local authority planning/property/open-data layers,data.gov.ie,"Department of Housing, Local Government and Heritage",tabular,2015 National Housing Development Survey,2015 National Housing Development Survey,Ireland / unspecified,planning-property,features,CSV,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | source-page-and-ia-viewport-decision: publication policy assigned,https://data.gov.ie/dataset/2015-national-housing-development-survey,https://web.archive.org/web/*/https://data.gov.ie/dataset/2015-national-housing-development-survey,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Department of Housing, Local Government and Heritage | 2015 National Housing Development Survey | formats: CSV | current URL: https://data.gov.ie/dataset/2015-national-housing-development-survey | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:2015-to-2017-count-of-all-categories-of-traveller-family-accommodation:01308,5. Local authority planning/property/open-data layers,data.gov.ie,"Department of Housing, Local Government and Heritage",tabular,2015 to 2017 Count of all categories of Traveller Family Accommodation,2015 to 2017 Count of all categories of Traveller Family Accommodation,Ireland / unspecified,source-data,features,CSV,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,55,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | needs-provider-context-review: publication policy assigned,https://data.gov.ie/dataset/2015-to-2017-count-of-all-categories-of-traveller-family-accommodation,https://web.archive.org/web/*/https://data.gov.ie/dataset/2015-to-2017-count-of-all-categories-of-traveller-family-accommodation,Browse/source/table record unless there is clear interactive map or query use.,"Department of Housing, Local Government and Heritage | 2015 to 2017 Count of all categories of Traveller Family Accommodation | formats: CSV | current URL: https://data.gov.ie/dataset/2015-to-2017-count-of-all-categories-of-traveller-family-accommodation | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
