DZ21,population,DUP,Sinn Féin,UUP,SDLP,Alliance,TUV,Green,PBP,Aontú,Independent,Other
N20000680,454.0,39.218245332289364,5.281894172137298,42.548323095721955,1.1979802631716556,4.622484015239324,1.5876584959838384e-10,5.439098788201028e-11,7.154061400471448e-11,1.667119210678088e-10,7.131073120398678,5.903272943961684e-10
N20000681,661.0,43.31949962068155,2.8802767264889217,37.19854436617346,3.783320148124447,3.0373840923008566,1.576781836939052e-09,8.300601022625842e-10,3.6629818560144297e-10,4.0253087923055416e-10,9.780975042716367,3.3872950883115033e-10
N20000682,494.0,29.334180361523593,4.711430050862227,7.5271848429681505,0.5255198268142368,1.0451369491097275,1.5170857429157505e-09,1.073108471526477e-10,1.9679788411688587e-10,9.098953443259989e-11,56.85654796603764,7.722320793037711e-10
N20000683,422.0,37.50765100868618,3.6484271655316354,21.118148238212402,4.564263023727825,2.5893494491754385,3.8056062280729497e-10,8.902128679478525e-11,1.5490287510118207e-10,2.590690009486598e-10,30.572161112687873,1.095083375494711e-09
N20000684,380.0,43.7864324681049,14.050442217628746,19.314418156311984,6.058754643917353,3.237749045977744,2.672268567303326e-10,3.176208989211529e-10,2.697499375790277e-10,2.130120388282197e-10,13.552203462298603,4.693073982968627e-09
N20000685,775.0,39.249203477758925,4.0841595989502135,34.83141234112077,4.424131128507345,8.081373159168445,8.910280731778987e-10,1.4792585190841693e-09,5.193304863246687e-10,1.3526015039115811e-09,9.329720289457436,7.946517092270374e-10
N20000686,418.0,41.41639926595609,2.118778671445483,39.143836283734075,2.921274560872568,2.5794327906548005,4.3937309474363185e-10,2.491480299536611e-10,2.6046951227617747e-10,4.1355124986587806e-10,11.820278424587807,1.3866217409471754e-09
N20000687,506.0,19.1637611547816,0.37718769232427246,22.825798216210767,2.20831667947948,1.739952975037142,4.073531532968554e-11,8.962000589610812e-11,3.441045393753209e-11,2.2409692629389068e-10,53.68498328123368,5.442108268810289e-10
N20000688,667.0,49.72248461061502,9.65221707292074,28.41782128485906,5.1223418982149305,2.9831974040869498,6.247841247687708e-10,1.5149670213625676e-09,2.9914211448631476e-10,6.209257604218313e-10,4.101937725327839,9.156271088293867e-10
N20000689,704.0,48.45357456676727,4.2432171679453115,37.61791135132233,1.8011735493408374,3.4748461236154595,1.038208218464704e-09,2.9401321291255126e-10,5.574367148751434e-10,3.4280696018601077e-10,4.409277238227978,5.483468029479846e-10
N20000690,603.0,44.87353968169112,1.9706370188177866,37.05142735696328,5.901001914097802,2.8618286943931515,1.482589472189662e-10,8.373836568464274e-11,1.815035315352529e-10,7.913685350864064e-10,7.341565332522645,3.0935928409311265e-10
N20000691,534.0,38.531576165988746,1.56872070749535,26.876592911525698,3.528825447936093,9.534190299426605,2.720831518851257e-10,9.311937381234902e-10,4.0242487383442817e-10,7.449867240662749e-10,19.960094463879816,1.3970065470888818e-09
N20000692,845.0,26.930410813358186,8.865111359758659,30.53309253573519,15.597858128680905,3.493167980815527,4.682437540432696e-10,2.664542231095689e-10,3.926849507532535e-10,8.750064271166083e-10,14.580359179277957,3.7118350470339625e-10
N20000693,476.0,46.49973078366302,7.194624865366976,30.00773125626102,1.17167150045366,2.0276558121729895,3.300578686192549e-09,4.1885488949418244e-10,3.0716188113195645e-10,1.7017797793030482e-10,13.098585777222027,6.635298872227894e-10
N20000694,715.0,45.901730035525766,6.537736825162829,34.967122107262774,2.9501689606890107,2.22304561044301,3.7007019970740084e-10,3.35306612636186e-10,3.325008593623056e-10,2.4168426826682654e-10,7.4201964592485155,3.8852823308684674e-10
N20000695,704.0,46.675471261782214,4.46671784974413,37.575163831767625,3.655376097278569,4.297813538235838,3.8943442675932877e-10,1.2890508562543224e-10,3.1814752791260175e-10,6.258591445148022e-10,3.329457419191565,5.377306428326498e-10
N20000696,423.0,19.47566918298613,30.284676293979373,11.012449727150292,9.100357510736659,1.1879782418992382,5.969821744090522e-10,2.784975664433457e-10,5.802676699914012e-10,3.497613889068421e-10,28.938869040188113,1.254688149058717e-09
N20000697,635.0,36.817229389406066,5.86685480004555,26.037996203134856,2.886843385140599,1.4390633350296864,1.163412683091524e-09,1.8478447131682608e-10,3.4700061118717506e-10,4.5225568667805406e-10,26.952012883092042,2.0037510022423242e-09
N20000698,248.0,10.492671856570865,1.9565309699133844,13.841645706078346,3.7110528728692063,0.35161973059420354,1.699167994496649e-10,1.2151488284754152e-10,6.303861665878672e-11,4.1104887938972364e-10,69.6464788625511,6.57372005247726e-10
N20000699,562.0,29.242561007814988,12.778913302840284,31.90742003967733,7.409651518285573,1.455384636375057,4.735927495107428e-10,2.0966966928910618e-10,5.232510239364773e-10,1.473693179475316e-09,17.206069491511442,8.151221203352817e-10
N20000700,600.0,20.639895976268075,1.0233708893125986,55.27663027641482,2.133556987286344,6.413042481212844,2.862901247795507e-10,3.665048065868278e-10,2.24086907160917e-10,7.372550970012717e-10,14.513503385174232,2.716926167876674e-09
N20000701,748.0,4.366378009124609,58.3675028732913,8.999416551709738,19.454893349345184,0.2273092939238359,3.764978185053891e-11,9.816973545738307e-11,4.027766515394203e-10,6.372002673642212e-10,8.584499921302395,1.2713953489212837e-10
N20000702,500.0,2.397092566968343,53.8517879920962,4.015038730949933,32.61205333867079,0.3636028816951941,1.0354481405121822e-10,1.5708853123197195e-10,8.947551459166915e-10,2.6927747211418405e-09,6.760424485577237,1.9413085714056813e-10
N20000703,614.0,47.3829598968135,2.9649844286092746,38.541579102152205,2.0665756045813626,1.661708240476999,5.794965758785827e-10,2.916297562079267e-10,2.5550663104110406e-10,3.338509987960365e-10,7.3821927254224065,4.837537875121659e-10
N20000704,399.0,3.5472293779905177,0.45751490728433863,1.95280318328574,2.5561513460480585,0.13432420923275187,2.611909062894599e-11,1.7757495712708054e-11,3.544684160530228e-11,9.68688486393678e-11,91.3519769757588,2.2359375582025476e-10
N20000705,456.0,4.856559019469729,60.78432045089801,2.6709934423543777,28.21792786714733,0.27376570158722524,7.785020598368162e-11,7.936273405869428e-10,8.842637355223102e-10,3.244879188409422e-10,3.196433515397307,1.0657868150233733e-09
N20000706,767.0,1.635805443406652,58.737763413332665,3.7468979479600617,29.878900371400995,0.09918342826396448,1.9998799437568166e-11,1.0992778947534346e-10,3.2216043746822963e-10,5.163304558824552e-10,5.901449394581623,8.562208265166227e-11
N20000707,536.0,1.406652646880178,33.19242369165195,3.008770602888798,35.509762347178615,0.8427953969868723,4.279550095847609e-11,1.1491396845898177e-10,4.97674177126818e-10,1.6072805441927529e-09,26.03959531187318,2.7775603989466477e-10
N20000708,565.0,32.48712056330517,22.371037698853787,28.226778293135606,9.59423124804165,0.7662401447720777,3.9736013780417184e-10,1.7368639036276372e-10,2.7931701450876226e-10,8.129058830855477e-10,6.554592049811182,4.1725650544675033e-10
N20000709,736.0,7.420829712917023,48.63453919931008,11.980530648122917,25.57409278298699,0.3721571744984455,5.940239962590732e-11,3.947924271412431e-11,1.9399844522656955e-10,6.982439185069371e-10,6.017850481121127,5.22736552626379e-11
N20000710,874.0,3.9292259156218217,51.60402900111871,6.177699726472506,14.891101541727151,0.3658802537329531,1.279654158476504e-10,7.684429159192016e-11,3.089167653925737e-10,3.09235815779793e-10,23.032063560360307,1.4360005636598852e-10
N20000711,764.0,57.33216739947507,1.0164349378873463,8.618315385725959,0.41161120484039615,29.763482398949183,8.860068346368203e-10,0.21947661003771995,0.4376612679195556,1.9416903787104557e-11,4.2209366481964865e-10,2.200850793837265
N20000712,475.0,18.064565149992248,28.297191713980734,3.380297363667886,48.579382832491866,0.41132893549975175,7.163732213691363e-12,0.415503798973353,0.47125344156981,1.121514346372055e-09,1.287497468545369e-12,0.38047676269436914
N20000713,584.0,23.26389841717828,18.262008441193846,3.100516859912855,45.35097180599173,1.4599452592097355,8.325702828379996e-11,0.17732053484789148,1.1015309968320757,2.1915599527546237e-09,1.50949236182697e-11,7.2838076825436735
N20000714,248.0,56.85735037817836,19.960296274168265,6.303920354077808,4.2823003400649995,6.831884887636415,2.7731652517571504e-09,0.28719721107093943,1.5175349377560592,2.4533671451598814e-10,2.9164299084459786e-11,3.9595156139995016
N20000715,581.0,2.778326916895767,74.11496757420144,0.843986485662434,12.0736114976162,4.338895474979605,7.80134742998092e-11,2.03883701909118,2.018611183408809,6.97097211898577e-10,5.878838500997155e-11,1.792763847310657
N20000716,626.0,57.31181115315462,5.308272979527866,11.334406375825607,2.6534373089223826,12.654778319456112,6.483024179115248e-10,7.254810704240122,0.9115451642209909,6.70575732278598e-11,1.7194356511075727e-11,2.570937993919728
N20000717,590.0,74.15738706360156,11.372580791347199,5.144770574169783,3.572957730862815,2.1019551995557513,1.1071870289789286e-09,0.2054770867726477,1.2018748529486398,1.224676201546559e-10,9.9646182606953e-12,2.2429966995019983
N20000718,447.0,84.7723964175311,2.8633394805949814,3.795824323359293,5.453941585615725,0.5736592751683803,3.988519002239636e-11,0.10292295589513108,0.47970327795345596,8.9898679166405e-11,6.696936106395044e-14,1.9582126837520748
N20000719,526.0,2.5676463782353878,45.21578839061462,0.14470466705884016,46.77569339664421,1.4415979201438809,5.51871908166529e-11,0.19957639909149688,1.9427976332932866,6.684743807721893e-10,2.9616466817482384e-11,1.712195214164994
N20000720,389.0,82.68491793490433,1.1845240705877995,7.329082610863505,0.06977174625938005,5.370728585877184,1.6464798857436355e-09,1.214130777478214,0.3420113676829864,3.011491733739072e-12,2.3600309480702667e-11,1.8048329046735039
N20000721,359.0,59.937612222851875,4.1956606058042905,5.1312058852603535,0.21085090235011494,25.262885187493172,1.0470202756231624e-09,1.3819795027523922,0.35063121824179894,7.588685303058748e-11,6.542092174108236e-11,3.5291744740576605
N20000722,412.0,64.1269589086309,7.665386078089542,7.549223441259237,0.7732461409713905,10.94427196301941,9.788900998098694e-10,4.575996479868973,0.5195169512217901,1.821604748166414e-11,8.103604782177907e-12,3.8454000359335523
N20000723,570.0,66.44206128070786,9.57760602816455,9.015071562784206,2.943973870180774,6.7180665173364265,3.227898292417431e-10,1.3788673861279332,0.9226142184345251,4.3409430411697306e-11,1.3031453385755783e-11,3.001739135884484
N20000724,446.0,5.786987704937876,66.57639387162419,1.148290177685226,25.413798384537024,0.6203880998557463,3.294723012849489e-12,0.24269663326167862,0.18010633146185065,2.785433994418125e-10,6.78524477351162e-14,0.03133879635449366
N20000725,372.0,1.3720697402035003,43.88721025209822,0.40598765906521067,46.74200800078376,0.2314412069354709,2.8457445710951952e-11,0.3455199347810239,4.044603619704373,1.5304708243122744e-10,3.808797290844092e-11,2.971159586208842
N20000726,536.0,46.63243966136384,19.273922727893623,8.680652190019412,9.053170013547495,9.749692085928213,8.347335269583894e-11,3.412065930219569,0.45796239053185767,6.340045578675683e-11,7.235072824447525e-12,2.7400950003418765
N20000727,390.0,68.21490000928367,4.287540098335693,12.592445909897322,1.3589594809117356,7.315038259606993,1.5107443655356281e-10,1.3440700932343794,0.35186925036497896,1.8779186077675918e-11,7.640050928286051e-12,4.535176898187739
N20000728,427.0,52.49843895711499,4.338281031230321,4.656972651754286,1.3819726488939037,12.359621531950587,1.5366046482918051e-09,14.81284233380929,1.508600938840307,4.962121172952235e-10,1.911007895416383e-10,8.443269904182397
N20000729,359.0,66.08093782073794,16.655385184918167,3.077829693633789,7.498019489991371,2.979226462212533,1.7090024979940063e-09,0.11773780246539638,2.024002666225263,2.5221677825972895e-10,2.8297243027015977e-11,1.566860877826046
N20000730,702.0,49.08799657045398,10.432345871776,1.5882293062871977,1.1936913936569522,5.80099607828609,6.513390259657349e-10,0.6301384996138653,1.3289707708140122,6.349080277835981e-11,1.676197535412914e-12,29.93763150839539
N20000731,728.0,13.592317157207656,19.597346163168623,2.0334569325350365,61.96262706703122,2.309104124765034,9.014034572664754e-12,0.09562601648435382,0.2841205813455998,3.4777760026152654e-11,5.519406235745287e-13,0.1254019574181426
N20000732,516.0,17.494219957097698,49.17066307022455,3.509467795724074,5.213838485902193,2.1212347720158022,2.494808888421573e-11,19.765974421716066,1.2716430306647808,6.459586394880247e-10,9.327350373415193e-11,1.4529584658906425
N20000733,590.0,5.323154869478989,76.09626212439082,2.1982740735808557,8.290631816781698,3.352345061244128,8.502687297658637e-11,3.6042029793089063,0.6118903728166288,3.1160963414974513e-10,4.322482009569378e-11,0.5232387019580935
N20000734,358.0,9.361599010359233,27.906893548295148,1.8829494163369782,37.49709208996642,2.933117298921068,4.558432275407573e-11,16.459324782840586,3.3797651920802205,1.0811500069936179e-10,1.0795199802485093e-10,0.5792586609386993
N20000735,518.0,1.4358557331019615,88.03866026583785,0.33968192087478777,8.486349942643702,0.4338148930826074,2.2126730432841644e-11,0.7787674730074874,0.3970390570557425,3.35418506238003e-11,1.4730817327622573e-11,0.08983071432547132
N20000736,426.0,10.387652915542729,3.263160388656546,1.1992865813224072,2.323027409525141,6.44630803469047,2.66494295293243e-10,1.9350939155653806,4.292388128842026,3.6960320322497304e-11,2.986177428102429e-09,70.15308262256566
N20000737,491.0,71.76036986681679,6.168298272910473,3.2302807031627747,1.5404847766646301,4.835927893908627,6.658581340072963e-10,0.8337617195545152,1.4391641628376073,2.5729952292777756e-11,1.0148580663313958e-11,10.19171260344284
N20000738,467.0,6.298288705872287,68.98234736076206,0.44084541351122225,20.003518635174675,1.109757229906193,9.055464159893748e-12,0.7542371521171152,1.0005479708064502,2.7692984660671456e-11,3.072730600162961e-12,1.4104575318101604
N20000739,309.0,32.064914040220636,7.960556960058342,0.7217394053238962,2.72654270863598,9.29621902986322,1.0817731928050092e-09,1.0641282347299394,12.823269558680755,9.428574554888024e-11,4.687457646697406e-10,33.34263006084243
N20000740,437.0,4.167441694538367,71.34734976443849,1.1758209670331932,14.114446833423447,1.6950833200467676,1.3034696013074794e-10,5.3721545766188825,1.2041535274975474,2.268718740043916e-10,9.120683160228637e-11,0.9235493159548882
N20000741,448.0,12.976854467529678,39.018359694335565,1.220182765404405,33.869404974568056,2.277614004082882,4.019491691279634e-11,6.550972315379129,1.9522460871820653,3.02282122917699e-11,2.6103270110125324e-11,2.1343656914216815
N20000742,387.0,69.79236087916951,7.702305486615324,5.250256926028613,0.1900212384460934,7.035600140313014,6.782457558333686e-10,2.246466570441878,0.4777091151171791,6.268406127399189e-11,1.0903548645885302e-11,7.305279643116566
N20000743,448.0,8.687903369161653,76.66900684971209,1.4583109387556912,9.230380869923536,1.360615658265589,2.1411589354700898e-11,1.3796654577764256,0.8456463653962378,5.237984639932592e-10,1.2836916846691397e-12,0.3684704904622952
N20000744,494.0,41.965775494395764,19.068748220835246,6.209659013903061,6.703488991594238,5.644907184059087,8.797655299822722e-10,1.6763649878811575,7.982321446958118,1.7062499402452038e-09,9.154573064290002e-10,10.748734656871848
N20000745,401.0,2.4204218724828865,78.84609999421599,0.2054722861907483,6.629018265380518,3.3440687231780153,1.842741317453432e-11,1.4476230614639571,3.4650594392202883,1.5815582573849645e-12,3.4516589555188033e-12,3.642236357844142
N20000746,673.0,1.112515871069581,66.62914368590245,0.23067610653785287,29.70738266375218,0.19596129740631027,1.6604518566281224e-11,0.24056414494030756,1.1910428611986312,1.7726815227781235e-10,9.036418873260262e-12,0.692713368989781
N20000747,389.0,5.728018518322379,55.59391788876653,2.095986221467138,26.70239542501294,0.4652891627817688,5.852879526966739e-11,3.9890479983913756,3.25469228385056,9.58070382652428e-12,4.0553034793846057e-10,2.170652500933672
N20000748,687.0,0.4649026668601696,35.9233175448418,0.0767288234111049,52.87527299923822,0.24042868289854608,2.3989088179307188e-11,0.27859844454503946,8.108015446173972,1.953253403425556e-09,2.4485356499902043e-11,2.032735390029431
N20000749,648.0,0.16944451218596573,8.076967303793314,0.07561107654641616,76.59900480271055,0.5577200350522363,8.230970678933177e-12,0.2734765761635928,6.639090159637302,1.8147871231688713e-09,6.124865965322665e-10,7.608685531475098
N20000750,529.0,19.731190435880507,50.217530966664825,1.282413889716397,20.549376087433288,1.85559401814277,4.4355471804576996e-11,3.7235970503304183,1.8713742985291473,3.369368018223431e-11,2.134138882838828e-11,0.7689232532032649
N20000751,427.0,2.8489129585161135,55.517185698594005,0.2547355243184419,32.750825971519674,0.47487712648926084,5.263996351545274e-11,0.5635678983909657,6.25374890806224,8.72132810006878e-10,2.0805838088173196e-11,1.3361459131637201
N20000752,395.0,2.4439407580703993,73.26129938535234,0.15038601095571716,22.53086139597992,0.14082468052239613,1.4660667688785132e-11,0.3847834941005158,0.8446752709810271,1.2120809598803054e-10,1.901096516959672e-12,0.24322900389992327
N20000753,487.0,3.263389418873149,65.14979301381614,0.19126408357240932,27.18933989239846,0.5210903885338659,1.842154777626919e-11,0.20212912528061164,2.9519742193621545,3.8107877113645677e-10,8.329807933791289e-11,0.5310198576803956
N20000754,220.0,1.5004855723532713,19.073370238914773,0.022583021101736944,72.82950619397688,0.06047945958443259,4.6048973929806184e-12,1.0650925957325674,4.946154393983194,1.5518291169621549e-12,4.73131252836369e-11,0.5023285242996907
N20000755,502.0,1.8428891982355218,64.93887282113116,0.11249141731004533,29.809475488009628,0.49258962516111326,7.0312170024569125e-12,0.2927599499095852,1.6497399759974791,4.928317750595311e-10,1.493303043542439e-11,0.8611815237306719
N20000756,463.0,1.4027223823628523,31.13981714606753,0.1785978964673692,64.20830546280378,0.1812208183275989,8.364233745827826e-12,0.1521471309203369,1.1292454853079028,3.280368664941402e-10,5.935070708403917e-12,1.6079436774002847
N20000757,441.0,0.061593051831874676,16.393200288311785,0.05391236883790405,81.56055068651756,0.017143189748972686,4.829906938102816e-13,0.002784440561644394,0.15597444837844246,5.346334368299735e-13,7.650749537858177e-13,1.7548415258100487
N20000758,562.0,1.149779255364837,77.47867662648108,0.13779391541300598,19.374913124206902,0.3292489719793422,5.87077448993126e-12,0.390152339840219,0.959668547174827,4.645792520229551e-10,2.3045602189052575e-12,0.17976721906703053
N20000759,429.0,0.5893671124003719,19.232142785151048,0.06418022214716584,79.81441212199682,0.0014172760033249856,9.221656131528164e-14,0.0012633472339157348,0.01884594693761093,5.017560949584225e-14,7.56076625221941e-17,0.27837118812959954
N20000760,414.0,3.170778511427791,94.66460153767791,0.4675374133049721,0.554949006187129,0.37665274796723425,7.924877868056556e-12,0.3465350163650164,0.09073579215029494,1.4645124490693354e-11,1.2128407404312606e-12,0.32820997489587656
N20000761,529.0,3.292695957891972,51.94742519440215,0.2399703387572904,31.846810941618298,0.4621279580672346,1.18500658666283e-10,0.36382504505586405,6.34832766066658,1.0193262195134484e-09,6.104020969441713e-11,5.498816902341762
N20000762,377.0,5.223313142981225,81.13810345139034,0.7788282969013411,7.878213668915607,1.1236588609367426,5.056407551521533e-11,2.1742682635038415,0.8244767088337682,1.2946985265224136e-10,8.262690313521758e-12,0.8591376063488436
N20000763,374.0,2.005087040731169,16.93954049741101,0.38297704283012607,36.32981774192706,1.6141082561046343,2.2526060152088027e-10,0.6670595293620597,27.09083782949344,8.317991146519727e-09,5.109166841032636e-10,14.970572053086311
N20000764,395.0,3.38155727738711,51.67605592903849,0.08263391412097203,39.982158601239334,0.09345974010264645,1.7221262304893667e-12,0.011443838410224692,0.19512825288069635,1.939745271947009e-12,2.6092291533892528e-14,4.577562446816827
N20000765,370.0,0.7302953680560308,44.80573737378976,0.02973909126156825,39.09242702619806,0.7381967794225064,1.389569817132901e-11,0.538196851416554,13.13357855480459,2.3133892866634349e-10,1.3147561522488875e-11,0.9318289547925417
N20000766,325.0,3.085890968031363,51.66509084230951,0.76378946643189,34.56659676154869,0.22234066100546437,2.4727333299901475e-11,0.6517541022502354,1.7760650216319003,3.593839301689199e-11,4.212875200823425e-13,7.268472176729844
N20000767,563.0,10.69780348886962,47.47547582323001,0.3678238910817659,22.102457286139686,3.400503260593298,1.5561455339828201e-10,1.4845617046050668,6.603528977035417,4.866278344661109e-10,6.407959416475545e-11,7.867845567738825
N20000768,484.0,1.9375965520437415,53.13174943233031,0.1409148430143922,39.090460072742594,0.20023984766759528,2.562869959795702e-11,0.8607967204905247,3.6873979517741087,4.6292837003418846e-10,4.974782120614249e-11,0.9508445793984115
N20000769,483.0,4.0342899095443485,37.769358883724564,1.0140053724271243,51.39104063143708,0.11874819627326029,2.005865061041625e-11,0.3804648914062695,1.5566588145612303,2.7455490331743205e-10,4.569458940544687e-13,3.7354333003310662
N20000770,579.0,0.08067166043669995,19.02592883916966,0.03464412790860942,45.07221623240956,0.7687807039499904,1.8666854456945248e-11,0.41972895372515373,24.073921875695596,3.81307946737555e-09,1.7267505429794952e-09,10.524107601146222
N20000771,417.0,4.9662934480894645,45.88143517158048,0.3505065921240915,34.09708588752399,1.1901259021620418,1.1444334038193331e-10,0.6794750098353417,7.664267727905115,1.8590596950155676e-11,1.5350005021276969e-09,5.170810259111445
N20000772,221.0,4.715891590413412,36.99068485909072,0.18236157102846484,51.53322698913115,0.20271263072076073,3.296864147853917e-11,0.19402019903343018,1.8810921726041672,3.7195222135572976e-13,1.0184125380402644e-12,4.300009987943533
N20000773,425.0,6.443199902694823,44.69082845784505,0.1388305547372763,13.32831087089977,2.063756646146835,1.3185426529808323e-09,2.302580974557826,26.075821920201992,5.139863955557145e-10,1.7229701549640417e-10,4.956670670911588
N20000774,227.0,1.5700584670953692,45.12764091302287,0.04607196415687826,48.61522552045945,0.22127723936962862,5.061013912271949e-12,0.6504961363739546,3.175878658307147,3.0586301500092304e-11,1.2509077203072399e-12,0.5933511011778065
N20000775,441.0,1.214689825194804,36.192344937645494,0.12675172455633862,43.99936600635181,3.1706993629102245,1.805357303212124e-10,2.170750712082405,8.438969072431817,8.074121249082702e-10,1.0405917300177776e-09,4.686428356798565
N20000776,535.0,39.235882764223625,10.464028373000607,1.396231571251988,1.9490638339704314,2.977005695333245,1.4935974387152295e-10,0.35050308537721175,3.8535248568805835,2.0631415788345717e-11,6.3363116602749866e-12,39.77375981978597
N20000777,225.0,8.550978916282391,47.296393163467194,0.6938232543067258,27.34356980823532,5.216391730307082,1.5907016016626862e-10,1.8142922865045121,3.8230077488986822,6.286420493084991e-10,1.6461760988318904e-10,5.26154309104577
N20000778,254.0,25.232574893467174,50.55859719811868,0.11663197849474945,17.320560896269228,2.4097134090176353,6.51144876062527e-11,0.08842276976273637,3.7774173508143405,8.412518978101088e-12,2.7600656190927192e-09,0.49608150122186206
N20000779,345.0,28.288111897303832,52.578643180926846,0.26621699375306485,14.82660898168666,0.3948631434281828,4.5230116925234813e-11,0.0550552469450003,2.492809115753462,1.0929974487560242e-12,4.290645830274079e-11,1.0976914401137332
N20000780,161.0,20.602370595281403,47.60347251805291,0.0036744394969603538,22.908197496844902,0.5929256038532726,9.697085355899344e-13,0.025915783660357412,8.234300075168493,1.4089278428030841e-14,5.865791028488624e-10,0.029143487054122588
N20000781,419.0,7.090508845427506,31.976896017589034,0.5729003501903408,10.84927182701748,3.7756923559299373,4.4265351539737897e-10,7.305704795141269,10.090351326351291,1.0130113480406937e-09,4.517937355331946e-09,28.338674476379534
N20000782,401.0,5.32317276662265,58.19665425196431,0.14395068435586045,28.510590833037387,1.8355645597944348,3.334621212076359e-11,0.5009880577249705,3.5895283084295153,7.117683484827598e-11,1.8645036281173656e-10,1.8995505377799051
N20000783,581.0,3.702399866037914,55.33036054364925,0.4068989009696581,14.43701899470263,2.177258597784983,1.4655616511313635e-10,4.235165945356407,12.131433893961868,2.26325360855963e-10,2.1824751454655912e-10,7.579463256946152
N20000784,383.0,1.4203816641576672,45.3689410376761,0.34923650142991347,26.620044883004834,0.48238086234089494,1.4057678045366697e-10,2.948576477122946,12.83882707102112,9.91277262528888e-10,3.5165543060791505e-10,9.971611501762997
N20000785,470.0,1.4824272418663882,15.948477736028089,0.032961422789311856,67.97024797900413,0.8942399127900156,8.560554583520838e-11,1.4754639358891124,10.209160175717384,7.728290622743808e-10,1.2278416549546604e-09,1.9870215938292917
N20000786,277.0,5.109217455337946,16.24383917493445,0.5035528424876915,42.7108086871985,0.3761476941422399,2.8156481719605343e-12,8.571805834980218,1.8140337732679195,6.917267647698314e-12,7.143178641445891e-13,24.670594537640593
N20000787,517.0,9.963701694278344,51.43978255122885,11.187062118971092,2.0423126750533864,12.40726013050049,2.1908541036967709e-10,9.429735543660959,1.6623872869343457,1.1207445930357326e-09,1.6533310455681127,0.2144269524645972
N20000788,735.0,8.12911263346357,59.48162291435892,9.741175379584105,4.6750625392719645,9.290460749692565,1.0364395535840717e-10,3.6989690914868456,1.1311467772407262,2.1576935344165957e-09,3.7243830409359404,0.12806687170402106
N20000789,450.0,11.105901281236486,43.57377154540367,2.753960907169889,13.724989390944717,18.448296415153717,1.2651775639558599e-10,8.873736623098672,1.0187457336016885,2.0314612891242776e-10,0.46175102369570886,0.03884707936578661
N20000790,472.0,58.91673773736257,9.63475416003312,11.711555735224852,3.1608243817906674,6.16505339134202,2.467492428217641e-10,0.5663325117285969,3.3012281476962175,6.082057536359757e-10,0.9307204576121195,5.612793476354894
N20000791,504.0,24.46179590448693,20.196388432409286,14.16369971140741,16.836481589796108,15.837413882628738,2.7137672720993527e-11,7.489369941772795,0.6043763076309174,7.234485003791317e-10,0.18909867705143088,0.2213755520658104
N20000792,438.0,13.322482821927506,46.255008509418275,6.944300539970865,10.291785076514422,12.433699797419882,1.0088896644456522e-10,5.366170992437335,1.4673295473821335,4.273359278405122e-09,3.6975000897589587,0.22172262079636607
N20000793,525.0,11.207575881755337,64.86308005502197,8.98579967296272,2.9638461558121523,9.863848664168858,4.912825293825148e-11,0.9252421182757792,0.5298571863295108,5.330768676405714e-10,0.4329988865768222,0.22775137851463503
N20000794,570.0,2.103938680754014,66.95037240633023,2.846051613218863,10.17357441713975,8.017144253378788,3.018497110171446e-11,2.5045167166555826,2.316081396744704,2.6117212810615573e-09,4.601780347836538,0.48654016529961974
N20000795,649.0,39.4584765043769,10.64076652538333,12.142133890860693,5.101979622870998,21.755423319087665,9.087500455040623e-10,2.4490116633051837,1.3871553832538777,5.942499727348004e-10,4.423176226780502,2.641876862577845
N20000796,713.0,17.937623716694112,17.285666979400556,10.527536871357416,7.56529533677431,8.086383837873422,3.373299156133026e-11,37.41737263324606,1.1019897292719552,1.1418099055489335e-09,0.04620633231606937,0.03192456189054511
N20000797,531.0,51.4683292206932,11.918003146567163,5.914000166648166,1.7257945305527256,3.548865190271587,8.433681798749317e-11,23.94001250138228,1.216106586910447,1.4839543326948406e-10,0.12320753104130013,0.14568112570042335
N20000798,499.0,75.84465971560273,2.329336731817479,7.096574098736616,0.06756755936331019,11.989468506922691,6.707668939895841e-10,0.610667317964433,0.8045824628493092,4.0811963978303035e-11,0.5962371420120411,0.6609064640198093
N20000799,562.0,13.000912606327752,7.468865925891026,7.464276923322312,4.920756295238135,46.684924840425836,5.172653160676475e-11,18.42286700475504,1.1961755966914516,1.0984991785278393e-09,0.7887951945429402,0.052425611655283255
N20000800,596.0,55.64940499840561,3.8105336247663963,13.783708908233708,0.8623491724063228,21.365691642794086,1.0759061644655272e-09,2.00038573899459,1.646606646536047,8.04442153760796e-10,0.3583445603055577,0.5229747056773275
N20000801,500.0,48.939174595172204,2.8215268772140885,17.487032439291347,8.671263118502564,9.965453596219996,2.354335339492061e-10,2.815256084885645,0.9509860521744814,1.0122952633345076e-09,7.215538494018453,1.1337687412734732
N20000802,526.0,18.154376444678647,5.7291489330730245,8.894739831272098,14.524933930952924,5.249721349084132,1.6141906708251363e-11,46.31664584558198,0.8739344795923212,2.272521607143996e-09,0.21455872053443648,0.04194046294178311
N20000803,544.0,9.033437494015665,23.955617790976408,6.433372930395128,7.834992939506513,36.346232233403114,1.4693193492407327e-11,15.368689102380944,0.8769312880819247,8.360888151741613e-10,0.12532223576438756,0.02540398462511429
