DZ21,population,DUP,Sinn Féin,UUP,SDLP,Alliance,TUV,Green,PBP,Aontú,Independent,Other
N20000001,738.0,57.85926854778446,5.785980921733997,17.69125490271705,1.6710177459991773,10.663801835750816,3.860920645284814,5.112982317255499e-10,2.9122972479937205e-10,2.4677553995189294,1.6410572685185176e-10,2.4412551515495046e-10
N20000002,331.0,22.609630649641932,1.8011840565425614,23.72540837872738,0.32942737219966944,13.066355604588006,37.24833277723869,1.0847722190791566e-09,3.4534985578474235e-10,1.2196611587043926,1.2991195746043014e-10,7.973195281331061e-10
N20000003,365.0,27.48987132790556,1.5938185844262593,21.143290479514622,1.3218696949177744,7.605903438247916,37.326961145350026,1.010071436745909e-09,1.9945486892435576e-10,3.5182853277211836,2.7069905086622247e-10,4.3642558782867226e-10
N20000004,663.0,19.780229216344733,12.665452610528332,11.902035056669465,14.603143552109335,34.659335427870246,1.1634973114245086,1.7320579999887442e-09,1.0876465799101348e-10,5.226306822814187,1.7907500568272202e-10,2.1928300579030843e-10
N20000005,676.0,45.06044070972685,2.452390718497508,25.260222521886437,3.7065496327705283,14.865087240646565,5.21960011332991,5.928954639720782e-10,5.740965767982551e-10,3.435709061432244,2.383822692775501e-10,3.0457478380945e-10
N20000006,464.0,32.823455351243666,42.5533819894839,6.285862373292908,7.294899053620019,6.272624297626645,3.8073193140367048,1.322276594069549e-09,2.6379660008350855e-10,0.9624576187465844,5.406295503410011e-11,3.0943622474498224e-10
N20000007,880.0,3.6501616232346317,71.48071302349433,4.005830834586294,6.895765150504691,3.531036612720056,0.8584165076937326,5.953595729923993e-10,3.2290701137817693e-10,9.578076246119611,4.244840195824799e-10,3.03900251219184e-10
N20000008,642.0,25.258386492184854,44.66747798802237,9.571704579595487,6.111001239315292,9.134971931999944,1.6978119805375158,6.266307720907447e-10,1.2485005712616307e-10,3.5586457871476083,2.5188086492317714e-10,1.9357051504911708e-10
N20000009,401.0,48.13384459438612,2.894762209201494,33.28501837005253,0.6159952717329158,10.782246694966686,2.0024738079889723,4.880657509945657e-10,2.518722574245761e-10,2.2856590496770695,9.569980401558643e-10,2.9726558872486867e-10
N20000010,544.0,35.9404707717814,3.6963075544544215,22.128431697036632,1.6934983750829784,24.15993307888685,9.720475235487525,1.251851756413677e-09,1.8209801322527107e-10,2.6608832854185036,1.3224891440058914e-10,2.854905949708982e-10
N20000011,525.0,18.369629677605552,8.534208154709672,5.227442456419846,3.5807272559305643,6.021253267175943,56.741862403661194,8.88895500585873e-10,3.449972164106723e-10,1.5248767802611858,7.977583653562991e-10,2.204385732346534e-09
N20000012,503.0,21.815847923773106,9.335169977752384,14.975908146111184,1.075048982509876,43.95214068690606,7.79136082648289,2.7922735377441266e-09,1.9127471197460916e-10,1.054523452197225,9.932094742490736e-11,1.1844090857072022e-09
N20000013,407.0,43.33873827175151,8.9640875830145,24.47426743149719,2.212032213363285,8.858046875148442,3.0794084141013913,1.3592726690537712e-09,3.492554234258335e-10,9.073419200992538,7.29986456815164e-09,1.1227529960491186e-09
N20000014,506.0,37.817571018738825,18.076611537462288,12.556037532690855,10.771694549342657,12.553761651366976,2.710803256467614,1.6789736081665364e-09,6.736992548819625e-10,5.513520449870176,2.982188094733789e-10,1.4097210346383094e-09
