SA2011,catholic_bg_pct,proj_unity_pct,provenance
N00002458,67.6,58.6,modelled
N00002459,70.2,60.1,modelled
N00002460,82.4,67.8,modelled
N00002461,84.2,68.9,modelled
N00002462,79.7,65.8,modelled
N00002463,71.7,61.3,modelled
N00002464,44.0,43.3,modelled
N00002465,97.5,78.1,modelled
N00002466,96.4,76.7,modelled
N00002467,95.1,75.8,modelled
N00002468,96.1,76.4,modelled
N00002469,94.7,75.8,modelled
N00002470,94.7,75.5,modelled
N00002471,97.2,77.0,modelled
N00002472,99.0,78.4,modelled
N00002473,97.0,77.4,modelled
N00002474,97.1,77.4,modelled
N00002475,95.9,76.0,modelled
N00002476,97.2,76.9,modelled
N00002477,81.1,66.7,modelled
N00002478,92.3,74.9,modelled
N00002479,94.8,75.5,modelled
N00002480,75.6,63.5,modelled
N00002481,98.5,78.5,modelled
N00002482,94.6,76.1,modelled
N00002483,95.5,76.4,modelled
N00002484,96.3,77.0,modelled
N00002485,97.5,77.8,modelled
N00002486,93.0,75.3,modelled
N00002487,93.7,75.4,modelled
N00002488,95.5,76.9,modelled
N00002489,92.1,73.8,modelled
N00002490,81.9,67.3,modelled
N00002491,92.0,74.6,modelled
N00002492,95.5,76.5,modelled
N00002493,97.2,76.9,modelled
N00002494,97.4,77.5,modelled
N00002495,96.8,77.3,modelled
N00002496,97.5,77.3,modelled
N00002497,93.0,75.1,modelled
N00002498,93.1,75.2,modelled
N00002499,96.3,76.5,modelled
N00002500,96.8,77.6,modelled
N00002501,93.4,75.5,modelled
N00002502,85.9,70.0,modelled
N00002503,59.9,52.8,modelled
N00002504,38.9,40.1,modelled
N00002505,16.9,26.4,modelled
N00002506,23.7,30.9,modelled
N00002507,17.8,27.4,modelled
N00002508,56.9,51.9,modelled
N00002509,44.0,42.7,modelled
N00002510,73.9,63.0,modelled
N00002511,73.5,62.6,modelled
N00002512,55.9,50.9,modelled
N00002513,33.6,36.3,modelled
N00002514,41.6,42.1,modelled
N00002515,52.7,48.4,modelled
N00002516,51.5,48.1,modelled
N00002517,54.3,50.2,modelled
N00002518,54.1,50.8,modelled
N00002519,63.4,56.4,modelled
N00002520,54.7,50.9,modelled
N00002521,81.7,68.1,modelled
N00002522,83.3,69.0,modelled
N00002523,79.1,65.6,modelled
N00002524,83.2,68.6,modelled
N00002525,53.1,50.4,modelled
N00002526,60.5,55.3,modelled
N00002527,54.6,50.5,modelled
N00002528,97.3,77.2,modelled
N00002529,97.4,77.1,modelled
N00002530,96.5,77.1,modelled
N00002531,95.1,75.7,modelled
N00002532,93.9,74.7,modelled
N00002533,87.1,70.8,modelled
N00002534,82.9,68.1,modelled
N00002535,94.8,75.4,modelled
N00002536,10.4,22.6,modelled
N00002537,79.6,66.1,modelled
N00002538,74.2,62.5,modelled
N00002539,89.4,72.1,modelled
N00002540,65.0,57.6,modelled
N00002541,28.0,33.1,modelled
N00002542,41.7,42.4,modelled
N00002543,45.7,44.5,modelled
N00002544,33.8,37.9,modelled
N00002545,51.4,49.3,modelled
N00002546,49.8,47.7,modelled
N00002547,18.3,27.3,modelled
N00002548,27.9,33.5,modelled
N00002549,25.2,30.9,modelled
N00002550,26.4,31.7,modelled
N00002551,19.7,27.8,modelled
N00002552,9.3,22.1,modelled
N00002553,13.3,23.7,modelled
N00002554,33.1,37.1,modelled
N00002555,5.4,18.2,modelled
N00002556,9.7,21.4,modelled
N00002557,12.1,22.8,modelled
N00002558,10.1,21.9,modelled
N00002559,13.0,23.6,modelled
N00002560,53.9,50.8,modelled
N00002561,81.5,66.5,modelled
N00002562,78.7,65.7,modelled
N00002563,86.3,70.8,modelled
N00002564,11.3,22.9,modelled
N00002565,93.1,74.4,modelled
N00002566,95.0,75.1,modelled
N00002567,95.9,76.3,modelled
N00002568,92.6,74.0,modelled
N00002569,95.4,75.6,modelled
N00002570,92.0,73.7,modelled
N00002571,93.8,74.6,modelled
N00002572,93.1,74.2,modelled
N00002573,85.4,69.9,modelled
N00002574,88.9,71.7,modelled
N00002575,96.8,76.4,modelled
N00002576,85.1,70.3,modelled
N00002577,82.5,68.2,modelled
N00002578,92.6,74.1,modelled
N00002579,97.5,77.8,modelled
N00002580,99.0,78.0,modelled
N00002581,99.7,77.9,modelled
N00002582,97.2,77.3,modelled
N00002583,95.7,76.5,modelled
N00002584,98.0,78.1,modelled
N00002585,94.3,75.1,modelled
N00002586,96.0,76.5,modelled
N00002587,95.1,76.3,modelled
N00002588,97.0,77.4,modelled
N00002589,97.5,77.5,modelled
N00002590,95.5,76.7,modelled
N00002591,94.5,76.3,modelled
N00002592,97.2,77.4,modelled
N00002593,95.7,76.3,modelled
N00002594,97.5,77.8,modelled
N00002595,95.0,76.3,modelled
N00002596,98.4,77.4,modelled
N00002597,96.8,77.1,modelled
N00002598,97.0,77.1,modelled
N00002599,96.5,76.4,modelled
N00002600,97.2,77.1,modelled
N00002601,97.0,77.0,modelled
N00002602,97.1,77.1,modelled
N00002603,85.5,70.6,modelled
N00002604,78.0,66.3,modelled
N00002605,82.6,69.1,modelled
N00002606,88.4,71.3,modelled
N00002607,98.3,77.0,modelled
N00002608,78.9,66.2,modelled
N00002609,73.3,64.9,modelled
N00002610,84.2,69.8,modelled
N00002611,83.0,67.7,modelled
N00002612,81.2,68.9,modelled
N00002613,50.9,48.0,modelled
N00002614,95.5,75.8,modelled
N00002615,91.3,73.6,modelled
N00002616,89.8,72.5,modelled
N00002617,94.8,75.4,modelled
N00002618,95.5,75.9,modelled
N00002619,82.0,67.6,modelled
N00002620,65.8,58.1,modelled
N00002621,6.9,20.2,modelled
N00002622,82.5,68.2,modelled
N00002623,7.7,19.5,modelled
N00002624,91.2,72.7,modelled
N00002625,93.7,75.4,modelled
N00002626,91.7,74.4,modelled
N00002627,96.0,76.2,modelled
N00002628,90.9,73.1,modelled
N00002629,98.8,77.7,modelled
N00002630,99.0,78.5,modelled
N00002631,95.3,76.1,modelled
N00002632,92.0,74.4,modelled
N00002633,84.5,69.4,modelled
N00002634,77.2,64.7,modelled
N00002635,92.4,74.3,modelled
N00002636,90.6,72.8,modelled
N00002637,79.2,65.7,modelled
N00002638,85.8,70.0,modelled
N00002639,89.3,72.2,modelled
N00002640,91.0,73.1,modelled
N00002641,84.8,70.2,modelled
N00002642,89.3,72.0,modelled
N00002643,90.8,73.0,modelled
N00002644,88.5,71.8,modelled
N00002645,84.5,69.9,modelled
N00002646,18.5,29.5,modelled
N00002647,28.7,34.9,modelled
N00002648,41.1,42.2,modelled
N00002649,11.9,23.2,modelled
N00002650,8.9,21.5,modelled
N00002651,12.3,24.0,modelled
N00002652,10.4,23.8,modelled
N00002653,82.4,67.9,modelled
N00002654,77.7,65.3,modelled
N00002655,89.6,72.2,modelled
N00002656,87.2,71.9,modelled
N00002657,90.8,73.6,modelled
N00002658,89.3,72.7,modelled
N00002659,93.6,76.2,modelled
N00002660,34.2,38.4,modelled
N00002661,69.6,60.1,modelled
N00002662,46.3,45.5,modelled
N00002663,49.7,49.0,modelled
N00002664,79.5,65.8,modelled
N00002665,49.8,47.7,modelled
N00002666,42.6,42.8,modelled
N00002667,92.4,73.9,modelled
N00002668,90.9,74.0,modelled
N00002669,81.7,67.6,modelled
N00002670,85.8,70.5,modelled
N00002671,93.1,75.0,modelled
N00002672,93.1,75.4,modelled
N00002673,85.7,70.2,modelled
N00002674,95.5,76.2,modelled
N00002675,37.9,40.5,modelled
N00002676,65.0,57.2,modelled
N00002677,38.0,41.0,modelled
N00002678,67.4,59.2,modelled
N00002679,70.0,60.7,modelled
N00002680,57.2,52.4,modelled
N00002681,42.0,43.0,modelled
N00002682,67.8,58.8,modelled
N00002683,30.9,36.0,modelled
N00002684,41.5,42.2,modelled
N00002685,8.6,22.4,modelled
N00002686,6.2,20.6,modelled
N00002687,25.5,33.7,modelled
N00002688,15.5,25.7,modelled
N00002689,55.8,51.1,modelled
N00002690,60.6,54.3,modelled
N00002691,66.8,58.3,modelled
N00002692,68.1,59.2,modelled
N00002693,54.4,50.0,modelled
N00002694,58.0,53.4,modelled
N00002695,78.6,66.5,modelled
N00002696,59.2,53.6,modelled
N00002697,68.4,60.3,modelled
N00002698,69.2,60.2,modelled
N00002699,95.2,75.7,modelled
N00002700,83.2,69.2,modelled
N00002701,80.7,67.5,modelled
N00002702,87.3,71.4,modelled
N00002703,80.6,67.5,modelled
N00002704,79.7,67.1,modelled
N00002705,86.7,71.6,modelled
N00002706,58.8,53.5,modelled
N00002707,62.9,55.8,modelled
N00002708,90.2,72.4,modelled
N00002709,54.3,51.4,modelled
N00002710,70.1,60.4,modelled
N00002711,49.5,47.9,modelled
N00002712,59.0,52.8,modelled
N00002713,74.3,63.2,modelled
N00002714,12.4,24.3,modelled
N00002715,43.9,44.0,modelled
N00002716,10.3,23.5,modelled
N00002717,72.8,62.2,modelled
N00002718,28.5,34.9,modelled
N00002719,15.9,26.5,modelled
N00002720,77.9,65.8,modelled
N00002721,76.3,64.5,modelled
N00002722,79.6,66.7,modelled
N00002723,85.7,70.5,modelled
N00002724,81.3,67.6,modelled
N00002725,70.0,60.1,modelled
N00002726,54.3,53.1,modelled
N00002727,34.6,39.5,modelled
N00002728,34.7,37.7,modelled
N00002729,31.1,36.1,modelled
N00002730,38.0,42.1,modelled
N00002731,54.5,49.8,modelled
N00002732,40.4,41.3,modelled
N00002733,28.4,36.1,modelled
N00002734,21.7,31.3,modelled
N00002735,11.6,23.0,modelled
N00002736,15.7,25.9,modelled
N00002737,11.9,23.7,modelled
N00002738,42.5,42.9,modelled
N00002739,11.3,23.5,modelled
N00002740,42.3,42.4,modelled
N00002741,41.7,44.2,modelled
N00002742,74.7,63.5,modelled
N00002743,62.9,56.1,modelled
N00002744,85.4,70.0,modelled
N00002745,75.6,64.1,modelled
N00002746,80.6,67.4,modelled
N00002747,73.7,62.3,modelled
N00002748,63.5,56.9,modelled
N00002749,73.7,63.2,modelled
N00002750,90.0,72.3,modelled
N00002751,62.1,55.4,modelled
N00002752,48.4,45.8,modelled
N00002753,86.8,71.2,modelled
N00002754,82.0,68.2,modelled
N00002755,67.2,59.1,modelled
N00002756,21.6,29.2,modelled
N00002757,36.2,39.2,modelled
N00002758,31.1,36.2,modelled
N00002759,31.5,37.1,modelled
N00002760,29.7,36.1,modelled
N00002761,24.9,32.7,modelled
N00002762,15.9,26.4,modelled
N00002763,20.7,28.8,modelled
N00002764,60.2,54.7,modelled
N00002765,50.1,48.0,modelled
N00002766,71.3,61.2,modelled
N00002767,44.4,44.6,modelled
N00002768,26.8,32.8,modelled
N00002769,61.5,54.7,modelled
N00002770,65.7,57.4,modelled
N00002771,86.4,70.1,modelled
N00002772,59.9,53.9,modelled
N00002773,74.2,62.5,modelled
N00002774,69.5,60.6,modelled
N00002775,69.9,60.0,modelled
N00002776,65.8,57.3,modelled
N00002777,81.0,67.6,modelled
N00002778,68.9,59.6,modelled
N00002779,82.1,68.1,modelled
N00002780,78.0,65.1,modelled
N00002781,70.1,60.4,modelled
N00002782,81.6,67.9,modelled
N00002783,86.9,70.7,modelled
N00002784,89.3,72.5,modelled
N00002785,87.6,71.3,modelled
N00002786,91.5,73.7,modelled
N00002787,78.4,65.6,modelled
N00002788,63.2,56.9,modelled
N00002789,79.4,66.4,modelled
N00002790,98.0,77.5,modelled
N00002791,63.2,55.9,modelled
N00002792,60.8,53.7,modelled
N00002793,97.1,76.9,modelled
N00002794,70.1,60.1,modelled
N00002795,83.7,68.9,modelled
N00002796,91.1,73.6,modelled
N00002797,54.6,50.3,modelled
N00002798,49.2,46.3,modelled
N00002799,52.3,48.4,modelled
N00002800,58.6,52.8,modelled
N00002801,75.5,63.0,modelled
N00002802,21.2,29.0,modelled
N00002803,43.9,43.7,modelled
N00002804,76.0,63.4,modelled
N00002805,38.8,39.7,modelled
N00002806,21.8,29.4,modelled
N00002807,35.1,37.4,modelled
N00002808,77.4,64.7,modelled
N00002809,57.8,51.9,modelled
N00002810,77.2,64.2,modelled
N00002811,65.0,56.7,modelled
N00002812,63.7,55.8,modelled
N00002813,91.8,73.7,modelled
N00002814,80.0,66.2,modelled
N00002815,89.9,73.3,modelled
N00002816,39.7,41.0,modelled
N00002817,91.9,74.5,modelled
N00002818,87.5,71.9,modelled
N00002819,87.5,71.8,modelled
N00002820,55.5,51.1,modelled
N00002821,53.0,49.1,modelled
N00002822,76.3,64.5,modelled
N00002823,43.2,43.2,modelled
N00002824,51.3,47.8,modelled
N00002825,69.4,59.8,modelled
N00002826,32.3,35.5,modelled
N00002827,35.0,38.2,modelled
N00002828,37.8,39.9,modelled
N00002829,78.2,64.9,modelled
N00002830,59.4,53.9,modelled
N00002831,58.3,52.7,modelled
N00002832,84.4,68.8,modelled
N00002833,48.5,46.3,modelled
N00002834,53.3,49.4,modelled
N00002835,65.4,57.4,modelled
N00002836,59.2,53.3,modelled
N00002837,24.3,31.1,modelled
N00002838,59.3,52.9,modelled
N00002839,54.5,49.6,modelled
N00002840,67.1,58.0,modelled
N00002841,95.0,75.9,modelled
N00002842,94.9,75.6,modelled
N00002843,95.6,76.2,modelled
N00002844,96.1,76.2,modelled
N00002845,94.3,75.4,modelled
N00002846,90.5,73.1,modelled
N00002847,88.8,71.9,modelled
N00002848,93.0,74.5,modelled
N00002849,89.9,72.7,modelled
N00002850,94.2,75.2,modelled
N00002851,92.3,74.2,modelled
N00002852,91.2,73.9,modelled
N00002853,93.5,75.2,modelled
N00002854,88.6,72.1,modelled
N00002855,18.5,27.1,modelled
N00002856,91.7,72.9,modelled
N00002857,52.4,48.8,modelled
N00002858,62.5,56.5,modelled
N00002859,42.8,42.8,modelled
N00002860,32.1,37.1,modelled
N00002861,46.1,47.1,modelled
N00002862,21.4,29.0,modelled
N00002863,33.4,36.5,modelled
N00002864,38.9,41.2,modelled
N00002865,65.5,57.4,modelled
N00002866,28.2,33.9,modelled
N00002867,79.2,65.8,modelled
N00002868,95.3,75.9,modelled
N00002869,85.8,69.9,modelled
N00002870,81.1,67.6,modelled
N00002871,86.9,71.5,modelled
N00002872,89.5,72.3,modelled
N00002873,80.9,66.6,modelled
N00002874,85.1,69.8,modelled
N00002875,16.9,26.0,modelled
N00002876,26.0,31.9,modelled
N00002877,43.1,43.5,modelled
N00002878,23.9,30.7,modelled
N00002879,33.4,36.4,modelled
N00002880,7.3,20.6,modelled
N00002881,11.7,23.1,modelled
N00002882,4.5,18.3,modelled
N00002883,39.3,40.3,modelled
N00002884,26.3,32.3,modelled
N00002885,45.8,45.1,modelled
N00002886,62.3,55.9,modelled
N00002887,28.1,33.6,modelled
N00002888,79.7,65.7,modelled
N00002889,74.7,62.8,modelled
N00002890,47.0,45.6,modelled
N00002891,75.8,63.6,modelled
N00002892,64.8,56.3,modelled
N00002893,73.4,63.0,modelled
N00002894,61.9,54.3,modelled
N00002895,74.5,64.0,modelled
N00002896,26.6,33.2,modelled
N00002897,48.2,46.5,modelled
N00002898,28.1,33.3,modelled
N00002899,7.9,20.2,modelled
N00002900,7.4,20.6,modelled
N00002901,6.9,19.0,modelled
N00002902,88.1,71.2,modelled
N00002903,77.8,65.2,modelled
N00002904,88.4,72.3,modelled
N00002905,88.7,72.1,modelled
N00002906,94.5,75.6,modelled
N00002907,98.3,77.8,modelled
N00002908,93.5,74.8,modelled
N00002909,97.1,76.8,modelled
N00002910,95.0,75.7,modelled
N00002911,92.5,74.2,modelled
N00002912,32.5,36.3,modelled
N00002913,9.4,20.7,modelled
N00002914,28.5,33.7,modelled
N00002915,7.8,19.7,modelled
N00002916,9.0,21.4,modelled
N00002917,85.4,69.4,modelled
N00002918,84.4,69.4,modelled
N00002919,92.1,74.3,modelled
N00002920,91.7,74.1,modelled
N00002921,75.7,63.1,modelled
N00002922,85.5,70.1,modelled
N00002923,78.1,64.5,modelled
N00002924,85.8,69.7,modelled
N00002925,89.1,72.0,modelled
N00002926,93.2,74.7,modelled
N00002927,51.8,48.1,modelled
N00002928,40.8,41.4,modelled
N00002929,73.9,62.6,modelled
N00002930,54.1,49.5,modelled
N00002931,54.1,51.0,modelled
N00002932,48.6,46.4,modelled
N00002933,38.5,40.1,modelled
N00002934,79.7,66.7,modelled
N00002935,83.8,68.7,modelled
N00002936,31.1,34.7,modelled
N00002937,52.6,48.4,modelled
N00002938,27.4,32.9,modelled
N00002939,30.7,35.2,modelled
N00002940,68.0,58.3,modelled
N00002941,52.2,48.1,modelled
N00002942,28.8,33.5,modelled
N00002943,50.7,48.1,modelled
N00002944,54.0,51.6,modelled
N00002945,42.3,42.1,modelled
N00002946,71.4,61.2,modelled
N00002947,64.6,57.9,modelled
N00002948,40.3,41.4,modelled
N00002949,65.3,57.0,modelled
N00002950,49.5,46.5,modelled
N00002951,57.1,51.1,modelled
N00002952,42.3,42.7,modelled
N00002953,27.9,33.0,modelled
N00002954,52.3,48.7,modelled
N00002955,35.8,39.0,modelled
N00002956,70.1,60.4,modelled
N00002957,71.2,60.5,modelled
N00002958,79.5,65.5,modelled
N00002959,64.5,57.3,modelled
N00002960,86.3,69.5,modelled
N00002961,77.9,64.4,modelled
N00002962,94.7,75.1,modelled
N00002963,90.2,73.3,modelled
N00002964,79.9,65.5,modelled
N00002965,67.8,58.4,modelled
N00002966,78.3,65.7,modelled
N00002967,91.7,73.7,modelled
N00002968,86.0,69.8,modelled
N00002969,72.9,61.1,modelled
N00002970,88.6,71.1,modelled
N00002971,65.2,56.9,modelled
N00002972,82.2,67.7,modelled
N00002973,78.4,65.0,modelled
N00002974,84.3,68.6,modelled
N00002975,71.1,60.3,modelled
N00002976,85.7,69.7,modelled
N00002977,68.8,58.9,modelled
N00002978,86.0,70.5,modelled
N00002979,89.0,71.7,modelled
N00002980,62.6,55.2,modelled
N00002981,73.2,61.6,modelled
N00002982,61.8,55.3,modelled
N00002983,58.4,52.9,modelled
N00002984,75.1,64.5,modelled
N00002985,85.0,70.2,modelled
N00002986,80.6,66.9,modelled
N00002987,84.9,69.5,modelled
N00002988,89.8,72.1,modelled
N00002989,55.2,50.2,modelled
N00002990,36.1,37.7,modelled
N00002991,43.3,42.7,modelled
N00002992,83.8,68.6,modelled
N00002993,81.1,67.2,modelled
N00002994,72.8,61.6,modelled
N00002995,68.7,59.7,modelled
N00002996,75.3,63.0,modelled
N00002997,77.2,64.2,modelled
N00002998,80.1,66.0,modelled
N00002999,78.7,65.1,modelled
N00003000,51.4,48.6,modelled
N00003001,15.1,24.6,modelled
N00003002,62.4,55.2,modelled
N00003003,19.2,27.5,modelled
N00003004,28.6,33.2,modelled
N00003005,51.2,48.0,modelled
N00003006,56.8,51.8,modelled
N00003007,53.5,50.2,modelled
N00003008,15.1,25.0,modelled
N00003009,28.5,34.0,modelled
N00003010,28.7,33.9,modelled
N00003011,12.3,23.1,modelled
N00003012,23.4,30.6,modelled
N00003013,31.9,35.5,modelled
N00003014,49.5,46.8,modelled
N00003015,19.3,27.3,modelled
N00003016,23.1,29.9,modelled
N00003017,31.2,35.6,modelled
N00003018,85.4,69.1,modelled
N00003019,85.5,69.4,modelled
N00003020,77.7,64.4,modelled
N00003021,74.2,62.7,modelled
N00003022,63.4,55.4,modelled
N00003023,89.6,72.7,modelled
N00003024,56.8,50.9,modelled
N00003025,37.5,39.8,modelled
N00003026,56.2,51.2,modelled
N00003027,42.4,42.6,modelled
N00003028,17.6,26.2,modelled
N00003029,40.9,41.5,modelled
N00003030,47.4,45.4,modelled
N00003031,50.5,47.4,modelled
N00003032,73.4,62.1,modelled
N00003033,73.6,61.8,modelled
N00003034,87.0,70.7,modelled
N00003035,76.6,64.2,modelled
N00003036,80.6,66.2,modelled
N00003037,79.1,65.6,modelled
N00003038,76.6,63.8,modelled
N00003039,56.4,52.2,modelled
N00003040,55.6,51.1,modelled
N00003041,66.1,57.9,modelled
N00003042,72.8,61.5,modelled
N00003043,51.7,48.3,modelled
N00003044,40.2,40.8,modelled
N00003045,51.7,49.2,modelled
N00003046,74.7,63.6,modelled
N00003047,78.7,64.9,modelled
N00003048,65.7,57.4,modelled
N00003049,84.8,68.9,modelled
N00003050,83.6,68.1,modelled
N00003051,99.7,78.3,modelled
N00003052,92.9,74.2,modelled
N00003053,67.5,57.9,modelled
N00003054,55.9,51.1,modelled
N00003055,62.9,56.0,modelled
N00003056,71.5,61.2,modelled
N00003057,50.7,48.8,modelled
N00003058,69.3,60.5,modelled
N00003059,46.3,45.5,modelled
N00003060,21.2,29.7,modelled
N00003061,49.6,46.8,modelled
N00003062,37.8,38.9,modelled
N00003063,68.9,59.1,modelled
N00003064,9.1,20.8,modelled
N00003065,77.4,64.4,modelled
N00003066,57.8,52.4,modelled
N00003067,17.1,26.9,modelled
N00003068,31.2,35.0,modelled
N00003069,24.0,32.0,modelled
N00003070,17.2,26.8,modelled
N00003071,23.1,31.3,modelled
N00003072,37.7,39.7,modelled
N00003073,4.3,19.1,modelled
N00003074,5.5,19.9,modelled
N00003075,4.5,19.9,modelled
N00003076,5.0,19.8,modelled
N00003077,2.2,17.6,modelled
N00003078,5.5,20.3,modelled
N00003079,17.8,28.1,modelled
N00003080,30.8,34.9,modelled
N00003081,27.1,35.0,modelled
N00003082,20.8,29.0,modelled
N00003083,17.7,28.2,modelled
N00003084,52.5,49.5,modelled
N00003085,11.0,23.4,modelled
N00003086,6.8,19.9,modelled
N00003087,35.0,37.1,modelled
N00003088,43.2,45.4,modelled
N00003089,13.5,25.5,modelled
N00003090,24.1,31.5,modelled
N00003091,34.7,38.6,modelled
N00003092,26.0,32.7,modelled
N00003093,32.2,36.0,modelled
N00003094,22.3,29.3,modelled
N00003095,25.2,32.3,modelled
N00003096,28.5,33.7,modelled
N00003097,26.8,32.5,modelled
N00003098,87.6,71.5,modelled
N00003099,59.9,53.1,modelled
N00003100,77.3,64.3,modelled
N00003101,84.4,69.1,modelled
N00003102,65.0,56.1,modelled
N00003103,39.4,40.6,modelled
N00003104,44.9,44.4,modelled
N00003105,37.2,39.4,modelled
N00003106,11.1,22.5,modelled
N00003107,21.3,29.6,modelled
N00003108,29.5,34.9,modelled
N00003109,15.8,25.9,modelled
N00003110,27.1,33.6,modelled
N00003111,19.1,28.3,modelled
N00003112,31.5,35.7,modelled
N00003113,34.8,37.3,modelled
N00003114,25.6,31.3,modelled
N00003115,17.8,27.8,modelled
N00003116,30.7,34.4,modelled
N00003117,40.4,41.4,modelled
N00003118,45.4,44.8,modelled
N00003119,42.2,42.7,modelled
N00003120,32.2,35.9,modelled
N00003121,36.2,39.3,modelled
N00003122,17.0,26.5,modelled
N00003123,56.0,51.2,modelled
N00003124,39.8,41.2,modelled
N00003125,46.9,45.0,modelled
N00003126,24.4,31.1,modelled
N00003127,43.8,43.6,modelled
N00003128,4.9,19.0,modelled
N00003129,5.0,19.2,modelled
N00003130,5.0,19.4,modelled
N00003131,8.0,21.9,modelled
N00003132,13.5,24.6,modelled
N00003133,17.7,27.4,modelled
N00003134,13.8,25.0,modelled
N00003135,27.5,33.3,modelled
N00003136,29.8,34.9,modelled
N00003137,22.2,29.2,modelled
N00003138,12.8,23.8,modelled
N00003139,6.3,20.5,modelled
N00003140,4.2,19.5,modelled
N00003141,3.1,18.9,modelled
N00003142,5.6,20.5,modelled
N00003143,3.8,21.3,modelled
N00003144,4.7,20.4,modelled
N00003145,18.8,29.4,modelled
N00003146,35.5,39.0,modelled
N00003147,23.4,31.4,modelled
N00003148,25.7,32.6,modelled
N00003149,16.3,27.4,modelled
N00003150,6.0,20.3,modelled
N00003151,7.4,21.9,modelled
N00003152,12.0,23.0,modelled
N00003153,3.8,18.5,modelled
N00003154,10.1,21.6,modelled
N00003155,29.3,33.9,modelled
N00003156,22.0,30.6,modelled
N00003157,42.6,43.1,modelled
N00003158,43.4,43.1,modelled
N00003159,25.1,32.1,modelled
N00003160,36.7,39.9,modelled
N00003161,41.0,42.0,modelled
N00003162,41.7,42.6,modelled
N00003163,29.2,34.1,modelled
N00003164,41.3,42.1,modelled
N00003165,69.1,59.7,modelled
N00003166,38.4,39.8,modelled
N00003167,21.0,28.9,modelled
N00003168,52.8,49.1,modelled
N00003169,45.3,43.9,modelled
N00003170,61.1,54.2,modelled
N00003171,67.3,58.1,modelled
N00003172,61.6,54.9,modelled
N00003173,61.6,54.4,modelled
N00003174,73.4,61.8,modelled
N00003175,59.8,53.5,modelled
N00003176,95.2,76.1,modelled
N00003177,95.8,76.6,modelled
N00003178,97.0,76.6,modelled
N00003179,91.3,73.0,modelled
N00003180,34.2,36.6,modelled
N00003181,45.9,44.8,modelled
N00003182,36.7,38.4,modelled
N00003183,46.6,45.8,modelled
N00003184,39.0,41.8,modelled
N00003185,38.4,40.5,modelled
N00003186,26.7,34.3,modelled
N00003187,44.6,44.4,modelled
N00003188,85.5,69.9,modelled
N00003189,92.9,74.7,modelled
N00003190,76.8,63.8,modelled
N00003191,90.2,72.5,modelled
N00003192,92.0,73.3,modelled
N00003193,30.2,34.4,modelled
N00003194,62.4,55.0,modelled
N00003195,80.2,66.3,modelled
N00003196,40.1,41.7,modelled
N00003197,40.3,41.4,modelled
N00003198,48.4,45.9,modelled
N00003199,47.3,45.2,modelled
N00003200,70.7,60.4,modelled
N00003201,78.8,65.7,modelled
N00003202,86.2,70.4,modelled
N00003203,25.3,31.4,modelled
N00003204,94.0,75.0,modelled
N00003205,87.0,70.8,modelled
N00003206,87.1,70.4,modelled
N00003207,82.8,68.0,modelled
N00003208,93.9,74.9,modelled
N00003209,56.9,52.5,modelled
N00003210,60.1,54.3,modelled
N00003211,65.8,57.7,modelled
N00003212,47.0,46.0,modelled
N00003213,52.7,48.7,modelled
N00003214,37.0,39.0,modelled
N00003215,47.5,45.6,modelled
N00003216,74.0,61.8,modelled
N00003217,45.8,44.6,modelled
N00003218,26.6,31.9,modelled
N00003219,55.2,50.2,modelled
N00003220,86.4,70.1,modelled
N00003221,30.2,34.2,modelled
N00003222,33.1,35.6,modelled
N00003223,42.4,42.4,modelled
N00003224,34.6,36.7,modelled
N00003225,47.8,44.8,modelled
N00003226,34.6,36.7,modelled
N00003227,18.4,26.8,modelled
N00003228,44.3,43.4,modelled
N00003229,46.1,44.4,modelled
N00003230,47.7,45.7,modelled
N00003231,43.6,42.3,modelled
N00003232,14.0,24.1,modelled
N00003233,15.2,24.9,modelled
N00003234,76.4,63.9,modelled
N00003235,75.0,63.2,modelled
N00003236,97.8,77.7,modelled
N00003237,89.1,72.0,modelled
N00003238,91.0,73.1,modelled
N00003239,60.7,53.6,modelled
N00003240,29.2,34.0,modelled
N00003241,9.8,22.0,modelled
N00003242,11.0,22.3,modelled
N00003243,36.9,39.1,modelled
N00003244,13.9,24.6,modelled
N00003245,16.6,28.0,modelled
N00003246,15.2,26.3,modelled
N00003247,31.5,36.9,modelled
N00003248,20.2,28.7,modelled
N00003249,17.0,28.4,modelled
N00003250,6.1,19.5,modelled
N00003251,15.3,26.2,modelled
N00003252,13.9,28.4,modelled
N00003253,13.0,25.2,modelled
N00003254,15.4,26.4,modelled
N00003255,16.9,28.0,modelled
N00003256,8.4,21.5,modelled
N00003257,30.5,35.4,modelled
N00003258,49.2,47.6,modelled
N00003259,22.9,29.2,modelled
N00003260,16.4,25.8,modelled
N00003261,35.1,38.9,modelled
N00003262,6.9,19.8,modelled
N00003263,9.4,22.8,modelled
N00003264,4.3,18.4,modelled
N00003265,8.4,21.1,modelled
N00003266,6.7,19.3,modelled
N00003267,9.6,22.5,modelled
N00003268,23.3,30.8,modelled
N00003269,12.7,24.0,modelled
N00003270,7.3,19.8,modelled
N00003271,13.8,27.9,modelled
N00003272,17.3,28.1,modelled
N00003273,16.3,27.9,modelled
N00003274,16.2,27.1,modelled
N00003275,9.4,23.6,modelled
N00003276,28.5,35.3,modelled
N00003277,16.0,26.7,modelled
N00003278,9.3,22.9,modelled
