id,provider,title,proposedAction,currentProviderUrl,waybackUrl,internetArchiveStatus,sourceProvenanceDraft
medium-prep:7-transport-roads-infrastructure-public-assets:roadworks:01736,Open Data NI,Roadworks,transport-public-asset-batch-review,https://admin.opendatani.gov.uk/dataset/roadworks,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/roadworks,pending-upload-or-linking,Department for Infrastructure - Roads | Roadworks | formats: RSS | current URL: https://admin.opendatani.gov.uk/dataset/roadworks | IA mirror/download link pending; do not expose local drive paths.
medium-prep:7-transport-roads-infrastructure-public-assets:lighting-faults:01737,Open Data NI,Street Lighting Faults,transport-public-asset-batch-review,https://admin.opendatani.gov.uk/dataset/lighting-faults,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/lighting-faults,pending-upload-or-linking,"Department for Infrastructure - Roads | Street Lighting Faults | formats: CSV, CSV., XML | current URL: https://admin.opendatani.gov.uk/dataset/lighting-faults | IA mirror/download link pending; do not expose local drive paths."
medium-prep:7-transport-roads-infrastructure-public-assets:york-street-interchange-lidar:01738,Open Data NI,York Street Interchange LIDAR,hold-special-format,https://admin.opendatani.gov.uk/dataset/york-street-interchange-lidar,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/york-street-interchange-lidar,pending-upload-or-linking,Department for Infrastructure - Roads | York Street Interchange LIDAR | formats: ZIP | current URL: https://admin.opendatani.gov.uk/dataset/york-street-interchange-lidar | IA mirror/download link pending; do not expose local drive paths.
medium-prep:2-irish-election-source-enrichment-data:mo-trutta-and-european-eel-anguilla-anguilla-through-the-burrishoole-traps-co-mayo-ireland-1970-2019:01739,data.gov.ie,"Daily counts of seaward migration of Atlantic salmon (Salmo salar), trout (Salmo trutta) and European eel (Anguilla anguilla), through the Burrishoole traps, Co. Mayo, Ireland, 1970-2019.",enrich-existing-election,https://data.gov.ie/dataset/mo-trutta-and-european-eel-anguilla-anguilla-through-the-burrishoole-traps-co-mayo-ireland-1970-2019,https://web.archive.org/web/*/https://data.gov.ie/dataset/mo-trutta-and-european-eel-anguilla-anguilla-through-the-burrishoole-traps-co-mayo-ireland-1970-2019,pending-upload-or-linking,"Marine Institute | Daily counts of seaward migration of Atlantic salmon (Salmo salar), trout (Salmo trutta) and European eel (Anguilla anguilla), through the Burrishoole traps, Co. Mayo, Ireland, 1970-2019. | formats: HTML, WWW:DOWNLOAD-1.0-HTTP--DOWNLOAD | current URL: https://data.gov.ie/dataset/mo-trutta-and-european-eel-anguilla-anguilla-through-the-burrishoole-traps-co-mayo-ireland-1970-2019 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:7-transport-roads-infrastructure-public-assets:national-road-traffic-counts:01740,data.gov.ie,National Road Traffic Counts,transport-public-asset-batch-review,https://data.gov.ie/dataset/national-road-traffic-counts,https://web.archive.org/web/*/https://data.gov.ie/dataset/national-road-traffic-counts,pending-upload-or-linking,Transport Infrastructure Ireland | National Road Traffic Counts | formats: TSV | current URL: https://data.gov.ie/dataset/national-road-traffic-counts | IA mirror/download link pending; do not expose local drive paths.
medium-prep:7-transport-roads-infrastructure-public-assets:national-roads-travel-times:01741,data.gov.ie,National Roads Travel Times,transport-public-asset-batch-review,https://data.gov.ie/dataset/national-roads-travel-times,https://web.archive.org/web/*/https://data.gov.ie/dataset/national-roads-travel-times,pending-upload-or-linking,Transport Infrastructure Ireland | National Roads Travel Times | formats: XML | current URL: https://data.gov.ie/dataset/national-roads-travel-times | IA mirror/download link pending; do not expose local drive paths.
medium-prep:7-transport-roads-infrastructure-public-assets:national-roads-variable-messaging-signs:01742,data.gov.ie,National Roads Variable Messaging Signs,transport-public-asset-batch-review,https://data.gov.ie/dataset/national-roads-variable-messaging-signs,https://web.archive.org/web/*/https://data.gov.ie/dataset/national-roads-variable-messaging-signs,pending-upload-or-linking,Transport Infrastructure Ireland | National Roads Variable Messaging Signs | formats: XML | current URL: https://data.gov.ie/dataset/national-roads-variable-messaging-signs | IA mirror/download link pending; do not expose local drive paths.
medium-prep:7-transport-roads-infrastructure-public-assets:national-roads-weather-station-data:01743,data.gov.ie,National Roads Weather Station Data,transport-public-asset-batch-review,https://data.gov.ie/dataset/national-roads-weather-station-data,https://web.archive.org/web/*/https://data.gov.ie/dataset/national-roads-weather-station-data,pending-upload-or-linking,Transport Infrastructure Ireland | National Roads Weather Station Data | formats: XML | current URL: https://data.gov.ie/dataset/national-roads-weather-station-data | IA mirror/download link pending; do not expose local drive paths.
medium-prep:7-transport-roads-infrastructure-public-assets:nra01-national-road-length:01744,data.gov.ie,NRA01 - National Road Length,transport-public-asset-batch-review,https://data.gov.ie/dataset/nra01-national-road-length,https://web.archive.org/web/*/https://data.gov.ie/dataset/nra01-national-road-length,pending-upload-or-linking,"Transport Infrastructure Ireland | NRA01 - National Road Length | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/nra01-national-road-length | IA mirror/download link pending; do not expose local drive paths."
medium-prep:7-transport-roads-infrastructure-public-assets:skid-resistance-on-national-roads:01745,data.gov.ie,skid-resistance-on-national-roads,transport-public-asset-batch-review,https://data.gov.ie/dataset/skid-resistance-on-national-roads,https://web.archive.org/web/*/https://data.gov.ie/dataset/skid-resistance-on-national-roads,pending-upload-or-linking,Transport Infrastructure Ireland | skid-resistance-on-national-roads | formats: CSV | current URL: https://data.gov.ie/dataset/skid-resistance-on-national-roads | IA mirror/download link pending; do not expose local drive paths.
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:sus03-post-leaving-cert-grants-awarded:01746,data.gov.ie,SUS03 - Post Leaving Cert - Grants Awarded,source-download-only,https://data.gov.ie/dataset/sus03-post-leaving-cert-grants-awarded,https://web.archive.org/web/*/https://data.gov.ie/dataset/sus03-post-leaving-cert-grants-awarded,pending-upload-or-linking,"Student Universal Support Ireland | SUS03 - Post Leaving Cert - Grants Awarded | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/sus03-post-leaving-cert-grants-awarded | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:sus05-undergraduate-grant-awarded-withinoutside-state:01747,data.gov.ie,SUS05 - Undergraduate - Grant Awarded within/outside state,source-download-only,https://data.gov.ie/dataset/sus05-undergraduate-grant-awarded-withinoutside-state,https://web.archive.org/web/*/https://data.gov.ie/dataset/sus05-undergraduate-grant-awarded-withinoutside-state,pending-upload-or-linking,"Student Universal Support Ireland | SUS05 - Undergraduate - Grant Awarded within/outside state | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/sus05-undergraduate-grant-awarded-withinoutside-state | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:sus06-undergraduate-grants-awarded-to-higher-education-institutions-in-the-state:01748,data.gov.ie,SUS06 - Undergraduate - Grants Awarded to Higher Education Institutions in the State,source-download-only,https://data.gov.ie/dataset/sus06-undergraduate-grants-awarded-to-higher-education-institutions-in-the-state,https://web.archive.org/web/*/https://data.gov.ie/dataset/sus06-undergraduate-grants-awarded-to-higher-education-institutions-in-the-state,pending-upload-or-linking,"Student Universal Support Ireland | SUS06 - Undergraduate - Grants Awarded to Higher Education Institutions in the State | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/sus06-undergraduate-grants-awarded-to-higher-education-institutions-in-the-state | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:sus07-undergraduate-grants-awarded-to-higher-education-institutions-outside-of-state:01749,data.gov.ie,SUS07 - Undergraduate - Grants Awarded to Higher Education Institutions Outside of State,source-download-only,https://data.gov.ie/dataset/sus07-undergraduate-grants-awarded-to-higher-education-institutions-outside-of-state,https://web.archive.org/web/*/https://data.gov.ie/dataset/sus07-undergraduate-grants-awarded-to-higher-education-institutions-outside-of-state,pending-upload-or-linking,"Student Universal Support Ireland | SUS07 - Undergraduate - Grants Awarded to Higher Education Institutions Outside of State | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/sus07-undergraduate-grants-awarded-to-higher-education-institutions-outside-of-state | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:sus12-postgraduate-grants-awarded-to-higher-education-institutions-in-the-state:01750,data.gov.ie,SUS12 - Postgraduate - Grants Awarded to Higher Education Institutions in the State,source-download-only,https://data.gov.ie/dataset/sus12-postgraduate-grants-awarded-to-higher-education-institutions-in-the-state,https://web.archive.org/web/*/https://data.gov.ie/dataset/sus12-postgraduate-grants-awarded-to-higher-education-institutions-in-the-state,pending-upload-or-linking,"Student Universal Support Ireland | SUS12 - Postgraduate - Grants Awarded to Higher Education Institutions in the State | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/sus12-postgraduate-grants-awarded-to-higher-education-institutions-in-the-state | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:sus13-postgraduate-grant-awarded-withinoutside-state:01751,data.gov.ie,SUS13 - Postgraduate - Grant Awarded within/outside state,source-download-only,https://data.gov.ie/dataset/sus13-postgraduate-grant-awarded-withinoutside-state,https://web.archive.org/web/*/https://data.gov.ie/dataset/sus13-postgraduate-grant-awarded-withinoutside-state,pending-upload-or-linking,"Student Universal Support Ireland | SUS13 - Postgraduate - Grant Awarded within/outside state | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/sus13-postgraduate-grant-awarded-withinoutside-state | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:sus14-postgraduate-grants-awarded-to-higher-education-institutions-outside-of-state:01752,data.gov.ie,SUS14 - Postgraduate - Grants Awarded to Higher Education Institutions Outside of State,source-download-only,https://data.gov.ie/dataset/sus14-postgraduate-grants-awarded-to-higher-education-institutions-outside-of-state,https://web.archive.org/web/*/https://data.gov.ie/dataset/sus14-postgraduate-grants-awarded-to-higher-education-institutions-outside-of-state,pending-upload-or-linking,"Student Universal Support Ireland | SUS14 - Postgraduate - Grants Awarded to Higher Education Institutions Outside of State | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/sus14-postgraduate-grants-awarded-to-higher-education-institutions-outside-of-state | IA mirror/download link pending; do not expose local drive paths."
medium-prep:7-transport-roads-infrastructure-public-assets:toa20-number-of-licensed-road-hauliers:01753,data.gov.ie,TOA20 - Number of licensed road hauliers,transport-public-asset-batch-review,https://data.gov.ie/dataset/toa20-number-of-licensed-road-hauliers,https://web.archive.org/web/*/https://data.gov.ie/dataset/toa20-number-of-licensed-road-hauliers,pending-upload-or-linking,"Department of Transport | TOA20 - Number of licensed road hauliers | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/toa20-number-of-licensed-road-hauliers | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:candidates-for-2004-and-2009-local-elections:01754,data.gov.ie,Candidates for 2004 and 2009 Local Elections DCC,enrich-existing-election,https://data.gov.ie/dataset/candidates-for-2004-and-2009-local-elections,https://web.archive.org/web/*/https://data.gov.ie/dataset/candidates-for-2004-and-2009-local-elections,pending-upload-or-linking,Dublin City Council | Candidates for 2004 and 2009 Local Elections DCC | formats: CSV | current URL: https://data.gov.ie/dataset/candidates-for-2004-and-2009-local-elections | IA mirror/download link pending; do not expose local drive paths.
medium-prep:5-local-authority-planning-property-open-data-layers:affordable-housing-scheme-of-priority:01755,data.gov.ie,Affordable Housing Scheme of Priority,local-authority-batch-review,https://data.gov.ie/dataset/affordable-housing-scheme-of-priority,https://web.archive.org/web/*/https://data.gov.ie/dataset/affordable-housing-scheme-of-priority,pending-upload-or-linking,Kildare County Council | Affordable Housing Scheme of Priority | formats: PDF | current URL: https://data.gov.ie/dataset/affordable-housing-scheme-of-priority | IA mirror/download link pending; do not expose local drive paths.
medium-prep:5-local-authority-planning-property-open-data-layers:aie-disclosure-logs-dlr:01756,data.gov.ie,AIE Disclosure Logs DLR,local-authority-batch-review,https://data.gov.ie/dataset/aie-disclosure-logs-dlr,https://web.archive.org/web/*/https://data.gov.ie/dataset/aie-disclosure-logs-dlr,pending-upload-or-linking,Dún Laoghaire-Rathdown County Council | AIE Disclosure Logs DLR | formats: PDF | current URL: https://data.gov.ie/dataset/aie-disclosure-logs-dlr | IA mirror/download link pending; do not expose local drive paths.
medium-prep:5-local-authority-planning-property-open-data-layers:allocations-scheme-for-the-provision-of-social-housing-support-2023:01757,data.gov.ie,Allocations Scheme for the provision of Social Housing Support 2023,local-authority-batch-review,https://data.gov.ie/dataset/allocations-scheme-for-the-provision-of-social-housing-support-2023,https://web.archive.org/web/*/https://data.gov.ie/dataset/allocations-scheme-for-the-provision-of-social-housing-support-2023,pending-upload-or-linking,Kildare County Council | Allocations Scheme for the provision of Social Housing Support 2023 | formats: PDF | current URL: https://data.gov.ie/dataset/allocations-scheme-for-the-provision-of-social-housing-support-2023 | IA mirror/download link pending; do not expose local drive paths.
medium-prep:5-local-authority-planning-property-open-data-layers:anti-social-behaviour-strategy:01758,data.gov.ie,Anti Social Behaviour Strategy,local-authority-batch-review,https://data.gov.ie/dataset/anti-social-behaviour-strategy,https://web.archive.org/web/*/https://data.gov.ie/dataset/anti-social-behaviour-strategy,pending-upload-or-linking,Kildare County Council | Anti Social Behaviour Strategy | formats: PDF | current URL: https://data.gov.ie/dataset/anti-social-behaviour-strategy | IA mirror/download link pending; do not expose local drive paths.
medium-prep:5-local-authority-planning-property-open-data-layers:appendix-1-annual-budget-2020-sdcc1:01759,data.gov.ie,Appendix 1 - Annual Budget 2020 SDCC,local-authority-batch-review,https://data.gov.ie/dataset/appendix-1-annual-budget-2020-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/appendix-1-annual-budget-2020-sdcc1,pending-upload-or-linking,"South Dublin County Council | Appendix 1 - Annual Budget 2020 SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, HTML | current URL: https://data.gov.ie/dataset/appendix-1-annual-budget-2020-sdcc1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:appendix-1-annual-budget-2021-sdcc1:01760,data.gov.ie,Appendix 1 - Annual Budget 2021 SDCC,local-authority-batch-review,https://data.gov.ie/dataset/appendix-1-annual-budget-2021-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/appendix-1-annual-budget-2021-sdcc1,pending-upload-or-linking,"South Dublin County Council | Appendix 1 - Annual Budget 2021 SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, HTML | current URL: https://data.gov.ie/dataset/appendix-1-annual-budget-2021-sdcc1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:appendix-1-annual-budget-2022-sdcc1:01761,data.gov.ie,Appendix 1 - Annual Budget 2022 SDCC,local-authority-batch-review,https://data.gov.ie/dataset/appendix-1-annual-budget-2022-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/appendix-1-annual-budget-2022-sdcc1,pending-upload-or-linking,"South Dublin County Council | Appendix 1 - Annual Budget 2022 SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, HTML | current URL: https://data.gov.ie/dataset/appendix-1-annual-budget-2022-sdcc1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:appendix-1-annual-budget-2023-sdcc1:01762,data.gov.ie,Appendix 1 Annual Budget 2023 SDCC,local-authority-batch-review,https://data.gov.ie/dataset/appendix-1-annual-budget-2023-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/appendix-1-annual-budget-2023-sdcc1,pending-upload-or-linking,"South Dublin County Council | Appendix 1 Annual Budget 2023 SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, HTML | current URL: https://data.gov.ie/dataset/appendix-1-annual-budget-2023-sdcc1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:appendix-1-annual-budget-2024-sdcc1:01763,data.gov.ie,Appendix 1 Annual Budget 2024 SDCC,local-authority-batch-review,https://data.gov.ie/dataset/appendix-1-annual-budget-2024-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/appendix-1-annual-budget-2024-sdcc1,pending-upload-or-linking,"South Dublin County Council | Appendix 1 Annual Budget 2024 SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, HTML | current URL: https://data.gov.ie/dataset/appendix-1-annual-budget-2024-sdcc1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:appendix-2-annual-budget-2020-sdcc1:01764,data.gov.ie,Appendix 2 - Annual Budget 2020 SDCC,local-authority-batch-review,https://data.gov.ie/dataset/appendix-2-annual-budget-2020-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/appendix-2-annual-budget-2020-sdcc1,pending-upload-or-linking,"South Dublin County Council | Appendix 2 - Annual Budget 2020 SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, HTML | current URL: https://data.gov.ie/dataset/appendix-2-annual-budget-2020-sdcc1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:appendix-2-annual-budget-2021-sdcc1:01765,data.gov.ie,Appendix 2 - Annual Budget 2021 SDCC,local-authority-batch-review,https://data.gov.ie/dataset/appendix-2-annual-budget-2021-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/appendix-2-annual-budget-2021-sdcc1,pending-upload-or-linking,"South Dublin County Council | Appendix 2 - Annual Budget 2021 SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, HTML | current URL: https://data.gov.ie/dataset/appendix-2-annual-budget-2021-sdcc1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:appendix-2-annual-budget-2022-sdcc1:01766,data.gov.ie,Appendix 2 - Annual Budget 2022 SDCC,local-authority-batch-review,https://data.gov.ie/dataset/appendix-2-annual-budget-2022-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/appendix-2-annual-budget-2022-sdcc1,pending-upload-or-linking,"South Dublin County Council | Appendix 2 - Annual Budget 2022 SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, HTML | current URL: https://data.gov.ie/dataset/appendix-2-annual-budget-2022-sdcc1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:appendix-2-annual-budget-2023-sdcc1:01767,data.gov.ie,Appendix 2 Annual Budget 2023 SDCC,local-authority-batch-review,https://data.gov.ie/dataset/appendix-2-annual-budget-2023-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/appendix-2-annual-budget-2023-sdcc1,pending-upload-or-linking,"South Dublin County Council | Appendix 2 Annual Budget 2023 SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, HTML | current URL: https://data.gov.ie/dataset/appendix-2-annual-budget-2023-sdcc1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:appendix-2-annual-budget-2024-sdcc1:01768,data.gov.ie,Appendix 2 Annual Budget 2024 SDCC,local-authority-batch-review,https://data.gov.ie/dataset/appendix-2-annual-budget-2024-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/appendix-2-annual-budget-2024-sdcc1,pending-upload-or-linking,"South Dublin County Council | Appendix 2 Annual Budget 2024 SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, HTML | current URL: https://data.gov.ie/dataset/appendix-2-annual-budget-2024-sdcc1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:ardclough-rural-settlement-renewal-masterplan:01769,data.gov.ie,Ardclough Rural Settlement Renewal Masterplan,local-authority-batch-review,https://data.gov.ie/dataset/ardclough-rural-settlement-renewal-masterplan,https://web.archive.org/web/*/https://data.gov.ie/dataset/ardclough-rural-settlement-renewal-masterplan,pending-upload-or-linking,Kildare County Council | Ardclough Rural Settlement Renewal Masterplan | formats: PDF | current URL: https://data.gov.ie/dataset/ardclough-rural-settlement-renewal-masterplan | IA mirror/download link pending; do not expose local drive paths.
medium-prep:5-local-authority-planning-property-open-data-layers:areas-of-choice-kildare:01770,data.gov.ie,Areas of Choice Kildare,local-authority-batch-review,https://data.gov.ie/dataset/areas-of-choice-kildare,https://web.archive.org/web/*/https://data.gov.ie/dataset/areas-of-choice-kildare,pending-upload-or-linking,Kildare County Council | Areas of Choice Kildare | formats: PDF | current URL: https://data.gov.ie/dataset/areas-of-choice-kildare | IA mirror/download link pending; do not expose local drive paths.
medium-prep:5-local-authority-planning-property-open-data-layers:athgarvan-village-renewal-masterplan:01771,data.gov.ie,Athgarvan Village Renewal Masterplan,local-authority-batch-review,https://data.gov.ie/dataset/athgarvan-village-renewal-masterplan,https://web.archive.org/web/*/https://data.gov.ie/dataset/athgarvan-village-renewal-masterplan,pending-upload-or-linking,Kildare County Council | Athgarvan Village Renewal Masterplan | formats: PDF | current URL: https://data.gov.ie/dataset/athgarvan-village-renewal-masterplan | IA mirror/download link pending; do not expose local drive paths.
medium-prep:5-local-authority-planning-property-open-data-layers:audit-report:01772,data.gov.ie,Audit Report,local-authority-batch-review,https://data.gov.ie/dataset/audit-report,https://web.archive.org/web/*/https://data.gov.ie/dataset/audit-report,pending-upload-or-linking,Kildare County Council | Audit Report | formats: PDF | current URL: https://data.gov.ie/dataset/audit-report | IA mirror/download link pending; do not expose local drive paths.
medium-prep:5-local-authority-planning-property-open-data-layers:ballitore-tanyard-conservation-architect-s-report:01773,data.gov.ie,Ballitore Tanyard Conservation Architect’s Report,local-authority-batch-review,https://data.gov.ie/dataset/ballitore-tanyard-conservation-architect-s-report,https://web.archive.org/web/*/https://data.gov.ie/dataset/ballitore-tanyard-conservation-architect-s-report,pending-upload-or-linking,Kildare County Council | Ballitore Tanyard Conservation Architect’s Report | formats: PDF | current URL: https://data.gov.ie/dataset/ballitore-tanyard-conservation-architect-s-report | IA mirror/download link pending; do not expose local drive paths.
medium-prep:5-local-authority-planning-property-open-data-layers:bme-humidity-gorey:01774,data.gov.ie,"BME - Humidity in Gorey, Co. Wexford",local-authority-batch-review,https://data.gov.ie/dataset/bme-humidity-gorey,https://web.archive.org/web/*/https://data.gov.ie/dataset/bme-humidity-gorey,pending-upload-or-linking,"Wexford County Council | BME - Humidity in Gorey, Co. Wexford | formats: CSV, ESRI REST SERVICE | current URL: https://data.gov.ie/dataset/bme-humidity-gorey | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:bme-pressure-gorey:01775,data.gov.ie,"BME - Pressure in Gorey, Co. Wexford",local-authority-batch-review,https://data.gov.ie/dataset/bme-pressure-gorey,https://web.archive.org/web/*/https://data.gov.ie/dataset/bme-pressure-gorey,pending-upload-or-linking,"Wexford County Council | BME - Pressure in Gorey, Co. Wexford | formats: CSV, ESRI REST SERVICE | current URL: https://data.gov.ie/dataset/bme-pressure-gorey | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:bme-temperature-celsius-in-gorey-co-wexford:01776,data.gov.ie,"BME - Temperature Celsius in Gorey, Co. Wexford",local-authority-batch-review,https://data.gov.ie/dataset/bme-temperature-celsius-in-gorey-co-wexford,https://web.archive.org/web/*/https://data.gov.ie/dataset/bme-temperature-celsius-in-gorey-co-wexford,pending-upload-or-linking,"Wexford County Council | BME - Temperature Celsius in Gorey, Co. Wexford | formats: CSV, ESRI REST SERVICE | current URL: https://data.gov.ie/dataset/bme-temperature-celsius-in-gorey-co-wexford | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:budget:01777,data.gov.ie,Budget,local-authority-batch-review,https://data.gov.ie/dataset/budget,https://web.archive.org/web/*/https://data.gov.ie/dataset/budget,pending-upload-or-linking,Kildare County Council | Budget | formats: PDF | current URL: https://data.gov.ie/dataset/budget | IA mirror/download link pending; do not expose local drive paths.
medium-prep:5-local-authority-planning-property-open-data-layers:burialgrounds:01778,data.gov.ie,Burial Grounds Registers of Interments,local-authority-batch-review,https://data.gov.ie/dataset/burialgrounds,https://web.archive.org/web/*/https://data.gov.ie/dataset/burialgrounds,pending-upload-or-linking,Kildare County Council | Burial Grounds Registers of Interments | formats: PDF | current URL: https://data.gov.ie/dataset/burialgrounds | IA mirror/download link pending; do not expose local drive paths.
medium-prep:5-local-authority-planning-property-open-data-layers:capital-programme-2021-2023:01779,data.gov.ie,Capital Programme 2021 - 2023,local-authority-batch-review,https://data.gov.ie/dataset/capital-programme-2021-2023,https://web.archive.org/web/*/https://data.gov.ie/dataset/capital-programme-2021-2023,pending-upload-or-linking,Kildare County Council | Capital Programme 2021 - 2023 | formats: PDF | current URL: https://data.gov.ie/dataset/capital-programme-2021-2023 | IA mirror/download link pending; do not expose local drive paths.
medium-prep:5-local-authority-planning-property-open-data-layers:carbon-monoxide-co-level-in-gorey-co-wexford:01780,data.gov.ie,"Carbon Monoxide – CO Level in Gorey, Co. Wexford",local-authority-batch-review,https://data.gov.ie/dataset/carbon-monoxide-co-level-in-gorey-co-wexford,https://web.archive.org/web/*/https://data.gov.ie/dataset/carbon-monoxide-co-level-in-gorey-co-wexford,pending-upload-or-linking,"Wexford County Council | Carbon Monoxide – CO Level in Gorey, Co. Wexford | formats: CSV, ESRI REST SERVICE | current URL: https://data.gov.ie/dataset/carbon-monoxide-co-level-in-gorey-co-wexford | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:castledermot-small-town-renewal-masterplan-2024:01781,data.gov.ie,Castledermot Small Town Renewal Masterplan 2024,local-authority-batch-review,https://data.gov.ie/dataset/castledermot-small-town-renewal-masterplan-2024,https://web.archive.org/web/*/https://data.gov.ie/dataset/castledermot-small-town-renewal-masterplan-2024,pending-upload-or-linking,Kildare County Council | Castledermot Small Town Renewal Masterplan 2024 | formats: PDF | current URL: https://data.gov.ie/dataset/castledermot-small-town-renewal-masterplan-2024 | IA mirror/download link pending; do not expose local drive paths.
medium-prep:5-local-authority-planning-property-open-data-layers:celbridge-pay-parking-bye-laws-2015-map-3369-as-adopted:01782,data.gov.ie,Celbridge Pay Parking Bye-Laws 2015 (Map 3369) as adopted,local-authority-batch-review,https://data.gov.ie/dataset/celbridge-pay-parking-bye-laws-2015-map-3369-as-adopted,https://web.archive.org/web/*/https://data.gov.ie/dataset/celbridge-pay-parking-bye-laws-2015-map-3369-as-adopted,pending-upload-or-linking,Kildare County Council | Celbridge Pay Parking Bye-Laws 2015 (Map 3369) as adopted | formats: PDF | current URL: https://data.gov.ie/dataset/celbridge-pay-parking-bye-laws-2015-map-3369-as-adopted | IA mirror/download link pending; do not expose local drive paths.
medium-prep:5-local-authority-planning-property-open-data-layers:celbridge-pay-parking-bye-laws-2015-maps:01783,data.gov.ie,Celbridge Pay Parking Bye-Laws 2015 (Map 3369) as adopted,local-authority-batch-review,https://data.gov.ie/dataset/celbridge-pay-parking-bye-laws-2015-maps,https://web.archive.org/web/*/https://data.gov.ie/dataset/celbridge-pay-parking-bye-laws-2015-maps,pending-upload-or-linking,Kildare County Council | Celbridge Pay Parking Bye-Laws 2015 (Map 3369) as adopted | formats: PDF | current URL: https://data.gov.ie/dataset/celbridge-pay-parking-bye-laws-2015-maps | IA mirror/download link pending; do not expose local drive paths.
