text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"RT @SJAMcBride: There won't be official figures until the morning, but based on various sources turnout seems likely to be not far off the…",FALSE,0,NA,2016-05-05 23:59:35,FALSE,NA,7.28374E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ni_mhearnog,15,TRUE,FALSE,NA,NA
RT @AlanJRodgers: Election coverage was also dominating in @Ulster_Herald 35 years ago. Council poll and Bobby Sands. #AE16 https://t.co/do…,FALSE,0,NA,2016-05-05 23:56:58,FALSE,NA,7.28373E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ni_mhearnog,5,TRUE,FALSE,NA,NA
RT @MarkMcKelveyUH: Bumped into @RossHusseyMLA on his tour of WT polling stations. Says low turnout everywhere. Approx 30% so far #AE16 htt…,FALSE,0,NA,2016-05-05 23:56:40,FALSE,NA,7.28373E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ni_mhearnog,4,TRUE,FALSE,NA,NA
Truly fascinated to learn the outcome of #ae16,FALSE,0,NA,2016-05-05 23:54:47,FALSE,NA,7.28372E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",themattbeaumont,0,FALSE,FALSE,NA,NA
"RT @DuncanNeill: I see #BothVotesSNP is trending in Belfast. Nevermind Glenrothes or Rutherglen, I'm waiting to see if the SNP win the Foyl…",FALSE,0,NA,2016-05-05 23:53:41,FALSE,NA,7.28372E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",susan_bell1212,4,TRUE,FALSE,NA,NA
"RT @DuncanNeill: I see #BothVotesSNP is trending in Belfast. Nevermind Glenrothes or Rutherglen, I'm waiting to see if the SNP win the Foyl…",FALSE,0,NA,2016-05-05 23:52:48,FALSE,NA,7.28372E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",chrisndundee,4,TRUE,FALSE,NA,NA
"RT @DuncanNeill: I see #BothVotesSNP is trending in Belfast. Nevermind Glenrothes or Rutherglen, I'm waiting to see if the SNP win the Foyl…",FALSE,0,NA,2016-05-05 23:52:17,FALSE,NA,7.28372E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",buzzy_bee,4,TRUE,FALSE,NA,NA
"RT @DuncanNeill: I see #BothVotesSNP is trending in Belfast. Nevermind Glenrothes or Rutherglen, I'm waiting to see if the SNP win the Foyl…",FALSE,0,NA,2016-05-05 23:52:05,FALSE,NA,7.28372E+17,NA,"<a href=""http://www.makeuseof.com/tag/how-to-build-a-raspberry-pi-twitter-bot/"" rel=""nofollow"">BOGBOT</a>",IsThisAB0t,4,TRUE,FALSE,NA,NA
Scotland will always succeed at being ahead. Being able to vote from the age of 16 is flipping amazing! #ae16 #ScottishElection2016,FALSE,0,NA,2016-05-05 23:51:30,FALSE,NA,7.28372E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",matt_reuben,0,FALSE,FALSE,NA,NA
"I see #BothVotesSNP is trending in Belfast. Nevermind Glenrothes or Rutherglen, I'm waiting to see if the SNP win the Foyle. #sp16 #ae16",FALSE,5,NA,2016-05-05 23:51:25,FALSE,NA,7.28372E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",DuncanNeill,4,FALSE,FALSE,NA,NA
RT @JackODwyerHenry: Here are the final results of today's @MethodyBelfast mock #AE16 Belfast South election: https://t.co/gYF2FtAObf,FALSE,0,NA,2016-05-05 23:51:20,FALSE,NA,7.28372E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ClareBaileyGPNI,6,TRUE,FALSE,NA,NA
Methodist College @MethodyBelfast mock #BelfastSouth #ae16 poll results https://t.co/Mx6KQKnMAB https://t.co/Sv0kEaRQNf,FALSE,2,NA,2016-05-05 23:49:12,FALSE,NA,7.28371E+17,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",SluggerOToole,2,FALSE,FALSE,NA,NA
Methodist College @MethodyBelfast mock #BelfastSouth #ae16 poll results... https://t.co/PlAfJngJRS,FALSE,0,NA,2016-05-05 23:49:10,FALSE,NA,7.28371E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",mickfealty,1,FALSE,FALSE,NA,NA
"RT @daithimckay: Too tired to tweet, too tired to think. Going to get some rest for tomorrow - can't be too tired to tally! <ed><U+00A0><U+00BD><ed><U+00B8><U+00B4><ed><U+00A0><U+00BD><ed><U+00B8><U+00B4><ed><U+00A0><U+00BD><ed><U+00B8><U+00B4>#AE16",FALSE,0,NA,2016-05-05 23:48:32,FALSE,NA,7.28371E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",IrelandUncut,1,TRUE,FALSE,NA,NA
#NorthernIreland not counting until tomorrow. It's not even the sabbath. What's is this?! #ae16,FALSE,3,NA,2016-05-05 23:44:07,FALSE,NA,7.2837E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JoeCorina,2,FALSE,FALSE,NA,NA
"Too tired to tweet, too tired to think. Going to get some rest for tomorrow - can't be too tired to tally! <ed><U+00A0><U+00BD><ed><U+00B8><U+00B4><ed><U+00A0><U+00BD><ed><U+00B8><U+00B4><ed><U+00A0><U+00BD><ed><U+00B8><U+00B4>#AE16",FALSE,16,NA,2016-05-05 23:43:59,FALSE,NA,7.2837E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",daithimckay,1,FALSE,FALSE,NA,NA
"RT @yesequality2016: #HelpLoveWin in Northern Ireland, vote for equality #AE16 &amp; sign the petition to #StopVeto6: https://t.co/1ZZDTwWjYB h…",FALSE,0,NA,2016-05-05 23:43:36,FALSE,NA,7.2837E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Rhiskiboi91,39,TRUE,FALSE,NA,NA
RT @KarinaMcGinley: Took this picture in West Belfast today. It needs no caption. Hope #ae16 brings positive change to NI. https://t.co/Tzo…,FALSE,0,NA,2016-05-05 23:43:29,FALSE,NA,7.2837E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NickPCousins,6,TRUE,FALSE,NA,NA
"RT @LADFLEG: Ok Northern Ireland, time's up, pens down. Let's see how badly you've fucked up this test.
#ae16",FALSE,0,NA,2016-05-05 23:42:56,FALSE,NA,7.28369E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JonathanMcCusk3,63,TRUE,FALSE,NA,NA
"RT @LabourAlt: Thanks to all voted us today. No matter the result time to build a new kind of politics against sectarianism, bigotry and cu…",FALSE,0,NA,2016-05-05 23:36:04,FALSE,NA,7.28368E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",emacdaibhi,7,TRUE,FALSE,NA,NA
RT @saramoore_utv: Counting begins tomorrow. I'm at Valley Leisure Centre for south&amp;east Antrim. Oh I take 1 sugar in my coffee. #ae16  htt…,FALSE,0,NA,2016-05-05 23:33:56,FALSE,NA,7.28367E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Deano_Crues,1,TRUE,FALSE,NA,NA
Too many people with learning difficulties and mental health diagnosis end up in the criminal justice system #policecustody #ae16,FALSE,0,NA,2016-05-05 23:33:22,FALSE,NA,7.28367E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",irelandawakened,0,FALSE,FALSE,NA,NA
RT @Seed_Of_Liberty: Lol @NewtonEmerson is right... The campaign wasn't sectarian enough to inspire(?) the electorate into action. #ae16 #t…,FALSE,0,NA,2016-05-05 23:32:09,FALSE,NA,7.28367E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",hughmccloy,1,TRUE,FALSE,NA,NA
"RT @SJAMcBride: There won't be official figures until the morning, but based on various sources turnout seems likely to be not far off the…",FALSE,0,NA,2016-05-05 23:31:04,FALSE,NA,7.28366E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",saramoore_utv,15,TRUE,FALSE,NA,NA
"I hope in Northern Ireland, people got out and made a difference and vote in #ae16 , Sure just look at what we achieved down here in #GE16",FALSE,1,NA,2016-05-05 23:30:33,FALSE,NA,7.28366E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",truthfulleftist,0,FALSE,FALSE,NA,NA
"RT @SJAMcBride: There won't be official figures until the morning, but based on various sources turnout seems likely to be not far off the…",FALSE,0,NA,2016-05-05 23:30:20,FALSE,NA,7.28366E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rangersallover,15,TRUE,FALSE,NA,NA
Only half of me is happy we don't count through the night in NI (security reasons) #ae16 (that's the half of me that likes sleep/adulthood),FALSE,0,NA,2016-05-05 23:29:18,FALSE,NA,7.28366E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jloulo,0,FALSE,FALSE,NA,NA
RT @PatrickLeo109: @SJAMcBride @McCrossanMLA polls have closed in West Tyrone #ae16 #wt16 Barrack St Strabane - Box32 546/960 - 56%; Box33…,FALSE,0,NA,2016-05-05 23:28:25,FALSE,NA,7.28366E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",grainne_leonard,3,TRUE,FALSE,NA,NA
RT @nwbrux: Picking up two themes on #ae16: 1) Nat turnout relatively down (again); 2) Abortion a really big issue on doorsteps. #fb,FALSE,0,NA,2016-05-05 23:28:23,FALSE,NA,7.28366E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PatrickCorrigan,12,TRUE,FALSE,NA,NA
RT @PatrickLeo109: Its been a busy few weeks on the #WT16 #ae16 campaign trail but it will be worth it @McCrossanMLA @SDLPlive https://t.co…,FALSE,0,NA,2016-05-05 23:27:30,FALSE,NA,7.28366E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",grainne_leonard,1,TRUE,FALSE,NA,NA
"RT @yesequality2016: Today we demonstrated that ""hope will never be silent"" &amp; regardless of #AE16 results, love will win in N.Ireland <U+2764><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BF><U+0086> h…",FALSE,0,NA,2016-05-05 23:27:27,FALSE,NA,7.28366E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",maguireannmarie,77,TRUE,FALSE,NA,NA
"RT @SJAMcBride: There won't be official figures until the morning, but based on various sources turnout seems likely to be not far off the…",FALSE,0,NA,2016-05-05 23:27:08,FALSE,NA,7.28365E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PatrickLeo109,15,TRUE,FALSE,NA,NA
RT @davidcmoore1: Farage predicts UKIP will win seats in Northern Ireland on 'breakthrough night'. Would be very surprised if they manage o…,FALSE,0,NA,2016-05-05 23:26:50,FALSE,NA,7.28365E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NeeNawtogirls,2,TRUE,FALSE,NA,NA
RT @nwbrux: Picking up two themes on #ae16: 1) Nat turnout relatively down (again); 2) Abortion a really big issue on doorsteps. #fb,FALSE,0,NA,2016-05-05 23:26:02,FALSE,NA,7.28365E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RyanMcDowell1,12,TRUE,FALSE,NA,NA
"RT @MLAsAndTheLike: When it comes to posters, CISTA are doin' it for themselves. #ae16 https://t.co/mwfmrIH2f6",FALSE,0,NA,2016-05-05 23:23:16,FALSE,NA,7.28364E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Noble_Kylie,7,TRUE,FALSE,NA,NA
Its been a busy few weeks on the #WT16 #ae16 campaign trail but it will be worth it @McCrossanMLA @SDLPlive https://t.co/TuxDECPi9s,FALSE,1,NA,2016-05-05 23:21:30,FALSE,NA,7.28364E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PatrickLeo109,1,FALSE,FALSE,NA,NA
RT @LawCentreNI: #AE16 candidates: 6 straighforward ideas for @niassembly to improve #socialjustice in #NI https://t.co/HucpZtz7jd https://…,FALSE,0,NA,2016-05-05 23:20:31,FALSE,NA,7.28364E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",Claireli78,5,TRUE,FALSE,NA,NA
Farage predicts UKIP will win seats in Northern Ireland on 'breakthrough night'. Would be very surprised if they manage one #ae16,FALSE,3,NA,2016-05-05 23:20:03,FALSE,NA,7.28364E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",davidcmoore1,2,FALSE,FALSE,NA,NA
"RT @LADFLEG: Ok Northern Ireland, time's up, pens down. Let's see how badly you've fucked up this test.
#ae16",FALSE,0,NA,2016-05-05 23:19:07,FALSE,NA,7.28363E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yossariaaa,63,TRUE,FALSE,NA,NA
RT @MartinMcAuley: Out to West Belfast with the only local MLA to vote against giving the Tories welfare powers @AlexAttwoodMLA! #AE16 http…,FALSE,0,NA,2016-05-05 23:17:33,FALSE,NA,7.28363E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SheilaMcWade,4,TRUE,FALSE,NA,NA
"RT @yesequality2016: Today we demonstrated that ""hope will never be silent"" &amp; regardless of #AE16 results, love will win in N.Ireland <U+2764><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BF><U+0086> h…",FALSE,0,NA,2016-05-05 23:17:23,FALSE,NA,7.28363E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ddubs_twug,77,TRUE,FALSE,NA,NA
"Vote cast in the wild wesht (Tyrone). Early shift ain't gunna be pretty tomorrow,  knackered from the drive.  #ae16",FALSE,3,NA,2016-05-05 23:16:53,FALSE,NA,7.28363E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",damien_utv,0,FALSE,FALSE,NA,NA
Glad that @cathycgh mentioned the Assembly opposition on @bbctheview tonight. Does the public even know about it? (1) #AE16,FALSE,2,NA,2016-05-05 23:16:29,FALSE,NA,7.28363E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",andyflembot,0,FALSE,FALSE,NA,NA
RT @JackODwyerHenry: Here are the final results of today's @MethodyBelfast mock #AE16 Belfast South election: https://t.co/gYF2FtAObf,FALSE,0,NA,2016-05-05 23:16:24,FALSE,NA,7.28363E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",cathycgh,6,TRUE,FALSE,NA,NA
"RT @LabourAlt: Thanks to all voted us today. No matter the result time to build a new kind of politics against sectarianism, bigotry and cu…",FALSE,0,NA,2016-05-05 23:16:12,FALSE,NA,7.28363E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",laurenth0mps0n,7,TRUE,FALSE,NA,NA
RT @nwbrux: Picking up two themes on #ae16: 1) Nat turnout relatively down (again); 2) Abortion a really big issue on doorsteps. #fb,FALSE,0,NA,2016-05-05 23:14:03,FALSE,NA,7.28362E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",SeanyBeau,12,TRUE,FALSE,NA,NA
"RT @jsni: Say a prayer on polling day for wisdom and discernment, today and thereafter #ae16 @niassembly https://t.co/Bg8Y1GPWAu",FALSE,0,NA,2016-05-05 23:13:38,FALSE,NA,7.28362E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",cherylmeban,3,TRUE,FALSE,NA,NA
"RT @Farrell_Mairead: Adh mór to all our candidates in #ae16 tomorrow, particularly our younger candidates @mgs_eire @mfearonsf  &amp; @CatSeele…",FALSE,0,NA,2016-05-05 23:12:34,FALSE,NA,7.28362E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MarkFrance62,5,TRUE,FALSE,NA,NA
@BBCNewsNI after most of the UK has completed their counting first.#ae16,FALSE,0,BBCNewsNI,2016-05-05 23:12:30,FALSE,7.28361E+17,7.28362E+17,622123,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ryan_W2172,0,FALSE,FALSE,NA,NA
RT @hevwilson_e: Genuinely trust @NicholaMallon to care and look out for the best interests of ALL the people of North Belfast. #ae16 #make…,FALSE,0,NA,2016-05-05 23:11:47,FALSE,NA,7.28362E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SarahDevlin83,3,TRUE,FALSE,NA,NA
RT @JamesAGardiner: Get out and vote today. #ae16 #NorthernIreland https://t.co/Oo4lOykIPw,FALSE,0,NA,2016-05-05 23:10:42,FALSE,NA,7.28361E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jmccorry1,19,TRUE,FALSE,NA,NA
"RT @LADFLEG: Ok Northern Ireland, time's up, pens down. Let's see how badly you've fucked up this test.
#ae16",FALSE,0,NA,2016-05-05 23:10:30,FALSE,NA,7.28361E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GrainneMcDowell,63,TRUE,FALSE,NA,NA
"@RuthDE #ae16 predicted turnout near 55% to the biggest single majority % don't complain , Ruth has gone dictatorial :)",FALSE,0,RuthDE,2016-05-05 23:09:47,FALSE,7.27099E+17,7.28361E+17,20944642,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",McnabbTeddy,0,FALSE,FALSE,NA,NA
RT @KateNicholl: HAPPY POLLING DAY!!!! Good luck to my friends @duncan_morrow &amp; @PaulaJaneB! South Belfast will be better with them in the…,FALSE,0,NA,2016-05-05 23:09:44,FALSE,NA,7.28361E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",irenejovaras,7,TRUE,FALSE,NA,NA
"RT @Farrell_Mairead: Adh mór to all our candidates in #ae16 tomorrow, particularly our younger candidates @mgs_eire @mfearonsf  &amp; @CatSeele…",FALSE,0,NA,2016-05-05 23:08:40,FALSE,NA,7.28361E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mgs_eire,5,TRUE,FALSE,NA,NA
RT @ritchyk: Last leaflet drop for #AE16 done! 113 miles walked all over #SouthDown in 3 wks for 3 brilliant #SinnFein candidates https://t…,FALSE,0,NA,2016-05-05 23:08:36,FALSE,NA,7.28361E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mgs_eire,2,TRUE,FALSE,NA,NA
RT @nigreenways: Election Cycle final countdown: @mgs_eire takes South Down to a 75% response rate :) #AE16 https://t.co/rUcDWPd8S3 https:/…,FALSE,0,NA,2016-05-05 23:08:21,FALSE,NA,7.28361E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mgs_eire,3,TRUE,FALSE,NA,NA
RT @dmcbfs: The SUN front page today #ae16 https://t.co/xUEsrIMUMQ,FALSE,0,NA,2016-05-05 23:07:46,FALSE,NA,7.28361E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",maryannaq56,42,TRUE,FALSE,NA,NA
"RT @SJAMcBride: There won't be official figures until the morning, but based on various sources turnout seems likely to be not far off the…",FALSE,0,NA,2016-05-05 23:07:40,FALSE,NA,7.28361E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",julianoneill,15,TRUE,FALSE,NA,NA
RT @Ryan_W2172: Most of UK Verses Northern Ireland right now #ae16 https://t.co/nQL9fOpFY8,FALSE,0,NA,2016-05-05 23:07:07,FALSE,NA,7.2836E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",belfastbarman,1,TRUE,FALSE,NA,NA
"RT @SJAMcBride: There won't be official figures until the morning, but based on various sources turnout seems likely to be not far off the…",FALSE,0,NA,2016-05-05 23:07:07,FALSE,NA,7.2836E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ColmDore,15,TRUE,FALSE,NA,NA
"RT @Odbe34: And so a long day has come to an end, but more than looking forward to the count for Belfast South for @PurlsofColour #NIelects…",FALSE,0,NA,2016-05-05 23:06:28,FALSE,NA,7.2836E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sueatkilmeedy,2,TRUE,FALSE,NA,NA
Do you remember that time last year where I watched #GE2015 results and completed two full assignments. Good times. #ae16,FALSE,0,NA,2016-05-05 23:04:43,FALSE,NA,7.2836E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",matt_reuben,0,FALSE,FALSE,NA,NA
@SJAMcBride coalition of spoilt / non-voters highest % #ae16 now what does that say ?,FALSE,0,SJAMcBride,2016-05-05 23:04:38,FALSE,7.28359E+17,7.2836E+17,456632163,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",McnabbTeddy,0,FALSE,FALSE,NA,NA
RT @dmcbfs: The SUN front page today #ae16 https://t.co/xUEsrIMUMQ,FALSE,0,NA,2016-05-05 23:04:30,FALSE,NA,7.2836E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NeeNawtogirls,42,TRUE,FALSE,NA,NA
RT @JackODwyerHenry: Here are the final results of today's @MethodyBelfast mock #AE16 Belfast South election: https://t.co/gYF2FtAObf,FALSE,0,NA,2016-05-05 23:04:30,FALSE,NA,7.2836E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",ChrisBrowne_,6,TRUE,FALSE,NA,NA
RT @AmandaFBelfast: The sun is setting on another day in #Belfast... What will tomorrow bring?! #AE16 https://t.co/7gYvKbarLg,FALSE,0,NA,2016-05-05 23:04:29,FALSE,NA,7.2836E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kellydoherty,7,TRUE,FALSE,NA,NA
"RT @SJAMcBride: There won't be official figures until the morning, but based on various sources turnout seems likely to be not far off the…",FALSE,0,NA,2016-05-05 23:02:58,FALSE,NA,7.28359E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Democrat84,15,TRUE,FALSE,NA,NA
"RT @SJAMcBride: There won't be official figures until the morning, but based on various sources turnout seems likely to be not far off the…",FALSE,0,NA,2016-05-05 23:02:46,FALSE,NA,7.28359E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NI_Anonymous_,15,TRUE,FALSE,NA,NA
"There won't be official figures until the morning, but based on various sources turnout seems likely to be not far off the 55% in 2011 #ae16",FALSE,8,NA,2016-05-05 23:02:09,FALSE,NA,7.28359E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SJAMcBride,15,FALSE,FALSE,NA,NA
Not been on #BBCNews until now - but I'm afraid my attention is taken by #ae16,FALSE,0,NA,2016-05-05 23:01:54,FALSE,NA,7.28359E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Odbe34,0,FALSE,FALSE,NA,NA
RT @GrahamZola25: good night with @paulgivan &amp; @T3robbie Hope that good vote management will return a full quota of #unionists in lagan val…,FALSE,0,NA,2016-05-05 23:01:31,FALSE,NA,7.28359E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",paulgivan,1,TRUE,FALSE,NA,NA
"RT @Odbe34: And so a long day has come to an end, but more than looking forward to the count for Belfast South for @PurlsofColour #NIelects…",FALSE,0,NA,2016-05-05 23:00:43,FALSE,NA,7.28359E+17,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",PurlsofColour,2,TRUE,FALSE,NA,NA
RT @theplathdiaries: Marriage Equality and Extend the 1967 Act. We accept nothing less than full rights for all citizens #AE16 https://t.co…,FALSE,0,NA,2016-05-05 23:00:40,FALSE,NA,7.28359E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",IdeasWhittler,6,TRUE,FALSE,NA,NA
RT @bbctheview: .@JonTonge predicts gains for UUP #AE16,FALSE,0,NA,2016-05-05 23:00:21,FALSE,NA,7.28359E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NeeNawtogirls,2,TRUE,FALSE,NA,NA
RT @connal99: Seamus Close on @bbctheview asking us to spare a thought for MLAs who may lose their seats. Failed to mention huge redundancy…,FALSE,0,NA,2016-05-05 23:00:03,FALSE,NA,7.28359E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",EKontorravdis,2,TRUE,FALSE,NA,NA
RT @sheenamjackson: Report by @BBCGarethG on @bbctheview featuring 3 Independents is the most entertaining coverage of #ae16 I've seen. Pri…,FALSE,0,NA,2016-05-05 23:00:00,FALSE,NA,7.28359E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bbctheview,3,TRUE,FALSE,NA,NA
"And so a long day has come to an end, but more than looking forward to the count for Belfast South for @PurlsofColour #NIelects #ae16",FALSE,0,NA,2016-05-05 22:59:30,FALSE,NA,7.28358E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Odbe34,2,FALSE,FALSE,NA,NA
"Prof John Tonge 'looks like number of cross-community preference transfers will remain the same at about 1%' 
This upsets me #ae16",FALSE,3,NA,2016-05-05 22:58:14,FALSE,NA,7.28358E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",EKontorravdis,0,FALSE,FALSE,NA,NA
"RT @yesequality2016: Today we demonstrated that ""hope will never be silent"" &amp; regardless of #AE16 results, love will win in N.Ireland <U+2764><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BF><U+0086> h…",FALSE,0,NA,2016-05-05 22:57:41,FALSE,NA,7.28358E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ThomUnderworld,77,TRUE,FALSE,NA,NA
RT @BBCNewsNI: BBC News NI has a team of reporters at each #AE16 count centre - follow them here. https://t.co/GYGfOzNsY0 https://t.co/oqLN…,FALSE,0,NA,2016-05-05 22:57:39,FALSE,NA,7.28358E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TVconormac,19,TRUE,FALSE,NA,NA
"RT @yesequality2016: Equal love = equal recognition = equal marriage. Equality doesn't do 2nd best, love shouldn't have a 2nd class #AE16 h…",FALSE,0,NA,2016-05-05 22:57:21,FALSE,NA,7.28358E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ThomUnderworld,53,TRUE,FALSE,NA,NA
