DZ2021_cd,OA_CODE_dominant,OA_CODE_point
N20002437,95SS050006,95SS140003
N20002438,95SS030001,95SS030001
N20002439,95SS030003,95SS030003
N20002440,95SS030001,95SS030004
N20002441,95SS150003,95SS150003
N20002442,95SS030002,95SS030002
N20002443,95SS150003,95SS150004
N20002444,95SS030004,95SS030008
N20002445,95SS030006,95SS030006
N20002446,95SS030008,95SS030008
N20002447,95SS030009,95SS030009
N20002448,95SS030008,95SS030008
N20002449,95SS080002,95SS080002
N20002450,95SS080001,95SS080011
N20002451,95SS080001,95SS080001
N20002452,95SS080004,95SS080004
N20002453,95SS080006,95SS080006
N20002454,95SS080007,95SS080007
N20002455,95FF020004,95FF020004
N20002456,95II110001,95II110001
N20002457,95II110004,95II110004
N20002458,95II110002,95II110005
N20002459,95II110007,95II110007
N20002460,95II030003,95II030003
N20002461,95II200005,95II200003
N20002462,95II200001,95II200001
N20002463,95II200009,95II200009
N20002464,95II030011,95II030001
N20002465,95II030004,95II030004
N20002466,95II200003,95II200003
N20002467,95II030002,95II030002
N20002468,95II150006,95II150009
N20002469,95II030007,95II030006
N20002470,95II200006,95II200006
N20002471,95II030008,95II030008
N20002472,95II150007,95II150007
N20002473,95II020008,95II020006
N20002474,95II020004,95II020004
N20002475,95II150003,95II150003
N20002476,95II150004,95II150004
N20002477,95II020014,95II020009
N20002478,95II020010,95II020010
N20002479,95II150001,95II150001
N20002480,95II030010,95II030010
N20002481,95II020012,95II020011
N20002482,95II150004,95II150004
N20002483,95II050006,95II050006
N20002484,95II060003,95II060003
N20002485,95II050006,95II050006
N20002486,95II050008,95II050008
N20002487,95II190010,95II050008
N20002488,95II050002,95II050010
N20002489,95II060004,95II060004
N20002490,95II060006,95II050010
N20002491,95II060005,95II060005
N20002492,95II190011,95II050003
N20002493,95II050003,95II050003
N20002494,95II060008,95II060008
N20002495,95II060009,95II060009
N20002496,95II050005,95II050005
N20002497,95II060002,95II060008
N20002498,95II190006,95II190006
N20002499,95II190001,95II190001
N20002500,95II040009,95II040009
N20002501,95II040009,95II040009
N20002502,95II090009,95II090009
N20002503,95II090011,95II090010
N20002504,95II090011,95II090011
N20002505,95II040009,95II040009
N20002506,95II130002,95II130002
N20002507,95II090001,95II090001
N20002508,95II090001,95II090001
N20002509,95II040009,95II040009
N20002510,95II130001,95II130001
N20002511,95II130006,95II130005
N20002512,95II130002,95II130004
N20002513,95II040005,95II040005
N20002514,95II040003,95II040006
N20002515,95II040008,95II040002
N20002516,95II090004,95II090004
N20002517,95II130008,95II130008
N20002518,95II040009,95II040009
N20002519,95II090006,95II090006
N20002520,95II130009,95II130009
N20002521,95II100003,95II100003
N20002522,95II100004,95II100004
N20002523,95II040004,95II040004
N20002524,95II130003,95II130003
N20002525,95II130010,95II130010
N20002526,95II040004,95II040004
N20002527,95II040007,95II100007
N20002528,95II040004,95II040004
N20002529,95II100009,95II100009
N20002530,95II100008,95II100008
N20002531,95II010005,95II010005
N20002532,95II010004,95II010004
N20002533,95II100002,95II100002
N20002534,95II010008,95II010007
N20002535,95II100002,95II100002
N20002536,95II010008,95II010009
N20002537,95II010002,95II010002
N20002538,95II040004,95II040004
N20002539,95II040004,95II040004
N20002540,95II010001,95II010001
N20002541,95II190004,95II010001
N20002542,95II190003,95II190004
N20002543,95II190002,95II190002
N20002544,95II190007,95II190007
N20002545,95II190009,95II190009
N20002546,95II190005,95II190008
N20002547,95II190006,95II190006
N20002548,95DD120005,95DD120006
N20002549,95DD120002,95DD120002
N20002550,95DD120001,95DD120004
N20002551,95DD120003,95DD120003
N20002552,95DD220001,95DD220001
N20002553,95DD220002,95DD220002
N20002554,95DD100003,95DD100006
N20002555,95DD100003,95DD100007
N20002556,95DD100008,95DD100007
N20002557,95DD100004,95DD100004
N20002558,95DD100008,95DD100008
N20002559,95DD100001,95DD100001
N20002560,95DD220002,95DD220002
N20002561,95DD220007,95DD220007
N20002562,95DD220003,95DD220006
N20002563,95DD220005,95DD220005
N20002564,95DD140001,95DD020002
N20002565,95DD140004,95DD140004
N20002566,95DD140001,95DD140003
N20002567,95DD140005,95DD140005
N20002568,95DD140001,95DD140001
N20002569,95DD140007,95DD140007
N20002570,95DD140006,95DD140006
N20002571,95DD020001,95DD020001
N20002572,95DD020011,95DD020011
N20002573,95DD140008,95DD140008
N20002574,95DD020002,95DD020002
N20002575,95DD020003,95DD020003
N20002576,95DD020007,95DD020007
N20002577,95DD220008,95DD220008
N20002578,95DD020009,95DD020009
N20002579,95DD020006,95DD020009
N20002580,95DD170003,95DD170003
N20002581,95DD170003,95DD020006
N20002582,95DD170002,95DD170002
N20002583,95DD170005,95DD170005
N20002584,95DD170007,95DD170007
N20002585,95DD170001,95DD170001
N20002586,95DD170007,95DD170007
N20002587,95DD110005,95DD110005
N20002588,95DD110006,95DD110006
N20002589,95DD110008,95DD110008
N20002590,95DD240005,95DD240005
N20002591,95DD210003,95DD210003
N20002592,95DD240001,95DD240007
N20002593,95DD240002,95DD240007
N20002594,95DD110008,95DD110008
N20002595,95DD060002,95DD060002
N20002596,95DD130004,95DD240001
N20002597,95DD210004,95DD210005
N20002598,95DD240004,95DD240006
N20002599,95DD060004,95DD060004
N20002600,95DD060006,95DD060006
N20002601,95DD130004,95DD130004
N20002602,95DD130004,95DD130006
N20002603,95DD060005,95DD060005
N20002604,95DD240003,95DD130006
N20002605,95DD130004,95DD130002
N20002606,95DD210005,95DD210005
N20002607,95DD060001,95DD060007
N20002608,95DD130005,95DD130005
N20002609,95DD010004,95DD010005
N20002610,95DD010006,95DD010006
N20002611,95DD080007,95DD080007
N20002612,95DD240004,95DD240004
N20002613,95DD210001,95DD210001
N20002614,95DD080004,95DD080007
N20002615,95DD010002,95DD010002
N20002616,95DD080004,95DD080004
N20002617,95DD080002,95DD080002
N20002618,95DD010006,95DD010006
N20002619,95DD050005,95DD050005
N20002620,95DD080004,95DD080003
N20002621,95DD010004,95DD010004
N20002622,95DD050003,95DD050003
N20002623,95DD010003,95DD010003
N20002624,95DD030007,95DD030007
N20002625,95DD080004,95DD200001
N20002626,95DD050006,95DD200005
N20002627,95DD200004,95DD200004
N20002628,95DD180003,95DD180003
N20002629,95DD200002,95DD200002
N20002630,95DD030002,95DD030002
N20002631,95DD050004,95DD050004
N20002632,95DD050002,95DD050002
N20002633,95DD030001,95DD030001
N20002634,95DD030002,95DD030004
N20002635,95DD030005,95DD030005
N20002636,95DD030005,95DD030005
N20002637,95DD030006,95DD030006
N20002638,95DD030006,95DD030006
N20002639,95DD150003,95DD150003
N20002640,95DD150003,95DD150003
N20002641,95DD150003,95DD150003
N20002642,95DD230006,95DD230004
N20002643,95DD150006,95DD150005
N20002644,95DD090001,95DD090001
N20002645,95DD090001,95DD090002
N20002646,95DD150007,95DD150007
N20002647,95DD090002,95DD090002
N20002648,95DD230004,95DD230004
N20002649,95DD230005,95DD230006
N20002650,95DD090003,95DD090005
N20002651,95DD230002,95DD230002
N20002652,95DD070001,95DD070004
N20002653,95DD090004,95DD090004
N20002654,95DD070003,95DD070002
N20002655,95DD090006,95DD090005
N20002656,95DD070004,95DD070004
N20002657,95DD070008,95DD070008
N20002658,95DD070005,95DD070005
N20002659,95DD070004,95DD070004
N20002660,95DD070008,95DD070009
N20002661,95DD070006,95DD070006
N20002662,95DD160004,95DD230001
N20002663,95DD230003,95DD230002
N20002664,95DD160005,95DD160005
N20002665,95DD040007,95DD200007
N20002666,95DD040007,95DD040007
N20002667,95DD180006,95DD180006
N20002668,95DD160004,95DD160004
N20002669,95DD040003,95DD040001
N20002670,95DD180007,95DD180005
N20002671,95DD040002,95DD040002
N20002672,95DD180001,95DD180001
N20002673,95DD040006,95DD040006
N20002674,95DD160002,95DD160002
N20002675,95DD160003,95DD160003
N20002676,95DD160006,95DD160003
N20002677,95DD160001,95DD160001
N20002678,95DD190003,95DD190003
N20002679,95DD160005,95DD160005
N20002680,95DD190009,95DD190009
N20002681,95DD190007,95DD190005
N20002682,95DD190008,95DD190008
N20002683,95DD190001,95DD190001
N20002684,95DD190004,95DD190005
N20002685,95QQ060002,95QQ060002
N20002686,95QQ060002,95QQ060003
N20002687,95QQ060004,95QQ060004
N20002688,95QQ060006,95QQ060006
N20002689,95QQ100001,95QQ100003
N20002690,95QQ060006,95QQ060006
N20002691,95QQ100001,95QQ100001
N20002692,95QQ050004,95QQ050004
N20002693,95QQ050005,95QQ050005
N20002694,95QQ100005,95QQ100005
N20002695,95QQ050007,95QQ050007
N20002696,95QQ040001,95QQ040001
N20002697,95QQ090005,95QQ090005
N20002698,95QQ040005,95QQ040005
N20002699,95QQ050001,95QQ050001
N20002700,95QQ050002,95QQ050002
N20002701,95QQ040006,95QQ040006
N20002702,95QQ050003,95QQ050003
N20002703,95QQ090006,95QQ090006
N20002704,95QQ030005,95QQ030005
N20002705,95QQ140002,95QQ140002
N20002706,95QQ140003,95QQ140003
N20002707,95QQ150005,95QQ150005
N20002708,95QQ080005,95QQ080005
N20002709,95QQ120006,95QQ040002
N20002710,95QQ030002,95QQ030002
N20002711,95QQ080003,95QQ080003
N20002712,95QQ080002,95QQ080002
N20002713,95QQ090006,95QQ090006
N20002714,95QQ150002,95QQ150001
N20002715,95QQ150006,95QQ150006
N20002716,95QQ140002,95QQ140002
N20002717,95QQ150006,95QQ150001
N20002718,95QQ150004,95QQ150004
N20002719,95QQ010004,95QQ010004
N20002720,95QQ090004,95QQ090004
N20002721,95QQ090003,95QQ090003
N20002722,95QQ010001,95QQ010001
N20002723,95QQ010003,95QQ010003
N20002724,95QQ010002,95QQ010006
N20002725,95QQ120002,95QQ120002
N20002726,95QQ120001,95QQ120001
N20002727,95QQ070002,95QQ070002
N20002728,95QQ120001,95QQ120004
N20002729,95QQ070005,95QQ070005
N20002730,95QQ140004,95QQ140004
N20002731,95QQ140002,95QQ140004
N20002732,95QQ070007,95QQ070007
N20002733,95QQ140004,95QQ140004
N20002734,95QQ070009,95QQ070009
N20002735,95QQ120005,95QQ120005
N20002736,95QQ070009,95QQ070009
N20002737,95QQ140007,95QQ140007
N20002738,95QQ140007,95QQ140007
N20002739,95QQ130007,95QQ130007
N20002740,95QQ140008,95QQ140006
N20002741,95QQ110001,95QQ110003
N20002742,95QQ140008,95QQ140009
N20002743,95QQ130003,95QQ130001
N20002744,95QQ110002,95QQ110005
N20002745,95QQ110002,95QQ110002
N20002746,95QQ140009,95QQ140009
N20002747,95QQ020002,95QQ020002
N20002748,95QQ130006,95QQ130006
N20002749,95QQ020006,95QQ020006
N20002750,95QQ020004,95QQ020004
N20002751,95QQ130004,95QQ130004
N20002752,95QQ020005,95QQ020004
N20002753,95QQ020006,95QQ020004
N20002754,95HH010005,95HH010005
N20002755,95HH010002,95HH010002
N20002756,95HH010006,95HH010006
N20002757,95HH160004,95HH160004
N20002758,95HH160002,95HH160002
N20002759,95HH160004,95HH160004
N20002760,95HH010007,95HH010007
N20002761,95HH010007,95HH160005
N20002762,95HH160001,95HH160001
N20002763,95HH060004,95HH060004
N20002764,95HH020003,95HH020003
N20002765,95HH060007,95HH060007
N20002766,95HH020004,95HH020004
N20002767,95HH060010,95HH060010
N20002768,95HH060004,95HH060005
N20002769,95HH020005,95HH020004
N20002770,95HH060005,95HH060005
N20002771,95HH020006,95HH020006
N20002772,95HH110003,95HH110003
N20002773,95HH120003,95HH120005
N20002774,95HH150001,95HH150001
N20002775,95HH060008,95HH060011
N20002776,95HH120002,95HH120002
N20002777,95HH020007,95HH020007
N20002778,95HH060009,95HH060002
N20002779,95HH060003,95HH060010
N20002780,95HH110003,95HH110003
N20002781,95HH110005,95HH110005
N20002782,95HH020008,95HH020008
N20002783,95HH030006,95HH030006
N20002784,95HH030001,95HH030001
N20002785,95HH030003,95HH030006
N20002786,95HH150002,95HH150002
N20002787,95HH150003,95HH150003
N20002788,95HH020002,95HH020002
N20002789,95HH030004,95HH030001
N20002790,95HH110002,95HH110005
N20002791,95HH150007,95HH150005
N20002792,95HH140006,95HH140006
N20002793,95HH150006,95HH150006
N20002794,95HH140002,95HH140001
N20002795,95HH090006,95HH090006
N20002796,95HH090009,95HH090007
N20002797,95HH090008,95HH090008
N20002798,95HH090003,95HH090010
N20002799,95HH090002,95HH090001
N20002800,95HH090003,95HH090003
N20002801,95HH090002,95HH090002
N20002802,95HH170006,95HH170006
N20002803,95HH120001,95HH120001
N20002804,95HH040001,95HH040001
N20002805,95HH040002,95HH040003
N20002806,95HH170002,95HH170001
N20002807,95HH170003,95HH170003
N20002808,95HH040004,95HH040004
N20002809,95HH170007,95HH170007
N20002810,95HH170001,95HH170001
N20002811,95HH040004,95HH130001
N20002812,95HH170004,95HH170004
N20002813,95HH130004,95HH130004
N20002814,95HH040007,95HH040007
N20002815,95HH130003,95HH130003
N20002816,95HH110001,95HH110001
N20002817,95HH130002,95HH130002
N20002818,95HH050002,95HH050002
N20002819,95HH050001,95HH050001
N20002820,95HH170005,95HH170005
N20002821,95HH050005,95HH050005
N20002822,95HH050004,95HH050004
N20002823,95HH080003,95HH080003
N20002824,95HH080004,95HH080004
N20002825,95HH100005,95HH100005
N20002826,95HH100006,95HH100006
N20002827,95HH100003,95HH100003
N20002828,95HH070003,95HH070003
N20002829,95HH100004,95HH100004
N20002830,95HH080001,95HH080001
N20002831,95HH070002,95HH070002
N20002832,95HH100001,95HH100001
N20002833,95HH070005,95HH070004
N20002834,95HH070001,95HH070001
N20002835,95HH080008,95HH080008
N20002836,95HH080007,95HH080007
N20002837,95TT110002,95TT110002
N20002838,95TT160001,95TT160001
N20002839,95TT150003,95TT110002
N20002840,95TT150001,95TT150001
N20002841,95TT110001,95TT110001
N20002842,95TT110002,95TT110002
N20002843,95TT160002,95TT160002
N20002844,95TT110004,95TT150004
N20002845,95TT110004,95TT110004
N20002846,95TT150005,95TT150005
N20002847,95TT110005,95TT110005
N20002848,95TT060005,95TT060005
N20002849,95TT160003,95TT160003
N20002850,95TT100001,95TT100001
N20002851,95TT100002,95TT100002
N20002852,95TT110006,95TT110006
N20002853,95TT060002,95TT060002
N20002854,95TT100004,95TT100004
N20002855,95TT100002,95TT100007
N20002856,95TT100005,95TT100005
N20002857,95TT060006,95TT060002
N20002858,95TT100006,95TT100006
N20002859,95TT060004,95TT060004
N20002860,95TT090001,95TT090001
N20002861,95TT060003,95TT060003
N20002862,95TT090004,95TT090004
N20002863,95TT090004,95TT090002
N20002864,95TT090003,95TT090003
N20002865,95TT020005,95TT020005
N20002866,95TT020001,95TT060005
N20002867,95TT120002,95TT120002
N20002868,95TT020004,95TT020004
N20002869,95TT020006,95TT020003
N20002870,95TT020003,95TT020003
N20002871,95TT070005,95TT070005
N20002872,95TT120004,95TT120004
N20002873,95TT040006,95TT040006
N20002874,95TT040006,95TT040002
N20002875,95TT040002,95TT040002
N20002876,95TT120006,95TT120006
N20002877,95TT070004,95TT030005
N20002878,95TT040003,95TT040003
N20002879,95TT070001,95TT070001
N20002880,95TT030009,95TT030009
N20002881,95TT030008,95TT030001
N20002882,95TT030005,95TT030005
N20002883,95TT030007,95TT030003
N20002884,95TT030003,95TT030004
N20002885,95TT040001,95TT040004
N20002886,95TT080002,95TT080002
N20002887,95TT010006,95TT010006
N20002888,95TT120001,95TT120001
N20002889,95TT010005,95TT030002
N20002890,95TT040005,95TT040005
N20002891,95TT010002,95TT010002
N20002892,95TT010001,95TT010001
N20002893,95TT010003,95TT010003
N20002894,95TT050008,95TT050008
N20002895,95TT050003,95TT050003
N20002896,95TT050001,95TT050001
N20002897,95TT050003,95TT050003
N20002898,95TT050001,95TT050001
N20002899,95TT050004,95TT050004
N20002900,95TT050002,95TT050002
N20002901,95TT050005,95TT050003
N20002902,95TT140004,95TT140005
N20002903,95TT140003,95TT140003
N20002904,95TT050005,95TT130007
N20002905,95TT140006,95TT140006
N20002906,95TT050006,95TT050006
N20002907,95TT130005,95TT130005
N20002908,95TT130004,95TT130004
N20002909,95TT130006,95TT130006
N20002910,95TT140002,95TT140002
N20002911,95TT080002,95TT080001
N20002912,95TT130001,95TT130001
N20002913,95TT080004,95TT080004
N20002914,95TT080005,95TT080005
N20002915,95TT080001,95TT080001
N20002916,95KK150006,95KK150006
N20002917,95KK150005,95KK150005
N20002918,95KK070003,95KK070003
N20002919,95KK150002,95KK150002
N20002920,95KK070002,95KK070002
N20002921,95KK080003,95KK080003
N20002922,95KK080003,95KK080005
N20002923,95KK080004,95KK080004
N20002924,95KK080006,95KK080006
N20002925,95KK150004,95KK150004
N20002926,95KK070005,95KK070005
N20002927,95KK150001,95KK150001
N20002928,95KK080001,95KK150002
N20002929,95KK030003,95KK030003
N20002930,95KK030001,95KK030001
N20002931,95KK100003,95KK100003
N20002932,95KK070001,95KK110005
N20002933,95KK010004,95KK020005
N20002934,95KK090005,95KK090005
N20002935,95KK110006,95KK110006
N20002936,95KK010004,95KK010004
N20002937,95KK090006,95KK090001
N20002938,95KK110002,95KK110007
N20002939,95KK020001,95KK020001
N20002940,95KK090002,95KK090002
N20002941,95KK110004,95KK110004
N20002942,95KK020004,95KK020002
N20002943,95KK070001,95KK070001
N20002944,95KK100004,95KK100004
N20002945,95KK110003,95KK110003
N20002946,95KK110003,95KK110003
N20002947,95KK090004,95KK090004
N20002948,95KK030005,95KK030005
N20002949,95KK160003,95KK160003
N20002950,95KK090003,95KK090003
N20002951,95KK020003,95KK020003
N20002952,95KK020003,95KK020005
N20002953,95KK160006,95KK160006
N20002954,95KK090003,95KK090003
N20002955,95KK160005,95KK160005
N20002956,95KK040007,95KK040007
N20002957,95KK160001,95KK160006
N20002958,95KK020004,95KK060006
N20002959,95KK020003,95KK020003
N20002960,95KK060003,95KK060003
N20002961,95KK040006,95KK040006
N20002962,95KK040002,95KK040003
N20002963,95KK040003,95KK040003
N20002964,95KK060005,95KK060005
N20002965,95KK130004,95KK130004
N20002966,95KK030005,95KK030005
N20002967,95KK100001,95KK100001
N20002968,95KK130003,95KK130003
N20002969,95KK130004,95KK130004
N20002970,95KK120002,95KK120002
N20002971,95KK130001,95KK100002
N20002972,95KK120004,95KK120004
N20002973,95KK120001,95KK120001
N20002974,95KK120003,95KK120003
N20002975,95KK010002,95KK010002
N20002976,95KK010003,95KK010003
N20002977,95KK050003,95KK050002
N20002978,95KK050001,95KK010005
N20002979,95KK140001,95KK140001
N20002980,95KK050001,95KK050001
N20002981,95KK140002,95KK140002
N20002982,95KK050004,95KK050004
N20002983,95KK140003,95KK140004
N20002984,95KK050005,95KK050005
N20002985,95KK130002,95KK130002
N20002986,95KK140001,95KK140003
N20002987,95OO140001,95KK130001
N20002988,95KK140003,95KK140003
N20002989,95OO220005,95OO220005
N20002990,95OO010004,95OO010004
N20002991,95OO220005,95OO220005
N20002992,95OO010003,95OO140001
N20002993,95OO100007,95OO100007
N20002994,95OO120003,95OO120003
N20002995,95OO120004,95OO120004
N20002996,95OO140001,95OO140001
N20002997,95OO100001,95OO100001
N20002998,95OO010003,95OO010003
N20002999,95OO120001,95OO120001
N20003000,95OO220001,95OO220001
N20003001,95OO100004,95OO100004
N20003002,95OO110002,95OO110002
N20003003,95OO110005,95OO110005
N20003004,95OO140002,95OO140002
N20003005,95OO100005,95OO100005
N20003006,95OO100002,95OO100002
N20003007,95OO010001,95OO010001
N20003008,95OO110007,95OO110007
N20003009,95OO120002,95OO120002
N20003010,95OO110004,95OO110006
N20003011,95OO110005,95OO110005
N20003012,95OO100006,95OO100006
N20003013,95OO110001,95OO110001
N20003014,95OO140003,95OO140005
N20003015,95OO220003,95OO220005
N20003016,95OO220004,95OO220004
N20003017,95OO220003,95OO220003
N20003018,95OO120002,95OO120002
N20003019,95OO110001,95OO110001
N20003020,95OO150002,95OO150002
N20003021,95OO220004,95OO170005
N20003022,95OO180005,95OO180005
N20003023,95OO210003,95OO210003
N20003024,95OO150001,95OO180005
N20003025,95OO210004,95OO210004
N20003026,95OO150002,95OO180006
N20003027,95OO180004,95OO180004
N20003028,95OO150003,95OO150003
N20003029,95OO150005,95OO150004
N20003030,95OO210005,95OO210006
N20003031,95OO180005,95OO180005
N20003032,95OO050004,95OO050004
N20003033,95OO050006,95OO050005
N20003034,95OO180006,95OO180006
N20003035,95OO210001,95OO210001
N20003036,95OO170006,95OO170005
N20003037,95OO210006,95OO210006
N20003038,95OO180002,95OO180001
N20003039,95OO180003,95OO180004
N20003040,95OO180003,95OO180003
N20003041,95OO050002,95OO050002
N20003042,95OO050001,95OO050001
N20003043,95OO050003,95OO050003
N20003044,95OO130004,95OO130004
N20003045,95OO130004,95OO130004
N20003046,95OO130006,95OO130006
N20003047,95OO130007,95OO130007
N20003048,95OO170003,95OO170006
N20003049,95OO130002,95OO130002
N20003050,95OO050001,95OO200001
N20003051,95OO130003,95OO190007
N20003052,95OO200002,95OO200002
N20003053,95OO200006,95OO200006
N20003054,95OO190007,95OO190007
N20003055,95OO190001,95OO190003
N20003056,95OO190001,95OO190007
N20003057,95OO060002,95OO060005
N20003058,95OO190002,95OO190002
N20003059,95OO190004,95OO190004
N20003060,95OO190005,95OO190005
N20003061,95OO190006,95OO190006
N20003062,95OO060002,95OO060002
N20003063,95OO040005,95OO010005
N20003064,95OO140003,95OO140003
N20003065,95OO010001,95OO080005
N20003066,95OO080005,95OO080005
N20003067,95OO080001,95OO080001
N20003068,95OO040006,95OO040006
N20003069,95OO080002,95OO080002
N20003070,95OO040005,95OO040005
N20003071,95OO080003,95OO080003
N20003072,95OO070004,95OO070004
N20003073,95OO020005,95OO020005
N20003074,95OO030005,95OO040001
N20003075,95OO070004,95OO070006
N20003076,95OO040002,95OO040002
N20003077,95OO060006,95OO060006
N20003078,95OO040004,95OO040003
N20003079,95OO070006,95OO070006
N20003080,95OO030006,95OO040004
N20003081,95OO090001,95OO020001
N20003082,95OO060001,95OO060001
N20003083,95OO030006,95OO030003
N20003084,95OO030001,95OO030001
N20003085,95OO090002,95OO090002
N20003086,95OO070005,95OO070005
N20003087,95OO090001,95OO020003
N20003088,95OO030002,95OO030002
N20003089,95OO020002,95OO020002
N20003090,95OO030003,95OO030004
N20003091,95OO090003,95OO090002
N20003092,95OO070001,95OO070001
N20003093,95OO160006,95OO090005
N20003094,95OO160003,95OO160001
N20003095,95OO070002,95OO070001
N20003096,95OO090005,95OO090005
N20003097,95OO160002,95OO160002
N20003098,95OO160001,95OO160004
N20003099,95OO160003,95OO160003
N20003100,95OO070002,95OO070002
N20003101,95VV290006,95VV290006
N20003102,95VV290001,95VV290001
N20003103,95VV290005,95VV290001
N20003104,95VV220005,95VV220005
N20003105,95VV290003,95VV030005
N20003106,95VV290002,95VV290002
N20003107,95VV220002,95VV220005
N20003108,95VV290004,95VV290004
N20003109,95VV030007,95VV030007
N20003110,95VV030005,95VV030005
N20003111,95VV030004,95VV030004
N20003112,95VV150007,95VV150002
N20003113,95VV030002,95VV030002
N20003114,95VV020001,95VV020001
N20003115,95VV120002,95VV120002
N20003116,95VV030003,95VV030003
N20003117,95VV120004,95VV120003
N20003118,95VV030002,95VV030002
N20003119,95VV220006,95VV220006
N20003120,95VV120006,95VV120006
N20003121,95VV290003,95VV290003
N20003122,95VV060001,95VV060001
N20003123,95VV120007,95VV120007
N20003124,95VV060005,95VV060006
N20003125,95VV220001,95VV220001
N20003126,95VV060003,95VV060003
N20003127,95VV250003,95VV250003
N20003128,95VV220003,95VV220003
N20003129,95VV060007,95VV060007
N20003130,95VV250002,95VV250002
N20003131,95VV080004,95VV080004
N20003132,95VV080002,95VV080002
N20003133,95VV250007,95VV250007
N20003134,95VV250004,95VV250004
N20003135,95VV170004,95VV170004
N20003136,95VV250001,95VV250004
N20003137,95VV080001,95VV080001
N20003138,95VV170002,95VV170002
N20003139,95VV170002,95VV170002
N20003140,95VV080002,95VV080002
N20003141,95VV250006,95VV250001
N20003142,95VV250001,95VV250001
N20003143,95VV170008,95VV170008
N20003144,95VV080003,95VV080003
N20003145,95VV170006,95VV170006
N20003146,95VV090005,95VV090006
N20003147,95VV090004,95VV090006
N20003148,95VV080006,95VV080003
N20003149,95VV170005,95VV170005
N20003150,95VV090002,95VV090002
N20003151,95VV080006,95VV080006
N20003152,95VV090001,95VV090001
N20003153,95VV090003,95VV090003
N20003154,95VV300003,95VV300002
N20003155,95VV110007,95VV110007
N20003156,95VV110008,95VV110009
N20003157,95VV150002,95VV150002
N20003158,95VV300001,95VV300001
N20003159,95VV150008,95VV150008
N20003160,95VV110009,95VV110009
N20003161,95VV150008,95VV150008
N20003162,95VV020001,95VV020001
N20003163,95VV300007,95VV300005
N20003164,95VV150003,95VV150003
N20003165,95VV300004,95VV300004
N20003166,95VV020002,95VV020002
N20003167,95VV020003,95VV020003
N20003168,95VV300006,95VV300006
N20003169,95VV280010,95VV280010
N20003170,95VV150006,95VV150006
N20003171,95VV020007,95VV020007
N20003172,95VV020006,95VV020006
N20003173,95VV120007,95VV120007
N20003174,95VV100008,95VV020006
N20003175,95VV280002,95VV280002
N20003176,95VV100009,95VV100006
N20003177,95VV100007,95VV100007
N20003178,95VV280003,95VV280003
N20003179,95VV300006,95VV100008
N20003180,95VV280004,95VV280004
N20003181,95VV280006,95VV280006
N20003182,95VV100005,95VV100005
N20003183,95VV100002,95VV100009
N20003184,95VV280007,95VV280007
N20003185,95VV140002,95VV140002
N20003186,95VV100004,95VV100004
N20003187,95VV270002,95VV270002
N20003188,95VV140004,95VV140004
N20003189,95VV270005,95VV270005
N20003190,95VV270007,95VV270003
N20003191,95VV140005,95VV140005
N20003192,95VV270007,95VV270006
N20003193,95VV140006,95VV140008
N20003194,95VV140005,95VV140005
N20003195,95VV140008,95VV140007
N20003196,95VV140005,95VV140005
N20003197,95VV270005,95VV270005
N20003198,95VV160004,95VV160004
N20003199,95VV160005,95VV160005
N20003200,95VV060007,95VV060007
N20003201,95VV160007,95VV160007
N20003202,95VV160001,95VV160001
N20003203,95VV170002,95VV170002
N20003204,95VV160006,95VV160006
N20003205,95VV160002,95VV170004
N20003206,95VV170002,95VV170002
N20003207,95VV130003,95VV130003
N20003208,95VV130004,95VV130004
N20003209,95VV210003,95VV210003
N20003210,95VV130006,95VV130006
N20003211,95VV130007,95VV130007
N20003212,95VV130001,95VV290007
N20003213,95VV210005,95VV260001
N20003214,95VV130007,95VV130007
N20003215,95VV130001,95VV130001
N20003216,95VV210004,95VV210004
N20003217,95VV260001,95VV260001
N20003218,95VV260001,95VV260001
N20003219,95VV210005,95VV210005
N20003220,95VV260002,95VV260003
N20003221,95VV210007,95VV210004
N20003222,95VV130007,95VV130007
N20003223,95VV110010,95VV110010
N20003224,95VV110001,95VV110001
N20003225,95VV210002,95VV210002
N20003226,95VV210001,95VV210001
N20003227,95VV110001,95VV110004
N20003228,95VV110004,95VV110004
N20003229,95VV050002,95VV050002
N20003230,95VV050001,95VV050001
N20003231,95VV050002,95VV050002
N20003232,95VV260002,95VV230006
N20003233,95VV050004,95VV050004
N20003234,95VV050005,95VV050005
N20003235,95VV050003,95VV050003
N20003236,95VV070011,95VV070011
N20003237,95VV050003,95VV050003
N20003238,95VV070004,95VV070004
N20003239,95VV050007,95VV050001
N20003240,95VV240008,95VV240008
N20003241,95VV070006,95VV070006
N20003242,95VV070009,95VV070002
N20003243,95VV070003,95VV070004
N20003244,95VV230004,95VV230004
N20003245,95VV070007,95VV070007
N20003246,95VV240009,95VV240009
N20003247,95VV070005,95VV070005
N20003248,95VV070008,95VV070007
N20003249,95VV240001,95VV240005
N20003250,95VV240008,95VV240008
N20003251,95VV240003,95VV240003
N20003252,95VV230003,95VV230005
N20003253,95VV240004,95VV240004
N20003254,95VV230005,95VV230002
N20003255,95VV070010,95VV240007
N20003256,95VV230006,95VV230006
N20003257,95NN230006,95NN230006
N20003258,95NN230005,95NN230005
N20003259,95NN170002,95NN170002
N20003260,95NN230006,95NN230006
