SA2011,SOA2011,dea_1972,dea_1984,dea_1993,dea_2012
N00001833,95II10W1,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N00001861,95II13W1,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N00001835,95II10W1,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N00001834,95II10W1,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N00001836,95II10W1,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N00001863,95II13W1,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N00001751,95II01S1,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N00001862,95II13W1,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N00001857,95II13W1,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N00001855,95II13W1,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N00001854,95II13W1,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N00001825,95II09S2,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N00001821,95II09S1,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N00001822,95II09S1,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N00001823,95II09S1,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N00001856,95II13W1,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N00001750,95II01S1,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N00001757,95II01S2,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N00001073,95GG15S3,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001921,95II21W1,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Ormiston
N00001923,95II21W1,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Ormiston
N00001925,95II21W1,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Ormiston
N00001922,95II21W1,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Ormiston
N00001072,95GG15S3,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001920,95II21W1,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Ormiston
N00001074,95GG15S3,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001075,95GG15S3,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001078,95GG15S3,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001076,95GG15S3,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001077,95GG15S3,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001445,95GG41S1,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001454,95GG41S2,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001453,95GG41S2,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001452,95GG41S2,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001450,95GG41S1,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001448,95GG41S1,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001449,95GG41S1,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00000960,95GG09S1,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001459,95GG41S3,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001457,95GG41S3,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001456,95GG41S3,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001281,95GG30S2,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001282,95GG30S2,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001451,95GG41S2,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001455,95GG41S2,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001071,95GG15S2,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001069,95GG15S2,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001070,95GG15S2,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001067,95GG15S2,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001066,95GG15S2,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001852,95II12W1,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Ormiston
N00001853,95II12W1,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Ormiston
N00001068,95GG15S2,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001062,95GG15S1,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001061,95GG15S1,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001283,95GG30S2,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001284,95GG30S2,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001279,95GG30S1,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001285,95GG30S2,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00000861,95GG03S1,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00000857,95GG03S1,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00000856,95GG03S1,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00000855,95GG03S1,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00000858,95GG03S1,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00000859,95GG03S1,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00000860,95GG03S1,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00000997,95GG11S2,BELFAST AREA B,VICTORIA,POTTINGER,Titanic
N00000996,95GG11S2,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N00001000,95GG11S2,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N00001376,95GG36S3,BELFAST AREA B,VICTORIA,POTTINGER,Lisnasharragh
N00001286,95GG30S3,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001287,95GG30S3,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001288,95GG30S3,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001289,95GG30S3,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001290,95GG30S3,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001379,95GG36S3,BELFAST AREA B,VICTORIA,POTTINGER,Lisnasharragh
N00001375,95GG36S3,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00000995,95GG11S2,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N00001003,95GG11S3,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N00001005,95GG11S3,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N00001002,95GG11S3,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N00001508,95GG44S2,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001513,95GG44S2,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001511,95GG44S2,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001607,95GG50S1,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001604,95GG50S1,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001605,95GG50S1,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001510,95GG44S2,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001512,95GG44S2,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001615,95GG50S2,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001507,95GG44S2,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001502,95GG44S1,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001509,95GG44S2,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001501,95GG44S1,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001499,95GG44S1,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001505,95GG44S1,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001498,95GG44S1,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001504,95GG44S1,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001503,95GG44S1,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00000991,95GG11S1,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N00001506,95GG44S2,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00000994,95GG11S1,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N00001004,95GG11S3,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N00001001,95GG11S3,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N00000998,95GG11S2,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N00000999,95GG11S2,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N00000993,95GG11S1,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N00000992,95GG11S1,BELFAST AREA B,VICTORIA,POTTINGER,Titanic
N00001273,95GG29S2,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00001270,95GG29S2,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00001264,95GG29S1,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00001266,95GG29S1,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00001271,95GG29S2,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00000883,95GG04S3,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00000881,95GG04S3,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00000882,95GG04S3,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00000885,95GG04S3,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00000878,95GG04S2,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001268,95GG29S1,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00000884,95GG04S3,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N00001267,95GG29S1,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00001263,95GG29S1,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00001496,95GG43S3,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00001495,95GG43S3,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00001492,95GG43S3,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00001487,95GG43S2,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00001488,95GG43S2,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00001486,95GG43S2,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00001489,95GG43S2,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00001491,95GG43S3,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00001497,95GG43S3,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00001490,95GG43S2,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00001493,95GG43S3,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00001494,95GG43S3,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00001272,95GG29S2,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00001269,95GG29S2,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00000870,95GG03S3,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00000868,95GG03S3,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00000869,95GG03S3,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00000865,95GG03S2,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00000867,95GG03S3,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00000866,95GG03S3,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00000871,95GG03S3,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00000872,95GG03S3,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00000863,95GG03S2,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00000864,95GG03S2,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00000862,95GG03S2,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001460,95GG41S3,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001458,95GG41S3,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00000961,95GG09S1,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00000959,95GG09S1,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00000958,95GG09S1,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00000966,95GG09S2,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00000962,95GG09S2,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00000965,95GG09S2,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N00001483,95GG43S1,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00001481,95GG43S1,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00001485,95GG43S2,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00001482,95GG43S1,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00001480,95GG43S1,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00001265,95GG29S1,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00001484,95GG43S1,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N00001131,95GG20S1,BELFAST AREA G,CASTLE,CASTLE,Castle
N00001132,95GG20S1,BELFAST AREA H,CASTLE,CASTLE,Castle
N00001136,95GG20S1,BELFAST AREA H,CASTLE,CASTLE,Castle
N00001135,95GG20S1,BELFAST AREA G,CASTLE,CASTLE,Castle
N00001193,95GG24S2,BELFAST AREA H,CASTLE,CASTLE,Castle
N00001199,95GG24S3,BELFAST AREA H,CASTLE,CASTLE,Castle
N00001191,95GG24S2,BELFAST AREA H,CASTLE,CASTLE,Castle
N00001134,95GG20S1,BELFAST AREA H,CASTLE,CASTLE,Castle
N00001141,95GG20S2,BELFAST AREA H,CASTLE,CASTLE,Castle
N00001562,95GG47S3,BELFAST AREA H,OLDPARK,OLDPARK,Castle
N00001563,95GG47S3,BELFAST AREA H,OLDPARK,OLDPARK,Castle
N00001081,95GG16S1,BELFAST AREA H,CASTLE,CASTLE,Castle
N00001139,95GG20S2,BELFAST AREA H,CASTLE,CASTLE,Castle
N00001140,95GG20S2,BELFAST AREA H,CASTLE,CASTLE,Castle
N00001196,95GG24S2,BELFAST AREA H,CASTLE,CASTLE,Castle
N00001194,95GG24S2,BELFAST AREA H,CASTLE,CASTLE,Castle
N00001192,95GG24S2,BELFAST AREA H,CASTLE,CASTLE,Castle
N00001190,95GG24S1,BELFAST AREA H,CASTLE,CASTLE,Castle
N00001188,95GG24S1,BELFAST AREA H,CASTLE,CASTLE,Castle
N00001195,95GG24S2,BELFAST AREA H,CASTLE,CASTLE,Castle
N00001080,95GG16S1,BELFAST AREA H,CASTLE,CASTLE,Castle
N00001082,95GG16S1,BELFAST AREA H,CASTLE,CASTLE,Castle
N00001079,95GG16S1,BELFAST AREA H,CASTLE,CASTLE,Castle
N00001085,95GG16S2,BELFAST AREA H,CASTLE,CASTLE,Castle
N00001561,95GG47S3,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
N00001560,95GG47S3,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
N00001559,95GG47S3,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
N00001552,95GG47S2,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
N00001556,95GG47S2,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
N00001554,95GG47S2,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
N00001557,95GG47S2,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N00001126,95GG19S2,BELFAST AREA G,COURT,COURT,Oldpark
N00001546,95GG47S1,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N00001549,95GG47S1,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N00001548,95GG47S1,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N00001547,95GG47S1,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
N00001553,95GG47S2,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
N00001564,95GG47S3,BELFAST AREA H,OLDPARK,OLDPARK,Castle
N00001558,95GG47S3,BELFAST AREA H,OLDPARK,OLDPARK,Castle
N00001545,95GG47S1,BELFAST AREA H,OLDPARK,OLDPARK,Castle
N00001137,95GG20S2,BELFAST AREA H,CASTLE,CASTLE,Castle
N00001142,95GG20S2,BELFAST AREA H,CASTLE,CASTLE,Castle
N00001143,95GG20S2,BELFAST AREA H,CASTLE,CASTLE,Castle
N00001130,95GG20S1,BELFAST AREA H,CASTLE,CASTLE,Castle
N00001138,95GG20S2,BELFAST AREA H,CASTLE,CASTLE,Castle
N00001144,95GG20S2,BELFAST AREA H,CASTLE,CASTLE,Castle
N00001359,95GG35S3,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N00001358,95GG35S3,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N00001355,95GG35S2,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N00001356,95GG35S2,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N00001357,95GG35S2,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N00001361,95GG35S3,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N00001360,95GG35S3,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N00001362,95GG35S3,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N00001350,95GG35S1,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N00001354,95GG35S2,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N00001551,95GG47S1,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N00001550,95GG47S1,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N00001128,95GG19S2,BELFAST AREA G,COURT,COURT,Oldpark
N00001441,95GG40S2,BELFAST AREA G,COURT,COURT,Court
N00001442,95GG40S2,BELFAST AREA G,COURT,COURT,Court
N00001444,95GG40S2,BELFAST AREA G,COURT,COURT,Court
N00001437,95GG40S2,BELFAST AREA G,COURT,COURT,Court
N00001438,95GG40S2,BELFAST AREA G,COURT,COURT,Court
N00001443,95GG40S2,BELFAST AREA G,COURT,COURT,Court
N00001440,95GG40S2,BELFAST AREA G,COURT,COURT,Court
N00001150,95GG21S2,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
N00001156,95GG21S3,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
N00001439,95GG40S2,BELFAST AREA G,COURT,COURT,Court
N00001155,95GG21S3,BELFAST AREA G,COURT,LOWER FALLS,Botanic
N00001352,95GG35S1,BELFAST AREA G,COURT,OLDPARK,Oldpark
N00001353,95GG35S1,BELFAST AREA G,COURT,OLDPARK,Oldpark
N00001351,95GG35S1,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N00000877,95GG04S1,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N00000875,95GG04S1,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00000879,95GG04S2,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00000873,95GG04S1,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001415,95GG39S1,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N00001419,95GG39S1,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N00001418,95GG39S1,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N00000874,95GG04S1,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00000880,95GG04S2,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00000876,95GG04S1,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001500,95GG44S1,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001611,95GG50S2,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001612,95GG50S2,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001610,95GG50S2,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001620,95GG50S3,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001616,95GG50S3,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001619,95GG50S3,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001613,95GG50S2,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001614,95GG50S2,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001621,95GG50S3,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001622,95GG50S3,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001617,95GG50S3,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001608,95GG50S1,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001618,95GG50S3,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001423,95GG39S2,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N00001420,95GG39S2,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N00001028,95GG12S5,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001422,95GG39S2,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N00001425,95GG39S2,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N00001024,95GG12S4,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001023,95GG12S4,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001421,95GG39S2,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N00001424,95GG39S2,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N00001416,95GG39S1,BELFAST AREA G,COURT,LAGANBANK,Botanic
N00001417,95GG39S1,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N00001152,95GG21S2,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
N00001154,95GG21S2,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
N00001149,95GG21S1,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
N00001428,95GG39S3,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N00001427,95GG39S3,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N00001430,95GG39S3,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N00001426,95GG39S3,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N00001429,95GG39S3,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001601,95GG49S4,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
N00001599,95GG49S4,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
N00001006,95GG12S1,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001007,95GG12S1,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001603,95GG49S4,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
N00001585,95GG49S2,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
N00001586,95GG49S2,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
N00001590,95GG49S2,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
N00001580,95GG49S1,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
N00001466,95GG42S2,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001591,95GG49S2,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
N00001009,95GG12S1,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001008,95GG12S1,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001014,95GG12S2,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001471,95GG42S3,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001015,95GG12S2,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001468,95GG42S3,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001470,95GG42S3,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00000900,95GG05S3,BELFAST AREA A,LAGANSIDE,LAGANBANK,Botanic
N00001012,95GG12S2,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001011,95GG12S2,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001017,95GG12S3,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001019,95GG12S3,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001018,95GG12S3,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001022,95GG12S4,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001025,95GG12S4,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001026,95GG12S4,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001021,95GG12S3,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001016,95GG12S3,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001030,95GG12S5,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001029,95GG12S5,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001031,95GG12S5,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001020,95GG12S3,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001010,95GG12S2,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001013,95GG12S2,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001027,95GG12S5,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N00001381,95GG37S1,BELFAST AREA A,POTTINGER,POTTINGER,Botanic
N00001396,95GG37S3,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N00001392,95GG37S3,BELFAST AREA A,POTTINGER,POTTINGER,Lisnasharragh
N00001393,95GG37S3,BELFAST AREA A,POTTINGER,POTTINGER,Lisnasharragh
N00001394,95GG37S3,BELFAST AREA A,POTTINGER,POTTINGER,Lisnasharragh
N00001382,95GG37S1,BELFAST AREA A,POTTINGER,POTTINGER,Lisnasharragh
N00001383,95GG37S1,BELFAST AREA A,POTTINGER,POTTINGER,Lisnasharragh
N00001385,95GG37S1,BELFAST AREA A,POTTINGER,POTTINGER,Lisnasharragh
N00000890,95GG05S1,BELFAST AREA A,POTTINGER,LAGANBANK,Botanic
N00000891,95GG05S1,BELFAST AREA A,POTTINGER,LAGANBANK,Botanic
N00000897,95GG05S2,BELFAST AREA A,LAGANSIDE,LAGANBANK,Botanic
N00001380,95GG37S1,BELFAST AREA A,POTTINGER,POTTINGER,Botanic
N00000901,95GG05S3,BELFAST AREA A,LAGANSIDE,LAGANBANK,Botanic
