SA2011,Geography,AllUsualResidents,Female_pct,Age_10_19_pct,Median_age,Catholic_background_pct,Protestant_background_pct,NSSeC_higher_pct
N00002681,Crossgar_2,436,50.69,13.1,42,42.0,50.9,46.8
N00002682,Derryboy_1,457,50.98,18.2,33,67.8,30.0,52.1
N00002683,Derryboy_1,395,46.58,18.0,44,30.9,61.5,40.6
N00002684,Derryboy_1,458,47.16,11.1,39,41.5,53.1,53.4
N00002685,Derryboy_1,385,49.61,19.0,40,8.6,82.1,46.7
N00002686,Derryboy_2,337,45.99,11.3,48,6.2,84.0,50.6
N00002687,Derryboy_2,306,51.31,13.4,40,25.5,62.1,35.5
N00002688,Derryboy_2,375,52.27,12.5,49,15.5,77.9,42.6
N00002689,Derryboy_2,308,52.60,11.0,38,55.8,40.6,21.6
N00002690,Donard_1,249,53.01,9.6,46,60.6,33.7,38.9
N00002691,Donard_1,325,51.38,13.8,41,66.8,28.6,42.9
N00002692,Donard_1,276,49.28,9.4,49,68.1,24.6,46.9
N00002693,Donard_1,338,57.69,6.5,65,54.4,39.6,34.3
N00002694,Donard_1,319,45.77,14.1,45,58.0,33.9,54.5
N00002695,Donard_2,467,49.25,18.8,32,78.6,16.1,46.5
N00002696,Donard_2,316,51.58,13.6,44,59.2,35.4,44.4
N00002697,Donard_2,367,49.86,16.6,39,68.4,24.0,43.0
N00002698,Donard_2,536,51.68,12.3,39,69.2,24.3,55.9
N00002699,Drumaness_1,351,49.57,10.5,37,95.2,4.0,29.5
N00002700,Drumaness_1,529,52.74,14.4,30,83.2,12.5,37.5
N00002701,Drumaness_1,533,50.66,17.3,33,80.7,14.8,37.3
N00002702,Drumaness_1,371,51.21,12.9,34,87.3,8.6,35.2
N00002703,Drumaness_2,614,49.19,16.6,36,80.6,15.0,42.3
N00002704,Drumaness_2,558,48.39,22.4,35,79.7,15.4,48.6
N00002705,Drumaness_2,483,49.69,19.0,33,86.7,8.3,38.7
N00002706,Drumaness_2,437,52.17,13.3,40,58.8,35.2,40.7
N00002707,Dundrum,564,52.48,12.4,33,62.9,33.9,49.0
N00002708,Dundrum,264,49.62,13.6,39,90.2,8.7,21.2
N00002709,Dundrum,468,50.43,12.4,38,54.3,36.8,46.5
N00002710,Dundrum,418,51.44,10.8,31,70.1,25.8,35.0
N00002711,Dundrum,764,49.74,11.5,38,49.5,43.1,42.7
N00002712,Dundrum,373,47.45,15.3,37,59.0,39.9,27.5
N00002713,Dunmore,424,47.41,13.4,34,74.3,21.2,41.3
N00002714,Dunmore,490,52.24,14.5,44,12.4,79.6,47.2
N00002715,Dunmore,424,50.47,13.9,43,43.9,49.5,41.6
N00002716,Dunmore,348,50.86,12.9,41,10.3,79.0,46.5
N00002717,Dunmore,566,48.41,16.3,35,72.8,23.0,34.7
N00002718,Dunmore,473,51.59,13.7,41,28.5,61.7,51.2
N00002719,Dunmore,333,50.15,10.2,45,15.9,75.7,49.2
N00002720,Killough_1,344,50.29,13.1,34,77.9,17.4,34.7
N00002721,Killough_1,363,50.41,14.9,39,76.3,20.1,34.1
N00002722,Killough_1,437,51.26,19.2,37,79.6,16.7,46.7
N00002723,Killough_1,407,50.37,15.2,34,85.7,10.6,31.8
N00002724,Killough_1,230,52.17,8.7,41,81.3,13.0,34.6
N00002725,Killough_2,433,48.96,16.6,36,70.0,27.7,39.9
N00002726,Killough_2,1345,41.26,13.2,26,54.3,31.6,52.0
N00002727,Killyleagh,390,52.05,20.3,42,34.6,54.1,36.0
N00002728,Killyleagh,1055,52.70,12.8,38,34.7,60.9,44.3
N00002729,Killyleagh,293,51.88,14.7,33,31.1,62.8,17.6
N00002730,Killyleagh,271,54.61,9.6,41,38.0,47.6,28.4
N00002731,Killyleagh,277,52.35,8.7,38,54.5,43.0,28.6
N00002732,Killyleagh,307,48.86,12.7,38,40.4,55.7,29.2
N00002733,Killyleagh,401,49.88,8.5,42,28.4,55.6,47.8
N00002734,Kilmore_1,493,52.33,17.0,38,21.7,66.7,55.0
N00002735,Kilmore_1,431,54.99,16.5,45,11.6,83.5,52.7
N00002736,Kilmore_1,357,48.46,14.8,46,15.7,77.9,38.4
N00002737,Kilmore_1,320,50.63,10.9,50,11.9,80.0,48.2
N00002738,Kilmore_2,456,46.27,14.9,41,42.5,52.9,44.8
N00002739,Kilmore_2,398,47.49,14.8,41,11.3,81.2,46.3
N00002740,Kilmore_2,383,51.96,16.2,37,42.3,54.6,42.1
N00002741,Kilmore_2,456,51.75,16.2,37,41.7,46.5,50.8
N00002742,Murlough,379,49.34,13.7,34,74.7,21.1,28.6
N00002743,Murlough,364,52.20,13.2,44,62.9,30.8,38.2
N00002744,Murlough,267,51.31,12.0,34,85.4,11.6,17.1
N00002745,Murlough,324,57.41,21.6,38,75.6,19.8,17.7
N00002746,Murlough,309,54.37,14.6,34,80.6,14.9,37.8
N00002747,Murlough,262,55.34,9.5,53,73.7,21.0,39.3
N00002748,Murlough,351,52.42,14.0,34,63.5,29.6,32.0
N00002749,Quoile_1,334,49.40,12.6,32,73.7,20.1,35.7
N00002750,Quoile_1,261,47.89,7.7,37,90.0,8.0,32.7
N00002751,Quoile_1,301,47.51,14.0,37,62.1,31.9,29.5
N00002752,Quoile_1,283,53.36,8.5,55,48.4,47.3,47.4
N00002753,Quoile_2,524,50.76,17.2,37,86.8,9.2,52.1
N00002754,Quoile_2,410,51.71,17.8,38,82.0,13.2,52.8
N00002755,Quoile_2,589,51.61,15.3,45,67.2,26.7,50.0
N00002756,Saintfield_1,315,55.87,9.8,51,21.6,73.0,64.7
N00002757,Saintfield_1,483,51.76,13.7,36,36.2,56.9,49.1
N00002758,Saintfield_1,254,53.94,11.0,36,31.1,61.4,37.6
N00002759,Saintfield_1,337,49.85,21.1,37,31.5,59.1,47.6
N00002760,Saintfield_1,306,51.96,15.4,38,29.7,59.5,51.1
N00002761,Saintfield_2,941,52.60,15.8,38,24.9,65.1,59.1
N00002762,Saintfield_2,364,50.00,15.1,48,15.9,76.1,63.3
N00002763,Saintfield_2,381,46.46,12.1,46,20.7,74.0,45.9
N00002764,Seaforde,427,48.48,14.1,42,60.2,32.6,44.9
N00002765,Seaforde,371,49.87,11.9,40,50.1,43.4,40.8
N00002766,Seaforde,499,48.50,13.6,37,71.3,24.6,41.8
N00002767,Seaforde,396,49.24,15.2,39,44.4,49.2,39.4
N00002768,Seaforde,362,48.34,11.9,40,26.8,67.7,32.7
N00002769,Seaforde,483,48.03,14.1,40,61.5,34.6,42.9
N00002770,Seaforde,463,45.57,16.6,35,65.7,31.3,39.4
N00002771,Shimna,272,56.99,10.7,45,86.4,11.4,24.7
N00002772,Shimna,297,51.18,12.5,51,59.9,34.0,41.9
N00002773,Shimna,217,58.53,14.3,41,74.2,22.6,28.0
N00002774,Shimna,640,52.50,14.4,37,69.5,24.7,52.4
N00002775,Shimna,478,51.26,10.9,42,69.9,26.4,47.3
N00002776,Shimna,292,55.14,10.3,50,65.8,30.1,44.9
N00002777,Shimna,237,54.43,18.6,36,81.0,15.6,17.1
N00002778,Shimna,254,53.15,6.3,49,68.9,23.6,29.9
N00002779,Strangford,496,50.81,16.3,36,82.1,13.9,41.0
N00002780,Strangford,345,45.51,9.0,49,78.0,16.5,43.8
N00002781,Strangford,401,51.37,9.2,45,70.1,23.4,53.4
N00002782,Strangford,510,50.00,13.5,38,81.6,13.5,46.4
N00002783,Strangford,390,51.03,14.9,41,86.9,10.3,43.0
N00002784,Strangford,544,49.45,16.2,35,89.3,8.3,36.1
N00002785,Tollymore_1,599,51.09,15.5,32,87.6,10.2,31.6
N00002786,Tollymore_1,503,48.11,16.3,32,91.5,6.8,35.1
N00002787,Tollymore_1,464,47.41,18.1,33,78.4,19.2,24.1
N00002788,Tollymore_2,370,48.38,15.7,45,63.2,28.4,34.1
N00002789,Tollymore_2,539,53.25,11.9,32,79.4,16.1,35.0
N00002790,Tollymore_2,493,52.94,14.6,38,98.0,1.8,38.5
N00002791,Tollymore_2,419,48.45,16.0,40,63.2,32.5,46.6
N00002792,Altmore,479,49.69,16.1,35,60.8,38.8,30.9
N00002793,Altmore,452,47.79,16.8,31,97.1,2.9,25.8
N00002794,Altmore,551,47.73,14.0,39,70.1,26.9,31.4
N00002795,Altmore,539,48.24,16.7,32,83.7,14.3,26.3
N00002796,Altmore,571,48.34,16.6,32,91.1,7.5,26.2
N00002797,Augher,551,49.55,14.7,34,54.6,42.5,35.7
N00002798,Augher,415,48.67,13.3,34,49.2,50.4,34.6
N00002799,Augher,308,48.70,12.0,38,52.3,45.8,25.0
N00002800,Augher,406,48.77,11.8,37,58.6,37.9,37.3
N00002801,Augher,486,48.15,14.0,34,75.5,24.3,34.2
N00002802,Aughnacloy,452,48.01,13.7,37,21.2,75.4,31.3
N00002803,Aughnacloy,506,45.06,12.8,30,43.9,52.4,32.9
N00002804,Aughnacloy,412,51.70,13.3,33,76.0,22.8,24.7
N00002805,Aughnacloy,384,52.86,13.8,38,38.8,59.9,24.2
N00002806,Aughnacloy,495,51.11,15.4,34,21.8,75.4,36.6
N00002807,Aughnacloy,402,51.74,16.7,33,35.1,63.9,34.4
N00002808,Ballygawley,513,48.15,12.7,36,77.4,20.3,36.1
N00002809,Ballygawley,491,52.55,17.9,35,57.8,41.8,38.2
N00002810,Ballygawley,325,52.31,12.3,41,77.2,20.9,29.8
N00002811,Ballygawley,340,50.29,11.5,34,65.0,32.1,36.5
N00002812,Ballygawley,397,49.12,16.9,36,63.7,35.0,25.5
N00002813,Ballygawley,449,47.66,16.0,31,91.8,7.8,24.3
N00002814,Ballysaggart,501,50.70,10.2,34,80.0,17.2,24.1
N00002815,Ballysaggart,327,51.07,11.9,27,89.9,6.7,15.8
N00002816,Ballysaggart,358,52.79,10.1,40,39.7,54.5,24.8
N00002817,Ballysaggart,631,49.29,12.4,29,91.9,4.3,23.8
N00002818,Ballysaggart,465,47.31,8.4,33,87.5,6.2,14.6
N00002819,Ballysaggart,448,51.34,12.3,31,87.5,7.1,15.9
N00002820,Benburb,609,49.10,13.0,33,55.5,41.2,31.9
N00002821,Benburb,457,48.36,16.2,37,53.0,44.4,36.5
N00002822,Benburb,393,49.87,12.0,32,76.3,19.8,29.6
N00002823,Benburb,375,45.60,12.8,34,43.2,52.0,24.5
N00002824,Benburb,372,47.85,13.7,39,51.3,47.6,27.6
N00002825,Benburb,654,49.24,13.5,32,69.4,27.2,35.3
N00002826,Caledon,406,47.78,12.3,35,32.3,65.8,37.8
N00002827,Caledon,360,49.44,13.9,41,35.0,59.4,34.7
N00002828,Caledon,344,53.49,13.4,31,37.8,57.0,30.6
N00002829,Caledon,477,51.15,16.8,33,78.2,21.2,31.4
N00002830,Caledon,451,49.45,17.7,31,59.4,36.4,28.2
N00002831,Caledon,472,46.19,14.0,35,58.3,38.3,32.7
N00002832,Castlecaulfield,403,46.65,14.4,35,84.4,14.6,33.8
N00002833,Castlecaulfield,390,47.18,13.3,38,48.5,47.7,35.4
N00002834,Castlecaulfield,632,47.94,15.0,35,53.3,44.8,39.7
N00002835,Castlecaulfield,511,51.66,14.7,35,65.4,31.1,28.3
N00002836,Castlecaulfield,444,49.77,15.8,38,59.2,37.6,38.7
N00002837,Castlecaulfield,333,52.85,12.3,37,24.3,71.2,34.3
N00002838,Clogher,454,51.32,16.5,35,59.3,39.6,31.5
N00002839,Clogher,367,49.05,10.6,38,54.5,44.7,28.2
N00002840,Clogher,1431,50.87,14.7,33,67.1,31.2,28.1
N00002841,Coalisland North,519,51.06,17.1,30,95.0,4.4,36.9
N00002842,Coalisland North,622,49.84,13.5,30,94.9,4.8,27.7
N00002843,Coalisland North,389,48.33,15.9,32,95.6,3.3,31.0
N00002844,Coalisland North,413,51.57,13.6,35,96.1,3.1,25.5
N00002845,Coalisland North,314,50.64,11.1,39,94.3,2.5,28.3
N00002846,Coalisland North,629,52.78,11.4,30,90.5,7.6,27.1
N00002847,Coalisland North,644,51.86,13.0,31,88.8,10.2,39.9
N00002848,Coalisland South,1266,52.37,16.2,31,93.0,6.2,25.4
N00002849,Coalisland South,217,49.31,11.1,34,89.9,6.9,21.3
N00002850,Coalisland South,294,51.36,14.3,39,94.2,4.1,19.5
N00002851,Coalisland South,401,45.14,17.7,31,92.3,6.5,17.6
N00002852,Coalisland South,307,49.19,11.1,32,91.2,4.2,20.7
N00002853,Coalisland West and Newmills,1040,53.75,16.4,29,93.5,5.1,28.5
N00002854,Coalisland West and Newmills,474,46.62,14.8,35,88.6,9.1,37.8
N00002855,Coalisland West and Newmills,454,51.76,11.7,37,18.5,78.6,33.8
N00002856,Coalisland West and Newmills,314,48.09,13.7,43,91.7,7.6,31.2
N00002857,Coalisland West and Newmills,521,50.48,14.2,35,52.4,45.3,36.7
N00002858,Coolhill,440,43.64,9.3,31,62.5,28.4,20.1
N00002859,Coolhill,540,55.19,10.0,34,42.8,52.4,33.9
N00002860,Coolhill,368,49.18,12.5,34,32.1,59.5,26.9
N00002861,Coolhill,421,48.93,20.2,33,46.1,41.1,27.6
N00002862,Coolhill,271,52.40,13.3,36,21.4,75.6,31.2
N00002863,Coolhill,329,49.54,13.4,34,33.4,64.4,34.6
N00002864,Coolhill,347,53.31,15.6,31,38.9,54.2,42.7
N00002865,Donaghmore,643,49.61,17.1,34,65.5,31.9,38.7
N00002866,Donaghmore,482,50.83,16.6,37,28.2,67.2,37.8
N00002867,Donaghmore,573,52.36,14.5,37,79.2,18.7,38.6
N00002868,Donaghmore,488,48.77,11.9,34,95.3,3.9,28.8
N00002869,Donaghmore,402,49.25,12.7,34,85.8,12.2,29.2
N00002870,Drumglass,587,51.11,15.0,33,81.1,14.5,34.2
N00002871,Drumglass,864,48.61,17.5,27,86.9,9.6,24.3
N00002872,Drumglass,313,51.44,10.5,39,89.5,7.7,17.7
N00002873,Drumglass,298,54.36,10.7,37,80.9,17.1,27.4
N00002874,Drumglass,295,44.41,15.6,37,85.1,10.8,16.0
N00002875,Fivemiletown,1081,50.05,12.8,39,16.9,80.2,32.2
N00002876,Fivemiletown,531,49.34,10.9,35,26.0,71.2,30.2
N00002877,Fivemiletown,297,48.15,10.4,39,43.1,49.8,18.7
N00002878,Fivemiletown,205,50.73,6.8,43,23.9,71.2,20.4
N00002879,Killyman,434,49.31,10.6,36,33.4,64.1,42.2
N00002880,Killyman,438,47.03,11.6,38,7.3,87.0,35.7
N00002881,Killyman,523,50.67,10.9,33,11.7,83.7,42.9
N00002882,Killyman,375,49.60,14.1,40,4.5,92.0,29.8
N00002883,Killyman,478,48.54,13.0,34,39.3,59.0,36.0
N00002884,Killyman,476,49.16,16.4,38,26.3,70.2,38.2
N00002885,Killymeal,659,48.71,9.1,36,45.8,47.6,27.4
N00002886,Killymeal,823,48.48,13.1,29,62.3,32.2,30.1
N00002887,Killymeal,661,50.08,13.0,33,28.1,67.6,36.2
N00002888,Killymeal,424,48.11,17.5,40,79.7,19.3,50.0
N00002889,Killymeal,324,53.40,11.1,45,74.7,21.9,33.3
N00002890,Moy,406,49.75,14.3,38,47.0,50.0,39.8
N00002891,Moy,633,51.97,15.5,31,75.8,23.2,40.0
N00002892,Moy,500,50.20,15.0,31,64.8,34.8,39.1
N00002893,Moy,274,50.00,12.4,34,73.4,19.7,29.6
N00002894,Moy,341,48.97,8.2,37,61.9,36.4,30.5
N00002895,Moy,502,50.20,15.3,33,74.5,18.9,37.5
N00002896,Moy,353,50.71,17.3,40,26.6,67.7,42.0
N00002897,Moygashel,998,52.10,14.1,33,48.2,47.4,40.7
N00002898,Moygashel,302,50.66,8.9,48,28.1,66.6,42.7
N00002899,Moygashel,303,48.18,12.2,41,7.9,88.4,28.8
N00002900,Moygashel,309,52.75,6.8,39,7.4,86.1,30.5
N00002901,Moygashel,277,54.51,9.7,42,6.9,92.1,29.5
N00002902,Mullaghmore,329,52.58,13.1,44,88.1,9.4,25.1
N00002903,Mullaghmore,747,48.86,10.2,35,77.8,17.1,22.1
N00002904,Mullaghmore,422,53.08,18.7,31,88.4,7.6,36.0
N00002905,Mullaghmore,433,53.58,13.9,39,88.7,8.8,39.2
N00002906,Mullaghmore,420,49.52,15.5,42,94.5,2.9,36.8
N00002907,Washing Bay,634,50.16,17.0,34,98.3,1.7,31.6
N00002908,Washing Bay,474,47.89,15.2,30,93.5,5.7,31.4
N00002909,Washing Bay,558,47.67,14.0,35,97.1,2.7,32.7
N00002910,Washing Bay,716,50.00,15.5,32,95.0,4.3,29.1
N00002911,Washing Bay,724,49.72,18.5,31,92.5,6.6,38.4
N00002912,Ballinamallard,345,49.28,14.5,44,32.5,62.9,39.8
N00002913,Ballinamallard,309,49.51,14.9,45,9.4,89.3,38.2
N00002914,Ballinamallard,1272,47.72,14.2,34,28.5,68.5,39.1
N00002915,Ballinamallard,217,52.07,10.6,48,7.8,90.3,34.9
N00002916,Ballinamallard,443,50.11,15.8,38,9.0,86.7,46.8
N00002917,Belcoo and Garrison,308,47.08,16.6,44,85.4,13.3,35.8
N00002918,Belcoo and Garrison,339,46.90,15.0,45,84.4,10.6,27.1
N00002919,Belcoo and Garrison,391,50.64,21.2,40,92.1,5.6,36.7
N00002920,Belcoo and Garrison,375,53.87,13.6,39,91.7,4.8,35.4
N00002921,Belcoo and Garrison,309,45.63,7.8,41,75.7,22.3,31.4
N00002922,Belcoo and Garrison,468,45.73,13.2,36,85.5,11.5,32.5
N00002923,Belcoo and Garrison,351,48.15,12.0,41,78.1,21.4,27.3
N00002924,Belleek and Boa,386,54.92,11.4,45,85.8,11.7,25.0
N00002925,Belleek and Boa,311,50.16,11.9,34,89.1,9.0,38.9
N00002926,Belleek and Boa,368,54.62,14.4,35,93.2,4.6,25.5
N00002927,Belleek and Boa,390,46.67,15.9,38,51.8,46.7,23.9
N00002928,Belleek and Boa,358,46.65,10.9,40,40.8,55.6,32.8
N00002929,Belleek and Boa,727,47.73,13.9,39,73.9,22.7,30.7
N00002930,Boho Cleenish and Letterbreen,416,47.36,15.1,42,54.1,44.0,34.2
N00002931,Boho Cleenish and Letterbreen,628,50.32,11.3,31,54.1,39.2,44.2
N00002932,Boho Cleenish and Letterbreen,393,51.91,23.2,40,48.6,49.4,36.9
N00002933,Boho Cleenish and Letterbreen,522,51.72,13.4,40,38.5,57.1,39.1
N00002934,Boho Cleenish and Letterbreen,429,50.35,16.6,34,79.7,16.6,27.2
N00002935,Boho Cleenish and Letterbreen,402,46.52,16.2,38,83.8,14.4,29.6
N00002936,Boho Cleenish and Letterbreen,395,45.32,11.9,43,31.1,66.6,36.5
N00002937,Brookeborough,409,49.63,13.4,37,52.6,46.5,29.6
N00002938,Brookeborough,420,47.86,14.3,37,27.4,69.3,32.5
N00002939,Brookeborough,411,45.26,11.4,42,30.7,65.2,33.9
N00002940,Brookeborough,388,50.52,13.7,37,68.0,31.2,28.6
N00002941,Brookeborough,312,50.00,8.7,40,52.2,46.8,25.6
N00002942,Brookeborough,427,47.31,14.8,41,28.8,68.6,32.7
N00002943,Castlecoole_1,288,48.61,11.8,34,50.7,43.8,37.2
N00002944,Castlecoole_1,633,54.98,13.3,30,54.0,36.5,37.5
N00002945,Castlecoole_1,378,54.23,12.2,40,42.3,54.8,33.9
N00002946,Castlecoole_1,297,56.90,10.4,31,71.4,24.9,24.4
N00002947,Castlecoole_1,396,52.78,13.1,30,64.6,27.5,29.3
N00002948,Castlecoole_2,345,51.88,18.8,41,40.3,55.4,50.0
N00002949,Castlecoole_2,360,52.22,12.8,39,65.3,30.8,47.7
N00002950,Castlecoole_2,396,51.26,11.1,44,49.5,48.0,51.1
N00002951,Castlecoole_2,231,48.92,8.7,49,57.1,40.3,42.6
N00002952,Castlecoole_2,326,53.99,13.5,43,42.3,52.5,52.8
N00002953,Castlecoole_2,226,53.98,8.4,40,27.9,68.1,29.6
N00002954,Derrygonnelly,639,51.17,12.2,44,52.3,43.2,44.2
N00002955,Derrygonnelly,438,49.32,13.0,40,35.8,57.3,41.6
N00002956,Derrygonnelly,358,49.44,11.7,39,70.1,24.9,26.1
N00002957,Derrygonnelly,378,50.26,13.5,38,71.2,26.5,26.8
N00002958,Derrygonnelly,453,47.68,11.9,36,79.5,19.6,33.6
N00002959,Derrygonnelly,546,49.08,16.1,36,64.5,29.9,42.7
N00002960,Derrylin,350,47.43,9.7,39,86.3,12.9,29.9
N00002961,Derrylin,326,49.39,8.9,37,77.9,21.5,33.9
N00002962,Derrylin,374,45.99,11.2,32,94.7,4.8,29.2
N00002963,Derrylin,368,47.83,12.2,35,90.2,5.7,33.1
N00002964,Derrylin,373,49.33,11.0,40,79.9,20.1,28.8
N00002965,Derrylin,311,46.30,8.7,39,67.8,29.6,27.5
N00002966,Derrylin,576,48.09,16.5,33,78.3,18.2,31.6
N00002967,Devenish,277,55.23,13.4,38,91.7,5.8,20.8
N00002968,Devenish,279,54.84,8.6,43,86.0,11.5,19.8
N00002969,Devenish,218,50.46,5.0,49,72.9,24.3,19.6
N00002970,Devenish,281,51.96,5.0,46,88.6,10.0,23.6
N00002971,Devenish,365,54.79,6.0,50,65.2,29.3,30.7
N00002972,Devenish,287,47.74,16.4,32,82.2,16.0,15.2
N00002973,Donagh,407,51.35,13.5,36,78.4,20.6,27.2
N00002974,Donagh,324,46.91,13.0,37,84.3,15.1,28.1
N00002975,Donagh,488,46.52,12.3,38,71.1,27.0,28.8
N00002976,Donagh,308,49.35,15.6,42,85.7,12.7,15.9
N00002977,Donagh,410,45.12,13.7,39,68.8,29.5,30.1
N00002978,Donagh,450,48.44,20.2,35,86.0,11.8,29.5
N00002979,Erne,408,52.70,15.4,38,89.0,10.5,16.3
N00002980,Erne,398,47.74,16.6,41,62.6,35.2,46.9
N00002981,Erne,250,48.40,8.4,49,73.2,24.0,40.0
N00002982,Erne,516,52.33,14.5,39,61.8,32.4,37.4
N00002983,Erne,320,52.19,16.6,37,58.4,38.8,36.0
N00002984,Erne,213,53.52,14.6,30,75.1,17.8,16.8
N00002985,Erne,140,47.86,14.3,33,85.0,10.0,21.9
N00002986,Erne,382,52.36,13.4,40,80.6,15.4,26.3
N00002987,Florence Court and Kinawley,469,47.76,16.2,33,84.9,13.4,30.1
N00002988,Florence Court and Kinawley,462,45.02,12.8,37,89.8,9.5,26.5
N00002989,Florence Court and Kinawley,500,49.60,12.8,40,55.2,42.8,30.9
N00002990,Florence Court and Kinawley,355,49.86,15.2,41,36.1,62.8,34.1
N00002991,Florence Court and Kinawley,349,52.72,14.3,38,43.3,54.4,30.2
N00002992,Florence Court and Kinawley,495,46.46,13.5,35,83.8,15.4,27.6
N00002993,Irvinestown,228,46.49,10.5,33,81.1,16.2,21.3
N00002994,Irvinestown,635,49.61,12.9,33,72.8,25.0,36.0
N00002995,Irvinestown,691,53.98,14.3,30,68.7,27.8,39.0
N00002996,Irvinestown,235,56.17,10.2,45,75.3,22.6,25.2
N00002997,Irvinestown,290,50.69,10.7,41,77.2,21.0,26.3
N00002998,Irvinestown,256,52.73,11.7,42,80.1,17.6,25.1
N00002999,Irvinestown,253,50.59,11.5,41,78.7,19.4,18.7
N00003000,Kesh Ederney and Lack_1,481,50.10,17.0,36,51.4,45.3,27.2
N00003001,Kesh Ederney and Lack_1,265,49.06,13.2,36,15.1,84.2,22.5
N00003002,Kesh Ederney and Lack_1,809,49.81,16.3,39,62.4,35.1,27.1
N00003003,Kesh Ederney and Lack_2,1353,50.18,11.6,39,19.2,77.5,37.8
N00003004,Kesh Ederney and Lack_2,262,46.95,7.3,48,28.6,67.6,28.4
N00003005,Kesh Ederney and Lack_2,482,45.23,17.2,36,51.2,46.1,35.7
N00003006,Lisbellaw,440,49.32,20.0,38,56.8,40.7,42.0
N00003007,Lisbellaw,493,48.68,17.4,33,53.5,41.8,36.6
N00003008,Lisbellaw,635,51.02,12.4,38,15.1,81.4,33.3
N00003009,Lisbellaw,513,48.93,18.7,36,28.5,67.6,38.1
N00003010,Lisbellaw,414,53.38,10.1,34,28.7,67.6,41.0
N00003011,Lisbellaw,302,53.31,14.6,38,12.3,85.1,31.6
N00003012,Lisbellaw,393,49.62,14.0,35,23.4,72.5,36.0
N00003013,Lisnarrick,408,50.98,13.0,42,31.9,64.7,38.3
N00003014,Lisnarrick,422,49.76,14.9,43,49.5,47.6,38.0
N00003015,Lisnarrick,394,49.49,13.5,43,19.3,78.2,33.1
N00003016,Lisnarrick,303,49.83,11.9,48,23.1,73.3,40.7
N00003017,Lisnarrick,381,51.44,14.7,43,31.2,63.8,40.4
N00003018,Lisnaskea,239,52.72,6.7,40,85.4,13.4,22.9
N00003019,Lisnaskea,539,49.91,10.0,37,85.5,13.4,13.5
N00003020,Lisnaskea,440,52.95,11.1,37,77.7,20.7,28.0
N00003021,Lisnaskea,383,53.00,14.6,33,74.2,22.5,27.3
N00003022,Lisnaskea,303,55.78,14.2,39,63.4,35.3,24.6
N00003023,Lisnaskea,250,54.00,19.2,33,89.6,8.4,13.2
N00003024,Lisnaskea,426,53.29,9.9,43,56.8,41.5,34.2
N00003025,Maguires Bridge,341,53.67,15.8,32,37.5,57.8,35.1
N00003026,Maguires Bridge,543,49.17,12.7,35,56.2,41.1,29.7
N00003027,Maguires Bridge,436,46.33,20.2,40,42.4,53.9,30.1
N00003028,Maguires Bridge,449,45.43,16.0,38,17.6,80.4,34.1
N00003029,Maguires Bridge,513,50.68,14.0,34,40.9,55.9,42.7
N00003030,Maguires Bridge,380,53.16,15.0,38,47.4,50.8,21.4
N00003031,Maguires Bridge,469,49.25,16.8,38,50.5,47.1,27.0
N00003032,Newtownbutler,357,45.10,16.8,38,73.4,25.2,30.6
N00003033,Newtownbutler,450,48.00,8.0,35,73.6,25.6,27.6
N00003034,Newtownbutler,231,52.38,16.9,36,87.0,11.7,14.5
N00003035,Newtownbutler,376,50.27,20.7,34,76.6,21.8,14.7
N00003036,Newtownbutler,345,49.57,10.7,40,80.6,18.0,25.4
N00003037,Newtownbutler,393,51.65,12.5,35,79.1,19.3,23.0
N00003038,Newtownbutler,350,51.14,13.1,38,76.6,21.4,28.9
N00003039,Portora,314,52.23,12.4,41,56.4,36.3,31.8
N00003040,Portora,432,46.06,9.3,43,55.6,37.0,32.5
N00003041,Portora,437,51.03,10.3,33,66.1,29.3,27.9
N00003042,Portora,254,52.36,10.6,38,72.8,24.0,28.2
N00003043,Portora,203,55.67,6.4,37,51.7,44.3,26.2
N00003044,Portora,356,53.37,5.1,50,40.2,54.8,43.2
N00003045,Portora,785,50.06,14.9,33,51.7,41.1,48.5
N00003046,Portora,336,47.32,16.7,39,74.7,20.2,49.0
N00003047,Rosslea,417,46.52,16.5,33,78.7,21.3,23.1
N00003048,Rosslea,428,45.79,16.1,36,65.7,31.1,31.1
N00003049,Rosslea,323,49.54,11.1,41,84.8,13.0,30.9
N00003050,Rosslea,342,47.37,12.9,41,83.6,15.5,22.7
N00003051,Rosslea,377,43.50,10.6,37,99.7,0.0,22.1
N00003052,Rosslea,280,52.14,10.7,36,92.9,5.4,21.2
N00003053,Rossorry,231,48.92,8.2,47,67.5,29.4,43.9
N00003054,Rossorry,320,51.56,10.3,49,55.9,39.4,54.5
N00003055,Rossorry,369,54.20,15.2,37,62.9,32.2,42.2
N00003056,Rossorry,337,47.48,11.6,46,71.5,23.7,44.0
N00003057,Rossorry,276,52.17,13.0,35,50.7,41.7,30.2
N00003058,Rossorry,322,53.42,14.9,34,69.3,24.8,31.5
N00003059,Rossorry,315,51.11,14.6,40,46.3,48.3,38.8
N00003060,Rossorry,274,56.20,6.6,50,21.2,69.3,24.7
N00003061,Tempo,478,46.03,12.8,38,49.6,48.5,38.1
N00003062,Tempo,437,48.28,14.9,40,37.8,61.6,35.4
N00003063,Tempo,517,47.00,13.0,37,68.9,28.6,31.1
N00003064,Tempo,440,49.32,15.5,36,9.1,89.3,37.5
