OA_CODE,ward_2001,lgd_2001,DZ2021_cd,SA2011,dea_1972,dea_1984,dea_1993,dea_2012
95SS190003,95SS19,95SS,N20002409,N00003426,LISBURN AREA D,LISBURN TOWN,LISBURN TOWN NORTH,Lisburn North
95SS190009,95SS19,95SS,N20002403,N00003432,LISBURN AREA C,DUNMURRY CROSS,LISBURN TOWN NORTH,Lisburn North
95SS190008,95SS19,95SS,N20002403,N00003426,LISBURN AREA C,DUNMURRY CROSS,LISBURN TOWN NORTH,Lisburn North
95SS120002,95SS12,95SS,N20002397,N00003361,LISBURN AREA D,DUNMURRY CROSS,LISBURN TOWN NORTH,Lisburn North
95SS120009,95SS12,95SS,N20002396,N00003367,LISBURN AREA D,LISBURN TOWN,LISBURN TOWN NORTH,Lisburn North
95SS190010,95SS19,95SS,N20002386,N00003433,LISBURN AREA E,DUNMURRY CROSS,LISBURN TOWN NORTH,Lisburn North
95SS070015,95SS07,95SS,N20002387,N00003313,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Lisburn North
95SS070001,95SS07,95SS,N20002389,N00003313,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Lisburn North
95SS070002,95SS07,95SS,N20002389,N00003314,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Lisburn North
95SS070016,95SS07,95SS,N20002385,N00003315,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Lisburn North
95SS070011,95SS07,95SS,N20002378,N00003313,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Lisburn North
95SS270002,95SS27,95SS,N20002379,N00003498,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Lisburn North
95SS270007,95SS27,95SS,N20002376,N00003502,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Lisburn North
95SS270004,95SS27,95SS,N20002386,N00003497,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Lisburn North
95SS270001,95SS27,95SS,N20002379,N00003497,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Lisburn North
95SS270010,95SS27,95SS,N20002379,N00003505,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Lisburn North
95SS270003,95SS27,95SS,N20002382,N00003499,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Lisburn North
95SS190006,95SS19,95SS,N20002380,N00003430,LISBURN AREA E,DUNMURRY CROSS,LISBURN TOWN NORTH,Lisburn North
95SS190007,95SS19,95SS,N20002388,N00003431,LISBURN AREA E,DUNMURRY CROSS,LISBURN TOWN NORTH,Lisburn North
95SS190005,95SS19,95SS,N20002386,N00003429,LISBURN AREA C,DUNMURRY CROSS,LISBURN TOWN NORTH,Lisburn North
95SS270009,95SS27,95SS,N20001296,N00003504,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95GG230010,95GG23,95GG,N20001233,N00001174,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG450011,95GG45,95GG,N20001233,N00001515,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95SS090009,95SS09,95SS,N20002424,N00003330,LISBURN AREA B,DOWNSHIRE,DOWNSHIRE,Downshire East
95SS090010,95SS09,95SS,N20002424,N00003331,LISBURN AREA B,DOWNSHIRE,DOWNSHIRE,Downshire East
95SS090008,95SS09,95SS,N20002425,N00003329,LISBURN AREA B,DOWNSHIRE,DOWNSHIRE,Downshire East
95SS090007,95SS09,95SS,N20001234,N00003328,LISBURN AREA B,DOWNSHIRE,DOWNSHIRE,Balmoral
95GG450015,95GG45,95GG,N20001217,N00001518,BELFAST AREA C,LAGANSIDE,BALMORAL,Balmoral
95GG450002,95GG45,95GG,N20001218,N00001514,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG450007,95GG45,95GG,N20001218,N00001527,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG230014,95GG23,95GG,N20001230,N00001187,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG230012,95GG23,95GG,N20001230,N00001175,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG230011,95GG23,95GG,N20001220,N00001186,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG230015,95GG23,95GG,N20001233,N00001177,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG230013,95GG23,95GG,N20001233,N00001176,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG230007,95GG23,95GG,N20001233,N00001184,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG230008,95GG23,95GG,N20001215,N00001173,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG230009,95GG23,95GG,N20001220,N00001185,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG230001,95GG23,95GG,N20001221,N00001183,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG450005,95GG45,95GG,N20001213,N00001525,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG450006,95GG45,95GG,N20001211,N00001526,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG450009,95GG45,95GG,N20001219,N00001529,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG450012,95GG45,95GG,N20001219,N00001530,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG450013,95GG45,95GG,N20001226,N00001516,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG450008,95GG45,95GG,N20001216,N00001528,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG450004,95GG45,95GG,N20001208,N00001521,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG450010,95GG45,95GG,N20001211,N00001522,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG450001,95GG45,95GG,N20001201,N00001519,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG340006,95GG34,95GG,N20001201,N00001346,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG340010,95GG34,95GG,N20001203,N00001338,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG340013,95GG34,95GG,N20001210,N00001339,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG340014,95GG34,95GG,N20001205,N00001340,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG230004,95GG23,95GG,N20001204,N00001180,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG230005,95GG23,95GG,N20001202,N00001181,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG230002,95GG23,95GG,N20001197,N00001178,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG340012,95GG34,95GG,N20001205,N00001340,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG340011,95GG34,95GG,N20001203,N00001340,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG340008,95GG34,95GG,N20001195,N00001348,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG340004,95GG34,95GG,N20001192,N00001342,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG340005,95GG34,95GG,N20001190,N00001343,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG340002,95GG34,95GG,N20001192,N00001341,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG340001,95GG34,95GG,N20001184,N00001346,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG340007,95GG34,95GG,N20001195,N00001346,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG330007,95GG33,95GG,N20001189,N00001325,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG330005,95GG33,95GG,N20001194,N00001325,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG450016,95GG45,95GG,N20001207,N00001523,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG450017,95GG45,95GG,N20001207,N00001524,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG450003,95GG45,95GG,N20001208,N00001520,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG330010,95GG33,95GG,N20001198,N00001326,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG330011,95GG33,95GG,N20001198,N00001327,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG330009,95GG33,95GG,N20001196,N00001330,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG330008,95GG33,95GG,N20001193,N00001329,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG330006,95GG33,95GG,N20001185,N00001331,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG330017,95GG33,95GG,N20001182,N00001337,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG330001,95GG33,95GG,N20001185,N00001328,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG330004,95GG33,95GG,N20001185,N00001328,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG330003,95GG33,95GG,N20001186,N00001325,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG330002,95GG33,95GG,N20001183,N00001328,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG330015,95GG33,95GG,N20001179,N00001335,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG490012,95GG49,95GG,N20001161,N00001584,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
95GG330012,95GG33,95GG,N20001179,N00001332,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG330016,95GG33,95GG,N20001180,N00001336,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG330013,95GG33,95GG,N20001167,N00001333,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
95GG330014,95GG33,95GG,N20001167,N00001334,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
95GG490009,95GG49,95GG,N20001167,N00001581,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
95GG490010,95GG49,95GG,N20001156,N00001582,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
95GG490006,95GG49,95GG,N20001156,N00001589,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
95GG490007,95GG49,95GG,N20001167,N00001579,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
95GG490011,95GG49,95GG,N20001161,N00001583,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
95GG490005,95GG49,95GG,N20001152,N00001588,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
95GG490001,95GG49,95GG,N20001149,N00001592,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
95GG490021,95GG49,95GG,N20001140,N00001595,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
95GG490024,95GG49,95GG,N20001140,N00001597,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
95GG490004,95GG49,95GG,N20001144,N00001587,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
95GG490022,95GG49,95GG,N20001133,N00001596,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
95GG490020,95GG49,95GG,N20001126,N00001594,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
95GG490019,95GG49,95GG,N20001133,N00001593,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
95GG490017,95GG49,95GG,N20001125,N00001602,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
95GG490015,95GG49,95GG,N20001115,N00001600,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
95GG490013,95GG49,95GG,N20001115,N00001598,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
95GG100006,95GG10,95GG,N20001108,N00000984,BELFAST AREA F,BALMORAL,BALMORAL,Botanic
95GG100007,95GG10,95GG,N20001129,N00000979,BELFAST AREA F,BALMORAL,BALMORAL,Botanic
95GG100003,95GG10,95GG,N20001116,N00000976,BELFAST AREA F,BALMORAL,BALMORAL,Botanic
95GG100005,95GG10,95GG,N20001111,N00000978,BELFAST AREA F,BALMORAL,BALMORAL,Botanic
95GG100004,95GG10,95GG,N20001117,N00000977,BELFAST AREA F,BALMORAL,BALMORAL,Botanic
95GG100008,95GG10,95GG,N20001128,N00000980,BELFAST AREA F,BALMORAL,BALMORAL,Botanic
95GG100010,95GG10,95GG,N20001129,N00000982,BELFAST AREA F,BALMORAL,BALMORAL,Botanic
95GG100002,95GG10,95GG,N20001149,N00000975,BELFAST AREA F,BALMORAL,BALMORAL,Botanic
95GG220005,95GG22,95GG,N20001336,N00001160,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG100009,95GG10,95GG,N20001149,N00000981,BELFAST AREA F,BALMORAL,BALMORAL,Botanic
95GG220002,95GG22,95GG,N20001336,N00001157,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG220010,95GG22,95GG,N20001336,N00001162,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG220012,95GG22,95GG,N20001333,N00001164,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG220009,95GG22,95GG,N20001320,N00001170,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG460015,95GG46,95GG,N20001326,N00001544,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG220008,95GG22,95GG,N20001331,N00001169,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG220011,95GG22,95GG,N20001329,N00001171,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG220013,95GG22,95GG,N20001331,N00001172,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG250006,95GG25,95GG,N20001337,N00001205,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG220016,95GG22,95GG,N20001340,N00001167,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG220014,95GG22,95GG,N20001334,N00001165,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG220015,95GG22,95GG,N20001333,N00001166,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG220017,95GG22,95GG,N20001340,N00001166,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG010007,95GG01,95GG,N20001345,N00000836,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG250008,95GG25,95GG,N20001337,N00001205,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG010009,95GG01,95GG,N20001354,N00000838,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG010010,95GG01,95GG,N20001354,N00000832,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG010013,95GG01,95GG,N20001361,N00000840,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG010011,95GG01,95GG,N20001361,N00000839,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG220001,95GG22,95GG,N20001347,N00001163,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG220003,95GG22,95GG,N20001350,N00001158,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG340015,95GG34,95GG,N20001184,N00001349,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG340003,95GG34,95GG,N20001184,N00001347,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG010002,95GG01,95GG,N20001364,N00000831,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG010005,95GG01,95GG,N20001364,N00000828,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG340016,95GG34,95GG,N20001190,N00001345,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG310016,95GG31,95GG,N20001245,N00001294,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Collin
95GG010006,95GG01,95GG,N20001368,N00000829,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG010016,95GG01,95GG,N20001366,N00000835,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG010001,95GG01,95GG,N20001367,N00000825,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG310015,95GG31,95GG,N20001244,N00001301,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Collin
95GG310011,95GG31,95GG,N20001244,N00001300,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Collin
95GG310012,95GG31,95GG,N20001249,N00001306,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Collin
95GG310010,95GG31,95GG,N20001247,N00001305,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Collin
95GG310008,95GG31,95GG,N20001240,N00001303,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Collin
95GG310009,95GG31,95GG,N20001237,N00001304,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Collin
95GG010004,95GG01,95GG,N20001238,N00000827,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Collin
95GG010003,95GG01,95GG,N20001236,N00000826,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Collin
95GG270001,95GG27,95GG,N20001362,N00001238,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG270002,95GG27,95GG,N20001362,N00001239,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG250016,95GG25,95GG,N20001356,N00001216,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG270018,95GG27,95GG,N20001356,N00001245,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG270016,95GG27,95GG,N20001338,N00001244,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG250012,95GG25,95GG,N20001344,N00001214,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG250015,95GG25,95GG,N20001356,N00001215,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG250009,95GG25,95GG,N20001349,N00001212,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG250013,95GG25,95GG,N20001349,N00001209,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG250017,95GG25,95GG,N20001355,N00001211,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG250014,95GG25,95GG,N20001355,N00001210,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG010014,95GG01,95GG,N20001235,N00000830,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Collin
95GG010012,95GG01,95GG,N20001357,N00000833,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG010015,95GG01,95GG,N20001364,N00000834,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG250001,95GG25,95GG,N20001352,N00001206,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG010008,95GG01,95GG,N20001342,N00000837,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG250011,95GG25,95GG,N20001342,N00001208,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG250007,95GG25,95GG,N20001339,N00001207,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG250004,95GG25,95GG,N20001343,N00001204,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG250005,95GG25,95GG,N20001339,N00001204,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG250003,95GG25,95GG,N20001332,N00001203,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG220007,95GG22,95GG,N20001328,N00001168,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG250002,95GG25,95GG,N20001328,N00001202,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG250010,95GG25,95GG,N20001344,N00001213,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG270014,95GG27,95GG,N20001346,N00001242,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG270013,95GG27,95GG,N20001309,N00001234,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG270011,95GG27,95GG,N20001309,N00001232,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG270012,95GG27,95GG,N20001309,N00001233,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG270004,95GG27,95GG,N20001360,N00001235,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG270005,95GG27,95GG,N20001351,N00001236,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG270017,95GG27,95GG,N20001346,N00001237,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG270015,95GG27,95GG,N20001358,N00001243,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG270006,95GG27,95GG,N20001358,N00001241,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG270007,95GG27,95GG,N20001363,N00001240,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG270019,95GG27,95GG,N20001359,N00001235,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG270003,95GG27,95GG,N20001360,N00001235,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG270008,95GG27,95GG,N20001365,N00001240,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG270009,95GG27,95GG,N20001363,N00001240,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG310007,95GG31,95GG,N20001242,N00001302,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Collin
95GG310013,95GG31,95GG,N20001242,N00001307,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Collin
95SS260003,95SS26,95SS,N20001246,N00003495,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS260001,95SS26,95SS,N20001246,N00003494,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS260007,95SS26,95SS,N20001241,N00003494,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS260010,95SS26,95SS,N20001243,N00003493,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS260009,95SS26,95SS,N20001243,N00003491,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS260008,95SS26,95SS,N20001241,N00003493,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS260002,95SS26,95SS,N20001239,N00003490,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS260004,95SS26,95SS,N20001248,N00003491,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS260006,95SS26,95SS,N20001252,N00003492,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS060006,95SS06,95SS,N20001255,N00003294,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS060009,95SS06,95SS,N20001257,N00003303,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS060011,95SS06,95SS,N20001262,N00003304,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS060013,95SS06,95SS,N20001263,N00003305,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS060008,95SS06,95SS,N20001256,N00003302,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS160004,95SS16,95SS,N20001259,N00003401,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS160005,95SS16,95SS,N20001259,N00003402,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS160006,95SS16,95SS,N20001265,N00003400,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS160003,95SS16,95SS,N20001258,N00003399,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS160002,95SS16,95SS,N20001258,N00003398,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS060005,95SS06,95SS,N20001256,N00003301,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS260005,95SS26,95SS,N20001250,N00003496,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS160001,95SS16,95SS,N20001254,N00003397,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95GG310002,95GG31,95GG,N20001247,N00001296,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Collin
95GG310004,95GG31,95GG,N20001249,N00001298,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Collin
95GG310005,95GG31,95GG,N20001254,N00001299,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Collin
95SS100006,95SS10,95SS,N20001258,N00003345,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95GG310003,95GG31,95GG,N20001251,N00001297,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Collin
95GG310017,95GG31,95GG,N20001251,N00001295,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Collin
95GG310014,95GG31,95GG,N20001253,N00001293,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Collin
95GG340009,95GG34,95GG,N20001197,N00001344,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95GG310001,95GG31,95GG,N20001253,N00001291,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Collin
95GG310006,95GG31,95GG,N20001253,N00001292,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Collin
95GG230003,95GG23,95GG,N20001204,N00001179,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95SS100009,95SS10,95SS,N20001264,N00003348,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS100008,95SS10,95SS,N20001264,N00003347,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS100007,95SS10,95SS,N20001258,N00003346,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS100010,95SS10,95SS,N20001271,N00003341,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS100002,95SS10,95SS,N20001281,N00003338,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS100011,95SS10,95SS,N20001271,N00003342,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS100001,95SS10,95SS,N20001280,N00003337,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95GG230006,95GG23,95GG,N20001233,N00001182,BELFAST AREA C,BALMORAL,BALMORAL,Balmoral
95SS100003,95SS10,95SS,N20001275,N00003344,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS270008,95SS27,95SS,N20001296,N00003503,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS270005,95SS27,95SS,N20001294,N00003500,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS270006,95SS27,95SS,N20001292,N00003501,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS100004,95SS10,95SS,N20001275,N00003339,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS100005,95SS10,95SS,N20001289,N00003340,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
95SS070009,95SS07,95SS,N20002378,N00003313,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Lisburn North
95SS290006,95SS29,95SS,N20001288,N00003516,LISBURN AREA E,DUNMURRY CROSS,DUNMURRY CROSS,Collin
