OA_CODE,SA2011,weight
95AA110008,N00000073,0.9999998377052164
95AA110009,N00000073,0.9999998007287403
95AA110010,N00000072,0.9999999068120162
95AA110011,N00000078,0.9999996902018883
95AA120001,N00000079,0.9999999748965273
95AA120002,N00000080,0.9999999502832625
95AA120003,N00000081,0.9999999216728841
95AA120004,N00000082,0.9999999747769506
95AA120005,N00000083,0.999999977520878
95AA120006,N00000084,0.9999999660965656
95AA130001,N00000088,0.9999998300238145
95AA130002,N00000089,0.9999999048792247
95AA130003,N00000090,0.9999997156825572
95AA130004,N00000085,0.9999998658883098
95AA130005,N00000091,0.9999999051078877
95AA130006,N00000086,0.9999998747230776
95AA130007,N00000087,0.999999966710107
95AA130008,N00000087,0.999999994887803
95AA140001,N00000092,0.9999999655302296
95AA140002,N00000093,0.999999949464523
95AA140003,N00000094,0.999999954229429
95AA140004,N00000095,0.9999999776305083
95AA140005,N00000096,0.9999999732525898
95AA150001,N00000101,0.999999739530577
95AA150002,N00000102,0.999999675790599
95AA150003,N00000097,0.9999997573147178
95AA150004,N00000098,0.9999999292728134
95AA150005,N00000099,0.9999998614717205
95AA150006,N00000100,0.9999996753556967
95AA150007,N00000103,0.9999999344944738
95AA150008,N00000104,0.9999997323909333
95AA160001,N00000105,0.9999996102336552
95AA160002,N00000106,0.9999996188974434
95AA160003,N00000107,0.9999998068707592
95AA160004,N00000108,0.9999996301698928
95AA160005,N00000109,0.9999997652600093
95AA160006,N00000110,0.999999597005809
95AA170001,N00000111,0.9999997154692515
95AA170002,N00000112,0.9999997469797498
95AA170003,N00000113,0.9999997852958574
95AA170004,N00000114,0.9999996462855574
95AA170005,N00000115,0.9999997744080621
95AA170006,N00000116,0.9999997252184355
95AA170007,N00000117,0.9999997217948152
95AA180001,N00000118,0.9999999301635334
95AA180002,N00000119,0.9999998523459596
95AA180003,N00000120,0.9999999743745183
95AA180004,N00000121,0.9999998693418959
95AA180005,N00000122,0.9999999665085281
95AA180006,N00000123,0.9999999025213251
95AA180007,N00000124,0.9999999576356277
95AA190001,N00000125,0.9999999681559827
95AA190002,N00000126,0.9999999665911143
95AA190003,N00000127,0.9999999564420521
95AA190004,N00000128,0.9999999871573242
95AA190005,N00000128,0.9999999885728608
95AA190006,N00000129,0.9999998708449042
95AA190006,N00003530,1.5777768562158694e-06
95BB010001,N00000130,0.9999998823750249
95BB010002,N00000131,0.999999960257807
95BB010003,N00000132,0.9999999672392323
95BB010003,N00002682,2.832025781496531e-06
95BB010003,N00002684,1.3388063895584588e-06
95BB010004,N00000134,0.9999997677017758
95BB010005,N00000135,0.999999920416377
95BB010006,N00000136,0.999999774966947
95BB010007,N00000137,0.9999997456413333
95BB010008,N00000133,0.9999999188225702
95BB010009,N00000138,0.999999751469634
95BB020001,N00000139,0.9999999112196294
95BB020002,N00000140,0.9999999139219906
95BB020003,N00000141,0.9999994755121467
95BB020004,N00000141,0.9999994466305814
95BB020005,N00000142,0.999999621392191
95BB020006,N00000143,0.9999997050405534
95BB020007,N00000144,0.9999997585458238
95BB020008,N00000145,0.9999996645980457
95BB020009,N00000146,0.9999999649474212
95BB020010,N00000147,0.9999996295372496
95BB030001,N00000153,0.9999997262943577
95BB030002,N00000154,0.9999997787372882
95BB030003,N00000155,0.9999999608386374
95BB030004,N00000156,0.9999999269250742
95BB030005,N00000157,0.9999999789193105
95BB030006,N00000158,0.9999999735495085
95BB030007,N00000148,0.9999999277788981
95BB030008,N00000149,0.9999998892077604
95BB030009,N00000150,0.9999998828695655
95BB030010,N00000151,0.999999652711206
95BB030011,N00000152,0.999999759260216
95BB040001,N00000159,0.9999998023167673
95BB040002,N00000160,0.9999997466637492
95BB040003,N00000164,0.9999999687140334
95BB040004,N00000161,0.999999854379727
95BB040005,N00000165,0.9999999540883574
95BB040006,N00000166,0.9999998190844017
95BB040007,N00000162,0.9999997323505959
95BB040008,N00000167,0.9999999141034766
95BB040009,N00000168,0.9999997725246103
95BB040010,N00000163,0.9999997231055915
95BB050001,N00000172,0.9999999744574962
95BB050002,N00000172,0.9999999781031754
95BB050003,N00000169,0.999999979967692
95BB050004,N00000173,0.9999999785803307
95BB050005,N00000174,0.9999998375246401
95BB050006,N00000169,0.9999999656996819
95BB050007,N00000170,0.9999999408024451
95BB050008,N00000175,0.9999999513634541
95BB050009,N00000171,0.999999964967105
95BB060001,N00000176,0.9999997634895444
95BB060002,N00000177,0.9999999485801815
95BB060003,N00000176,0.9999998189713284
95BB060004,N00000178,0.9999998628106918
95BB060005,N00000178,0.9999996276718308
95BB060006,N00000179,0.9999998449424601
95BB060007,N00000178,0.9999998302620148
95BB060008,N00000179,0.9999998492205794
95BB060009,N00000180,0.9999995122199442
95BB060010,N00000181,0.9999997639088862
95BB060011,N00000179,0.9999997769823675
95BB070001,N00000182,0.9999996665409591
95BB070002,N00000183,0.9999997275270845
95BB070003,N00000184,0.9999997816987476
95BB070004,N00000188,0.9999998190368095
95BB070005,N00000185,0.9999997454511003
95BB070006,N00000189,0.9999999564880521
95BB070007,N00000186,0.9999997995569124
95BB070008,N00000190,0.9999997249479392
95BB070009,N00000191,0.9999997376650985
95BB070010,N00000187,0.9999998859391243
95BB080001,N00000192,0.9999996610901045
95BB080002,N00000193,0.999999777956187
95BB080003,N00000197,0.9999996810666961
95BB080004,N00000194,0.9999996615547174
95BB080005,N00000195,0.999999661596481
95BB080006,N00000196,0.9999994576373048
95BB080007,N00000198,0.9999999346940637
95BB080008,N00000199,0.999999925767201
95BB080009,N00000200,0.9999996610057604
95BB090001,N00000205,0.9999998870272567
95BB090002,N00000201,0.9999997926258369
95BB090003,N00000206,0.9999997940900714
95BB090004,N00000202,0.9999997752602593
95BB090005,N00000207,0.9999996360418004
95BB090006,N00000208,0.999999757948989
95BB090007,N00000209,0.9999999022092039
95BB090008,N00000203,0.9999999618515513
95BB090009,N00000204,0.9999998185725248
95BB100001,N00000210,0.9999997169987604
95BB100002,N00000211,0.9999997907934322
95BB100003,N00000212,0.9999996627860337
95BB100004,N00000210,0.9999997902353925
95BB100005,N00000215,0.9999999604557954
95BB100006,N00000216,0.9999999778066798
95BB100007,N00000217,0.9999998573019876
95BB100008,N00000218,0.9999998582251431
95BB100009,N00000211,0.9999998579095736
95BB100010,N00000213,0.99999969562516
95BB100011,N00000214,0.9999995925278139
95BB110001,N00000224,0.9999996535079201
95BB110002,N00000225,0.9999994848647984
95BB110003,N00000219,0.9999995427288129
95BB110004,N00000220,0.9999996065281777
95BB110005,N00000226,0.9999997449170106
95BB110006,N00000221,0.9999996917593084
95BB110007,N00000227,0.9999998052320253
95BB110008,N00000228,0.9999997629112161
95BB110009,N00000229,0.9999996818605977
95BB110010,N00000222,0.9999999291962893
95BB110011,N00000223,0.9999997162595449
95BB120001,N00000235,0.9999997263674072
95BB120002,N00000236,0.99999972856014
95BB120003,N00000230,0.999999513524422
95BB120004,N00000231,0.9999996253070043
95BB120005,N00000232,0.9999996671444651
95BB120006,N00000233,0.9999996439390141
95BB120007,N00000234,0.9999994361736307
95BB120008,N00000237,0.9999999529861502
95BB120009,N00000238,0.9999999424330104
95BB130001,N00000248,0.9999996899293919
95BB130002,N00000243,0.9999995855222406
95BB130003,N00000249,0.9999998102071315
95BB130004,N00000244,0.9999996273661639
95BB130005,N00000239,0.9999997136120414
95BB130006,N00000250,0.9999996466522455
95BB130007,N00000245,0.9999996463899193
95BB130008,N00000246,0.9999996460761151
95BB130009,N00000247,0.9999996899247008
95BB130010,N00000240,0.9999998157094259
95BB130011,N00000241,0.9999998567969222
95BB130012,N00000242,0.9999999393071543
95BB130013,N00000251,0.9999997044243387
95BB140001,N00000252,0.9999999240419947
95BB140002,N00000253,0.9999999717747348
95BB140003,N00000254,0.9999999608602061
95BB140004,N00000256,0.999999970569553
95BB140005,N00000256,0.9999999504021674
95BB140006,N00000257,0.9999997624666996
95BB140007,N00000258,0.9999999559167044
95BB140008,N00000255,0.9999999664833487
95BB140008,N00002683,1.0870586060061705e-06
95BB150001,N00000259,0.9999999653550641
95BB150002,N00000260,0.9999999559155719
95BB150003,N00000261,0.9999999696296367
95BB150004,N00000263,0.9999999228558135
95BB150005,N00000264,0.9999999448206908
95BB150006,N00000265,0.9999998524055572
95BB150007,N00000266,0.9999997685589734
95BB150008,N00000262,0.9999999524117672
95BB160001,N00000267,0.9999999472745495
95BB160002,N00000271,0.9999999572707094
95BB160003,N00000272,0.9999999231036435
95BB160004,N00000273,0.9999999326177269
95BB160005,N00000268,0.9999999294513956
95BB160006,N00000274,0.9999999491864275
95BB160007,N00000269,0.99999997710993
95BB160008,N00000270,0.999999967689342
95BB170001,N00000281,0.9999999705211345
95BB170002,N00000282,0.9999999693186853
95BB170003,N00000275,0.9999996839871513
95BB170004,N00000276,0.9999998096117808
95BB170005,N00000277,0.9999998292754594
95BB170006,N00000278,0.9999996047976084
95BB170007,N00000283,0.9999998882042961
95BB170008,N00000279,0.9999997623708968
95BB170009,N00000284,0.9999997635093418
95BB170010,N00000280,0.9999996391893211
95BB170011,N00000285,0.9999996498101035
95BB180001,N00000291,0.9999999272167378
95BB180002,N00000286,0.9999997689943982
95BB180003,N00000292,0.999999952496365
95BB180004,N00000287,0.9999996762824191
95BB180005,N00000288,0.9999999209596793
95BB180006,N00000289,0.9999996955476076
95BB180007,N00000290,0.9999996629694096
95BB180008,N00000293,0.999999790712572
95BB180009,N00000294,0.9999999738718488
95BB180010,N00000295,0.9999998129978043
95BB190001,N00000301,0.9999998213108748
95BB190002,N00000302,0.9999997245258868
95BB190003,N00000303,0.9999995776443497
95BB190004,N00000296,0.999999767830903
95BB190005,N00000304,0.9999996273694892
95BB190006,N00000306,0.9999996585753362
95BB190007,N00000297,0.999999720074979
95BB190008,N00000307,0.9999995623199975
95BB190009,N00000298,0.9999997253187016
95BB190010,N00000308,0.9999996979161874
95BB190011,N00000299,0.9999998627329482
95BB190012,N00000309,0.9999997138322084
95BB190013,N00000300,0.999999793408588
95BB190014,N00000305,0.9999997973855896
95BB200001,N00000310,0.9999999638120434
95BB200002,N00000311,0.9999999203430717
95BB200003,N00000312,0.9999999691817513
95BB200004,N00000313,0.9999999580550153
95BB200005,N00000314,0.999999577363563
95BB200006,N00000315,0.9999997078488249
95BB200007,N00000316,0.9999997182412077
95BB200008,N00000317,0.9999998806027696
95BB200009,N00000317,0.9999996710486282
95BB210001,N00000318,0.9999999442766292
95BB210002,N00000319,0.999999732948903
95BB210003,N00000323,0.9999999738411959
95BB210004,N00000319,0.9999998444629995
95BB210005,N00000320,0.9999999516651856
95BB210006,N00000321,0.9999998180842384
95BB210007,N00000324,0.9999999536917543
95BB210008,N00000325,0.9999999115287453
95BB210009,N00000326,0.9999999131708152
95BB210010,N00000326,0.9999999549016095
95BB210011,N00000322,0.9999998559321281
95BB220001,N00000331,0.999999969800369
95BB220002,N00000331,0.9999997729385611
95BB220003,N00000332,0.9999996310012647
95BB220004,N00000333,0.9999998136522468
95BB220005,N00000334,0.9999997707116464
95BB220006,N00000327,0.9999996547265514
95BB220007,N00000328,0.9999998079049466
95BB220008,N00000329,0.9999996570713588
95BB220009,N00000330,0.9999999576996869
95BB230001,N00000335,0.9999996056701288
95BB230002,N00000340,0.9999999458897922
95BB230003,N00000341,0.9999997940712361
95BB230004,N00000342,0.9999997165114642
95BB230005,N00000343,0.9999995561688614
95BB230006,N00000336,0.9999996486368671
95BB230007,N00000337,0.9999998780538956
95BB230008,N00000338,0.9999996681469839
95BB230009,N00000339,0.9999996465330655
95CC010001,N00000344,0.9999998826782815
95CC010002,N00000345,0.9999998206336183
95CC010003,N00000346,0.9999999279979079
95CC010004,N00000347,0.9999997928042658
95CC010005,N00000348,0.9999998299105042
95CC010006,N00000349,0.9999999408016891
95CC020001,N00000350,0.9999999680152687
95CC020002,N00000351,0.9999999543458067
95CC020003,N00000352,0.9999999734993011
95CC020004,N00000353,0.9999999735548352
95CC020005,N00000354,0.9999999752418451
95CC020006,N00000355,0.9999999716503042
95CC030001,N00000356,0.9999998397020308
95CC030002,N00000357,0.999999773053162
95CC030003,N00000358,0.9999997845163385
95CC030004,N00000359,0.9999998156738628
95CC030005,N00000359,0.999999863619072
95CC030006,N00000357,0.9999999214059482
95CC030007,N00000359,0.9999996663225027
95CC040001,N00000360,0.9999999591157939
95CC040002,N00000361,0.9999999565593595
95CC040003,N00000362,0.9999999694391425
95CC040004,N00000363,0.9999999739737971
95CC040005,N00000364,0.9999999745708898
95CC040006,N00000365,0.9999999509956863
95CC050001,N00000366,0.9999999554179497
95CC050002,N00000367,0.9999998826734382
95CC050003,N00000368,0.9999999652419468
95CC050004,N00000369,0.9999999698485774
95CC050005,N00000370,0.9999999689267682
95CC050006,N00000371,0.9999999699893224
95CC060001,N00000372,0.9999998517782469
95CC060002,N00000373,0.9999998882152933
95CC060003,N00000374,0.9999998887535465
95CC060004,N00000376,0.9999996784754428
95CC060005,N00000375,0.9999999257149814
95CC060006,N00000377,0.9999997856195378
95CC060007,N00000378,0.9999999017761828
95CC060008,N00000379,0.9999998109247521
95CC070001,N00000380,0.9999999752490105
95CC070002,N00000381,0.9999998309067027
95CC070003,N00000382,0.9999999650679802
95CC070004,N00000383,0.999999970405336
95CC070005,N00000384,0.9999999678108124
95CC070006,N00000385,0.9999999679501452
95CC070007,N00000381,0.9999999385063142
95CC080001,N00000386,0.9999997490473926
95CC080002,N00000387,0.99999975243836
95CC080003,N00000388,0.9999998976037855
95CC080004,N00000388,0.9999999565117559
95CC080005,N00000388,0.9999998849576575
95CC080006,N00000388,0.9999998745689964
95CC080007,N00000389,0.9999998980274882
95CC090001,N00000392,0.9999999540089156
95CC090002,N00000390,0.9999999760635391
95CC090003,N00000393,0.9999999622300292
95CC090004,N00000392,0.999999994178393
95CC090005,N00000391,0.9999999765052184
95CC090006,N00000390,0.9999999801719445
95CC090007,N00000392,0.9999999729245764
95CC100001,N00000394,0.9999999649341005
95CC100002,N00000395,0.9999999743975393
95CC100003,N00000396,0.9999999561078211
95CC100004,N00000397,0.9999999716079493
95CC100005,N00000398,0.9999999656775305
95CC100006,N00000399,0.9999999284773655
95CC110001,N00000400,0.9999998268307552
95CC110002,N00000401,0.9999997729095185
95CC110003,N00000402,0.9999997975845634
95CC110004,N00000403,0.9999998214044681
95CC110005,N00000404,0.9999996852963174
95CC110006,N00000405,0.999999794468411
95CC120001,N00000406,0.9999999735743929
95CC120002,N00000407,0.9999999776779345
95CC120003,N00000407,0.9999999907659334
95CC120004,N00000408,0.9999999728686693
95CC120005,N00000407,0.9999999853965312
95CC120006,N00000409,0.9999999478234308
95CC120007,N00000410,0.999999957773842
95CC130001,N00000411,0.9999999359512828
95CC130002,N00000412,0.9999999606954921
95CC130003,N00000413,0.9999999596889374
95CC130004,N00000414,0.9999999721452414
95CC130005,N00000415,0.9999999511490395
95CC130006,N00000416,0.999999967877803
95CC140001,N00000417,0.999999770672997
95CC140002,N00000418,0.9999999595309298
95CC140003,N00000419,0.9999999587216106
95CC140003,N00002213,1.1594631687902003e-06
95CC140004,N00000420,0.9999999317031072
95CC140005,N00000421,0.9999998102133295
95CC140006,N00000418,0.9999999008911041
95CC140007,N00000422,0.9999996770411173
95CC150001,N00000423,0.9999999623763872
95CC150002,N00000424,0.9999999596885101
95CC150003,N00000425,0.999999942385032
95CC150004,N00000426,0.9999999569214563
95CC150005,N00000427,0.999999955957076
95CC150005,N00002370,1.1063216224981754e-06
95CC150006,N00000428,0.9999999345423434
95CC150007,N00000429,0.9999999509321164
95CC160001,N00000430,0.9999999796535606
95CC160002,N00000431,0.9999999651237117
95CC160003,N00000432,0.9999999591774049
95CC160004,N00000433,0.999999886442392
95CC160005,N00000434,0.9999998813753417
95CC160006,N00000435,0.9999998036725457
95CC160007,N00000436,0.9999999607276476
95CC170001,N00000437,0.9999999681393118
95CC170002,N00000438,0.9999999673662414
95CC170003,N00000439,0.9999999747901849
95CC170004,N00000440,0.9999999577616994
95CC170005,N00000441,0.99999995692883
95CC170006,N00000442,0.9999998411294921
95CC180001,N00000443,0.9999999439229467
95CC180002,N00000444,0.9999999019162343
95CC180003,N00000445,0.9999998835696774
95CC180004,N00000446,0.999999842716476
95CC180005,N00000447,0.9999999124293767
95CC180006,N00000444,0.9999998941406771
95CC180007,N00000448,0.9999997197611639
95CC190001,N00000449,0.9999999704966468
95CC190002,N00000450,0.9999999735134505
95CC190003,N00000451,0.999999959935707
95CC190004,N00000452,0.999999977744444
95CC190005,N00000453,0.9999999407663329
95CC190006,N00000454,0.99999997140689
95CC200001,N00000455,0.9999998602458066
95CC200002,N00000459,0.9999998229946169
95CC200003,N00000460,0.9999997401833628
95CC200004,N00000459,0.9999999017235577
95CC200005,N00000456,0.9999999299823932
95CC200006,N00000457,0.9999998592718535
95CC200007,N00000458,0.9999999529476417
95CC200008,N00000461,0.9999997894390876
95CC200009,N00000462,0.9999997365400399
95CC210001,N00000463,0.9999999516791009
95CC210002,N00000464,0.9999998097062136
95CC210003,N00000463,0.9999999648308112
95CC210004,N00000465,0.9999998357379062
95CC210005,N00000466,0.9999999687330163
95CC210006,N00000467,0.999999759677702
95CC210007,N00000468,0.9999997486471963
95CC210008,N00000469,0.9999997734484313
95CC220001,N00000470,0.9999997432831949
95CC220002,N00000471,0.9999997598688307
95CC220003,N00000472,0.9999997112874244
95CC220004,N00000473,0.999999859485166
95CC220005,N00000474,0.9999998582143717
95CC220006,N00000475,0.9999996548656351
95CC220007,N00000476,0.9999995781291907
95DD010001,N00000477,0.9999996717195796
95DD010002,N00000478,0.9999997101046656
95DD010003,N00000479,0.9999998157686221
95DD010004,N00000477,0.9999999274508019
95DD010005,N00000480,0.9999998671433162
95DD010006,N00000481,0.9999998863141942
95DD020001,N00000487,0.9999999423664284
95DD020002,N00000488,0.9999999332711342
95DD020003,N00000482,0.9999996058791494
95DD020004,N00000483,0.9999997655279775
95DD020005,N00000489,0.9999998846171937
95DD020006,N00000490,0.9999999343454736
95DD020007,N00000484,0.9999997709051084
95DD020008,N00000485,0.9999995617438536
95DD020009,N00000491,0.9999999012056121
95DD020010,N00000492,0.9999999300111883
95DD020011,N00000486,0.9999998328242969
95DD030001,N00000493,0.9999998959791758
95DD030002,N00000494,0.999999867501519
95DD030003,N00000494,0.9999998758256814
95DD030004,N00000495,0.9999997757857666
95DD030005,N00000496,0.9999998337125495
95DD030006,N00000497,0.9999999495396528
95DD030007,N00000498,0.9999997900988865
95DD040001,N00000499,0.9999998326079695
95DD040002,N00000500,0.9999999259500448
95DD040003,N00000501,0.9999997519119705
95DD040004,N00000502,0.9999997800742635
95DD040005,N00000503,0.9999998688817573
95DD040006,N00000504,0.9999996479075628
95DD040007,N00000500,0.9999998331061699
95DD050001,N00000505,0.9999996150159651
95DD050002,N00000506,0.9999998831722468
95DD050003,N00000507,0.9999997491767197
95DD050004,N00000508,0.9999998270959191
95DD050005,N00000509,0.9999998785106862
95DD050006,N00000510,0.9999997829737421
95DD060001,N00000511,0.9999997093186721
95DD060002,N00000512,0.9999997493784498
95DD060003,N00000513,0.9999998008658169
95DD060004,N00000514,0.9999997497080524
95DD060005,N00000515,0.999999667944325
95DD060006,N00000516,0.9999997851891127
95DD060007,N00000517,0.9999996670623573
95DD070001,N00000522,0.9999999469016824
95DD070002,N00000523,0.9999998133563833
95DD070003,N00000524,0.9999999607186009
95DD070004,N00000525,0.9999998696073104
95DD070005,N00000518,0.9999999641001474
95DD070006,N00000519,0.9999998951719256
95DD070007,N00000520,0.9999999431020958
95DD070008,N00000520,0.9999998629563402
95DD070009,N00000521,0.9999999087423045
95DD080001,N00000526,0.9999997777639784
95DD080002,N00000527,0.9999997184393121
95DD080003,N00000528,0.9999995204680532
95DD080004,N00000529,0.9999998786436259
95DD080005,N00000530,0.999999707503272
95DD080006,N00000531,0.9999996684022463
95DD080007,N00000532,0.999999806612441
95DD080008,N00000533,0.9999997244028396
95DD090001,N00000534,0.9999999749380094
95DD090002,N00000535,0.9999999695543125
95DD090003,N00000536,0.9999999595581754
95DD090004,N00000537,0.9999999647839602
95DD090005,N00000538,0.9999999662396227
95DD090006,N00000539,0.9999999545314157
95DD100001,N00000540,0.9999999462905085
95DD100002,N00000541,0.9999998655122343
95DD100003,N00000542,0.9999998226737629
95DD100004,N00000543,0.9999998632032459
95DD100005,N00000544,0.9999997832649734
95DD100006,N00000545,0.9999997881381043
95DD100007,N00000546,0.9999996507273482
95DD100008,N00000547,0.9999996783261808
95DD100009,N00000548,0.9999998096923007
95DD110001,N00000549,0.9999997483759292
95DD110002,N00000550,0.9999997988703949
95DD110003,N00000551,0.999999691219815
95DD110004,N00000552,0.9999997001636713
95DD110005,N00000553,0.9999997449405491
95DD110006,N00000554,0.9999995380554104
95DD110007,N00000555,0.9999997188645319
95DD110008,N00000556,0.9999997810800173
95DD120001,N00000557,0.9999999645644115
95DD120002,N00000558,0.9999999605263395
95DD120003,N00000559,0.9999999307387316
95DD120004,N00000560,0.9999999583069594
95DD120005,N00000561,0.9999999706118342
95DD120006,N00000562,0.9999999630193533
95DD130001,N00000563,0.9999997178247644
95DD130002,N00000564,0.9999998214989618
95DD130003,N00000563,0.9999997871163794
95DD130004,N00000563,0.9999999564120735
95DD130005,N00000565,0.999999675058642
95DD130006,N00000566,0.9999998135615322
95DD140001,N00000567,0.9999999528728822
95DD140002,N00000571,0.9999999559938509
95DD140003,N00000568,0.9999998720169827
95DD140004,N00000572,0.999999880919593
95DD140005,N00000569,0.9999998697364683
95DD140006,N00000573,0.9999998572316793
95DD140007,N00000574,0.9999999256458079
95DD140008,N00000570,0.999999782845764
95DD150001,N00000575,0.9999999768990395
95DD150002,N00000576,0.9999999705270456
95DD150003,N00000577,0.9999999829484533
95DD150004,N00000578,0.9999999769314134
95DD150005,N00000579,0.9999999441271437
95DD150006,N00000580,0.9999999554552049
95DD150007,N00000581,0.9999999792575365
95DD160001,N00000582,0.9999999764047524
95DD160002,N00000583,0.9999999637520965
95DD160003,N00000584,0.9999999674349199
95DD160004,N00000585,0.9999999896518124
95DD160005,N00000586,0.9999999778687685
95DD160006,N00000587,0.99999995018637
95DD160007,N00000588,0.9999999484781029
95DD170001,N00000589,0.9999999748729046
95DD170002,N00000590,0.9999999727171411
95DD170003,N00000591,0.9999999749809076
95DD170004,N00000592,0.999999953468531
95DD170005,N00000593,0.999999975637969
95DD170006,N00000594,0.9999999679343363
95DD170007,N00000595,0.9999999690974258
95DD180001,N00000596,0.9999999458853376
95DD180002,N00000597,0.999999529998249
95DD180003,N00000598,0.9999998595880072
95DD180004,N00000599,0.9999997267779464
95DD180005,N00000600,0.9999996568603071
95DD180006,N00000601,0.9999998016137008
95DD180007,N00000602,0.9999997815673775
95DD190001,N00000603,0.9999999398710886
95DD190002,N00000604,0.9999998939936626
95DD190003,N00000608,0.9999999740330949
95DD190004,N00000609,0.999999949318488
95DD190005,N00000610,0.9999999390046121
95DD190006,N00000611,0.9999999661476938
95DD190007,N00000605,0.9999999142375795
95DD190008,N00000606,0.9999998531077792
95DD190009,N00000607,0.9999996306222199
95DD200001,N00000612,0.9999997310433143
95DD200002,N00000613,0.9999996072090414
95DD200003,N00000614,0.9999994976696462
95DD200004,N00000615,0.999999763411956
95DD200005,N00000616,0.9999995969457892
95DD200006,N00000617,0.9999997189853019
95DD200007,N00000612,0.999999799437299
95DD210001,N00000618,0.9999999283381332
95DD210002,N00000618,0.999999708417451
95DD210003,N00000619,0.9999998796071473
95DD210004,N00000620,0.9999997957587978
95DD210005,N00000621,0.9999997821542534
95DD210006,N00000622,0.9999997357855298
95DD220001,N00000627,0.9999999717796841
95DD220002,N00000628,0.9999999532620677
95DD220003,N00000623,0.9999999487515774
95DD220004,N00000629,0.9999999062101106
95DD220005,N00000624,0.9999999534859567
95DD220006,N00000630,0.9999998078357429
95DD220007,N00000625,0.9999998428817912
95DD220007,N00003620,1.493892245226853e-06
95DD220008,N00000626,0.9999999675411642
95DD230001,N00000631,0.9999999777763938
95DD230002,N00000632,0.999999962646794
95DD230003,N00000633,0.9999999644864651
95DD230004,N00000634,0.9999999847841233
95DD230005,N00000635,0.9999999838463703
95DD230006,N00000636,0.9999999868960755
95DD240001,N00000637,0.9999998006164761
95DD240002,N00000638,0.999999577288544
95DD240003,N00000639,0.9999998030046904
95DD240004,N00000640,0.9999999340184148
95DD240005,N00000637,0.9999998018689218
95DD240006,N00000641,0.9999997799082658
95DD240007,N00000642,0.9999995896738421
