OA_CODE,SA2011,weight
95GG250009,N00001212,0.9999993928760523
95GG250010,N00001213,0.9999996773872222
95GG250011,N00001208,0.9999997082278185
95GG250012,N00001214,0.9999995376159624
95GG250013,N00001209,0.9999995635271212
95GG250014,N00001210,0.999999682417379
95GG250015,N00001215,0.9999995295186282
95GG250016,N00001216,0.9999998210549459
95GG250017,N00001211,0.9999997287463632
95GG260001,N00001224,0.99999942783483
95GG260002,N00001217,0.9999997589468522
95GG260003,N00001225,0.9999996198673411
95GG260004,N00001226,0.9999994269606317
95GG260005,N00001218,0.9999998065390896
95GG260006,N00001219,0.9999999647286869
95GG260007,N00001220,0.9999995261524801
95GG260008,N00001221,0.9999995624268275
95GG260009,N00001222,0.9999995547565484
95GG260010,N00001227,0.9999996557660169
95GG260011,N00001228,0.9999997140654259
95GG260012,N00001223,0.9999998230818844
95GG260013,N00001229,0.9999996795498081
95GG260014,N00001230,0.9999995201929145
95GG270001,N00001238,0.9999993410036649
95GG270002,N00001239,0.9999995195247662
95GG270003,N00001235,0.9999997953969281
95GG270003,N00003493,5.0229693463234366e-06
95GG270003,N00003293,1.7712625857089151e-06
95GG270004,N00001235,0.9999998635754334
95GG270005,N00001236,0.9999998236299831
95GG270006,N00001241,0.9999996283304083
95GG270007,N00001240,0.9999996443011513
95GG270008,N00001240,0.9999996836660859
95GG270009,N00001240,0.9999998714418152
95GG270010,N00001231,0.9999999729641227
95GG270011,N00001232,0.9999998680016359
95GG270012,N00001233,0.9999998248673763
95GG270012,N00003293,3.090613172688934e-06
95GG270013,N00001234,0.9999997927056414
95GG270014,N00001242,0.9999996245372675
95GG270015,N00001243,0.9999995103910281
95GG270016,N00001244,0.9999996440041236
95GG270017,N00001237,0.9999996404791877
95GG270018,N00001245,0.9999996883808641
95GG270019,N00001235,0.9999998288648286
95GG280001,N00001246,0.999999820717079
95GG280002,N00001257,0.9999995334770951
95GG280003,N00001251,0.9999996237270153
95GG280004,N00001252,0.9999998180205382
95GG280005,N00001253,0.9999997462560658
95GG280006,N00001247,0.9999998921471324
95GG280007,N00001258,0.9999994394597556
95GG280008,N00001259,0.9999995984908469
95GG280009,N00001260,0.9999997807939746
95GG280010,N00001261,0.999999561112668
95GG280011,N00001262,0.9999997133779126
95GG280012,N00001248,0.9999999191233028
95GG280013,N00001249,0.9999996959533767
95GG280014,N00001254,0.9999997695760794
95GG280015,N00001250,0.9999997839025532
95GG280016,N00001255,0.9999998900796208
95GG280017,N00001256,0.9999996951912099
95GG290001,N00001263,0.9999996418682028
95GG290002,N00001264,0.9999995169897655
95GG290003,N00001265,0.9999999713718054
95GG290004,N00001266,0.9999993124986758
95GG290005,N00001265,0.9999997768979609
95GG290006,N00001269,0.9999996838016557
95GG290007,N00001265,0.9999997686250892
95GG290008,N00001269,0.9999994908537644
95GG290009,N00001270,0.9999995152430983
95GG290010,N00001271,0.9999997727644158
95GG290011,N00001267,0.9999997071753564
95GG290012,N00001272,0.9999995063858175
95GG290013,N00001268,0.999999621748515
95GG290014,N00001271,0.9999998403306865
95GG290015,N00001273,0.999999567533905
95GG290016,N00001271,0.9999996672451945
95GG290017,N00001271,0.9999999999999944
95GG300001,N00001286,0.9999996918153518
95GG300002,N00001274,0.9999997569508542
95GG300003,N00001275,0.9999996067151528
95GG300004,N00001276,0.9999998049544865
95GG300004,N00001881,2.460475829986355e-06
95GG300004,N00001892,2.285289475366816e-06
95GG300005,N00001281,0.9999996796109454
95GG300006,N00001282,0.9999998058522364
95GG300007,N00001283,0.9999998224315659
95GG300008,N00001287,0.9999996115205617
95GG300009,N00001288,0.9999996226163483
95GG300010,N00001284,0.9999997248756272
95GG300011,N00001289,0.9999996263820164
95GG300012,N00001285,0.9999997025019889
95GG300013,N00001290,0.9999996368386163
95GG300014,N00001277,0.9999997397825278
95GG300015,N00001278,0.9999996254557251
95GG300016,N00001279,0.9999996510235982
95GG300017,N00001280,0.999999706745433
95GG310001,N00001291,0.9999997244786654
95GG310002,N00001296,0.9999996313970398
95GG310003,N00001297,0.9999996584385258
95GG310004,N00001298,0.9999996405412932
95GG310005,N00001299,0.9999996668168958
95GG310005,N00003346,9.03966239723519e-06
95GG310006,N00001292,0.9999998090606008
95GG310007,N00001302,0.9999997855874329
95GG310007,N00003495,3.120044661304764e-06
95GG310008,N00001303,0.9999996553220778
95GG310009,N00001304,0.9999996592549527
95GG310010,N00001305,0.9999996306274382
95GG310011,N00001300,0.9999996098564268
95GG310012,N00001306,0.9999994999508262
95GG310013,N00001307,0.9999996765295505
95GG310014,N00001293,0.9999997659151295
95GG310015,N00001301,0.9999997297500804
95GG310016,N00001294,0.9999995794674186
95GG310017,N00001295,0.9999995976097523
95GG320001,N00001319,0.9999998410457213
95GG320002,N00001320,0.9999996235524553
95GG320003,N00001321,0.999999753947191
95GG320004,N00001308,0.9999999613508685
95GG320005,N00001309,0.9999999306433576
95GG320006,N00001310,0.9999999654512813
95GG320007,N00001314,0.9999998002464326
95GG320008,N00001311,0.9999997907856499
95GG320009,N00001312,0.9999998777622178
95GG320010,N00001315,0.9999996945257605
95GG320011,N00001316,0.9999995637323027
95GG320012,N00001313,0.9999998398644722
95GG320013,N00001317,0.9999995969182525
95GG320014,N00001318,0.9999997630000486
95GG320015,N00001322,0.9999997548208451
95GG320016,N00001316,0.9999994595048034
95GG320017,N00001323,0.9999998144455752
95GG320018,N00001324,0.9999997303795373
95GG330001,N00001328,0.9999999693425599
95GG330002,N00001328,0.999999751852778
95GG330003,N00001325,0.9999999192541579
95GG330004,N00001328,0.9999998556258014
95GG330005,N00001325,0.9999999236098726
95GG330006,N00001331,0.999999754962942
95GG330007,N00001325,0.9999999294112338
95GG330008,N00001329,0.9999997800553669
95GG330009,N00001330,0.9999997297350519
95GG330010,N00001326,0.9999997521825738
95GG330011,N00001327,0.9999997681949612
95GG330012,N00001332,0.9999995378896407
95GG330013,N00001333,0.9999997237486489
95GG330014,N00001334,0.9999996349168339
95GG330015,N00001335,0.9999995596867735
95GG330016,N00001336,0.9999997144399023
95GG330017,N00001337,0.9999995917651906
95GG340001,N00001346,0.9999999122070704
95GG340002,N00001341,0.9999996153825483
95GG340003,N00001347,0.9999998974458264
95GG340004,N00001342,0.9999996732917145
95GG340005,N00001343,0.9999996909906855
95GG340006,N00001346,0.9999998621874613
95GG340007,N00001346,0.9999997400211785
95GG340008,N00001348,0.999999702579427
95GG340009,N00001344,0.9999998047453241
95GG340010,N00001338,0.9999996031434085
95GG340011,N00001340,0.999999959543083
95GG340012,N00001340,0.9999996973999408
95GG340013,N00001339,0.9999995473546754
95GG340014,N00001340,0.9999998199722219
95GG340015,N00001349,0.9999998650151166
95GG340016,N00001345,0.9999997981575305
95GG350001,N00001350,0.9999998054513021
95GG350002,N00001354,0.9999997504009506
95GG350003,N00001351,0.9999997907492606
95GG350004,N00001352,0.9999997493373007
95GG350005,N00001353,0.9999997215259954
95GG350006,N00001358,0.999999246607883
95GG350007,N00001359,0.999999336664009
95GG350008,N00001360,0.9999994022969905
95GG350009,N00001355,0.9999992706544621
95GG350010,N00001356,0.9999994622515957
95GG350011,N00001361,0.9999993289340611
95GG350012,N00001357,0.9999983420982206
95GG350012,N00001354,1.1146366705984331e-06
95GG350013,N00001362,0.9999995623813293
95GG350014,N00001354,0.9999995013226239
95GG350015,N00001354,0.999999809859946
95GG350016,N00001350,0.9999997612961654
95GG350017,N00001350,0.9999998341227675
95GG360001,N00001373,0.9999997884067883
95GG360002,N00001363,0.9999995364819743
95GG360003,N00001364,0.9999998508145614
95GG360004,N00001365,0.999999640181646
95GG360005,N00001374,0.9999998064856946
95GG360006,N00001368,0.9999996230306321
95GG360007,N00001366,0.9999996572584298
95GG360008,N00001364,0.9999997096086328
95GG360009,N00001369,0.9999997194106416
95GG360010,N00001370,0.9999997119259336
95GG360011,N00001371,0.9999998094773697
95GG360011,N00001881,3.966213768960406e-05
95GG360012,N00001372,0.9999996898009085
95GG360012,N00001881,5.7062948331658365e-06
95GG360013,N00001372,0.999999914293388
95GG360014,N00001375,0.9999997313946067
95GG360015,N00001376,0.9999995819125717
95GG360016,N00001377,0.9999998721280503
95GG360017,N00001378,0.9999995664347481
95GG360018,N00001367,0.9999997721300803
95GG360019,N00001379,0.9999997735256659
95GG370001,N00001392,0.9999993755333167
95GG370002,N00001380,0.999999838769074
95GG370003,N00001386,0.9999995786810837
95GG370004,N00001386,0.9999997192199831
95GG370005,N00001381,0.9999999090057804
95GG370006,N00001393,0.9999994139324236
95GG370007,N00001387,0.9999995133413633
95GG370008,N00001394,0.9999995002347148
95GG370009,N00001395,0.9999995499427421
95GG370010,N00001388,0.9999997538633999
95GG370010,N00001814,4.2601021531283e-06
95GG370010,N00001881,1.5891530608826758e-06
95GG370011,N00001389,0.9999994418699996
95GG370012,N00001382,0.9999997988483175
95GG370013,N00001390,0.9999996146878041
95GG370014,N00001383,0.9999998330268627
95GG370015,N00001391,0.9999997188067323
95GG370016,N00001384,0.9999996896091886
95GG370016,N00001810,3.7930160383284814e-06
95GG370017,N00001385,0.9999997320225763
95GG370018,N00001396,0.9999996377017919
95GG370019,N00001397,0.9999993703868144
95GG370020,N00001398,0.9999994838704227
95GG380001,N00001399,0.999999884669656
95GG380002,N00001399,0.9999999042198718
95GG380003,N00001409,0.9999997446441365
95GG380004,N00001410,0.9999995345312913
95GG380004,N00001937,1.8509055276497492e-05
95GG380005,N00001404,0.9999996594841052
95GG380006,N00001411,0.9999996107325618
95GG380006,N00001912,5.985798062713132e-05
95GG380007,N00001400,0.9999997917438297
95GG380007,N00001912,5.278268638589626e-05
95GG380008,N00001405,0.9999994368420123
95GG380008,N00001807,5.520000367730202e-06
95GG380008,N00001813,4.953386790914402e-06
95GG380009,N00001406,0.999999626527916
95GG380009,N00001939,1.3155732564892869e-05
95GG380009,N00001807,8.292370760789894e-06
95GG380010,N00001401,0.999999777640627
95GG380011,N00001407,0.9999996473697655
95GG380012,N00001402,0.9999997776775398
95GG380013,N00001408,0.9999998474825889
95GG380014,N00001403,0.9999996205001228
95GG380015,N00001412,0.9999995424019104
95GG380016,N00001413,0.9999996634998748
95GG380016,N00001940,1.0496141193061304e-06
95GG380017,N00001404,0.9999997267396182
95GG380018,N00001414,0.9999996237229808
95GG380018,N00001940,1.3560709704418888e-05
95GG390001,N00001426,0.9999992140438558
95GG390002,N00001415,0.9999995354524422
95GG390003,N00001420,0.9999998236175037
95GG390004,N00001427,0.9999997112775526
95GG390005,N00001428,0.9999996948131433
95GG390006,N00001421,0.9999998972694877
95GG390007,N00001429,0.9999998526399344
95GG390008,N00001422,0.9999994605257374
95GG390009,N00001429,0.9999998199762349
95GG390010,N00001429,0.9999999455206131
95GG390011,N00001416,0.9999997314541724
95GG390012,N00001417,0.9999998354760994
95GG390013,N00001418,0.999999807219932
95GG390014,N00001418,0.9999993384910788
95GG390015,N00001416,0.9999998751425254
95GG390016,N00001423,0.9999997788275969
95GG390017,N00001419,0.9999998106182268
95GG390018,N00001430,0.9999996891128888
95GG390019,N00001424,0.9999996047763976
95GG390020,N00001421,0.9999996663203822
95GG390021,N00001421,0.9999998201323561
95GG390022,N00001421,0.9999998677321736
95GG390023,N00001425,0.9999994958369406
95GG390024,N00001429,0.9999998607763049
95GG400001,N00001431,0.9999995934865282
95GG400002,N00001432,0.9999996676171291
95GG400003,N00001433,0.9999997246532608
95GG400004,N00001437,0.999999528236263
95GG400005,N00001434,0.9999995715196573
95GG400006,N00001438,0.9999996485939812
95GG400007,N00001439,0.9999997817859306
95GG400008,N00001440,0.9999996696739836
95GG400009,N00001432,0.999999717320056
95GG400010,N00001435,0.9999995196354076
95GG400011,N00001436,0.9999996233370257
95GG400012,N00001441,0.999999775895239
95GG400013,N00001442,0.9999995412505563
95GG400014,N00001443,0.9999997768000428
95GG400015,N00001444,0.9999995589423759
95GG410001,N00001456,0.9999997349787131
95GG410002,N00001451,0.9999997985101154
95GG410003,N00001445,0.9999999628276918
95GG410003,N00001824,1.388211142721953e-06
95GG410004,N00001446,0.9999997418286238
95GG410005,N00001447,0.999999844443507
95GG410005,N00004291,1.2969967732221825e-06
95GG410006,N00001448,0.9999997497547228
95GG410007,N00001449,0.9999998108482543
95GG410008,N00001452,0.9999998356766951
95GG410009,N00001450,0.9999997622054352
95GG410010,N00001453,0.9999999033613348
95GG410011,N00001454,0.9999998739626605
95GG410012,N00001457,0.9999997572813538
95GG410013,N00001458,0.9999994841029511
95GG410014,N00001459,0.9999998276836904
95GG410015,N00001460,0.9999997002329297
95GG410016,N00001455,0.9999995967538174
95GG410017,N00001460,0.9999997315537515
95GG420001,N00001468,0.9999993119618202
95GG420002,N00001469,0.9999998011406859
95GG420003,N00001470,0.9999995981959204
95GG420004,N00001466,0.9999997944395242
95GG420005,N00001471,0.9999994500773572
95GG420006,N00001467,0.9999998397445721
95GG420007,N00001473,0.9999996769162199
95GG420008,N00001472,0.99999980281607
95GG420009,N00001474,0.999999654756461
95GG420010,N00001475,0.9999996655107873
95GG420011,N00001476,0.9999995667434441
95GG420012,N00001477,0.9999996770599618
95GG420013,N00001478,0.9999997324849969
95GG420014,N00001479,0.9999995759495279
95GG420015,N00001461,0.9999997861997515
95GG420015,N00001912,3.995815792717723e-06
95GG420016,N00001462,0.9999996338138285
95GG420017,N00001463,0.9999997560539765
95GG420018,N00001464,0.9999998220585
95GG420019,N00001465,0.9999998834425852
95GG430001,N00001480,0.9999999746228722
95GG430002,N00001481,0.9999995213038615
95GG430003,N00001482,0.9999996424243461
95GG430004,N00001483,0.9999994636736286
95GG430005,N00001480,0.9999995246648181
95GG430006,N00001485,0.9999992801812486
95GG430007,N00001486,0.9999997654876307
95GG430008,N00001487,0.9999996306987
95GG430009,N00001488,0.9999994739942949
95GG430010,N00001484,0.9999998903609629
95GG430011,N00001489,0.9999997037263828
95GG430012,N00001491,0.9999997817016492
95GG430013,N00001492,0.9999995273459451
95GG430014,N00001490,0.9999994955333449
95GG430015,N00001493,0.999999417260857
95GG430016,N00001494,0.9999994547615532
95GG430017,N00001495,0.9999992537753054
95GG430018,N00001496,0.9999992680504689
95GG430019,N00001497,0.9999995057941878
95GG440001,N00001498,0.9999996152921975
95GG440002,N00001499,0.9999995444942472
95GG440003,N00001500,0.9999996614506739
95GG440004,N00001501,0.9999995793094579
95GG440005,N00001506,0.9999997069252591
95GG440006,N00001502,0.999999444880474
95GG440007,N00001507,0.9999995245605504
95GG440008,N00001508,0.9999997589007322
95GG440009,N00001509,0.9999996494193751
95GG440010,N00001510,0.9999993066181404
95GG440011,N00001511,0.9999996874228939
95GG440012,N00001512,0.9999993513227035
95GG440013,N00001513,0.9999997227388796
95GG440014,N00001511,0.9999997923794937
95GG440015,N00001503,0.9999998571972575
95GG440016,N00001504,0.999999456899345
95GG440017,N00001505,0.9999995955501971
95GG440018,N00001501,0.9999995362308055
95GG450001,N00001519,0.9999996139706698
95GG450002,N00001514,0.9999998936720947
95GG450003,N00001520,0.9999994556308247
95GG450004,N00001521,0.9999992787417701
95GG450005,N00001525,0.9999995583537392
95GG450006,N00001526,0.9999995670955014
95GG450007,N00001527,0.9999996380654333
95GG450008,N00001528,0.9999995632345294
95GG450009,N00001529,0.9999995239169556
95GG450010,N00001522,0.9999996326108168
95GG450011,N00001515,0.9999999481448487
95GG450012,N00001530,0.9999997265016388
95GG450013,N00001516,0.9999998314632338
95GG450014,N00001517,0.9999998024862664
95GG450015,N00001518,0.9999998991389405
95GG450016,N00001523,0.9999994949805131
95GG450017,N00001524,0.9999997016144464
95GG460001,N00001535,0.9999997410367968
95GG460002,N00001531,0.9999997297481161
95GG460003,N00001536,0.9999997692104545
95GG460004,N00001532,0.9999999287246247
95GG460005,N00001537,0.9999995210358645
95GG460006,N00001538,0.999999661892565
95GG460007,N00001539,0.9999996949305157
95GG460008,N00001533,0.9999999311734127
95GG460009,N00001540,0.9999996543037368
95GG460010,N00001541,0.9999998091248014
95GG460011,N00001534,0.9999994904783422
95GG460012,N00001542,0.9999993593474455
95GG460013,N00001543,0.9999994676911321
95GG460014,N00001533,0.9999997392445016
95GG460015,N00001544,0.9999996817930443
95GG470001,N00001558,0.9999993110639905
95GG470002,N00001552,0.999999658210432
95GG470003,N00001559,0.9999996454561705
95GG470004,N00001553,0.9999993310803982
95GG470005,N00001554,0.999999562011664
95GG470006,N00001545,0.9999996206108256
95GG470007,N00001555,0.9999994757964035
95GG470008,N00001546,0.9999994121817244
95GG470009,N00001556,0.9999997509525221
95GG470010,N00001547,0.9999996373464982
95GG470011,N00001548,0.9999995221388933
95GG470012,N00001549,0.9999996586804886
95GG470013,N00001557,0.9999996064457716
95GG470014,N00001550,0.9999997614348346
95GG470015,N00001551,0.9999998081442594
95GG470016,N00001560,0.9999993821614171
95GG470017,N00001561,0.9999998303071352
95GG470018,N00001562,0.9999997238579795
95GG470019,N00001563,0.9999995008048076
95GG470020,N00001564,0.9999993940160263
95GG480001,N00001565,0.9999994803540403
95GG480002,N00001574,0.9999997135450778
95GG480003,N00001570,0.9999998047111203
95GG480004,N00001575,0.9999996904931401
95GG480005,N00001571,0.9999996919947648
95GG480006,N00001572,0.9999995987558324
95GG480007,N00001576,0.9999996627703571
95GG480008,N00001577,0.9999995493174916
95GG480009,N00001566,0.9999996549733123
95GG480010,N00001573,0.9999997240949116
95GG480011,N00001578,0.999999508244332
95GG480012,N00001567,0.999999711662929
95GG480013,N00001568,0.9999998116654457
95GG480014,N00001569,0.9999994532013976
95GG490001,N00001592,0.9999994410958456
95GG490002,N00001585,0.999999398345455
95GG490003,N00001586,0.999999568683429
95GG490004,N00001587,0.9999995046858441
95GG490005,N00001588,0.999999572802426
95GG490006,N00001589,0.9999996790391998
95GG490007,N00001579,0.9999995493246696
95GG490008,N00001580,0.9999997311571684
95GG490009,N00001581,0.9999997370816103
95GG490010,N00001582,0.9999997638241289
95GG490011,N00001583,0.9999993833861727
95GG490012,N00001584,0.9999995687616576
95GG490013,N00001598,0.9999995364022723
95GG490014,N00001599,0.9999993893603801
95GG490015,N00001600,0.9999994430051533
95GG490016,N00001601,0.9999995721513073
95GG490017,N00001602,0.9999995262954382
95GG490018,N00001603,0.9999992923469743
95GG490019,N00001593,0.9999994674824916
95GG490020,N00001594,0.9999994900050004
95GG490021,N00001595,0.9999994961786765
95GG490022,N00001596,0.9999994775948434
95GG490023,N00001590,0.9999997056114404
95GG490024,N00001597,0.9999996035020562
95GG490025,N00001591,0.9999992966306196
95GG500001,N00001616,0.9999991691426233
95GG500002,N00001604,0.9999994072122496
95GG500003,N00001617,0.9999993006940824
95GG500004,N00001605,0.9999994038725035
95GG500005,N00001606,0.9999991403561662
95GG500006,N00001618,0.9999991594848534
95GG500007,N00001607,0.999999436935744
95GG500008,N00001608,0.999999340386914
95GG500009,N00001609,0.9999995655784747
95GG500010,N00001610,0.9999997362931912
95GG500011,N00001611,0.9999994618160702
95GG500012,N00001612,0.9999995664654158
95GG500013,N00001613,0.9999996395606748
95GG500014,N00001613,0.9999995773428856
95GG500015,N00001619,0.9999993773033339
95GG500016,N00001620,0.9999996739671541
95GG500017,N00001621,0.999999316635539
95GG500018,N00001614,0.9999994844867985
95GG500019,N00001615,0.9999996999143498
95GG500020,N00001622,0.9999994910216815
95GG510001,N00001623,0.999999405858547
95GG510002,N00001635,0.9999997924700118
95GG510003,N00001636,0.9999993369172663
95GG510004,N00001637,0.9999992896513202
95GG510005,N00001629,0.9999998364159299
95GG510006,N00001638,0.9999992320186005
95GG510007,N00001639,0.9999994695588951
95GG510008,N00001640,0.9999994915164173
95GG510009,N00001630,0.9999993701329769
95GG510010,N00001631,0.9999992181246287
95GG510011,N00001632,0.9999996289045334
95GG510012,N00001633,0.9999993424536837
95GG510013,N00001634,0.9999993564510098
95GG510014,N00001624,0.9999994014846837
95GG510015,N00001625,0.9999996513763674
95GG510016,N00001626,0.9999994287671319
95GG510017,N00001627,0.9999992209805775
95GG510018,N00001628,0.9999996809956815
95HH010001,N00001641,0.9999995851644454
95HH010002,N00001642,0.9999999339063974
95HH010002,N00003142,7.755509367730669e-06
95HH010003,N00001643,0.999999904334838
95HH010003,N00003143,1.4079997899082892e-06
95HH010004,N00001644,0.9999997045220413
95HH010005,N00001643,0.9999999730913351
95HH010006,N00001645,0.9999996067351157
95HH010007,N00001646,0.9999997544964488
95HH020001,N00001647,0.9999997401493502
95HH020002,N00001648,0.9999997646579196
95HH020003,N00001651,0.999999766524318
95HH020004,N00001652,0.9999998280774283
95HH020005,N00001653,0.9999997979449857
95HH020006,N00001654,0.9999997464906011
95HH020007,N00001649,0.9999997846766379
95HH020008,N00001650,0.9999996512463026
95HH030001,N00001655,0.9999998259000604
95HH030002,N00001656,0.9999996495028803
95HH030003,N00001657,0.9999996419031418
95HH030004,N00001658,0.9999997489846832
95HH030005,N00001659,0.9999996376153467
95HH030006,N00001660,0.9999997598402688
95HH040001,N00001666,0.9999997376983287
95HH040002,N00001667,0.9999996819797143
95HH040003,N00001661,0.9999996446988397
95HH040004,N00001668,0.9999998966661298
95HH040005,N00001662,0.9999995657603599
95HH040006,N00001663,0.9999995861809079
95HH040007,N00001664,0.9999997550236229
95HH040008,N00001665,0.9999997596234503
95HH040009,N00001669,0.9999996588609273
95HH050001,N00001670,0.9999996186178053
95HH050002,N00001671,0.9999996435840726
95HH050003,N00001672,0.9999997152655868
95HH050004,N00001673,0.9999998037810675
95HH050005,N00001674,0.9999997401229358
95HH050006,N00001675,0.999999704408019
95HH050007,N00001676,0.9999995121934033
95HH060001,N00001677,0.9999997131679562
95HH060002,N00001682,0.9999996212826834
95HH060003,N00001683,0.9999997846277912
95HH060004,N00001678,0.999999979756557
95HH060005,N00001684,0.999999887503477
95HH060006,N00001679,0.9999997582241402
95HH060007,N00001680,0.9999997912007165
95HH060008,N00001685,0.9999998510564156
95HH060009,N00001686,0.9999996562457755
95HH060010,N00001681,0.9999999649574202
95HH060011,N00001687,0.9999997151303504
95HH070001,N00001688,0.9999997130119666
95HH070002,N00001689,0.9999996970663058
95HH070003,N00001690,0.9999996871850675
95HH070004,N00001691,0.999999585362088
95HH070005,N00001692,0.9999995317713648
95HH080001,N00001693,0.9999998757451063
95HH080002,N00001694,0.999999844650374
95HH080003,N00001695,0.9999999246007265
95HH080004,N00001696,0.9999999477141296
95HH080005,N00001697,0.9999999043131214
95HH080005,N00004090,4.851187583280854e-06
95HH080006,N00001698,0.999999838017349
95HH080007,N00001699,0.999999821773935
95HH080008,N00001700,0.9999998265891663
95HH090001,N00001701,0.9999997505455769
95HH090002,N00001702,0.9999997662152537
95HH090003,N00001703,0.7559506534561062
95HH090003,N00001704,0.24404926443197528
95HH090004,N00001703,0.9999998597796036
95HH090005,N00001704,0.9999997261063377
95HH090006,N00001704,0.9999999543417248
95HH090007,N00001705,0.999999743773327
95HH090008,N00001703,0.9999997801537089
95HH090009,N00001704,0.9999997855781034
95HH090010,N00001703,0.9999999952135719
95HH100001,N00001706,0.9999998841984706
95HH100001,N00003932,2.6958501203292694e-06
95HH100002,N00001707,0.9999998103583535
95HH100003,N00001708,0.9999997995182733
95HH100004,N00001709,0.9999997819728584
95HH100005,N00001710,0.9999999570801367
95HH100006,N00001711,0.9999998802657704
95HH100006,N00003932,4.062620208307048e-06
95HH110001,N00001712,0.9999997597252688
95HH110002,N00001713,0.9999998962454035
95HH110003,N00001714,0.9999998619165559
95HH110004,N00001715,0.9999996307509931
95HH110005,N00001714,0.9999997901378256
95HH120001,N00001716,0.9999997276458521
95HH120002,N00001717,0.9999997864924485
95HH120003,N00001718,0.9999996155146412
95HH120004,N00001719,0.9999998349749041
95HH120005,N00001720,0.9999995655700387
95HH130001,N00001721,0.9999994367111724
95HH130002,N00001722,0.9999996173083239
95HH130003,N00001723,0.9999996974140543
95HH130004,N00001724,0.9999995161931859
95HH130005,N00001725,0.9999995454504369
95HH140001,N00001726,0.9999997579298289
95HH140002,N00001727,0.9999996340360345
95HH140003,N00001728,0.9999996591438413
95HH140004,N00001729,0.9999996339338991
95HH140005,N00001730,0.9999994626122184
95HH140006,N00001731,0.9999996205489786
95HH150001,N00001732,0.999999940840875
95HH150002,N00001732,0.9999997624508219
95HH150003,N00001733,0.9999997374135533
95HH150004,N00001734,0.9999996875359805
95HH150005,N00001735,0.9999995911113453
95HH150006,N00001736,0.9999997752968084
95HH150007,N00001737,0.9999997116381598
95HH160001,N00001738,0.999999808815396
95HH160002,N00001739,0.9999999644425623
95HH160003,N00001740,0.9999999363351931
95HH160004,N00001740,0.9999999026042643
95HH160005,N00001741,0.9999994711375029
95HH160006,N00001742,0.9999996354459927
95HH160007,N00001743,0.9999996503499778
95HH170001,N00001744,0.9999999000048784
95HH170002,N00001745,0.9999997375951648
95HH170003,N00001746,0.9999997078062173
95HH170004,N00001747,0.9999999697190277
95HH170004,N00003934,1.6657422017929699e-06
95HH170005,N00001747,0.9999999680084437
95HH170006,N00001748,0.9999999745847354
95HH170007,N00001749,0.9999999733136503
95II010001,N00001755,0.9999999658724866
95II010002,N00001756,0.9999999468499464
95II010003,N00001750,0.9999996817735861
95II010004,N00001751,0.999999813691527
95II010005,N00001757,0.9999998612673805
95II010006,N00001752,0.9999996860693845
95II010007,N00001753,0.9999995632945903
95II010008,N00001754,0.999999783207941
95II010009,N00001758,0.9999997519763735
95II010010,N00001759,0.9999999155360786
95II020001,N00001762,0.9999999020598286
95II020002,N00001763,0.9999998851354143
95II020003,N00001764,0.9999994111797809
95II020004,N00001763,0.9999999395364473
95II020005,N00001765,0.9999998000933709
95II020006,N00001763,0.999999728297748
95II020007,N00001766,0.9999997372216342
95II020008,N00001760,0.9999999494847476
95II020009,N00001765,0.9999999685145473
95II020010,N00001761,0.999999760638734
95II020011,N00001763,0.999999788469852
95II020012,N00001760,0.9999999830622982
95II020013,N00001765,0.9999998062840462
95II020014,N00001765,0.999999891884966
95II020015,N00001760,0.9999999439373006
95II030001,N00001772,0.9999996426740383
95II030002,N00001773,0.9999995854015558
95II030003,N00001774,0.9999997288989152
95II030004,N00001767,0.9999997480243428
95II030005,N00001775,0.9999995229268587
95II030006,N00001768,0.9999996445829227
95II030007,N00001769,0.9999996453334243
95II030008,N00001776,0.9999996024678312
95II030009,N00001770,0.9999997664834808
95II030010,N00001771,0.9999998665713925
95II030011,N00001777,0.9999997148600844
95II040001,N00001784,0.999999366804531
95II040002,N00001778,0.9999996511495877
95II040003,N00001785,0.999999677891122
95II040004,N00001779,0.999999960167104
95II040005,N00001786,0.9999997100495343
95II040006,N00001787,0.9999992995557521
95II040007,N00001788,0.9999997627458779
95II040008,N00001789,0.9999997753000678
95II040009,N00001780,0.9999999640460493
95II040010,N00001781,0.9999998538022795
95II040011,N00001782,0.999999679005436
95II040012,N00001783,0.9999998144005686
95II050001,N00001794,0.9999998066289619
95II050002,N00001794,0.9999999260344979
95II050003,N00001794,0.9999999844096032
95II050004,N00001795,0.9999998632897406
95II050005,N00001796,0.9999995742611147
95II050006,N00001790,0.9999999678996512
95II050007,N00001791,0.9999998677118558
95II050008,N00001792,0.9999996817731206
95II050009,N00001793,0.9999997977445244
95II050010,N00001797,0.9999997911561161
95II060001,N00001798,0.9999998539435824
95II060002,N00001802,0.9999996637755149
95II060003,N00001799,0.9999999520989636
95II060004,N00001800,0.9999998561276562
95II060005,N00001803,0.9999997837179428
95II060006,N00001804,0.9999997560225731
95II060007,N00001805,0.9999996920043672
95II060008,N00001805,0.9999997700715693
95II060009,N00001801,0.9999997655661798
95II070001,N00001806,0.9999995976710553
95II070002,N00001807,0.9999997120047198
95II070002,N00001406,6.747577147434405e-06
95II070002,N00001405,4.40083597508183e-06
95II070003,N00001808,0.9999995616009096
95II070004,N00001809,0.999999430842113
95II070005,N00001810,0.9999996315916059
95II070005,N00001384,8.104882385525282e-06
