code,name,LGD,MDM_score,MDM_rank,MDM_decile,Income_score,Income_rank,Employment_score,Employment_rank,Health Depr. and Disability_score,Health Depr. and Disability_rank,Education Skills and Training_score,Education Skills and Training_rank,Proximity to Services_score,Proximity to Services_rank,Crime and Disorder_score,Crime and Disorder_rank,Living Environment_score,Living Environment_rank,IDAC and IDAOP_score,IDAC and IDAOP_rank
95TT09S1,Lower Glenshane_1,Magherafelt,18.09,436,5,0.18,444,0.14,442,-0.54,657,17.84,407,1.12,86,0.3,889,27.37,266,0.15,552
95TT09S2,Lower Glenshane_2,Magherafelt,10.95,638,8,0.14,550,0.11,623,-0.99,814,10.69,574,0.84,165,0.34,888,16.43,516,0.14,560
95TT10W1,Maghera,Magherafelt,27.89,238,3,0.33,164,0.18,276,0.08,370,28.12,250,0.12,356,17.26,420,32.26,198,0.4,166
95TT11S1,Swatragh_1,Magherafelt,13.66,558,7,0.16,501,0.13,554,-0.68,726,12.17,538,1.05,102,1.86,836,13.33,602,0.12,625
95TT11S2,Swatragh_2,Magherafelt,17.3,458,6,0.2,408,0.14,487,-0.78,759,13.05,514,1.34,45,0.38,886,16.82,503,0.19,463
95TT12W1,Tobermore,Magherafelt,16.59,480,6,0.15,534,0.14,433,-0.42,605,25.82,281,0.82,173,0.99,866,17.65,476,0.13,602
95TT13S1,Town Parks East_1,Magherafelt,9.42,687,8,0.17,483,0.1,657,-1.25,863,11.81,547,-0.4,587,18.46,398,16.36,522,0.24,375
95TT13S2,Town Parks East_2,Magherafelt,21.4,360,5,0.29,209,0.14,448,-0.03,436,28.05,251,-0.9,783,21.48,350,27.32,268,0.37,201
95TT14W1,Town Parks West,Magherafelt,13.15,576,7,0.18,455,0.16,351,-0.99,816,15.21,461,-0.68,727,9.96,588,16.69,510,0.18,488
95TT15W1,Upperlands,Magherafelt,19.22,405,5,0.16,490,0.15,411,-1.09,843,24.56,302,1.22,65,1.95,833,34.16,170,0.13,587
95TT16W1,Valley,Magherafelt,17.42,455,6,0.19,415,0.14,489,-0.7,735,18.82,395,1.13,84,2.94,799,21.75,370,0.2,451
95UU06W1,Dalriada,Moyle,19.73,394,5,0.21,376,0.14,451,0.36,264,12.86,520,0.69,206,20.37,368,19.02,438,0.25,345
95UU09W1,Glenariff,Moyle,22.35,336,4,0.2,410,0.14,469,0.11,351,11.89,544,1.59,13,2.3,822,22.47,353,0.22,400
95UU14W1,Knocklayd,Moyle,26.73,261,3,0.33,166,0.17,304,-0.09,464,29.65,227,0.58,228,15.25,466,17.57,480,0.44,139
95UU99C1,Armoy_&_Moss-side and Moyarget,Moyle,30.95,194,3,0.28,227,0.16,365,0.4,248,29.02,239,1.43,26,3.49,781,36.69,149,0.34,220
95UU99C2,Ballylough_&_Bushmills,Moyle,30.31,201,3,0.3,194,0.18,287,0.12,350,46.74,105,0.56,234,24.93,306,21.2,379,0.38,195
95UU99C3,Bonamargy and Rathlin_&_Glenshesk,Moyle,18.3,430,5,0.16,504,0.14,479,-0.24,523,6.81,691,1.36,36,25.61,293,19.5,427,0.15,553
95UU99C4,Carnmoon_&_Dunseverick,Moyle,23.15,324,4,0.19,431,0.16,369,-0.07,452,17.64,410,1.42,27,2.58,813,32.61,190,0.2,441
95UU99C5,Glenaan_&_Glendun,Moyle,23.02,326,4,0.21,390,0.15,384,-0.85,780,13.91,489,1.64,9,6.11,712,37.74,139,0.22,399
95UU99C6,Glentaisie_&_Kinbane,Moyle,29.4,216,3,0.28,228,0.17,320,0.24,305,25.36,287,1.11,92,29.37,232,37.22,143,0.35,215
95VV01S1,Annalong_1,Newry and Mourne,21.86,346,4,0.15,521,0.13,501,0.38,256,13.75,492,1.54,17,3.45,782,24.63,310,0.15,547
95VV01S2,Annalong_2,Newry and Mourne,27.06,252,3,0.26,272,0.16,349,0.48,223,32.49,199,0.91,147,8.61,628,21.91,365,0.31,251
95VV02W1,Ballybot,Newry and Mourne,44.56,86,1,0.5,55,0.27,68,0.74,154,38.39,153,-0.76,749,46.11,107,21.52,373,0.57,74
95VV03W1,Bessbrook,Newry and Mourne,35.83,147,2,0.37,131,0.23,119,0.31,279,46.18,113,-0.26,532,30.36,223,15.42,553,0.4,171
95VV04W1,Binnian,Newry and Mourne,17.97,442,5,0.16,492,0.11,633,-0.36,575,20.43,373,1.36,38,1.49,848,28.97,242,0.15,545
95VV05S1,Burren and Kilbroney_1,Newry and Mourne,17.33,456,6,0.15,530,0.13,500,0.17,334,13,515,0.73,190,12.73,519,34.69,166,0.16,533
95VV05S2,Burren and Kilbroney_2,Newry and Mourne,10.69,649,8,0.1,672,0.11,644,-0.41,603,7.08,677,0.75,187,3.93,769,27.11,273,0.08,716
95VV06W1,Camlough,Newry and Mourne,32.01,180,3,0.34,158,0.19,235,1.02,93,16.12,444,0.43,259,7.91,651,35.44,157,0.4,172
95VV07S1,Clonallan_1,Newry and Mourne,34.96,157,2,0.42,94,0.24,107,0.47,228,16,446,-0.37,576,44.32,117,17.51,482,0.57,71
95VV07S2,Clonallan_2,Newry and Mourne,8.49,718,9,0.13,603,0.12,577,-0.89,792,4.01,759,0.2,328,8.19,639,8.96,721,0.14,580
95VV08W1,Creggan,Newry and Mourne,38.13,127,2,0.44,82,0.22,134,0.27,293,25.1,293,1.31,54,0.66,875,20.91,389,0.47,122
95VV09W1,Crossmaglen,Newry and Mourne,48.45,66,1,0.58,31,0.27,67,0.68,164,36.36,170,0.92,144,2.4,820,27.02,277,0.64,43
95VV10S1,Daisy hill_1,Newry and Mourne,41.36,104,2,0.49,61,0.22,132,0.87,120,46.92,103,-0.98,803,21.75,345,23.42,341,0.57,75
95VV10S2,Daisy hill_2,Newry and Mourne,35.85,146,2,0.38,119,0.21,154,0.95,107,28.87,240,-1.32,853,44.41,116,24,328,0.43,152
95VV11S1,Derryleckagh_1,Newry and Mourne,14.03,546,7,0.19,433,0.14,459,-0.25,527,8.37,641,0.32,291,4.41,753,16.11,529,0.21,433
95VV11S2,Derryleckagh_2,Newry and Mourne,13.18,572,7,0.16,512,0.12,574,0.26,296,3.96,760,0.22,319,11.91,537,12.49,622,0.21,424
95VV12S1,Derrymore_1,Newry and Mourne,35.76,148,2,0.42,91,0.19,240,0.75,151,36.01,176,-0.07,436,40.72,137,18.94,443,0.51,97
95VV12S2,Derrymore_2,Newry and Mourne,30.28,203,3,0.33,162,0.19,226,0.48,220,28.18,247,0.04,388,31.35,216,16.31,525,0.4,169
95VV13S1,Donaghmore_1,Newry and Mourne,17.43,454,6,0.18,463,0.14,455,-0.49,642,10.74,573,1.12,85,4.09,764,36.11,150,0.17,509
95VV13S2,Donaghmore_2,Newry and Mourne,16.17,489,6,0.14,562,0.12,572,0.08,366,10.22,590,0.99,123,13.46,505,31.37,213,0.15,537
95VV14S1,Drumalane_1,Newry and Mourne,25.26,290,4,0.29,213,0.2,186,0.47,225,10.49,580,-0.46,621,26.59,277,9.52,707,0.36,204
95VV14S2,Drumalane_2,Newry and Mourne,25.6,285,4,0.26,258,0.21,147,0.6,180,2.48,811,-0.76,750,44.29,119,10.86,677,0.22,396
95VV15S1,Drumgullion_1,Newry and Mourne,45.88,75,1,0.48,66,0.27,69,1.27,58,41.56,137,-0.88,775,28.96,243,19.78,418,0.58,67
95VV15S2,Drumgullion_2,Newry and Mourne,18.1,435,5,0.23,338,0.18,297,0.09,364,7.93,658,-0.13,473,13.84,495,10.36,688,0.25,358
95VV16W1,Fathom,Newry and Mourne,20.42,377,5,0.28,233,0.17,314,-0.35,568,11.56,555,0.46,253,15.41,460,10.78,679,0.3,266
95VV17S1,Forkhill_1,Newry and Mourne,26.3,269,4,0.37,132,0.18,273,0,420,16.84,429,0.65,212,6.88,686,14.67,567,0.44,140
95VV17S2,Forkhill_2,Newry and Mourne,26.79,258,3,0.37,134,0.17,327,0.23,307,17.32,417,0.83,171,4.86,740,15.62,545,0.4,174
95VV18S1,Kilkeel Central_1,Newry and Mourne,11.23,629,8,0.13,592,0.11,652,-0.97,811,20.93,361,0.22,317,9.08,616,22.07,363,0.14,571
95VV18S2,Kilkeel Central_2,Newry and Mourne,33.06,169,2,0.3,196,0.2,194,0.1,359,41.49,138,0.09,365,31.35,215,47.13,47,0.3,274
95VV19S1,Kilkeel South_1,Newry and Mourne,21.91,344,4,0.23,328,0.13,505,0.47,224,29.03,238,0.18,335,13.96,493,23.66,334,0.24,372
95VV19S2,Kilkeel South_2,Newry and Mourne,31.21,191,3,0.27,248,0.19,217,0.53,198,38.38,154,0.54,238,9.43,607,33.74,178,0.29,289
95VV20W1,Lisnacree,Newry and Mourne,22.68,332,4,0.16,507,0.15,396,0.02,403,23.89,314,1.12,87,8.78,624,47.15,46,0.13,610
95VV21S1,Mayobridge_1,Newry and Mourne,23.44,314,4,0.21,372,0.15,404,0.65,170,21.05,358,0.95,136,5.74,721,21.84,367,0.23,387
95VV21S2,Mayobridge_2,Newry and Mourne,18.07,438,5,0.13,590,0.14,437,0.23,311,10.55,577,1.14,77,3.99,767,24.11,324,0.11,657
95VV22W1,Newtownhamilton,Newry and Mourne,31.41,187,3,0.31,182,0.18,275,0.19,326,28.58,243,1.06,101,8.11,644,46.33,57,0.37,199
95VV23W1,Rostrevor,Newry and Mourne,19.95,387,5,0.24,306,0.18,295,-0.26,533,8.18,651,0.7,204,20.96,358,15.91,538,0.29,282
95VV24S1,Seaview_1,Newry and Mourne,14.33,539,7,0.16,508,0.13,559,0.47,226,2.68,808,0.1,359,21.34,352,13.51,593,0.12,635
95VV24S2,Seaview_2,Newry and Mourne,25.26,289,4,0.32,169,0.18,265,-0.08,460,24.95,298,-0.25,529,16.27,443,26.16,290,0.37,200
95VV25S1,Silver Bridge_1,Newry and Mourne,35.63,151,2,0.41,103,0.21,158,-0.12,470,34.14,187,1.33,48,1.26,859,11.45,654,0.43,148
95VV25S2,Silver Bridge_2,Newry and Mourne,22.98,328,4,0.26,271,0.17,311,0.15,341,12.5,532,1.11,88,0.6,876,9.24,714,0.24,379
95VV26W1,Spelga,Newry and Mourne,20.89,366,5,0.23,339,0.17,319,-0.84,777,20.52,371,1.08,97,7.23,671,22.1,361,0.27,322
95VV27W1,St Mary's,Newry and Mourne,32.27,176,2,0.35,151,0.19,241,0.84,126,22.21,339,-0.42,597,17.94,409,50.28,33,0.43,145
95VV28S1,St Patrick's_1,Newry and Mourne,26.14,273,4,0.31,187,0.19,243,0.78,140,11.76,549,-0.66,719,27.37,266,13.47,594,0.34,222
95VV28S2,St Patrick's_2,Newry and Mourne,32.19,177,2,0.32,178,0.25,94,0.43,239,20.8,366,-1.11,832,47.9,98,18.73,445,0.29,280
95VV29W1,Tullyhappy,Newry and Mourne,21.53,357,5,0.23,322,0.15,410,0.07,373,23.93,313,0.85,160,3.86,774,20.92,388,0.3,273
95VV30S1,Windsor Hill_1,Newry and Mourne,11.23,628,8,0.1,682,0.13,556,0.16,338,1.85,836,-0.21,504,30.2,225,17.67,475,0.09,705
95VV30S2,Windsor Hill_2,Newry and Mourne,29.74,211,3,0.28,220,0.22,138,0.28,288,21.85,345,-0.06,426,28.31,254,28.36,248,0.35,206
95WW01S1,Abbey_1,Newtownabbey,15.68,501,6,0.21,385,0.14,486,-0.01,427,12.86,519,-0.55,661,35.52,173,17.29,488,0.24,377
95WW01S2,Abbey_2,Newtownabbey,13.94,550,7,0.14,568,0.12,584,0.21,315,21.06,357,-1.07,822,26.46,280,20.42,402,0.24,370
95WW02S1,Ballyclare North_1,Newtownabbey,18.74,415,5,0.24,297,0.13,523,-0.25,525,23.89,315,0.02,394,43.15,123,7.85,752,0.28,304
95WW02S2,Ballyclare North_2,Newtownabbey,12,601,7,0.17,470,0.1,699,-0.27,540,15.23,460,-0.01,405,24.88,308,5.07,826,0.2,448
95WW03S1,Ballyclare South_1,Newtownabbey,25.93,279,4,0.24,312,0.2,197,0.24,306,32.49,200,-0.43,607,29.55,230,15.74,541,0.24,361
95WW03S2,Ballyclare South_2,Newtownabbey,9.73,670,8,0.11,641,0.09,710,-0.37,585,14.76,469,0.02,392,18.74,395,8.01,748,0.12,622
95WW04S1,Ballyduff_1,Newtownabbey,13.73,555,7,0.16,494,0.11,635,-0.54,660,31.13,212,-0.37,575,17.69,415,18.6,450,0.24,364
95WW04S2,Ballyduff_2,Newtownabbey,9.57,677,8,0.07,755,0.1,660,0.04,393,14.07,485,-0.69,729,24.8,311,13.39,601,0.1,677
95WW05S1,Ballyhenry_1,Newtownabbey,7.31,755,9,0.09,704,0.09,731,-0.37,578,8.37,642,-0.43,605,26.73,272,3.93,850,0.14,572
95WW05S2,Ballyhenry_2,Newtownabbey,15.13,516,6,0.13,589,0.13,528,0.36,265,17.35,416,-0.77,753,48.48,95,10.54,682,0.12,627
95WW06S1,Ballynure_1,Newtownabbey,7.72,746,9,0.08,744,0.09,737,-0.62,700,4.37,746,0.73,193,14.63,482,4.81,834,0.05,801
95WW06S2,Ballynure_2,Newtownabbey,5.08,819,10,0.05,809,0.05,873,-1.21,857,3.75,767,0.63,218,11.67,544,4.44,844,0.03,854
95WW07S1,Ballyrobert_1,Newtownabbey,8.27,726,9,0.08,732,0.09,742,-0.39,590,5.35,724,0.56,233,18.84,393,4.66,836,0.09,704
95WW07S2,Ballyrobert_2,Newtownabbey,4.17,844,10,0.03,869,0.07,828,-1.86,889,7.24,674,0.15,343,10.04,586,3.14,868,0.03,859
95WW08S1,Burnthill_1,Newtownabbey,10.77,644,8,0.1,675,0.12,582,-0.47,631,20.24,378,-0.58,682,37.4,160,7.66,758,0.13,600
95WW08S2,Burnthill_2,Newtownabbey,6.95,768,9,0.09,712,0.11,627,-0.76,753,9.22,619,-0.58,685,24.06,319,6.26,801,0.12,636
95WW09S1,Carnmoney_1,Newtownabbey,30.57,197,3,0.29,207,0.19,253,0.62,177,46.91,104,-0.24,520,24.23,316,12.59,620,0.4,173
95WW09S2,Carnmoney_2,Newtownabbey,4,852,10,0.04,853,0.07,832,-1.04,834,5.06,729,-0.51,647,30.42,222,7.39,766,0.11,659
95WW10S1,Cloughfern_1,Newtownabbey,16.36,485,6,0.18,449,0.13,521,0.02,410,26.06,274,-0.46,619,27.21,267,17.11,496,0.2,438
95WW10S2,Cloughfern_2,Newtownabbey,17.24,460,6,0.15,529,0.15,428,0.04,394,36.35,171,-0.93,789,16.65,434,18.58,452,0.22,403
95WW11S1,Collinbridge_1,Newtownabbey,7.86,740,9,0.08,725,0.09,729,0.03,399,3.24,786,-0.19,490,20.18,370,3.98,849,0.1,679
95WW11S2,Collinbridge_2,Newtownabbey,8.6,713,9,0.1,664,0.11,648,-0.24,520,3.4,779,-0.45,616,36.63,163,5.98,811,0.16,525
95WW12W1,Coole,Newtownabbey,42.66,97,2,0.35,146,0.23,113,1.13,75,64.61,37,-0.9,781,17.18,425,33.32,183,0.48,114
95WW13S1,Doagh_1,Newtownabbey,8.2,728,9,0.07,746,0.09,762,-0.41,601,7.37,671,0.67,210,8.97,618,11.44,656,0.06,767
95WW13S2,Doagh_2,Newtownabbey,8.18,729,9,0.06,789,0.08,804,-0.45,622,9.48,611,0.83,169,9.41,609,9.4,710,0.05,818
95WW14W1,Dunanney,Newtownabbey,45.7,77,1,0.39,113,0.24,99,0.85,124,78.24,15,-0.69,730,19.92,374,35.05,163,0.53,92
95WW15S1,Glebe_1_Newtownabbey,Newtownabbey,6.44,781,9,0.1,661,0.09,717,-0.87,787,7.27,673,-0.36,573,21.12,355,5.55,817,0.12,614
95WW15S2,Glebe_2_Newtownabbey,Newtownabbey,8.31,724,9,0.09,706,0.12,601,-0.22,512,7.82,662,-0.5,640,21.04,357,4.91,829,0.08,714
95WW16S1,Glengormley_1,Newtownabbey,10.15,659,8,0.1,678,0.11,628,-0.15,488,7.16,675,-0.58,684,57.4,59,5.02,828,0.13,594
95WW16S2,Glengormley_2,Newtownabbey,18.58,421,5,0.21,375,0.12,595,-0.13,478,45.68,114,-0.83,767,32.49,205,13.97,579,0.27,307
95WW17W1,Hawthorne,Newtownabbey,16.05,493,6,0.16,510,0.16,333,-0.12,471,21.75,347,-0.36,572,11.82,543,12.86,613,0.21,428
95WW18W1,Hightown,Newtownabbey,14.28,541,7,0.14,580,0.14,449,0.4,251,11.08,562,-0.97,800,26.62,275,15.79,539,0.17,504
95WW19S1,Jordanstown_1,Newtownabbey,6.89,772,9,0.11,660,0.11,626,-1.13,848,11.64,553,-0.41,594,8.24,637,5.37,819,0.11,656
95WW19S2,Jordanstown_2,Newtownabbey,2.47,886,10,0.03,881,0.05,871,-0.91,797,2.31,815,-0.14,476,3.05,794,3.33,858,0.04,850
95WW19S3,Jordanstown_3,Newtownabbey,2.2,890,10,0.02,887,0.05,876,-1.7,886,0.5,876,-0.04,416,5.98,717,3.24,863,0.02,881
95WW20S1,Mallusk_1,Newtownabbey,9.03,700,8,0.07,762,0.08,781,-0.23,516,6.96,681,0.57,231,31.23,217,2.42,877,0.06,769
95WW20S2,Mallusk_2,Newtownabbey,7.2,761,9,0.06,783,0.08,814,-0.04,441,5.57,718,0.15,346,14.37,485,1.63,881,0.06,765
95WW20S3,Mallusk_3,Newtownabbey,2.7,882,10,0.03,873,0.05,875,-1.51,883,2.17,822,-0.05,425,10.49,575,1.29,886,0.05,811
95WW21S1,Monkstown_1,Newtownabbey,40.91,107,2,0.36,140,0.24,102,0.49,215,67.18,30,-0.41,593,4.18,760,37.87,136,0.5,105
95WW21S2,Monkstown_2,Newtownabbey,23.36,319,4,0.21,370,0.14,468,0.57,185,39.26,148,-0.65,715,17.19,424,38.48,127,0.27,312
95WW22S1,Mossley_1,Newtownabbey,8.5,716,9,0.09,696,0.08,800,-0.09,462,13.19,509,-0.25,527,20.08,372,7.54,760,0.09,693
95WW22S2,Mossley_2,Newtownabbey,33.71,165,2,0.35,143,0.18,268,0.8,138,46.29,111,0.06,377,27.51,264,11.74,647,0.46,130
95WW23S1,Rostulla_1,Newtownabbey,12.23,595,7,0.17,469,0.13,540,-0.71,737,5.78,711,-0.77,752,59.39,49,19.57,424,0.22,413
95WW23S2,Rostulla_2,Newtownabbey,3.07,876,10,0.04,852,0.04,885,-1,817,0.31,881,-0.2,499,14.86,478,12.86,614,0.05,833
95WW24S1,Valley_1,Newtownabbey,31.62,185,3,0.29,217,0.2,200,0.81,134,29.63,229,-0.89,780,44.16,120,35.56,156,0.33,238
95WW24S2,Valley_2,Newtownabbey,41.46,103,2,0.38,118,0.23,116,0.68,162,53.8,71,-0.52,655,56.49,63,27.94,254,0.5,100
95WW25W1,Whitehouse,Newtownabbey,38.47,125,2,0.32,173,0.26,78,0.97,102,41.78,133,-0.67,722,25.2,300,18.59,451,0.29,286
95XX01S1,Ballycrochan_1,North Down,3.28,873,10,0.02,884,0.06,859,-1.63,885,3.35,780,0.2,327,6.04,715,3.3,859,0.03,866
95XX01S2,Ballycrochan_2,North Down,5.29,812,10,0.05,833,0.07,823,-0.13,482,3.18,788,-0.03,414,4.61,745,1.84,879,0.03,870
95XX01S3,Ballycrochan_3,North Down,5.86,795,9,0.05,826,0.1,686,-0.65,710,9.41,612,-0.06,431,5.45,728,2.55,875,0.05,830
95XX02W1,Ballyholme,North Down,2.77,881,10,0.07,773,0.06,865,-1.44,879,0.71,868,-0.58,683,18.7,396,6.66,788,0.05,825
95XX03S1,Ballymaconnell_1,North Down,4.86,823,10,0.05,842,0.09,727,-1.04,832,3.76,765,0.28,303,4.64,744,1.16,889,0.05,806
95XX03S2,Ballymaconnell_2,North Down,3.59,868,10,0.04,859,0.07,851,-1.31,865,1.96,830,0.39,273,2.85,803,1.18,888,0.06,763
95XX04S1,Ballymagee_1,North Down,2.79,880,10,0.04,857,0.07,844,-1.72,887,3.24,785,-0.09,450,5.7,722,2.9,870,0.05,809
95XX04S2,Ballymagee_2,North Down,6.09,788,9,0.07,751,0.1,685,-0.86,783,8.05,655,-0.09,445,10.94,564,3.91,851,0.1,672
95XX05W1,Bangor Castle,North Down,16.4,483,6,0.17,472,0.16,370,0.02,402,6.03,705,-0.42,595,53.01,73,17.61,477,0.19,462
95XX06S1,Bloomfield_1_NorthDown,North Down,20.32,381,5,0.23,327,0.15,406,-0.2,505,21.63,348,-0.27,533,29.24,238,41.27,94,0.26,323
95XX06S2,Bloomfield_2_NorthDown,North Down,12.5,588,7,0.13,595,0.11,646,-0.19,500,18.02,402,0.15,341,17.75,413,17.52,481,0.13,593
95XX07S1,Broadway_1,North Down,3.72,861,10,0.06,792,0.08,772,-1.37,868,1.94,832,-0.07,435,5,734,4.56,838,0.08,726
95XX07S2,Broadway_2,North Down,2.65,883,10,0.05,818,0.08,785,-1.38,870,0.9,860,-0.46,620,6.58,695,6.66,789,0.06,776
95XX08S1,Bryansburn_1,North Down,3.79,858,10,0.07,757,0.09,757,-0.88,788,1.46,849,-0.62,708,14.65,481,6.5,792,0.06,786
95XX08S2,Bryansburn_2,North Down,3.05,877,10,0.05,835,0.07,836,-0.74,746,2.26,817,-0.5,641,12.29,528,4.86,831,0.08,724
95XX09S1,Churchill_1,North Down,7.53,751,9,0.11,646,0.09,749,-0.36,572,3.65,769,0.09,363,7.07,676,11.81,641,0.07,742
95XX09S2,Churchill_2,North Down,5.41,806,10,0.07,749,0.08,778,-0.56,666,2.13,824,-0.18,487,7.1,675,17.77,473,0.08,720
95XX10S1,Clandeboye_1,North Down,19.18,406,5,0.22,349,0.14,443,-0.11,467,25.32,289,-0.04,417,40.51,140,7.52,761,0.28,293
95XX10S2,Clandeboye_2,North Down,5.53,802,10,0.05,811,0.06,861,-1.12,846,10,598,0.03,390,26.48,279,5.23,820,0.07,752
95XX10S3,Clandeboye_3,North Down,15.6,502,6,0.2,398,0.1,670,-0.24,521,29.11,237,-0.22,512,33.68,193,7.72,757,0.26,338
95XX11S1,Conlig_1,North Down,13.15,577,7,0.2,412,0.12,603,-0.61,692,11.02,564,0.27,305,23.95,320,16.29,526,0.3,272
95XX11S2,Conlig_2,North Down,9.43,685,8,0.12,620,0.09,747,-0.68,728,7.97,657,0.12,355,41.97,130,13.21,605,0.13,586
95XX11S3,Conlig_3,North Down,36.39,144,2,0.28,223,0.2,191,1.34,52,47.09,99,0.15,344,7.68,661,22.89,348,0.27,309
95XX12W1,Craigavad,North Down,5.29,811,10,0.05,834,0.08,809,-0.92,799,0.76,866,0.6,225,14.75,480,5.98,809,0.02,874
95XX13W1,Crawfordsburn,North Down,3.69,862,10,0.03,870,0.05,878,-1.46,880,0.7,869,0.26,309,15.03,471,8.96,722,0.02,879
95XX14W1,Cultra,North Down,4.17,845,10,0.03,877,0.04,883,-2.06,890,0.7,870,0.28,301,29.34,234,0.59,890,0.02,876
95XX15W1,Dufferin,North Down,27.28,248,3,0.26,268,0.19,221,0.32,274,38.52,152,-0.3,549,24.61,313,15.51,549,0.28,299
95XX16W1,Groomsport,North Down,6.16,786,9,0.07,779,0.1,662,-1.23,860,4.12,756,0.33,288,10.3,580,1.51,884,0.05,819
95XX17S1,Harbour_1,North Down,32.86,170,2,0.29,201,0.21,153,0.28,287,15.34,457,-1.03,814,79.95,12,55.83,13,0.43,147
95XX17S2,Harbour_2,North Down,8.64,711,8,0.12,628,0.1,672,-0.81,767,1.63,846,-0.99,808,52.02,78,29.39,238,0.15,549
95XX18W1,Holywood Demesne,North Down,7.74,744,9,0.13,594,0.1,689,-0.96,807,3.48,776,-0.66,718,35.13,177,20.03,410,0.17,503
95XX19W1,Holywood Priory,North Down,4.59,836,10,0.06,780,0.09,739,-1.08,840,0.79,865,-0.1,457,18.85,392,3.24,861,0.04,840
95XX20S1,Loughview_1,North Down,20.39,378,5,0.22,362,0.15,431,0.05,386,25.95,278,-0.28,538,47.89,99,20.02,411,0.3,270
95XX20S2,Loughview_2,North Down,7.22,760,9,0.03,872,0.03,887,-0.13,479,18,403,-0.12,464,1.98,832,18.06,469,0.04,838
95XX21W1,Princetown,North Down,4.68,830,10,0.07,760,0.09,755,-1.03,831,0.53,875,-0.18,489,20.83,359,7.17,775,0.03,851
95XX22W1,Rathgael,North Down,7.14,764,9,0.11,650,0.09,716,-1.36,867,14.12,483,-0.63,712,12.7,521,19.44,430,0.17,511
95XX23W1,Silverstream,North Down,11.61,611,7,0.16,509,0.12,591,-0.74,747,19.1,394,-0.45,618,18.79,394,21.85,366,0.22,405
95XX24S1,Springhill_1,North Down,2.61,884,10,0.03,879,0.07,848,-1.47,882,3.64,770,-0.15,480,6.9,685,2.64,874,0.03,871
95XX24S2,Springhill_2,North Down,3.46,870,10,0.05,817,0.08,775,-0.72,744,5.11,728,-0.61,702,5.17,733,5.98,810,0.05,827
95XX25W1,Whitehill,North Down,21.65,353,4,0.23,325,0.15,373,0.26,295,30.94,215,-0.74,743,21.52,349,23.23,344,0.33,241
95YY01W1,Beragh,Omagh,17.8,446,6,0.19,426,0.15,386,0.08,367,10.99,566,0.83,168,3.67,777,13.9,581,0.2,452
95YY02W1,Camowen,Omagh,19.36,402,5,0.23,330,0.17,323,0.4,249,13.3,506,-0.88,776,14.9,476,19.08,437,0.27,318
95YY03W1,Clanabogan,Omagh,18.12,433,5,0.2,395,0.18,296,-0.57,669,12.33,533,0.95,137,2.01,830,11.77,644,0.24,376
95YY04W1,Coolnagard,Omagh,17.78,447,6,0.23,321,0.19,239,-0.22,514,9.35,613,-0.59,693,13.17,511,10.81,678,0.26,339
95YY05W1,Dergmoney,Omagh,20.69,370,5,0.23,332,0.19,213,0.25,298,7.06,678,-0.98,801,27.88,261,19.79,416,0.21,431
95YY06W1,Dromore,Omagh,27.29,246,3,0.29,216,0.19,245,0,422,24.37,306,0.98,128,6.36,705,27.79,259,0.29,291
95YY07W1,Drumnakilly,Omagh,25.97,277,4,0.26,265,0.19,211,0.21,316,15.18,463,1.02,110,1.86,837,17.19,493,0.29,277
95YY08W1,Drumquin,Omagh,31.8,182,3,0.27,240,0.19,230,0.05,387,27.39,259,1.39,30,2.13,829,42.92,80,0.22,408
95YY09W1,Drumragh,Omagh,16.07,491,6,0.18,457,0.18,292,0.11,352,8.24,650,-0.61,699,15.01,472,15.24,556,0.23,393
95YY10W1,Fairy Water,Omagh,14.99,517,6,0.15,542,0.15,387,-0.47,628,9.26,617,0.98,129,4.92,736,15.02,561,0.17,514
95YY11W1,Fintona,Omagh,31.55,186,3,0.32,170,0.19,232,0.39,255,29.45,233,0.59,226,34.5,183,24.5,312,0.4,170
95YY12W1,Gortin,Omagh,16.31,487,6,0.17,474,0.13,538,0.1,355,9.3,615,0.99,120,8.13,642,17.47,483,0.14,583
95YY13S1,Gortrush_1,Omagh,14.38,536,7,0.18,459,0.13,532,0.32,276,9.97,599,-0.16,481,2.23,825,20.7,394,0.2,458
95YY13S2,Gortrush_2,Omagh,29.35,217,3,0.29,214,0.21,155,0.2,323,34.58,181,-0.37,578,9.43,608,28.25,249,0.25,351
95YY14S1,Killyclogher_1,Omagh,20.35,379,5,0.26,257,0.18,262,0.12,349,10.23,589,-0.54,660,17.28,419,11.9,639,0.3,267
95YY14S2,Killyclogher_2,Omagh,12.69,583,7,0.19,422,0.12,566,0.01,415,10.08,593,-0.09,447,2,831,10.27,693,0.24,369
95YY15S1,Lisanelly_1,Omagh,10.53,653,8,0.09,693,0.07,853,0.06,376,11.79,548,-1.04,819,35.6,172,39.34,116,0.1,661
95YY15S2,Lisanelly_2,Omagh,41.24,105,2,0.44,80,0.2,202,1.07,88,36.7,167,-0.51,645,48.24,97,47.79,40,0.52,94
95YY16W1,Newtownsaville,Omagh,17.29,459,6,0.17,487,0.15,403,-0.67,723,13.73,493,1.19,69,1.59,846,22.4,356,0.15,551
95YY17W1,Owenkillew,Omagh,26.09,275,4,0.23,319,0.17,303,-0.78,756,24.98,297,1.77,6,0.35,887,18.6,449,0.21,419
