SA2011,lgd1993,catholic_pct_1971,lgd1971_pop
N00003342,LISBURN,16.6,82091
N00003337,LISBURN,16.6,82091
N00001182,BELFAST,34.1,295223
N00003344,LISBURN,16.6,82091
N00003503,LISBURN,16.6,82091
N00003500,LISBURN,16.6,82091
N00003501,LISBURN,16.6,82091
N00003339,LISBURN,16.6,82091
N00003340,LISBURN,16.6,82091
N00003516,LISBURN,16.6,82091
N00003514,LISBURN,16.6,82091
N00003343,LISBURN,16.6,82091
N00003405,LISBURN,16.6,82091
N00003403,LISBURN,16.6,82091
N00003515,LISBURN,16.6,82091
N00003519,LISBURN,16.6,82091
N00003518,LISBURN,16.6,82091
N00003404,LISBURN,16.6,82091
N00003300,LISBURN,16.6,82091
N00003298,LISBURN,16.6,82091
N00003312,LISBURN,16.6,82091
N00003517,LISBURN,16.6,82091
N00003520,LISBURN,16.6,82091
N00003306,LISBURN,16.6,82091
N00003311,LISBURN,16.6,82091
N00003297,LISBURN,16.6,82091
N00003308,LISBURN,16.6,82091
N00003299,LISBURN,16.6,82091
N00003296,LISBURN,16.6,82091
N00003295,LISBURN,16.6,82091
N00003293,LISBURN,16.6,82091
N00003281,LISBURN,16.6,82091
N00003276,LISBURN,16.6,82091
N00003280,LISBURN,16.6,82091
N00003307,LISBURN,16.6,82091
N00003309,LISBURN,16.6,82091
N00003316,LISBURN,16.6,82091
N00003460,LISBURN,16.6,82091
N00003310,LISBURN,16.6,82091
N00003459,LISBURN,16.6,82091
N00003458,LISBURN,16.6,82091
N00003454,LISBURN,16.6,82091
N00003461,LISBURN,16.6,82091
N00003455,LISBURN,16.6,82091
N00003360,LISBURN,16.6,82091
N00003457,LISBURN,16.6,82091
N00003453,LISBURN,16.6,82091
N00003456,LISBURN,16.6,82091
N00003462,LISBURN,16.6,82091
N00003261,LISBURN,16.6,82091
N00003257,LISBURN,16.6,82091
N00003258,LISBURN,16.6,82091
N00003260,LISBURN,16.6,82091
N00003277,LISBURN,16.6,82091
N00003253,LISBURN,16.6,82091
N00003250,LISBURN,16.6,82091
N00003252,LISBURN,16.6,82091
N00003279,LISBURN,16.6,82091
N00003275,LISBURN,16.6,82091
N00003274,LISBURN,16.6,82091
N00003412,LISBURN,16.6,82091
N00003413,LISBURN,16.6,82091
N00003256,LISBURN,16.6,82091
N00003438,LISBURN,16.6,82091
N00003437,LISBURN,16.6,82091
N00003436,LISBURN,16.6,82091
N00003441,LISBURN,16.6,82091
N00003439,LISBURN,16.6,82091
N00003440,LISBURN,16.6,82091
N00003251,LISBURN,16.6,82091
N00003255,LISBURN,16.6,82091
N00003254,LISBURN,16.6,82091
N00003259,LISBURN,16.6,82091
N00003524,LISBURN,16.6,82091
N00003363,LISBURN,16.6,82091
N00003362,LISBURN,16.6,82091
N00003364,LISBURN,16.6,82091
N00003525,LISBURN,16.6,82091
N00003365,LISBURN,16.6,82091
N00003366,LISBURN,16.6,82091
N00003526,LISBURN,16.6,82091
N00003523,LISBURN,16.6,82091
N00003521,LISBURN,16.6,82091
N00003522,LISBURN,16.6,82091
N00003434,LISBURN,16.6,82091
N00003369,LISBURN,16.6,82091
N00003371,LISBURN,16.6,82091
N00003382,LISBURN,16.6,82091
N00003284,LISBURN,16.6,82091
N00003285,LISBURN,16.6,82091
N00003372,LISBURN,16.6,82091
N00003506,LISBURN,16.6,82091
N00003423,LISBURN,16.6,82091
N00003512,LISBURN,16.6,82091
N00003513,LISBURN,16.6,82091
N00003511,LISBURN,16.6,82091
N00003508,LISBURN,16.6,82091
N00003507,LISBURN,16.6,82091
N00003510,LISBURN,16.6,82091
N00003442,LISBURN,16.6,82091
N00003414,LISBURN,16.6,82091
N00003435,LISBURN,16.6,82091
N00003406,LISBURN,16.6,82091
N00003415,LISBURN,16.6,82091
N00003410,LISBURN,16.6,82091
N00003484,LISBURN,16.6,82091
N00003509,LISBURN,16.6,82091
N00003485,LISBURN,16.6,82091
N00003487,LISBURN,16.6,82091
N00003483,LISBURN,16.6,82091
N00003486,LISBURN,16.6,82091
N00003409,LISBURN,16.6,82091
N00003407,LISBURN,16.6,82091
N00003408,LISBURN,16.6,82091
N00003411,LISBURN,16.6,82091
N00003416,LISBURN,16.6,82091
N00003273,LISBURN,16.6,82091
N00003272,LISBURN,16.6,82091
N00003271,LISBURN,16.6,82091
N00003278,LISBURN,16.6,82091
N00003282,LISBURN,16.6,82091
N00003242,LISBURN,16.6,82091
N00003471,LISBURN,16.6,82091
N00003470,LISBURN,16.6,82091
N00003466,LISBURN,16.6,82091
N00003468,LISBURN,16.6,82091
N00003467,LISBURN,16.6,82091
N00003464,LISBURN,16.6,82091
N00003465,LISBURN,16.6,82091
N00003472,LISBURN,16.6,82091
N00003387,LISBURN,16.6,82091
N00003473,LISBURN,16.6,82091
N00003292,LISBURN,16.6,82091
N00003290,LISBURN,16.6,82091
N00003417,LISBURN,16.6,82091
N00003418,LISBURN,16.6,82091
N00003421,LISBURN,16.6,82091
N00003420,LISBURN,16.6,82091
N00003488,LISBURN,16.6,82091
N00003489,LISBURN,16.6,82091
N00003425,LISBURN,16.6,82091
N00003424,LISBURN,16.6,82091
N00003422,LISBURN,16.6,82091
N00003419,LISBURN,16.6,82091
N00003289,LISBURN,16.6,82091
N00003288,LISBURN,16.6,82091
N00003286,LISBURN,16.6,82091
N00003283,LISBURN,16.6,82091
N00003287,LISBURN,16.6,82091
N00003384,LISBURN,16.6,82091
N00003291,LISBURN,16.6,82091
N00003336,LISBURN,16.6,82091
N00003266,LISBURN,16.6,82091
N00003267,LISBURN,16.6,82091
N00003262,LISBURN,16.6,82091
N00003264,LISBURN,16.6,82091
N00003263,LISBURN,16.6,82091
N00003265,LISBURN,16.6,82091
N00003320,LISBURN,16.6,82091
N00003319,LISBURN,16.6,82091
N00003318,LISBURN,16.6,82091
N00003390,LISBURN,16.6,82091
N00003389,LISBURN,16.6,82091
N00003391,LISBURN,16.6,82091
N00003394,LISBURN,16.6,82091
N00003396,LISBURN,16.6,82091
N00003395,LISBURN,16.6,82091
N00003388,LISBURN,16.6,82091
N00003392,LISBURN,16.6,82091
N00003322,LISBURN,16.6,82091
N00000780,BANBRIDGE,31.2,29885
N00000753,BANBRIDGE,31.2,29885
N00000781,BANBRIDGE,31.2,29885
N00000777,BANBRIDGE,31.2,29885
N00000782,BANBRIDGE,31.2,29885
N00000778,BANBRIDGE,31.2,29885
N00000779,BANBRIDGE,31.2,29885
N00003326,LISBURN,16.6,82091
N00003324,LISBURN,16.6,82091
N00000724,BANBRIDGE,31.2,29885
N00003323,LISBURN,16.6,82091
N00003325,LISBURN,16.6,82091
N00003321,LISBURN,16.6,82091
N00003317,LISBURN,16.6,82091
N00002649,DOWN,54.1,52869
N00002651,DOWN,54.1,52869
N00002660,DOWN,54.1,52869
N00002650,DOWN,54.1,52869
N00002646,DOWN,54.1,52869
N00002652,DOWN,54.1,52869
N00002648,DOWN,54.1,52869
N00002666,DOWN,54.1,52869
N00002665,DOWN,54.1,52869
N00002663,DOWN,54.1,52869
N00002664,DOWN,54.1,52869
N00002662,DOWN,54.1,52869
N00002661,DOWN,54.1,52869
N00002719,DOWN,54.1,52869
N00002647,DOWN,54.1,52869
N00002718,DOWN,54.1,52869
N00002714,DOWN,54.1,52869
N00002716,DOWN,54.1,52869
N00002715,DOWN,54.1,52869
N00002703,DOWN,54.1,52869
N00002700,DOWN,54.1,52869
N00002702,DOWN,54.1,52869
N00002699,DOWN,54.1,52869
N00002701,DOWN,54.1,52869
N00002705,DOWN,54.1,52869
N00002704,DOWN,54.1,52869
N00002741,DOWN,54.1,52869
N00002706,DOWN,54.1,52869
N00002739,DOWN,54.1,52869
N00002740,DOWN,54.1,52869
N00002738,DOWN,54.1,52869
N00002684,DOWN,54.1,52869
N00002734,DOWN,54.1,52869
N00002759,DOWN,54.1,52869
N00002761,DOWN,54.1,52869
N00002757,DOWN,54.1,52869
N00002758,DOWN,54.1,52869
N00002760,DOWN,54.1,52869
N00002756,DOWN,54.1,52869
N00002762,DOWN,54.1,52869
N00002736,DOWN,54.1,52869
N00002737,DOWN,54.1,52869
N00002735,DOWN,54.1,52869
N00003270,LISBURN,16.6,82091
N00003269,LISBURN,16.6,82091
N00003268,LISBURN,16.6,82091
N00001798,CASTLEREAGH,10.1,60757
N00001795,CASTLEREAGH,10.1,60757
N00001900,CASTLEREAGH,10.1,60757
N00002763,DOWN,54.1,52869
N00000132,ARDS,16.0,57626
N00000133,ARDS,16.0,57626
N00000138,ARDS,16.0,57626
N00000131,ARDS,16.0,57626
N00000134,ARDS,16.0,57626
N00000137,ARDS,16.0,57626
N00000136,ARDS,16.0,57626
N00000130,ARDS,16.0,57626
N00000253,ARDS,16.0,57626
N00000254,ARDS,16.0,57626
N00000252,ARDS,16.0,57626
N00000256,ARDS,16.0,57626
N00000257,ARDS,16.0,57626
N00000258,ARDS,16.0,57626
N00002686,DOWN,54.1,52869
N00002687,DOWN,54.1,52869
N00002685,DOWN,54.1,52869
N00000255,ARDS,16.0,57626
N00002683,DOWN,54.1,52869
N00002682,DOWN,54.1,52869
N00002688,DOWN,54.1,52869
N00002675,DOWN,54.1,52869
N00002676,DOWN,54.1,52869
N00002679,DOWN,54.1,52869
N00002678,DOWN,54.1,52869
N00002680,DOWN,54.1,52869
N00002681,DOWN,54.1,52869
N00002755,DOWN,54.1,52869
N00002754,DOWN,54.1,52869
N00002677,DOWN,54.1,52869
N00002782,DOWN,54.1,52869
N00002730,DOWN,54.1,52869
N00002728,DOWN,54.1,52869
N00002727,DOWN,54.1,52869
N00002731,DOWN,54.1,52869
N00002733,DOWN,54.1,52869
N00002732,DOWN,54.1,52869
N00002729,DOWN,54.1,52869
N00002689,DOWN,54.1,52869
N00000259,ARDS,16.0,57626
N00000313,ARDS,16.0,57626
N00000311,ARDS,16.0,57626
N00002781,DOWN,54.1,52869
N00002780,DOWN,54.1,52869
N00000317,ARDS,16.0,57626
N00000315,ARDS,16.0,57626
N00000314,ARDS,16.0,57626
N00000316,ARDS,16.0,57626
N00000310,ARDS,16.0,57626
N00000312,ARDS,16.0,57626
N00000261,ARDS,16.0,57626
N00000325,ARDS,16.0,57626
N00000319,ARDS,16.0,57626
N00000321,ARDS,16.0,57626
N00000320,ARDS,16.0,57626
N00000324,ARDS,16.0,57626
N00000260,ARDS,16.0,57626
N00000262,ARDS,16.0,57626
N00000266,ARDS,16.0,57626
N00000265,ARDS,16.0,57626
N00000263,ARDS,16.0,57626
N00000264,ARDS,16.0,57626
N00000323,ARDS,16.0,57626
N00000318,ARDS,16.0,57626
N00000322,ARDS,16.0,57626
N00000326,ARDS,16.0,57626
N00000158,ARDS,16.0,57626
N00000148,ARDS,16.0,57626
N00000149,ARDS,16.0,57626
N00000152,ARDS,16.0,57626
N00000151,ARDS,16.0,57626
N00000173,ARDS,16.0,57626
N00000150,ARDS,16.0,57626
N00000174,ARDS,16.0,57626
N00000175,ARDS,16.0,57626
N00000170,ARDS,16.0,57626
N00000171,ARDS,16.0,57626
N00000153,ARDS,16.0,57626
N00000154,ARDS,16.0,57626
N00000156,ARDS,16.0,57626
N00000155,ARDS,16.0,57626
N00000157,ARDS,16.0,57626
N00000272,ARDS,16.0,57626
N00000274,ARDS,16.0,57626
N00000271,ARDS,16.0,57626
N00000270,ARDS,16.0,57626
N00000268,ARDS,16.0,57626
N00000267,ARDS,16.0,57626
N00000209,ARDS,16.0,57626
N00000273,ARDS,16.0,57626
N00000330,ARDS,16.0,57626
N00000197,ARDS,16.0,57626
N00000190,ARDS,16.0,57626
N00000191,ARDS,16.0,57626
N00000189,ARDS,16.0,57626
N00000187,ARDS,16.0,57626
N00000188,ARDS,16.0,57626
N00000186,ARDS,16.0,57626
N00000182,ARDS,16.0,57626
N00000194,ARDS,16.0,57626
N00000192,ARDS,16.0,57626
N00000196,ARDS,16.0,57626
N00000193,ARDS,16.0,57626
N00000195,ARDS,16.0,57626
N00000204,ARDS,16.0,57626
N00000206,ARDS,16.0,57626
N00000183,ARDS,16.0,57626
N00000184,ARDS,16.0,57626
N00000185,ARDS,16.0,57626
N00000207,ARDS,16.0,57626
N00000208,ARDS,16.0,57626
N00000202,ARDS,16.0,57626
N00000201,ARDS,16.0,57626
N00000199,ARDS,16.0,57626
N00000200,ARDS,16.0,57626
N00000198,ARDS,16.0,57626
N00001779,CASTLEREAGH,10.1,60757
N00000146,ARDS,16.0,57626
N00000139,ARDS,16.0,57626
N00000140,ARDS,16.0,57626
N00000329,ARDS,16.0,57626
N00000328,ARDS,16.0,57626
N00000333,ARDS,16.0,57626
N00000327,ARDS,16.0,57626
N00000334,ARDS,16.0,57626
N00000332,ARDS,16.0,57626
N00000331,ARDS,16.0,57626
N00000145,ARDS,16.0,57626
N00000144,ARDS,16.0,57626
N00000143,ARDS,16.0,57626
N00000177,ARDS,16.0,57626
N00000241,ARDS,16.0,57626
N00000242,ARDS,16.0,57626
N00000169,ARDS,16.0,57626
N00000281,ARDS,16.0,57626
N00000282,ARDS,16.0,57626
N00004211,NORTH DOWN,11.3,65849
N00004210,NORTH DOWN,11.3,65849
N00000340,ARDS,16.0,57626
N00000341,ARDS,16.0,57626
N00000343,ARDS,16.0,57626
N00000338,ARDS,16.0,57626
N00000339,ARDS,16.0,57626
N00000299,ARDS,16.0,57626
N00000336,ARDS,16.0,57626
N00000296,ARDS,16.0,57626
N00000298,ARDS,16.0,57626
N00000307,ARDS,16.0,57626
N00000306,ARDS,16.0,57626
N00000305,ARDS,16.0,57626
N00000302,ARDS,16.0,57626
N00000303,ARDS,16.0,57626
N00000342,ARDS,16.0,57626
N00000301,ARDS,16.0,57626
N00000278,ARDS,16.0,57626
N00000276,ARDS,16.0,57626
N00000304,ARDS,16.0,57626
N00000277,ARDS,16.0,57626
N00000275,ARDS,16.0,57626
N00000279,ARDS,16.0,57626
N00000285,ARDS,16.0,57626
N00000284,ARDS,16.0,57626
N00000283,ARDS,16.0,57626
N00000280,ARDS,16.0,57626
N00000240,ARDS,16.0,57626
N00000247,ARDS,16.0,57626
N00000250,ARDS,16.0,57626
N00000239,ARDS,16.0,57626
N00000251,ARDS,16.0,57626
N00000309,ARDS,16.0,57626
N00000308,ARDS,16.0,57626
N00000297,ARDS,16.0,57626
N00000249,ARDS,16.0,57626
N00000248,ARDS,16.0,57626
N00000300,ARDS,16.0,57626
N00000335,ARDS,16.0,57626
N00000180,ARDS,16.0,57626
N00000246,ARDS,16.0,57626
N00000244,ARDS,16.0,57626
N00000243,ARDS,16.0,57626
N00000245,ARDS,16.0,57626
N00000147,ARDS,16.0,57626
N00000142,ARDS,16.0,57626
N00000141,ARDS,16.0,57626
N00000159,ARDS,16.0,57626
N00000176,ARDS,16.0,57626
N00000163,ARDS,16.0,57626
N00000234,ARDS,16.0,57626
N00000179,ARDS,16.0,57626
N00000181,ARDS,16.0,57626
N00000178,ARDS,16.0,57626
N00000233,ARDS,16.0,57626
N00000232,ARDS,16.0,57626
N00000231,ARDS,16.0,57626
N00000230,ARDS,16.0,57626
N00000337,ARDS,16.0,57626
N00000236,ARDS,16.0,57626
N00000235,ARDS,16.0,57626
N00000166,ARDS,16.0,57626
N00000162,ARDS,16.0,57626
N00000168,ARDS,16.0,57626
N00000167,ARDS,16.0,57626
N00000160,ARDS,16.0,57626
N00000161,ARDS,16.0,57626
N00000165,ARDS,16.0,57626
N00000164,ARDS,16.0,57626
N00000238,ARDS,16.0,57626
N00000237,ARDS,16.0,57626
N00004196,NORTH DOWN,11.3,65849
N00004206,NORTH DOWN,11.3,65849
N00004195,NORTH DOWN,11.3,65849
N00004223,NORTH DOWN,11.3,65849
N00004230,NORTH DOWN,11.3,65849
N00004221,NORTH DOWN,11.3,65849
N00004222,NORTH DOWN,11.3,65849
N00004225,NORTH DOWN,11.3,65849
N00004226,NORTH DOWN,11.3,65849
N00004220,NORTH DOWN,11.3,65849
N00004229,NORTH DOWN,11.3,65849
N00004232,NORTH DOWN,11.3,65849
N00004227,NORTH DOWN,11.3,65849
N00004228,NORTH DOWN,11.3,65849
N00004321,NORTH DOWN,11.3,65849
N00004322,NORTH DOWN,11.3,65849
N00004327,NORTH DOWN,11.3,65849
N00004328,NORTH DOWN,11.3,65849
N00004323,NORTH DOWN,11.3,65849
N00004247,NORTH DOWN,11.3,65849
N00004245,NORTH DOWN,11.3,65849
N00004243,NORTH DOWN,11.3,65849
N00004249,NORTH DOWN,11.3,65849
N00004246,NORTH DOWN,11.3,65849
N00004248,NORTH DOWN,11.3,65849
N00004244,NORTH DOWN,11.3,65849
N00004198,NORTH DOWN,11.3,65849
N00004251,NORTH DOWN,11.3,65849
N00004197,NORTH DOWN,11.3,65849
N00004203,NORTH DOWN,11.3,65849
N00004250,NORTH DOWN,11.3,65849
N00004316,NORTH DOWN,11.3,65849
N00004313,NORTH DOWN,11.3,65849
N00004185,NORTH DOWN,11.3,65849
N00004314,NORTH DOWN,11.3,65849
N00004186,NORTH DOWN,11.3,65849
N00004296,NORTH DOWN,11.3,65849
N00004324,NORTH DOWN,11.3,65849
N00004326,NORTH DOWN,11.3,65849
N00004325,NORTH DOWN,11.3,65849
N00004234,NORTH DOWN,11.3,65849
N00004300,NORTH DOWN,11.3,65849
N00004233,NORTH DOWN,11.3,65849
N00004295,NORTH DOWN,11.3,65849
N00004302,NORTH DOWN,11.3,65849
N00004184,NORTH DOWN,11.3,65849
N00004180,NORTH DOWN,11.3,65849
N00004182,NORTH DOWN,11.3,65849
N00004299,NORTH DOWN,11.3,65849
N00004298,NORTH DOWN,11.3,65849
N00004181,NORTH DOWN,11.3,65849
N00004261,NORTH DOWN,11.3,65849
N00004263,NORTH DOWN,11.3,65849
N00004262,NORTH DOWN,11.3,65849
N00004265,NORTH DOWN,11.3,65849
N00004297,NORTH DOWN,11.3,65849
N00004301,NORTH DOWN,11.3,65849
N00004267,NORTH DOWN,11.3,65849
N00004268,NORTH DOWN,11.3,65849
N00004128,NORTH DOWN,11.3,65849
N00004127,NORTH DOWN,11.3,65849
N00004123,NORTH DOWN,11.3,65849
N00004177,NORTH DOWN,11.3,65849
N00004125,NORTH DOWN,11.3,65849
N00004175,NORTH DOWN,11.3,65849
N00004178,NORTH DOWN,11.3,65849
N00004176,NORTH DOWN,11.3,65849
N00004269,NORTH DOWN,11.3,65849
N00004264,NORTH DOWN,11.3,65849
N00004148,NORTH DOWN,11.3,65849
N00004150,NORTH DOWN,11.3,65849
N00004174,NORTH DOWN,11.3,65849
N00004151,NORTH DOWN,11.3,65849
N00004152,NORTH DOWN,11.3,65849
N00004154,NORTH DOWN,11.3,65849
N00004153,NORTH DOWN,11.3,65849
N00004158,NORTH DOWN,11.3,65849
N00004149,NORTH DOWN,11.3,65849
N00004156,NORTH DOWN,11.3,65849
N00004155,NORTH DOWN,11.3,65849
N00004335,NORTH DOWN,11.3,65849
N00004334,NORTH DOWN,11.3,65849
N00004336,NORTH DOWN,11.3,65849
N00004309,NORTH DOWN,11.3,65849
N00004333,NORTH DOWN,11.3,65849
N00004330,NORTH DOWN,11.3,65849
N00004331,NORTH DOWN,11.3,65849
N00004306,NORTH DOWN,11.3,65849
N00004332,NORTH DOWN,11.3,65849
N00004307,NORTH DOWN,11.3,65849
N00004317,NORTH DOWN,11.3,65849
N00004311,NORTH DOWN,11.3,65849
N00004179,NORTH DOWN,11.3,65849
N00004320,NORTH DOWN,11.3,65849
N00004183,NORTH DOWN,11.3,65849
N00004312,NORTH DOWN,11.3,65849
N00004318,NORTH DOWN,11.3,65849
N00004315,NORTH DOWN,11.3,65849
N00004308,NORTH DOWN,11.3,65849
N00004305,NORTH DOWN,11.3,65849
N00004310,NORTH DOWN,11.3,65849
N00004319,NORTH DOWN,11.3,65849
N00004204,NORTH DOWN,11.3,65849
N00004205,NORTH DOWN,11.3,65849
N00004202,NORTH DOWN,11.3,65849
N00004303,NORTH DOWN,11.3,65849
N00004304,NORTH DOWN,11.3,65849
N00004337,NORTH DOWN,11.3,65849
N00004201,NORTH DOWN,11.3,65849
N00004200,NORTH DOWN,11.3,65849
N00004199,NORTH DOWN,11.3,65849
N00004207,NORTH DOWN,11.3,65849
N00004209,NORTH DOWN,11.3,65849
N00004208,NORTH DOWN,11.3,65849
N00004214,NORTH DOWN,11.3,65849
N00004212,NORTH DOWN,11.3,65849
N00004165,NORTH DOWN,11.3,65849
N00004166,NORTH DOWN,11.3,65849
N00004215,NORTH DOWN,11.3,65849
N00004216,NORTH DOWN,11.3,65849
N00004218,NORTH DOWN,11.3,65849
N00004217,NORTH DOWN,11.3,65849
N00004213,NORTH DOWN,11.3,65849
N00004162,NORTH DOWN,11.3,65849
N00004168,NORTH DOWN,11.3,65849
N00004161,NORTH DOWN,11.3,65849
N00004160,NORTH DOWN,11.3,65849
N00004329,NORTH DOWN,11.3,65849
N00004159,NORTH DOWN,11.3,65849
N00004167,NORTH DOWN,11.3,65849
N00004157,NORTH DOWN,11.3,65849
N00004118,NORTH DOWN,11.3,65849
N00004120,NORTH DOWN,11.3,65849
N00004119,NORTH DOWN,11.3,65849
N00004121,NORTH DOWN,11.3,65849
N00004114,NORTH DOWN,11.3,65849
N00004146,NORTH DOWN,11.3,65849
N00004147,NORTH DOWN,11.3,65849
N00004112,NORTH DOWN,11.3,65849
N00004110,NORTH DOWN,11.3,65849
N00004116,NORTH DOWN,11.3,65849
N00004115,NORTH DOWN,11.3,65849
N00004117,NORTH DOWN,11.3,65849
N00004122,NORTH DOWN,11.3,65849
N00004163,NORTH DOWN,11.3,65849
N00004164,NORTH DOWN,11.3,65849
N00004113,NORTH DOWN,11.3,65849
N00004132,NORTH DOWN,11.3,65849
N00004136,NORTH DOWN,11.3,65849
N00004137,NORTH DOWN,11.3,65849
N00004111,NORTH DOWN,11.3,65849
N00004143,NORTH DOWN,11.3,65849
N00004144,NORTH DOWN,11.3,65849
N00004142,NORTH DOWN,11.3,65849
N00004140,NORTH DOWN,11.3,65849
N00004141,NORTH DOWN,11.3,65849
N00004145,NORTH DOWN,11.3,65849
N00004171,NORTH DOWN,11.3,65849
N00004170,NORTH DOWN,11.3,65849
N00004169,NORTH DOWN,11.3,65849
N00004190,NORTH DOWN,11.3,65849
N00004139,NORTH DOWN,11.3,65849
N00004133,NORTH DOWN,11.3,65849
N00004134,NORTH DOWN,11.3,65849
N00004131,NORTH DOWN,11.3,65849
N00004192,NORTH DOWN,11.3,65849
N00004187,NORTH DOWN,11.3,65849
N00004189,NORTH DOWN,11.3,65849
N00004188,NORTH DOWN,11.3,65849
N00004172,NORTH DOWN,11.3,65849
N00004173,NORTH DOWN,11.3,65849
N00004124,NORTH DOWN,11.3,65849
N00004191,NORTH DOWN,11.3,65849
N00004126,NORTH DOWN,11.3,65849
N00004130,NORTH DOWN,11.3,65849
N00004129,NORTH DOWN,11.3,65849
N00004193,NORTH DOWN,11.3,65849
N00004194,NORTH DOWN,11.3,65849
N00004253,NORTH DOWN,11.3,65849
N00004260,NORTH DOWN,11.3,65849
N00004252,NORTH DOWN,11.3,65849
N00004255,NORTH DOWN,11.3,65849
N00004135,NORTH DOWN,11.3,65849
N00004138,NORTH DOWN,11.3,65849
N00004254,NORTH DOWN,11.3,65849
N00000215,ARDS,16.0,57626
N00000218,ARDS,16.0,57626
N00000219,ARDS,16.0,57626
N00000220,ARDS,16.0,57626
N00000213,ARDS,16.0,57626
N00000211,ARDS,16.0,57626
N00000214,ARDS,16.0,57626
N00000225,ARDS,16.0,57626
N00000224,ARDS,16.0,57626
N00000210,ARDS,16.0,57626
N00000212,ARDS,16.0,57626
N00000227,ARDS,16.0,57626
N00000229,ARDS,16.0,57626
N00000226,ARDS,16.0,57626
N00000293,ARDS,16.0,57626
N00000223,ARDS,16.0,57626
N00000228,ARDS,16.0,57626
N00000221,ARDS,16.0,57626
N00000222,ARDS,16.0,57626
N00000216,ARDS,16.0,57626
N00000294,ARDS,16.0,57626
N00000172,ARDS,16.0,57626
N00000288,ARDS,16.0,57626
N00000289,ARDS,16.0,57626
N00000290,ARDS,16.0,57626
N00000287,ARDS,16.0,57626
N00000286,ARDS,16.0,57626
N00000291,ARDS,16.0,57626
N00000292,ARDS,16.0,57626
N00000295,ARDS,16.0,57626
N00000217,ARDS,16.0,57626
N00004256,NORTH DOWN,11.3,65849
N00003141,LARNE,26.8,28929
N00003139,LARNE,26.8,28929
N00003076,LARNE,26.8,28929
N00003077,LARNE,26.8,28929
N00003078,LARNE,26.8,28929
N00003075,LARNE,26.8,28929
N00003142,LARNE,26.8,28929
N00003143,LARNE,26.8,28929
N00001740,CARRICKFERGUS,16.2,28458
N00001643,CARRICKFERGUS,16.2,28458
N00001642,CARRICKFERGUS,16.2,28458
N00001644,CARRICKFERGUS,16.2,28458
N00001645,CARRICKFERGUS,16.2,28458
N00001641,CARRICKFERGUS,16.2,28458
N00001646,CARRICKFERGUS,16.2,28458
N00001738,CARRICKFERGUS,16.2,28458
N00001743,CARRICKFERGUS,16.2,28458
N00001741,CARRICKFERGUS,16.2,28458
N00001742,CARRICKFERGUS,16.2,28458
N00001739,CARRICKFERGUS,16.2,28458
N00001681,CARRICKFERGUS,16.2,28458
N00004257,NORTH DOWN,11.3,65849
N00004258,NORTH DOWN,11.3,65849
N00004259,NORTH DOWN,11.3,65849
N00004266,NORTH DOWN,11.3,65849
N00004231,NORTH DOWN,11.3,65849
N00004224,NORTH DOWN,11.3,65849
N00001693,CARRICKFERGUS,16.2,28458
N00001696,CARRICKFERGUS,16.2,28458
N00001704,CARRICKFERGUS,16.2,28458
N00001703,CARRICKFERGUS,16.2,28458
N00001705,CARRICKFERGUS,16.2,28458
N00001713,CARRICKFERGUS,16.2,28458
N00001731,CARRICKFERGUS,16.2,28458
N00001727,CARRICKFERGUS,16.2,28458
N00001674,CARRICKFERGUS,16.2,28458
N00001726,CARRICKFERGUS,16.2,28458
N00001725,CARRICKFERGUS,16.2,28458
N00001722,CARRICKFERGUS,16.2,28458
N00001730,CARRICKFERGUS,16.2,28458
N00001729,CARRICKFERGUS,16.2,28458
N00001728,CARRICKFERGUS,16.2,28458
N00001723,CARRICKFERGUS,16.2,28458
N00001721,CARRICKFERGUS,16.2,28458
N00001724,CARRICKFERGUS,16.2,28458
N00001668,CARRICKFERGUS,16.2,28458
N00001712,CARRICKFERGUS,16.2,28458
N00001733,CARRICKFERGUS,16.2,28458
N00001650,CARRICKFERGUS,16.2,28458
N00001647,CARRICKFERGUS,16.2,28458
N00001660,CARRICKFERGUS,16.2,28458
N00001657,CARRICKFERGUS,16.2,28458
N00001648,CARRICKFERGUS,16.2,28458
N00001734,CARRICKFERGUS,16.2,28458
N00001735,CARRICKFERGUS,16.2,28458
N00001737,CARRICKFERGUS,16.2,28458
N00001736,CARRICKFERGUS,16.2,28458
N00001658,CARRICKFERGUS,16.2,28458
N00001655,CARRICKFERGUS,16.2,28458
N00001656,CARRICKFERGUS,16.2,28458
N00001659,CARRICKFERGUS,16.2,28458
N00001682,CARRICKFERGUS,16.2,28458
N00001683,CARRICKFERGUS,16.2,28458
N00001686,CARRICKFERGUS,16.2,28458
N00001685,CARRICKFERGUS,16.2,28458
N00001687,CARRICKFERGUS,16.2,28458
N00001654,CARRICKFERGUS,16.2,28458
N00001649,CARRICKFERGUS,16.2,28458
N00001653,CARRICKFERGUS,16.2,28458
N00001652,CARRICKFERGUS,16.2,28458
N00001680,CARRICKFERGUS,16.2,28458
N00001684,CARRICKFERGUS,16.2,28458
N00001677,CARRICKFERGUS,16.2,28458
N00001679,CARRICKFERGUS,16.2,28458
N00001651,CARRICKFERGUS,16.2,28458
N00001718,CARRICKFERGUS,16.2,28458
N00001720,CARRICKFERGUS,16.2,28458
N00001719,CARRICKFERGUS,16.2,28458
N00001732,CARRICKFERGUS,16.2,28458
N00001714,CARRICKFERGUS,16.2,28458
