code,name,LGD,MDM_score,MDM_rank,MDM_decile,Income Deprivation_score,Income Deprivation_rank,Employment Deprivation_score,Employment Deprivation_rank,Proximity to Services_score,Proximity to Services_rank,Crime and Disorder_score,Crime and Disorder_rank
95BB120005,Glen 1,Ards,26.16,1538,4,0.32,1601,0.14,1960,1.27,3908,48.11,515
95BB120006,Glen 1,Ards,23.61,1760,4,0.3,1740,0.13,2164,0.97,4449,20.04,2062
95BB120007,Glen 1,Ards,41.69,591,2,0.49,678,0.26,384,0.97,4442,23.73,1753
95BB120008,Glen 2,Ards,4.4,4731,10,0.02,4936,0.03,4872,3.43,1258,7.45,3735
95BB120009,Glen 2,Ards,4.5,4717,10,0.02,4931,0.02,4961,3.48,1241,7.74,3687
95BB130001,Gregstown 3,Ards,7.6,4168,9,0.06,4496,0.1,3060,1.69,3032,1.61,4815
95BB130002,Gregstown 2,Ards,17.53,2469,5,0.22,2465,0.13,2354,1.49,3406,5.39,4097
95BB130003,Gregstown 3,Ards,8.6,4010,8,0.09,4078,0.1,3144,1.87,2671,4.67,4235
95BB130004,Gregstown 2,Ards,36.15,841,2,0.44,908,0.23,661,1.28,3880,24.19,1708
95BB130005,Gregstown 1,Ards,31.23,1134,3,0.5,641,0.16,1510,2.28,2039,29.44,1310
95BB130006,Gregstown 3,Ards,11.58,3458,7,0.16,3093,0.11,2712,2.06,2370,19.19,2153
95BB130007,Gregstown 2,Ards,13.16,3174,7,0.12,3589,0.11,2777,1.43,3557,6.37,3935
95BB130008,Gregstown 2,Ards,31.6,1103,3,0.43,950,0.19,1042,1.18,4075,21.73,1908
95BB130009,Gregstown 2,Ards,10.98,3577,8,0.1,3852,0.11,2860,1.97,2522,13.85,2754
95BB130010,Gregstown 1,Ards,29.05,1308,3,0.48,709,0.14,1916,2.38,1908,21.51,1929
95BB130011,Gregstown 1,Ards,2.75,4970,10,0.01,4991,0.03,4862,2.22,2139,0.81,4938
95BB130012,Gregstown 1,Ards,4.94,4636,10,0.03,4867,0.07,4130,2.76,1598,5.4,4092
95BB130013,Gregstown 3,Ards,5.76,4482,9,0.05,4630,0.08,3770,2.03,2422,14.83,2647
95BB140001,Killinchy 1,Ards,8.23,4067,9,0.1,3905,0.06,4343,5.28,727,2.2,4709
95BB140002,Killinchy 1,Ards,9.45,3864,8,0.12,3599,0.06,4352,5.82,576,2.26,4699
95BB140003,Killinchy 1,Ards,7.15,4243,9,0.05,4629,0.06,4388,5.33,717,2.48,4657
95BB140004,Killinchy 2,Ards,6.55,4338,9,0.03,4840,0.04,4758,6.59,402,4.35,4290
95BB140005,Killinchy 2,Ards,6.85,4300,9,0.04,4758,0.04,4720,6.11,518,17.36,2344
95BB140006,Killinchy 2,Ards,13.31,3150,7,0.14,3375,0.09,3385,6.47,438,14.13,2715
95BB140007,Killinchy 2,Ards,7.28,4223,9,0.04,4756,0.05,4580,6.88,342,3.38,4482
95BB140008,Killinchy 1,Ards,10.15,3734,8,0.07,4387,0.07,4210,7.29,247,2.51,4649
95BB150001,Kircubbin 1,Ards,13.69,3094,7,0.13,3516,0.11,2683,6.23,493,5.71,4030
95BB150002,Kircubbin 1,Ards,19.9,2195,5,0.23,2350,0.14,2031,6.19,502,9.19,3437
95BB150003,Kircubbin 1,Ards,14.28,2999,6,0.1,3866,0.11,2772,6.38,464,7.58,3711
95BB150004,Kircubbin 2,Ards,21.54,2001,4,0.31,1706,0.12,2470,3.72,1157,16.54,2442
95BB150005,Kircubbin 2,Ards,23.02,1835,4,0.33,1568,0.13,2140,4.33,970,19.81,2090
95BB150006,Kircubbin 2,Ards,28.59,1339,3,0.35,1411,0.18,1304,2.78,1579,47.44,531
95BB150007,Kircubbin 2,Ards,12.36,3322,7,0.13,3500,0.09,3282,2.89,1507,7.55,3715
95BB150008,Kircubbin 1,Ards,12.48,3304,7,0.14,3386,0.1,3155,5.63,623,3.24,4509
95BB160001,Lisbane 1,Ards,2.94,4946,10,0.01,4978,0.05,4674,2.22,2126,0.84,4934
95BB160002,Lisbane 2,Ards,5.54,4522,9,0.05,4618,0.06,4359,3.72,1154,5.7,4033
95BB160003,Lisbane 2,Ards,8.96,3945,8,0.14,3434,0.07,4109,3.74,1143,3.27,4503
95BB160004,Lisbane 2,Ards,3.08,4930,10,0.02,4901,0.04,4812,2.47,1808,3.95,4367
95BB160005,Lisbane 1,Ards,3.65,4856,10,0.01,4975,0.04,4751,2.61,1706,5.04,4169
95BB160006,Lisbane 2,Ards,5.44,4539,10,0.05,4652,0.05,4523,4.03,1060,4.64,4243
95BB160007,Lisbane 1,Ards,9.08,3925,8,0.07,4383,0.09,3430,4.65,882,21.45,1932
95BB160008,Lisbane 1,Ards,8.28,4054,9,0.07,4399,0.07,3971,4.7,867,6.11,3971
95BB170001,Loughries 2,Ards,11.66,3442,7,0.1,3987,0.1,3131,6.55,408,4.91,4191
95BB170002,Loughries 2,Ards,8.72,3994,8,0.08,4191,0.08,3679,3.95,1076,12.76,2891
95BB170003,Loughries 1,Ards,10.39,3686,8,0.08,4288,0.11,2663,2.16,2207,11.86,3009
95BB170004,Loughries 1,Ards,8.16,4083,9,0.1,3946,0.05,4544,2.52,1773,2.45,4661
95BB170005,Loughries 1,Ards,5.5,4529,10,0.03,4872,0.03,4934,2.08,2335,1.47,4835
95BB170006,Loughries 1,Ards,8.44,4032,9,0.09,4079,0.08,3627,2.29,2034,2.82,4586
95BB170007,Loughries 2,Ards,6.99,4274,9,0.06,4567,0.06,4275,2.52,1767,18.3,2249
95BB170008,Loughries 1,Ards,7.4,4204,9,0.07,4415,0.07,4091,2.02,2433,13.21,2832
95BB170009,Loughries 2,Ards,18.96,2294,5,0.3,1727,0.11,2842,2.3,2007,16.24,2474
95BB170010,Loughries 1,Ards,34.97,907,2,0.55,460,0.18,1307,2.19,2170,36.97,929
95BB170011,Loughries 2,Ards,38.76,700,2,0.58,389,0.22,732,2.23,2120,19.21,2149
95BB180001,Millisle 2,Ards,12.86,3233,7,0.13,3463,0.11,2746,3.87,1100,8.63,3521
95BB180002,Millisle 1,Ards,27.13,1453,3,0.39,1221,0.14,2026,3.49,1235,41.49,737
95BB180003,Millisle 2,Ards,8.07,4092,9,0.08,4187,0.07,4078,3.55,1214,12.2,2964
95BB180004,Millisle 1,Ards,31.97,1075,3,0.4,1163,0.17,1495,3.28,1308,35.74,991
95BB180005,Millisle 1,Ards,15.9,2717,6,0.2,2656,0.08,3843,3.75,1138,6.88,3851
95BB180006,Millisle 1,Ards,24.23,1699,4,0.25,2167,0.16,1659,3.39,1269,13.97,2738
95BB180007,Millisle 1,Ards,38.1,732,2,0.44,929,0.23,588,3.31,1295,11.29,3101
95BB180008,Millisle 2,Ards,5.41,4546,10,0.04,4798,0.05,4616,2.93,1484,0.49,4970
95BB180009,Millisle 2,Ards,9.24,3897,8,0.12,3692,0.05,4606,5.08,774,8.98,3468
95BB180010,Millisle 2,Ards,10.79,3607,8,0.1,3947,0.12,2380,3.22,1331,5.55,4059
95BB190001,Movilla 2,Ards,4.48,4718,10,0.04,4818,0.05,4645,2.72,1619,4.44,4269
95BB190002,Movilla 2,Ards,5.35,4555,10,0.05,4635,0.07,4222,2.59,1716,6.57,3898
95BB190003,Movilla 2,Ards,6.58,4334,9,0.05,4705,0.1,3091,2.57,1734,4.06,4344
95BB190004,Movilla 1,Ards,8.44,4033,9,0.06,4458,0.08,3629,2.24,2100,14.09,2720
95BB190005,Movilla 2,Ards,6.87,4298,9,0.11,3744,0.06,4418,2.3,2022,5.87,4006
95BB190006,Movilla 3,Ards,4.84,4655,10,0.05,4695,0.06,4366,2.22,2128,0.69,4948
95BB190007,Movilla 1,Ards,8.78,3980,8,0.05,4647,0.09,3409,1.76,2871,10.87,3174
95BB190008,Movilla 3,Ards,5.44,4540,10,0.06,4555,0.05,4520,2.14,2246,7.62,3705
95BB190009,Movilla 1,Ards,10.31,3701,8,0.07,4350,0.11,2949,1.97,2520,4.9,4196
95BB190010,Movilla 3,Ards,7.24,4230,9,0.1,3953,0.09,3285,2.07,2357,4.41,4275
95BB190011,Movilla 1,Ards,8.76,3987,8,0.09,4150,0.08,3758,1.6,3198,37.27,914
95BB190012,Movilla 3,Ards,5.27,4569,10,0.06,4519,0.07,3985,2.02,2439,1.55,4827
95BB190013,Movilla 1,Ards,14.89,2889,6,0.25,2107,0.1,3092,1.31,3825,17.14,2369
95BB190014,Movilla 2,Ards,4.13,4776,10,0.05,4684,0.05,4630,2.66,1664,4.84,4207
95BB200001,Portaferry 1,Ards,13.69,3093,7,0.12,3634,0.1,3247,5.1,768,7.54,3718
95BB200002,Portaferry 1,Ards,23.72,1746,4,0.32,1617,0.16,1597,3.37,1276,40.62,769
95BB200003,Portaferry 1,Ards,24.48,1682,4,0.24,2276,0.18,1260,7.27,250,1.9,4760
95BB200004,Portaferry 1,Ards,12.75,3249,7,0.15,3283,0.09,3328,3.54,1217,0.15,5007
95BB200005,Portaferry 2,Ards,29.98,1228,3,0.36,1369,0.19,1079,3.18,1356,25.13,1629
95BB200006,Portaferry 2,Ards,38.72,702,2,0.47,772,0.22,771,3.1,1399,34.27,1052
95BB200007,Portaferry 2,Ards,21.06,2055,5,0.22,2384,0.15,1778,3.59,1202,5.31,4119
95BB200008,Portaferry 2,Ards,38.52,718,2,0.44,894,0.24,503,3.53,1220,29.47,1309
95BB200009,Portaferry 2,Ards,33.49,990,2,0.41,1073,0.22,714,3.94,1080,15.42,2576
95BB210001,Portavogie 1,Ards,19.19,2277,5,0.13,3488,0.13,2364,6.66,393,2.74,4602
95BB210002,Portavogie 1,Ards,21.27,2028,5,0.18,2861,0.12,2414,5.88,566,11.55,3062
95BB210003,Portavogie 2,Ards,14.72,2918,6,0.11,3815,0.13,2242,6.14,511,7.38,3747
95BB210004,Portavogie 1,Ards,28.74,1328,3,0.27,1962,0.18,1293,6.2,500,10.87,3176
95BB210005,Portavogie 1,Ards,21.66,1986,4,0.2,2645,0.15,1864,6.27,484,5.43,4088
95BB210006,Portavogie 1,Ards,26.2,1530,4,0.26,2048,0.15,1881,5.86,569,9.19,3435
95BB210007,Portavogie 2,Ards,14.52,2952,6,0.13,3577,0.13,2173,6.24,489,3.19,4520
95BB210008,Portavogie 2,Ards,13.72,3086,7,0.16,3143,0.09,3406,6.33,473,5.07,4165
95BB210009,Portavogie 2,Ards,24.36,1689,4,0.29,1841,0.17,1411,5.96,547,21.31,1947
95BB210010,Portavogie 2,Ards,13.23,3160,7,0.13,3523,0.09,3572,6.57,405,4.93,4189
95BB210011,Portavogie 1,Ards,31.75,1089,3,0.37,1340,0.17,1357,6.22,498,11.48,3075
95BB220001,Scrabo 2,Ards,11.07,3560,8,0.07,4430,0.06,4244,1.62,3156,4.35,4289
95BB220002,Scrabo 2,Ards,52.89,258,1,0.59,368,0.29,230,1.7,2996,44.73,615
95BB220003,Scrabo 2,Ards,42.67,543,2,0.58,394,0.21,839,1.9,2630,36.92,932
95BB220004,Scrabo 2,Ards,43.19,520,2,0.43,1001,0.26,374,1.94,2577,37.58,897
95BB220005,Scrabo 2,Ards,32.2,1062,3,0.36,1353,0.16,1558,1.84,2721,26.65,1511
95BB220006,Scrabo 1,Ards,34.58,923,2,0.35,1418,0.19,1048,2.16,2216,40.14,796
95BB220007,Scrabo 1,Ards,41.83,581,2,0.46,805,0.24,539,1.88,2661,38.47,865
95BB220008,Scrabo 1,Ards,35.93,858,2,0.35,1413,0.23,606,2.11,2297,40.36,783
95BB220009,Scrabo 1,Ards,11.27,3518,8,0.07,4302,0.05,4665,2.74,1607,17.57,2327
95BB230001,Whitespots 1,Ards,8.51,4027,9,0.06,4501,0.11,2781,1.17,4083,18.89,2176
95BB230002,Whitespots 2,Ards,6.36,4373,9,0.09,4011,0.06,4258,2.59,1720,18.64,2205
95BB230003,Whitespots 2,Ards,4.83,4656,10,0.03,4857,0.06,4289,2.64,1678,1.6,4818
95BB230004,Whitespots 2,Ards,6.1,4419,9,0.06,4497,0.08,3860,2.6,1712,6.24,3949
95BB230005,Whitespots 2,Ards,5.46,4534,10,0.04,4726,0.07,3977,2.39,1895,6.41,3930
95BB230006,Whitespots 1,Ards,6.42,4359,9,0.06,4471,0.09,3306,2.11,2286,7.81,3673
95BB230007,Whitespots 1,Ards,4.52,4712,10,0.06,4559,0.07,4139,1.69,3015,13.18,2836
95BB230008,Whitespots 1,Ards,6.28,4387,9,0.06,4488,0.09,3505,1.8,2803,19.5,2123
95BB230009,Whitespots 1,Ards,5.52,4523,10,0.07,4303,0.05,4604,1.32,3808,35.46,1004
95CC010001,Abbey Park,Armagh,36.67,807,2,0.29,1790,0.29,223,2.17,2202,21.73,1907
95CC010002,Abbey Park,Armagh,30.27,1199,3,0.44,926,0.21,855,1.75,2893,12.8,2890
95CC010003,Abbey Park,Armagh,12.92,3224,7,0.2,2607,0.08,3819,2.31,1999,8.69,3509
95CC010004,Abbey Park,Armagh,21.82,1965,4,0.29,1836,0.15,1862,1.57,3242,35.32,1010
95CC010005,Abbey Park,Armagh,12.62,3278,7,0.17,2925,0.09,3559,1.95,2554,9.13,3448
95CC010006,Abbey Park,Armagh,17.38,2487,5,0.22,2440,0.14,2116,1.88,2649,13.56,2784
95CC020001,Ballymartrim,Armagh,20.44,2138,5,0.27,2003,0.13,2158,6.48,435,10.14,3281
95CC020002,Ballymartrim,Armagh,21.06,2056,5,0.26,2037,0.12,2401,7.94,157,4.07,4342
95CC020003,Ballymartrim,Armagh,11.45,3489,7,0.16,3090,0.08,3640,5.07,775,3.18,4523
95CC020004,Ballymartrim,Armagh,18.68,2321,5,0.22,2449,0.14,1993,3.83,1115,30.42,1250
95CC020005,Ballymartrim,Armagh,14.6,2936,6,0.1,3940,0.11,2933,7.46,222,9.63,3360
95CC020006,Ballymartrim,Armagh,20.11,2173,5,0.27,2023,0.15,1759,4.98,800,9.84,3327
95CC030001,Callan Bridge,Armagh,40.77,626,2,0.51,589,0.18,1164,2.66,1659,38.82,850
95CC030002,Callan Bridge,Armagh,41.35,605,2,0.54,494,0.17,1458,2.59,1717,28.67,1367
95CC030003,Callan Bridge,Armagh,36.1,844,2,0.5,666,0.17,1352,3.07,1411,15.71,2532
95CC030004,Callan Bridge,Armagh,16.64,2599,6,0.18,2781,0.11,2737,1.52,3351,33.74,1074
95CC030005,Callan Bridge,Armagh,38.53,715,2,0.44,899,0.18,1165,0.99,4413,60.57,255
95CC030006,Callan Bridge,Armagh,37.07,789,2,0.56,426,0.17,1395,1.61,3173,46.27,561
95CC030007,Callan Bridge,Armagh,31.57,1105,3,0.43,959,0.16,1636,1.37,3676,23.11,1807
95CC040001,Carrigatuke,Armagh,16.04,2698,6,0.22,2408,0.11,2907,4.78,845,7.22,3781
95CC040002,Carrigatuke,Armagh,16.08,2692,6,0.2,2616,0.12,2631,3.61,1197,7.33,3758
95CC040003,Carrigatuke,Armagh,14.87,2892,6,0.16,3066,0.08,3684,6.5,428,10.84,3182
95CC040004,Carrigatuke,Armagh,24.86,1653,4,0.28,1862,0.18,1287,6.74,380,6.47,3919
95CC040005,Carrigatuke,Armagh,21.11,2043,5,0.18,2895,0.16,1542,6.65,394,10.32,3244
95CC040006,Carrigatuke,Armagh,30.15,1215,3,0.36,1384,0.19,1072,5.78,593,12.6,2909
95CC050001,Charlemont,Armagh,20.53,2122,5,0.37,1316,0.14,1988,4.94,809,7.8,3675
95CC050002,Charlemont,Armagh,21,2062,5,0.35,1446,0.14,1908,4.39,956,4.34,4292
95CC050003,Charlemont,Armagh,14.66,2924,6,0.23,2313,0.11,2902,5.35,708,4.21,4320
95CC050004,Charlemont,Armagh,15.79,2740,6,0.18,2885,0.12,2565,6.51,424,7.09,3794
95CC050005,Charlemont,Armagh,14.64,2927,6,0.11,3751,0.11,2738,7.35,239,7.42,3740
95CC050006,Charlemont,Armagh,11.01,3571,8,0.09,4053,0.11,2936,4.88,826,12.12,2974
95CC060001,Demesne 1,Armagh,7.78,4140,9,0.13,3444,0.07,4041,2.33,1971,6.15,3958
95CC060002,Demesne 1,Armagh,9.61,3834,8,0.13,3450,0.11,2863,2.52,1768,7.9,3650
95CC060003,Demesne 1,Armagh,6.7,4314,9,0.12,3713,0.07,3944,2.29,2027,4.07,4343
95CC060004,Demesne 2,Armagh,9.29,3888,8,0.13,3547,0.08,3855,1.43,3543,16.34,2463
95CC060005,Demesne 1,Armagh,10.19,3723,8,0.17,2983,0.08,3789,1.52,3359,64.28,202
95CC060006,Demesne 2,Armagh,17.13,2520,6,0.18,2912,0.18,1237,1.68,3041,22.69,1831
95CC060007,Demesne 2,Armagh,27.01,1465,3,0.46,815,0.17,1381,2.25,2097,20.89,1983
95CC060008,Demesne 2,Armagh,5.15,4594,10,0.06,4451,0.06,4282,1.96,2536,5.47,4079
95CC070001,Derrynoose,Armagh,19.96,2187,5,0.17,3007,0.13,2262,9,67,16.29,2467
95CC070002,Derrynoose,Armagh,8.55,4018,8,0.13,3495,0.09,3527,3.03,1424,2.51,4651
95CC070003,Derrynoose,Armagh,16.23,2666,6,0.23,2308,0.11,2692,5.06,776,15.5,2570
95CC070004,Derrynoose,Armagh,17.1,2528,6,0.25,2147,0.09,3511,7.99,148,6.92,3841
95CC070005,Derrynoose,Armagh,17.1,2530,6,0.18,2808,0.11,2979,8.54,94,6.03,3985
95CC070006,Derrynoose,Armagh,13.66,3097,7,0.2,2659,0.09,3300,5.09,770,8.4,3565
95CC070007,Derrynoose,Armagh,31.8,1087,3,0.56,450,0.18,1222,3.55,1212,29.61,1301
95CC080001,Downs,Armagh,34.34,939,2,0.5,633,0.22,755,1.45,3508,16.26,2471
95CC080002,Downs,Armagh,22.07,1934,4,0.32,1621,0.12,2433,1.23,3989,47.64,527
95CC080003,Downs,Armagh,11.22,3530,8,0.13,3455,0.09,3543,1.66,3087,7.52,3725
95CC080004,Downs,Armagh,45.29,447,1,0.74,106,0.25,486,1.35,3732,23.43,1783
95CC080005,Downs,Armagh,10.08,3749,8,0.19,2738,0.07,3936,1.51,3363,7.27,3770
95CC080006,Downs,Armagh,34.71,919,2,0.49,700,0.24,518,1.29,3862,29.28,1324
95CC080007,Downs,Armagh,15.59,2775,6,0.22,2459,0.11,2670,1.71,2971,16.74,2414
95CC090001,Hamiltonsbawn 2,Armagh,15.27,2825,6,0.18,2901,0.14,2127,3.71,1160,10.63,3206
95CC090002,Hamiltonsbawn 1,Armagh,6.64,4325,9,0.04,4778,0.07,4090,4.35,966,5.2,4140
95CC090003,Hamiltonsbawn 2,Armagh,10.55,3656,8,0.1,3906,0.08,3761,5.34,713,1.65,4809
95CC090004,Hamiltonsbawn 2,Armagh,8.57,4015,8,0.1,3879,0.09,3404,3.79,1125,3.52,4455
95CC090005,Hamiltonsbawn 1,Armagh,12.44,3309,7,0.11,3766,0.09,3478,7.6,199,2.28,4695
95CC090006,Hamiltonsbawn 1,Armagh,8.28,4055,9,0.09,4117,0.08,3753,4.78,842,4.05,4346
95CC090007,Hamiltonsbawn 2,Armagh,11.96,3389,7,0.15,3191,0.11,2881,5.05,780,4.31,4302
95CC100001,Hockley,Armagh,6.1,4415,9,0.07,4421,0.06,4239,2.86,1524,14.33,2693
95CC100002,Hockley,Armagh,11.84,3405,7,0.17,3016,0.09,3499,5.88,565,5.31,4117
95CC100003,Hockley,Armagh,9.36,3879,8,0.13,3557,0.09,3578,4.84,836,9.36,3398
95CC100004,Hockley,Armagh,8.19,4077,9,0.11,3830,0.07,4034,4.47,932,5.05,4167
95CC100005,Hockley,Armagh,10.35,3695,8,0.1,3901,0.09,3323,4.71,863,5.44,4085
95CC100006,Hockley,Armagh,16.59,2614,6,0.18,2796,0.14,2123,4.15,1018,6.15,3961
95CC110001,Keady,Armagh,32.25,1059,3,0.44,937,0.18,1306,2.66,1658,40.29,788
95CC110002,Keady,Armagh,22.39,1902,4,0.33,1519,0.12,2412,2.83,1547,26.31,1537
95CC110003,Keady,Armagh,20.65,2109,5,0.35,1438,0.1,3077,2.62,1694,58.06,296
95CC110004,Keady,Armagh,28.4,1349,3,0.44,901,0.18,1294,2.76,1597,30.56,1244
95CC110005,Keady,Armagh,28.98,1312,3,0.34,1459,0.2,943,2.88,1509,4.25,4311
95CC110006,Keady,Armagh,30.75,1166,3,0.46,801,0.17,1486,2.9,1495,10.99,3148
95CC120001,Killeen,Armagh,15.21,2830,6,0.09,4124,0.14,2120,5.67,617,5.73,4028
95CC120002,Killeen,Armagh,17.72,2444,5,0.15,3285,0.11,2827,7.33,241,11.27,3105
95CC120003,Killeen,Armagh,11.76,3423,7,0.11,3814,0.07,4000,6.6,401,7.06,3811
95CC120004,Killeen,Armagh,19.22,2275,5,0.21,2518,0.15,1887,6.75,374,4.68,4233
95CC120005,Killeen,Armagh,26.4,1507,3,0.33,1545,0.15,1835,8.36,112,10.81,3186
95CC120006,Killeen,Armagh,12.99,3209,7,0.17,3036,0.07,4009,2.7,1629,16.16,2483
95CC120007,Killeen,Armagh,11,3572,8,0.1,3915,0.1,3011,4.07,1046,7.42,3742
95CC130001,Killylea,Armagh,21.64,1989,4,0.31,1679,0.11,2696,7.49,215,16,2500
95CC130002,Killylea,Armagh,16.94,2549,6,0.14,3339,0.11,2893,7.94,159,4.98,4180
95CC130003,Killylea,Armagh,16.45,2637,6,0.18,2797,0.08,3622,7.77,182,15.67,2539
95CC130004,Killylea,Armagh,13.54,3117,7,0.09,4082,0.1,3199,6.61,399,4.02,4349
95CC130005,Killylea,Armagh,17.58,2463,5,0.18,2815,0.11,2864,5.78,591,17.7,2317
95CC130006,Killylea,Armagh,17.94,2405,5,0.14,3324,0.13,2163,6.92,329,8.85,3489
95CC140001,Laurelvale,Armagh,9.79,3803,8,0.14,3406,0.1,3045,2.13,2264,4.02,4350
95CC140002,Laurelvale,Armagh,8.93,3955,8,0.05,4642,0.08,3866,3.86,1105,3.01,4552
95CC140003,Laurelvale,Armagh,11.05,3562,8,0.1,3986,0.1,3115,5.38,698,6.1,3973
95CC140004,Laurelvale,Armagh,13.08,3185,7,0.17,2941,0.1,3056,3.56,1208,6.56,3901
95CC140005,Laurelvale,Armagh,9.59,3839,8,0.11,3801,0.09,3510,3.74,1144,3.72,4419
95CC140006,Laurelvale,Armagh,22.07,1936,4,0.26,2079,0.18,1298,3.9,1090,14.28,2701
95CC140007,Laurelvale,Armagh,21.77,1977,4,0.25,2146,0.19,1026,1.86,2680,5.01,4175
95CC150001,Loughgall,Armagh,17.34,2491,5,0.16,3115,0.14,2012,7.54,207,7.73,3688
95CC150002,Loughgall,Armagh,11.88,3401,7,0.12,3608,0.1,3234,5.27,728,10.22,3263
95CC150003,Loughgall,Armagh,10.48,3670,8,0.12,3641,0.09,3297,4.88,825,5.39,4095
95CC150004,Loughgall,Armagh,22.63,1883,4,0.26,2052,0.18,1181,6.27,483,8.2,3597
95CC150005,Loughgall,Armagh,20.37,2142,5,0.25,2196,0.13,2218,7.4,229,4.19,4323
95CC150006,Loughgall,Armagh,18.13,2379,5,0.18,2792,0.11,2770,7.72,187,5.6,4049
95CC150007,Loughgall,Armagh,13.46,3128,7,0.14,3377,0.12,2625,6.23,495,3.15,4528
95CC160001,Markethill,Armagh,16.86,2565,6,0.15,3281,0.14,1920,5.8,583,9.53,3373
95CC160002,Markethill,Armagh,21.79,1972,4,0.23,2369,0.15,1880,7.03,302,12.94,2865
95CC160003,Markethill,Armagh,21.84,1961,4,0.27,1983,0.15,1771,2.86,1517,24.88,1648
95CC160004,Markethill,Armagh,24.06,1712,4,0.34,1456,0.17,1503,2.42,1877,44.85,610
95CC160005,Markethill,Armagh,21.34,2022,5,0.28,1911,0.15,1769,2.65,1673,11.29,3102
95CC160006,Markethill,Armagh,23.02,1838,4,0.41,1070,0.14,1938,2.56,1739,12.84,2887
95CC160007,Markethill,Armagh,13.07,3189,7,0.13,3542,0.11,2756,3.21,1342,16.54,2443
95CC170001,Milford,Armagh,13.38,3137,7,0.14,3352,0.1,3132,5.02,790,11.85,3010
95CC170002,Milford,Armagh,11.93,3397,7,0.14,3440,0.08,3702,6.32,476,2.77,4596
95CC170003,Milford,Armagh,12.24,3347,7,0.09,4091,0.09,3424,6.26,486,12.29,2945
95CC170004,Milford,Armagh,16.16,2677,6,0.2,2564,0.09,3284,6.16,507,3.78,4408
95CC170005,Milford,Armagh,16.96,2542,6,0.19,2743,0.13,2257,4.12,1029,25.36,1606
95CC170006,Milford,Armagh,21.88,1955,4,0.25,2151,0.14,2068,3.49,1236,19.23,2145
95CC180001,Observatory,Armagh,7.19,4236,9,0.09,4062,0.05,4488,2.33,1974,2.81,4589
95CC180002,Observatory,Armagh,25.1,1628,4,0.24,2233,0.19,1116,2.11,2288,32.26,1153
95CC180003,Observatory,Armagh,5.28,4566,10,0.04,4816,0.06,4413,2.11,2281,9.03,3460
95CC180004,Observatory,Armagh,6.47,4349,9,0.07,4422,0.08,3884,1.75,2880,3.76,4413
95CC180005,Observatory,Armagh,8.26,4058,9,0.11,3771,0.06,4274,1.62,3152,12.44,2926
95CC180006,Observatory,Armagh,22.76,1863,4,0.32,1613,0.15,1727,1.44,3535,41.23,747
95CC180007,Observatory,Armagh,47.49,377,1,0.6,339,0.32,133,1.39,3635,49.85,469
95CC190001,Poyntz Pass,Armagh,17.59,2462,5,0.17,2995,0.11,2672,7.26,253,13.32,2817
95CC190002,Poyntz Pass,Armagh,18.08,2386,5,0.2,2618,0.12,2551,4.63,887,24.21,1704
95CC190003,Poyntz Pass,Armagh,17.28,2496,5,0.19,2765,0.11,2735,5.81,581,28.77,1360
95CC190004,Poyntz Pass,Armagh,17.91,2411,5,0.16,3057,0.14,1984,6.82,354,9.66,3351
95CC190005,Poyntz Pass,Armagh,33.71,973,2,0.39,1200,0.25,482,5.97,546,11.61,3048
95CC190006,Poyntz Pass,Armagh,12.24,3346,7,0.1,3847,0.1,3081,4.07,1045,15.07,2621
95CC200001,Rich Hill 1,Armagh,13.91,3056,7,0.18,2890,0.14,2041,2.32,1987,5.75,4026
95CC200002,Rich Hill 2,Armagh,6.54,4341,9,0.07,4370,0.07,4042,2.16,2208,8.55,3534
95CC200003,Rich Hill 2,Armagh,14.41,2978,6,0.15,3189,0.13,2312,1.99,2486,13.22,2831
95CC200004,Rich Hill 2,Armagh,18.95,2295,5,0.23,2299,0.17,1403,2.17,2199,9.95,3307
95CC200005,Rich Hill 1,Armagh,4.74,4672,10,0.05,4621,0.06,4473,2.65,1666,4.12,4334
95CC200006,Rich Hill 1,Armagh,7.67,4156,9,0.09,4096,0.08,3617,2.76,1596,1.2,4884
95CC200007,Rich Hill 1,Armagh,4.99,4633,10,0.06,4518,0.06,4353,2.31,1993,2.93,4564
95CC200008,Rich Hill 2,Armagh,8.59,4011,8,0.11,3846,0.08,3651,2.09,2321,2.06,4730
95CC200009,Rich Hill 2,Armagh,20.36,2144,5,0.26,2066,0.15,1722,2.26,2065,14.23,2703
95CC210001,Tandragee,Armagh,20.68,2105,5,0.31,1662,0.14,1929,1.6,3188,36.08,972
95CC210002,Tandragee,Armagh,11.78,3416,7,0.13,3522,0.11,2857,2.09,2325,17.29,2353
95CC210003,Tandragee,Armagh,15.78,2742,6,0.23,2334,0.12,2421,2.19,2164,35.62,997
95CC210004,Tandragee,Armagh,20.76,2090,5,0.3,1763,0.16,1540,1.8,2805,24.36,1692
95CC210005,Tandragee,Armagh,9.98,3766,8,0.14,3380,0.09,3537,2.78,1574,22.65,1835
95CC210006,Tandragee,Armagh,19.93,2190,5,0.29,1797,0.16,1511,1.89,2641,7.54,3716
95CC210007,Tandragee,Armagh,6.12,4411,9,0.1,3925,0.07,3937,1.74,2905,7.07,3804
95CC210008,Tandragee,Armagh,12.2,3355,7,0.16,3049,0.11,2667,1.57,3250,7.59,3710
