OA_CODE,SA2011_dominant,SA2011_point
95QQ140006,N00003151,N00003151
95QQ140007,N00003149,N00003149
95QQ140008,N00003152,N00003152
95QQ140009,N00003153,N00003153
95QQ140010,N00003154,N00003154
95QQ150001,N00003155,N00003155
95QQ150002,N00003156,N00003156
95QQ150003,N00003157,N00003157
95QQ150004,N00003158,N00003158
95QQ150005,N00003159,N00003159
95QQ150006,N00003160,N00003160
95RR010001,N00003163,N00003163
95RR010002,N00003164,N00003164
95RR010003,N00003165,N00003165
95RR010004,N00003166,N00003166
95RR010005,N00003161,N00003161
95RR010006,N00003161,N00003161
95RR010007,N00003162,N00003162
95RR010008,N00003162,N00003162
95RR020001,N00003167,N00003167
95RR020002,N00003168,N00003168
95RR020003,N00003169,N00003169
95RR020004,N00003170,N00003170
95RR020005,N00003170,N00003170
95RR030001,N00003171,N00003171
95RR030002,N00003172,N00003172
95RR030003,N00003173,N00003173
95RR030004,N00003174,N00003174
95RR030005,N00003175,N00003175
95RR040001,N00003176,N00003176
95RR040002,N00003177,N00003177
95RR040003,N00003178,N00003178
95RR040004,N00003177,N00003177
95RR040005,N00003179,N00003179
95RR040006,N00003179,N00003179
95RR050001,N00003184,N00003184
95RR050002,N00003180,N00003180
95RR050003,N00003181,N00003181
95RR050004,N00003182,N00003182
95RR050005,N00003185,N00003185
95RR050006,N00003186,N00003186
95RR050007,N00003187,N00003187
95RR050008,N00003183,N00003183
95RR060001,N00003188,N00003188
95RR060002,N00003189,N00003189
95RR060003,N00003190,N00003190
95RR060004,N00003191,N00003191
95RR060005,N00003192,N00003192
95RR070001,N00003193,N00003193
95RR070002,N00003194,N00003194
95RR070003,N00003195,N00003195
95RR070004,N00003196,N00003196
95RR070005,N00003197,N00003197
95RR070006,N00003198,N00003198
95RR080001,N00003199,N00003199
95RR080002,N00003200,N00003200
95RR080003,N00003201,N00003201
95RR080004,N00003202,N00003202
95RR080005,N00003203,N00003203
95RR090001,N00003204,N00003204
95RR090002,N00003205,N00003205
95RR090003,N00003209,N00003209
95RR090004,N00003209,N00003209
95RR090005,N00003210,N00003210
95RR090006,N00003206,N00003206
95RR090007,N00003207,N00003207
95RR090008,N00003208,N00003208
95RR100001,N00003211,N00003211
95RR100002,N00003212,N00003212
95RR100003,N00003213,N00003213
95RR100004,N00003214,N00003214
95RR100005,N00003215,N00003215
95RR110001,N00003216,N00003216
95RR110002,N00003217,N00003217
95RR110003,N00003218,N00003218
95RR110004,N00003219,N00003219
95RR110005,N00003220,N00003220
95RR120001,N00003221,N00003221
95RR120002,N00003222,N00003222
95RR120003,N00003223,N00003223
95RR120004,N00003224,N00003224
95RR120005,N00003225,N00003225
95RR130001,N00003226,N00003226
95RR130002,N00003227,N00003227
95RR130003,N00003228,N00003228
95RR130004,N00003229,N00003229
95RR130005,N00003230,N00003230
95RR130006,N00003231,N00003231
95RR140001,N00003232,N00003232
95RR140002,N00003233,N00003233
95RR140003,N00003234,N00003234
95RR140004,N00003235,N00003235
95RR150001,N00003236,N00003236
95RR150002,N00003237,N00003237
95RR150003,N00003237,N00003237
95RR150004,N00003238,N00003238
95RR150005,N00003239,N00003239
95SS010001,N00003245,N00003245
95SS010002,N00003240,N00003240
95SS010003,N00003246,N00003246
95SS010004,N00003241,N00003241
95SS010005,N00003246,N00003246
95SS010006,N00003242,N00003242
95SS010007,N00003243,N00003243
95SS010008,N00003247,N00003247
95SS010009,N00003248,N00003248
95SS010010,N00003244,N00003244
95SS010011,N00003249,N00003249
95SS020001,N00003257,N00003257
95SS020002,N00003258,N00003258
95SS020003,N00003250,N00003250
95SS020004,N00003259,N00003259
95SS020005,N00003260,N00003260
95SS020006,N00003251,N00003251
95SS020007,N00003252,N00003252
95SS020008,N00003253,N00003253
95SS020009,N00003254,N00003254
95SS020010,N00003255,N00003255
95SS020011,N00003256,N00003256
95SS020012,N00003261,N00003261
95SS030001,N00003266,N00003266
95SS030002,N00003267,N00003267
95SS030003,N00003268,N00003268
95SS030004,N00003262,N00003262
95SS030005,N00003269,N00003269
95SS030006,N00003270,N00003270
95SS030007,N00003263,N00003263
95SS030008,N00003264,N00003264
95SS030009,N00003265,N00003265
95SS040001,N00003271,N00003271
95SS040002,N00003275,N00003275
95SS040003,N00003272,N00003272
95SS040004,N00003273,N00003273
95SS040005,N00003273,N00003273
95SS040006,N00003272,N00003272
95SS040007,N00003274,N00003274
95SS040008,N00003280,N00003280
95SS040009,N00003281,N00003281
95SS040010,N00003282,N00003282
95SS040011,N00003276,N00003276
95SS040012,N00003282,N00003282
95SS040013,N00003277,N00003277
95SS040014,N00003278,N00003278
95SS040015,N00003279,N00003279
95SS040016,N00003282,N00003282
95SS040017,N00003278,N00003278
95SS050001,N00003289,N00003289
95SS050002,N00003290,N00003290
95SS050003,N00003283,N00003283
95SS050004,N00003284,N00003284
95SS050005,N00003285,N00003285
95SS050006,N00003291,N00003291
95SS050007,N00003286,N00003286
95SS050008,N00003287,N00003287
95SS050009,N00003288,N00003288
95SS050010,N00003292,N00003292
95SS060001,N00003296,N00003296
95SS060002,N00003297,N00003297
95SS060003,N00003298,N00003298
95SS060004,N00003293,N00003293
95SS060005,N00003301,N00003301
95SS060006,N00003294,N00003294
95SS060007,N00003295,N00003295
95SS060008,N00003302,N00003302
95SS060009,N00003303,N00003303
95SS060010,N00003295,N00003295
95SS060011,N00003304,N00003304
95SS060012,N00003299,N00003299
95SS060013,N00003305,N00003305
95SS060014,N00003300,N00003300
95SS070001,N00003313,N00003313
95SS070002,N00003314,N00003314
95SS070003,N00003311,N00003311
95SS070004,N00003311,N00003311
95SS070005,N00003311,N00003311
95SS070006,N00003311,N00003311
95SS070007,N00003307,N00003306
95SS070008,N00003308,N00003307
95SS070009,N00003313,N00003313
95SS070010,N00003312,N00003312
95SS070011,N00003313,N00003313
95SS070012,N00003308,N00003308
95SS070013,N00003309,N00003309
95SS070014,N00003310,N00003310
95SS070015,N00003313,N00003313
95SS070016,N00003315,N00003315
95SS070017,N00003316,N00003316
95SS080001,N00003321,N00003321
95SS080002,N00003317,N00003317
95SS080003,N00003322,N00003322
95SS080004,N00003323,N00003323
95SS080005,N00003324,N00003324
95SS080006,N00003325,N00003325
95SS080007,N00003326,N00003326
95SS080008,N00003318,N00003318
95SS080009,N00003319,N00003319
95SS080010,N00003320,N00003320
95SS080011,N00003318,N00003318
95SS090001,N00003332,N00003332
95SS090002,N00003327,N00003327
95SS090003,N00003333,N00003333
95SS090004,N00003334,N00003334
95SS090005,N00003335,N00003335
95SS090006,N00003336,N00003336
95SS090007,N00003328,N00003328
95SS090008,N00003329,N00003329
95SS090009,N00003330,N00003330
95SS090010,N00003331,N00003331
95SS100001,N00003337,N00003337
95SS100002,N00003338,N00003338
95SS100003,N00003344,N00003344
95SS100004,N00003339,N00003339
95SS100005,N00003340,N00003340
95SS100006,N00003345,N00003345
95SS100007,N00003346,N00003346
95SS100008,N00003347,N00003347
95SS100009,N00003348,N00003348
95SS100010,N00003341,N00003341
95SS100011,N00003342,N00003342
95SS100012,N00003343,N00003343
95SS110001,N00003354,N00003354
95SS110002,N00003355,N00003355
95SS110003,N00003349,N00003349
95SS110004,N00003356,N00003356
95SS110005,N00003350,N00003350
95SS110006,N00003357,N00003357
95SS110007,N00003358,N00003358
95SS110008,N00003359,N00003359
95SS110009,N00003351,N00003351
95SS110010,N00003352,N00003352
95SS110011,N00003353,N00003353
95SS120001,N00003360,N00003360
95SS120002,N00003361,N00003361
95SS120003,N00003362,N00003362
95SS120004,N00003363,N00003363
95SS120005,N00003364,N00003364
95SS120006,N00003363,N00003363
95SS120007,N00003365,N00003365
95SS120008,N00003366,N00003366
95SS120009,N00003367,N00003367
95SS130001,N00003368,N00003368
95SS130002,N00003373,N00003373
95SS130003,N00003374,N00003374
95SS130004,N00003369,N00003369
95SS130005,N00003370,N00003370
95SS130006,N00003371,N00003371
95SS130007,N00003372,N00003372
95SS130008,N00003375,N00003375
95SS130009,N00003376,N00003376
95SS130010,N00003377,N00003377
95SS140001,N00003383,N00003383
95SS140002,N00003378,N00003378
95SS140003,N00003384,N00003384
95SS140004,N00003385,N00003385
95SS140005,N00003386,N00003386
95SS140006,N00003379,N00003379
95SS140007,N00003380,N00003380
95SS140008,N00003381,N00003381
95SS140009,N00003382,N00003382
95SS150001,N00003392,N00003392
95SS150002,N00003393,N00003393
95SS150003,N00003394,N00003394
95SS150004,N00003387,N00003387
95SS150005,N00003388,N00003388
95SS150006,N00003389,N00003389
95SS150007,N00003390,N00003390
95SS150008,N00003395,N00003395
95SS150009,N00003391,N00003391
95SS150010,N00003396,N00003396
95SS160001,N00003397,N00003397
95SS160002,N00003398,N00003398
95SS160003,N00003399,N00003399
95SS160004,N00003401,N00003401
95SS160005,N00003402,N00003402
95SS160006,N00003400,N00003400
95SS160007,N00003403,N00003403
95SS160008,N00003404,N00003404
95SS160009,N00003405,N00003405
95SS170001,N00003406,N00003406
95SS170002,N00003407,N00003407
95SS170003,N00003408,N00003408
95SS170004,N00003409,N00003409
95SS170005,N00003412,N00003412
95SS170006,N00003413,N00003413
95SS170007,N00003410,N00003410
95SS170008,N00003411,N00003411
95SS170009,N00003414,N00003414
95SS170010,N00003415,N00003415
95SS170011,N00003416,N00003416
95SS180001,N00003422,N00003422
95SS180002,N00003423,N00003423
95SS180003,N00003422,N00003422
95SS180004,N00003424,N00003424
95SS180005,N00003425,N00003425
95SS180006,N00003417,N00003417
95SS180007,N00003418,N00003418
95SS180008,N00003419,N00003419
95SS180009,N00003420,N00003420
95SS180010,N00003421,N00003421
95SS180011,N00003423,N00003423
95SS190001,N00003426,N00003426
95SS190002,N00003427,N00003427
95SS190003,N00003426,N00003426
95SS190004,N00003428,N00003428
95SS190005,N00003429,N00003429
95SS190006,N00003430,N00003430
95SS190007,N00003431,N00003431
95SS190008,N00003426,N00003426
95SS190009,N00003432,N00003432
95SS190010,N00003433,N00003433
95SS200001,N00003434,N00003434
95SS200002,N00003435,N00003435
95SS200003,N00003436,N00003436
95SS200004,N00003437,N00003437
95SS200005,N00003438,N00003438
95SS200006,N00003439,N00003439
95SS200007,N00003440,N00003440
95SS200008,N00003441,N00003441
95SS200009,N00003442,N00003442
95SS210001,N00003443,N00003443
95SS210002,N00003448,N00003448
95SS210003,N00003449,N00003449
95SS210004,N00003444,N00003444
95SS210005,N00003450,N00003450
95SS210006,N00003445,N00003445
95SS210007,N00003446,N00003446
95SS210008,N00003451,N00003451
95SS210009,N00003447,N00003447
95SS210010,N00003452,N00003452
95SS220001,N00003453,N00003453
95SS220002,N00003458,N00003458
95SS220003,N00003459,N00003459
95SS220004,N00003454,N00003454
95SS220005,N00003460,N00003460
95SS220006,N00003455,N00003455
95SS220007,N00003461,N00003461
95SS220008,N00003462,N00003462
95SS220009,N00003456,N00003456
95SS220010,N00003457,N00003457
95SS230001,N00003469,N00003469
95SS230002,N00003470,N00003470
95SS230003,N00003463,N00003463
95SS230004,N00003471,N00003471
95SS230005,N00003464,N00003464
95SS230006,N00003465,N00003465
95SS230007,N00003466,N00003466
95SS230008,N00003472,N00003472
95SS230009,N00003473,N00003473
95SS230010,N00003467,N00003467
95SS230011,N00003468,N00003468
95SS240001,N00003478,N00003478
95SS240002,N00003478,N00003478
95SS240003,N00003479,N00003479
95SS240004,N00003480,N00003480
95SS240005,N00003474,N00003474
95SS240006,N00003475,N00003475
95SS240007,N00003475,N00003475
95SS240008,N00003481,N00003481
95SS240009,N00003476,N00003476
95SS240010,N00003477,N00003477
95SS240011,N00003482,N00003482
95SS240012,N00003476,N00003476
95SS250001,N00003483,N00003483
95SS250002,N00003484,N00003484
95SS250003,N00003485,N00003485
95SS250004,N00003486,N00003486
95SS250005,N00003487,N00003487
95SS250006,N00003488,N00003488
95SS250007,N00003489,N00003489
95SS250008,N00003489,N00003489
95SS260001,N00003494,N00003494
95SS260002,N00003490,N00003490
95SS260003,N00003495,N00003495
95SS260004,N00003491,N00003491
95SS260005,N00003496,N00003496
95SS260006,N00003492,N00003492
95SS260007,N00003494,N00003494
95SS260008,N00003493,N00003493
95SS260009,N00003491,N00003491
95SS260010,N00003493,N00003493
95SS270001,N00003497,N00003497
95SS270002,N00003498,N00003498
95SS270003,N00003499,N00003499
95SS270004,N00003497,N00003497
95SS270005,N00003500,N00003500
95SS270006,N00003501,N00003501
95SS270007,N00003502,N00003502
95SS270008,N00003503,N00003503
95SS270009,N00003504,N00003504
95SS270010,N00003505,N00003505
95SS280001,N00003506,N00003506
95SS280002,N00003507,N00003507
95SS280003,N00003508,N00003508
95SS280004,N00003509,N00003509
95SS280005,N00003510,N00003510
95SS280006,N00003511,N00003511
95SS280007,N00003512,N00003512
95SS280008,N00003513,N00003513
95SS280009,N00003513,N00003513
95SS290001,N00003517,N00003517
95SS290002,N00003518,N00003518
95SS290003,N00003519,N00003519
95SS290004,N00003514,N00003514
95SS290005,N00003515,N00003515
95SS290006,N00003516,N00003516
95SS290007,N00003517,N00003517
95SS290008,N00003514,N00003514
95SS290009,N00003520,N00003520
95SS300001,N00003521,N00003521
95SS300002,N00003521,N00003521
95SS300003,N00003522,N00003522
95SS300004,N00003523,N00003523
95SS300005,N00003524,N00003524
95SS300006,N00003525,N00003525
95SS300007,N00003524,N00003524
95SS300008,N00003524,N00003524
95SS300009,N00003526,N00003526
95TT010001,N00003527,N00003527
95TT010002,N00003528,N00003528
95TT010003,N00003529,N00003529
95TT010004,N00003530,N00003530
95TT010005,N00003528,N00003528
95TT010006,N00003531,N00003531
95TT020001,N00003532,N00003532
95TT020002,N00003533,N00003533
95TT020003,N00003534,N00003534
95TT020004,N00003535,N00003535
95TT020005,N00003536,N00003536
95TT020006,N00003537,N00003537
95TT030001,N00003543,N00003543
95TT030002,N00003538,N00003538
95TT030003,N00003544,N00003544
95TT030004,N00003539,N00003539
95TT030005,N00003545,N00003545
95TT030006,N00003540,N00003540
95TT030007,N00003541,N00003541
95TT030008,N00003546,N00003546
95TT030009,N00003542,N00003542
95TT040001,N00003547,N00003547
95TT040002,N00003548,N00003548
95TT040003,N00003548,N00003548
95TT040004,N00003548,N00003548
95TT040005,N00003549,N00003549
95TT040006,N00003548,N00003548
95TT050001,N00003550,N00003550
95TT050002,N00003551,N00003551
95TT050003,N00003552,N00003552
95TT050004,N00003554,N00003554
95TT050005,N00003555,N00003555
95TT050006,N00003556,N00003556
95TT050007,N00003556,N00003556
95TT050008,N00003553,N00003553
95TT060001,N00003557,N00003557
95TT060002,N00003558,N00003558
95TT060003,N00003559,N00003559
95TT060004,N00003560,N00003560
95TT060005,N00003561,N00003561
95TT060006,N00003562,N00003562
95TT070001,N00003563,N00003563
95TT070002,N00003564,N00003564
95TT070003,N00003565,N00003565
95TT070004,N00003566,N00003566
95TT070005,N00003567,N00003567
95TT070006,N00003568,N00003568
95TT080001,N00003569,N00003569
95TT080002,N00003570,N00003570
95TT080003,N00003571,N00003571
95TT080004,N00003572,N00003572
95TT080005,N00003573,N00003573
95TT080006,N00003574,N00003574
95TT090001,N00003578,N00003578
95TT090002,N00003579,N00003579
95TT090003,N00003575,N00003575
95TT090004,N00003576,N00003576
95TT090005,N00003577,N00003577
95TT090006,N00003580,N00003580
95TT100001,N00003581,N00003581
95TT100002,N00003582,N00003582
95TT100003,N00003583,N00003583
95TT100004,N00003584,N00003584
95TT100005,N00003583,N00003583
95TT100006,N00003585,N00003585
95TT100007,N00003586,N00003586
95TT110001,N00003590,N00003590
95TT110002,N00003591,N00003591
95TT110003,N00003592,N00003592
95TT110004,N00003587,N00003587
95TT110005,N00003588,N00003588
95TT110006,N00003589,N00003589
95TT120001,N00003593,N00003593
95TT120002,N00003594,N00003594
95TT120003,N00003595,N00003595
95TT120004,N00003596,N00003596
95TT120005,N00003594,N00003594
95TT120006,N00003597,N00003597
95TT130001,N00003598,N00003598
95TT130002,N00003602,N00003602
95TT130003,N00003599,N00003599
95TT130004,N00003603,N00003603
95TT130005,N00003600,N00003600
95TT130006,N00003601,N00003601
95TT130007,N00003604,N00003604
95TT130008,N00003605,N00003605
95TT140001,N00003606,N00003606
95TT140002,N00003607,N00003607
95TT140003,N00003608,N00003608
95TT140004,N00003609,N00003609
95TT140005,N00003610,N00003610
95TT140006,N00003611,N00003611
95TT150001,N00003612,N00003612
95TT150002,N00003613,N00003613
95TT150003,N00003614,N00003614
95TT150004,N00003615,N00003615
95TT150005,N00003616,N00003616
95TT150006,N00003617,N00003617
95TT160001,N00003618,N00003618
95TT160002,N00003619,N00003619
95TT160003,N00003620,N00003620
95TT160004,N00003621,N00003621
95TT160005,N00003622,N00003622
95TT160006,N00003623,N00003623
95UU010001,N00003624,N00003624
95UU010002,N00003625,N00003625
95UU020001,N00003626,N00003626
95UU020002,N00003627,N00003627
95UU020003,N00003628,N00003628
95UU030001,N00003629,N00003629
95UU030002,N00003630,N00003630
95UU030003,N00003630,N00003630
95UU040001,N00003631,N00003631
95UU040002,N00003632,N00003632
95UU040003,N00003633,N00003633
95UU050001,N00003634,N00003634
95UU050002,N00003635,N00003635
95UU050003,N00003636,N00003636
95UU060001,N00003637,N00003637
95UU060002,N00003638,N00003638
95UU060003,N00003639,N00003639
95UU060004,N00003640,N00003640
95UU070001,N00003641,N00003641
95UU070002,N00003642,N00003642
95UU080001,N00003643,N00003643
95UU080002,N00003644,N00003644
95UU080003,N00003645,N00003645
95UU080004,N00003645,N00003645
95UU090001,N00003646,N00003646
95UU090002,N00003647,N00003647
95UU090003,N00003648,N00003648
95UU090004,N00003647,N00003647
95UU100001,N00003649,N00003649
95UU100002,N00003650,N00003650
95UU100003,N00003651,N00003651
95UU110001,N00003652,N00003652
95UU110002,N00003652,N00003652
95UU110003,N00003653,N00003653
95UU120001,N00003654,N00003654
95UU120002,N00003655,N00003655
95UU120003,N00003656,N00003656
95UU120004,N00003657,N00003657
95UU130001,N00003658,N00003658
95UU130002,N00003659,N00003659
95UU140001,N00003660,N00003660
95UU140002,N00003661,N00003661
95UU140003,N00003662,N00003662
95UU140004,N00003663,N00003663
95UU140005,N00003664,N00003664
95UU150001,N00003665,N00003665
95UU150002,N00003666,N00003666
95VV010001,N00003671,N00003671
95VV010002,N00003667,N00003667
95VV010003,N00003668,N00003668
95VV010004,N00003672,N00003672
95VV010005,N00003673,N00003673
95VV010006,N00003674,N00003674
95VV010007,N00003669,N00003669
95VV010008,N00003670,N00003670
95VV010009,N00003675,N00003675
95VV020001,N00003676,N00003676
95VV020002,N00003677,N00003677
95VV020003,N00003678,N00003678
95VV020004,N00003679,N00003679
95VV020005,N00003680,N00003680
95VV020006,N00003681,N00003681
95VV020007,N00003682,N00003682
95VV030001,N00003683,N00003683
95VV030002,N00003684,N00003684
95VV030003,N00003685,N00003685
95VV030004,N00003686,N00003686
95VV030005,N00003687,N00003687
95VV030006,N00003688,N00003688
95VV030007,N00003689,N00003689
95VV040001,N00003690,N00003690
95VV040002,N00003691,N00003691
95VV040003,N00003692,N00003692
95VV040004,N00003693,N00003693
95VV040005,N00003694,N00003694
95VV040006,N00003695,N00003695
95VV040007,N00003696,N00003696
95VV050001,N00003697,N00003697
95VV050002,N00003701,N00003701
95VV050003,N00003698,N00003698
95VV050004,N00003702,N00003702
95VV050005,N00003703,N00003703
95VV050006,N00003704,N00003704
95VV050007,N00003699,N00003699
95VV050008,N00003700,N00003700
95VV060001,N00003705,N00003705
95VV060002,N00003706,N00003706
95VV060003,N00003707,N00003707
95VV060004,N00003708,N00003708
95VV060005,N00003709,N00003709
95VV060006,N00003710,N00003710
95VV060007,N00003711,N00003711
95VV070001,N00003718,N00003718
95VV070002,N00003719,N00003719
95VV070003,N00003718,N00003718
95VV070004,N00003718,N00003718
95VV070005,N00003712,N00003712
95VV070006,N00003713,N00003713
95VV070007,N00003714,N00003714
95VV070008,N00003715,N00003715
95VV070009,N00003716,N00003716
95VV070010,N00003717,N00003717
95VV070011,N00003720,N00003720
95VV080001,N00003721,N00003721
95VV080002,N00003722,N00003722
95VV080003,N00003723,N00003723
95VV080004,N00003724,N00003724
95VV080005,N00003725,N00003725
95VV080006,N00003726,N00003726
95VV080007,N00003727,N00003727
95VV090001,N00003728,N00003728
95VV090002,N00003729,N00003729
95VV090003,N00003730,N00003730
95VV090004,N00003731,N00003731
95VV090005,N00003732,N00003732
95VV090006,N00003732,N00003732
95VV090007,N00003733,N00003733
95VV100001,N00003734,N00003734
95VV100002,N00003738,N00003738
95VV100003,N00003735,N00003735
95VV100004,N00003736,N00003736
95VV100005,N00003737,N00003737
95VV100006,N00003739,N00003739
95VV100007,N00003740,N00003740
95VV100008,N00003741,N00003741
95VV100009,N00003742,N00003742
95VV110001,N00003743,N00003743
95VV110002,N00003748,N00003748
95VV110003,N00003744,N00003744
95VV110004,N00003745,N00003745
95VV110005,N00003746,N00003746
95VV110006,N00003747,N00003747
95VV110007,N00003749,N00003749
95VV110008,N00003750,N00003750
95VV110009,N00003751,N00003751
95VV110010,N00003752,N00003752
95VV120001,N00003757,N00003757
95VV120002,N00003758,N00003758
95VV120003,N00003753,N00003753
95VV120004,N00003759,N00003759
95VV120005,N00003754,N00003754
95VV120006,N00003760,N00003760
95VV120007,N00003755,N00003755
95VV120008,N00003756,N00003756
95VV130001,N00003765,N00003765
95VV130002,N00003761,N00003761
95VV130003,N00003766,N00003766
95VV130004,N00003762,N00003762
95VV130005,N00003767,N00003767
95VV130006,N00003763,N00003763
95VV130007,N00003764,N00003764
95VV140001,N00003768,N00003768
95VV140002,N00003772,N00003772
95VV140003,N00003773,N00003773
95VV140004,N00003774,N00003774
95VV140005,N00003775,N00003775
95VV140006,N00003769,N00003769
95VV140007,N00003770,N00003770
95VV140008,N00003771,N00003771
95VV150001,N00003780,N00003780
95VV150002,N00003781,N00003781
95VV150003,N00003776,N00003776
95VV150004,N00003777,N00003777
95VV150005,N00003778,N00003778
95VV150006,N00003779,N00003779
95VV150007,N00003782,N00003782
95VV150008,N00003783,N00003783
95VV160001,N00003784,N00003784
95VV160002,N00003785,N00003785
95VV160003,N00003786,N00003786
95VV160004,N00003787,N00003787
95VV160005,N00003788,N00003788
95VV160006,N00003789,N00003789
95VV160007,N00003790,N00003790
95VV170001,N00003795,N00003795
95VV170002,N00003791,N00003791
95VV170003,N00003792,N00003792
95VV170004,N00003793,N00003793
95VV170005,N00003796,N00003796
95VV170006,N00003797,N00003797
95VV170007,N00003794,N00003794
95VV170008,N00003798,N00003798
95VV180001,N00003804,N00003804
95VV180002,N00003799,N00003799
95VV180003,N00003800,N00003800
95VV180004,N00003801,N00003801
95VV180005,N00003805,N00003805
95VV180006,N00003802,N00003802
95VV180007,N00003806,N00003806
95VV180008,N00003807,N00003807
95VV180009,N00003808,N00003808
95VV180010,N00003803,N00003803
95VV190001,N00003813,N00003813
95VV190002,N00003809,N00003809
95VV190003,N00003810,N00003810
95VV190004,N00003811,N00003811
95VV190005,N00003812,N00003812
95VV190006,N00003814,N00003814
95VV190007,N00003815,N00003815
95VV190008,N00003816,N00003816
95VV200001,N00003817,N00003817
95VV200002,N00003818,N00003818
95VV200003,N00003819,N00003819
95VV200004,N00003820,N00003820
95VV200005,N00003821,N00003821
95VV200006,N00003822,N00003822
95VV210001,N00003826,N00003826
95VV210002,N00003827,N00003827
95VV210003,N00003823,N00003823
95VV210004,N00003824,N00003824
95VV210005,N00003827,N00003827
95VV210006,N00003825,N00003825
95VV210007,N00003825,N00003825
95VV220001,N00003828,N00003828
95VV220002,N00003829,N00003829
95VV220003,N00003830,N00003830
95VV220004,N00003831,N00003831
95VV220005,N00003832,N00003832
95VV220006,N00003833,N00003833
95VV230001,N00003834,N00003834
95VV230002,N00003835,N00003835
95VV230003,N00003836,N00003836
95VV230004,N00003837,N00003837
95VV230005,N00003838,N00003838
95VV230006,N00003839,N00003839
95VV230007,N00003835,N00003835
95VV230008,N00003840,N00003840
95VV240001,N00003845,N00003845
95VV240002,N00003846,N00003846
95VV240003,N00003846,N00003846
95VV240004,N00003841,N00003841
95VV240005,N00003847,N00003847
95VV240006,N00003842,N00003842
95VV240007,N00003843,N00003843
95VV240008,N00003844,N00003844
95VV240009,N00003848,N00003848
95VV250001,N00003849,N00003849
95VV250002,N00003853,N00003853
95VV250003,N00003854,N00003854
95VV250004,N00003855,N00003855
95VV250005,N00003856,N00003856
95VV250006,N00003850,N00003850
95VV250007,N00003851,N00003851
95VV250008,N00003852,N00003852
95VV260001,N00003857,N00003857
95VV260002,N00003858,N00003858
95VV260003,N00003859,N00003859
95VV260004,N00003860,N00003860
95VV260005,N00003860,N00003860
95VV260006,N00003861,N00003861
95VV260007,N00003862,N00003862
95VV270001,N00003863,N00003863
95VV270002,N00003864,N00003864
95VV270003,N00003865,N00003865
95VV270004,N00003866,N00003866
95VV270005,N00003867,N00003867
95VV270006,N00003868,N00003868
95VV270007,N00003867,N00003867
95VV280001,N00003869,N00003869
95VV280002,N00003869,N00003869
95VV280003,N00003872,N00003872
95VV280004,N00003869,N00003869
95VV280005,N00003873,N00003873
95VV280006,N00003870,N00003870
95VV280007,N00003873,N00003873
95VV280008,N00003873,N00003873
95VV280009,N00003873,N00003873
95VV280010,N00003871,N00003871
95VV290001,N00003874,N00003874
95VV290002,N00003875,N00003875
95VV290003,N00003876,N00003876
95VV290004,N00003877,N00003877
95VV290005,N00003878,N00003878
95VV290006,N00003879,N00003879
95VV290007,N00003880,N00003880
95VV300001,N00003884,N00003884
95VV300002,N00003885,N00003885
95VV300003,N00003886,N00003886
95VV300004,N00003881,N00003881
95VV300005,N00003882,N00003882
95VV300006,N00003883,N00003883
95VV300007,N00003883,N00003883
95VV300008,N00003884,N00003884
95WW010001,N00003887,N00003887
95WW010002,N00003887,N00003887
95WW010003,N00003888,N00003888
95WW010004,N00003891,N00003891
95WW010005,N00003892,N00003892
95WW010006,N00003893,N00003893
95WW010007,N00003894,N00003894
95WW010008,N00003895,N00003895
95WW010009,N00003889,N00003889
95WW010010,N00003890,N00003890
95WW020001,N00003900,N00003900
95WW020002,N00003901,N00003901
95WW020003,N00003902,N00003902
95WW020004,N00003896,N00003896
95WW020005,N00003897,N00003897
95WW020006,N00003898,N00003898
95WW020007,N00003896,N00003896
95WW020008,N00003896,N00003896
95WW020009,N00003899,N00003899
95WW020010,N00003903,N00003903
95WW020011,N00003904,N00003904
95WW030001,N00003905,N00003905
95WW030002,N00003906,N00003906
95WW030003,N00003911,N00003911
95WW030004,N00003907,N00003907
95WW030005,N00003912,N00003912
95WW030006,N00003908,N00003908
95WW030007,N00003911,N00003911
95WW030008,N00003909,N00003909
95WW030009,N00003910,N00003910
95WW030010,N00003913,N00003913
95WW030011,N00003911,N00003911
95WW040001,N00003914,N00003914
95WW040002,N00003919,N00003919
95WW040003,N00003920,N00003920
95WW040004,N00003915,N00003915
95WW040005,N00003916,N00003916
95WW040006,N00003921,N00003921
95WW040007,N00003922,N00003922
95WW040008,N00003917,N00003917
95WW040009,N00003918,N00003918
95WW050001,N00003928,N00003928
95WW050002,N00003929,N00003929
95WW050003,N00003923,N00003923
95WW050004,N00003928,N00003928
95WW050005,N00003924,N00003924
95WW050006,N00003930,N00003930
95WW050007,N00003925,N00003925
95WW050008,N00003931,N00003931
95WW050009,N00003926,N00003926
95WW050010,N00003927,N00003927
95WW060001,N00003932,N00003932
95WW060002,N00003935,N00003935
95WW060003,N00003936,N00003936
95WW060004,N00003936,N00003936
95WW060005,N00003933,N00003933
95WW060006,N00003937,N00003937
95WW060007,N00003934,N00003934
95WW060008,N00003933,N00003933
95WW070001,N00003938,N00003938
95WW070002,N00003943,N00003943
95WW070003,N00003944,N00003944
95WW070004,N00003945,N00003945
95WW070005,N00003946,N00003946
95WW070006,N00003943,N00003943
95WW070007,N00003947,N00003947
95WW070008,N00003939,N00003939
95WW070009,N00003940,N00003940
