SA2011,nimdm2005_Income_score,nimdm2005_Employment_score,nimdm2005_EDM_score,nimdm2005_dep_pct,nimdm2010_Income Deprivation_score,nimdm2010_Employment Deprivation_score,nimdm2010_MDM_score,nimdm2010_dep_pct,nimdm2017_dep_pct,nimdm2017_income_pct,nimdm2017_employ_pct
N00000026,0.09,0.1,13.99,38.617805218084044,0.07,0.05999999999999999,9.77,24.218283210515835,32.098765432098766,42.768959435626094,17.305996472663143
N00000027,0.07,0.05,8.58,22.54530969926309,0.14,0.07,11.200000000000001,29.615614419438362,65.78483245149911,88.05114638447972,51.34479717813052
N00000028,0.08,0.06,7.74,19.139613622784303,0.12,0.06,8.24,19.04003186616212,26.521164021164022,59.611992945326286,23.897707231040567
N00000029,0.05000000000000001,0.09,9.84,26.58832901812388,0.02,0.06,6.38,13.005377414857602,43.54056437389771,75.26455026455027,9.082892416225752
N00000030,0.07,0.08,11.840000000000002,32.86197968532165,0.09999999999999999,0.09999999999999999,13.72,38.518223461461865,42.967372134038804,11.265432098765427,13.624338624338627
N00000031,0.09,0.09,14.26,39.394542919737106,0.11,0.08,11.09,29.237203744274055,43.518518518518526,53.28483245149912,21.252204585537914
N00000032,0.11,0.11,11.980000000000002,33.39972117108145,0.13,0.1,11.09,29.177454690300742,16.7989417989418,11.485890652557318,32.78218694885362
N00000033,0.07,0.08,12.53,35.01294562836088,0.11,0.04,9.11,21.94781915952997,57.032627865961196,87.56613756613757,23.12610229276896
N00000034,0.1,0.08,9.08,24.078868751244777,0.10999999999999999,0.08,8.72,20.493925512846044,10.119047619047617,9.50176366843033,24.801587301587304
N00000035,0.3,0.18,25.65,67.79525990838479,0.3,0.16,22.86,63.134833698466444,76.91798941798942,66.62257495590829,83.70811287477954
N00000036,0.19000000000000003,0.13,17.18,47.30133439553874,0.16,0.08,10.4,26.687910774746072,33.201058201058196,18.69488536155203,54.78395061728395
N00000037,0.19,0.2,24.22,64.6683927504481,0.27,0.15,18.87,54.033061143198566,46.00970017636684,12.279541446208109,62.65432098765432
N00000038,0.14,0.14,16.6,46.02668791077475,0.15,0.08,10.77,28.101971718781115,40.454144620811284,51.30070546737213,40.21164021164021
N00000039,0.10601175155696314,0.07913517957747497,10.267623658893644,27.297457598201078,0.15178001334215854,0.08370276936621245,10.582233202358152,26.991722210791917,38.38183421516755,22.310405643738974,45.03968253968254
N00000040,0.26,0.17,22.78,61.302529376618196,0.33,0.13,22.67,62.59709221270664,58.0246913580247,8.972663139329807,71.64902998236332
