SA2011,nimdm2005_Income_score,nimdm2005_Employment_score,nimdm2005_EDM_score,nimdm2005_dep_pct,nimdm2010_Income Deprivation_score,nimdm2010_Employment Deprivation_score,nimdm2010_MDM_score,nimdm2010_dep_pct,nimdm2017_dep_pct,nimdm2017_income_pct,nimdm2017_employ_pct
N00000871,0.07,0.09,5.08,9.480183230432182,0.08,0.04,5.52,9.918342959569804,15.123456790123457,1.6313932980599688,26.675485008818345
N00000872,0.19,0.16,15.42,42.52141007767377,0.29,0.09,15.17,43.41764588727345,39.94708994708994,28.395061728395067,43.54056437389771
N00000873,0.63,0.31,56.81000000000001,96.07647878908584,0.55,0.21,44.08,90.22107149970125,77.91005291005291,49.42680776014109,78.10846560846561
N00000874,0.49946057159076607,0.25402489576166304,41.97194966200023,85.97277271191092,0.5084232279482715,0.19207468728498908,37.0683398372787,82.5801338866242,69.31216931216932,15.432098765432102,79.58553791887125
N00000875,0.63,0.29,53.48,94.84166500697071,0.56,0.2,44.29,90.38040231029676,93.51851851851852,85.64814814814815,89.24162257495591
N00000876,0.5,0.33,49.69,93.12885879306911,0.62,0.28,53.25,95.1005775741884,92.85714285714286,70.94356261022926,96.95767195767195
N00000877,0.58,0.4,62.03000000000001,97.64987054371639,0.56,0.19,46.77,92.17287392949612,92.87918871252204,94.77513227513228,81.37125220458555
N00000878,0.56,0.28,47.09,91.89404501095399,0.7,0.31,64.15,98.14777932682732,96.62698412698413,57.36331569664903,95.7010582010582
N00000879,0.5483286754944876,0.28681522605658216,48.16723182790149,92.17320620439624,0.6150881996220922,0.24420613281948816,45.999897920971286,91.58217013501775,85.20723104056438,50.440917107583786,89.52821869488537
N00000880,0.45,0.26,38.92,86.01872137024498,0.52,0.18,38.58,85.79964150567616,82.64991181657848,40.89506172839506,85.49382716049382
N00000881,0.42,0.29,40.86,87.75144393547102,0.66,0.33,66.6,98.64568810993826,86.57407407407408,24.537037037037035,93.1437389770723
N00000882,0.83,0.56,77.93,99.6215893248357,0.59,0.24,55.93,96.21589324835689,99.25044091710758,97.15608465608466,96.97971781305115
N00000883,0.43,0.39,51.84,94.08484365664211,0.62,0.29,59.0,97.05238000398327,94.62081128747796,81.65784832451499,91.82098765432099
N00000884,0.38,0.28,38.15,85.40131447918742,0.38999999999999996,0.27,49.05,93.46743676558454,88.42592592592592,81.61375661375662,92.9453262786596
N00000885,0.6474168256633738,0.36050880540281555,61.088473254420606,96.78387944122558,0.5569471675831068,0.20872798649296118,50.84823913901752,92.88717347468268,87.54409171075838,88.8668430335097,78.52733686067019
N00000886,0.35,0.13,19.62,53.69448317068313,0.22000000000000003,0.08000000000000002,18.42,53.33598884684325,37.5,24.228395061728392,38.82275132275132
N00000887,0.07,0.08,3.7299999999999995,4.540928101971719,0.16,0.08,13.14,36.76558454491137,13.403880070546737,1.0582010582010581,27.888007054673725
N00000888,0.28,0.15,18.12,49.751045608444535,0.29,0.15,25.84,69.01015733917546,45.39241622574956,31.966490299823636,54.51940035273368
N00000889,0.14,0.07,6.4,14.20035849432384,0.1,0.04,8.83,20.9520015933081,33.09082892416225,64.6384479717813,23.65520282186949
N00000890,0.24,0.11,12.77,35.53077076279626,0.22,0.08,17.23,50.069707229635526,26.895943562610224,15.189594356261027,52.667548500881836
N00000891,0.18,0.1,9.35,24.835690101573395,0.22,0.12,19.31,54.90938060147381,58.22310405643739,43.23192239858906,68.32010582010581
N00000892,0.1,0.07,5.19,9.978092013543115,0.16,0.07,12.6,34.554869547898825,22.111992945326275,11.684303350970016,29.05643738977073
N00000893,0.09,0.06,4.51,7.289384584744074,0.11,0.05,8.46,19.757020513841862,11.331569664902997,0.6613756613756627,17.614638447971785
N00000894,0.16,0.11,9.96,26.82732523401713,0.15,0.07,10.94,28.619796853216496,35.736331569664905,36.44179894179894,17.526455026455025
N00000895,0.25,0.13,15.83,43.497311292571204,0.18,0.06,13.21,37.004580760804615,47.22222222222222,38.117283950617285,37.764550264550266
N00000896,0.16,0.09,8.11,20.673172674765983,0.2,0.1,13.66,38.31905994821748,20.480599647266317,24.86772486772487,18.9373897707231
N00000897,0.19,0.1,9.58,25.692093208524202,0.23,0.09,13.89,39.09579764987055,12.389770723104053,37.94091710758377,10.251322751322755
N00000898,0.17,0.12,11.33,31.32842063333997,0.21,0.08,14.19,39.872535351523595,29.607583774250447,20.458553791887123,31.768077601410937
N00000899,0.27,0.15,18.36,50.36845249950209,0.38,0.11999999999999998,29.179999999999996,74.18840868352919,74.95590828924162,74.60317460317461,61.529982363315696
N00000900,0.35999999999999993,0.23,31.25,77.63393746265685,0.43,0.19000000000000003,34.17,81.09938259310894,83.31128747795414,77.71164021164022,78.21869488536154
N00000901,0.16,0.13,10.75,29.695279824736108,0.19,0.08,18.08,52.51941844254133,39.373897707231045,23.544973544973548,50.727513227513235
N00000902,0.14,0.07,6.37,14.080860386377216,0.16,0.060000000000000005,19.7,55.84544911372237,24.779541446208107,9.810405643738973,13.470017636684306
N00000903,0.4600000000000001,0.26,40.41,87.33320055765783,0.38,0.19,31.72,78.29117705636327,89.17548500881834,99.75749559082892,61.485890652557316
N00000904,0.35,0.17,23.23,62.218681537542324,0.38,0.17,33.8,80.74088826926908,68.40828924162258,67.1957671957672,51.763668430335095
N00000905,0.36,0.16,23.42,62.67675761800437,0.4,0.15,27.87,72.35610436168093,58.09082892416227,49.88977072310406,55.64373897707231
N00000906,0.12000000000000001,0.17,15.63,42.959569806811395,0.13,0.13,17.14,49.85062736506672,27.29276895943563,10.383597883597883,38.227513227513235
N00000907,0.46,0.32,49.35,93.00936068512249,0.53,0.29,51.58,94.52300338577973,93.98148148148148,91.2037037037037,78.48324514991182
N00000908,0.41,0.25,36.91,84.42541326428999,0.44000000000000006,0.26,40.25,87.1539533957379,78.57142857142857,71.47266313932981,67.37213403880071
N00000909,0.32,0.28,35.9,83.23043218482374,0.28,0.18,25.52,68.43258315076677,69.00352733686067,32.71604938271605,79.01234567901234
N00000910,0.39,0.24,34.76,82.05536745668194,0.39,0.17,31.660000000000004,78.1915952997411,89.99118165784833,86.55202821869489,76.23456790123457
N00000911,0.45,0.26,40.53,87.43278231428002,0.58,0.29,47.65,92.65086636128261,83.53174603174604,68.7389770723104,85.44973544973546
N00000912,0.47000000000000003,0.18,32.8,79.50607448715395,0.38,0.18,31.370000000000005,77.63393746265685,90.03527336860671,97.88359788359789,71.16402116402116
N00000913,0.4,0.28,39.59,86.61621190997809,0.46,0.2,37.58,85.00298745269866,81.79012345679013,58.06878306878307,85.31746031746032
N00000914,0.21,0.16,16.8,46.56442939653456,0.24,0.15,22.7,62.69667396932883,51.85185185185186,33.28924162257496,62.014991181657855
N00000915,0.22,0.15,17.01,46.98267277434774,0.27,0.11,22.31,61.97968532164908,50.330687830687836,19.268077601410937,64.83686067019401
N00000916,0.18,0.17,17.37,47.73949412467636,0.21,0.19,25.82,68.95040828520216,69.9294532627866,45.34832451499118,75.26455026455027
N00000917,0.21,0.17,18.12,49.79087831109341,0.18,0.11,15.75,45.34953196574387,80.97442680776015,84.32539682539682,79.673721340388
N00000918,0.11999999999999998,0.15,12.69,35.39135630352519,0.18,0.15,19.46,55.208125871340364,51.34479717813052,36.97089947089947,56.10670194003527
N00000919,0.17,0.15,14.3,39.47420832503485,0.24,0.17,21.8,60.804620593507266,35.978835978835974,15.343915343915349,53.042328042328045
N00000920,0.36,0.3,39.67,86.71579366660028,0.34,0.19,25.990000000000002,69.1894045010954,89.61640211640211,94.51058201058201,85.42768959435627
N00000921,0.12,0.12,10.79,29.834694284007163,0.11,0.08,11.72,31.66699860585541,21.626984126984127,30.599647266313934,30.114638447971785
N00000922,0.14,0.15,13.75,38.0601473809998,0.15,0.1,12.12,32.981477793268276,38.73456790123457,29.960317460317466,57.71604938271605
N00000923,0.22999999999999998,0.19,20.83,56.64210316669986,0.19,0.13,21.74,60.625373431587334,59.92063492063492,55.842151675485006,62.742504409171076
N00000924,0.3,0.2,25.24,66.81935869348735,0.3,0.11,19.55,55.46703843855805,66.9753086419753,54.43121693121693,79.65167548500882
N00000925,0.35,0.22000000000000003,29.85,75.52280422226649,0.28,0.11000000000000001,19.54,55.427205735909176,56.94444444444444,47.20017636684304,63.33774250440918
N00000926,0.51,0.25,41.06,87.91077474606652,0.48,0.25,44.07,90.20115514837683,88.44797178130511,71.84744268077601,90.93915343915344
N00000927,0.23028777148633778,0.1411510859453511,15.518453849338435,42.720288672296675,0.20971222851366222,0.10057554297267557,20.5853961294205,58.048284553704434,83.33333333333334,58.531746031746025,88.18342151675485
N00000928,0.26,0.19,20.92,56.98068113921529,0.29,0.16,24.93,67.25751842262497,37.32363315696649,23.05996472663139,57.517636684303355
N00000929,0.43000000000000005,0.3,41.91,88.56801433977294,0.68,0.38,63.37,97.98844851623183,78.52733686067019,17.06349206349206,86.86067019400353
N00000930,0.45,0.23,36.36,83.76817367058355,0.52,0.24,39.4,86.69587731527584,93.54056437389771,18.099647266313934,96.0758377425044
N00000931,0.98,0.65,81.6,99.82075283808007,0.99,0.49,79.29,99.92033459470225,96.20811287477954,60.11904761904761,97.99382716049382
N00000932,0.43,0.29,41.2,88.05018920533757,0.66,0.31,57.01,96.51463851822346,95.92151675485009,96.25220458553791,93.71693121693121
N00000933,0.37,0.29,37.54,84.94323839872536,0.38,0.14,25.18,67.75542720573591,86.94885361552028,81.15079365079364,91.55643738977074
N00000934,0.3,0.15,18.71,51.185022903804025,0.34,0.16,26.930000000000003,70.6831308504282,53.54938271604939,27.182539682539687,67.48236331569665
N00000935,0.37,0.18,25.100000000000005,66.50069707229636,0.26,0.13,26.600000000000005,70.3644692292372,73.72134038800706,53.46119929453263,76.54320987654322
N00000936,0.5102061872220931,0.24431516960315613,40.018748275149676,86.96669872423959,0.38718702865166,0.1580117775400328,29.540190622446094,61.54970758746439,76.78571428571428,41.0273368606702,86.66225749559082
N00000937,0.36,0.28,36.19,83.62875921131248,0.5,0.31,46.17,91.7944632543318,58.619929453262785,15.939153439153442,74.25044091710758
N00000938,0.33,0.22,27.82,71.81836287592114,0.3,0.17,26.66,70.40430193188607,46.230158730158735,14.373897707231043,66.46825396825398
N00000939,0.47,0.2,32.88,79.62557259510058,0.39,0.18,32.19,78.84883489344752,88.93298059964727,85.22927689594356,86.41975308641976
N00000940,0.39,0.25,34.62,81.83628759211312,0.51,0.33,48.48,93.08902609042022,95.7010582010582,94.79717813051145,92.1957671957672
N00000941,0.04,0.09,4.47,7.209719179446328,0.05999999999999999,0.05999999999999999,5.72,10.575582553276242,31.106701940035276,72.50881834215168,9.193121693121697
N00000942,0.07000017081856835,0.12999922115930806,9.639937822168179,25.891031107198984,0.08000013319249348,0.09999948077287203,10.319891295635845,26.32904703040465,27.910052910052908,18.07760141093474,35.405643738977076
N00000943,0.13,0.14,12.95,35.96893049193388,0.25,0.15,17.66,51.14519020115515,38.8668430335097,63.31569664902999,40.6305114638448
N00000944,0.42,0.23,35.95,83.29018123879706,0.45,0.21,30.530000000000005,76.51862178848835,83.92857142857143,64.59435626102292,91.95326278659613
N00000945,0.1,0.14,11.88,33.02131049591714,0.15,0.09,11.04,29.018123879705236,18.915343915343918,25.154320987654323,27.84391534391535
N00000946,0.39000014831483504,0.23000009887655667,33.130019221602616,80.00399750801643,0.38000022741608025,0.20000007910124531,34.66001149934353,81.67696682474484,91.95326278659613,88.07319223985891,81.32716049382715
N00000947,0.2999999010574554,0.1999998555610343,24.1900089728408,64.50889258131795,0.4099994832640472,0.19999961250173776,31.479946484363552,77.83289106587605,75.1763668430335,77.88800705467372,78.94620811287479
N00000948,0.28,0.16,19.28,52.97749452300339,0.34,0.17,25.44,68.25333598884684,86.5299823633157,92.87918871252204,83.61992945326278
N00000949,0.45,0.23999999999999996,36.83,84.32583150766779,0.41999999999999993,0.17,30.74,76.77753435570604,67.23985890652557,34.898589065255734,77.00617283950618
N00000950,0.26,0.19,22.02,59.51005775741884,0.54,0.21000000000000002,41.63,88.18960366460864,88.62433862433863,95.01763668430335,78.46119929453262
N00000951,0.18,0.14,13.87,38.338976299541926,0.2,0.11999999999999998,17.45,50.64728141804422,30.467372134038804,31.56966490299824,45.65696649029982
N00000952,0.6,0.33,56.81,96.0565624377614,0.43,0.16,30.059999999999995,75.64230233021311,72.64109347442681,85.69223985890653,62.566137566137556
N00000953,0.19,0.14,13.83,38.27922724556861,0.38,0.2,29.150000000000002,74.16849233220474,68.1437389770723,64.55026455026456,69.62081128747795
N00000954,0.3099997681572016,0.1799998840786008,23.499979261661682,62.855945029957965,0.659999431985144,0.23999980293362136,48.609956216487525,93.14870004136397,89.35185185185185,78.35097001763668,89.79276895943562
N00000955,0.15,0.13,11.85,32.90181238797052,0.14,0.09000000000000001,10.79,28.221469826727745,19.77513227513228,23.12610229276896,32.27513227513228
N00000956,0.11000179256685634,0.11000075315816094,8.520162133547247,22.167235881644586,0.2800010762420268,0.12000058091718509,21.2901084726295,59.669540592259345,59.5679012345679,56.48148148148149,62.1252204585538
N00000957,0.03,0.05,3.68,4.40151364270066,0.03,0.03,3.97,4.441346345349528,1.7857142857142905,7.341269841269837,1.4770723104056471
N00000958,0.06,0.11,6.84,15.614419438358896,0.07,0.07,5.66,10.336586337382991,6.349206349206349,4.078483245149911,25.088183421516753
N00000959,0.07238722130721571,0.08385338375520142,5.238533995319173,10.485472871602855,0.10009398881761855,0.07156015126560428,4.983684393204079,8.397737617471892,1.1022927689594342,15.983245149911818,5.246913580246915
N00000960,0.03,0.08,3.34,3.44552877912766,0.06,0.02,3.33,2.4696275642302368,0.3306878306878258,5.70987654320988,1.9620811287477946
N00000961,0.02,0.06,1.8000000000000003,0.5974905397331254,0.04,0.05,2.72,0.9559848635729896,0.02204585537919357,0.7054673721340388,2.4250440917107596
N00000962,0.38,0.22,32.99,79.76498705437164,0.38,0.17,26.92,70.66321449910376,62.169312169312164,19.179894179894173,77.24867724867725
N00000963,0.02,0.14,9.56,25.612427803226446,0.04,0.08,7.299999999999999,15.952997410874325,20.965608465608465,36.19929453262787,38.73456790123457
N00000964,0.05,0.10999999999999999,7.879999999999999,19.737104162517426,0.12000000000000001,0.10999999999999999,9.77,24.1983668591914,7.319223985890655,12.610229276895947,21.538800705467377
N00000965,0.08,0.13,10.97,30.29277036446923,0.14,0.11,12.88,35.72993427604063,12.301587301587302,11.089065255731922,17.702821869488538
N00000966,0.04,0.08,4.19,6.074487153953401,0.04,0.06,3.8100000000000005,3.704441346345344,0.0661375661375696,3.2627865961199265,1.1463844797178102
N00000967,0.15,0.11,12.06,33.678550089623585,0.14,0.1,10.87,28.480382393945426,12.896825396825395,9.876543209876543,28.262786596119927
N00000968,0.01,0.03,2.51,1.6530571599283062,0.01,0.05,6.33,12.806213901613228,12.698412698412698,23.456790123456795,18.187830687830687
N00000969,0.22000000000000003,0.16,18.81,51.3841864170484,0.27,0.11000000000000001,22.53,62.29834694284007,47.817460317460316,0.5952380952380931,51.455026455026456
N00000970,0.27477286663263567,0.21144684910721026,29.38955074532965,58.8271855263518,0.30060436017814113,0.12624180764158177,25.47850787859061,56.456787287909485,51.455026455026456,51.58730158730158,52.95414462081129
N00000971,0.35,0.2,28.71,73.27225652260506,0.38,0.17,31.03,77.09619597689704,55.93033509700176,27.755731922398585,57.56172839506173
N00000972,0.37,0.23999999999999996,33.97,81.11929894443338,0.44,0.16,29.830000000000002,75.28380800637323,80.59964726631394,42.15167548500882,82.71604938271605
N00000973,0.09,0.09,7.89,19.81676956781517,0.2,0.08,13.019999999999998,36.34734116709819,72.35449735449735,91.95326278659613,54.4753086419753
N00000974,0.46,0.26,42.15,88.66759609639514,0.46,0.2,38.43,85.64031069508067,64.17548500881834,0.44091710758377145,71.11992945326278
N00000975,0.51,0.27,43.68,89.80282812188807,0.54,0.22,51.09,94.26409081856204,95.63492063492063,90.38800705467372,83.04673721340387
N00000976,0.37,0.24,32.77,79.48615813582951,0.26,0.2,36.57,83.8478390758813,94.64285714285714,87.54409171075838,90.47619047619048
N00000977,0.31,0.23,27.87,71.93786098386776,0.34,0.19,33.09,79.82473610834495,66.90917107583773,56.83421516754849,63.02910052910053
N00000978,0.37,0.28,36.77,84.24616610237004,0.43,0.18,38.68,85.93905596494723,97.46472663139329,99.73544973544973,78.3289241622575
N00000979,0.28,0.21,24.48,65.0866361282613,0.32,0.17,35.15,82.23461461860188,77.60141093474427,44.20194003527337,80.6437389770723
N00000980,0.24,0.14,16.23,44.87153953395738,0.22,0.1,23.18,63.871738697470626,79.16666666666666,93.98148148148148,36.044973544973544
N00000981,0.24,0.17,19.01,52.200756821350325,0.23,0.16,30.26,76.10037841067516,85.16313932980599,85.29541446208113,68.45238095238095
N00000982,0.22,0.14,15.37,42.46166102370046,0.22,0.08,20.73,58.29516032662816,78.90211640211639,86.86067019400353,59.78835978835979
N00000983,0.34,0.2,26.15,69.01015733917546,0.36,0.13,30.97,76.99661422027484,74.73544973544973,74.44885361552028,73.52292768959437
N00000984,0.21000000000000002,0.19,18.52,50.627365066719776,0.24,0.11,29.51,74.80581557458675,79.05643738977074,95.1278659611993,52.116402116402114
N00000985,0.64,0.37,61.99,97.61003784106752,0.6,0.35,63.65,98.04819757020515,89.24162257495591,59.63403880070547,90.07936507936508
N00000986,0.38,0.23000000000000004,31.75,78.29117705636327,0.43,0.27,49.05,93.44752041426011,89.52821869488537,76.3447971781305,78.04232804232805
N00000987,0.22,0.15,15.5,42.780322644891456,0.5,0.19,41.78,88.40868352917745,70.3042328042328,47.22222222222222,58.46560846560847
N00000988,0.26,0.2,22.18,59.94821748655646,0.3,0.14,31.52,77.89285002987452,50.81569664902999,1.8298059964726665,49.64726631393298
N00000989,0.43,0.3,42.71,89.16550487950607,0.4699999999999999,0.25,51.46,94.36367257518424,93.84920634920636,90.96119929453262,82.16490299823633
N00000990,0.35,0.3,38.48,85.6602270464051,0.49,0.25,50.56,94.02509460266879,81.21693121693121,77.31481481481481,67.65873015873017
N00000991,0.49,0.25,40.58,87.49253136825334,0.51,0.23,42.69,89.2252539334794,80.88624338624338,77.46913580246914,75.9700176366843
N00000992,0.32389830636785155,0.16999999999999998,22.663484046642623,60.847454000476034,0.2792655375785677,0.1497551791928559,27.75593225471406,71.99783516228234,73.76543209876543,69.31216931216932,65.78483245149911
N00000993,0.43,0.18,28.97,73.86974706233818,0.43,0.17,34.99,81.99561840270863,74.88977072310405,40.74074074074075,69.26807760141094
N00000994,0.40383313826274425,0.2133131829453026,31.794777004791317,72.90037305430594,0.4058041097840206,0.13245465261949352,30.907593514134007,75.67888366951902,77.27072310405644,72.94973544973544,68.82716049382715
N00000995,0.18000000000000002,0.11,11.88,33.04122684724159,0.25,0.07,14.84,42.30233021310495,45.72310405643739,65.58641975308642,32.936507936507944
N00000996,0.13,0.14,11.35,31.348336984664403,0.13,0.09,10.19,25.911173073093003,26.124338624338627,13.822751322751326,54.40917107583773
N00000997,0.13,0.09,7.86,19.637522405895236,0.07,0.05,5.3,9.181437960565619,20.28218694885362,43.09964726631394,23.148148148148152
N00000998,0.09,0.1,6.08,13.144791874128659,0.11000000000000001,0.05,8.57,20.075682135032856,22.13403880070547,49.272486772486765,15.696649029982368
N00000999,0.24,0.14,16.01,44.15455088627763,0.28,0.11,22.73,62.816172077275446,69.48853615520282,64.08730158730158,68.25396825396825
N00001000,0.14,0.17,15.200000000000001,41.8442541326429,0.08,0.06,5.79,10.914160525791672,11.904761904761907,9.259259259259256,22.44268077601411
N00001001,0.23000000000000004,0.2,21.38,58.095996813383785,0.23000000000000004,0.08,19.83,56.10436168094005,64.2636684303351,43.60670194003527,56.525573192239854
N00001002,0.2733333287952094,0.20713804264703123,24.525622212658213,64.796159910911,0.3101908235805329,0.13154883153936642,25.92138217322086,64.28913571613921,62.985008818342145,57.56172839506173,64.0652557319224
N00001003,0.11,0.1,7.65,18.78111929894444,0.16,0.05,13.25,37.12407886875124,63.447971781305114,86.94885361552028,40.49823633156967
N00001004,0.31,0.18,23.27,62.27843059151563,0.39,0.21,30.29,76.16012746464847,76.03615520282187,84.54585537918871,61.50793650793651
N00001005,0.29,0.23,27.320000000000004,71.18103963353913,0.35999999999999993,0.14,27.84,72.31627165903207,81.17283950617285,78.24074074074075,82.27513227513228
N00001006,0.03,0.03,0.68,0.039832702648878726,0.02,0.01,12.4,33.97729535949014,21.00970017636684,34.12698412698413,12.059082892416228
N00001007,0.09358973493737964,0.06743589397495185,3.998461050468211,7.610087473180092,0.08666665541859353,0.03615384096242778,14.535384197475436,41.11756124959468,28.99029982363316,56.87830687830689,6.679894179894175
N00001008,0.07,0.08,3.74,4.620593507269466,0.12000000000000001,0.12000000000000001,17.66,51.12527384983071,60.9347442680776,91.22574955908289,1.2786596119929494
N00001009,0.1,0.06,3.82,4.87950607448715,0.04,0.03,11.22,29.695279824736108,36.1331569664903,59.21516754850088,15.123456790123457
N00001010,0.11,0.06,4.72,8.086038637721572,0.08,0.04,15.740000000000002,45.28978291177056,50.68342151675485,63.514109347442684,2.821869488536155
N00001011,0.09000000000000001,0.049999999999999996,3.44,3.8040231029675353,0.07,0.03,16.09,46.464847639912364,52.82186948853615,50.264550264550266,0.5952380952380931
N00001012,0.11,0.07,4.97,9.04202350129456,0.15,0.06,16.56,47.83907588129854,56.4373897707231,36.92680776014109,23.589065255731924
N00001013,0.12,0.06,5.16,9.878510256920936,0.1,0.03,15.83,45.66819358693487,44.40035273368606,34.17107583774251,0.5291005291005346
N00001014,0.12000000000000001,0.08,5.92,12.567217685719978,0.1,0.05,13.36,37.52240589524,46.538800705467374,70.28218694885362,19.753086419753085
N00001015,0.1,0.07,4.06,5.735909181437959,0.04,0.02,13.02,36.327424815773746,27.49118165784833,26.477072310405646,0.1984126984126977
N00001016,0.14,0.09,7.6,18.522206731726744,0.12,0.06,15.18,43.47739494124676,41.22574955908289,48.544973544973544,3.0423280423280463
N00001017,0.060000000000000005,0.04,2.02,0.7568213503286181,0.04,0.02,13.73,38.57797251543518,24.250440917107586,16.291887125220462,0.08818342151675207
N00001018,0.03,0.06,1.5,0.35849432383987523,0.06,0.04,14.04,39.49412467635929,23.412698412698408,41.15961199294532,3.108465608465605
N00001019,0.11,0.05000000000000001,4.35,6.6520613423620825,0.11,0.03,15.669999999999998,44.99103764190401,56.50352733686067,65.78483245149911,2.226631393298062
N00001020,0.12,0.1,7.12,16.7894841665007,0.23,0.09,21.63,60.34654451304521,90.87301587301587,96.03174603174604,75.83774250440918
N00001021,0.14,0.11,8.74,23.10296753634734,0.07,0.01,14.219999999999999,40.01194981079467,25.330687830687825,13.514109347442682,0.6834215167548452
N00001022,0.16618259730322676,0.11145229547779094,10.01541681576408,25.99284807691427,0.14686723665667245,0.07807054445888847,18.01266759398981,45.0032926549041,89.2636684303351,87.85273368606703,80.82010582010581
N00001023,0.11,0.07,4.72,8.046205935072692,0.08,0.03,14.17,39.75303724357697,71.58289241622575,91.9753086419753,5.202821869488538
N00001024,0.12,0.08,5.94,12.686715793666604,0.11,0.06,15.9,45.92710615415256,38.60229276895944,51.63139329805997,2.7116402116402094
N00001025,0.14,0.05,5.46,10.734913363871733,0.11,0.05,13.99,39.29496116311492,64.32980599647267,80.18077601410934,4.012345679012341
N00001026,0.14,0.1,7.78,19.338777136028686,0.14,0.06,15.400000000000002,44.054969129655454,61.64021164021164,62.27954144620811,21.693121693121697
N00001027,0.38999999999999996,0.2,29.270000000000003,74.42740489942243,0.45000000000000007,0.15,34.43,81.4578769169488,62.808641975308646,42.945326278659614,34.832451499118164
N00001028,0.62,0.3,53.51,94.90141406094403,0.68,0.26,57.24,96.61422027484565,94.84126984126983,33.994708994709,98.4567901234568
N00001029,0.45999999999999996,0.19,31.63,78.13184624576778,0.72,0.18,48.64,93.16869149571798,91.90917107583773,89.85890652557319,85.18518518518519
N00001030,0.45760751206016376,0.2299439418153958,37.92374191675068,67.65335654031607,0.5489533117286988,0.21813085619581438,47.67914312942296,85.25211172473811,91.68871252204586,73.74338624338624,81.83421516754849
N00001031,0.45,0.25,37.2,84.66440948018324,0.42,0.15,33.34,80.10356502688707,70.7010582010582,41.49029982363316,61.75044091710758
N00001032,0.32,0.25,31.59,78.01234813782115,0.28,0.14,24.5,66.60027882891855,83.0246913580247,80.04850088183422,79.54144620811287
N00001033,0.2,0.17,17.77,48.7751443935471,0.68,0.46,66.62,98.6656044612627,99.71340388007054,99.84567901234568,99.97795414462081
N00001034,0.14,0.1,9.17,24.317864967138025,0.16,0.11,16.34,47.30133439553874,32.27513227513228,19.70899470899471,40.0352733686067
N00001035,0.53,0.29,47.61,92.15295757817168,0.48,0.18,39.35,86.65604461262697,93.7610229276896,95.7010582010582,84.34744268077601
N00001036,0.35758621167939875,0.2703448328473387,35.32206971833736,65.725562725709,0.30172413649618035,0.12126436861323313,25.187011564241867,67.49628584036131,73.65520282186948,35.47178130511463,73.85361552028218
N00001037,0.08,0.1,6.409999999999999,14.260107548297151,0.11000000000000001,0.08,6.82,14.29994025094603,30.687830687830687,58.95061728395061,41.29188712522046
N00001038,0.09419881248570425,0.10982195833015651,8.26424329085022,20.870326708267687,0.128575666641252,0.06473293749523476,7.253531124170846,15.623609213434891,14.043209876543205,31.172839506172846,16.027336860670193
N00001039,0.09,0.08,5.08,9.500099581756627,0.1,0.05,6.21,12.447719577773354,4.695767195767198,11.529982363315694,4.629629629629628
N00001040,0.31,0.28,34.72,82.01553475403306,0.35,0.21,25.6,68.55208125871341,69.1358024691358,71.51675485008818,58.77425044091711
N00001041,0.34,0.26,34.52,81.59729137621987,0.55,0.32,48.46,93.06910973909581,83.9506172839506,76.43298059964727,90.76278659611992
N00001042,0.2325041265041777,0.17222405622407896,20.292043554048227,44.491358697702736,0.25153213353218756,0.11868204568206417,17.817644693648212,42.72821997977256,27.888007054673725,26.234567901234573,45.238095238095234
N00001043,0.41,0.38,50.57,93.58693487353116,0.47,0.28,43.56,89.94224258115912,84.85449735449735,43.12169312169311,89.4620811287478
N00001044,0.31,0.24,30.56,76.61820354511053,0.33,0.2,28.710000000000004,73.53116908982274,47.023809523809526,50.50705467372134,45.1278659611993
N00001045,0.12000000000000001,0.09,6.86,15.674168492332207,0.15,0.12000000000000001,15.83,45.688109938259316,19.885361552028215,31.238977072310405,17.746913580246915
N00001046,0.029999999999999995,0.10000000000000002,4.72,8.105954989046005,0.05999999999999999,0.07,3.99,4.481179047998407,3.064373897707229,7.605820105820104,0.4850088183421475
N00001047,0.05,0.13,8.84,23.381796454889468,0.05,0.08999999999999998,6.96,14.758016331408086,17.21781305114638,5.753968253968256,39.021164021164026
N00001048,0.07,0.09,5.86,12.248556064528982,0.07,0.08,6.44,13.264289982075283,20.899470899470895,22.376543209876544,19.378306878306883
N00001049,0.07,0.12,9.19,24.377614021111338,0.11000000000000001,0.11000000000000001,11.52,30.989842660824536,13.756613756613756,3.880070546737213,30.004409171075842
N00001050,0.11,0.12,9.58,25.731925911173075,0.09,0.09,6.61,13.742282413861783,12.830687830687825,14.28571428571429,19.179894179894173
N00001051,0.04,0.07,3.53,4.043019318860786,0.02,0.04,2.9200000000000004,1.4538936466839236,6.635802469135799,24.58112874779541,1.9179894179894186
N00001052,0.22999999999999998,0.08,12.12,33.89762995419239,0.5,0.19000000000000003,29.1,74.04899422425811,94.97354497354497,99.97795414462081,87.76455026455027
N00001053,0.02,0.04,1.42,0.3186616211909965,0.02,0.03,2.87,1.3343955387372988,5.136684303350969,11.772486772486769,4.122574955908287
N00001054,0.029999999999999995,0.05,1.74,0.5377414857598128,0.05999999999999999,0.04,4.29,5.417247560246963,6.988536155202818,15.630511463844798,9.060846560846558
N00001055,0.02,0.07,3.0699999999999994,2.768372834096789,0.02,0.05,3.74,3.545110535749852,6.92239858906526,17.614638447971785,8.465608465608465
